system_id,fast_scale,slow_scale,scenario_id,scenario_name,time_step,fast_phase,slow_phase,fast_potential,fast_connectedness,fast_resilience,fast_rigidity,fast_memory,slow_potential,slow_connectedness,slow_resilience,slow_rigidity,slow_memory,revolt_effect,remember_effect,fast_phase_changed,slow_phase_changed
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,4,K,r,0.50802,0.55426,0.5002,0.36753,0.47242,0.37242,0.29097,0.63307,0.25021,0.71887,0.0,0.0,True,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,5,K,r,0.53552,0.59438,0.46345,0.40245,0.47885,0.39813,0.35478,0.65596,0.27315,0.72365,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,6,K,r,0.56288,0.63088,0.42832,0.4392,0.4856,0.42449,0.41285,0.61118,0.29899,0.72874,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,7,K,r,0.58994,0.66411,0.39467,0.4776,0.49268,0.45136,0.4657,0.56873,0.32747,0.73416,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,8,K,r,0.61655,0.69434,0.36236,0.51752,0.50008,0.4786,0.51378,0.52841,0.35836,0.7399,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,9,K,K,0.64256,0.72185,0.33126,0.55881,0.50779,0.50605,0.55754,0.49003,0.39144,0.74597,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,10,K,K,0.66782,0.74688,0.30127,0.60136,0.5158,0.53354,0.59736,0.45342,0.42651,0.75237,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,11,K,K,0.69222,0.76966,0.2723,0.64504,0.52411,0.56092,0.6336,0.41842,0.46339,0.75911,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,12,K,K,0.71566,0.79039,0.24424,0.68976,0.5327,0.58801,0.66658,0.38487,0.50192,0.76616,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,13,Omega,K,0.73804,0.80926,0.21702,0.73542,0.54155,0.61466,0.69659,0.35266,0.54195,0.77354,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,14,alpha,K,0.30998,0.25896,0.51702,0.27946,0.46574,0.64071,0.72389,0.32165,0.58334,0.78123,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,15,alpha,K,0.28791,0.27993,0.56927,0.28221,0.45955,0.66604,0.74874,0.29175,0.62598,0.78922,0.0,0.07812,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,16,r,K,0.3315,0.31921,0.63456,0.26243,0.47248,0.6905,0.77136,0.26285,0.66974,0.7975,0.0,0.07892,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,17,r,Omega,0.35588,0.38048,0.63544,0.28666,0.47675,0.71401,0.79193,0.23486,0.71454,0.80607,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,18,r,alpha,0.38109,0.43624,0.59169,0.31367,0.48132,0.29988,0.25342,0.53486,0.27153,0.69322,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,19,r,alpha,0.40704,0.48698,0.55018,0.34322,0.48621,0.302,0.29714,0.56449,0.26331,0.68209,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,20,r,r,0.43359,0.53315,0.51072,0.37508,0.49141,0.35335,0.33025,0.62598,0.27156,0.68854,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,21,K,r,0.4606,0.57517,0.47313,0.40903,0.49694,0.37849,0.39052,0.62594,0.29628,0.69308,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,22,K,r,0.48793,0.6134,0.43722,0.4449,0.50279,0.40436,0.44538,0.58259,0.32375,0.69793,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,23,K,r,0.51542,0.64819,0.40287,0.48251,0.50898,0.43086,0.49529,0.54145,0.35372,0.70311,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,24,K,r,0.54289,0.67986,0.36991,0.52171,0.51549,0.45783,0.54072,0.50233,0.38595,0.7086,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,25,K,K,0.57019,0.70867,0.33823,0.56234,0.52234,0.48514,0.58205,0.46504,0.42025,0.71442,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,26,K,K,0.59715,0.73489,0.30771,0.60428,0.5295,0.51261,0.61967,0.42942,0.45644,0.72057,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,27,K,K,0.62361,0.75875,0.27825,0.64742,0.53698,0.54009,0.6539,0.39531,0.49433,0.72705,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,28,K,K,0.64943,0.78046,0.24975,0.69164,0.54478,0.56742,0.68505,0.36258,0.53379,0.73386,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,29,Omega,K,0.67447,0.80022,0.22213,0.73686,0.55287,0.59442,0.71339,0.33111,0.57465,0.741,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,30,alpha,K,0.28328,0.25607,0.52213,0.28001,0.47547,0.62094,0.73919,0.30079,0.61681,0.74845,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,31,alpha,K,0.3163,0.28763,0.57806,0.28903,0.49494,0.64683,0.76266,0.2715,0.66015,0.75621,0.0,0.07484,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,32,r,Omega,0.33999,0.32377,0.61445,0.27064,0.49151,0.67196,0.78402,0.24316,0.70455,0.76427,0.0,0.07562,True,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,33,r,alpha,0.36467,0.38463,0.63001,0.29507,0.49589,0.28222,0.25089,0.54316,0.26773,0.65727,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,34,r,alpha,0.39016,0.44001,0.58642,0.32227,0.50057,0.29524,0.26892,0.59994,0.25746,0.65687,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,35,r,alpha,0.41633,0.49041,0.54507,0.35199,0.50557,0.30609,0.2902,0.67178,0.2468,0.66779,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,36,r,r,0.44306,0.53627,0.50575,0.384,0.51088,0.32913,0.31034,0.70495,0.25232,0.66797,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,37,K,r,0.4702,0.57801,0.46828,0.41811,0.51653,0.35342,0.37241,0.64402,0.27614,0.67221,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,38,K,r,0.4976,0.61599,0.43249,0.4541,0.5225,0.37856,0.42889,0.59994,0.30279,0.67675,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,39,K,r,0.5251,0.65055,0.39824,0.49183,0.5288,0.40444,0.48029,0.55814,0.332,0.6816,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,40,K,r,0.55253,0.682,0.36537,0.53113,0.53543,0.43093,0.52706,0.51841,0.36355,0.68677,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,41,K,K,0.57973,0.71062,0.33378,0.57186,0.54239,0.45791,0.56963,0.48057,0.39723,0.69227,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,42,K,K,0.60653,0.73666,0.30334,0.6139,0.54966,0.48521,0.60836,0.44445,0.43285,0.69809,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,43,K,K,0.63278,0.76036,0.27395,0.65711,0.55726,0.51269,0.64361,0.40988,0.47023,0.70424,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,44,Omega,K,0.65834,0.78193,0.24552,0.70141,0.56516,0.54017,0.67568,0.37674,0.50922,0.71073,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,45,alpha,K,0.2765,0.25022,0.54552,0.26654,0.48604,0.56749,0.70487,0.34489,0.54966,0.71754,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,46,r,K,0.33793,0.28193,0.61266,0.2705,0.50208,0.59449,0.73143,0.31422,0.59143,0.72467,0.0,0.07175,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,47,r,K,0.36254,0.34655,0.65431,0.29303,0.50643,0.62101,0.7556,0.28462,0.63441,0.73212,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,48,r,K,0.38796,0.40536,0.60919,0.31849,0.51108,0.6469,0.7776,0.256,0.67849,0.73989,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,49,r,Omega,0.41408,0.45888,0.56644,0.34664,0.51605,0.67203,0.79762,0.22826,0.72357,0.74795,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,50,r,alpha,0.44077,0.50758,0.52585,0.37722,0.52134,0.28225,0.25524,0.52826,0.27496,0.64324,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,51,K,alpha,0.46788,0.5519,0.48722,0.41001,0.52695,0.27413,0.2797,0.56381,0.26433,0.66595,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,52,K,r,0.49527,0.59223,0.45038,0.44482,0.5329,0.34985,0.30414,0.60859,0.26727,0.68754,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,53,K,r,0.52276,0.62893,0.41517,0.48147,0.53917,0.37487,0.36677,0.64253,0.29081,0.69203,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,54,K,r,0.55021,0.66232,0.38143,0.51979,0.54577,0.40065,0.42376,0.59822,0.3172,0.69684,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,55,K,r,0.57743,0.69272,0.34905,0.55962,0.5527,0.42706,0.47562,0.55621,0.34618,0.70197,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,56,K,r,0.60427,0.72037,0.31788,0.60084,0.55995,0.45398,0.52282,0.5163,0.37752,0.70741,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,57,K,K,0.63057,0.74554,0.28784,0.64332,0.56752,0.48125,0.56576,0.47829,0.41101,0.71319,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,58,K,K,0.6562,0.76844,0.25881,0.68694,0.57539,0.50871,0.60484,0.44201,0.44645,0.71929,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,59,Omega,K,0.68101,0.78928,0.2307,0.7316,0.58357,0.5362,0.64041,0.4073,0.48367,0.72573,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,60,alpha,K,0.28603,0.25257,0.5307,0.27801,0.50187,0.56356,0.67277,0.37403,0.52251,0.73249,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,61,alpha,K,0.31511,0.27497,0.56884,0.27766,0.51025,0.59061,0.70222,0.34206,0.56282,0.73958,0.0,0.07325,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,62,r,K,0.36947,0.30195,0.64372,0.26533,0.51563,0.61721,0.72902,0.31129,0.60447,0.74698,0.0,0.07396,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,63,r,K,0.3951,0.36477,0.64446,0.28877,0.52037,0.6432,0.75341,0.28159,0.64734,0.7547,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,64,r,K,0.42139,0.42195,0.60007,0.31507,0.52543,0.66844,0.7756,0.25288,0.69132,0.76272,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,65,r,Omega,0.44821,0.47397,0.55799,0.34397,0.53081,0.69282,0.7958,0.22506,0.73631,0.77104,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,66,r,alpha,0.47541,0.52131,0.51801,0.37523,0.53651,0.29098,0.25466,0.52506,0.2798,0.66309,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,67,K,alpha,0.50285,0.56439,0.47993,0.40865,0.54255,0.28248,0.27294,0.58966,0.28176,0.66498,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,68,K,alpha,0.53035,0.6036,0.4436,0.44403,0.54891,0.28447,0.29939,0.64112,0.29662,0.68882,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,69,K,r,0.55775,0.63928,0.40884,0.4812,0.5556,0.35684,0.31474,0.70021,0.30185,0.6953,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,70,K,r,0.58488,0.67174,0.37553,0.51998,0.56262,0.38208,0.37641,0.62463,0.32587,0.69989,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,71,K,r,0.61159,0.70128,0.34352,0.56025,0.56996,0.40805,0.43253,0.58071,0.35269,0.70478,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,72,K,r,0.63772,0.72817,0.3127,0.60186,0.57761,0.43462,0.48361,0.53906,0.38208,0.71,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,73,K,r,0.66313,0.75263,0.28297,0.64469,0.58557,0.46165,0.53008,0.49946,0.41378,0.71554,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,74,K,K,0.6877,0.7749,0.25423,0.68863,0.59382,0.48899,0.57237,0.46174,0.4476,0.72141,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,75,Omega,K,0.71133,0.79516,0.22638,0.73359,0.60236,0.51648,0.61086,0.42573,0.48334,0.7276,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,76,alpha,K,0.29876,0.25445,0.52638,0.27876,0.51803,0.54395,0.64588,0.39127,0.52084,0.73413,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,77,r,K,0.35118,0.2728,0.57407,0.27398,0.54118,0.57124,0.67775,0.35822,0.55992,0.74099,0.0,0.07341,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,78,r,K,0.37624,0.33824,0.65842,0.29609,0.5457,0.59818,0.70676,0.32645,0.60046,0.74816,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,79,r,K,0.40206,0.3978,0.61296,0.32118,0.55052,0.62462,0.73315,0.29586,0.64232,0.75566,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,80,r,K,0.4285,0.452,0.56991,0.34898,0.55566,0.65041,0.75716,0.26633,0.68538,0.76346,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,81,r,Omega,0.45544,0.50132,0.52904,0.37925,0.56113,0.67542,0.77902,0.23777,0.72953,0.77157,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,82,r,alpha,0.48272,0.5462,0.49016,0.41176,0.56692,0.28368,0.24929,0.53777,0.27722,0.66355,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,83,K,alpha,0.51019,0.58704,0.45309,0.44631,0.57304,0.29995,0.2793,0.6084,0.26347,0.68337,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,84,K,alpha,0.53768,0.62421,0.41766,0.48272,0.5795,0.30989,0.31347,0.64104,0.26479,0.69887,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,85,K,r,0.56502,0.65803,0.38374,0.52082,0.58628,0.33474,0.35183,0.66607,0.26335,0.69684,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,86,K,r,0.59206,0.68881,0.35118,0.56046,0.59338,0.35924,0.41017,0.61622,0.28906,0.70115,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,87,K,r,0.61863,0.71682,0.31986,0.6015,0.60081,0.38456,0.46325,0.57366,0.31742,0.70576,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,88,K,r,0.64458,0.7423,0.28967,0.64382,0.60854,0.41059,0.51156,0.53325,0.3482,0.71069,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,89,K,K,0.66978,0.76549,0.26051,0.68729,0.61658,0.43722,0.55552,0.49478,0.38117,0.71594,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,90,Omega,K,0.69411,0.7866,0.23229,0.73182,0.62491,0.46428,0.59552,0.45809,0.41615,0.72151,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,91,alpha,K,0.29153,0.25171,0.53229,0.27809,0.53742,0.49164,0.63192,0.423,0.45295,0.72741,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,92,r,K,0.38054,0.29307,0.57266,0.2872,0.52474,0.51913,0.66505,0.38939,0.4914,0.73364,0.0,0.07274,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,93,r,K,0.40647,0.3567,0.64217,0.31024,0.52961,0.54659,0.6952,0.35712,0.53136,0.7402,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,94,r,K,0.43301,0.41459,0.59745,0.33617,0.53481,0.57385,0.72263,0.32606,0.57269,0.74708,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,95,r,K,0.46001,0.46728,0.55508,0.36473,0.54033,0.60075,0.74759,0.2961,0.61527,0.75429,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,96,r,K,0.48734,0.51523,0.51483,0.39569,0.54618,0.62714,0.77031,0.26715,0.65899,0.76182,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,97,K,Omega,0.51482,0.55886,0.47651,0.42883,0.55236,0.65286,0.79098,0.23912,0.70373,0.76965,0.0,0.0,True,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,98,K,alpha,0.5423,0.59856,0.43995,0.46396,0.55886,0.2742,0.25311,0.53912,0.26742,0.6619,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,99,K,r,0.5696,0.63469,0.40499,0.5009,0.5657,0.35404,0.27068,0.56758,0.26443,0.67732,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,100,K,r,0.59657,0.66757,0.37149,0.53948,0.57286,0.3792,0.33632,0.66289,0.28644,0.68187,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,101,K,r,0.62304,0.69749,0.33931,0.57955,0.58033,0.40509,0.39605,0.61735,0.31145,0.68674,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,102,K,r,0.64888,0.72471,0.30834,0.62098,0.58812,0.4316,0.45041,0.57423,0.33917,0.69191,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,103,K,r,0.67394,0.74949,0.27847,0.66366,0.59621,0.45859,0.49987,0.5333,0.36936,0.69742,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,104,Omega,r,0.69811,0.77203,0.2496,0.70746,0.60459,0.4859,0.54488,0.49436,0.40181,0.70325,0.0,0.0,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,105,alpha,K,0.29321,0.24705,0.5496,0.26884,0.51994,0.51338,0.58584,0.45724,0.4363,0.70941,0.0,0.0,True,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,106,alpha,K,0.30839,0.27631,0.58786,0.26808,0.53984,0.54086,0.62312,0.42176,0.47265,0.7159,0.0,0.07094,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,107,r,K,0.33978,0.29766,0.64935,0.26695,0.53289,0.56817,0.65704,0.3878,0.51071,0.72272,0.0,0.07159,True,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,108,r,K,0.36446,0.36087,0.64639,0.2902,0.53726,0.59516,0.6879,0.3552,0.5503,0.72986,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,109,r,K,0.38994,0.41839,0.60185,0.31632,0.54194,0.62166,0.71599,0.32384,0.5913,0.73732,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,110,r,K,0.41611,0.47074,0.55962,0.34505,0.54693,0.64754,0.74155,0.29362,0.63358,0.74509,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,111,r,K,0.44283,0.51837,0.51951,0.37617,0.55225,0.67264,0.76481,0.26443,0.67702,0.75316,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,112,K,Omega,0.46997,0.56172,0.48132,0.40946,0.55789,0.69686,0.78598,0.23618,0.72152,0.76152,0.0,0.0,True,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,113,K,alpha,0.49737,0.60116,0.44487,0.44472,0.56386,0.29268,0.25151,0.53618,0.27418,0.65491,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,114,K,r,0.52487,0.63706,0.41002,0.48177,0.57015,0.35538,0.28601,0.58706,0.26951,0.64475,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,115,K,r,0.55231,0.66972,0.37662,0.52046,0.57678,0.38058,0.35027,0.65228,0.29222,0.64932,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,116,K,r,0.5795,0.69945,0.34453,0.56063,0.58374,0.40651,0.40874,0.60731,0.31786,0.6542,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,117,K,r,0.60631,0.7265,0.31364,0.60215,0.59101,0.43305,0.46196,0.56469,0.34616,0.65939,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,118,K,r,0.63257,0.75111,0.28384,0.64491,0.5986,0.46006,0.51038,0.52422,0.37688,0.66491,0.0,0.0,False,False
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,119,K,K,0.65813,0.77351,0.25503,0.68878,0.6065,0.48738,0.55445,0.48571,0.4098,0.67076,0.0,0.0,False,True
ACYP001,forest_patch,regional_climate_fire_regime,CY002,Rigidity and lock-in,120,Omega,K,0.68288,0.7939,0.22713,0.73368,0.61469,0.51486,0.59455,0.44897,0.44473,0.67694,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY002,Rigidity and lock-in,1,r,Omega,0.4671,0.454,0.56223,0.3679,0.50561,0.78006,0.8362,0.19637,0.74701,0.68936,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY002,Rigidity and lock-in,2,r,alpha,0.49448,0.50314,0.52145,0.39826,0.51154,0.32763,0.26758,0.49637,0.28386,0.59285,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY002,Rigidity and lock-in,3,r,alpha,0.52198,0.54786,0.48264,0.43085,0.5178,0.28047,0.30023,0.53238,0.27192,0.58069,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY002,Rigidity and lock-in,4,K,alpha,0.54943,0.58855,0.44564,0.46548,0.5244,0.29954,0.3221,0.60037,0.28361,0.56852,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY002,Rigidity and lock-in,5,K,alpha,0.57666,0.62558,0.41027,0.50196,0.53132,0.26371,0.35717,0.63198,0.27111,0.59094,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY002,Rigidity and lock-in,6,K,alpha,0.60351,0.65928,0.37641,0.54012,0.53856,0.29842,0.38635,0.69736,0.27857,0.58356,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY002,Rigidity and lock-in,7,K,alpha,0.62983,0.68994,0.3439,0.57982,0.54612,0.25784,0.41428,0.74571,0.27339,0.59772,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY002,Rigidity and lock-in,8,K,alpha,0.65548,0.71785,0.31262,0.62091,0.55398,0.30905,0.45881,0.79084,0.25684,0.5963,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY002,Rigidity and lock-in,9,K,r,0.68032,0.74324,0.28248,0.66327,0.56215,0.3236,0.48127,0.83827,0.24349,0.59817,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY002,Rigidity and lock-in,10,Omega,r,0.70424,0.76635,0.25335,0.70679,0.5706,0.34768,0.52795,0.54794,0.27509,0.60234,0.0,0.0,True,False
