simulation_id,pathway_id,pathway,rank,transformation_value,winner
713,TP004,Institutional Governance Reform,4,7.14268,Watershed Restoration and Land-Use Transition
713,TP003,Regional Food System Reconfiguration,5,7.12563,Watershed Restoration and Land-Use Transition
713,TP001,Energy System Transition,6,6.923,Watershed Restoration and Land-Use Transition
714,TP004,Institutional Governance Reform,1,7.62921,Institutional Governance Reform
714,TP005,Watershed Restoration and Land-Use Transition,2,7.50509,Institutional Governance Reform
714,TP002,Climate-Resilient Urban Redesign,3,7.41365,Institutional Governance Reform
714,TP006,Public Health Prevention Transformation,4,7.20316,Institutional Governance Reform
714,TP001,Energy System Transition,5,7.16063,Institutional Governance Reform
714,TP003,Regional Food System Reconfiguration,6,6.90959,Institutional Governance Reform
715,TP002,Climate-Resilient Urban Redesign,1,7.84618,Climate-Resilient Urban Redesign
715,TP006,Public Health Prevention Transformation,2,7.53656,Climate-Resilient Urban Redesign
715,TP004,Institutional Governance Reform,3,7.38718,Climate-Resilient Urban Redesign
715,TP005,Watershed Restoration and Land-Use Transition,4,7.28166,Climate-Resilient Urban Redesign
715,TP003,Regional Food System Reconfiguration,5,7.17839,Climate-Resilient Urban Redesign
715,TP001,Energy System Transition,6,7.13256,Climate-Resilient Urban Redesign
716,TP002,Climate-Resilient Urban Redesign,1,7.79228,Climate-Resilient Urban Redesign
716,TP001,Energy System Transition,2,7.55916,Climate-Resilient Urban Redesign
716,TP003,Regional Food System Reconfiguration,3,7.55543,Climate-Resilient Urban Redesign
716,TP004,Institutional Governance Reform,4,7.4547,Climate-Resilient Urban Redesign
716,TP006,Public Health Prevention Transformation,5,7.38018,Climate-Resilient Urban Redesign
716,TP005,Watershed Restoration and Land-Use Transition,6,7.19571,Climate-Resilient Urban Redesign
717,TP004,Institutional Governance Reform,1,7.8503,Institutional Governance Reform
717,TP003,Regional Food System Reconfiguration,2,7.59292,Institutional Governance Reform
717,TP002,Climate-Resilient Urban Redesign,3,7.54457,Institutional Governance Reform
717,TP006,Public Health Prevention Transformation,4,7.38066,Institutional Governance Reform
717,TP001,Energy System Transition,5,7.26214,Institutional Governance Reform
717,TP005,Watershed Restoration and Land-Use Transition,6,7.043,Institutional Governance Reform
718,TP003,Regional Food System Reconfiguration,1,7.61845,Regional Food System Reconfiguration
718,TP002,Climate-Resilient Urban Redesign,2,7.60599,Regional Food System Reconfiguration
718,TP004,Institutional Governance Reform,3,7.57897,Regional Food System Reconfiguration
718,TP006,Public Health Prevention Transformation,4,7.40056,Regional Food System Reconfiguration
718,TP005,Watershed Restoration and Land-Use Transition,5,7.29433,Regional Food System Reconfiguration
718,TP001,Energy System Transition,6,7.15962,Regional Food System Reconfiguration
719,TP004,Institutional Governance Reform,1,7.60168,Institutional Governance Reform
719,TP002,Climate-Resilient Urban Redesign,2,7.5947,Institutional Governance Reform
719,TP003,Regional Food System Reconfiguration,3,7.43696,Institutional Governance Reform
719,TP006,Public Health Prevention Transformation,4,7.28614,Institutional Governance Reform
719,TP001,Energy System Transition,5,7.14822,Institutional Governance Reform
719,TP005,Watershed Restoration and Land-Use Transition,6,7.08314,Institutional Governance Reform
720,TP001,Energy System Transition,1,7.6552,Energy System Transition
720,TP004,Institutional Governance Reform,2,7.46313,Energy System Transition
720,TP002,Climate-Resilient Urban Redesign,3,7.45434,Energy System Transition
720,TP005,Watershed Restoration and Land-Use Transition,4,7.36459,Energy System Transition
720,TP006,Public Health Prevention Transformation,5,7.24111,Energy System Transition
720,TP003,Regional Food System Reconfiguration,6,7.24001,Energy System Transition
721,TP002,Climate-Resilient Urban Redesign,1,7.82932,Climate-Resilient Urban Redesign
721,TP005,Watershed Restoration and Land-Use Transition,2,7.55848,Climate-Resilient Urban Redesign
721,TP001,Energy System Transition,3,7.51753,Climate-Resilient Urban Redesign
721,TP004,Institutional Governance Reform,4,7.49621,Climate-Resilient Urban Redesign
721,TP003,Regional Food System Reconfiguration,5,7.13895,Climate-Resilient Urban Redesign
721,TP006,Public Health Prevention Transformation,6,6.93618,Climate-Resilient Urban Redesign
722,TP001,Energy System Transition,1,7.67056,Energy System Transition
722,TP006,Public Health Prevention Transformation,2,7.47378,Energy System Transition
722,TP002,Climate-Resilient Urban Redesign,3,7.45909,Energy System Transition
722,TP004,Institutional Governance Reform,4,7.39144,Energy System Transition
722,TP003,Regional Food System Reconfiguration,5,7.36852,Energy System Transition
722,TP005,Watershed Restoration and Land-Use Transition,6,7.26877,Energy System Transition
723,TP006,Public Health Prevention Transformation,1,7.67965,Public Health Prevention Transformation
723,TP004,Institutional Governance Reform,2,7.55617,Public Health Prevention Transformation
723,TP005,Watershed Restoration and Land-Use Transition,3,7.55398,Public Health Prevention Transformation
723,TP002,Climate-Resilient Urban Redesign,4,7.41343,Public Health Prevention Transformation
723,TP001,Energy System Transition,5,7.39065,Public Health Prevention Transformation
723,TP003,Regional Food System Reconfiguration,6,6.91929,Public Health Prevention Transformation
724,TP006,Public Health Prevention Transformation,1,7.46723,Public Health Prevention Transformation
724,TP001,Energy System Transition,2,7.34142,Public Health Prevention Transformation
724,TP002,Climate-Resilient Urban Redesign,3,7.26137,Public Health Prevention Transformation
724,TP005,Watershed Restoration and Land-Use Transition,4,7.16888,Public Health Prevention Transformation
724,TP003,Regional Food System Reconfiguration,5,7.13941,Public Health Prevention Transformation
724,TP004,Institutional Governance Reform,6,6.83603,Public Health Prevention Transformation
725,TP002,Climate-Resilient Urban Redesign,1,7.46979,Climate-Resilient Urban Redesign
725,TP001,Energy System Transition,2,7.36027,Climate-Resilient Urban Redesign
725,TP004,Institutional Governance Reform,3,7.25521,Climate-Resilient Urban Redesign
725,TP005,Watershed Restoration and Land-Use Transition,4,7.21927,Climate-Resilient Urban Redesign
725,TP006,Public Health Prevention Transformation,5,7.0596,Climate-Resilient Urban Redesign
725,TP003,Regional Food System Reconfiguration,6,6.89069,Climate-Resilient Urban Redesign
726,TP006,Public Health Prevention Transformation,1,7.94011,Public Health Prevention Transformation
726,TP004,Institutional Governance Reform,2,7.60066,Public Health Prevention Transformation
726,TP001,Energy System Transition,3,7.51694,Public Health Prevention Transformation
726,TP002,Climate-Resilient Urban Redesign,4,7.48638,Public Health Prevention Transformation
726,TP003,Regional Food System Reconfiguration,5,7.35327,Public Health Prevention Transformation
726,TP005,Watershed Restoration and Land-Use Transition,6,6.86768,Public Health Prevention Transformation
727,TP002,Climate-Resilient Urban Redesign,1,7.52082,Climate-Resilient Urban Redesign
727,TP006,Public Health Prevention Transformation,2,7.37802,Climate-Resilient Urban Redesign
727,TP001,Energy System Transition,3,7.34431,Climate-Resilient Urban Redesign
727,TP004,Institutional Governance Reform,4,7.2888,Climate-Resilient Urban Redesign
727,TP005,Watershed Restoration and Land-Use Transition,5,7.10203,Climate-Resilient Urban Redesign
727,TP003,Regional Food System Reconfiguration,6,6.90239,Climate-Resilient Urban Redesign
728,TP001,Energy System Transition,1,7.60772,Energy System Transition
728,TP005,Watershed Restoration and Land-Use Transition,2,7.52956,Energy System Transition
728,TP004,Institutional Governance Reform,3,7.45029,Energy System Transition
728,TP002,Climate-Resilient Urban Redesign,4,7.38149,Energy System Transition
728,TP003,Regional Food System Reconfiguration,5,7.36196,Energy System Transition
728,TP006,Public Health Prevention Transformation,6,7.33308,Energy System Transition
729,TP003,Regional Food System Reconfiguration,1,7.53701,Regional Food System Reconfiguration
729,TP001,Energy System Transition,2,7.41162,Regional Food System Reconfiguration
729,TP006,Public Health Prevention Transformation,3,7.27176,Regional Food System Reconfiguration
729,TP005,Watershed Restoration and Land-Use Transition,4,7.24915,Regional Food System Reconfiguration
729,TP002,Climate-Resilient Urban Redesign,5,7.19507,Regional Food System Reconfiguration
729,TP004,Institutional Governance Reform,6,7.00645,Regional Food System Reconfiguration
730,TP004,Institutional Governance Reform,1,7.57245,Institutional Governance Reform
730,TP002,Climate-Resilient Urban Redesign,2,7.40062,Institutional Governance Reform
730,TP006,Public Health Prevention Transformation,3,7.10126,Institutional Governance Reform
730,TP001,Energy System Transition,4,7.09193,Institutional Governance Reform
730,TP005,Watershed Restoration and Land-Use Transition,5,7.07885,Institutional Governance Reform
730,TP003,Regional Food System Reconfiguration,6,6.79124,Institutional Governance Reform
731,TP003,Regional Food System Reconfiguration,1,7.58239,Regional Food System Reconfiguration
731,TP002,Climate-Resilient Urban Redesign,2,7.54012,Regional Food System Reconfiguration
731,TP004,Institutional Governance Reform,3,7.47535,Regional Food System Reconfiguration
731,TP006,Public Health Prevention Transformation,4,7.34762,Regional Food System Reconfiguration
731,TP001,Energy System Transition,5,7.27934,Regional Food System Reconfiguration
731,TP005,Watershed Restoration and Land-Use Transition,6,7.06688,Regional Food System Reconfiguration
732,TP005,Watershed Restoration and Land-Use Transition,1,7.89004,Watershed Restoration and Land-Use Transition
732,TP006,Public Health Prevention Transformation,2,7.86081,Watershed Restoration and Land-Use Transition
732,TP002,Climate-Resilient Urban Redesign,3,7.76466,Watershed Restoration and Land-Use Transition
732,TP004,Institutional Governance Reform,4,7.74748,Watershed Restoration and Land-Use Transition
732,TP001,Energy System Transition,5,7.67328,Watershed Restoration and Land-Use Transition
732,TP003,Regional Food System Reconfiguration,6,7.12915,Watershed Restoration and Land-Use Transition
733,TP004,Institutional Governance Reform,1,7.48985,Institutional Governance Reform
733,TP005,Watershed Restoration and Land-Use Transition,2,7.34383,Institutional Governance Reform
733,TP002,Climate-Resilient Urban Redesign,3,7.21329,Institutional Governance Reform
733,TP003,Regional Food System Reconfiguration,4,7.14067,Institutional Governance Reform
733,TP001,Energy System Transition,5,7.10865,Institutional Governance Reform
733,TP006,Public Health Prevention Transformation,6,7.10291,Institutional Governance Reform
734,TP005,Watershed Restoration and Land-Use Transition,1,7.50462,Watershed Restoration and Land-Use Transition
734,TP001,Energy System Transition,2,7.5021,Watershed Restoration and Land-Use Transition
734,TP003,Regional Food System Reconfiguration,3,7.47374,Watershed Restoration and Land-Use Transition
734,TP002,Climate-Resilient Urban Redesign,4,7.47151,Watershed Restoration and Land-Use Transition
734,TP004,Institutional Governance Reform,5,7.32759,Watershed Restoration and Land-Use Transition
734,TP006,Public Health Prevention Transformation,6,7.27471,Watershed Restoration and Land-Use Transition
735,TP004,Institutional Governance Reform,1,7.82811,Institutional Governance Reform
735,TP006,Public Health Prevention Transformation,2,7.69841,Institutional Governance Reform
735,TP005,Watershed Restoration and Land-Use Transition,3,7.58539,Institutional Governance Reform
735,TP002,Climate-Resilient Urban Redesign,4,7.46946,Institutional Governance Reform
735,TP001,Energy System Transition,5,7.46136,Institutional Governance Reform
735,TP003,Regional Food System Reconfiguration,6,7.36831,Institutional Governance Reform
736,TP006,Public Health Prevention Transformation,1,7.63121,Public Health Prevention Transformation
736,TP002,Climate-Resilient Urban Redesign,2,7.55711,Public Health Prevention Transformation
736,TP003,Regional Food System Reconfiguration,3,7.43386,Public Health Prevention Transformation
736,TP001,Energy System Transition,4,7.29541,Public Health Prevention Transformation
736,TP005,Watershed Restoration and Land-Use Transition,5,7.28296,Public Health Prevention Transformation
736,TP004,Institutional Governance Reform,6,7.27153,Public Health Prevention Transformation
737,TP002,Climate-Resilient Urban Redesign,1,7.55507,Climate-Resilient Urban Redesign
737,TP006,Public Health Prevention Transformation,2,7.53971,Climate-Resilient Urban Redesign
737,TP005,Watershed Restoration and Land-Use Transition,3,7.42527,Climate-Resilient Urban Redesign
737,TP004,Institutional Governance Reform,4,7.3538,Climate-Resilient Urban Redesign
737,TP003,Regional Food System Reconfiguration,5,7.12432,Climate-Resilient Urban Redesign
737,TP001,Energy System Transition,6,7.06421,Climate-Resilient Urban Redesign
738,TP006,Public Health Prevention Transformation,1,8.05597,Public Health Prevention Transformation
738,TP002,Climate-Resilient Urban Redesign,2,7.55001,Public Health Prevention Transformation
738,TP004,Institutional Governance Reform,3,7.51281,Public Health Prevention Transformation
738,TP003,Regional Food System Reconfiguration,4,7.23502,Public Health Prevention Transformation
738,TP005,Watershed Restoration and Land-Use Transition,5,7.13779,Public Health Prevention Transformation
738,TP001,Energy System Transition,6,7.13551,Public Health Prevention Transformation
739,TP005,Watershed Restoration and Land-Use Transition,1,7.71057,Watershed Restoration and Land-Use Transition
739,TP004,Institutional Governance Reform,2,7.57272,Watershed Restoration and Land-Use Transition
739,TP002,Climate-Resilient Urban Redesign,3,7.51065,Watershed Restoration and Land-Use Transition
739,TP006,Public Health Prevention Transformation,4,7.19021,Watershed Restoration and Land-Use Transition
739,TP003,Regional Food System Reconfiguration,5,7.17565,Watershed Restoration and Land-Use Transition
739,TP001,Energy System Transition,6,7.07255,Watershed Restoration and Land-Use Transition
740,TP005,Watershed Restoration and Land-Use Transition,1,7.58704,Watershed Restoration and Land-Use Transition
740,TP006,Public Health Prevention Transformation,2,7.47212,Watershed Restoration and Land-Use Transition
740,TP002,Climate-Resilient Urban Redesign,3,7.43834,Watershed Restoration and Land-Use Transition
740,TP001,Energy System Transition,4,7.28692,Watershed Restoration and Land-Use Transition
740,TP004,Institutional Governance Reform,5,7.08306,Watershed Restoration and Land-Use Transition
740,TP003,Regional Food System Reconfiguration,6,6.79441,Watershed Restoration and Land-Use Transition
741,TP005,Watershed Restoration and Land-Use Transition,1,7.55327,Watershed Restoration and Land-Use Transition
741,TP002,Climate-Resilient Urban Redesign,2,7.51754,Watershed Restoration and Land-Use Transition
741,TP001,Energy System Transition,3,7.28147,Watershed Restoration and Land-Use Transition
741,TP004,Institutional Governance Reform,4,7.20324,Watershed Restoration and Land-Use Transition
741,TP003,Regional Food System Reconfiguration,5,7.17741,Watershed Restoration and Land-Use Transition
741,TP006,Public Health Prevention Transformation,6,7.0042,Watershed Restoration and Land-Use Transition
742,TP004,Institutional Governance Reform,1,7.71729,Institutional Governance Reform
742,TP006,Public Health Prevention Transformation,2,7.28249,Institutional Governance Reform
742,TP001,Energy System Transition,3,7.27775,Institutional Governance Reform
742,TP005,Watershed Restoration and Land-Use Transition,4,7.1735,Institutional Governance Reform
742,TP002,Climate-Resilient Urban Redesign,5,7.07479,Institutional Governance Reform
742,TP003,Regional Food System Reconfiguration,6,7.06876,Institutional Governance Reform
743,TP002,Climate-Resilient Urban Redesign,1,7.66742,Climate-Resilient Urban Redesign
743,TP005,Watershed Restoration and Land-Use Transition,2,7.26246,Climate-Resilient Urban Redesign
743,TP006,Public Health Prevention Transformation,3,7.13883,Climate-Resilient Urban Redesign
743,TP004,Institutional Governance Reform,4,7.03532,Climate-Resilient Urban Redesign
743,TP001,Energy System Transition,5,6.97659,Climate-Resilient Urban Redesign
743,TP003,Regional Food System Reconfiguration,6,6.5056,Climate-Resilient Urban Redesign
744,TP002,Climate-Resilient Urban Redesign,1,7.80619,Climate-Resilient Urban Redesign
744,TP005,Watershed Restoration and Land-Use Transition,2,7.47531,Climate-Resilient Urban Redesign
744,TP001,Energy System Transition,3,7.35163,Climate-Resilient Urban Redesign
744,TP004,Institutional Governance Reform,4,7.29793,Climate-Resilient Urban Redesign
744,TP006,Public Health Prevention Transformation,5,7.22494,Climate-Resilient Urban Redesign
744,TP003,Regional Food System Reconfiguration,6,6.96353,Climate-Resilient Urban Redesign
745,TP005,Watershed Restoration and Land-Use Transition,1,7.57443,Watershed Restoration and Land-Use Transition
745,TP002,Climate-Resilient Urban Redesign,2,7.4546,Watershed Restoration and Land-Use Transition
745,TP004,Institutional Governance Reform,3,7.30399,Watershed Restoration and Land-Use Transition
745,TP006,Public Health Prevention Transformation,4,7.25354,Watershed Restoration and Land-Use Transition
745,TP001,Energy System Transition,5,7.23525,Watershed Restoration and Land-Use Transition
745,TP003,Regional Food System Reconfiguration,6,7.08522,Watershed Restoration and Land-Use Transition
746,TP002,Climate-Resilient Urban Redesign,1,7.90317,Climate-Resilient Urban Redesign
746,TP005,Watershed Restoration and Land-Use Transition,2,7.87041,Climate-Resilient Urban Redesign
746,TP004,Institutional Governance Reform,3,7.52073,Climate-Resilient Urban Redesign
746,TP003,Regional Food System Reconfiguration,4,7.36233,Climate-Resilient Urban Redesign
746,TP001,Energy System Transition,5,7.04216,Climate-Resilient Urban Redesign
746,TP006,Public Health Prevention Transformation,6,6.90791,Climate-Resilient Urban Redesign
747,TP002,Climate-Resilient Urban Redesign,1,7.5639,Climate-Resilient Urban Redesign
747,TP004,Institutional Governance Reform,2,7.51904,Climate-Resilient Urban Redesign
747,TP006,Public Health Prevention Transformation,3,7.30248,Climate-Resilient Urban Redesign
747,TP005,Watershed Restoration and Land-Use Transition,4,7.28584,Climate-Resilient Urban Redesign
747,TP001,Energy System Transition,5,7.27108,Climate-Resilient Urban Redesign
747,TP003,Regional Food System Reconfiguration,6,7.09008,Climate-Resilient Urban Redesign
748,TP002,Climate-Resilient Urban Redesign,1,7.83649,Climate-Resilient Urban Redesign
748,TP005,Watershed Restoration and Land-Use Transition,2,7.69335,Climate-Resilient Urban Redesign
748,TP006,Public Health Prevention Transformation,3,7.42471,Climate-Resilient Urban Redesign
748,TP001,Energy System Transition,4,7.24051,Climate-Resilient Urban Redesign
748,TP003,Regional Food System Reconfiguration,5,7.13029,Climate-Resilient Urban Redesign
748,TP004,Institutional Governance Reform,6,7.01495,Climate-Resilient Urban Redesign
749,TP005,Watershed Restoration and Land-Use Transition,1,7.63964,Watershed Restoration and Land-Use Transition
749,TP004,Institutional Governance Reform,2,7.56884,Watershed Restoration and Land-Use Transition
749,TP002,Climate-Resilient Urban Redesign,3,7.46453,Watershed Restoration and Land-Use Transition
749,TP003,Regional Food System Reconfiguration,4,7.24112,Watershed Restoration and Land-Use Transition
749,TP006,Public Health Prevention Transformation,5,7.14151,Watershed Restoration and Land-Use Transition
749,TP001,Energy System Transition,6,6.86349,Watershed Restoration and Land-Use Transition
750,TP002,Climate-Resilient Urban Redesign,1,7.9072,Climate-Resilient Urban Redesign
750,TP003,Regional Food System Reconfiguration,2,7.70751,Climate-Resilient Urban Redesign
750,TP005,Watershed Restoration and Land-Use Transition,3,7.66029,Climate-Resilient Urban Redesign
750,TP004,Institutional Governance Reform,4,7.5797,Climate-Resilient Urban Redesign
750,TP006,Public Health Prevention Transformation,5,7.37717,Climate-Resilient Urban Redesign
750,TP001,Energy System Transition,6,7.19679,Climate-Resilient Urban Redesign
751,TP006,Public Health Prevention Transformation,1,7.53002,Public Health Prevention Transformation
751,TP005,Watershed Restoration and Land-Use Transition,2,7.46513,Public Health Prevention Transformation
751,TP001,Energy System Transition,3,7.3439,Public Health Prevention Transformation
751,TP002,Climate-Resilient Urban Redesign,4,7.14875,Public Health Prevention Transformation
751,TP004,Institutional Governance Reform,5,7.07442,Public Health Prevention Transformation
751,TP003,Regional Food System Reconfiguration,6,7.01602,Public Health Prevention Transformation
752,TP006,Public Health Prevention Transformation,1,7.71239,Public Health Prevention Transformation
752,TP001,Energy System Transition,2,7.58022,Public Health Prevention Transformation
752,TP002,Climate-Resilient Urban Redesign,3,7.52487,Public Health Prevention Transformation
752,TP004,Institutional Governance Reform,4,7.16155,Public Health Prevention Transformation
752,TP005,Watershed Restoration and Land-Use Transition,5,7.11155,Public Health Prevention Transformation
752,TP003,Regional Food System Reconfiguration,6,6.97077,Public Health Prevention Transformation
753,TP004,Institutional Governance Reform,1,7.76417,Institutional Governance Reform
753,TP005,Watershed Restoration and Land-Use Transition,2,7.62942,Institutional Governance Reform
753,TP006,Public Health Prevention Transformation,3,7.2099,Institutional Governance Reform
753,TP002,Climate-Resilient Urban Redesign,4,7.17303,Institutional Governance Reform
753,TP001,Energy System Transition,5,7.07448,Institutional Governance Reform
753,TP003,Regional Food System Reconfiguration,6,7.04496,Institutional Governance Reform
754,TP004,Institutional Governance Reform,1,7.54216,Institutional Governance Reform
754,TP006,Public Health Prevention Transformation,2,7.41363,Institutional Governance Reform
754,TP001,Energy System Transition,3,7.26166,Institutional Governance Reform
754,TP005,Watershed Restoration and Land-Use Transition,4,7.23511,Institutional Governance Reform
754,TP002,Climate-Resilient Urban Redesign,5,7.13744,Institutional Governance Reform
754,TP003,Regional Food System Reconfiguration,6,7.09229,Institutional Governance Reform
755,TP006,Public Health Prevention Transformation,1,7.98126,Public Health Prevention Transformation
755,TP004,Institutional Governance Reform,2,7.73683,Public Health Prevention Transformation
755,TP001,Energy System Transition,3,7.31706,Public Health Prevention Transformation
755,TP002,Climate-Resilient Urban Redesign,4,7.29823,Public Health Prevention Transformation
755,TP003,Regional Food System Reconfiguration,5,7.19321,Public Health Prevention Transformation
755,TP005,Watershed Restoration and Land-Use Transition,6,6.98032,Public Health Prevention Transformation
756,TP005,Watershed Restoration and Land-Use Transition,1,7.84446,Watershed Restoration and Land-Use Transition
756,TP004,Institutional Governance Reform,2,7.72165,Watershed Restoration and Land-Use Transition
756,TP002,Climate-Resilient Urban Redesign,3,7.59847,Watershed Restoration and Land-Use Transition
756,TP003,Regional Food System Reconfiguration,4,7.28545,Watershed Restoration and Land-Use Transition
756,TP001,Energy System Transition,5,7.1682,Watershed Restoration and Land-Use Transition
756,TP006,Public Health Prevention Transformation,6,7.13673,Watershed Restoration and Land-Use Transition
757,TP004,Institutional Governance Reform,1,7.44438,Institutional Governance Reform
757,TP003,Regional Food System Reconfiguration,2,7.31016,Institutional Governance Reform
757,TP002,Climate-Resilient Urban Redesign,3,7.25476,Institutional Governance Reform
757,TP005,Watershed Restoration and Land-Use Transition,4,7.18312,Institutional Governance Reform
757,TP006,Public Health Prevention Transformation,5,7.0747,Institutional Governance Reform
757,TP001,Energy System Transition,6,7.05335,Institutional Governance Reform
758,TP005,Watershed Restoration and Land-Use Transition,1,7.65295,Watershed Restoration and Land-Use Transition
758,TP001,Energy System Transition,2,7.3198,Watershed Restoration and Land-Use Transition
758,TP002,Climate-Resilient Urban Redesign,3,7.20328,Watershed Restoration and Land-Use Transition
758,TP006,Public Health Prevention Transformation,4,7.1488,Watershed Restoration and Land-Use Transition
758,TP004,Institutional Governance Reform,5,7.13523,Watershed Restoration and Land-Use Transition
758,TP003,Regional Food System Reconfiguration,6,7.02149,Watershed Restoration and Land-Use Transition
759,TP002,Climate-Resilient Urban Redesign,1,7.78244,Climate-Resilient Urban Redesign
759,TP005,Watershed Restoration and Land-Use Transition,2,7.54533,Climate-Resilient Urban Redesign
759,TP003,Regional Food System Reconfiguration,3,7.38901,Climate-Resilient Urban Redesign
759,TP006,Public Health Prevention Transformation,4,7.37546,Climate-Resilient Urban Redesign
759,TP004,Institutional Governance Reform,5,7.3689,Climate-Resilient Urban Redesign
759,TP001,Energy System Transition,6,7.30548,Climate-Resilient Urban Redesign
760,TP001,Energy System Transition,1,7.52953,Energy System Transition
760,TP004,Institutional Governance Reform,2,7.39942,Energy System Transition
760,TP006,Public Health Prevention Transformation,3,7.39389,Energy System Transition
760,TP003,Regional Food System Reconfiguration,4,7.27846,Energy System Transition
760,TP002,Climate-Resilient Urban Redesign,5,7.25176,Energy System Transition
760,TP005,Watershed Restoration and Land-Use Transition,6,7.07572,Energy System Transition
761,TP006,Public Health Prevention Transformation,1,7.70332,Public Health Prevention Transformation
761,TP005,Watershed Restoration and Land-Use Transition,2,7.58679,Public Health Prevention Transformation
761,TP004,Institutional Governance Reform,3,7.44981,Public Health Prevention Transformation
761,TP002,Climate-Resilient Urban Redesign,4,7.41805,Public Health Prevention Transformation
761,TP001,Energy System Transition,5,7.35668,Public Health Prevention Transformation
761,TP003,Regional Food System Reconfiguration,6,6.84379,Public Health Prevention Transformation
762,TP005,Watershed Restoration and Land-Use Transition,1,7.5996,Watershed Restoration and Land-Use Transition
762,TP002,Climate-Resilient Urban Redesign,2,7.59454,Watershed Restoration and Land-Use Transition
762,TP004,Institutional Governance Reform,3,7.3848,Watershed Restoration and Land-Use Transition
762,TP001,Energy System Transition,4,7.31832,Watershed Restoration and Land-Use Transition
762,TP006,Public Health Prevention Transformation,5,7.20935,Watershed Restoration and Land-Use Transition
762,TP003,Regional Food System Reconfiguration,6,7.11813,Watershed Restoration and Land-Use Transition
763,TP004,Institutional Governance Reform,1,7.64288,Institutional Governance Reform
763,TP005,Watershed Restoration and Land-Use Transition,2,7.62931,Institutional Governance Reform
763,TP006,Public Health Prevention Transformation,3,7.57841,Institutional Governance Reform
763,TP003,Regional Food System Reconfiguration,4,7.40971,Institutional Governance Reform
763,TP002,Climate-Resilient Urban Redesign,5,7.38614,Institutional Governance Reform
763,TP001,Energy System Transition,6,6.85784,Institutional Governance Reform
764,TP001,Energy System Transition,1,7.55143,Energy System Transition
764,TP006,Public Health Prevention Transformation,2,7.36714,Energy System Transition
764,TP005,Watershed Restoration and Land-Use Transition,3,7.27789,Energy System Transition
764,TP003,Regional Food System Reconfiguration,4,7.2514,Energy System Transition
764,TP002,Climate-Resilient Urban Redesign,5,7.23049,Energy System Transition
764,TP004,Institutional Governance Reform,6,7.15569,Energy System Transition
765,TP006,Public Health Prevention Transformation,1,7.55888,Public Health Prevention Transformation
765,TP002,Climate-Resilient Urban Redesign,2,7.48045,Public Health Prevention Transformation
765,TP001,Energy System Transition,3,7.43933,Public Health Prevention Transformation
765,TP005,Watershed Restoration and Land-Use Transition,4,7.43376,Public Health Prevention Transformation
765,TP004,Institutional Governance Reform,5,7.40796,Public Health Prevention Transformation
765,TP003,Regional Food System Reconfiguration,6,7.26338,Public Health Prevention Transformation
766,TP005,Watershed Restoration and Land-Use Transition,1,7.84994,Watershed Restoration and Land-Use Transition
766,TP002,Climate-Resilient Urban Redesign,2,7.42844,Watershed Restoration and Land-Use Transition
766,TP001,Energy System Transition,3,7.30536,Watershed Restoration and Land-Use Transition
766,TP004,Institutional Governance Reform,4,7.22333,Watershed Restoration and Land-Use Transition
766,TP006,Public Health Prevention Transformation,5,7.19915,Watershed Restoration and Land-Use Transition
766,TP003,Regional Food System Reconfiguration,6,7.14182,Watershed Restoration and Land-Use Transition
767,TP006,Public Health Prevention Transformation,1,7.46017,Public Health Prevention Transformation
767,TP004,Institutional Governance Reform,2,7.38114,Public Health Prevention Transformation
767,TP002,Climate-Resilient Urban Redesign,3,7.36413,Public Health Prevention Transformation
767,TP005,Watershed Restoration and Land-Use Transition,4,7.355,Public Health Prevention Transformation
767,TP001,Energy System Transition,5,7.35009,Public Health Prevention Transformation
767,TP003,Regional Food System Reconfiguration,6,7.17118,Public Health Prevention Transformation
768,TP002,Climate-Resilient Urban Redesign,1,7.85101,Climate-Resilient Urban Redesign
768,TP001,Energy System Transition,2,7.38301,Climate-Resilient Urban Redesign
768,TP004,Institutional Governance Reform,3,7.30193,Climate-Resilient Urban Redesign
768,TP003,Regional Food System Reconfiguration,4,7.24281,Climate-Resilient Urban Redesign
768,TP005,Watershed Restoration and Land-Use Transition,5,6.85545,Climate-Resilient Urban Redesign
768,TP006,Public Health Prevention Transformation,6,6.79369,Climate-Resilient Urban Redesign
769,TP005,Watershed Restoration and Land-Use Transition,1,7.71509,Watershed Restoration and Land-Use Transition
769,TP004,Institutional Governance Reform,2,7.50036,Watershed Restoration and Land-Use Transition
769,TP002,Climate-Resilient Urban Redesign,3,7.43359,Watershed Restoration and Land-Use Transition
769,TP001,Energy System Transition,4,7.18375,Watershed Restoration and Land-Use Transition
769,TP006,Public Health Prevention Transformation,5,7.11398,Watershed Restoration and Land-Use Transition
769,TP003,Regional Food System Reconfiguration,6,7.06959,Watershed Restoration and Land-Use Transition
770,TP004,Institutional Governance Reform,1,7.72103,Institutional Governance Reform
770,TP005,Watershed Restoration and Land-Use Transition,2,7.65884,Institutional Governance Reform
770,TP006,Public Health Prevention Transformation,3,7.55159,Institutional Governance Reform
770,TP001,Energy System Transition,4,7.27955,Institutional Governance Reform
770,TP002,Climate-Resilient Urban Redesign,5,7.12281,Institutional Governance Reform
770,TP003,Regional Food System Reconfiguration,6,6.64056,Institutional Governance Reform
771,TP001,Energy System Transition,1,7.72391,Energy System Transition
