simulation_id,strategy_id,strategy,rank,resilience_value,winner
651,URB003,Critical Service Microgrid and Water Backup Program,5,7.42639,Heat-Resilient Housing Retrofit Program
651,URB002,Green-Blue Stormwater and Floodplain Network,6,7.26423,Heat-Resilient Housing Retrofit Program
652,URB002,Green-Blue Stormwater and Floodplain Network,1,7.71114,Green-Blue Stormwater and Floodplain Network
652,URB001,Heat-Resilient Housing Retrofit Program,2,7.51167,Green-Blue Stormwater and Floodplain Network
652,URB005,Community Resilience Hub Network,3,7.42551,Green-Blue Stormwater and Floodplain Network
652,URB004,Transit Access and Evacuation Equity Plan,4,7.41983,Green-Blue Stormwater and Floodplain Network
652,URB003,Critical Service Microgrid and Water Backup Program,5,7.23455,Green-Blue Stormwater and Floodplain Network
652,URB006,Anti-Displacement Climate Adaptation Framework,6,7.13219,Green-Blue Stormwater and Floodplain Network
653,URB002,Green-Blue Stormwater and Floodplain Network,1,7.61825,Green-Blue Stormwater and Floodplain Network
653,URB006,Anti-Displacement Climate Adaptation Framework,2,7.544,Green-Blue Stormwater and Floodplain Network
653,URB004,Transit Access and Evacuation Equity Plan,3,7.53189,Green-Blue Stormwater and Floodplain Network
653,URB005,Community Resilience Hub Network,4,7.51739,Green-Blue Stormwater and Floodplain Network
653,URB001,Heat-Resilient Housing Retrofit Program,5,7.38257,Green-Blue Stormwater and Floodplain Network
653,URB003,Critical Service Microgrid and Water Backup Program,6,6.92236,Green-Blue Stormwater and Floodplain Network
654,URB006,Anti-Displacement Climate Adaptation Framework,1,7.63506,Anti-Displacement Climate Adaptation Framework
654,URB005,Community Resilience Hub Network,2,7.55602,Anti-Displacement Climate Adaptation Framework
654,URB004,Transit Access and Evacuation Equity Plan,3,7.39162,Anti-Displacement Climate Adaptation Framework
654,URB002,Green-Blue Stormwater and Floodplain Network,4,7.27593,Anti-Displacement Climate Adaptation Framework
654,URB003,Critical Service Microgrid and Water Backup Program,5,7.18163,Anti-Displacement Climate Adaptation Framework
654,URB001,Heat-Resilient Housing Retrofit Program,6,6.84629,Anti-Displacement Climate Adaptation Framework
655,URB002,Green-Blue Stormwater and Floodplain Network,1,7.98193,Green-Blue Stormwater and Floodplain Network
655,URB001,Heat-Resilient Housing Retrofit Program,2,7.58338,Green-Blue Stormwater and Floodplain Network
655,URB006,Anti-Displacement Climate Adaptation Framework,3,7.47933,Green-Blue Stormwater and Floodplain Network
655,URB005,Community Resilience Hub Network,4,7.41254,Green-Blue Stormwater and Floodplain Network
655,URB004,Transit Access and Evacuation Equity Plan,5,7.26111,Green-Blue Stormwater and Floodplain Network
655,URB003,Critical Service Microgrid and Water Backup Program,6,7.01724,Green-Blue Stormwater and Floodplain Network
656,URB002,Green-Blue Stormwater and Floodplain Network,1,7.63105,Green-Blue Stormwater and Floodplain Network
656,URB001,Heat-Resilient Housing Retrofit Program,2,7.59035,Green-Blue Stormwater and Floodplain Network
656,URB004,Transit Access and Evacuation Equity Plan,3,7.47651,Green-Blue Stormwater and Floodplain Network
656,URB006,Anti-Displacement Climate Adaptation Framework,4,7.27204,Green-Blue Stormwater and Floodplain Network
656,URB003,Critical Service Microgrid and Water Backup Program,5,7.11788,Green-Blue Stormwater and Floodplain Network
656,URB005,Community Resilience Hub Network,6,6.9361,Green-Blue Stormwater and Floodplain Network
657,URB002,Green-Blue Stormwater and Floodplain Network,1,7.7647,Green-Blue Stormwater and Floodplain Network
657,URB004,Transit Access and Evacuation Equity Plan,2,7.7171,Green-Blue Stormwater and Floodplain Network
657,URB005,Community Resilience Hub Network,3,7.6347,Green-Blue Stormwater and Floodplain Network
657,URB001,Heat-Resilient Housing Retrofit Program,4,7.17498,Green-Blue Stormwater and Floodplain Network
657,URB003,Critical Service Microgrid and Water Backup Program,5,7.11274,Green-Blue Stormwater and Floodplain Network
657,URB006,Anti-Displacement Climate Adaptation Framework,6,6.80789,Green-Blue Stormwater and Floodplain Network
658,URB005,Community Resilience Hub Network,1,7.50948,Community Resilience Hub Network
658,URB004,Transit Access and Evacuation Equity Plan,2,7.45187,Community Resilience Hub Network
658,URB001,Heat-Resilient Housing Retrofit Program,3,7.40625,Community Resilience Hub Network
658,URB002,Green-Blue Stormwater and Floodplain Network,4,7.33748,Community Resilience Hub Network
658,URB006,Anti-Displacement Climate Adaptation Framework,5,7.22348,Community Resilience Hub Network
658,URB003,Critical Service Microgrid and Water Backup Program,6,7.02524,Community Resilience Hub Network
659,URB004,Transit Access and Evacuation Equity Plan,1,7.7728,Transit Access and Evacuation Equity Plan
659,URB001,Heat-Resilient Housing Retrofit Program,2,7.67584,Transit Access and Evacuation Equity Plan
659,URB003,Critical Service Microgrid and Water Backup Program,3,7.56907,Transit Access and Evacuation Equity Plan
659,URB002,Green-Blue Stormwater and Floodplain Network,4,7.4344,Transit Access and Evacuation Equity Plan
659,URB006,Anti-Displacement Climate Adaptation Framework,5,7.42297,Transit Access and Evacuation Equity Plan
659,URB005,Community Resilience Hub Network,6,7.35207,Transit Access and Evacuation Equity Plan
660,URB006,Anti-Displacement Climate Adaptation Framework,1,7.89596,Anti-Displacement Climate Adaptation Framework
660,URB002,Green-Blue Stormwater and Floodplain Network,2,7.78324,Anti-Displacement Climate Adaptation Framework
660,URB004,Transit Access and Evacuation Equity Plan,3,7.75591,Anti-Displacement Climate Adaptation Framework
660,URB001,Heat-Resilient Housing Retrofit Program,4,7.61546,Anti-Displacement Climate Adaptation Framework
660,URB005,Community Resilience Hub Network,5,7.46905,Anti-Displacement Climate Adaptation Framework
660,URB003,Critical Service Microgrid and Water Backup Program,6,6.74728,Anti-Displacement Climate Adaptation Framework
661,URB002,Green-Blue Stormwater and Floodplain Network,1,7.99393,Green-Blue Stormwater and Floodplain Network
661,URB006,Anti-Displacement Climate Adaptation Framework,2,7.68844,Green-Blue Stormwater and Floodplain Network
661,URB005,Community Resilience Hub Network,3,7.67131,Green-Blue Stormwater and Floodplain Network
661,URB004,Transit Access and Evacuation Equity Plan,4,7.39726,Green-Blue Stormwater and Floodplain Network
661,URB003,Critical Service Microgrid and Water Backup Program,5,7.013,Green-Blue Stormwater and Floodplain Network
661,URB001,Heat-Resilient Housing Retrofit Program,6,6.92659,Green-Blue Stormwater and Floodplain Network
662,URB001,Heat-Resilient Housing Retrofit Program,1,7.85133,Heat-Resilient Housing Retrofit Program
662,URB006,Anti-Displacement Climate Adaptation Framework,2,7.72301,Heat-Resilient Housing Retrofit Program
662,URB002,Green-Blue Stormwater and Floodplain Network,3,7.45173,Heat-Resilient Housing Retrofit Program
662,URB005,Community Resilience Hub Network,4,7.2808,Heat-Resilient Housing Retrofit Program
662,URB004,Transit Access and Evacuation Equity Plan,5,7.14004,Heat-Resilient Housing Retrofit Program
662,URB003,Critical Service Microgrid and Water Backup Program,6,6.67748,Heat-Resilient Housing Retrofit Program
663,URB002,Green-Blue Stormwater and Floodplain Network,1,7.81565,Green-Blue Stormwater and Floodplain Network
663,URB001,Heat-Resilient Housing Retrofit Program,2,7.65231,Green-Blue Stormwater and Floodplain Network
663,URB006,Anti-Displacement Climate Adaptation Framework,3,7.57258,Green-Blue Stormwater and Floodplain Network
663,URB004,Transit Access and Evacuation Equity Plan,4,7.55772,Green-Blue Stormwater and Floodplain Network
663,URB005,Community Resilience Hub Network,5,7.54034,Green-Blue Stormwater and Floodplain Network
663,URB003,Critical Service Microgrid and Water Backup Program,6,7.22309,Green-Blue Stormwater and Floodplain Network
664,URB006,Anti-Displacement Climate Adaptation Framework,1,7.63289,Anti-Displacement Climate Adaptation Framework
664,URB004,Transit Access and Evacuation Equity Plan,2,7.53048,Anti-Displacement Climate Adaptation Framework
664,URB001,Heat-Resilient Housing Retrofit Program,3,7.51523,Anti-Displacement Climate Adaptation Framework
664,URB003,Critical Service Microgrid and Water Backup Program,4,7.46716,Anti-Displacement Climate Adaptation Framework
664,URB002,Green-Blue Stormwater and Floodplain Network,5,7.29507,Anti-Displacement Climate Adaptation Framework
664,URB005,Community Resilience Hub Network,6,7.15142,Anti-Displacement Climate Adaptation Framework
665,URB002,Green-Blue Stormwater and Floodplain Network,1,7.83416,Green-Blue Stormwater and Floodplain Network
665,URB005,Community Resilience Hub Network,2,7.51629,Green-Blue Stormwater and Floodplain Network
665,URB004,Transit Access and Evacuation Equity Plan,3,7.34802,Green-Blue Stormwater and Floodplain Network
665,URB006,Anti-Displacement Climate Adaptation Framework,4,7.32562,Green-Blue Stormwater and Floodplain Network
665,URB001,Heat-Resilient Housing Retrofit Program,5,7.27567,Green-Blue Stormwater and Floodplain Network
665,URB003,Critical Service Microgrid and Water Backup Program,6,7.08876,Green-Blue Stormwater and Floodplain Network
666,URB002,Green-Blue Stormwater and Floodplain Network,1,7.68128,Green-Blue Stormwater and Floodplain Network
666,URB005,Community Resilience Hub Network,2,7.52973,Green-Blue Stormwater and Floodplain Network
666,URB004,Transit Access and Evacuation Equity Plan,3,7.44705,Green-Blue Stormwater and Floodplain Network
666,URB006,Anti-Displacement Climate Adaptation Framework,4,7.33566,Green-Blue Stormwater and Floodplain Network
666,URB001,Heat-Resilient Housing Retrofit Program,5,7.2481,Green-Blue Stormwater and Floodplain Network
666,URB003,Critical Service Microgrid and Water Backup Program,6,7.04914,Green-Blue Stormwater and Floodplain Network
667,URB001,Heat-Resilient Housing Retrofit Program,1,7.86536,Heat-Resilient Housing Retrofit Program
667,URB002,Green-Blue Stormwater and Floodplain Network,2,7.82832,Heat-Resilient Housing Retrofit Program
667,URB005,Community Resilience Hub Network,3,7.68845,Heat-Resilient Housing Retrofit Program
667,URB006,Anti-Displacement Climate Adaptation Framework,4,7.56196,Heat-Resilient Housing Retrofit Program
667,URB004,Transit Access and Evacuation Equity Plan,5,7.19892,Heat-Resilient Housing Retrofit Program
667,URB003,Critical Service Microgrid and Water Backup Program,6,6.81465,Heat-Resilient Housing Retrofit Program
668,URB005,Community Resilience Hub Network,1,7.63218,Community Resilience Hub Network
668,URB002,Green-Blue Stormwater and Floodplain Network,2,7.53926,Community Resilience Hub Network
668,URB006,Anti-Displacement Climate Adaptation Framework,3,7.40429,Community Resilience Hub Network
668,URB003,Critical Service Microgrid and Water Backup Program,4,7.31443,Community Resilience Hub Network
668,URB004,Transit Access and Evacuation Equity Plan,5,7.12378,Community Resilience Hub Network
668,URB001,Heat-Resilient Housing Retrofit Program,6,7.09922,Community Resilience Hub Network
669,URB004,Transit Access and Evacuation Equity Plan,1,7.56436,Transit Access and Evacuation Equity Plan
669,URB002,Green-Blue Stormwater and Floodplain Network,2,7.55286,Transit Access and Evacuation Equity Plan
669,URB006,Anti-Displacement Climate Adaptation Framework,3,7.4805,Transit Access and Evacuation Equity Plan
669,URB001,Heat-Resilient Housing Retrofit Program,4,7.30382,Transit Access and Evacuation Equity Plan
669,URB005,Community Resilience Hub Network,5,7.29904,Transit Access and Evacuation Equity Plan
669,URB003,Critical Service Microgrid and Water Backup Program,6,6.82808,Transit Access and Evacuation Equity Plan
670,URB002,Green-Blue Stormwater and Floodplain Network,1,7.87022,Green-Blue Stormwater and Floodplain Network
670,URB006,Anti-Displacement Climate Adaptation Framework,2,7.44777,Green-Blue Stormwater and Floodplain Network
670,URB004,Transit Access and Evacuation Equity Plan,3,7.38366,Green-Blue Stormwater and Floodplain Network
670,URB005,Community Resilience Hub Network,4,7.27199,Green-Blue Stormwater and Floodplain Network
670,URB001,Heat-Resilient Housing Retrofit Program,5,7.21049,Green-Blue Stormwater and Floodplain Network
670,URB003,Critical Service Microgrid and Water Backup Program,6,7.10108,Green-Blue Stormwater and Floodplain Network
671,URB002,Green-Blue Stormwater and Floodplain Network,1,7.89163,Green-Blue Stormwater and Floodplain Network
671,URB005,Community Resilience Hub Network,2,7.76355,Green-Blue Stormwater and Floodplain Network
671,URB006,Anti-Displacement Climate Adaptation Framework,3,7.44916,Green-Blue Stormwater and Floodplain Network
671,URB001,Heat-Resilient Housing Retrofit Program,4,7.44472,Green-Blue Stormwater and Floodplain Network
671,URB004,Transit Access and Evacuation Equity Plan,5,7.43761,Green-Blue Stormwater and Floodplain Network
671,URB003,Critical Service Microgrid and Water Backup Program,6,7.40149,Green-Blue Stormwater and Floodplain Network
672,URB004,Transit Access and Evacuation Equity Plan,1,7.75786,Transit Access and Evacuation Equity Plan
672,URB005,Community Resilience Hub Network,2,7.31601,Transit Access and Evacuation Equity Plan
672,URB006,Anti-Displacement Climate Adaptation Framework,3,7.18758,Transit Access and Evacuation Equity Plan
672,URB002,Green-Blue Stormwater and Floodplain Network,4,7.06157,Transit Access and Evacuation Equity Plan
672,URB001,Heat-Resilient Housing Retrofit Program,5,7.03962,Transit Access and Evacuation Equity Plan
672,URB003,Critical Service Microgrid and Water Backup Program,6,6.97287,Transit Access and Evacuation Equity Plan
673,URB006,Anti-Displacement Climate Adaptation Framework,1,7.86556,Anti-Displacement Climate Adaptation Framework
673,URB004,Transit Access and Evacuation Equity Plan,2,7.38608,Anti-Displacement Climate Adaptation Framework
673,URB002,Green-Blue Stormwater and Floodplain Network,3,7.2972,Anti-Displacement Climate Adaptation Framework
673,URB005,Community Resilience Hub Network,4,7.26366,Anti-Displacement Climate Adaptation Framework
673,URB003,Critical Service Microgrid and Water Backup Program,5,7.23613,Anti-Displacement Climate Adaptation Framework
673,URB001,Heat-Resilient Housing Retrofit Program,6,7.13983,Anti-Displacement Climate Adaptation Framework
674,URB001,Heat-Resilient Housing Retrofit Program,1,7.66683,Heat-Resilient Housing Retrofit Program
674,URB005,Community Resilience Hub Network,2,7.6584,Heat-Resilient Housing Retrofit Program
674,URB002,Green-Blue Stormwater and Floodplain Network,3,7.63883,Heat-Resilient Housing Retrofit Program
674,URB003,Critical Service Microgrid and Water Backup Program,4,7.37698,Heat-Resilient Housing Retrofit Program
674,URB004,Transit Access and Evacuation Equity Plan,5,7.17967,Heat-Resilient Housing Retrofit Program
674,URB006,Anti-Displacement Climate Adaptation Framework,6,7.03195,Heat-Resilient Housing Retrofit Program
675,URB005,Community Resilience Hub Network,1,7.90048,Community Resilience Hub Network
675,URB002,Green-Blue Stormwater and Floodplain Network,2,7.46674,Community Resilience Hub Network
675,URB001,Heat-Resilient Housing Retrofit Program,3,7.40382,Community Resilience Hub Network
675,URB004,Transit Access and Evacuation Equity Plan,4,7.28494,Community Resilience Hub Network
675,URB006,Anti-Displacement Climate Adaptation Framework,5,7.0983,Community Resilience Hub Network
675,URB003,Critical Service Microgrid and Water Backup Program,6,6.63064,Community Resilience Hub Network
676,URB006,Anti-Displacement Climate Adaptation Framework,1,7.87757,Anti-Displacement Climate Adaptation Framework
676,URB005,Community Resilience Hub Network,2,7.61629,Anti-Displacement Climate Adaptation Framework
676,URB002,Green-Blue Stormwater and Floodplain Network,3,7.5768,Anti-Displacement Climate Adaptation Framework
676,URB001,Heat-Resilient Housing Retrofit Program,4,7.50276,Anti-Displacement Climate Adaptation Framework
676,URB004,Transit Access and Evacuation Equity Plan,5,7.36634,Anti-Displacement Climate Adaptation Framework
676,URB003,Critical Service Microgrid and Water Backup Program,6,7.17875,Anti-Displacement Climate Adaptation Framework
677,URB001,Heat-Resilient Housing Retrofit Program,1,7.85963,Heat-Resilient Housing Retrofit Program
677,URB003,Critical Service Microgrid and Water Backup Program,2,7.63889,Heat-Resilient Housing Retrofit Program
677,URB006,Anti-Displacement Climate Adaptation Framework,3,7.57375,Heat-Resilient Housing Retrofit Program
677,URB005,Community Resilience Hub Network,4,7.51963,Heat-Resilient Housing Retrofit Program
677,URB002,Green-Blue Stormwater and Floodplain Network,5,7.49521,Heat-Resilient Housing Retrofit Program
677,URB004,Transit Access and Evacuation Equity Plan,6,7.18805,Heat-Resilient Housing Retrofit Program
678,URB006,Anti-Displacement Climate Adaptation Framework,1,7.4891,Anti-Displacement Climate Adaptation Framework
678,URB002,Green-Blue Stormwater and Floodplain Network,2,7.41579,Anti-Displacement Climate Adaptation Framework
678,URB005,Community Resilience Hub Network,3,7.38566,Anti-Displacement Climate Adaptation Framework
678,URB001,Heat-Resilient Housing Retrofit Program,4,7.36861,Anti-Displacement Climate Adaptation Framework
678,URB004,Transit Access and Evacuation Equity Plan,5,7.36004,Anti-Displacement Climate Adaptation Framework
678,URB003,Critical Service Microgrid and Water Backup Program,6,7.25733,Anti-Displacement Climate Adaptation Framework
679,URB005,Community Resilience Hub Network,1,7.6563,Community Resilience Hub Network
679,URB004,Transit Access and Evacuation Equity Plan,2,7.48412,Community Resilience Hub Network
679,URB003,Critical Service Microgrid and Water Backup Program,3,7.43779,Community Resilience Hub Network
679,URB006,Anti-Displacement Climate Adaptation Framework,4,7.35678,Community Resilience Hub Network
679,URB002,Green-Blue Stormwater and Floodplain Network,5,7.33801,Community Resilience Hub Network
679,URB001,Heat-Resilient Housing Retrofit Program,6,7.18752,Community Resilience Hub Network
680,URB002,Green-Blue Stormwater and Floodplain Network,1,7.81214,Green-Blue Stormwater and Floodplain Network
680,URB004,Transit Access and Evacuation Equity Plan,2,7.69426,Green-Blue Stormwater and Floodplain Network
680,URB005,Community Resilience Hub Network,3,7.67505,Green-Blue Stormwater and Floodplain Network
680,URB006,Anti-Displacement Climate Adaptation Framework,4,7.50428,Green-Blue Stormwater and Floodplain Network
680,URB001,Heat-Resilient Housing Retrofit Program,5,7.46721,Green-Blue Stormwater and Floodplain Network
680,URB003,Critical Service Microgrid and Water Backup Program,6,7.20223,Green-Blue Stormwater and Floodplain Network
681,URB002,Green-Blue Stormwater and Floodplain Network,1,7.89843,Green-Blue Stormwater and Floodplain Network
681,URB004,Transit Access and Evacuation Equity Plan,2,7.69022,Green-Blue Stormwater and Floodplain Network
681,URB005,Community Resilience Hub Network,3,7.60699,Green-Blue Stormwater and Floodplain Network
681,URB001,Heat-Resilient Housing Retrofit Program,4,7.32795,Green-Blue Stormwater and Floodplain Network
681,URB006,Anti-Displacement Climate Adaptation Framework,5,7.15276,Green-Blue Stormwater and Floodplain Network
681,URB003,Critical Service Microgrid and Water Backup Program,6,7.02173,Green-Blue Stormwater and Floodplain Network
682,URB005,Community Resilience Hub Network,1,7.92466,Community Resilience Hub Network
682,URB002,Green-Blue Stormwater and Floodplain Network,2,7.6955,Community Resilience Hub Network
682,URB006,Anti-Displacement Climate Adaptation Framework,3,7.66521,Community Resilience Hub Network
682,URB001,Heat-Resilient Housing Retrofit Program,4,7.54451,Community Resilience Hub Network
682,URB004,Transit Access and Evacuation Equity Plan,5,7.41812,Community Resilience Hub Network
682,URB003,Critical Service Microgrid and Water Backup Program,6,7.09051,Community Resilience Hub Network
683,URB002,Green-Blue Stormwater and Floodplain Network,1,7.79237,Green-Blue Stormwater and Floodplain Network
683,URB004,Transit Access and Evacuation Equity Plan,2,7.41935,Green-Blue Stormwater and Floodplain Network
683,URB006,Anti-Displacement Climate Adaptation Framework,3,7.34015,Green-Blue Stormwater and Floodplain Network
683,URB001,Heat-Resilient Housing Retrofit Program,4,7.27636,Green-Blue Stormwater and Floodplain Network
683,URB005,Community Resilience Hub Network,5,7.23978,Green-Blue Stormwater and Floodplain Network
683,URB003,Critical Service Microgrid and Water Backup Program,6,7.03297,Green-Blue Stormwater and Floodplain Network
684,URB006,Anti-Displacement Climate Adaptation Framework,1,7.78667,Anti-Displacement Climate Adaptation Framework
684,URB001,Heat-Resilient Housing Retrofit Program,2,7.66019,Anti-Displacement Climate Adaptation Framework
684,URB005,Community Resilience Hub Network,3,7.64176,Anti-Displacement Climate Adaptation Framework
684,URB002,Green-Blue Stormwater and Floodplain Network,4,7.47868,Anti-Displacement Climate Adaptation Framework
684,URB003,Critical Service Microgrid and Water Backup Program,5,7.28967,Anti-Displacement Climate Adaptation Framework
684,URB004,Transit Access and Evacuation Equity Plan,6,7.22618,Anti-Displacement Climate Adaptation Framework
685,URB002,Green-Blue Stormwater and Floodplain Network,1,7.85243,Green-Blue Stormwater and Floodplain Network
685,URB001,Heat-Resilient Housing Retrofit Program,2,7.66895,Green-Blue Stormwater and Floodplain Network
685,URB006,Anti-Displacement Climate Adaptation Framework,3,7.62098,Green-Blue Stormwater and Floodplain Network
685,URB003,Critical Service Microgrid and Water Backup Program,4,7.50137,Green-Blue Stormwater and Floodplain Network
685,URB005,Community Resilience Hub Network,5,7.43945,Green-Blue Stormwater and Floodplain Network
685,URB004,Transit Access and Evacuation Equity Plan,6,7.38528,Green-Blue Stormwater and Floodplain Network
686,URB002,Green-Blue Stormwater and Floodplain Network,1,7.69471,Green-Blue Stormwater and Floodplain Network
686,URB006,Anti-Displacement Climate Adaptation Framework,2,7.40924,Green-Blue Stormwater and Floodplain Network
686,URB005,Community Resilience Hub Network,3,7.36816,Green-Blue Stormwater and Floodplain Network
686,URB004,Transit Access and Evacuation Equity Plan,4,7.29357,Green-Blue Stormwater and Floodplain Network
686,URB003,Critical Service Microgrid and Water Backup Program,5,7.27528,Green-Blue Stormwater and Floodplain Network
686,URB001,Heat-Resilient Housing Retrofit Program,6,7.24611,Green-Blue Stormwater and Floodplain Network
687,URB006,Anti-Displacement Climate Adaptation Framework,1,7.917,Anti-Displacement Climate Adaptation Framework
687,URB005,Community Resilience Hub Network,2,7.69277,Anti-Displacement Climate Adaptation Framework
687,URB002,Green-Blue Stormwater and Floodplain Network,3,7.44505,Anti-Displacement Climate Adaptation Framework
687,URB001,Heat-Resilient Housing Retrofit Program,4,7.39932,Anti-Displacement Climate Adaptation Framework
687,URB004,Transit Access and Evacuation Equity Plan,5,7.35639,Anti-Displacement Climate Adaptation Framework
687,URB003,Critical Service Microgrid and Water Backup Program,6,7.30008,Anti-Displacement Climate Adaptation Framework
688,URB002,Green-Blue Stormwater and Floodplain Network,1,7.72189,Green-Blue Stormwater and Floodplain Network
688,URB004,Transit Access and Evacuation Equity Plan,2,7.72112,Green-Blue Stormwater and Floodplain Network
688,URB006,Anti-Displacement Climate Adaptation Framework,3,7.59478,Green-Blue Stormwater and Floodplain Network
688,URB001,Heat-Resilient Housing Retrofit Program,4,7.50245,Green-Blue Stormwater and Floodplain Network
688,URB003,Critical Service Microgrid and Water Backup Program,5,7.48683,Green-Blue Stormwater and Floodplain Network
688,URB005,Community Resilience Hub Network,6,7.27113,Green-Blue Stormwater and Floodplain Network
689,URB002,Green-Blue Stormwater and Floodplain Network,1,7.83336,Green-Blue Stormwater and Floodplain Network
689,URB003,Critical Service Microgrid and Water Backup Program,2,7.47059,Green-Blue Stormwater and Floodplain Network
689,URB006,Anti-Displacement Climate Adaptation Framework,3,7.36044,Green-Blue Stormwater and Floodplain Network
689,URB001,Heat-Resilient Housing Retrofit Program,4,7.35153,Green-Blue Stormwater and Floodplain Network
689,URB004,Transit Access and Evacuation Equity Plan,5,7.28661,Green-Blue Stormwater and Floodplain Network
689,URB005,Community Resilience Hub Network,6,7.20248,Green-Blue Stormwater and Floodplain Network
690,URB001,Heat-Resilient Housing Retrofit Program,1,7.69875,Heat-Resilient Housing Retrofit Program
690,URB004,Transit Access and Evacuation Equity Plan,2,7.52478,Heat-Resilient Housing Retrofit Program
690,URB006,Anti-Displacement Climate Adaptation Framework,3,7.51024,Heat-Resilient Housing Retrofit Program
690,URB002,Green-Blue Stormwater and Floodplain Network,4,7.2785,Heat-Resilient Housing Retrofit Program
690,URB005,Community Resilience Hub Network,5,7.23866,Heat-Resilient Housing Retrofit Program
690,URB003,Critical Service Microgrid and Water Backup Program,6,7.21719,Heat-Resilient Housing Retrofit Program
691,URB002,Green-Blue Stormwater and Floodplain Network,1,7.8307,Green-Blue Stormwater and Floodplain Network
691,URB001,Heat-Resilient Housing Retrofit Program,2,7.55694,Green-Blue Stormwater and Floodplain Network
691,URB006,Anti-Displacement Climate Adaptation Framework,3,7.50633,Green-Blue Stormwater and Floodplain Network
691,URB004,Transit Access and Evacuation Equity Plan,4,7.49761,Green-Blue Stormwater and Floodplain Network
691,URB005,Community Resilience Hub Network,5,7.38941,Green-Blue Stormwater and Floodplain Network
691,URB003,Critical Service Microgrid and Water Backup Program,6,6.93494,Green-Blue Stormwater and Floodplain Network
692,URB006,Anti-Displacement Climate Adaptation Framework,1,7.94529,Anti-Displacement Climate Adaptation Framework
692,URB002,Green-Blue Stormwater and Floodplain Network,2,7.67356,Anti-Displacement Climate Adaptation Framework
692,URB001,Heat-Resilient Housing Retrofit Program,3,7.54039,Anti-Displacement Climate Adaptation Framework
692,URB005,Community Resilience Hub Network,4,7.51393,Anti-Displacement Climate Adaptation Framework
692,URB004,Transit Access and Evacuation Equity Plan,5,7.48092,Anti-Displacement Climate Adaptation Framework
692,URB003,Critical Service Microgrid and Water Backup Program,6,7.38609,Anti-Displacement Climate Adaptation Framework
693,URB004,Transit Access and Evacuation Equity Plan,1,7.6344,Transit Access and Evacuation Equity Plan
693,URB006,Anti-Displacement Climate Adaptation Framework,2,7.48316,Transit Access and Evacuation Equity Plan
693,URB002,Green-Blue Stormwater and Floodplain Network,3,7.45547,Transit Access and Evacuation Equity Plan
693,URB003,Critical Service Microgrid and Water Backup Program,4,7.37915,Transit Access and Evacuation Equity Plan
693,URB005,Community Resilience Hub Network,5,7.13382,Transit Access and Evacuation Equity Plan
693,URB001,Heat-Resilient Housing Retrofit Program,6,7.09052,Transit Access and Evacuation Equity Plan
694,URB005,Community Resilience Hub Network,1,7.8162,Community Resilience Hub Network
694,URB003,Critical Service Microgrid and Water Backup Program,2,7.72415,Community Resilience Hub Network
694,URB002,Green-Blue Stormwater and Floodplain Network,3,7.5204,Community Resilience Hub Network
694,URB001,Heat-Resilient Housing Retrofit Program,4,7.51084,Community Resilience Hub Network
694,URB006,Anti-Displacement Climate Adaptation Framework,5,7.20797,Community Resilience Hub Network
694,URB004,Transit Access and Evacuation Equity Plan,6,7.16005,Community Resilience Hub Network
695,URB006,Anti-Displacement Climate Adaptation Framework,1,7.80897,Anti-Displacement Climate Adaptation Framework
695,URB005,Community Resilience Hub Network,2,7.70758,Anti-Displacement Climate Adaptation Framework
695,URB002,Green-Blue Stormwater and Floodplain Network,3,7.65627,Anti-Displacement Climate Adaptation Framework
695,URB001,Heat-Resilient Housing Retrofit Program,4,7.57115,Anti-Displacement Climate Adaptation Framework
695,URB004,Transit Access and Evacuation Equity Plan,5,7.5002,Anti-Displacement Climate Adaptation Framework
695,URB003,Critical Service Microgrid and Water Backup Program,6,7.31201,Anti-Displacement Climate Adaptation Framework
696,URB006,Anti-Displacement Climate Adaptation Framework,1,8.05967,Anti-Displacement Climate Adaptation Framework
696,URB002,Green-Blue Stormwater and Floodplain Network,2,7.98413,Anti-Displacement Climate Adaptation Framework
696,URB004,Transit Access and Evacuation Equity Plan,3,7.72312,Anti-Displacement Climate Adaptation Framework
696,URB001,Heat-Resilient Housing Retrofit Program,4,7.62036,Anti-Displacement Climate Adaptation Framework
696,URB005,Community Resilience Hub Network,5,7.54451,Anti-Displacement Climate Adaptation Framework
696,URB003,Critical Service Microgrid and Water Backup Program,6,7.37653,Anti-Displacement Climate Adaptation Framework
697,URB006,Anti-Displacement Climate Adaptation Framework,1,7.98801,Anti-Displacement Climate Adaptation Framework
697,URB001,Heat-Resilient Housing Retrofit Program,2,7.61377,Anti-Displacement Climate Adaptation Framework
697,URB005,Community Resilience Hub Network,3,7.32546,Anti-Displacement Climate Adaptation Framework
697,URB003,Critical Service Microgrid and Water Backup Program,4,7.29845,Anti-Displacement Climate Adaptation Framework
697,URB004,Transit Access and Evacuation Equity Plan,5,7.22589,Anti-Displacement Climate Adaptation Framework
697,URB002,Green-Blue Stormwater and Floodplain Network,6,7.07202,Anti-Displacement Climate Adaptation Framework
698,URB001,Heat-Resilient Housing Retrofit Program,1,7.69058,Heat-Resilient Housing Retrofit Program
698,URB002,Green-Blue Stormwater and Floodplain Network,2,7.58518,Heat-Resilient Housing Retrofit Program
698,URB006,Anti-Displacement Climate Adaptation Framework,3,7.53805,Heat-Resilient Housing Retrofit Program
