time,fast_shock,variable,value
92,0,climate_pressure,0.6294999999999987
92,0,adaptive_capacity,0.37265000000000237
92,0,threshold_distance,0.34377000000000174
92,0,hidden_risk,0.6628399999999984
92,0,system_function,0
93,0,maintenance_backlog,0.8020000000000005
93,0,public_trust,0.39800000000000313
93,0,ecological_memory,0.45000000000000384
93,0,climate_pressure,0.6339999999999987
93,0,adaptive_capacity,0.36880000000000235
93,0,threshold_distance,0.33944000000000163
93,0,hidden_risk,0.6672799999999984
93,0,system_function,0
94,0,maintenance_backlog,0.8080000000000005
94,0,public_trust,0.3945000000000031
94,0,ecological_memory,0.44750000000000384
94,0,climate_pressure,0.6384999999999986
94,0,adaptive_capacity,0.36495000000000233
94,0,threshold_distance,0.3351100000000017
94,0,hidden_risk,0.6717199999999984
94,0,system_function,0
95,0,maintenance_backlog,0.8140000000000005
95,0,public_trust,0.3910000000000031
95,0,ecological_memory,0.44500000000000384
95,0,climate_pressure,0.6429999999999986
95,0,adaptive_capacity,0.3611000000000023
95,0,threshold_distance,0.33078000000000163
95,0,hidden_risk,0.6761599999999984
95,0,system_function,0
96,0.32,maintenance_backlog,0.8200000000000005
96,0.32,public_trust,0.3875000000000031
96,0.32,ecological_memory,0.44250000000000383
96,0.32,climate_pressure,0.6474999999999985
96,0.32,adaptive_capacity,0.3572500000000024
96,0.32,threshold_distance,0.3264500000000018
96,0.32,hidden_risk,0.6805999999999984
96,0.32,system_function,0
97,0,maintenance_backlog,0.8260000000000005
97,0,public_trust,0.3840000000000031
97,0,ecological_memory,0.44000000000000383
97,0,climate_pressure,0.6519999999999985
97,0,adaptive_capacity,0.3534000000000023
97,0,threshold_distance,0.32212000000000174
97,0,hidden_risk,0.6850399999999983
97,0,system_function,0
98,0,maintenance_backlog,0.8320000000000005
98,0,public_trust,0.3805000000000031
98,0,ecological_memory,0.43750000000000383
98,0,climate_pressure,0.6564999999999984
98,0,adaptive_capacity,0.34955000000000236
98,0,threshold_distance,0.31779000000000174
98,0,hidden_risk,0.6894799999999983
98,0,system_function,0
99,0,maintenance_backlog,0.8380000000000005
99,0,public_trust,0.3770000000000031
99,0,ecological_memory,0.43500000000000383
99,0,climate_pressure,0.6609999999999984
99,0,adaptive_capacity,0.3457000000000023
99,0,threshold_distance,0.31346000000000185
99,0,hidden_risk,0.6939199999999983
99,0,system_function,0
100,0,maintenance_backlog,0.8440000000000005
100,0,public_trust,0.3735000000000031
100,0,ecological_memory,0.4325000000000038
100,0,climate_pressure,0.6654999999999983
100,0,adaptive_capacity,0.3418500000000024
100,0,threshold_distance,0.30913000000000185
100,0,hidden_risk,0.6983599999999983
100,0,system_function,0
101,0,maintenance_backlog,0.8500000000000005
101,0,public_trust,0.3700000000000031
101,0,ecological_memory,0.4300000000000038
101,0,climate_pressure,0.6699999999999983
101,0,adaptive_capacity,0.3380000000000024
101,0,threshold_distance,0.30480000000000185
101,0,hidden_risk,0.7027999999999983
101,0,system_function,0
102,0,maintenance_backlog,0.8560000000000005
102,0,public_trust,0.3665000000000031
102,0,ecological_memory,0.4275000000000038
102,0,climate_pressure,0.6744999999999982
102,0,adaptive_capacity,0.3341500000000024
102,0,threshold_distance,0.3004700000000017
102,0,hidden_risk,0.7072399999999983
102,0,system_function,0
103,0,maintenance_backlog,0.8620000000000005
103,0,public_trust,0.3630000000000031
103,0,ecological_memory,0.4250000000000038
103,0,climate_pressure,0.6789999999999982
103,0,adaptive_capacity,0.33030000000000237
103,0,threshold_distance,0.29614000000000174
103,0,hidden_risk,0.7116799999999983
103,0,system_function,0
104,0,maintenance_backlog,0.8680000000000005
104,0,public_trust,0.3595000000000031
104,0,ecological_memory,0.4225000000000038
104,0,climate_pressure,0.6834999999999981
104,0,adaptive_capacity,0.32645000000000235
104,0,threshold_distance,0.29181000000000185
104,0,hidden_risk,0.7161199999999983
104,0,system_function,0
105,0,maintenance_backlog,0.8740000000000006
105,0,public_trust,0.3560000000000031
105,0,ecological_memory,0.4200000000000038
105,0,climate_pressure,0.6879999999999981
105,0,adaptive_capacity,0.3226000000000024
105,0,threshold_distance,0.28748000000000173
105,0,hidden_risk,0.7205599999999984
105,0,system_function,0
106,0,maintenance_backlog,0.8800000000000006
106,0,public_trust,0.3525000000000031
106,0,ecological_memory,0.4175000000000038
106,0,climate_pressure,0.692499999999998
106,0,adaptive_capacity,0.3187500000000024
106,0,threshold_distance,0.2831500000000017
106,0,hidden_risk,0.7249999999999983
106,0,system_function,0
107,0,maintenance_backlog,0.8860000000000006
107,0,public_trust,0.3490000000000031
107,0,ecological_memory,0.4150000000000038
107,0,climate_pressure,0.696999999999998
107,0,adaptive_capacity,0.3149000000000024
107,0,threshold_distance,0.27882000000000184
107,0,hidden_risk,0.7294399999999982
107,0,system_function,0
108,0,maintenance_backlog,0.8920000000000006
108,0,public_trust,0.3455000000000031
108,0,ecological_memory,0.4125000000000038
108,0,climate_pressure,0.7014999999999979
108,0,adaptive_capacity,0.3110500000000024
108,0,threshold_distance,0.2744900000000018
108,0,hidden_risk,0.7338799999999983
108,0,system_function,0
109,0,maintenance_backlog,0.8980000000000006
109,0,public_trust,0.3420000000000031
109,0,ecological_memory,0.4100000000000038
109,0,climate_pressure,0.7059999999999979
109,0,adaptive_capacity,0.30720000000000236
109,0,threshold_distance,0.27016000000000195
109,0,hidden_risk,0.7383199999999982
109,0,system_function,0
110,0,maintenance_backlog,0.9040000000000006
110,0,public_trust,0.3385000000000031
110,0,ecological_memory,0.4075000000000038
110,0,climate_pressure,0.7104999999999978
110,0,adaptive_capacity,0.3033500000000024
110,0,threshold_distance,0.2658300000000019
110,0,hidden_risk,0.7427599999999982
110,0,system_function,0
111,0,maintenance_backlog,0.9100000000000006
111,0,public_trust,0.3350000000000031
111,0,ecological_memory,0.4050000000000038
111,0,climate_pressure,0.7149999999999977
111,0,adaptive_capacity,0.29950000000000243
111,0,threshold_distance,0.26150000000000195
111,0,hidden_risk,0.7471999999999982
111,0,system_function,0
112,0,maintenance_backlog,0.9160000000000006
112,0,public_trust,0.33150000000000307
112,0,ecological_memory,0.4025000000000038
112,0,climate_pressure,0.7194999999999977
112,0,adaptive_capacity,0.29565000000000247
112,0,threshold_distance,0.25717000000000195
112,0,hidden_risk,0.7516399999999982
112,0,system_function,0
113,0,maintenance_backlog,0.9220000000000006
113,0,public_trust,0.32800000000000307
113,0,ecological_memory,0.4000000000000038
113,0,climate_pressure,0.7239999999999976
113,0,adaptive_capacity,0.2918000000000024
113,0,threshold_distance,0.25284000000000195
113,0,hidden_risk,0.7560799999999982
113,0,system_function,0
114,0,maintenance_backlog,0.9280000000000006
114,0,public_trust,0.32450000000000306
114,0,ecological_memory,0.3975000000000038
114,0,climate_pressure,0.7284999999999976
114,0,adaptive_capacity,0.2879500000000024
114,0,threshold_distance,0.24851000000000179
114,0,hidden_risk,0.7605199999999982
114,0,system_function,0
115,0,maintenance_backlog,0.9340000000000006
115,0,public_trust,0.32100000000000306
115,0,ecological_memory,0.3950000000000038
115,0,climate_pressure,0.7329999999999975
115,0,adaptive_capacity,0.28410000000000246
115,0,threshold_distance,0.24418000000000192
115,0,hidden_risk,0.7649599999999982
115,0,system_function,0
116,0,maintenance_backlog,0.9400000000000006
116,0,public_trust,0.31750000000000306
116,0,ecological_memory,0.3925000000000038
116,0,climate_pressure,0.7374999999999975
116,0,adaptive_capacity,0.28025000000000244
116,0,threshold_distance,0.23985000000000184
116,0,hidden_risk,0.7693999999999982
116,0,system_function,0
117,0,maintenance_backlog,0.9460000000000006
117,0,public_trust,0.31400000000000305
117,0,ecological_memory,0.3900000000000038
117,0,climate_pressure,0.7419999999999974
117,0,adaptive_capacity,0.2764000000000025
117,0,threshold_distance,0.23552000000000198
117,0,hidden_risk,0.7738399999999982
117,0,system_function,0
118,0,maintenance_backlog,0.9520000000000006
118,0,public_trust,0.31050000000000305
118,0,ecological_memory,0.3875000000000038
118,0,climate_pressure,0.7464999999999974
118,0,adaptive_capacity,0.2725500000000025
118,0,threshold_distance,0.2311900000000019
118,0,hidden_risk,0.7782799999999982
118,0,system_function,0
119,0,maintenance_backlog,0.9580000000000006
119,0,public_trust,0.30700000000000305
119,0,ecological_memory,0.3850000000000038
119,0,climate_pressure,0.7509999999999973
119,0,adaptive_capacity,0.2687000000000025
119,0,threshold_distance,0.2268600000000021
119,0,hidden_risk,0.7827199999999981
119,0,system_function,0
120,0,maintenance_backlog,0.9640000000000006
120,0,public_trust,0.30350000000000305
120,0,ecological_memory,0.3825000000000038
120,0,climate_pressure,0.7554999999999973
120,0,adaptive_capacity,0.2648500000000025
120,0,threshold_distance,0.22253000000000206
120,0,hidden_risk,0.7871599999999981
120,0,system_function,0
