scenario_id,scenario_name,time_step,maintenance_backlog,public_trust,ecological_memory,climate_pressure,system_memory,monitoring_quality,justice_visibility,adaptive_capacity,threshold_distance,hidden_risk,fast_shock,system_function
SL002,Moderate adaptive investment,62,0.3926,0.7603,0.7079,0.499,0.85726,0.7818,0.64585,0.69136,0.63173,0.36241,0.0,1.0
SL002,Moderate adaptive investment,63,0.3949,0.76095,0.70835,0.5035,0.86168,0.7857,0.64852,0.69136,0.63006,0.36357,0.0,1.0
SL002,Moderate adaptive investment,64,0.3972,0.7616,0.7088,0.508,0.8661,0.7896,0.6512,0.69137,0.62839,0.36474,0.0,1.0
SL002,Moderate adaptive investment,65,0.3995,0.76225,0.70925,0.5125,0.87054,0.7935,0.65387,0.69138,0.62672,0.3659,0.0,1.0
SL002,Moderate adaptive investment,66,0.4018,0.7629,0.7097,0.517,0.87498,0.7974,0.65655,0.69139,0.62505,0.36706,0.0,1.0
SL002,Moderate adaptive investment,67,0.4041,0.76355,0.71015,0.5215,0.87944,0.8013,0.65922,0.6914,0.62338,0.36822,0.0,1.0
SL002,Moderate adaptive investment,68,0.4064,0.7642,0.7106,0.526,0.8839,0.8052,0.6619,0.69141,0.62171,0.36938,0.0,1.0
SL002,Moderate adaptive investment,69,0.4087,0.76485,0.71105,0.5305,0.88837,0.8091,0.66457,0.69142,0.62004,0.37054,0.0,1.0
SL002,Moderate adaptive investment,70,0.411,0.7655,0.7115,0.535,0.89285,0.813,0.66725,0.69143,0.61837,0.37171,0.0,1.0
SL002,Moderate adaptive investment,71,0.4133,0.76615,0.71195,0.5395,0.89733,0.8169,0.66992,0.69145,0.6167,0.37287,0.0,1.0
SL002,Moderate adaptive investment,72,0.4156,0.7668,0.7124,0.544,0.90183,0.8208,0.6726,0.69146,0.61503,0.37403,0.3,0.94025
SL002,Moderate adaptive investment,73,0.4179,0.76745,0.71285,0.5485,0.90633,0.8247,0.67527,0.69148,0.61336,0.37519,0.0,1.0
SL002,Moderate adaptive investment,74,0.4202,0.7681,0.7133,0.553,0.91085,0.8286,0.67795,0.69149,0.6117,0.37635,0.0,1.0
SL002,Moderate adaptive investment,75,0.4225,0.76875,0.71375,0.5575,0.91537,0.8325,0.68062,0.69151,0.61003,0.37751,0.0,1.0
SL002,Moderate adaptive investment,76,0.4248,0.7694,0.7142,0.562,0.9199,0.8364,0.6833,0.69153,0.60836,0.37867,0.0,1.0
SL002,Moderate adaptive investment,77,0.4271,0.77005,0.71465,0.5665,0.92444,0.8403,0.68597,0.69155,0.60669,0.37984,0.0,1.0
SL002,Moderate adaptive investment,78,0.4294,0.7707,0.7151,0.571,0.92898,0.8442,0.68865,0.69157,0.60502,0.381,0.0,1.0
SL002,Moderate adaptive investment,79,0.4317,0.77135,0.71555,0.5755,0.93354,0.8481,0.69132,0.69159,0.60335,0.38216,0.0,1.0
SL002,Moderate adaptive investment,80,0.434,0.772,0.716,0.58,0.9381,0.852,0.694,0.69161,0.60168,0.38332,0.0,1.0
SL002,Moderate adaptive investment,81,0.4363,0.77265,0.71645,0.5845,0.94267,0.8559,0.69667,0.69163,0.60001,0.38448,0.0,1.0
SL002,Moderate adaptive investment,82,0.4386,0.7733,0.7169,0.589,0.94726,0.8598,0.69935,0.69166,0.59834,0.38564,0.0,1.0
SL002,Moderate adaptive investment,83,0.4409,0.77395,0.71735,0.5935,0.95185,0.8637,0.70202,0.69168,0.59667,0.3868,0.0,1.0
SL002,Moderate adaptive investment,84,0.4432,0.7746,0.7178,0.598,0.95644,0.8676,0.7047,0.6917,0.59501,0.38797,0.0,1.0
SL002,Moderate adaptive investment,85,0.4455,0.77525,0.71825,0.6025,0.96105,0.8715,0.70737,0.69173,0.59334,0.38913,0.0,1.0
SL002,Moderate adaptive investment,86,0.4478,0.7759,0.7187,0.607,0.96567,0.8754,0.71005,0.69176,0.59167,0.39029,0.0,1.0
SL002,Moderate adaptive investment,87,0.4501,0.77655,0.71915,0.6115,0.97029,0.8793,0.71272,0.69178,0.59,0.39145,0.0,1.0
SL002,Moderate adaptive investment,88,0.4524,0.7772,0.7196,0.616,0.97492,0.8832,0.7154,0.69181,0.58833,0.39261,0.0,1.0
SL002,Moderate adaptive investment,89,0.4547,0.77785,0.72005,0.6205,0.97956,0.8871,0.71807,0.69184,0.58667,0.39377,0.0,1.0
SL002,Moderate adaptive investment,90,0.457,0.7785,0.7205,0.625,0.98421,0.891,0.72075,0.69187,0.585,0.39494,0.0,1.0
SL002,Moderate adaptive investment,91,0.4593,0.77915,0.72095,0.6295,0.98887,0.8949,0.72342,0.6919,0.58333,0.3961,0.0,1.0
SL002,Moderate adaptive investment,92,0.4616,0.7798,0.7214,0.634,0.99354,0.8988,0.7261,0.69193,0.58166,0.39726,0.0,1.0
SL002,Moderate adaptive investment,93,0.4639,0.78045,0.72185,0.6385,0.99821,0.9027,0.72877,0.69197,0.57999,0.39842,0.0,1.0
SL002,Moderate adaptive investment,94,0.4662,0.7811,0.7223,0.643,1.0,0.9066,0.73145,0.69171,0.5783,0.39958,0.0,1.0
SL002,Moderate adaptive investment,95,0.4685,0.78175,0.72275,0.6475,1.0,0.9105,0.73412,0.69127,0.57658,0.40074,0.0,1.0
SL002,Moderate adaptive investment,96,0.4708,0.7824,0.7232,0.652,1.0,0.9144,0.7368,0.69084,0.57487,0.4019,0.3,0.93793
SL002,Moderate adaptive investment,97,0.4731,0.78305,0.72365,0.6565,1.0,0.9183,0.73947,0.6904,0.57315,0.40307,0.0,1.0
SL002,Moderate adaptive investment,98,0.4754,0.7837,0.7241,0.661,1.0,0.9222,0.74215,0.68997,0.57144,0.40423,0.0,1.0
SL002,Moderate adaptive investment,99,0.4777,0.78435,0.72455,0.6655,1.0,0.9261,0.74482,0.68953,0.56972,0.40539,0.0,1.0
SL002,Moderate adaptive investment,100,0.48,0.785,0.725,0.67,1.0,0.93,0.7475,0.6891,0.56801,0.40655,0.0,1.0
SL002,Moderate adaptive investment,101,0.4823,0.78565,0.72545,0.6745,1.0,0.9339,0.75017,0.68866,0.5663,0.40771,0.0,1.0
SL002,Moderate adaptive investment,102,0.4846,0.7863,0.7259,0.679,1.0,0.9378,0.75285,0.68823,0.56458,0.40887,0.0,1.0
SL002,Moderate adaptive investment,103,0.4869,0.78695,0.72635,0.6835,1.0,0.9417,0.75552,0.68779,0.56287,0.41003,0.0,1.0
SL002,Moderate adaptive investment,104,0.4892,0.7876,0.7268,0.688,1.0,0.9456,0.7582,0.68736,0.56115,0.4112,0.0,1.0
SL002,Moderate adaptive investment,105,0.4915,0.78825,0.72725,0.6925,1.0,0.9495,0.76087,0.68692,0.55944,0.41236,0.0,1.0
SL002,Moderate adaptive investment,106,0.4938,0.7889,0.7277,0.697,1.0,0.9534,0.76355,0.68649,0.55772,0.41352,0.0,1.0
SL002,Moderate adaptive investment,107,0.4961,0.78955,0.72815,0.7015,1.0,0.9573,0.76622,0.68605,0.55601,0.41468,0.0,1.0
SL002,Moderate adaptive investment,108,0.4984,0.7902,0.7286,0.706,1.0,0.9612,0.7689,0.68562,0.55429,0.41584,0.0,1.0
SL002,Moderate adaptive investment,109,0.5007,0.79085,0.72905,0.7105,1.0,0.9651,0.77157,0.68518,0.55258,0.417,0.0,1.0
SL002,Moderate adaptive investment,110,0.503,0.7915,0.7295,0.715,1.0,0.969,0.77425,0.68475,0.55086,0.41817,0.0,1.0
SL002,Moderate adaptive investment,111,0.5053,0.79215,0.72995,0.7195,1.0,0.9729,0.77692,0.68431,0.54915,0.41933,0.0,1.0
SL002,Moderate adaptive investment,112,0.5076,0.7928,0.7304,0.724,1.0,0.9768,0.7796,0.68388,0.54744,0.42049,0.0,1.0
SL002,Moderate adaptive investment,113,0.5099,0.79345,0.73085,0.7285,1.0,0.9807,0.78227,0.68344,0.54572,0.42165,0.0,1.0
SL002,Moderate adaptive investment,114,0.5122,0.7941,0.7313,0.733,1.0,0.9846,0.78495,0.68301,0.54401,0.42281,0.0,1.0
SL002,Moderate adaptive investment,115,0.5145,0.79475,0.73175,0.7375,1.0,0.9885,0.78762,0.68257,0.54229,0.42397,0.0,1.0
SL002,Moderate adaptive investment,116,0.5168,0.7954,0.7322,0.742,1.0,0.9924,0.7903,0.68214,0.54058,0.42513,0.0,1.0
SL002,Moderate adaptive investment,117,0.5191,0.79605,0.73265,0.7465,1.0,0.9963,0.79297,0.6817,0.53886,0.4263,0.0,1.0
SL002,Moderate adaptive investment,118,0.5214,0.7967,0.7331,0.751,1.0,1.0,0.79565,0.68126,0.53715,0.42747,0.0,1.0
SL002,Moderate adaptive investment,119,0.5237,0.79735,0.73355,0.7555,1.0,1.0,0.79832,0.68059,0.53541,0.42895,0.0,1.0
SL002,Moderate adaptive investment,120,0.526,0.798,0.734,0.76,1.0,1.0,0.801,0.67992,0.53367,0.43042,0.0,1.0
SL003,High prevention and memory protection,1,0.2492,0.7241,0.683,0.2245,0.60391,0.5466,0.4852,0.69483,0.73597,0.28935,0.0,0.94557
SL003,High prevention and memory protection,2,0.2484,0.7282,0.686,0.229,0.60785,0.5532,0.4904,0.69707,0.73648,0.2883,0.0,1.0
SL003,High prevention and memory protection,3,0.2476,0.7323,0.689,0.2335,0.61182,0.5598,0.4956,0.69931,0.737,0.28724,0.0,1.0
SL003,High prevention and memory protection,4,0.2468,0.7364,0.692,0.238,0.61582,0.5664,0.5008,0.70156,0.73751,0.28619,0.0,1.0
SL003,High prevention and memory protection,5,0.246,0.7405,0.695,0.2425,0.61985,0.573,0.506,0.7038,0.73802,0.28514,0.0,1.0
SL003,High prevention and memory protection,6,0.2452,0.7446,0.698,0.247,0.6239,0.5796,0.5112,0.70605,0.73853,0.28409,0.0,1.0
SL003,High prevention and memory protection,7,0.2444,0.7487,0.701,0.2515,0.62799,0.5862,0.5164,0.70831,0.73905,0.28304,0.0,1.0
SL003,High prevention and memory protection,8,0.2436,0.7528,0.704,0.256,0.63211,0.5928,0.5216,0.71056,0.73956,0.28198,0.0,1.0
SL003,High prevention and memory protection,9,0.2428,0.7569,0.707,0.2605,0.63626,0.5994,0.5268,0.71282,0.74007,0.28093,0.0,1.0
SL003,High prevention and memory protection,10,0.242,0.761,0.71,0.265,0.64043,0.606,0.532,0.71508,0.74059,0.27988,0.0,1.0
SL003,High prevention and memory protection,11,0.2412,0.7651,0.713,0.2695,0.64464,0.6126,0.5372,0.71735,0.7411,0.27883,0.0,1.0
SL003,High prevention and memory protection,12,0.2404,0.7692,0.716,0.274,0.64888,0.6192,0.5424,0.71962,0.74162,0.27778,0.0,1.0
SL003,High prevention and memory protection,13,0.2396,0.7733,0.719,0.2785,0.65314,0.6258,0.5476,0.72189,0.74213,0.27672,0.0,1.0
SL003,High prevention and memory protection,14,0.2388,0.7774,0.722,0.283,0.65744,0.6324,0.5528,0.72416,0.74265,0.27567,0.0,1.0
SL003,High prevention and memory protection,15,0.238,0.7815,0.725,0.2875,0.66176,0.639,0.558,0.72644,0.74316,0.27462,0.0,1.0
SL003,High prevention and memory protection,16,0.2372,0.7856,0.728,0.292,0.66612,0.6456,0.5632,0.72872,0.74368,0.27357,0.0,1.0
SL003,High prevention and memory protection,17,0.2364,0.7897,0.731,0.2965,0.6705,0.6522,0.5684,0.731,0.7442,0.27252,0.0,1.0
SL003,High prevention and memory protection,18,0.2356,0.7938,0.734,0.301,0.67492,0.6588,0.5736,0.73328,0.74471,0.27146,0.0,1.0
SL003,High prevention and memory protection,19,0.2348,0.7979,0.737,0.3055,0.67936,0.6654,0.5788,0.73557,0.74523,0.27041,0.0,1.0
SL003,High prevention and memory protection,20,0.234,0.802,0.74,0.31,0.68384,0.672,0.584,0.73786,0.74575,0.26936,0.0,1.0
SL003,High prevention and memory protection,21,0.2332,0.8061,0.743,0.3145,0.68834,0.6786,0.5892,0.74016,0.74626,0.26831,0.0,1.0
SL003,High prevention and memory protection,22,0.2324,0.8102,0.746,0.319,0.69287,0.6852,0.5944,0.74246,0.74678,0.26726,0.0,1.0
SL003,High prevention and memory protection,23,0.2316,0.8143,0.749,0.3235,0.69744,0.6918,0.5996,0.74476,0.7473,0.2662,0.0,1.0
SL003,High prevention and memory protection,24,0.2308,0.8184,0.752,0.328,0.70203,0.6984,0.6048,0.74706,0.74782,0.26515,0.0,1.0
SL003,High prevention and memory protection,25,0.23,0.8225,0.755,0.3325,0.70665,0.705,0.61,0.74937,0.74834,0.2641,0.0,1.0
SL003,High prevention and memory protection,26,0.2292,0.8266,0.758,0.337,0.7113,0.7116,0.6152,0.75167,0.74886,0.26305,0.0,1.0
SL003,High prevention and memory protection,27,0.2284,0.8307,0.761,0.3415,0.71599,0.7182,0.6204,0.75399,0.74937,0.262,0.0,1.0
SL003,High prevention and memory protection,28,0.2276,0.8348,0.764,0.346,0.7207,0.7248,0.6256,0.7563,0.74989,0.26094,0.0,1.0
SL003,High prevention and memory protection,29,0.2268,0.8389,0.767,0.3505,0.72544,0.7314,0.6308,0.75862,0.75041,0.25989,0.0,1.0
SL003,High prevention and memory protection,30,0.226,0.843,0.77,0.355,0.73021,0.738,0.636,0.76094,0.75093,0.25884,0.0,1.0
SL003,High prevention and memory protection,31,0.2252,0.8471,0.773,0.3595,0.73501,0.7446,0.6412,0.76327,0.75145,0.25779,0.0,1.0
SL003,High prevention and memory protection,32,0.2244,0.8512,0.776,0.364,0.73984,0.7512,0.6464,0.76559,0.75198,0.25674,0.0,1.0
SL003,High prevention and memory protection,33,0.2236,0.8553,0.779,0.3685,0.7447,0.7578,0.6516,0.76792,0.7525,0.25568,0.0,1.0
SL003,High prevention and memory protection,34,0.2228,0.8594,0.782,0.373,0.74959,0.7644,0.6568,0.77026,0.75302,0.25463,0.0,1.0
SL003,High prevention and memory protection,35,0.222,0.8635,0.785,0.3775,0.75451,0.771,0.662,0.77259,0.75354,0.25358,0.0,1.0
SL003,High prevention and memory protection,36,0.2212,0.8676,0.788,0.382,0.75946,0.7776,0.6672,0.77493,0.75406,0.25253,0.0,1.0
SL003,High prevention and memory protection,37,0.2204,0.8717,0.791,0.3865,0.76444,0.7842,0.6724,0.77727,0.75458,0.25148,0.0,1.0
SL003,High prevention and memory protection,38,0.2196,0.8758,0.794,0.391,0.76945,0.7908,0.6776,0.77962,0.75511,0.25042,0.0,1.0
SL003,High prevention and memory protection,39,0.2188,0.8799,0.797,0.3955,0.77449,0.7974,0.6828,0.78196,0.75563,0.24937,0.0,1.0
SL003,High prevention and memory protection,40,0.218,0.884,0.8,0.4,0.77955,0.804,0.688,0.78432,0.75615,0.24832,0.0,1.0
SL003,High prevention and memory protection,41,0.2172,0.8881,0.803,0.4045,0.78465,0.8106,0.6932,0.78667,0.75667,0.24727,0.0,1.0
SL003,High prevention and memory protection,42,0.2164,0.8922,0.806,0.409,0.78978,0.8172,0.6984,0.78903,0.7572,0.24622,0.0,1.0
SL003,High prevention and memory protection,43,0.2156,0.8963,0.809,0.4135,0.79494,0.8238,0.7036,0.79139,0.75772,0.24516,0.0,1.0
SL003,High prevention and memory protection,44,0.2148,0.9004,0.812,0.418,0.80012,0.8304,0.7088,0.79375,0.75825,0.24411,0.0,1.0
SL003,High prevention and memory protection,45,0.214,0.9045,0.815,0.4225,0.80534,0.837,0.714,0.79611,0.75877,0.24306,0.0,1.0
SL003,High prevention and memory protection,46,0.2132,0.9086,0.818,0.427,0.81059,0.8436,0.7192,0.79848,0.7593,0.24201,0.0,1.0
SL003,High prevention and memory protection,47,0.2124,0.9127,0.821,0.4315,0.81586,0.8502,0.7244,0.80085,0.75982,0.24096,0.0,1.0
SL003,High prevention and memory protection,48,0.2116,0.9168,0.824,0.436,0.82117,0.8568,0.7296,0.80323,0.76035,0.2399,0.0,1.0
SL003,High prevention and memory protection,49,0.2108,0.9209,0.827,0.4405,0.8265,0.8634,0.7348,0.80561,0.76087,0.23885,0.0,1.0
SL003,High prevention and memory protection,50,0.21,0.925,0.83,0.445,0.83187,0.87,0.74,0.80799,0.7614,0.2378,0.0,1.0
SL003,High prevention and memory protection,51,0.2092,0.9291,0.833,0.4495,0.83726,0.8766,0.7452,0.81037,0.76193,0.23675,0.0,1.0
SL003,High prevention and memory protection,52,0.2084,0.9332,0.836,0.454,0.84269,0.8832,0.7504,0.81276,0.76245,0.2357,0.0,1.0
SL003,High prevention and memory protection,53,0.2076,0.9373,0.839,0.4585,0.84814,0.8898,0.7556,0.81515,0.76298,0.23464,0.0,1.0
SL003,High prevention and memory protection,54,0.2068,0.9414,0.842,0.463,0.85362,0.8964,0.7608,0.81754,0.76351,0.23359,0.0,1.0
SL003,High prevention and memory protection,55,0.206,0.9455,0.845,0.4675,0.85914,0.903,0.766,0.81993,0.76403,0.23254,0.0,1.0
SL003,High prevention and memory protection,56,0.2052,0.9496,0.848,0.472,0.86468,0.9096,0.7712,0.82233,0.76456,0.23149,0.0,1.0
SL003,High prevention and memory protection,57,0.2044,0.9537,0.851,0.4765,0.87025,0.9162,0.7764,0.82473,0.76509,0.23044,0.0,1.0
SL003,High prevention and memory protection,58,0.2036,0.9578,0.854,0.481,0.87586,0.9228,0.7816,0.82714,0.76562,0.22938,0.0,1.0
SL003,High prevention and memory protection,59,0.2028,0.9619,0.857,0.4855,0.88149,0.9294,0.7868,0.82954,0.76615,0.22833,0.0,1.0
SL003,High prevention and memory protection,60,0.202,0.966,0.86,0.49,0.88715,0.936,0.792,0.83196,0.76668,0.22728,0.0,1.0
SL003,High prevention and memory protection,61,0.2012,0.9701,0.863,0.4945,0.89284,0.9426,0.7972,0.83437,0.7672,0.22623,0.0,1.0
SL003,High prevention and memory protection,62,0.2004,0.9742,0.866,0.499,0.89856,0.9492,0.8024,0.83678,0.76773,0.22518,0.0,1.0
SL003,High prevention and memory protection,63,0.1996,0.9783,0.869,0.5035,0.90432,0.9558,0.8076,0.8392,0.76826,0.22412,0.0,1.0
SL003,High prevention and memory protection,64,0.1988,0.9824,0.872,0.508,0.9101,0.9624,0.8128,0.84163,0.76879,0.22307,0.0,1.0
SL003,High prevention and memory protection,65,0.198,0.9865,0.875,0.5125,0.91591,0.969,0.818,0.84405,0.76933,0.22202,0.0,1.0
SL003,High prevention and memory protection,66,0.1972,0.9906,0.878,0.517,0.92175,0.9756,0.8232,0.84648,0.76986,0.22097,0.0,1.0
SL003,High prevention and memory protection,67,0.1964,0.9947,0.881,0.5215,0.92762,0.9822,0.8284,0.84891,0.77039,0.21992,0.0,1.0
SL003,High prevention and memory protection,68,0.1956,0.9988,0.884,0.526,0.93352,0.9888,0.8336,0.85134,0.77092,0.21886,0.0,1.0
SL003,High prevention and memory protection,69,0.1948,1.0,0.887,0.5305,0.93944,0.9954,0.8388,0.85303,0.77085,0.21833,0.0,1.0
SL003,High prevention and memory protection,70,0.194,1.0,0.89,0.535,0.94537,1.0,0.844,0.85428,0.77053,0.21818,0.0,1.0
SL003,High prevention and memory protection,71,0.1932,1.0,0.893,0.5395,0.95129,1.0,0.8492,0.85525,0.77018,0.21839,0.0,1.0
SL003,High prevention and memory protection,72,0.1924,1.0,0.896,0.544,0.9572,1.0,0.8544,0.85622,0.76982,0.21861,0.26,1.0
SL003,High prevention and memory protection,73,0.1916,1.0,0.899,0.5485,0.9631,1.0,0.8596,0.8572,0.76947,0.21882,0.0,1.0
SL003,High prevention and memory protection,74,0.1908,1.0,0.902,0.553,0.969,1.0,0.8648,0.85817,0.76912,0.21904,0.0,1.0
SL003,High prevention and memory protection,75,0.19,1.0,0.905,0.5575,0.97488,1.0,0.87,0.85914,0.76876,0.21925,0.0,1.0
SL003,High prevention and memory protection,76,0.1892,1.0,0.908,0.562,0.98076,1.0,0.8752,0.86011,0.76841,0.21946,0.0,1.0
SL003,High prevention and memory protection,77,0.1884,1.0,0.911,0.5665,0.98662,1.0,0.8804,0.86108,0.76806,0.21968,0.0,1.0
SL003,High prevention and memory protection,78,0.1876,1.0,0.914,0.571,0.99248,1.0,0.8856,0.86204,0.7677,0.21989,0.0,1.0
SL003,High prevention and memory protection,79,0.1868,1.0,0.917,0.5755,0.99833,1.0,0.8908,0.86301,0.76735,0.22011,0.0,1.0
SL003,High prevention and memory protection,80,0.186,1.0,0.92,0.58,1.0,1.0,0.896,0.86356,0.76696,0.22032,0.0,1.0
SL003,High prevention and memory protection,81,0.1852,1.0,0.923,0.5845,1.0,1.0,0.9012,0.86394,0.76654,0.22053,0.0,1.0
SL003,High prevention and memory protection,82,0.1844,1.0,0.926,0.589,1.0,1.0,0.9064,0.86432,0.76613,0.22075,0.0,1.0
SL003,High prevention and memory protection,83,0.1836,1.0,0.929,0.5935,1.0,1.0,0.9116,0.86471,0.76572,0.22096,0.0,1.0
SL003,High prevention and memory protection,84,0.1828,1.0,0.932,0.598,1.0,1.0,0.9168,0.86509,0.76531,0.22118,0.0,1.0
SL003,High prevention and memory protection,85,0.182,1.0,0.935,0.6025,1.0,1.0,0.922,0.86547,0.7649,0.22139,0.0,1.0
SL003,High prevention and memory protection,86,0.1812,1.0,0.938,0.607,1.0,1.0,0.9272,0.86585,0.76449,0.2216,0.0,1.0
SL003,High prevention and memory protection,87,0.1804,1.0,0.941,0.6115,1.0,1.0,0.9324,0.86623,0.76407,0.22182,0.0,1.0
SL003,High prevention and memory protection,88,0.1796,1.0,0.944,0.616,1.0,1.0,0.9376,0.86662,0.76366,0.22203,0.0,1.0
SL003,High prevention and memory protection,89,0.1788,1.0,0.947,0.6205,1.0,1.0,0.9428,0.867,0.76325,0.22225,0.0,1.0
SL003,High prevention and memory protection,90,0.178,1.0,0.95,0.625,1.0,1.0,0.948,0.86738,0.76284,0.22246,0.0,1.0
SL003,High prevention and memory protection,91,0.1772,1.0,0.953,0.6295,1.0,1.0,0.9532,0.86776,0.76243,0.22267,0.0,1.0
SL003,High prevention and memory protection,92,0.1764,1.0,0.956,0.634,1.0,1.0,0.9584,0.86814,0.76201,0.22289,0.0,1.0
SL003,High prevention and memory protection,93,0.1756,1.0,0.959,0.6385,1.0,1.0,0.9636,0.86853,0.7616,0.2231,0.0,1.0
SL003,High prevention and memory protection,94,0.1748,1.0,0.962,0.643,1.0,1.0,0.9688,0.86891,0.76119,0.22332,0.0,1.0
SL003,High prevention and memory protection,95,0.174,1.0,0.965,0.6475,1.0,1.0,0.974,0.86929,0.76078,0.22353,0.0,1.0
SL003,High prevention and memory protection,96,0.1732,1.0,0.968,0.652,1.0,1.0,0.9792,0.86967,0.76037,0.22374,0.26,1.0
SL003,High prevention and memory protection,97,0.1724,1.0,0.971,0.6565,1.0,1.0,0.9844,0.87005,0.75996,0.22396,0.0,1.0
SL003,High prevention and memory protection,98,0.1716,1.0,0.974,0.661,1.0,1.0,0.9896,0.87044,0.75954,0.22417,0.0,1.0
SL003,High prevention and memory protection,99,0.1708,1.0,0.977,0.6655,1.0,1.0,0.9948,0.87082,0.75913,0.22439,0.0,1.0
SL003,High prevention and memory protection,100,0.17,1.0,0.98,0.67,1.0,1.0,1.0,0.8712,0.75872,0.2246,0.0,1.0
SL003,High prevention and memory protection,101,0.1692,1.0,0.983,0.6745,1.0,1.0,1.0,0.87137,0.75829,0.22513,0.0,1.0
SL003,High prevention and memory protection,102,0.1684,1.0,0.986,0.679,1.0,1.0,1.0,0.87155,0.75785,0.22565,0.0,1.0
SL003,High prevention and memory protection,103,0.1676,1.0,0.989,0.6835,1.0,1.0,1.0,0.87172,0.75742,0.22618,0.0,1.0
SL003,High prevention and memory protection,104,0.1668,1.0,0.992,0.688,1.0,1.0,1.0,0.8719,0.75699,0.2267,0.0,1.0
SL003,High prevention and memory protection,105,0.166,1.0,0.995,0.6925,1.0,1.0,1.0,0.87207,0.75656,0.22723,0.0,1.0
SL003,High prevention and memory protection,106,0.1652,1.0,0.998,0.697,1.0,1.0,1.0,0.87224,0.75612,0.22776,0.0,1.0
SL003,High prevention and memory protection,107,0.1644,1.0,1.0,0.7015,1.0,1.0,1.0,0.8722,0.75551,0.22842,0.0,1.0
SL003,High prevention and memory protection,108,0.1636,1.0,1.0,0.706,1.0,1.0,1.0,0.87171,0.75453,0.22937,0.0,1.0
SL003,High prevention and memory protection,109,0.1628,1.0,1.0,0.7105,1.0,1.0,1.0,0.87123,0.75355,0.23031,0.0,1.0
SL003,High prevention and memory protection,110,0.162,1.0,1.0,0.715,1.0,1.0,1.0,0.87074,0.75257,0.23126,0.0,1.0
SL003,High prevention and memory protection,111,0.1612,1.0,1.0,0.7195,1.0,1.0,1.0,0.87025,0.7516,0.23221,0.0,1.0
SL003,High prevention and memory protection,112,0.1604,1.0,1.0,0.724,1.0,1.0,1.0,0.86977,0.75062,0.23315,0.0,1.0
SL003,High prevention and memory protection,113,0.1596,1.0,1.0,0.7285,1.0,1.0,1.0,0.86928,0.74964,0.2341,0.0,1.0
SL003,High prevention and memory protection,114,0.1588,1.0,1.0,0.733,1.0,1.0,1.0,0.8688,0.74866,0.23504,0.0,1.0
SL003,High prevention and memory protection,115,0.158,1.0,1.0,0.7375,1.0,1.0,1.0,0.86831,0.74768,0.23599,0.0,1.0
SL003,High prevention and memory protection,116,0.1572,1.0,1.0,0.742,1.0,1.0,1.0,0.86782,0.7467,0.23694,0.0,1.0
SL003,High prevention and memory protection,117,0.1564,1.0,1.0,0.7465,1.0,1.0,1.0,0.86734,0.74572,0.23788,0.0,1.0
SL003,High prevention and memory protection,118,0.1556,1.0,1.0,0.751,1.0,1.0,1.0,0.86685,0.74475,0.23883,0.0,1.0
SL003,High prevention and memory protection,119,0.1548,1.0,1.0,0.7555,1.0,1.0,1.0,0.86637,0.74377,0.23977,0.0,1.0
SL003,High prevention and memory protection,120,0.154,1.0,1.0,0.76,1.0,1.0,1.0,0.86588,0.74279,0.24072,0.0,1.0
SL004,Unequal exposure and ignored warning,1,0.2559,0.7167,0.6775,0.225,0.60386,0.5412,0.47915,0.68985,0.73112,0.29425,0.0,0.94359
SL004,Unequal exposure and ignored warning,2,0.2618,0.7134,0.675,0.23,0.60771,0.5424,0.4783,0.68711,0.72678,0.2981,0.0,1.0
SL004,Unequal exposure and ignored warning,3,0.2677,0.7101,0.6725,0.235,0.61155,0.5436,0.47745,0.68436,0.72244,0.30195,0.0,1.0
SL004,Unequal exposure and ignored warning,4,0.2736,0.7068,0.67,0.24,0.61537,0.5448,0.4766,0.68161,0.7181,0.3058,0.0,1.0
SL004,Unequal exposure and ignored warning,5,0.2795,0.7035,0.6675,0.245,0.61917,0.546,0.47575,0.67886,0.71377,0.30966,0.0,1.0
SL004,Unequal exposure and ignored warning,6,0.2854,0.7002,0.665,0.25,0.62296,0.5472,0.4749,0.6761,0.70943,0.31351,0.0,1.0
SL004,Unequal exposure and ignored warning,7,0.2913,0.6969,0.6625,0.255,0.62674,0.5484,0.47405,0.67335,0.70509,0.31736,0.0,1.0
SL004,Unequal exposure and ignored warning,8,0.2972,0.6936,0.66,0.26,0.6305,0.5496,0.4732,0.67059,0.70075,0.32121,0.0,1.0
SL004,Unequal exposure and ignored warning,9,0.3031,0.6903,0.6575,0.265,0.63424,0.5508,0.47235,0.66784,0.69641,0.32506,0.0,1.0
SL004,Unequal exposure and ignored warning,10,0.309,0.687,0.655,0.27,0.63797,0.552,0.4715,0.66508,0.69207,0.32891,0.0,1.0
SL004,Unequal exposure and ignored warning,11,0.3149,0.6837,0.6525,0.275,0.64168,0.5532,0.47065,0.66232,0.68773,0.33276,0.0,1.0
SL004,Unequal exposure and ignored warning,12,0.3208,0.6804,0.65,0.28,0.64538,0.5544,0.4698,0.65955,0.68339,0.33661,0.0,1.0
SL004,Unequal exposure and ignored warning,13,0.3267,0.6771,0.6475,0.285,0.64907,0.5556,0.46895,0.65679,0.67905,0.34046,0.0,1.0
SL004,Unequal exposure and ignored warning,14,0.3326,0.6738,0.645,0.29,0.65273,0.5568,0.4681,0.65403,0.67471,0.34431,0.0,1.0
