system_id,system_type,scenario_id,scenario_name,time_step,disturbance,adaptive_capacity,rigidity,response_space,viability,threshold_flag
AC002,Community Network,AD004,Learning-oriented adaptation,30,0.54451,1.2,0.44664,1.00596,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,31,0.36206,1.2,0.44801,1.00459,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,32,0.35988,1.2,0.44937,1.00323,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,33,0.35799,1.2,0.45072,1.00188,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,34,0.35643,1.2,0.45207,1.00053,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,35,0.35521,1.2,0.45341,0.99919,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,36,0.35436,1.2,0.45475,0.99785,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,37,0.3539,1.2,0.45608,0.99652,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,38,0.35382,1.2,0.45742,0.99518,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,39,0.35413,1.2,0.45875,0.99385,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,40,0.53483,1.2,0.46081,0.99179,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,41,0.3559,1.2,0.46216,0.99044,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,42,0.35733,1.2,0.46351,0.98909,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,43,0.35909,1.2,0.46486,0.98774,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,44,0.36116,1.2,0.46623,0.98637,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,45,0.36351,1.2,0.4676,0.985,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,46,0.36609,1.2,0.46898,0.98362,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,47,0.36888,1.2,0.47038,0.98222,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,48,0.37181,1.2,0.47179,0.98081,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,49,0.37486,1.2,0.47321,0.97939,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,50,0.55797,1.2,0.47536,0.97724,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,51,0.38109,1.2,0.4768,0.9758,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,52,0.38418,1.2,0.47826,0.97434,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,53,0.38718,1.2,0.47973,0.97287,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,54,0.39005,1.2,0.48121,0.97139,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,55,0.39275,1.2,0.4827,0.9699,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,56,0.39522,1.2,0.4842,0.9684,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,57,0.39745,1.2,0.48571,0.96689,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,58,0.39938,1.2,0.48723,0.96537,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,59,0.40099,1.2,0.48875,0.96385,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,60,0.58225,1.2,0.491,0.9616,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,61,0.40315,1.2,0.49253,0.96007,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,62,0.40366,1.2,0.49407,0.95853,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,63,0.40379,1.2,0.4956,0.957,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,64,0.40353,1.2,0.49714,0.95546,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,65,0.40289,1.2,0.49867,0.95393,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,66,0.40187,1.2,0.5002,0.9524,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,67,0.40048,1.2,0.50172,0.95088,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,68,0.39876,1.2,0.50323,0.94937,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,69,0.39673,1.2,0.50474,0.94786,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,70,0.57442,1.2,0.50696,0.94564,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,71,0.39186,1.2,0.50845,0.94415,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,72,0.3891,1.2,0.50992,0.94268,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,73,0.38618,1.2,0.51139,0.94121,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,74,0.38315,1.2,0.51284,0.93976,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,75,0.38004,1.2,0.51428,0.93832,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,76,0.37692,1.2,0.51571,0.93689,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,77,0.37383,1.2,0.51712,0.93548,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,78,0.37081,1.2,0.51853,0.93407,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,79,0.36792,1.2,0.51992,0.93268,1.2,viable margin
AC002,Community Network,AD004,Learning-oriented adaptation,80,0.5452,1.2,0.52202,0.93058,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,1,0.30752,0.5408,0.58363,0.14127,0.93501,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,2,0.31059,0.55056,0.58727,0.14739,0.8711,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,3,0.31356,0.56029,0.59093,0.15346,0.8083,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,4,0.31639,0.56998,0.59459,0.15949,0.74667,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,5,0.31903,0.57964,0.59827,0.16547,0.68627,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,6,0.32144,0.58925,0.60195,0.1714,0.6272,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,7,0.32359,0.59883,0.60565,0.17729,0.56956,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,8,0.32544,0.60838,0.60935,0.18313,0.51348,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,9,0.32696,0.61788,0.61306,0.18893,0.4591,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,10,0.32812,0.62735,0.61677,0.19468,0.40656,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,11,0.32892,0.63679,0.62049,0.2004,0.35603,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,12,0.46934,0.64618,0.62476,0.20552,0.24315,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,13,0.32936,0.65553,0.62848,0.21115,0.197,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,14,0.329,0.66485,0.6322,0.21675,0.15335,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,15,0.32825,0.67413,0.63591,0.22232,0.11236,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,16,0.32713,0.68337,0.63962,0.22785,0.07419,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,17,0.32566,0.69257,0.64332,0.23335,0.039,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,18,0.32385,0.70174,0.64702,0.23882,0.00693,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,19,0.32174,0.71087,0.6507,0.24426,0.0,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,20,0.31936,0.71996,0.65438,0.24968,0.0,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,21,0.31675,0.72902,0.65805,0.25507,0.0,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,22,0.31394,0.73804,0.6617,0.26043,0.0,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,23,0.31099,0.74702,0.66535,0.26577,0.0,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,24,0.44793,0.75597,0.66954,0.27053,0.0,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,25,0.30481,0.76487,0.67316,0.27581,0.0,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,26,0.3017,0.77374,0.67677,0.28107,0.0,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,27,0.29862,0.78257,0.68036,0.28631,0.0,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,28,0.29563,0.79137,0.68394,0.29152,0.0031,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,29,0.29278,0.80013,0.68751,0.29671,0.00969,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,30,0.29011,0.80885,0.69107,0.30188,0.01967,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,31,0.28766,0.81754,0.69462,0.30702,0.03294,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,32,0.28548,0.8262,0.69817,0.31213,0.04936,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,33,0.28359,0.83481,0.7017,0.31721,0.06878,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,34,0.28203,0.8434,0.70523,0.32227,0.09105,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,35,0.28081,0.85194,0.70875,0.32729,0.116,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,36,0.41996,0.86046,0.71283,0.33173,0.07893,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,37,0.2795,0.86893,0.71635,0.33668,0.10857,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,38,0.27942,0.87737,0.71987,0.3416,0.14032,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,39,0.27973,0.88577,0.72339,0.34648,0.174,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,40,0.28043,0.89413,0.72691,0.35132,0.20941,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,41,0.2815,0.90246,0.73043,0.35613,0.24638,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,42,0.28293,0.91076,0.73397,0.36089,0.28472,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,43,0.28469,0.91902,0.7375,0.36561,0.32426,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,44,0.28676,0.92724,0.74105,0.37029,0.36486,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,45,0.28911,0.93543,0.74461,0.37493,0.40637,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,46,0.29169,0.94359,0.74818,0.37951,0.44867,threshold risk
AC003,Institutional System,AD001,Moderate recurring disturbance,47,0.29448,0.95171,0.75175,0.38405,0.49165,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,48,0.43741,0.95979,0.7559,0.38799,0.47072,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,49,0.30046,0.96783,0.7595,0.39243,0.51472,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,50,0.30357,0.97583,0.76312,0.39682,0.5592,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,51,0.30669,0.9838,0.76675,0.40116,0.60416,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,52,0.30978,0.99174,0.77038,0.40545,0.64959,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,53,0.31278,0.99963,0.77404,0.4097,0.69551,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,54,0.31565,1.00749,0.7777,0.41389,0.74197,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,55,0.31835,1.01531,0.78137,0.41804,0.78904,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,56,0.32082,1.0231,0.78506,0.42215,0.8368,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,57,0.32305,1.03085,0.78875,0.4262,0.88535,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,58,0.32498,1.03856,0.79245,0.43022,0.93483,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,59,0.32659,1.04624,0.79615,0.43419,0.98536,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,60,0.46785,1.05388,0.80042,0.43755,0.97257,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,61,0.32875,1.06147,0.80414,0.44143,1.02553,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,62,0.32926,1.06903,0.80786,0.44527,1.08,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,63,0.32939,1.07655,0.81157,0.44908,1.13616,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,64,0.32913,1.08404,0.81529,0.45285,1.19416,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,65,0.32849,1.09148,0.81901,0.45658,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,66,0.32747,1.09889,0.82271,0.46028,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,67,0.32608,1.10627,0.82642,0.46395,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,68,0.32436,1.1136,0.83012,0.46759,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,69,0.32233,1.1209,0.83381,0.4712,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,70,0.32002,1.12816,0.83749,0.47478,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,71,0.31746,1.13539,0.84116,0.47833,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,72,0.4547,1.14258,0.84537,0.4813,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,73,0.31178,1.14972,0.84902,0.4848,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,74,0.30875,1.15683,0.85266,0.48828,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,75,0.30564,1.16391,0.85628,0.49173,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,76,0.30252,1.17094,0.85989,0.49515,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,77,0.29943,1.17795,0.86349,0.49856,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,78,0.29641,1.18491,0.86707,0.50194,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,79,0.29352,1.19184,0.87065,0.50529,1.2,viable margin
AC003,Institutional System,AD001,Moderate recurring disturbance,80,0.2908,1.19873,0.87421,0.50862,1.2,viable margin
AC003,Institutional System,AD002,Climate-amplified disturbance,1,0.40752,0.5382,0.58863,0.13367,0.88715,viable margin
AC003,Institutional System,AD002,Climate-amplified disturbance,2,0.41059,0.54531,0.59727,0.13214,0.77351,viable margin
AC003,Institutional System,AD002,Climate-amplified disturbance,3,0.41356,0.55234,0.60593,0.13051,0.65909,viable margin
AC003,Institutional System,AD002,Climate-amplified disturbance,4,0.41639,0.55928,0.61459,0.12879,0.54392,viable margin
AC003,Institutional System,AD002,Climate-amplified disturbance,5,0.41903,0.56614,0.62327,0.12697,0.42807,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,6,0.42144,0.5729,0.63195,0.12505,0.3116,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,7,0.42359,0.57958,0.64065,0.12304,0.19461,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,8,0.42544,0.58618,0.64935,0.12093,0.07721,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,9,0.42696,0.59268,0.65806,0.11873,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,10,0.64812,0.5991,0.66765,0.11555,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,11,0.42892,0.60543,0.67637,0.11316,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,12,0.42934,0.61166,0.68508,0.11068,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,13,0.42936,0.61781,0.6938,0.10811,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,14,0.429,0.62387,0.70252,0.10546,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,15,0.42825,0.62985,0.71123,0.10272,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,16,0.42713,0.63574,0.71994,0.0999,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,17,0.42566,0.64154,0.72864,0.097,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,18,0.42385,0.64725,0.73734,0.09401,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,19,0.42174,0.65288,0.74602,0.09095,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,20,0.63936,0.65842,0.75558,0.08694,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,21,0.41675,0.66386,0.76425,0.08371,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,22,0.41394,0.66922,0.7729,0.08042,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,23,0.41099,0.67449,0.78155,0.07704,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,24,0.40793,0.67967,0.79018,0.07359,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,25,0.40481,0.68477,0.7988,0.07007,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,26,0.4017,0.68978,0.80741,0.06648,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,27,0.39862,0.69471,0.816,0.06281,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,28,0.39563,0.69955,0.82458,0.05907,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,29,0.39278,0.7043,0.83315,0.05525,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,30,0.61011,0.70897,0.84259,0.05048,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,31,0.38766,0.71355,0.85114,0.0465,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,32,0.38548,0.71804,0.85969,0.04245,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,33,0.38359,0.72244,0.86822,0.03832,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,34,0.38203,0.72676,0.87675,0.03411,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,35,0.38081,0.73099,0.88527,0.02982,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,36,0.37996,0.73514,0.89379,0.02544,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,37,0.3795,0.7392,0.90231,0.02099,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,38,0.37942,0.74318,0.91083,0.01645,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,39,0.37973,0.74707,0.91935,0.01182,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,40,0.60043,0.75087,0.92875,0.00623,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,41,0.3815,0.75459,0.93727,0.00141,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,42,0.38293,0.75821,0.94581,-0.00349,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,43,0.38469,0.76176,0.95434,-0.00849,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,44,0.38676,0.76521,0.96289,-0.01358,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,45,0.38911,0.76858,0.97145,-0.01877,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,46,0.39169,0.77187,0.98002,-0.02405,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,47,0.39448,0.77507,0.98859,-0.02942,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,48,0.39741,0.77818,0.99718,-0.0349,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,49,0.40046,0.78121,1.0,-0.03469,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,50,0.62357,0.78421,1.0,-0.03169,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,51,0.40669,0.78721,1.0,-0.02869,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,52,0.40978,0.79021,1.0,-0.02569,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,53,0.41278,0.79321,1.0,-0.02269,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,54,0.41565,0.79621,1.0,-0.01969,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,55,0.41835,0.79921,1.0,-0.01669,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,56,0.42082,0.80221,1.0,-0.01369,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,57,0.42305,0.80521,1.0,-0.01069,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,58,0.42498,0.80821,1.0,-0.00769,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,59,0.42659,0.81121,1.0,-0.00469,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,60,0.64785,0.81421,1.0,-0.00169,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,61,0.42875,0.81721,1.0,0.00131,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,62,0.42926,0.82021,1.0,0.00431,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,63,0.42939,0.82321,1.0,0.00731,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,64,0.42913,0.82621,1.0,0.01031,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,65,0.42849,0.82921,1.0,0.01331,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,66,0.42747,0.83221,1.0,0.01631,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,67,0.42608,0.83521,1.0,0.01931,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,68,0.42436,0.83821,1.0,0.02231,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,69,0.42233,0.84121,1.0,0.02531,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,70,0.64002,0.84421,1.0,0.02831,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,71,0.41746,0.84721,1.0,0.03131,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,72,0.4147,0.85021,1.0,0.03431,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,73,0.41178,0.85321,1.0,0.03731,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,74,0.40875,0.85621,1.0,0.04031,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,75,0.40564,0.85921,1.0,0.04331,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,76,0.40252,0.86221,1.0,0.04631,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,77,0.39943,0.86521,1.0,0.04931,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,78,0.39641,0.86821,1.0,0.05231,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,79,0.39352,0.87121,1.0,0.05531,0.0,threshold risk
AC003,Institutional System,AD002,Climate-amplified disturbance,80,0.6108,0.87421,1.0,0.05831,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,1,0.48752,0.53372,0.59743,0.12039,0.84711,viable margin
AC003,Institutional System,AD003,Compound institutional stress,2,0.49059,0.53627,0.61487,0.10549,0.69016,viable margin
AC003,Institutional System,AD003,Compound institutional stress,3,0.49356,0.53864,0.63233,0.09041,0.52914,viable margin
AC003,Institutional System,AD003,Compound institutional stress,4,0.49639,0.54083,0.64979,0.07514,0.36405,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,5,0.49903,0.54286,0.66727,0.05969,0.19491,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,6,0.50144,0.5447,0.68475,0.04405,0.02178,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,7,0.50359,0.54638,0.70225,0.02823,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,8,0.80544,0.54787,0.72095,0.01102,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,9,0.50696,0.54918,0.73846,-0.00517,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,10,0.50812,0.55032,0.75597,-0.02155,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,11,0.50892,0.55128,0.77349,-0.03811,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,12,0.50934,0.55206,0.791,-0.05484,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,13,0.50936,0.55267,0.80852,-0.07175,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,14,0.509,0.55311,0.82604,-0.08883,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,15,0.50825,0.55337,0.84355,-0.10608,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,16,0.80713,0.55345,0.86226,-0.12471,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,17,0.50566,0.55335,0.87976,-0.14231,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,18,0.50385,0.55307,0.89726,-0.16008,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,19,0.50174,0.55262,0.91474,-0.17802,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,20,0.49936,0.55199,0.93222,-0.19613,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,21,0.49675,0.55119,0.94969,-0.2144,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,22,0.49394,0.55021,0.96714,-0.23283,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,23,0.49099,0.54906,0.98459,-0.25143,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,24,0.78793,0.54774,1.0,-0.26816,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,25,0.48481,0.54626,1.0,-0.26964,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,26,0.4817,0.54478,1.0,-0.27112,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,27,0.47862,0.5433,1.0,-0.2726,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,28,0.47563,0.54182,1.0,-0.27408,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,29,0.47278,0.54034,1.0,-0.27556,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,30,0.47011,0.53886,1.0,-0.27704,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,31,0.46766,0.53738,1.0,-0.27852,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,32,0.76548,0.5359,1.0,-0.28,0.0,threshold risk
AC003,Institutional System,AD003,Compound institutional stress,33,0.46359,0.53442,1.0,-0.28148,0.0,threshold risk
