profile_id,profile,time,disturbance,monitoring_signal,learning,memory,adaptive_capacity,function_level,justice_adjusted_function
P004,High Forgetting and Low Feedback Use,41,0.04,0.00422,7e-05,0.0,0.09346,0.21555,0.20154
P004,High Forgetting and Low Feedback Use,42,0.04,0.00949,0.00015,0.0,0.09344,0.19517,0.18249
P004,High Forgetting and Low Feedback Use,43,0.04,0.03892,0.00063,0.0,0.09342,0.17479,0.16343
P004,High Forgetting and Low Feedback Use,44,0.04,0.03956,0.00064,0.0,0.0934,0.15441,0.14437
P004,High Forgetting and Low Feedback Use,45,0.04,0.02387,0.00039,0.0,0.09339,0.13402,0.12531
P004,High Forgetting and Low Feedback Use,46,0.04,0.01306,0.00021,0.0,0.09338,0.11363,0.10625
P004,High Forgetting and Low Feedback Use,47,0.04,0.01324,0.00021,0.0,0.09337,0.09324,0.08718
P004,High Forgetting and Low Feedback Use,48,0.04,0.0,0.0,0.0,0.09336,0.07285,0.06811
P004,High Forgetting and Low Feedback Use,49,0.04,0.03658,0.00059,0.0,0.09336,0.05246,0.04905
P004,High Forgetting and Low Feedback Use,50,0.4,0.23026,0.00371,0.0,0.09335,0.0,0.0
P004,High Forgetting and Low Feedback Use,51,0.04,0.03497,0.00056,0.0,0.09335,0.0,0.0
P004,High Forgetting and Low Feedback Use,52,0.04,0.03465,0.00056,0.0,0.09335,0.0,0.0
P004,High Forgetting and Low Feedback Use,53,0.04,0.02963,0.00048,0.0,0.09334,0.0,0.0
P004,High Forgetting and Low Feedback Use,54,0.04,0.03728,0.0006,0.0,0.09334,0.0,0.0
P004,High Forgetting and Low Feedback Use,55,0.04,0.0081,0.00013,0.0,0.09334,0.0,0.0
P004,High Forgetting and Low Feedback Use,56,0.04,0.05118,0.00083,0.0,0.09334,0.0,0.0
P004,High Forgetting and Low Feedback Use,57,0.04,0.02738,0.00044,0.0,0.09334,0.0,0.0
P004,High Forgetting and Low Feedback Use,58,0.04,0.01209,0.0002,0.0,0.09334,0.0,0.0
P004,High Forgetting and Low Feedback Use,59,0.04,0.00675,0.00011,0.0,0.09334,0.0,0.0
P004,High Forgetting and Low Feedback Use,60,0.04,0.01896,0.00031,0.0,0.09334,0.0,0.0
P004,High Forgetting and Low Feedback Use,61,0.04,0.03432,0.00055,0.0,0.09334,0.0,0.0
P004,High Forgetting and Low Feedback Use,62,0.04,0.03057,0.00049,0.0,0.09334,0.0,0.0
P004,High Forgetting and Low Feedback Use,63,0.04,0.04109,0.00066,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,64,0.04,0.05636,0.00091,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,65,0.04,0.03311,0.00053,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,66,0.04,0.03876,0.00063,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,67,0.28,0.16662,0.00269,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,68,0.04,0.00936,0.00015,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,69,0.04,0.01547,0.00025,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,70,0.04,0.01914,0.00031,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,71,0.04,0.03788,0.00061,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,72,0.04,0.00286,5e-05,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,73,0.04,0.05716,0.00092,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,74,0.04,0.01088,0.00018,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,75,0.04,0.00767,0.00012,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,76,0.04,0.01293,0.00021,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,77,0.04,0.00703,0.00011,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,78,0.04,0.02391,0.00039,0.0,0.09333,0.0,0.0
P004,High Forgetting and Low Feedback Use,79,0.04,0.02458,0.0004,0.0,0.09333,0.0,0.0
P005,Balanced Adaptive Management,0,0.04,0.04278,0.00351,0.59791,0.58195,1.0,0.945
P005,Balanced Adaptive Management,1,0.04,0.02141,0.00176,0.45413,0.59089,1.0,0.945
P005,Balanced Adaptive Management,2,0.04,0.00596,0.00049,0.34071,0.58462,1.0,0.945
P005,Balanced Adaptive Management,3,0.04,0.01549,0.00127,0.25302,0.56895,1.0,0.945
P005,Balanced Adaptive Management,4,0.04,0.03363,0.00276,0.18612,0.54807,1.0,0.945
P005,Balanced Adaptive Management,5,0.04,0.0491,0.00403,0.1352,0.52484,1.0,0.945
P005,Balanced Adaptive Management,6,0.04,0.0,0.0,0.09146,0.50055,1.0,0.945
P005,Balanced Adaptive Management,7,0.04,0.01293,0.00106,0.0584,0.47666,1.0,0.945
P005,Balanced Adaptive Management,8,0.04,0.03675,0.00302,0.03457,0.45421,1.0,0.945
P005,Balanced Adaptive Management,9,0.04,0.03234,0.00265,0.01562,0.43352,1.0,0.945
P005,Balanced Adaptive Management,10,0.04,0.01926,0.00158,0.0,0.41469,1.0,0.945
P005,Balanced Adaptive Management,11,0.04,0.05654,0.00464,0.0,0.39925,1.0,0.945
P005,Balanced Adaptive Management,12,0.04,0.03567,0.00293,0.0,0.38658,1.0,0.945
P005,Balanced Adaptive Management,13,0.04,0.02446,0.00201,0.0,0.3762,1.0,0.945
P005,Balanced Adaptive Management,14,0.04,0.04728,0.00388,0.0,0.36768,1.0,0.945
P005,Balanced Adaptive Management,15,0.35,0.2641,0.02168,0.00768,0.36162,0.92656,0.8756
P005,Balanced Adaptive Management,16,0.04,0.06551,0.00538,0.0,0.35573,0.98113,0.92717
P005,Balanced Adaptive Management,17,0.04,0.02418,0.00198,0.0,0.3509,1.0,0.945
P005,Balanced Adaptive Management,18,0.04,0.06508,0.00534,0.0,0.34694,1.0,0.945
P005,Balanced Adaptive Management,19,0.04,0.05358,0.0044,0.0,0.34369,1.0,0.945
P005,Balanced Adaptive Management,20,0.04,0.02254,0.00185,0.0,0.34102,1.0,0.945
P005,Balanced Adaptive Management,21,0.04,0.03236,0.00266,0.0,0.33884,1.0,0.945
P005,Balanced Adaptive Management,22,0.04,0.02544,0.00209,0.0,0.33705,1.0,0.945
P005,Balanced Adaptive Management,23,0.04,0.03246,0.00266,0.0,0.33558,1.0,0.945
P005,Balanced Adaptive Management,24,0.04,0.03107,0.00255,0.0,0.33438,1.0,0.945
P005,Balanced Adaptive Management,25,0.04,0.01239,0.00102,0.0,0.33339,1.0,0.945
P005,Balanced Adaptive Management,26,0.04,0.03951,0.00324,0.0,0.33258,1.0,0.945
P005,Balanced Adaptive Management,27,0.04,0.03802,0.00312,0.0,0.33191,1.0,0.945
P005,Balanced Adaptive Management,28,0.04,0.00518,0.00043,0.0,0.33137,1.0,0.945
P005,Balanced Adaptive Management,29,0.04,0.03012,0.00247,0.0,0.33092,1.0,0.945
P005,Balanced Adaptive Management,30,0.04,0.03008,0.00247,0.0,0.33056,1.0,0.945
P005,Balanced Adaptive Management,31,0.04,0.03824,0.00314,0.0,0.33026,1.0,0.945
P005,Balanced Adaptive Management,32,0.22,0.16813,0.0138,0.0,0.33001,0.9728,0.9193
P005,Balanced Adaptive Management,33,0.04,0.03569,0.00293,0.0,0.32981,1.0,0.945
P005,Balanced Adaptive Management,34,0.04,0.01563,0.00128,0.0,0.32964,1.0,0.945
P005,Balanced Adaptive Management,35,0.04,0.05731,0.0047,0.0,0.32951,1.0,0.945
P005,Balanced Adaptive Management,36,0.04,0.03634,0.00298,0.0,0.3294,1.0,0.945
P005,Balanced Adaptive Management,37,0.04,0.04283,0.00352,0.0,0.3293,1.0,0.945
P005,Balanced Adaptive Management,38,0.04,0.03267,0.00268,0.0,0.32923,1.0,0.945
P005,Balanced Adaptive Management,39,0.04,0.02118,0.00174,0.0,0.32917,1.0,0.945
P005,Balanced Adaptive Management,40,0.04,0.03971,0.00326,0.0,0.32912,1.0,0.945
P005,Balanced Adaptive Management,41,0.04,0.03868,0.00318,0.0,0.32908,1.0,0.945
P005,Balanced Adaptive Management,42,0.04,0.013,0.00107,0.0,0.32904,1.0,0.945
P005,Balanced Adaptive Management,43,0.04,0.01609,0.00132,0.0,0.32902,1.0,0.945
P005,Balanced Adaptive Management,44,0.04,0.02876,0.00236,0.0,0.32899,1.0,0.945
P005,Balanced Adaptive Management,45,0.04,0.02629,0.00216,0.0,0.32897,1.0,0.945
P005,Balanced Adaptive Management,46,0.04,0.02963,0.00243,0.0,0.32896,1.0,0.945
P005,Balanced Adaptive Management,47,0.04,0.03847,0.00316,0.0,0.32895,1.0,0.945
P005,Balanced Adaptive Management,48,0.04,0.01789,0.00147,0.0,0.32894,1.0,0.945
P005,Balanced Adaptive Management,49,0.04,0.02592,0.00213,0.0,0.32893,1.0,0.945
P005,Balanced Adaptive Management,50,0.4,0.31215,0.02562,0.01162,0.33031,0.89844,0.84902
P005,Balanced Adaptive Management,51,0.04,0.01175,0.00096,0.0,0.33006,0.94685,0.89477
P005,Balanced Adaptive Management,52,0.04,0.0232,0.0019,0.0,0.32985,0.99522,0.94048
P005,Balanced Adaptive Management,53,0.04,0.02665,0.00219,0.0,0.32968,1.0,0.945
P005,Balanced Adaptive Management,54,0.04,0.02586,0.00212,0.0,0.32953,1.0,0.945
P005,Balanced Adaptive Management,55,0.04,0.02974,0.00244,0.0,0.32942,1.0,0.945
P005,Balanced Adaptive Management,56,0.04,0.05511,0.00452,0.0,0.32932,1.0,0.945
P005,Balanced Adaptive Management,57,0.04,0.04873,0.004,0.0,0.32924,1.0,0.945
P005,Balanced Adaptive Management,58,0.04,0.03151,0.00259,0.0,0.32918,1.0,0.945
P005,Balanced Adaptive Management,59,0.04,0.0318,0.00261,0.0,0.32913,1.0,0.945
P005,Balanced Adaptive Management,60,0.04,0.02915,0.00239,0.0,0.32908,1.0,0.945
P005,Balanced Adaptive Management,61,0.04,0.02181,0.00179,0.0,0.32905,1.0,0.945
P005,Balanced Adaptive Management,62,0.04,0.02504,0.00206,0.0,0.32902,1.0,0.945
P005,Balanced Adaptive Management,63,0.04,0.04982,0.00409,0.0,0.329,1.0,0.945
P005,Balanced Adaptive Management,64,0.04,0.03422,0.00281,0.0,0.32898,1.0,0.945
P005,Balanced Adaptive Management,65,0.04,0.03,0.00246,0.0,0.32896,1.0,0.945
P005,Balanced Adaptive Management,66,0.04,0.02883,0.00237,0.0,0.32895,1.0,0.945
P005,Balanced Adaptive Management,67,0.28,0.21517,0.01766,0.00366,0.32938,0.94782,0.89569
P005,Balanced Adaptive Management,68,0.04,0.03343,0.00274,0.0,0.32929,0.99605,0.94126
P005,Balanced Adaptive Management,69,0.04,0.01706,0.0014,0.0,0.32922,1.0,0.945
P005,Balanced Adaptive Management,70,0.04,0.04404,0.00361,0.0,0.32916,1.0,0.945
P005,Balanced Adaptive Management,71,0.04,0.03888,0.00319,0.0,0.32911,1.0,0.945
P005,Balanced Adaptive Management,72,0.04,0.02646,0.00217,0.0,0.32907,1.0,0.945
P005,Balanced Adaptive Management,73,0.04,0.02463,0.00202,0.0,0.32904,1.0,0.945
P005,Balanced Adaptive Management,74,0.04,0.01204,0.00099,0.0,0.32901,1.0,0.945
P005,Balanced Adaptive Management,75,0.04,0.04895,0.00402,0.0,0.32899,1.0,0.945
P005,Balanced Adaptive Management,76,0.04,0.04148,0.0034,0.0,0.32897,1.0,0.945
P005,Balanced Adaptive Management,77,0.04,0.00929,0.00076,0.0,0.32896,1.0,0.945
P005,Balanced Adaptive Management,78,0.04,0.00815,0.00067,0.0,0.32894,1.0,0.945
P005,Balanced Adaptive Management,79,0.04,0.03545,0.00291,0.0,0.32893,1.0,0.945
