system_id,system,system_context,time,event,disruption_load,slack_stock,adaptive_response,fragility_gap,workforce_strain,function,ethical_adjusted_function,resilience_score
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,83,background operating pressure,0.11524,0.94182,0.5996,0.0,0.0,1.0,0.8648,0.82454
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,84,background operating pressure,0.11386,0.96957,0.5996,0.0,0.0,1.0,0.8648,0.82953
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,85,background operating pressure,0.11561,0.99717,0.5996,0.0,0.0,1.0,0.8648,0.8345
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,86,background operating pressure,0.11559,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,87,background operating pressure,0.11462,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,88,background operating pressure,0.1142,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,89,background operating pressure,0.11528,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,0,background operating pressure,0.1038,0.83096,0.7978,0.0,0.16076,1.0,0.92712,0.87373
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,1,background operating pressure,0.10485,0.86702,0.7978,0.0,0.00173,1.0,0.94303,0.90153
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,2,background operating pressure,0.10408,0.90315,0.7978,0.0,0.0,1.0,0.9432,0.90826
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,3,background operating pressure,0.10529,0.93918,0.7978,0.0,0.0,1.0,0.9432,0.91475
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,4,background operating pressure,0.1052,0.97521,0.7978,0.0,0.0,1.0,0.9432,0.92123
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,5,background operating pressure,0.10487,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,6,background operating pressure,0.10545,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,7,background operating pressure,0.10547,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,8,background operating pressure,0.10455,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,9,background operating pressure,0.10564,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,10,Supplier and logistics disruption,0.6664,0.95252,0.7978,0.0,0.0,1.0,0.9144,0.91312
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,11,background operating pressure,0.10606,0.98848,0.7978,0.0,0.0,1.0,0.9432,0.92362
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,12,background operating pressure,0.10598,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,13,background operating pressure,0.10682,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,14,background operating pressure,0.10665,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,15,background operating pressure,0.10605,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,16,background operating pressure,0.10587,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,17,background operating pressure,0.1058,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,18,background operating pressure,0.10728,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,19,background operating pressure,0.10716,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,20,background operating pressure,0.10712,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,21,background operating pressure,0.1069,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,22,Workforce absence and demand surge,0.7254,0.94421,0.7978,0.0,0.0,1.0,0.9036,0.91011
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,23,background operating pressure,0.10726,0.98006,0.7978,0.0,0.0,1.0,0.9432,0.92211
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,24,background operating pressure,0.10682,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,25,background operating pressure,0.10756,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,26,background operating pressure,0.10691,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,27,background operating pressure,0.10798,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,28,background operating pressure,0.10812,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,29,background operating pressure,0.10832,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,30,background operating pressure,0.10759,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,31,background operating pressure,0.1074,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,32,background operating pressure,0.10801,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,33,background operating pressure,0.10884,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,34,background operating pressure,0.1086,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,35,Cyber and operational outage,0.7308,0.94473,0.7978,0.0,0.0,1.0,0.9084,0.91088
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,36,background operating pressure,0.10932,0.98039,0.7978,0.0,0.0,1.0,0.9432,0.92217
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,37,background operating pressure,0.1088,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,38,background operating pressure,0.10886,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,39,background operating pressure,0.11,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,40,background operating pressure,0.10863,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,41,background operating pressure,0.10883,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,42,background operating pressure,0.10972,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,43,background operating pressure,0.10992,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,44,background operating pressure,0.10965,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,45,background operating pressure,0.11002,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,46,background operating pressure,0.1099,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,47,background operating pressure,0.11048,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,48,Revenue decline and liquidity pressure,0.7222,0.9425,0.7978,0.0,0.0,1.0,0.9108,0.91081
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,49,background operating pressure,0.11116,0.978,0.7978,0.0,0.0,1.0,0.9432,0.92174
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,50,background operating pressure,0.11115,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,51,background operating pressure,0.1109,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,52,background operating pressure,0.11068,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,53,background operating pressure,0.11176,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,54,background operating pressure,0.11087,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,55,background operating pressure,0.11135,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,56,background operating pressure,0.11196,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,57,background operating pressure,0.11171,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,58,background operating pressure,0.11124,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,59,background operating pressure,0.11207,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,60,Infrastructure disruption and maintenance backlog,0.7856,0.9358,0.7978,0.0,0.0,1.0,0.906,0.90893
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,61,background operating pressure,0.11202,0.97121,0.7978,0.0,0.0,1.0,0.9432,0.92051
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,62,background operating pressure,0.11277,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,63,background operating pressure,0.11231,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,64,background operating pressure,0.11225,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,65,background operating pressure,0.11325,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,66,background operating pressure,0.11248,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,67,background operating pressure,0.11234,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,68,background operating pressure,0.11354,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,69,background operating pressure,0.11367,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,70,background operating pressure,0.11224,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,71,background operating pressure,0.11216,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,72,Knowledge loss and leadership turnover,0.6948,0.94997,0.7978,0.0,0.0,1.0,0.912,0.91232
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,73,background operating pressure,0.11398,0.98521,0.7978,0.0,0.0,1.0,0.9432,0.92303
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,74,background operating pressure,0.11415,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,75,background operating pressure,0.11327,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,76,background operating pressure,0.11313,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,77,background operating pressure,0.11411,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,78,background operating pressure,0.11474,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,79,background operating pressure,0.11341,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,80,background operating pressure,0.114,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,81,background operating pressure,0.11455,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,82,Compound slack-depletion disruption,0.909,0.92169,0.7978,0.0,0.0018,1.0,0.89742,0.90497
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,83,background operating pressure,0.1139,0.95694,0.7978,0.0,0.0,1.0,0.9432,0.91794
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,84,background operating pressure,0.11441,0.99214,0.7978,0.0,0.0,1.0,0.9432,0.92428
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,85,background operating pressure,0.11399,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,86,background operating pressure,0.11478,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,87,background operating pressure,0.1144,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,88,background operating pressure,0.11422,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY003,Balanced strategic slack system,balanced financial workforce operational knowledge network governance and ethics,89,background operating pressure,0.11496,1.0,0.7978,0.0,0.0,1.0,0.9432,0.9257
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,0,background operating pressure,0.10546,0.67791,0.6618,0.0,0.32949,1.0,0.87665,0.7731
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,1,background operating pressure,0.10453,0.7043,0.6618,0.0,0.1988,1.0,0.88972,0.79537
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,2,background operating pressure,0.10518,0.73063,0.6618,0.0,0.06823,1.0,0.90278,0.8176
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,3,background operating pressure,0.10533,0.75696,0.6618,0.0,0.0,1.0,0.9096,0.83148
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,4,background operating pressure,0.10441,0.78336,0.6618,0.0,0.0,1.0,0.9096,0.83624
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,5,background operating pressure,0.10426,0.80978,0.6618,0.0,0.0,1.0,0.9096,0.84099
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,6,background operating pressure,0.10543,0.83609,0.6618,0.0,0.0,1.0,0.9096,0.84573
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,7,background operating pressure,0.10458,0.86247,0.6618,0.0,0.0,1.0,0.9096,0.85048
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,8,background operating pressure,0.10522,0.8888,0.6618,0.0,0.0,1.0,0.9096,0.85522
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,9,background operating pressure,0.10636,0.91503,0.6618,0.0,0.0,1.0,0.9096,0.85994
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,10,Supplier and logistics disruption,0.6664,0.85786,0.6618,0.0,0.0,1.0,0.8808,0.84561
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,11,background operating pressure,0.10656,0.88407,0.6618,0.0,0.0,1.0,0.9096,0.85436
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,12,background operating pressure,0.10518,0.9104,0.6618,0.0,0.0,1.0,0.9096,0.8591
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,13,background operating pressure,0.10522,0.93673,0.6618,0.0,0.0,1.0,0.9096,0.86384
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,14,background operating pressure,0.10562,0.96302,0.6618,0.0,0.0,1.0,0.9096,0.86858
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,15,background operating pressure,0.10696,0.9892,0.6618,0.0,0.0,1.0,0.9096,0.87329
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,16,background operating pressure,0.10547,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,17,background operating pressure,0.10599,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,18,background operating pressure,0.10587,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,19,background operating pressure,0.10604,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,20,background operating pressure,0.10695,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,21,background operating pressure,0.10639,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,22,Workforce absence and demand surge,0.7254,0.93451,0.6618,0.0,0.0,1.0,0.87,0.8579
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,23,background operating pressure,0.10708,0.96068,0.6618,0.0,0.0,1.0,0.9096,0.86815
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,24,background operating pressure,0.10785,0.98677,0.6618,0.0,0.0,1.0,0.9096,0.87285
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,25,background operating pressure,0.10795,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,26,background operating pressure,0.10745,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,27,background operating pressure,0.10831,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,28,background operating pressure,0.10801,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,29,background operating pressure,0.10863,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,30,background operating pressure,0.1076,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,31,background operating pressure,0.10796,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,32,background operating pressure,0.1085,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,33,background operating pressure,0.10935,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,34,background operating pressure,0.10882,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,35,Cyber and operational outage,0.7308,0.93503,0.6618,0.0,0.0,1.0,0.8748,0.85867
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,36,background operating pressure,0.10877,0.96104,0.6618,0.0,0.0,1.0,0.9096,0.86822
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,37,background operating pressure,0.10844,0.98708,0.6618,0.0,0.0,1.0,0.9096,0.87291
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,38,background operating pressure,0.10862,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,39,background operating pressure,0.10861,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,40,background operating pressure,0.11027,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,41,background operating pressure,0.11019,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,42,background operating pressure,0.11033,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,43,background operating pressure,0.10972,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,44,background operating pressure,0.1102,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,45,background operating pressure,0.10949,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,46,background operating pressure,0.10998,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,47,background operating pressure,0.10943,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,48,Revenue decline and liquidity pressure,0.7222,0.9328,0.6618,0.0,0.0,1.0,0.8772,0.8586
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,49,background operating pressure,0.11022,0.95868,0.6618,0.0,0.0,1.0,0.9096,0.86779
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,50,background operating pressure,0.11001,0.98458,0.6618,0.0,0.0,1.0,0.9096,0.87246
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,51,background operating pressure,0.10982,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,52,background operating pressure,0.11158,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,53,background operating pressure,0.11005,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,54,background operating pressure,0.11161,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,55,background operating pressure,0.1115,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,56,background operating pressure,0.1104,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,57,background operating pressure,0.11131,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,58,background operating pressure,0.11245,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,59,background operating pressure,0.11255,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,60,Infrastructure disruption and maintenance backlog,0.7856,0.9261,0.6618,0.0,0.00552,1.0,0.87185,0.85598
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,61,background operating pressure,0.11195,0.95182,0.6618,0.0,0.0,1.0,0.9096,0.86656
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,62,background operating pressure,0.11248,0.9775,0.6618,0.0,0.0,1.0,0.9096,0.87118
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,63,background operating pressure,0.11248,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,64,background operating pressure,0.11176,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,65,background operating pressure,0.1124,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
SY004,Knowledge-rich but underfunded system,strong memory and expertise but weak liquidity and operational reserves,66,background operating pressure,0.11261,1.0,0.6618,0.0,0.0,1.0,0.9096,0.87523
