simulation_id,portfolio_id,portfolio,rank,slack_resilience_value,winner
93,SS003,Critical Operations Redundancy,4,7.15266,Supplier and Partner Optionality
93,SS001,Cash Reserves and Liquidity Buffer,5,7.05333,Supplier and Partner Optionality
93,SS004,Knowledge Architecture and Institutional Memory,6,6.98663,Supplier and Partner Optionality
94,SS006,Adaptive Governance and Emergency Decision Space,1,7.48733,Adaptive Governance and Emergency Decision Space
94,SS004,Knowledge Architecture and Institutional Memory,2,7.46959,Adaptive Governance and Emergency Decision Space
94,SS005,Supplier and Partner Optionality,3,7.30809,Adaptive Governance and Emergency Decision Space
94,SS002,Workforce Depth and Recovery Time,4,7.22534,Adaptive Governance and Emergency Decision Space
94,SS003,Critical Operations Redundancy,5,7.03162,Adaptive Governance and Emergency Decision Space
94,SS001,Cash Reserves and Liquidity Buffer,6,6.90445,Adaptive Governance and Emergency Decision Space
95,SS006,Adaptive Governance and Emergency Decision Space,1,7.74047,Adaptive Governance and Emergency Decision Space
95,SS002,Workforce Depth and Recovery Time,2,7.31622,Adaptive Governance and Emergency Decision Space
95,SS005,Supplier and Partner Optionality,3,7.26262,Adaptive Governance and Emergency Decision Space
95,SS003,Critical Operations Redundancy,4,7.16128,Adaptive Governance and Emergency Decision Space
95,SS004,Knowledge Architecture and Institutional Memory,5,7.07315,Adaptive Governance and Emergency Decision Space
95,SS001,Cash Reserves and Liquidity Buffer,6,6.73651,Adaptive Governance and Emergency Decision Space
96,SS006,Adaptive Governance and Emergency Decision Space,1,7.73855,Adaptive Governance and Emergency Decision Space
96,SS003,Critical Operations Redundancy,2,7.52468,Adaptive Governance and Emergency Decision Space
96,SS004,Knowledge Architecture and Institutional Memory,3,7.42267,Adaptive Governance and Emergency Decision Space
96,SS005,Supplier and Partner Optionality,4,7.33183,Adaptive Governance and Emergency Decision Space
96,SS002,Workforce Depth and Recovery Time,5,7.17203,Adaptive Governance and Emergency Decision Space
96,SS001,Cash Reserves and Liquidity Buffer,6,6.81176,Adaptive Governance and Emergency Decision Space
97,SS002,Workforce Depth and Recovery Time,1,7.65808,Workforce Depth and Recovery Time
97,SS005,Supplier and Partner Optionality,2,7.50439,Workforce Depth and Recovery Time
97,SS006,Adaptive Governance and Emergency Decision Space,3,7.37632,Workforce Depth and Recovery Time
97,SS003,Critical Operations Redundancy,4,7.34541,Workforce Depth and Recovery Time
97,SS004,Knowledge Architecture and Institutional Memory,5,7.21838,Workforce Depth and Recovery Time
97,SS001,Cash Reserves and Liquidity Buffer,6,7.00509,Workforce Depth and Recovery Time
98,SS003,Critical Operations Redundancy,1,7.68457,Critical Operations Redundancy
98,SS006,Adaptive Governance and Emergency Decision Space,2,7.43002,Critical Operations Redundancy
98,SS004,Knowledge Architecture and Institutional Memory,3,7.37088,Critical Operations Redundancy
98,SS002,Workforce Depth and Recovery Time,4,7.29256,Critical Operations Redundancy
98,SS005,Supplier and Partner Optionality,5,7.23347,Critical Operations Redundancy
98,SS001,Cash Reserves and Liquidity Buffer,6,6.69947,Critical Operations Redundancy
99,SS006,Adaptive Governance and Emergency Decision Space,1,7.63431,Adaptive Governance and Emergency Decision Space
99,SS005,Supplier and Partner Optionality,2,7.559,Adaptive Governance and Emergency Decision Space
99,SS004,Knowledge Architecture and Institutional Memory,3,7.39201,Adaptive Governance and Emergency Decision Space
99,SS003,Critical Operations Redundancy,4,7.33068,Adaptive Governance and Emergency Decision Space
99,SS002,Workforce Depth and Recovery Time,5,7.30347,Adaptive Governance and Emergency Decision Space
99,SS001,Cash Reserves and Liquidity Buffer,6,6.93295,Adaptive Governance and Emergency Decision Space
100,SS004,Knowledge Architecture and Institutional Memory,1,7.77744,Knowledge Architecture and Institutional Memory
100,SS006,Adaptive Governance and Emergency Decision Space,2,7.57328,Knowledge Architecture and Institutional Memory
100,SS002,Workforce Depth and Recovery Time,3,7.50064,Knowledge Architecture and Institutional Memory
100,SS005,Supplier and Partner Optionality,4,7.37127,Knowledge Architecture and Institutional Memory
100,SS003,Critical Operations Redundancy,5,7.29007,Knowledge Architecture and Institutional Memory
100,SS001,Cash Reserves and Liquidity Buffer,6,7.10636,Knowledge Architecture and Institutional Memory
101,SS003,Critical Operations Redundancy,1,7.66239,Critical Operations Redundancy
101,SS002,Workforce Depth and Recovery Time,2,7.45858,Critical Operations Redundancy
101,SS004,Knowledge Architecture and Institutional Memory,3,7.40127,Critical Operations Redundancy
101,SS006,Adaptive Governance and Emergency Decision Space,4,7.32715,Critical Operations Redundancy
101,SS005,Supplier and Partner Optionality,5,7.22742,Critical Operations Redundancy
101,SS001,Cash Reserves and Liquidity Buffer,6,6.8518,Critical Operations Redundancy
102,SS003,Critical Operations Redundancy,1,7.48174,Critical Operations Redundancy
102,SS004,Knowledge Architecture and Institutional Memory,2,7.3765,Critical Operations Redundancy
102,SS006,Adaptive Governance and Emergency Decision Space,3,7.37299,Critical Operations Redundancy
102,SS005,Supplier and Partner Optionality,4,7.34617,Critical Operations Redundancy
102,SS002,Workforce Depth and Recovery Time,5,7.16561,Critical Operations Redundancy
102,SS001,Cash Reserves and Liquidity Buffer,6,6.7338,Critical Operations Redundancy
103,SS003,Critical Operations Redundancy,1,7.42704,Critical Operations Redundancy
103,SS005,Supplier and Partner Optionality,2,7.38121,Critical Operations Redundancy
103,SS002,Workforce Depth and Recovery Time,3,7.30772,Critical Operations Redundancy
103,SS006,Adaptive Governance and Emergency Decision Space,4,7.20856,Critical Operations Redundancy
103,SS004,Knowledge Architecture and Institutional Memory,5,7.18724,Critical Operations Redundancy
103,SS001,Cash Reserves and Liquidity Buffer,6,6.86817,Critical Operations Redundancy
104,SS006,Adaptive Governance and Emergency Decision Space,1,7.56259,Adaptive Governance and Emergency Decision Space
104,SS005,Supplier and Partner Optionality,2,7.55259,Adaptive Governance and Emergency Decision Space
104,SS002,Workforce Depth and Recovery Time,3,7.52472,Adaptive Governance and Emergency Decision Space
104,SS004,Knowledge Architecture and Institutional Memory,4,7.09867,Adaptive Governance and Emergency Decision Space
104,SS003,Critical Operations Redundancy,5,7.07747,Adaptive Governance and Emergency Decision Space
104,SS001,Cash Reserves and Liquidity Buffer,6,7.06175,Adaptive Governance and Emergency Decision Space
105,SS004,Knowledge Architecture and Institutional Memory,1,7.59835,Knowledge Architecture and Institutional Memory
105,SS006,Adaptive Governance and Emergency Decision Space,2,7.55556,Knowledge Architecture and Institutional Memory
105,SS002,Workforce Depth and Recovery Time,3,7.17901,Knowledge Architecture and Institutional Memory
105,SS003,Critical Operations Redundancy,4,7.06774,Knowledge Architecture and Institutional Memory
105,SS005,Supplier and Partner Optionality,5,7.05678,Knowledge Architecture and Institutional Memory
105,SS001,Cash Reserves and Liquidity Buffer,6,7.00902,Knowledge Architecture and Institutional Memory
106,SS002,Workforce Depth and Recovery Time,1,7.66255,Workforce Depth and Recovery Time
106,SS005,Supplier and Partner Optionality,2,7.65769,Workforce Depth and Recovery Time
106,SS004,Knowledge Architecture and Institutional Memory,3,7.47127,Workforce Depth and Recovery Time
106,SS006,Adaptive Governance and Emergency Decision Space,4,7.45758,Workforce Depth and Recovery Time
106,SS001,Cash Reserves and Liquidity Buffer,5,7.12159,Workforce Depth and Recovery Time
106,SS003,Critical Operations Redundancy,6,7.04549,Workforce Depth and Recovery Time
107,SS006,Adaptive Governance and Emergency Decision Space,1,7.87858,Adaptive Governance and Emergency Decision Space
107,SS004,Knowledge Architecture and Institutional Memory,2,7.40348,Adaptive Governance and Emergency Decision Space
107,SS002,Workforce Depth and Recovery Time,3,7.34055,Adaptive Governance and Emergency Decision Space
107,SS005,Supplier and Partner Optionality,4,7.23411,Adaptive Governance and Emergency Decision Space
107,SS003,Critical Operations Redundancy,5,7.2019,Adaptive Governance and Emergency Decision Space
107,SS001,Cash Reserves and Liquidity Buffer,6,7.12241,Adaptive Governance and Emergency Decision Space
108,SS004,Knowledge Architecture and Institutional Memory,1,7.65175,Knowledge Architecture and Institutional Memory
108,SS003,Critical Operations Redundancy,2,7.55937,Knowledge Architecture and Institutional Memory
108,SS006,Adaptive Governance and Emergency Decision Space,3,7.4026,Knowledge Architecture and Institutional Memory
108,SS002,Workforce Depth and Recovery Time,4,7.39789,Knowledge Architecture and Institutional Memory
108,SS005,Supplier and Partner Optionality,5,7.35641,Knowledge Architecture and Institutional Memory
108,SS001,Cash Reserves and Liquidity Buffer,6,6.70373,Knowledge Architecture and Institutional Memory
109,SS006,Adaptive Governance and Emergency Decision Space,1,7.70301,Adaptive Governance and Emergency Decision Space
109,SS005,Supplier and Partner Optionality,2,7.43517,Adaptive Governance and Emergency Decision Space
109,SS004,Knowledge Architecture and Institutional Memory,3,7.41885,Adaptive Governance and Emergency Decision Space
109,SS002,Workforce Depth and Recovery Time,4,7.40885,Adaptive Governance and Emergency Decision Space
109,SS003,Critical Operations Redundancy,5,7.30352,Adaptive Governance and Emergency Decision Space
109,SS001,Cash Reserves and Liquidity Buffer,6,6.56356,Adaptive Governance and Emergency Decision Space
110,SS005,Supplier and Partner Optionality,1,7.45705,Supplier and Partner Optionality
110,SS003,Critical Operations Redundancy,2,7.34717,Supplier and Partner Optionality
110,SS004,Knowledge Architecture and Institutional Memory,3,7.27762,Supplier and Partner Optionality
110,SS006,Adaptive Governance and Emergency Decision Space,4,7.1607,Supplier and Partner Optionality
110,SS002,Workforce Depth and Recovery Time,5,7.13075,Supplier and Partner Optionality
110,SS001,Cash Reserves and Liquidity Buffer,6,7.06898,Supplier and Partner Optionality
111,SS006,Adaptive Governance and Emergency Decision Space,1,7.81303,Adaptive Governance and Emergency Decision Space
111,SS004,Knowledge Architecture and Institutional Memory,2,7.19039,Adaptive Governance and Emergency Decision Space
111,SS002,Workforce Depth and Recovery Time,3,7.18608,Adaptive Governance and Emergency Decision Space
111,SS005,Supplier and Partner Optionality,4,7.16792,Adaptive Governance and Emergency Decision Space
111,SS003,Critical Operations Redundancy,5,7.11988,Adaptive Governance and Emergency Decision Space
111,SS001,Cash Reserves and Liquidity Buffer,6,6.9081,Adaptive Governance and Emergency Decision Space
112,SS006,Adaptive Governance and Emergency Decision Space,1,7.69686,Adaptive Governance and Emergency Decision Space
112,SS002,Workforce Depth and Recovery Time,2,7.66101,Adaptive Governance and Emergency Decision Space
112,SS004,Knowledge Architecture and Institutional Memory,3,7.34734,Adaptive Governance and Emergency Decision Space
112,SS003,Critical Operations Redundancy,4,7.33654,Adaptive Governance and Emergency Decision Space
112,SS005,Supplier and Partner Optionality,5,7.31554,Adaptive Governance and Emergency Decision Space
112,SS001,Cash Reserves and Liquidity Buffer,6,6.88189,Adaptive Governance and Emergency Decision Space
113,SS006,Adaptive Governance and Emergency Decision Space,1,7.95012,Adaptive Governance and Emergency Decision Space
113,SS002,Workforce Depth and Recovery Time,2,7.83117,Adaptive Governance and Emergency Decision Space
113,SS005,Supplier and Partner Optionality,3,7.69285,Adaptive Governance and Emergency Decision Space
113,SS004,Knowledge Architecture and Institutional Memory,4,7.46839,Adaptive Governance and Emergency Decision Space
113,SS003,Critical Operations Redundancy,5,7.2879,Adaptive Governance and Emergency Decision Space
113,SS001,Cash Reserves and Liquidity Buffer,6,6.86686,Adaptive Governance and Emergency Decision Space
114,SS006,Adaptive Governance and Emergency Decision Space,1,7.66261,Adaptive Governance and Emergency Decision Space
114,SS004,Knowledge Architecture and Institutional Memory,2,7.48845,Adaptive Governance and Emergency Decision Space
114,SS005,Supplier and Partner Optionality,3,7.34255,Adaptive Governance and Emergency Decision Space
114,SS002,Workforce Depth and Recovery Time,4,7.32237,Adaptive Governance and Emergency Decision Space
114,SS003,Critical Operations Redundancy,5,7.27123,Adaptive Governance and Emergency Decision Space
114,SS001,Cash Reserves and Liquidity Buffer,6,6.86245,Adaptive Governance and Emergency Decision Space
115,SS004,Knowledge Architecture and Institutional Memory,1,7.37081,Knowledge Architecture and Institutional Memory
115,SS005,Supplier and Partner Optionality,2,7.36801,Knowledge Architecture and Institutional Memory
115,SS003,Critical Operations Redundancy,3,7.34509,Knowledge Architecture and Institutional Memory
115,SS006,Adaptive Governance and Emergency Decision Space,4,7.28103,Knowledge Architecture and Institutional Memory
115,SS002,Workforce Depth and Recovery Time,5,6.95619,Knowledge Architecture and Institutional Memory
115,SS001,Cash Reserves and Liquidity Buffer,6,6.9045,Knowledge Architecture and Institutional Memory
116,SS003,Critical Operations Redundancy,1,7.8285,Critical Operations Redundancy
116,SS006,Adaptive Governance and Emergency Decision Space,2,7.46966,Critical Operations Redundancy
116,SS005,Supplier and Partner Optionality,3,7.40163,Critical Operations Redundancy
116,SS002,Workforce Depth and Recovery Time,4,7.39177,Critical Operations Redundancy
116,SS004,Knowledge Architecture and Institutional Memory,5,7.29374,Critical Operations Redundancy
116,SS001,Cash Reserves and Liquidity Buffer,6,6.99549,Critical Operations Redundancy
117,SS005,Supplier and Partner Optionality,1,7.57553,Supplier and Partner Optionality
117,SS004,Knowledge Architecture and Institutional Memory,2,7.54529,Supplier and Partner Optionality
117,SS002,Workforce Depth and Recovery Time,3,7.51048,Supplier and Partner Optionality
117,SS006,Adaptive Governance and Emergency Decision Space,4,7.45208,Supplier and Partner Optionality
117,SS003,Critical Operations Redundancy,5,7.32275,Supplier and Partner Optionality
117,SS001,Cash Reserves and Liquidity Buffer,6,6.89663,Supplier and Partner Optionality
118,SS002,Workforce Depth and Recovery Time,1,7.53165,Workforce Depth and Recovery Time
118,SS006,Adaptive Governance and Emergency Decision Space,2,7.3855,Workforce Depth and Recovery Time
118,SS005,Supplier and Partner Optionality,3,7.37569,Workforce Depth and Recovery Time
118,SS004,Knowledge Architecture and Institutional Memory,4,7.31635,Workforce Depth and Recovery Time
118,SS001,Cash Reserves and Liquidity Buffer,5,7.20024,Workforce Depth and Recovery Time
118,SS003,Critical Operations Redundancy,6,7.175,Workforce Depth and Recovery Time
119,SS002,Workforce Depth and Recovery Time,1,7.45718,Workforce Depth and Recovery Time
119,SS004,Knowledge Architecture and Institutional Memory,2,7.43969,Workforce Depth and Recovery Time
119,SS006,Adaptive Governance and Emergency Decision Space,3,7.3505,Workforce Depth and Recovery Time
119,SS005,Supplier and Partner Optionality,4,7.24875,Workforce Depth and Recovery Time
119,SS003,Critical Operations Redundancy,5,7.22872,Workforce Depth and Recovery Time
119,SS001,Cash Reserves and Liquidity Buffer,6,7.20059,Workforce Depth and Recovery Time
120,SS001,Cash Reserves and Liquidity Buffer,1,7.53202,Cash Reserves and Liquidity Buffer
120,SS004,Knowledge Architecture and Institutional Memory,2,7.52592,Cash Reserves and Liquidity Buffer
120,SS006,Adaptive Governance and Emergency Decision Space,3,7.5059,Cash Reserves and Liquidity Buffer
120,SS005,Supplier and Partner Optionality,4,7.30962,Cash Reserves and Liquidity Buffer
120,SS003,Critical Operations Redundancy,5,7.27249,Cash Reserves and Liquidity Buffer
120,SS002,Workforce Depth and Recovery Time,6,7.26532,Cash Reserves and Liquidity Buffer
121,SS006,Adaptive Governance and Emergency Decision Space,1,7.57658,Adaptive Governance and Emergency Decision Space
121,SS004,Knowledge Architecture and Institutional Memory,2,7.45471,Adaptive Governance and Emergency Decision Space
121,SS002,Workforce Depth and Recovery Time,3,7.2571,Adaptive Governance and Emergency Decision Space
121,SS003,Critical Operations Redundancy,4,7.11606,Adaptive Governance and Emergency Decision Space
121,SS005,Supplier and Partner Optionality,5,7.08978,Adaptive Governance and Emergency Decision Space
121,SS001,Cash Reserves and Liquidity Buffer,6,6.64092,Adaptive Governance and Emergency Decision Space
122,SS006,Adaptive Governance and Emergency Decision Space,1,7.52468,Adaptive Governance and Emergency Decision Space
122,SS003,Critical Operations Redundancy,2,7.52303,Adaptive Governance and Emergency Decision Space
122,SS004,Knowledge Architecture and Institutional Memory,3,7.44502,Adaptive Governance and Emergency Decision Space
122,SS002,Workforce Depth and Recovery Time,4,7.43134,Adaptive Governance and Emergency Decision Space
122,SS005,Supplier and Partner Optionality,5,7.23478,Adaptive Governance and Emergency Decision Space
122,SS001,Cash Reserves and Liquidity Buffer,6,6.94254,Adaptive Governance and Emergency Decision Space
123,SS002,Workforce Depth and Recovery Time,1,7.7204,Workforce Depth and Recovery Time
123,SS005,Supplier and Partner Optionality,2,7.29824,Workforce Depth and Recovery Time
123,SS006,Adaptive Governance and Emergency Decision Space,3,7.19534,Workforce Depth and Recovery Time
123,SS004,Knowledge Architecture and Institutional Memory,4,7.19226,Workforce Depth and Recovery Time
123,SS003,Critical Operations Redundancy,5,7.15971,Workforce Depth and Recovery Time
123,SS001,Cash Reserves and Liquidity Buffer,6,7.11741,Workforce Depth and Recovery Time
124,SS002,Workforce Depth and Recovery Time,1,7.58382,Workforce Depth and Recovery Time
124,SS003,Critical Operations Redundancy,2,7.50375,Workforce Depth and Recovery Time
124,SS004,Knowledge Architecture and Institutional Memory,3,7.43941,Workforce Depth and Recovery Time
124,SS005,Supplier and Partner Optionality,4,7.27661,Workforce Depth and Recovery Time
124,SS001,Cash Reserves and Liquidity Buffer,5,7.11564,Workforce Depth and Recovery Time
124,SS006,Adaptive Governance and Emergency Decision Space,6,6.99285,Workforce Depth and Recovery Time
125,SS006,Adaptive Governance and Emergency Decision Space,1,7.45868,Adaptive Governance and Emergency Decision Space
125,SS004,Knowledge Architecture and Institutional Memory,2,7.29715,Adaptive Governance and Emergency Decision Space
125,SS002,Workforce Depth and Recovery Time,3,7.29299,Adaptive Governance and Emergency Decision Space
125,SS001,Cash Reserves and Liquidity Buffer,4,7.2245,Adaptive Governance and Emergency Decision Space
125,SS005,Supplier and Partner Optionality,5,7.07952,Adaptive Governance and Emergency Decision Space
125,SS003,Critical Operations Redundancy,6,7.0121,Adaptive Governance and Emergency Decision Space
126,SS002,Workforce Depth and Recovery Time,1,7.70874,Workforce Depth and Recovery Time
126,SS005,Supplier and Partner Optionality,2,7.58375,Workforce Depth and Recovery Time
126,SS006,Adaptive Governance and Emergency Decision Space,3,7.49545,Workforce Depth and Recovery Time
126,SS004,Knowledge Architecture and Institutional Memory,4,7.16173,Workforce Depth and Recovery Time
126,SS003,Critical Operations Redundancy,5,6.98689,Workforce Depth and Recovery Time
126,SS001,Cash Reserves and Liquidity Buffer,6,6.89979,Workforce Depth and Recovery Time
127,SS006,Adaptive Governance and Emergency Decision Space,1,7.43726,Adaptive Governance and Emergency Decision Space
127,SS005,Supplier and Partner Optionality,2,7.41111,Adaptive Governance and Emergency Decision Space
127,SS002,Workforce Depth and Recovery Time,3,7.40774,Adaptive Governance and Emergency Decision Space
127,SS004,Knowledge Architecture and Institutional Memory,4,7.31847,Adaptive Governance and Emergency Decision Space
127,SS003,Critical Operations Redundancy,5,7.02763,Adaptive Governance and Emergency Decision Space
127,SS001,Cash Reserves and Liquidity Buffer,6,6.77274,Adaptive Governance and Emergency Decision Space
128,SS006,Adaptive Governance and Emergency Decision Space,1,7.61799,Adaptive Governance and Emergency Decision Space
128,SS002,Workforce Depth and Recovery Time,2,7.29211,Adaptive Governance and Emergency Decision Space
128,SS005,Supplier and Partner Optionality,3,7.25301,Adaptive Governance and Emergency Decision Space
128,SS004,Knowledge Architecture and Institutional Memory,4,7.18209,Adaptive Governance and Emergency Decision Space
128,SS003,Critical Operations Redundancy,5,7.15623,Adaptive Governance and Emergency Decision Space
128,SS001,Cash Reserves and Liquidity Buffer,6,6.95632,Adaptive Governance and Emergency Decision Space
129,SS005,Supplier and Partner Optionality,1,7.61328,Supplier and Partner Optionality
129,SS002,Workforce Depth and Recovery Time,2,7.58237,Supplier and Partner Optionality
129,SS003,Critical Operations Redundancy,3,7.43292,Supplier and Partner Optionality
129,SS006,Adaptive Governance and Emergency Decision Space,4,7.39308,Supplier and Partner Optionality
129,SS004,Knowledge Architecture and Institutional Memory,5,7.08725,Supplier and Partner Optionality
129,SS001,Cash Reserves and Liquidity Buffer,6,6.87773,Supplier and Partner Optionality
130,SS002,Workforce Depth and Recovery Time,1,7.42519,Workforce Depth and Recovery Time
130,SS004,Knowledge Architecture and Institutional Memory,2,7.36253,Workforce Depth and Recovery Time
130,SS005,Supplier and Partner Optionality,3,7.2104,Workforce Depth and Recovery Time
130,SS006,Adaptive Governance and Emergency Decision Space,4,7.18654,Workforce Depth and Recovery Time
130,SS003,Critical Operations Redundancy,5,7.18353,Workforce Depth and Recovery Time
130,SS001,Cash Reserves and Liquidity Buffer,6,6.64277,Workforce Depth and Recovery Time
131,SS006,Adaptive Governance and Emergency Decision Space,1,7.59314,Adaptive Governance and Emergency Decision Space
131,SS004,Knowledge Architecture and Institutional Memory,2,7.56695,Adaptive Governance and Emergency Decision Space
131,SS003,Critical Operations Redundancy,3,7.22742,Adaptive Governance and Emergency Decision Space
131,SS005,Supplier and Partner Optionality,4,7.20854,Adaptive Governance and Emergency Decision Space
131,SS002,Workforce Depth and Recovery Time,5,6.9612,Adaptive Governance and Emergency Decision Space
131,SS001,Cash Reserves and Liquidity Buffer,6,6.7627,Adaptive Governance and Emergency Decision Space
132,SS006,Adaptive Governance and Emergency Decision Space,1,7.49927,Adaptive Governance and Emergency Decision Space
132,SS002,Workforce Depth and Recovery Time,2,7.45197,Adaptive Governance and Emergency Decision Space
132,SS004,Knowledge Architecture and Institutional Memory,3,7.44974,Adaptive Governance and Emergency Decision Space
132,SS005,Supplier and Partner Optionality,4,7.35869,Adaptive Governance and Emergency Decision Space
132,SS003,Critical Operations Redundancy,5,7.3215,Adaptive Governance and Emergency Decision Space
132,SS001,Cash Reserves and Liquidity Buffer,6,6.77572,Adaptive Governance and Emergency Decision Space
133,SS004,Knowledge Architecture and Institutional Memory,1,7.40027,Knowledge Architecture and Institutional Memory
133,SS002,Workforce Depth and Recovery Time,2,7.36414,Knowledge Architecture and Institutional Memory
133,SS003,Critical Operations Redundancy,3,7.30547,Knowledge Architecture and Institutional Memory
133,SS006,Adaptive Governance and Emergency Decision Space,4,7.30534,Knowledge Architecture and Institutional Memory
133,SS005,Supplier and Partner Optionality,5,7.24514,Knowledge Architecture and Institutional Memory
133,SS001,Cash Reserves and Liquidity Buffer,6,6.536,Knowledge Architecture and Institutional Memory
134,SS005,Supplier and Partner Optionality,1,7.49107,Supplier and Partner Optionality
134,SS002,Workforce Depth and Recovery Time,2,7.45049,Supplier and Partner Optionality
134,SS003,Critical Operations Redundancy,3,7.42934,Supplier and Partner Optionality
134,SS006,Adaptive Governance and Emergency Decision Space,4,7.07381,Supplier and Partner Optionality
134,SS004,Knowledge Architecture and Institutional Memory,5,6.98215,Supplier and Partner Optionality
134,SS001,Cash Reserves and Liquidity Buffer,6,6.9173,Supplier and Partner Optionality
135,SS006,Adaptive Governance and Emergency Decision Space,1,7.82355,Adaptive Governance and Emergency Decision Space
135,SS002,Workforce Depth and Recovery Time,2,7.57972,Adaptive Governance and Emergency Decision Space
135,SS003,Critical Operations Redundancy,3,7.53993,Adaptive Governance and Emergency Decision Space
135,SS004,Knowledge Architecture and Institutional Memory,4,7.31402,Adaptive Governance and Emergency Decision Space
135,SS005,Supplier and Partner Optionality,5,7.26571,Adaptive Governance and Emergency Decision Space
135,SS001,Cash Reserves and Liquidity Buffer,6,6.87701,Adaptive Governance and Emergency Decision Space
136,SS005,Supplier and Partner Optionality,1,7.61727,Supplier and Partner Optionality
136,SS006,Adaptive Governance and Emergency Decision Space,2,7.52587,Supplier and Partner Optionality
136,SS002,Workforce Depth and Recovery Time,3,7.49298,Supplier and Partner Optionality
136,SS003,Critical Operations Redundancy,4,7.48407,Supplier and Partner Optionality
136,SS004,Knowledge Architecture and Institutional Memory,5,7.27537,Supplier and Partner Optionality
136,SS001,Cash Reserves and Liquidity Buffer,6,6.86201,Supplier and Partner Optionality
137,SS004,Knowledge Architecture and Institutional Memory,1,7.55142,Knowledge Architecture and Institutional Memory
137,SS002,Workforce Depth and Recovery Time,2,7.52201,Knowledge Architecture and Institutional Memory
137,SS003,Critical Operations Redundancy,3,7.49308,Knowledge Architecture and Institutional Memory
137,SS006,Adaptive Governance and Emergency Decision Space,4,7.38628,Knowledge Architecture and Institutional Memory
137,SS005,Supplier and Partner Optionality,5,7.24078,Knowledge Architecture and Institutional Memory
137,SS001,Cash Reserves and Liquidity Buffer,6,6.9727,Knowledge Architecture and Institutional Memory
138,SS002,Workforce Depth and Recovery Time,1,7.68767,Workforce Depth and Recovery Time
138,SS006,Adaptive Governance and Emergency Decision Space,2,7.33579,Workforce Depth and Recovery Time
138,SS005,Supplier and Partner Optionality,3,7.30476,Workforce Depth and Recovery Time
138,SS001,Cash Reserves and Liquidity Buffer,4,7.19548,Workforce Depth and Recovery Time
138,SS004,Knowledge Architecture and Institutional Memory,5,7.19539,Workforce Depth and Recovery Time
138,SS003,Critical Operations Redundancy,6,7.05635,Workforce Depth and Recovery Time
139,SS006,Adaptive Governance and Emergency Decision Space,1,7.73571,Adaptive Governance and Emergency Decision Space
139,SS005,Supplier and Partner Optionality,2,7.5603,Adaptive Governance and Emergency Decision Space
139,SS002,Workforce Depth and Recovery Time,3,7.36848,Adaptive Governance and Emergency Decision Space
139,SS004,Knowledge Architecture and Institutional Memory,4,7.23973,Adaptive Governance and Emergency Decision Space
139,SS003,Critical Operations Redundancy,5,7.04616,Adaptive Governance and Emergency Decision Space
139,SS001,Cash Reserves and Liquidity Buffer,6,6.85217,Adaptive Governance and Emergency Decision Space
140,SS004,Knowledge Architecture and Institutional Memory,1,7.76004,Knowledge Architecture and Institutional Memory
140,SS002,Workforce Depth and Recovery Time,2,7.47399,Knowledge Architecture and Institutional Memory
140,SS005,Supplier and Partner Optionality,3,7.41665,Knowledge Architecture and Institutional Memory
140,SS003,Critical Operations Redundancy,4,7.26663,Knowledge Architecture and Institutional Memory
140,SS006,Adaptive Governance and Emergency Decision Space,5,7.18154,Knowledge Architecture and Institutional Memory
140,SS001,Cash Reserves and Liquidity Buffer,6,6.56298,Knowledge Architecture and Institutional Memory
141,SS002,Workforce Depth and Recovery Time,1,7.68568,Workforce Depth and Recovery Time
141,SS003,Critical Operations Redundancy,2,7.65179,Workforce Depth and Recovery Time
141,SS004,Knowledge Architecture and Institutional Memory,3,7.48978,Workforce Depth and Recovery Time
141,SS005,Supplier and Partner Optionality,4,7.34876,Workforce Depth and Recovery Time
141,SS006,Adaptive Governance and Emergency Decision Space,5,7.19057,Workforce Depth and Recovery Time
141,SS001,Cash Reserves and Liquidity Buffer,6,6.87223,Workforce Depth and Recovery Time
142,SS004,Knowledge Architecture and Institutional Memory,1,7.55006,Knowledge Architecture and Institutional Memory
142,SS006,Adaptive Governance and Emergency Decision Space,2,7.52099,Knowledge Architecture and Institutional Memory
142,SS003,Critical Operations Redundancy,3,7.32299,Knowledge Architecture and Institutional Memory
142,SS002,Workforce Depth and Recovery Time,4,7.27384,Knowledge Architecture and Institutional Memory
142,SS005,Supplier and Partner Optionality,5,7.24778,Knowledge Architecture and Institutional Memory
142,SS001,Cash Reserves and Liquidity Buffer,6,6.54558,Knowledge Architecture and Institutional Memory
143,SS006,Adaptive Governance and Emergency Decision Space,1,7.69256,Adaptive Governance and Emergency Decision Space
143,SS002,Workforce Depth and Recovery Time,2,7.47159,Adaptive Governance and Emergency Decision Space
143,SS004,Knowledge Architecture and Institutional Memory,3,7.3479,Adaptive Governance and Emergency Decision Space
143,SS005,Supplier and Partner Optionality,4,7.34275,Adaptive Governance and Emergency Decision Space
143,SS001,Cash Reserves and Liquidity Buffer,5,7.06795,Adaptive Governance and Emergency Decision Space
143,SS003,Critical Operations Redundancy,6,6.80826,Adaptive Governance and Emergency Decision Space
144,SS003,Critical Operations Redundancy,1,7.3556,Critical Operations Redundancy
144,SS004,Knowledge Architecture and Institutional Memory,2,7.35007,Critical Operations Redundancy
144,SS006,Adaptive Governance and Emergency Decision Space,3,7.26784,Critical Operations Redundancy
144,SS001,Cash Reserves and Liquidity Buffer,4,7.0825,Critical Operations Redundancy
