system_id,system,system_domain,time,event,stress_load,response_capacity,governance_function,dependency_coupling,equity_adjusted_function
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,37,background adaptive governance stress,0.16708,0.44491,1.0,0.74732,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,38,background adaptive governance stress,0.16692,0.44507,1.0,0.74576,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,39,background adaptive governance stress,0.16769,0.44522,1.0,0.74422,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,40,background adaptive governance stress,0.16576,0.44538,1.0,0.74263,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,41,background adaptive governance stress,0.16589,0.44554,1.0,0.74105,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,42,Public trust shock after failed adaptation project,0.83728,0.44569,1.0,0.75289,0.85104
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,43,background adaptive governance stress,0.16532,0.44451,1.0,0.75131,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,44,background adaptive governance stress,0.16624,0.44467,1.0,0.74974,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,45,background adaptive governance stress,0.16543,0.44483,1.0,0.74816,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,46,background adaptive governance stress,0.16729,0.44498,1.0,0.74661,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,47,background adaptive governance stress,0.16883,0.44514,1.0,0.74509,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,48,background adaptive governance stress,0.16618,0.44529,1.0,0.74352,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,49,background adaptive governance stress,0.16924,0.44545,1.0,0.742,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,50,background adaptive governance stress,0.16758,0.4456,1.0,0.74045,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,51,background adaptive governance stress,0.17143,0.44575,1.0,0.73898,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,52,background adaptive governance stress,0.17046,0.4459,1.0,0.73748,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,53,background adaptive governance stress,0.16795,0.44605,1.0,0.73593,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,54,background adaptive governance stress,0.16596,0.44621,1.0,0.73434,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,55,background adaptive governance stress,0.16936,0.44637,1.0,0.73282,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,56,Data-platform disruption and misinformation surge,0.85363,0.44652,1.0,0.74498,0.86224
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,57,background adaptive governance stress,0.17367,0.4453,1.0,0.74356,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,58,background adaptive governance stress,0.17146,0.44544,1.0,0.74209,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,59,background adaptive governance stress,0.16762,0.44559,1.0,0.74054,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,60,background adaptive governance stress,0.17025,0.44575,1.0,0.73904,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,61,background adaptive governance stress,0.17325,0.4459,1.0,0.7376,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,62,background adaptive governance stress,0.17352,0.44604,1.0,0.73616,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,63,background adaptive governance stress,0.1709,0.44618,1.0,0.73467,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,64,background adaptive governance stress,0.17057,0.44633,1.0,0.73318,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,65,background adaptive governance stress,0.17276,0.44648,1.0,0.73172,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,66,background adaptive governance stress,0.1697,0.44663,1.0,0.7302,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,67,background adaptive governance stress,0.17212,0.44678,1.0,0.72873,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,68,background adaptive governance stress,0.16949,0.44693,1.0,0.7272,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,69,background adaptive governance stress,0.17118,0.44708,1.0,0.72571,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,70,Compound governance crisis with equity and legal contestation,0.95226,0.44723,1.0,0.73983,0.83984
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,71,background adaptive governance stress,0.17585,0.44582,1.0,0.73845,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,72,background adaptive governance stress,0.17001,0.44596,1.0,0.73694,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,73,background adaptive governance stress,0.17354,0.44611,1.0,0.7355,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,74,background adaptive governance stress,0.16986,0.44625,1.0,0.73399,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,75,background adaptive governance stress,0.17142,0.4464,1.0,0.73251,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,76,background adaptive governance stress,0.17222,0.44655,1.0,0.73104,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,77,background adaptive governance stress,0.17397,0.4467,1.0,0.72961,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,78,background adaptive governance stress,0.172,0.44684,1.0,0.72813,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,79,background adaptive governance stress,0.17495,0.44699,1.0,0.72672,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,0,background adaptive governance stress,0.16726,0.4662,1.0,0.81822,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,1,background adaptive governance stress,0.16789,0.46638,1.0,0.81644,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,2,background adaptive governance stress,0.16296,0.46656,1.0,0.81457,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,3,background adaptive governance stress,0.16446,0.46674,1.0,0.81273,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,4,background adaptive governance stress,0.1677,0.46693,1.0,0.81094,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,5,background adaptive governance stress,0.16537,0.46711,1.0,0.80911,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,6,background adaptive governance stress,0.16341,0.46729,1.0,0.80724,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,7,background adaptive governance stress,0.16482,0.46748,1.0,0.8054,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,8,background adaptive governance stress,0.16334,0.46766,1.0,0.80352,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,9,background adaptive governance stress,0.16518,0.46785,1.0,0.80168,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,10,background adaptive governance stress,0.16481,0.46803,1.0,0.79982,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,11,background adaptive governance stress,0.1682,0.46822,1.0,0.79804,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,12,Extreme climate uncertainty and conflicting projections,0.82364,0.4684,1.0,0.80936,0.8712
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,13,background adaptive governance stress,0.16863,0.46726,1.0,0.80759,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,14,background adaptive governance stress,0.16938,0.46744,1.0,0.80584,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,15,background adaptive governance stress,0.16605,0.46762,1.0,0.80401,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,16,background adaptive governance stress,0.17008,0.4678,1.0,0.80227,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,17,background adaptive governance stress,0.16784,0.46797,1.0,0.80048,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,18,background adaptive governance stress,0.16572,0.46815,1.0,0.79864,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,19,background adaptive governance stress,0.16923,0.46834,1.0,0.79688,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,20,background adaptive governance stress,0.17095,0.46851,1.0,0.79514,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,21,background adaptive governance stress,0.1689,0.46869,1.0,0.79336,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,22,background adaptive governance stress,0.16703,0.46886,1.0,0.79155,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,23,background adaptive governance stress,0.16627,0.46905,1.0,0.78971,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,24,background adaptive governance stress,0.16502,0.46923,1.0,0.78785,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,25,background adaptive governance stress,0.16716,0.46941,1.0,0.78603,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,26,background adaptive governance stress,0.16993,0.4696,1.0,0.78426,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,27,Multi-agency coordination breakdown during compound event,0.87114,0.46977,1.0,0.79652,0.8544
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,28,background adaptive governance stress,0.16772,0.46855,1.0,0.79472,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,29,background adaptive governance stress,0.17322,0.46873,1.0,0.79303,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,30,background adaptive governance stress,0.17078,0.4689,1.0,0.79129,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,31,background adaptive governance stress,0.16884,0.46907,1.0,0.7895,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,32,background adaptive governance stress,0.16992,0.46925,1.0,0.78774,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,33,background adaptive governance stress,0.1706,0.46943,1.0,0.78599,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,34,background adaptive governance stress,0.17044,0.4696,1.0,0.78423,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,35,background adaptive governance stress,0.16771,0.46978,1.0,0.78242,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,36,background adaptive governance stress,0.16871,0.46996,1.0,0.78062,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,37,background adaptive governance stress,0.17087,0.47014,1.0,0.77887,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,38,background adaptive governance stress,0.17033,0.47031,1.0,0.7771,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,39,background adaptive governance stress,0.16809,0.47049,1.0,0.77529,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,40,background adaptive governance stress,0.17057,0.47067,1.0,0.77352,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,41,background adaptive governance stress,0.16911,0.47085,1.0,0.77172,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,42,Public trust shock after failed adaptation project,0.83974,0.47103,1.0,0.78334,0.8488
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,43,background adaptive governance stress,0.17049,0.46987,1.0,0.78158,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,44,background adaptive governance stress,0.17048,0.47004,1.0,0.77982,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,45,background adaptive governance stress,0.17321,0.47022,1.0,0.77811,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,46,background adaptive governance stress,0.17345,0.47039,1.0,0.77641,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,47,background adaptive governance stress,0.17245,0.47056,1.0,0.77468,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,48,background adaptive governance stress,0.16925,0.47073,1.0,0.77289,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,49,background adaptive governance stress,0.16963,0.47091,1.0,0.7711,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,50,background adaptive governance stress,0.1733,0.47109,1.0,0.76938,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,51,background adaptive governance stress,0.17343,0.47126,1.0,0.76767,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,52,background adaptive governance stress,0.16977,0.47143,1.0,0.76588,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,53,background adaptive governance stress,0.16937,0.47161,1.0,0.76408,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,54,background adaptive governance stress,0.17163,0.47179,1.0,0.76232,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,55,background adaptive governance stress,0.16992,0.47197,1.0,0.76053,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,56,Data-platform disruption and misinformation surge,0.85584,0.47215,1.0,0.77245,0.86
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,57,background adaptive governance stress,0.1711,0.47096,1.0,0.77069,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,58,background adaptive governance stress,0.17254,0.47113,1.0,0.76896,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,59,background adaptive governance stress,0.17445,0.4713,1.0,0.76726,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,60,background adaptive governance stress,0.17069,0.47147,1.0,0.76549,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,61,background adaptive governance stress,0.17213,0.47165,1.0,0.76375,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,62,background adaptive governance stress,0.17203,0.47183,1.0,0.762,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,63,background adaptive governance stress,0.17319,0.472,1.0,0.76027,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,64,background adaptive governance stress,0.17293,0.47217,1.0,0.75853,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,65,background adaptive governance stress,0.17492,0.47235,1.0,0.75683,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,66,background adaptive governance stress,0.17482,0.47252,1.0,0.75513,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,67,background adaptive governance stress,0.17171,0.47269,1.0,0.75337,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,68,background adaptive governance stress,0.17037,0.47286,1.0,0.75157,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,69,background adaptive governance stress,0.17105,0.47304,1.0,0.74979,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,70,Compound governance crisis with equity and legal contestation,0.95418,0.47322,1.0,0.76367,0.8376
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,71,background adaptive governance stress,0.175,0.47183,1.0,0.76198,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,72,background adaptive governance stress,0.1742,0.472,1.0,0.76027,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,73,background adaptive governance stress,0.17529,0.47217,1.0,0.75858,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,74,background adaptive governance stress,0.17552,0.47234,1.0,0.7569,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,75,background adaptive governance stress,0.17088,0.47251,1.0,0.75512,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,76,background adaptive governance stress,0.17598,0.47269,1.0,0.75344,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,77,background adaptive governance stress,0.17708,0.47286,1.0,0.75178,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,78,background adaptive governance stress,0.17689,0.47302,1.0,0.75011,1.0
SYS004,Disaster Risk Governance and Recovery Institution,disaster risk reduction and recovery,79,background adaptive governance stress,0.1725,0.47319,1.0,0.74836,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,0,background adaptive governance stress,0.15492,0.548,1.0,0.63707,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,1,background adaptive governance stress,0.15085,0.54829,1.0,0.63406,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,2,background adaptive governance stress,0.15198,0.54859,1.0,0.63106,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,3,background adaptive governance stress,0.14989,0.54889,1.0,0.62802,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,4,background adaptive governance stress,0.15226,0.5492,1.0,0.62503,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,5,background adaptive governance stress,0.15082,0.5495,1.0,0.622,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,6,background adaptive governance stress,0.15139,0.5498,1.0,0.61898,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,7,background adaptive governance stress,0.1527,0.5501,1.0,0.61598,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,8,background adaptive governance stress,0.14981,0.5504,1.0,0.61292,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,9,background adaptive governance stress,0.15205,0.55071,1.0,0.60991,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,10,background adaptive governance stress,0.15048,0.55101,1.0,0.60685,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,11,background adaptive governance stress,0.14976,0.55131,1.0,0.60378,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,12,Extreme climate uncertainty and conflicting projections,0.8081,0.55162,1.0,0.61388,0.86896
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,13,background adaptive governance stress,0.15113,0.55061,1.0,0.61084,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,14,background adaptive governance stress,0.15096,0.55092,1.0,0.6078,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,15,background adaptive governance stress,0.15431,0.55122,1.0,0.60483,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,16,background adaptive governance stress,0.15039,0.55152,1.0,0.60177,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,17,background adaptive governance stress,0.15214,0.55182,1.0,0.59874,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,18,background adaptive governance stress,0.15153,0.55213,1.0,0.5957,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,19,background adaptive governance stress,0.15018,0.55243,1.0,0.59262,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,20,background adaptive governance stress,0.15345,0.55274,1.0,0.58961,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,21,background adaptive governance stress,0.15213,0.55304,1.0,0.58657,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,22,background adaptive governance stress,0.15509,0.55334,1.0,0.58359,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,23,background adaptive governance stress,0.15027,0.55364,1.0,0.5805,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,24,background adaptive governance stress,0.14902,0.55395,1.0,0.57739,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,25,background adaptive governance stress,0.14817,0.55426,1.0,0.57426,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,26,background adaptive governance stress,0.14925,0.55457,1.0,0.57114,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,27,Multi-agency coordination breakdown during compound event,0.85409,0.55489,1.0,0.58212,0.85216
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,28,background adaptive governance stress,0.14835,0.55379,1.0,0.57899,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,29,background adaptive governance stress,0.15159,0.5541,1.0,0.57593,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,30,background adaptive governance stress,0.15107,0.55441,1.0,0.57285,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,31,background adaptive governance stress,0.15312,0.55471,1.0,0.56981,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,32,background adaptive governance stress,0.15202,0.55502,1.0,0.56675,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,33,background adaptive governance stress,0.15136,0.55533,1.0,0.56367,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,34,background adaptive governance stress,0.15365,0.55563,1.0,0.56063,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,35,background adaptive governance stress,0.15464,0.55594,1.0,0.55761,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,36,background adaptive governance stress,0.15262,0.55624,1.0,0.55454,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,37,background adaptive governance stress,0.15264,0.55655,1.0,0.55147,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,38,background adaptive governance stress,0.14915,0.55685,1.0,0.54833,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,39,background adaptive governance stress,0.15104,0.55717,1.0,0.54522,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,40,background adaptive governance stress,0.15087,0.55748,1.0,0.54211,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,41,background adaptive governance stress,0.1502,0.55779,1.0,0.53897,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,42,Public trust shock after failed adaptation project,0.82112,0.5581,1.0,0.54926,0.84656
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,43,background adaptive governance stress,0.15392,0.55707,1.0,0.54621,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,44,background adaptive governance stress,0.15134,0.55738,1.0,0.5431,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,45,background adaptive governance stress,0.15445,0.55769,1.0,0.54006,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,46,background adaptive governance stress,0.15403,0.55799,1.0,0.537,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,47,background adaptive governance stress,0.15117,0.5583,1.0,0.53388,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,48,background adaptive governance stress,0.14906,0.55861,1.0,0.53072,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,49,background adaptive governance stress,0.14944,0.55893,1.0,0.52756,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,50,background adaptive governance stress,0.14876,0.55924,1.0,0.52438,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,51,background adaptive governance stress,0.14934,0.55956,1.0,0.52122,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,52,background adaptive governance stress,0.15024,0.55988,1.0,0.51806,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,53,background adaptive governance stress,0.1481,0.56019,1.0,0.51486,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,54,background adaptive governance stress,0.1499,0.56051,1.0,0.51169,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,55,background adaptive governance stress,0.14995,0.56083,1.0,0.50852,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,56,Data-platform disruption and misinformation surge,0.83568,0.56115,1.0,0.51906,0.85776
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,57,background adaptive governance stress,0.1511,0.56009,1.0,0.51593,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,58,background adaptive governance stress,0.15265,0.56041,1.0,0.51281,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,59,background adaptive governance stress,0.15166,0.56072,1.0,0.50968,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,60,background adaptive governance stress,0.15437,0.56103,1.0,0.5066,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,61,background adaptive governance stress,0.1513,0.56134,1.0,0.50345,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,62,background adaptive governance stress,0.15027,0.56166,1.0,0.50027,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,63,background adaptive governance stress,0.15316,0.56197,1.0,0.49716,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,64,background adaptive governance stress,0.15296,0.56228,1.0,0.49403,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,65,background adaptive governance stress,0.14966,0.5626,1.0,0.49083,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,66,background adaptive governance stress,0.1545,0.56292,1.0,0.48773,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,67,background adaptive governance stress,0.1488,0.56323,1.0,0.48451,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,68,background adaptive governance stress,0.15117,0.56355,1.0,0.48134,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,69,background adaptive governance stress,0.149,0.56387,1.0,0.47811,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,70,Compound governance crisis with equity and legal contestation,0.93245,0.56419,1.0,0.49056,0.83536
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,71,background adaptive governance stress,0.15124,0.56294,1.0,0.48739,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,72,background adaptive governance stress,0.14957,0.56326,1.0,0.48419,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,73,background adaptive governance stress,0.1522,0.56358,1.0,0.48103,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,74,background adaptive governance stress,0.15364,0.5639,1.0,0.4779,1.0
SYS005,Community Knowledge and Participatory Planning Platform,community governance and co-production,75,background adaptive governance stress,0.1502,0.56421,1.0,0.4747,1.0
