system_id,system_type,scenario_id,scenario_name,time_step,disturbance,vulnerability_stock,resilience_margin,threshold_flag
S002,Urban Infrastructure,D004,Slow threshold erosion,3,0.472,1.4332,-0.0516,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,4,0.4755,1.799,-0.418,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,5,0.4785,2.0,-0.6197,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,6,0.481,2.0,-0.6202,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,7,0.483,2.0,-0.6206,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,8,0.4843,2.0,-0.6209,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,9,0.4849,2.0,-0.621,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,10,0.4849,2.0,-0.621,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,11,0.4841,2.0,-0.6208,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,12,0.8627,2.0,-0.6965,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,13,0.4807,2.0,-0.6201,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,14,0.4781,2.0,-0.6196,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,15,0.475,2.0,-0.619,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,16,0.4714,2.0,-0.6183,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,17,0.4676,2.0,-0.6175,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,18,0.4635,2.0,-0.6167,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,19,0.4594,2.0,-0.6159,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,20,0.4552,2.0,-0.615,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,21,0.4512,2.0,-0.6142,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,22,0.4475,2.0,-0.6135,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,23,0.4441,2.0,-0.6128,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,24,0.8211,2.0,-0.6882,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,25,0.4386,2.0,-0.6117,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,26,0.4368,2.0,-0.6114,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,27,0.4356,2.0,-0.6111,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,28,0.435,2.0,-0.611,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,29,0.4352,2.0,-0.611,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,30,0.436,2.0,-0.6112,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,31,0.4375,2.0,-0.6115,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,32,0.4397,2.0,-0.6119,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,33,0.4424,2.0,-0.6125,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,34,0.4455,2.0,-0.6131,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,35,0.4491,2.0,-0.6138,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,36,0.833,2.0,-0.6906,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,37,0.4571,2.0,-0.6154,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,38,0.4613,2.0,-0.6163,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,39,0.4654,2.0,-0.6171,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,40,0.4694,2.0,-0.6179,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,41,0.4731,2.0,-0.6186,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,42,0.4764,2.0,-0.6193,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,43,0.4793,2.0,-0.6199,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,44,0.4817,2.0,-0.6203,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,45,0.4834,2.0,-0.6207,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,46,0.4846,2.0,-0.6209,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,47,0.485,2.0,-0.621,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,48,0.8647,2.0,-0.6969,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,49,0.4838,2.0,-0.6208,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,50,0.4822,2.0,-0.6204,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,51,0.48,2.0,-0.62,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,52,0.4772,2.0,-0.6194,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,53,0.4739,2.0,-0.6188,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,54,0.4703,2.0,-0.6181,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,55,0.4664,2.0,-0.6173,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,56,0.4623,2.0,-0.6165,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,57,0.4581,2.0,-0.6156,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,58,0.454,2.0,-0.6148,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,59,0.4501,2.0,-0.614,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,60,0.8264,2.0,-0.6893,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,61,0.4431,2.0,-0.6126,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,62,0.4403,2.0,-0.6121,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,63,0.438,2.0,-0.6116,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,64,0.4363,2.0,-0.6113,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,65,0.4353,2.0,-0.6111,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,66,0.435,2.0,-0.611,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,67,0.4354,2.0,-0.6111,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,68,0.4364,2.0,-0.6113,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,69,0.4381,2.0,-0.6116,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,70,0.4404,2.0,-0.6121,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,71,0.4433,2.0,-0.6127,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,72,0.8266,2.0,-0.6893,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,73,0.4503,2.0,-0.6141,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,74,0.4542,2.0,-0.6148,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,75,0.4583,2.0,-0.6157,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,76,0.4625,2.0,-0.6165,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,77,0.4666,2.0,-0.6173,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,78,0.4705,2.0,-0.6181,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,79,0.4741,2.0,-0.6188,threshold risk
S002,Urban Infrastructure,D004,Slow threshold erosion,80,0.4773,2.0,-0.6195,threshold risk
S003,Public Health System,D001,Short operational shock,1,0.2641,0.76,0.8272,viable margin
S003,Public Health System,D001,Short operational shock,2,0.5682,1.012,0.5143,viable margin
S003,Public Health System,D001,Short operational shock,3,0.272,1.2171,0.3685,viable margin
S003,Public Health System,D001,Short operational shock,4,0.5755,1.5583,-0.0334,threshold risk
S003,Public Health System,D001,Short operational shock,5,0.2785,1.7973,-0.213,threshold risk
S003,Public Health System,D001,Short operational shock,6,0.581,2.0,-0.4762,threshold risk
S003,Public Health System,D001,Short operational shock,7,0.283,2.0,-0.4166,threshold risk
S003,Public Health System,D001,Short operational shock,8,0.5843,2.0,-0.4769,threshold risk
S003,Public Health System,D001,Short operational shock,9,0.2849,2.0,-0.417,threshold risk
S003,Public Health System,D001,Short operational shock,10,0.5849,2.0,-0.477,threshold risk
S003,Public Health System,D001,Short operational shock,11,0.2841,2.0,-0.4168,threshold risk
S003,Public Health System,D001,Short operational shock,12,0.5827,2.0,-0.4765,threshold risk
S003,Public Health System,D001,Short operational shock,13,0.2807,2.0,-0.4161,threshold risk
S003,Public Health System,D001,Short operational shock,14,0.5781,2.0,-0.4756,threshold risk
S003,Public Health System,D001,Short operational shock,15,0.275,2.0,-0.415,threshold risk
S003,Public Health System,D001,Short operational shock,16,0.5714,2.0,-0.4743,threshold risk
S003,Public Health System,D001,Short operational shock,17,0.2676,2.0,-0.4135,threshold risk
S003,Public Health System,D001,Short operational shock,18,0.5635,2.0,-0.4727,threshold risk
S003,Public Health System,D001,Short operational shock,19,0.2594,2.0,-0.4119,threshold risk
S003,Public Health System,D001,Short operational shock,20,0.5552,2.0,-0.471,threshold risk
S003,Public Health System,D001,Short operational shock,21,0.2512,2.0,-0.4102,threshold risk
S003,Public Health System,D001,Short operational shock,22,0.5475,2.0,-0.4695,threshold risk
S003,Public Health System,D001,Short operational shock,23,0.2441,2.0,-0.4088,threshold risk
S003,Public Health System,D001,Short operational shock,24,0.5411,2.0,-0.4682,threshold risk
S003,Public Health System,D001,Short operational shock,25,0.2386,2.0,-0.4077,threshold risk
S003,Public Health System,D001,Short operational shock,26,0.5368,2.0,-0.4674,threshold risk
S003,Public Health System,D001,Short operational shock,27,0.2356,2.0,-0.4071,threshold risk
S003,Public Health System,D001,Short operational shock,28,0.535,2.0,-0.467,threshold risk
S003,Public Health System,D001,Short operational shock,29,0.2352,2.0,-0.407,threshold risk
S003,Public Health System,D001,Short operational shock,30,0.536,2.0,-0.4672,threshold risk
S003,Public Health System,D001,Short operational shock,31,0.2375,2.0,-0.4075,threshold risk
S003,Public Health System,D001,Short operational shock,32,0.5397,2.0,-0.4679,threshold risk
S003,Public Health System,D001,Short operational shock,33,0.2424,2.0,-0.4085,threshold risk
S003,Public Health System,D001,Short operational shock,34,0.5455,2.0,-0.4691,threshold risk
S003,Public Health System,D001,Short operational shock,35,0.2491,2.0,-0.4098,threshold risk
S003,Public Health System,D001,Short operational shock,36,0.553,2.0,-0.4706,threshold risk
S003,Public Health System,D001,Short operational shock,37,0.2571,2.0,-0.4114,threshold risk
S003,Public Health System,D001,Short operational shock,38,0.5613,2.0,-0.4723,threshold risk
S003,Public Health System,D001,Short operational shock,39,0.2654,2.0,-0.4131,threshold risk
S003,Public Health System,D001,Short operational shock,40,0.5694,2.0,-0.4739,threshold risk
S003,Public Health System,D001,Short operational shock,41,0.2731,2.0,-0.4146,threshold risk
S003,Public Health System,D001,Short operational shock,42,0.5764,2.0,-0.4753,threshold risk
S003,Public Health System,D001,Short operational shock,43,0.2793,2.0,-0.4159,threshold risk
S003,Public Health System,D001,Short operational shock,44,0.5817,2.0,-0.4763,threshold risk
S003,Public Health System,D001,Short operational shock,45,0.2834,2.0,-0.4167,threshold risk
S003,Public Health System,D001,Short operational shock,46,0.5846,2.0,-0.4769,threshold risk
S003,Public Health System,D001,Short operational shock,47,0.285,2.0,-0.417,threshold risk
S003,Public Health System,D001,Short operational shock,48,0.5847,2.0,-0.4769,threshold risk
S003,Public Health System,D001,Short operational shock,49,0.2838,2.0,-0.4168,threshold risk
S003,Public Health System,D001,Short operational shock,50,0.5822,2.0,-0.4764,threshold risk
S003,Public Health System,D001,Short operational shock,51,0.28,2.0,-0.416,threshold risk
S003,Public Health System,D001,Short operational shock,52,0.5772,2.0,-0.4754,threshold risk
S003,Public Health System,D001,Short operational shock,53,0.2739,2.0,-0.4148,threshold risk
S003,Public Health System,D001,Short operational shock,54,0.5703,2.0,-0.4741,threshold risk
S003,Public Health System,D001,Short operational shock,55,0.2664,2.0,-0.4133,threshold risk
S003,Public Health System,D001,Short operational shock,56,0.5623,2.0,-0.4725,threshold risk
S003,Public Health System,D001,Short operational shock,57,0.2581,2.0,-0.4116,threshold risk
S003,Public Health System,D001,Short operational shock,58,0.554,2.0,-0.4708,threshold risk
S003,Public Health System,D001,Short operational shock,59,0.2501,2.0,-0.41,threshold risk
S003,Public Health System,D001,Short operational shock,60,0.5464,2.0,-0.4693,threshold risk
S003,Public Health System,D001,Short operational shock,61,0.2431,2.0,-0.4086,threshold risk
S003,Public Health System,D001,Short operational shock,62,0.5403,2.0,-0.4681,threshold risk
S003,Public Health System,D001,Short operational shock,63,0.238,2.0,-0.4076,threshold risk
S003,Public Health System,D001,Short operational shock,64,0.5363,2.0,-0.4673,threshold risk
S003,Public Health System,D001,Short operational shock,65,0.2353,2.0,-0.4071,threshold risk
S003,Public Health System,D001,Short operational shock,66,0.535,2.0,-0.467,threshold risk
S003,Public Health System,D001,Short operational shock,67,0.2354,2.0,-0.4071,threshold risk
S003,Public Health System,D001,Short operational shock,68,0.5364,2.0,-0.4673,threshold risk
S003,Public Health System,D001,Short operational shock,69,0.2381,2.0,-0.4076,threshold risk
S003,Public Health System,D001,Short operational shock,70,0.5404,2.0,-0.4681,threshold risk
S003,Public Health System,D001,Short operational shock,71,0.2433,2.0,-0.4087,threshold risk
S003,Public Health System,D001,Short operational shock,72,0.5466,2.0,-0.4693,threshold risk
S003,Public Health System,D001,Short operational shock,73,0.2503,2.0,-0.4101,threshold risk
S003,Public Health System,D001,Short operational shock,74,0.5542,2.0,-0.4708,threshold risk
S003,Public Health System,D001,Short operational shock,75,0.2583,2.0,-0.4117,threshold risk
S003,Public Health System,D001,Short operational shock,76,0.5625,2.0,-0.4725,threshold risk
S003,Public Health System,D001,Short operational shock,77,0.2666,2.0,-0.4133,threshold risk
S003,Public Health System,D001,Short operational shock,78,0.5705,2.0,-0.4741,threshold risk
S003,Public Health System,D001,Short operational shock,79,0.2741,2.0,-0.4148,threshold risk
S003,Public Health System,D001,Short operational shock,80,0.5773,2.0,-0.4755,threshold risk
S003,Public Health System,D002,Repeated stress with delay,1,0.5241,0.7954,0.7398,viable margin
S003,Public Health System,D002,Repeated stress with delay,2,0.5282,0.9935,0.5409,viable margin
S003,Public Health System,D002,Repeated stress with delay,3,0.532,1.2305,0.3032,viable margin
S003,Public Health System,D002,Repeated stress with delay,4,0.5355,1.5135,0.0194,threshold risk
S003,Public Health System,D002,Repeated stress with delay,5,0.5385,1.8506,-0.3183,threshold risk
S003,Public Health System,D002,Repeated stress with delay,6,1.081,2.0,-0.5762,threshold risk
S003,Public Health System,D002,Repeated stress with delay,7,0.543,2.0,-0.4686,threshold risk
S003,Public Health System,D002,Repeated stress with delay,8,0.5443,2.0,-0.4689,threshold risk
S003,Public Health System,D002,Repeated stress with delay,9,0.5449,2.0,-0.469,threshold risk
S003,Public Health System,D002,Repeated stress with delay,10,0.5449,2.0,-0.469,threshold risk
S003,Public Health System,D002,Repeated stress with delay,11,0.5441,2.0,-0.4688,threshold risk
S003,Public Health System,D002,Repeated stress with delay,12,1.0827,2.0,-0.5765,threshold risk
S003,Public Health System,D002,Repeated stress with delay,13,0.5407,2.0,-0.4681,threshold risk
S003,Public Health System,D002,Repeated stress with delay,14,0.5381,2.0,-0.4676,threshold risk
S003,Public Health System,D002,Repeated stress with delay,15,0.535,2.0,-0.467,threshold risk
S003,Public Health System,D002,Repeated stress with delay,16,0.5314,2.0,-0.4663,threshold risk
S003,Public Health System,D002,Repeated stress with delay,17,0.5276,2.0,-0.4655,threshold risk
S003,Public Health System,D002,Repeated stress with delay,18,1.0635,2.0,-0.5727,threshold risk
S003,Public Health System,D002,Repeated stress with delay,19,0.5194,2.0,-0.4639,threshold risk
S003,Public Health System,D002,Repeated stress with delay,20,0.5152,2.0,-0.463,threshold risk
S003,Public Health System,D002,Repeated stress with delay,21,0.5112,2.0,-0.4622,threshold risk
S003,Public Health System,D002,Repeated stress with delay,22,0.5075,2.0,-0.4615,threshold risk
S003,Public Health System,D002,Repeated stress with delay,23,0.5041,2.0,-0.4608,threshold risk
S003,Public Health System,D002,Repeated stress with delay,24,1.0411,2.0,-0.5682,threshold risk
S003,Public Health System,D002,Repeated stress with delay,25,0.4986,2.0,-0.4597,threshold risk
S003,Public Health System,D002,Repeated stress with delay,26,0.4968,2.0,-0.4594,threshold risk
S003,Public Health System,D002,Repeated stress with delay,27,0.4956,2.0,-0.4591,threshold risk
S003,Public Health System,D002,Repeated stress with delay,28,0.495,2.0,-0.459,threshold risk
S003,Public Health System,D002,Repeated stress with delay,29,0.4952,2.0,-0.459,threshold risk
S003,Public Health System,D002,Repeated stress with delay,30,1.036,2.0,-0.5672,threshold risk
S003,Public Health System,D002,Repeated stress with delay,31,0.4975,2.0,-0.4595,threshold risk
S003,Public Health System,D002,Repeated stress with delay,32,0.4997,2.0,-0.4599,threshold risk
S003,Public Health System,D002,Repeated stress with delay,33,0.5024,2.0,-0.4605,threshold risk
S003,Public Health System,D002,Repeated stress with delay,34,0.5055,2.0,-0.4611,threshold risk
S003,Public Health System,D002,Repeated stress with delay,35,0.5091,2.0,-0.4618,threshold risk
S003,Public Health System,D002,Repeated stress with delay,36,1.053,2.0,-0.5706,threshold risk
S003,Public Health System,D002,Repeated stress with delay,37,0.5171,2.0,-0.4634,threshold risk
S003,Public Health System,D002,Repeated stress with delay,38,0.5213,2.0,-0.4643,threshold risk
S003,Public Health System,D002,Repeated stress with delay,39,0.5254,2.0,-0.4651,threshold risk
S003,Public Health System,D002,Repeated stress with delay,40,0.5294,2.0,-0.4659,threshold risk
S003,Public Health System,D002,Repeated stress with delay,41,0.5331,2.0,-0.4666,threshold risk
S003,Public Health System,D002,Repeated stress with delay,42,1.0764,2.0,-0.5753,threshold risk
S003,Public Health System,D002,Repeated stress with delay,43,0.5393,2.0,-0.4679,threshold risk
S003,Public Health System,D002,Repeated stress with delay,44,0.5417,2.0,-0.4683,threshold risk
S003,Public Health System,D002,Repeated stress with delay,45,0.5434,2.0,-0.4687,threshold risk
S003,Public Health System,D002,Repeated stress with delay,46,0.5446,2.0,-0.4689,threshold risk
S003,Public Health System,D002,Repeated stress with delay,47,0.545,2.0,-0.469,threshold risk
S003,Public Health System,D002,Repeated stress with delay,48,1.0847,2.0,-0.5769,threshold risk
S003,Public Health System,D002,Repeated stress with delay,49,0.5438,2.0,-0.4688,threshold risk
S003,Public Health System,D002,Repeated stress with delay,50,0.5422,2.0,-0.4684,threshold risk
S003,Public Health System,D002,Repeated stress with delay,51,0.54,2.0,-0.468,threshold risk
S003,Public Health System,D002,Repeated stress with delay,52,0.5372,2.0,-0.4674,threshold risk
S003,Public Health System,D002,Repeated stress with delay,53,0.5339,2.0,-0.4668,threshold risk
S003,Public Health System,D002,Repeated stress with delay,54,1.0703,2.0,-0.5741,threshold risk
S003,Public Health System,D002,Repeated stress with delay,55,0.5264,2.0,-0.4653,threshold risk
S003,Public Health System,D002,Repeated stress with delay,56,0.5223,2.0,-0.4645,threshold risk
S003,Public Health System,D002,Repeated stress with delay,57,0.5181,2.0,-0.4636,threshold risk
S003,Public Health System,D002,Repeated stress with delay,58,0.514,2.0,-0.4628,threshold risk
S003,Public Health System,D002,Repeated stress with delay,59,0.5101,2.0,-0.462,threshold risk
S003,Public Health System,D002,Repeated stress with delay,60,1.0464,2.0,-0.5693,threshold risk
S003,Public Health System,D002,Repeated stress with delay,61,0.5031,2.0,-0.4606,threshold risk
S003,Public Health System,D002,Repeated stress with delay,62,0.5003,2.0,-0.4601,threshold risk
S003,Public Health System,D002,Repeated stress with delay,63,0.498,2.0,-0.4596,threshold risk
S003,Public Health System,D002,Repeated stress with delay,64,0.4963,2.0,-0.4593,threshold risk
S003,Public Health System,D002,Repeated stress with delay,65,0.4953,2.0,-0.4591,threshold risk
S003,Public Health System,D002,Repeated stress with delay,66,1.035,2.0,-0.567,threshold risk
S003,Public Health System,D002,Repeated stress with delay,67,0.4954,2.0,-0.4591,threshold risk
S003,Public Health System,D002,Repeated stress with delay,68,0.4964,2.0,-0.4593,threshold risk
S003,Public Health System,D002,Repeated stress with delay,69,0.4981,2.0,-0.4596,threshold risk
S003,Public Health System,D002,Repeated stress with delay,70,0.5004,2.0,-0.4601,threshold risk
S003,Public Health System,D002,Repeated stress with delay,71,0.5033,2.0,-0.4607,threshold risk
S003,Public Health System,D002,Repeated stress with delay,72,1.0466,2.0,-0.5693,threshold risk
S003,Public Health System,D002,Repeated stress with delay,73,0.5103,2.0,-0.4621,threshold risk
S003,Public Health System,D002,Repeated stress with delay,74,0.5142,2.0,-0.4628,threshold risk
S003,Public Health System,D002,Repeated stress with delay,75,0.5183,2.0,-0.4637,threshold risk
S003,Public Health System,D002,Repeated stress with delay,76,0.5225,2.0,-0.4645,threshold risk
S003,Public Health System,D002,Repeated stress with delay,77,0.5266,2.0,-0.4653,threshold risk
S003,Public Health System,D002,Repeated stress with delay,78,1.0705,2.0,-0.5741,threshold risk
S003,Public Health System,D002,Repeated stress with delay,79,0.5341,2.0,-0.4668,threshold risk
S003,Public Health System,D002,Repeated stress with delay,80,0.5373,2.0,-0.4675,threshold risk
S003,Public Health System,D003,Compound cascading disruption,1,0.7641,0.837,0.6502,viable margin
S003,Public Health System,D003,Compound cascading disruption,2,0.7682,1.0847,0.4017,viable margin
S003,Public Health System,D003,Compound cascading disruption,3,0.772,1.3806,0.105,threshold risk
S003,Public Health System,D003,Compound cascading disruption,4,0.7755,1.7338,-0.2489,threshold risk
S003,Public Health System,D003,Compound cascading disruption,5,0.7785,2.0,-0.5157,threshold risk
S003,Public Health System,D003,Compound cascading disruption,6,0.781,2.0,-0.5162,threshold risk
S003,Public Health System,D003,Compound cascading disruption,7,0.783,2.0,-0.5166,threshold risk
S003,Public Health System,D003,Compound cascading disruption,8,0.7843,2.0,-0.5169,threshold risk
S003,Public Health System,D003,Compound cascading disruption,9,1.5449,2.0,-0.669,threshold risk
S003,Public Health System,D003,Compound cascading disruption,10,0.7849,2.0,-0.517,threshold risk
S003,Public Health System,D003,Compound cascading disruption,11,0.7841,2.0,-0.5168,threshold risk
S003,Public Health System,D003,Compound cascading disruption,12,0.7827,2.0,-0.5165,threshold risk
S003,Public Health System,D003,Compound cascading disruption,13,0.7807,2.0,-0.5161,threshold risk
S003,Public Health System,D003,Compound cascading disruption,14,0.7781,2.0,-0.5156,threshold risk
S003,Public Health System,D003,Compound cascading disruption,15,0.775,2.0,-0.515,threshold risk
S003,Public Health System,D003,Compound cascading disruption,16,0.7714,2.0,-0.5143,threshold risk
S003,Public Health System,D003,Compound cascading disruption,17,0.7676,2.0,-0.5135,threshold risk
S003,Public Health System,D003,Compound cascading disruption,18,1.5235,2.0,-0.6647,threshold risk
S003,Public Health System,D003,Compound cascading disruption,19,0.7594,2.0,-0.5119,threshold risk
S003,Public Health System,D003,Compound cascading disruption,20,0.7552,2.0,-0.511,threshold risk
S003,Public Health System,D003,Compound cascading disruption,21,0.7512,2.0,-0.5102,threshold risk
S003,Public Health System,D003,Compound cascading disruption,22,0.7475,2.0,-0.5095,threshold risk
S003,Public Health System,D003,Compound cascading disruption,23,0.7441,2.0,-0.5088,threshold risk
S003,Public Health System,D003,Compound cascading disruption,24,0.7411,2.0,-0.5082,threshold risk
S003,Public Health System,D003,Compound cascading disruption,25,0.7386,2.0,-0.5077,threshold risk
S003,Public Health System,D003,Compound cascading disruption,26,0.7368,2.0,-0.5074,threshold risk
S003,Public Health System,D003,Compound cascading disruption,27,1.4956,2.0,-0.6591,threshold risk
S003,Public Health System,D003,Compound cascading disruption,28,0.735,2.0,-0.507,threshold risk
S003,Public Health System,D003,Compound cascading disruption,29,0.7352,2.0,-0.507,threshold risk
S003,Public Health System,D003,Compound cascading disruption,30,0.736,2.0,-0.5072,threshold risk
S003,Public Health System,D003,Compound cascading disruption,31,0.7375,2.0,-0.5075,threshold risk
S003,Public Health System,D003,Compound cascading disruption,32,0.7397,2.0,-0.5079,threshold risk
S003,Public Health System,D003,Compound cascading disruption,33,0.7424,2.0,-0.5085,threshold risk
S003,Public Health System,D003,Compound cascading disruption,34,0.7455,2.0,-0.5091,threshold risk
S003,Public Health System,D003,Compound cascading disruption,35,0.7491,2.0,-0.5098,threshold risk
S003,Public Health System,D003,Compound cascading disruption,36,1.513,2.0,-0.6626,threshold risk
S003,Public Health System,D003,Compound cascading disruption,37,0.7571,2.0,-0.5114,threshold risk
S003,Public Health System,D003,Compound cascading disruption,38,0.7613,2.0,-0.5123,threshold risk
S003,Public Health System,D003,Compound cascading disruption,39,0.7654,2.0,-0.5131,threshold risk
S003,Public Health System,D003,Compound cascading disruption,40,0.7694,2.0,-0.5139,threshold risk
S003,Public Health System,D003,Compound cascading disruption,41,0.7731,2.0,-0.5146,threshold risk
S003,Public Health System,D003,Compound cascading disruption,42,0.7764,2.0,-0.5153,threshold risk
S003,Public Health System,D003,Compound cascading disruption,43,0.7793,2.0,-0.5159,threshold risk
S003,Public Health System,D003,Compound cascading disruption,44,0.7817,2.0,-0.5163,threshold risk
S003,Public Health System,D003,Compound cascading disruption,45,1.5434,2.0,-0.6687,threshold risk
S003,Public Health System,D003,Compound cascading disruption,46,0.7846,2.0,-0.5169,threshold risk
S003,Public Health System,D003,Compound cascading disruption,47,0.785,2.0,-0.517,threshold risk
S003,Public Health System,D003,Compound cascading disruption,48,0.7847,2.0,-0.5169,threshold risk
S003,Public Health System,D003,Compound cascading disruption,49,0.7838,2.0,-0.5168,threshold risk
S003,Public Health System,D003,Compound cascading disruption,50,0.7822,2.0,-0.5164,threshold risk
S003,Public Health System,D003,Compound cascading disruption,51,0.78,2.0,-0.516,threshold risk
S003,Public Health System,D003,Compound cascading disruption,52,0.7772,2.0,-0.5154,threshold risk
S003,Public Health System,D003,Compound cascading disruption,53,0.7739,2.0,-0.5148,threshold risk
S003,Public Health System,D003,Compound cascading disruption,54,1.5303,2.0,-0.6661,threshold risk
S003,Public Health System,D003,Compound cascading disruption,55,0.7664,2.0,-0.5133,threshold risk
S003,Public Health System,D003,Compound cascading disruption,56,0.7623,2.0,-0.5125,threshold risk
S003,Public Health System,D003,Compound cascading disruption,57,0.7581,2.0,-0.5116,threshold risk
S003,Public Health System,D003,Compound cascading disruption,58,0.754,2.0,-0.5108,threshold risk
S003,Public Health System,D003,Compound cascading disruption,59,0.7501,2.0,-0.51,threshold risk
S003,Public Health System,D003,Compound cascading disruption,60,0.7464,2.0,-0.5093,threshold risk
S003,Public Health System,D003,Compound cascading disruption,61,0.7431,2.0,-0.5086,threshold risk
S003,Public Health System,D003,Compound cascading disruption,62,0.7403,2.0,-0.5081,threshold risk
S003,Public Health System,D003,Compound cascading disruption,63,1.498,2.0,-0.6596,threshold risk
S003,Public Health System,D003,Compound cascading disruption,64,0.7363,2.0,-0.5073,threshold risk
S003,Public Health System,D003,Compound cascading disruption,65,0.7353,2.0,-0.5071,threshold risk
S003,Public Health System,D003,Compound cascading disruption,66,0.735,2.0,-0.507,threshold risk
S003,Public Health System,D003,Compound cascading disruption,67,0.7354,2.0,-0.5071,threshold risk
S003,Public Health System,D003,Compound cascading disruption,68,0.7364,2.0,-0.5073,threshold risk
S003,Public Health System,D003,Compound cascading disruption,69,0.7381,2.0,-0.5076,threshold risk
S003,Public Health System,D003,Compound cascading disruption,70,0.7404,2.0,-0.5081,threshold risk
S003,Public Health System,D003,Compound cascading disruption,71,0.7433,2.0,-0.5087,threshold risk
S003,Public Health System,D003,Compound cascading disruption,72,1.5066,2.0,-0.6613,threshold risk
