system_id,system,system_domain,time,event,stress_load,response_capacity,institutional_function,dependency_coupling,equity_adjusted_function
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,60,background institutional stress,0.17746,0.39404,1.0,0.81877,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,61,background institutional stress,0.18071,0.39412,1.0,0.81805,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,62,background institutional stress,0.18104,0.3942,1.0,0.81733,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,63,background institutional stress,0.17845,0.39427,1.0,0.81657,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,64,background institutional stress,0.17826,0.39434,1.0,0.81579,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,65,background institutional stress,0.18048,0.39442,1.0,0.81506,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,66,background institutional stress,0.17751,0.39449,1.0,0.81427,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,67,background institutional stress,0.17972,0.39457,1.0,0.81353,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,68,background institutional stress,0.17714,0.39465,1.0,0.81273,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,69,background institutional stress,0.17906,0.39473,1.0,0.81197,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,70,Compound legitimacy capacity cyber equity and legal crisis,0.98136,0.3948,1.0,0.82725,0.83088
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,71,background institutional stress,0.184,0.39327,1.0,0.82661,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,72,background institutional stress,0.178,0.39334,1.0,0.82584,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,73,background institutional stress,0.18181,0.39342,1.0,0.82515,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,74,background institutional stress,0.17793,0.39349,1.0,0.82438,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,75,background institutional stress,0.17945,0.39356,1.0,0.82364,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,76,background institutional stress,0.18042,0.39364,1.0,0.82292,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,77,background institutional stress,0.18249,0.39371,1.0,0.82224,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,78,background institutional stress,0.18059,0.39378,1.0,0.82152,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,79,background institutional stress,0.18352,0.39385,1.0,0.82086,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,0,background institutional stress,0.15885,0.4128,1.0,0.69864,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,1,background institutional stress,0.15941,0.41294,1.0,0.69728,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,2,background institutional stress,0.15431,0.41307,1.0,0.69582,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,3,background institutional stress,0.156,0.41322,1.0,0.6944,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,4,background institutional stress,0.15919,0.41336,1.0,0.69304,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,5,background institutional stress,0.15709,0.4135,1.0,0.69163,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,6,background institutional stress,0.15484,0.41364,1.0,0.69018,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,7,background institutional stress,0.15658,0.41378,1.0,0.68876,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,8,background institutional stress,0.1549,0.41392,1.0,0.6873,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,9,background institutional stress,0.15673,0.41407,1.0,0.68588,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,10,background institutional stress,0.15642,0.41421,1.0,0.68445,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,11,background institutional stress,0.16006,0.41435,1.0,0.6831,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,12,Public trust shock during emergency response,0.82465,0.41449,1.0,0.69503,0.86784
SYS004,Social Protection and Benefits Delivery System,social protection and access,13,background institutional stress,0.16045,0.4133,1.0,0.69369,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,14,background institutional stress,0.16129,0.41343,1.0,0.69237,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,15,background institutional stress,0.15787,0.41356,1.0,0.69098,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,16,background institutional stress,0.16207,0.4137,1.0,0.68967,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,17,background institutional stress,0.15988,0.41383,1.0,0.68831,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,18,background institutional stress,0.15764,0.41397,1.0,0.68691,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,19,background institutional stress,0.16118,0.41411,1.0,0.68558,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,20,background institutional stress,0.1632,0.41424,1.0,0.68429,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,21,background institutional stress,0.16104,0.41437,1.0,0.68295,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,22,background institutional stress,0.15912,0.4145,1.0,0.68158,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,23,background institutional stress,0.15833,0.41464,1.0,0.68018,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,24,background institutional stress,0.15715,0.41478,1.0,0.67876,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,25,background institutional stress,0.1596,0.41492,1.0,0.67739,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,26,background institutional stress,0.16237,0.41506,1.0,0.67607,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,27,Fiscal stress and staffing attrition,0.77809,0.41519,1.0,0.68707,0.89024
SYS004,Social Protection and Benefits Delivery System,social protection and access,28,background institutional stress,0.1598,0.41409,1.0,0.68571,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,29,background institutional stress,0.16569,0.41423,1.0,0.68446,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,30,background institutional stress,0.16312,0.41435,1.0,0.68317,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,31,background institutional stress,0.16127,0.41448,1.0,0.68183,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,32,background institutional stress,0.16233,0.41462,1.0,0.68052,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,33,background institutional stress,0.16298,0.41475,1.0,0.67922,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,34,background institutional stress,0.16288,0.41488,1.0,0.67791,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,35,background institutional stress,0.16003,0.41501,1.0,0.67655,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,36,background institutional stress,0.16106,0.41515,1.0,0.6752,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,37,background institutional stress,0.16359,0.41528,1.0,0.67391,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,38,background institutional stress,0.16296,0.41541,1.0,0.6726,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,39,background institutional stress,0.16062,0.41554,1.0,0.67124,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,40,background institutional stress,0.16328,0.41568,1.0,0.66993,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,41,background institutional stress,0.16178,0.41581,1.0,0.66859,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,42,Cyber and public data-system disruption,0.84789,0.41594,1.0,0.68097,0.87344
SYS004,Social Protection and Benefits Delivery System,social protection and access,43,background institutional stress,0.16324,0.4147,1.0,0.67968,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,44,background institutional stress,0.1634,0.41483,1.0,0.67838,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,45,background institutional stress,0.16617,0.41496,1.0,0.67714,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,46,background institutional stress,0.16638,0.41509,1.0,0.6759,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,47,background institutional stress,0.16534,0.41521,1.0,0.67464,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,48,background institutional stress,0.16212,0.41534,1.0,0.67332,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,49,background institutional stress,0.16279,0.41547,1.0,0.672,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,50,background institutional stress,0.16642,0.4156,1.0,0.67076,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,51,background institutional stress,0.16672,0.41572,1.0,0.66952,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,52,background institutional stress,0.16286,0.41585,1.0,0.6682,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,53,background institutional stress,0.16261,0.41598,1.0,0.66688,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,54,background institutional stress,0.16467,0.41611,1.0,0.66559,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,55,background institutional stress,0.16324,0.41624,1.0,0.66428,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,56,Multi-agency coordination failure during compound event,0.88374,0.41637,1.0,0.67738,0.85664
SYS004,Social Protection and Benefits Delivery System,social protection and access,57,background institutional stress,0.16447,0.41506,1.0,0.6761,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,58,background institutional stress,0.16612,0.41519,1.0,0.67485,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,59,background institutional stress,0.16801,0.41531,1.0,0.67365,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,60,background institutional stress,0.16412,0.41544,1.0,0.67236,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,61,background institutional stress,0.16568,0.41556,1.0,0.6711,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,62,background institutional stress,0.16566,0.41569,1.0,0.66984,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,63,background institutional stress,0.16693,0.41582,1.0,0.66861,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,64,background institutional stress,0.16645,0.41594,1.0,0.66736,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,65,background institutional stress,0.16878,0.41606,1.0,0.66616,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,66,background institutional stress,0.16859,0.41618,1.0,0.66495,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,67,background institutional stress,0.16567,0.4163,1.0,0.66369,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,68,background institutional stress,0.16419,0.41643,1.0,0.66239,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,69,background institutional stress,0.16485,0.41656,1.0,0.6611,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,70,Compound legitimacy capacity cyber equity and legal crisis,0.96929,0.41669,1.0,0.67591,0.83984
SYS004,Social Protection and Benefits Delivery System,social protection and access,71,background institutional stress,0.16897,0.41521,1.0,0.67472,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,72,background institutional stress,0.16837,0.41533,1.0,0.67352,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,73,background institutional stress,0.16916,0.41545,1.0,0.67233,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,74,background institutional stress,0.16973,0.41557,1.0,0.67115,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,75,background institutional stress,0.16486,0.41568,1.0,0.66988,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,76,background institutional stress,0.17033,0.41581,1.0,0.66871,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,77,background institutional stress,0.17145,0.41593,1.0,0.66757,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,78,background institutional stress,0.17126,0.41604,1.0,0.66641,1.0
SYS004,Social Protection and Benefits Delivery System,social protection and access,79,background institutional stress,0.1667,0.41616,1.0,0.66517,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,0,background institutional stress,0.1657,0.4363,1.0,0.75851,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,1,background institutional stress,0.16166,0.43645,1.0,0.75695,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,2,background institutional stress,0.16275,0.43661,1.0,0.7554,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,3,background institutional stress,0.16096,0.43676,1.0,0.75381,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,4,background institutional stress,0.16319,0.43692,1.0,0.75227,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,5,background institutional stress,0.16185,0.43707,1.0,0.7507,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,6,background institutional stress,0.16262,0.43723,1.0,0.74914,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,7,background institutional stress,0.16426,0.43739,1.0,0.74762,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,8,background institutional stress,0.1613,0.43754,1.0,0.74603,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,9,background institutional stress,0.16374,0.4377,1.0,0.74449,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,10,background institutional stress,0.16221,0.43785,1.0,0.74292,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,11,background institutional stress,0.16166,0.43801,1.0,0.74133,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,12,Public trust shock during emergency response,0.82931,0.43817,1.0,0.7531,0.86336
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,13,background institutional stress,0.16313,0.43699,1.0,0.75156,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,14,background institutional stress,0.16305,0.43714,1.0,0.75001,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,15,background institutional stress,0.16681,0.4373,1.0,0.74853,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,16,background institutional stress,0.16279,0.43745,1.0,0.74698,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,17,background institutional stress,0.16493,0.4376,1.0,0.74546,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,18,background institutional stress,0.16447,0.43775,1.0,0.74394,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,19,background institutional stress,0.16317,0.43791,1.0,0.74238,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,20,background institutional stress,0.1665,0.43806,1.0,0.7409,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,21,background institutional stress,0.16525,0.43821,1.0,0.73938,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,22,background institutional stress,0.16848,0.43836,1.0,0.73793,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,23,background institutional stress,0.16349,0.43851,1.0,0.73637,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,24,background institutional stress,0.1623,0.43866,1.0,0.73479,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,25,background institutional stress,0.16162,0.43882,1.0,0.7332,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,26,background institutional stress,0.16302,0.43898,1.0,0.73163,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,27,Fiscal stress and staffing attrition,0.78253,0.43914,1.0,0.74245,0.88576
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,28,background institutional stress,0.16204,0.43805,1.0,0.74087,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,29,background institutional stress,0.16566,0.43821,1.0,0.73937,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,30,background institutional stress,0.16498,0.43836,1.0,0.73784,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,31,background institutional stress,0.16741,0.43852,1.0,0.73637,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,32,background institutional stress,0.16637,0.43866,1.0,0.73487,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,33,background institutional stress,0.1659,0.43881,1.0,0.73336,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,34,background institutional stress,0.16836,0.43896,1.0,0.7319,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,35,background institutional stress,0.16948,0.43911,1.0,0.73046,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,36,background institutional stress,0.16759,0.43925,1.0,0.72898,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,37,background institutional stress,0.1676,0.4394,1.0,0.7275,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,38,background institutional stress,0.16427,0.43955,1.0,0.72595,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,39,background institutional stress,0.16641,0.43971,1.0,0.72444,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,40,background institutional stress,0.16621,0.43986,1.0,0.72293,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,41,background institutional stress,0.1655,0.44001,1.0,0.7214,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,42,Cyber and public data-system disruption,0.85211,0.44016,1.0,0.7336,0.86896
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,43,background institutional stress,0.1697,0.43894,1.0,0.73216,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,44,background institutional stress,0.16726,0.43908,1.0,0.73068,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,45,background institutional stress,0.17048,0.43923,1.0,0.72926,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,46,background institutional stress,0.17022,0.43937,1.0,0.72783,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,47,background institutional stress,0.16724,0.43952,1.0,0.72634,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,48,background institutional stress,0.16534,0.43967,1.0,0.72481,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,49,background institutional stress,0.1659,0.43982,1.0,0.72329,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,50,background institutional stress,0.16525,0.43997,1.0,0.72175,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,51,background institutional stress,0.16602,0.44012,1.0,0.72023,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,52,background institutional stress,0.16728,0.44028,1.0,0.71873,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,53,background institutional stress,0.16504,0.44043,1.0,0.71719,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,54,background institutional stress,0.16709,0.44058,1.0,0.71569,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,55,background institutional stress,0.16728,0.44073,1.0,0.71418,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,56,Multi-agency coordination failure during compound event,0.88773,0.44088,1.0,0.72709,0.85216
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,57,background institutional stress,0.16862,0.43959,1.0,0.72562,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,58,background institutional stress,0.17026,0.43974,1.0,0.72419,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,59,background institutional stress,0.1696,0.43988,1.0,0.72275,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,60,background institutional stress,0.17243,0.44003,1.0,0.72135,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,61,background institutional stress,0.16948,0.44016,1.0,0.7199,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,62,background institutional stress,0.16847,0.44031,1.0,0.71843,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,63,background institutional stress,0.17173,0.44046,1.0,0.71702,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,64,background institutional stress,0.17146,0.4406,1.0,0.7156,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,65,background institutional stress,0.16824,0.44074,1.0,0.71412,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,66,background institutional stress,0.17347,0.44089,1.0,0.71274,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,67,background institutional stress,0.16779,0.44103,1.0,0.71124,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,68,background institutional stress,0.17034,0.44118,1.0,0.70979,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,69,background institutional stress,0.16809,0.44132,1.0,0.7083,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,70,Compound legitimacy capacity cyber equity and legal crisis,0.97306,0.44147,1.0,0.72291,0.83536
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,71,background institutional stress,0.17098,0.44001,1.0,0.72149,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,72,background institutional stress,0.16917,0.44015,1.0,0.72003,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,73,background institutional stress,0.17218,0.4403,1.0,0.71863,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,74,background institutional stress,0.17372,0.44044,1.0,0.71726,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,75,background institutional stress,0.17016,0.44057,1.0,0.71582,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,76,background institutional stress,0.17245,0.44072,1.0,0.71442,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,77,background institutional stress,0.17165,0.44086,1.0,0.713,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,78,background institutional stress,0.1752,0.441,1.0,0.71165,1.0
SYS005,Local Planning Land Use and Climate Adaptation Institution,planning and adaptation,79,background institutional stress,0.16888,0.44113,1.0,0.71018,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,0,background institutional stress,0.15474,0.4504,1.0,0.65814,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,1,background institutional stress,0.15753,0.45059,1.0,0.65633,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,2,background institutional stress,0.15491,0.45077,1.0,0.65447,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,3,background institutional stress,0.15194,0.45095,1.0,0.65255,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,4,background institutional stress,0.15501,0.45114,1.0,0.65069,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,5,background institutional stress,0.15385,0.45133,1.0,0.6488,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,6,background institutional stress,0.15211,0.45152,1.0,0.64688,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,7,background institutional stress,0.15353,0.45171,1.0,0.64498,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,8,background institutional stress,0.15619,0.4519,1.0,0.64313,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,9,background institutional stress,0.15454,0.45209,1.0,0.64125,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,10,background institutional stress,0.15678,0.45227,1.0,0.63941,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,11,background institutional stress,0.15775,0.45246,1.0,0.63759,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,12,Public trust shock during emergency response,0.82101,0.45264,1.0,0.64903,0.8656
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,13,background institutional stress,0.15443,0.4515,1.0,0.64715,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,14,background institutional stress,0.15973,0.45168,1.0,0.64538,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,15,background institutional stress,0.15417,0.45186,1.0,0.64349,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,16,background institutional stress,0.15823,0.45205,1.0,0.64168,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,17,background institutional stress,0.15954,0.45223,1.0,0.6399,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,18,background institutional stress,0.1587,0.45241,1.0,0.6381,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,19,background institutional stress,0.15559,0.45259,1.0,0.63623,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,20,background institutional stress,0.15719,0.45278,1.0,0.63439,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,21,background institutional stress,0.158,0.45296,1.0,0.63257,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,22,background institutional stress,0.15643,0.45314,1.0,0.63072,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,23,background institutional stress,0.1591,0.45333,1.0,0.62891,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,24,background institutional stress,0.15855,0.45351,1.0,0.62709,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,25,background institutional stress,0.15425,0.45369,1.0,0.62519,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,26,background institutional stress,0.15408,0.45388,1.0,0.62328,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,27,Fiscal stress and staffing attrition,0.77386,0.45407,1.0,0.63376,0.888
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,28,background institutional stress,0.15376,0.45302,1.0,0.63185,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,29,background institutional stress,0.15849,0.45321,1.0,0.63004,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,30,background institutional stress,0.16086,0.4534,1.0,0.62827,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,31,background institutional stress,0.15501,0.45357,1.0,0.62638,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,32,background institutional stress,0.15385,0.45376,1.0,0.62446,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,33,background institutional stress,0.15765,0.45395,1.0,0.62262,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,34,background institutional stress,0.15784,0.45414,1.0,0.62078,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,35,background institutional stress,0.15941,0.45432,1.0,0.61897,1.0
SYS006,Court Administrative Access and Rights Protection System,legal institutions and accountability,36,background institutional stress,0.15575,0.4545,1.0,0.61709,1.0
