scenario_id,scenario_name,time_step,pressure,state,regime,monitoring_quality,rolling_variance,rolling_autocorr,recovery_speed_proxy,threshold_proximity_score
RG002,Faster pressure increase,63,0.008273,-1.111586,lower regime,0.68,0.00256,0.936924,0.063076,0.743902
RG002,Faster pressure increase,64,0.020504,-1.105826,lower regime,0.68,0.002322,0.930537,0.069463,0.715447
RG002,Faster pressure increase,65,0.032734,-1.094618,lower regime,0.68,0.002036,0.91968,0.08032,0.662602
RG002,Faster pressure increase,66,0.044964,-1.110896,lower regime,0.68,0.001694,0.911791,0.088209,0.621951
RG002,Faster pressure increase,67,0.057194,-1.077158,lower regime,0.68,0.001735,0.897462,0.102538,0.589431
RG002,Faster pressure increase,68,0.069424,-1.080757,lower regime,0.68,0.001758,0.90834,0.09166,0.621951
RG002,Faster pressure increase,69,0.081655,-1.082312,lower regime,0.68,0.001523,0.90172,0.09828,0.589431
RG002,Faster pressure increase,70,0.093885,-1.08432,lower regime,0.68,0.001069,0.88879,0.11121,0.504065
RG002,Faster pressure increase,71,0.106115,-1.07803,lower regime,0.68,0.00092,0.868712,0.131288,0.439024
RG002,Faster pressure increase,72,0.118345,-1.080738,lower regime,0.68,0.000765,0.839939,0.160061,0.386179
RG002,Faster pressure increase,73,0.130576,-1.082366,lower regime,0.68,0.000561,0.781589,0.218411,0.304878
RG002,Faster pressure increase,74,0.142806,-1.065694,lower regime,0.68,0.000455,0.710857,0.289143,0.215447
RG002,Faster pressure increase,75,0.155036,-1.038048,lower regime,0.68,0.00053,0.789846,0.210154,0.308943
RG002,Faster pressure increase,76,0.167266,-1.023225,lower regime,0.68,0.00078,0.859032,0.140968,0.398374
RG002,Faster pressure increase,77,0.179496,-1.043576,lower regime,0.68,0.000867,0.860268,0.139732,0.422764
RG002,Faster pressure increase,78,0.191727,-1.046806,lower regime,0.68,0.000864,0.869212,0.130788,0.430894
RG002,Faster pressure increase,79,0.203957,-1.017116,lower regime,0.68,0.000882,0.855337,0.144663,0.414634
RG002,Faster pressure increase,80,0.216187,-1.015011,lower regime,0.68,0.000965,0.86928,0.13072,0.455285
RG002,Faster pressure increase,81,0.228417,-1.010132,lower regime,0.68,0.001026,0.878597,0.121403,0.47561
RG002,Faster pressure increase,82,0.240647,-1.011286,lower regime,0.68,0.001048,0.885544,0.114456,0.487805
RG002,Faster pressure increase,83,0.252878,-0.980435,lower regime,0.68,0.001279,0.89181,0.10819,0.53252
RG002,Faster pressure increase,84,0.265108,-0.987132,lower regime,0.68,0.001266,0.918817,0.081183,0.585366
RG002,Faster pressure increase,85,0.277338,-0.992802,lower regime,0.68,0.001339,0.922132,0.077868,0.621951
RG002,Faster pressure increase,86,0.289568,-0.970674,lower regime,0.68,0.001484,0.922162,0.077838,0.642276
RG002,Faster pressure increase,87,0.301799,-0.996667,lower regime,0.68,0.001403,0.899861,0.100139,0.573171
RG002,Faster pressure increase,88,0.314029,-0.999675,lower regime,0.68,0.001252,0.88719,0.11281,0.50813
RG002,Faster pressure increase,89,0.326259,-0.948332,lower regime,0.68,0.001368,0.82797,0.17203,0.479675
RG002,Faster pressure increase,90,0.338489,-0.946184,lower regime,0.68,0.001368,0.827268,0.172732,0.479675
RG002,Faster pressure increase,91,0.350719,-0.936493,lower regime,0.68,0.001304,0.823176,0.176824,0.455285
RG002,Faster pressure increase,92,0.36295,-0.969381,lower regime,0.68,0.001093,0.789194,0.210806,0.418699
RG002,Faster pressure increase,93,0.37518,-0.966005,lower regime,0.68,0.001027,0.783871,0.216129,0.402439
RG002,Faster pressure increase,94,0.38741,-0.977857,lower regime,0.68,0.000977,0.775623,0.224377,0.378049
RG002,Faster pressure increase,95,0.39964,-0.983062,lower regime,0.68,0.000797,0.713975,0.286025,0.321138
RG002,Faster pressure increase,96,0.411871,-0.988624,lower regime,0.68,0.000571,0.659666,0.340334,0.256098
RG002,Faster pressure increase,97,0.424101,-0.977282,lower regime,0.68,0.0005,0.602359,0.397641,0.186992
RG002,Faster pressure increase,98,0.436331,-0.973071,lower regime,0.68,0.00043,0.536421,0.463579,0.105691
RG002,Faster pressure increase,99,0.448561,-0.945564,lower regime,0.68,0.000422,0.429312,0.570688,0.085366
RG002,Faster pressure increase,100,0.460791,-0.978181,lower regime,0.68,0.000342,0.372466,0.627534,0.04878
RG002,Faster pressure increase,101,0.473022,-0.978983,lower regime,0.68,0.000341,0.365609,0.634391,0.04065
RG002,Faster pressure increase,102,0.485252,-0.954235,lower regime,0.68,0.000347,0.299945,0.700055,0.036585
RG002,Faster pressure increase,103,0.497482,-0.937112,lower regime,0.68,0.000378,0.365426,0.634574,0.04878
RG002,Faster pressure increase,104,0.509712,-0.902006,lower regime,0.68,0.00062,0.529356,0.470644,0.191057
RG002,Faster pressure increase,105,0.521942,-0.902494,lower regime,0.68,0.000755,0.63292,0.36708,0.280488
RG002,Faster pressure increase,106,0.534173,-0.875832,lower regime,0.68,0.001016,0.811419,0.188581,0.410569
RG002,Faster pressure increase,107,0.546403,-0.858717,lower regime,0.68,0.001504,0.875455,0.124545,0.54065
RG002,Faster pressure increase,108,0.558633,-0.873771,lower regime,0.68,0.001804,0.88979,0.11021,0.589431
RG002,Faster pressure increase,109,0.570863,-0.896547,lower regime,0.68,0.001925,0.908137,0.091863,0.626016
RG002,Faster pressure increase,110,0.583094,-0.851643,lower regime,0.68,0.002303,0.899213,0.100787,0.621951
RG002,Faster pressure increase,111,0.595324,-0.822491,lower regime,0.68,0.002915,0.918075,0.081925,0.707317
RG002,Faster pressure increase,112,0.607554,-0.811756,lower regime,0.68,0.003444,0.931504,0.068496,0.784553
RG002,Faster pressure increase,113,0.619784,-0.817151,lower regime,0.68,0.00369,0.935171,0.064829,0.800813
RG002,Faster pressure increase,114,0.632014,-0.84019,lower regime,0.68,0.003508,0.925474,0.074526,0.776423
RG002,Faster pressure increase,115,0.644245,-0.835742,lower regime,0.68,0.003331,0.921296,0.078704,0.735772
RG002,Faster pressure increase,116,0.656475,-0.822669,lower regime,0.68,0.003153,0.921412,0.078588,0.727642
RG002,Faster pressure increase,117,0.668705,-0.782798,lower regime,0.68,0.003438,0.928216,0.071784,0.772358
RG002,Faster pressure increase,118,0.680935,-0.778251,lower regime,0.68,0.003222,0.924301,0.075699,0.743902
RG002,Faster pressure increase,119,0.693165,-0.769302,lower regime,0.68,0.002815,0.914771,0.085229,0.699187
RG002,Faster pressure increase,120,0.705396,-0.759952,lower regime,0.68,0.002571,0.906693,0.093307,0.650407
RG002,Faster pressure increase,121,0.717626,-0.729332,lower regime,0.68,0.002621,0.913825,0.086175,0.682927
RG002,Faster pressure increase,122,0.729856,-0.689576,lower regime,0.68,0.003315,0.92468,0.07532,0.752033
RG002,Faster pressure increase,123,0.742086,-0.644244,lower regime,0.68,0.004443,0.948181,0.051819,0.833333
RG002,Faster pressure increase,124,0.754317,-0.63182,lower regime,0.68,0.00567,0.959158,0.040842,0.845528
RG002,Faster pressure increase,125,0.766547,-0.60572,lower regime,0.68,0.007174,0.969413,0.030587,0.857724
RG002,Faster pressure increase,126,0.778777,-0.610073,lower regime,0.68,0.007995,0.973439,0.026561,0.869919
RG002,Faster pressure increase,127,0.791007,-0.608412,lower regime,0.68,0.008015,0.97789,0.02211,0.894309
RG002,Faster pressure increase,128,0.803237,-0.600214,lower regime,0.68,0.008374,0.980327,0.019673,0.922764
RG002,Faster pressure increase,129,0.815468,-0.570152,lower regime,0.68,0.009199,0.981515,0.018485,0.930894
RG002,Faster pressure increase,130,0.827698,-0.593133,lower regime,0.68,0.009419,0.977945,0.022055,0.910569
RG002,Faster pressure increase,131,0.839928,-0.575433,lower regime,0.68,0.009473,0.982619,0.017381,0.95122
RG002,Faster pressure increase,132,0.852158,-0.522921,lower regime,0.68,0.009516,0.977291,0.022709,0.906504
RG002,Faster pressure increase,133,0.864388,-0.485032,lower regime,0.68,0.00967,0.975757,0.024243,0.906504
RG002,Faster pressure increase,134,0.876619,-0.439346,lower regime,0.68,0.010245,0.977771,0.022229,0.918699
RG002,Faster pressure increase,135,0.888849,-0.427391,lower regime,0.68,0.011003,0.978959,0.021041,0.943089
RG002,Faster pressure increase,136,0.901079,-0.398337,lower regime,0.68,0.011651,0.980081,0.019919,0.955285
RG002,Faster pressure increase,137,0.913309,-0.390115,lower regime,0.68,0.01174,0.98005,0.01995,0.955285
RG002,Faster pressure increase,138,0.92554,-0.335442,lower regime,0.68,0.012324,0.978391,0.021609,0.95122
RG002,Faster pressure increase,139,0.93777,-0.31369,lower regime,0.68,0.013035,0.981573,0.018427,0.979675
RG002,Faster pressure increase,140,0.95,-0.291076,lower regime,0.68,0.014118,0.985821,0.014179,0.995935
RG003,Noisy monitoring environment,1,-0.75,-0.9,lower regime,0.44,,,,
RG003,Noisy monitoring environment,2,-0.741061,-0.960152,lower regime,0.44,,,,
RG003,Noisy monitoring environment,3,-0.732123,-0.969992,lower regime,0.44,,,,
RG003,Noisy monitoring environment,4,-0.723184,-0.991006,lower regime,0.44,,,,
RG003,Noisy monitoring environment,5,-0.714246,-1.021852,lower regime,0.44,,,,
RG003,Noisy monitoring environment,6,-0.705307,-1.060393,lower regime,0.44,,,,
RG003,Noisy monitoring environment,7,-0.696369,-1.096929,lower regime,0.44,,,,
RG003,Noisy monitoring environment,8,-0.68743,-1.13482,lower regime,0.44,,,,
RG003,Noisy monitoring environment,9,-0.678492,-1.14664,lower regime,0.44,,,,
RG003,Noisy monitoring environment,10,-0.669553,-1.19514,lower regime,0.44,,,,
RG003,Noisy monitoring environment,11,-0.660615,-1.160984,lower regime,0.44,,,,
RG003,Noisy monitoring environment,12,-0.651676,-1.137199,lower regime,0.44,,,,
RG003,Noisy monitoring environment,13,-0.642737,-1.153116,lower regime,0.44,,,,
RG003,Noisy monitoring environment,14,-0.633799,-1.136121,lower regime,0.44,,,,
RG003,Noisy monitoring environment,15,-0.62486,-1.11546,lower regime,0.44,,,,
RG003,Noisy monitoring environment,16,-0.615922,-1.145759,lower regime,0.44,,,,
RG003,Noisy monitoring environment,17,-0.606983,-1.193664,lower regime,0.44,,,,
RG003,Noisy monitoring environment,18,-0.598045,-1.177992,lower regime,0.44,0.0079,0.94944,0.05056,0.98773
RG003,Noisy monitoring environment,19,-0.589106,-1.241796,lower regime,0.44,0.006577,0.924631,0.075369,0.972393
RG003,Noisy monitoring environment,20,-0.580168,-1.217622,lower regime,0.44,0.005622,0.907621,0.092379,0.941718
RG003,Noisy monitoring environment,21,-0.571229,-1.212714,lower regime,0.44,0.004395,0.880152,0.119848,0.880368
RG003,Noisy monitoring environment,22,-0.562291,-1.248691,lower regime,0.44,0.003534,0.832397,0.167603,0.751534
RG003,Noisy monitoring environment,23,-0.553352,-1.32937,lower regime,0.44,0.003957,0.80079,0.19921,0.769939
RG003,Noisy monitoring environment,24,-0.544413,-1.306369,lower regime,0.44,0.004075,0.822785,0.177215,0.803681
RG003,Noisy monitoring environment,25,-0.535475,-1.276511,lower regime,0.44,0.003982,0.828646,0.171354,0.806748
RG003,Noisy monitoring environment,26,-0.526536,-1.261334,lower regime,0.44,0.003959,0.828659,0.171341,0.806748
RG003,Noisy monitoring environment,27,-0.517598,-1.351197,lower regime,0.44,0.004924,0.82424,0.17576,0.840491
RG003,Noisy monitoring environment,28,-0.508659,-1.321729,lower regime,0.44,0.005526,0.847506,0.152494,0.889571
RG003,Noisy monitoring environment,29,-0.499721,-1.302131,lower regime,0.44,0.005628,0.85141,0.14859,0.904908
RG003,Noisy monitoring environment,30,-0.490782,-1.294181,lower regime,0.44,0.005294,0.843328,0.156672,0.880368
RG003,Noisy monitoring environment,31,-0.481844,-1.318104,lower regime,0.44,0.005157,0.835142,0.164858,0.861963
RG003,Noisy monitoring environment,32,-0.472905,-1.360535,lower regime,0.44,0.005021,0.815475,0.184525,0.834356
RG003,Noisy monitoring environment,33,-0.463966,-1.292722,lower regime,0.44,0.003758,0.720926,0.279074,0.665644
RG003,Noisy monitoring environment,34,-0.455028,-1.28638,lower regime,0.44,0.002808,0.658058,0.341942,0.506135
RG003,Noisy monitoring environment,35,-0.446089,-1.330877,lower regime,0.44,0.002502,0.565186,0.434814,0.41411
RG003,Noisy monitoring environment,36,-0.437151,-1.276454,lower regime,0.44,0.001801,0.464809,0.535191,0.276074
RG003,Noisy monitoring environment,37,-0.428212,-1.312439,lower regime,0.44,0.001674,0.374729,0.625271,0.190184
RG003,Noisy monitoring environment,38,-0.419274,-1.280544,lower regime,0.44,0.001325,0.115894,0.884106,0.131902
RG003,Noisy monitoring environment,39,-0.410335,-1.319596,lower regime,0.44,0.000888,-0.23797,1.23797,0.030675
RG003,Noisy monitoring environment,40,-0.401397,-1.314199,lower regime,0.44,0.000702,-0.151921,1.151921,0.015337
RG003,Noisy monitoring environment,41,-0.392458,-1.30598,lower regime,0.44,0.000672,-0.155451,1.155451,0.009202
RG003,Noisy monitoring environment,42,-0.38352,-1.227125,lower regime,0.44,0.001019,-0.127246,1.127246,0.079755
RG003,Noisy monitoring environment,43,-0.374581,-1.268573,lower regime,0.44,0.001046,-0.014371,1.014371,0.095092
RG003,Noisy monitoring environment,44,-0.365642,-1.290096,lower regime,0.44,0.000957,0.151288,0.848712,0.067485
RG003,Noisy monitoring environment,45,-0.356704,-1.238492,lower regime,0.44,0.001023,0.116216,0.883784,0.092025
RG003,Noisy monitoring environment,46,-0.347765,-1.194231,lower regime,0.44,0.00155,0.349261,0.650739,0.168712
RG003,Noisy monitoring environment,47,-0.338827,-1.193299,lower regime,0.44,0.002047,0.54018,0.45982,0.349693
RG003,Noisy monitoring environment,48,-0.329888,-1.217283,lower regime,0.44,0.00228,0.60625,0.39375,0.432515
RG003,Noisy monitoring environment,49,-0.32095,-1.23661,lower regime,0.44,0.002276,0.612042,0.387958,0.435583
RG003,Noisy monitoring environment,50,-0.312011,-1.28898,lower regime,0.44,0.001839,0.584304,0.415696,0.368098
RG003,Noisy monitoring environment,51,-0.303073,-1.240365,lower regime,0.44,0.001856,0.550669,0.449331,0.349693
RG003,Noisy monitoring environment,52,-0.294134,-1.210127,lower regime,0.44,0.002013,0.570782,0.429218,0.374233
RG003,Noisy monitoring environment,53,-0.285196,-1.178131,lower regime,0.44,0.0021,0.625408,0.374592,0.435583
RG003,Noisy monitoring environment,54,-0.276257,-1.151346,lower regime,0.44,0.002656,0.701318,0.298682,0.539877
RG003,Noisy monitoring environment,55,-0.267318,-1.139676,lower regime,0.44,0.003008,0.755511,0.244489,0.647239
RG003,Noisy monitoring environment,56,-0.25838,-1.111313,lower regime,0.44,0.003764,0.808103,0.191897,0.757669
RG003,Noisy monitoring environment,57,-0.249441,-1.154267,lower regime,0.44,0.003524,0.782774,0.217226,0.687117
RG003,Noisy monitoring environment,58,-0.240503,-1.090567,lower regime,0.44,0.003825,0.755127,0.244873,0.714724
RG003,Noisy monitoring environment,59,-0.231564,-1.09018,lower regime,0.44,0.003914,0.826523,0.173477,0.791411
RG003,Noisy monitoring environment,60,-0.222626,-1.125058,lower regime,0.44,0.004114,0.839901,0.160099,0.837423
RG003,Noisy monitoring environment,61,-0.213687,-1.167632,lower regime,0.44,0.003746,0.810326,0.189674,0.757669
RG003,Noisy monitoring environment,62,-0.204749,-1.175418,lower regime,0.44,0.003049,0.796467,0.203533,0.677914
RG003,Noisy monitoring environment,63,-0.19581,-1.145785,lower regime,0.44,0.002866,0.798492,0.201508,0.650307
RG003,Noisy monitoring environment,64,-0.186872,-1.128674,lower regime,0.44,0.00294,0.799549,0.200451,0.662577
RG003,Noisy monitoring environment,65,-0.177933,-1.088848,lower regime,0.44,0.003249,0.804713,0.195287,0.702454
RG003,Noisy monitoring environment,66,-0.168994,-1.017918,lower regime,0.44,0.004192,0.808435,0.191565,0.797546
RG003,Noisy monitoring environment,67,-0.160056,-1.008346,lower regime,0.44,0.004822,0.851756,0.148244,0.874233
RG003,Noisy monitoring environment,68,-0.151117,-0.986034,lower regime,0.44,0.004596,0.859915,0.140085,0.877301
RG003,Noisy monitoring environment,69,-0.142179,-0.974914,lower regime,0.44,0.004838,0.875821,0.124179,0.889571
RG003,Noisy monitoring environment,70,-0.13324,-1.023232,lower regime,0.44,0.004534,0.858068,0.141932,0.868098
RG003,Noisy monitoring environment,71,-0.124302,-1.052516,lower regime,0.44,0.004221,0.847637,0.152363,0.852761
RG003,Noisy monitoring environment,72,-0.115363,-1.069807,lower regime,0.44,0.004008,0.838439,0.161561,0.825153
RG003,Noisy monitoring environment,73,-0.106425,-1.041054,lower regime,0.44,0.003927,0.835539,0.164461,0.809816
RG003,Noisy monitoring environment,74,-0.097486,-1.096643,lower regime,0.44,0.003886,0.819284,0.180716,0.779141
RG003,Noisy monitoring environment,75,-0.088547,-1.018891,lower regime,0.44,0.003718,0.799108,0.200892,0.733129
RG003,Noisy monitoring environment,76,-0.079609,-1.057063,lower regime,0.44,0.003709,0.789335,0.210665,0.711656
RG003,Noisy monitoring environment,77,-0.07067,-1.098399,lower regime,0.44,0.003731,0.780954,0.219046,0.714724
RG003,Noisy monitoring environment,78,-0.061732,-1.122301,lower regime,0.44,0.003714,0.775771,0.224229,0.702454
RG003,Noisy monitoring environment,79,-0.052793,-1.156523,lower regime,0.44,0.003595,0.738838,0.261162,0.671779
RG003,Noisy monitoring environment,80,-0.043855,-1.146303,lower regime,0.44,0.003281,0.736009,0.263991,0.638037
RG003,Noisy monitoring environment,81,-0.034916,-1.135483,lower regime,0.44,0.003193,0.740498,0.259502,0.638037
RG003,Noisy monitoring environment,82,-0.025978,-1.0654,lower regime,0.44,0.002964,0.708326,0.291674,0.579755
RG003,Noisy monitoring environment,83,-0.017039,-1.082343,lower regime,0.44,0.002947,0.751667,0.248333,0.622699
RG003,Noisy monitoring environment,84,-0.008101,-1.044545,lower regime,0.44,0.002842,0.722547,0.277453,0.576687
RG003,Noisy monitoring environment,85,0.000838,-1.023148,lower regime,0.44,0.002755,0.698118,0.301882,0.542945
RG003,Noisy monitoring environment,86,0.009777,-1.014276,lower regime,0.44,0.002532,0.654977,0.345023,0.484663
RG003,Noisy monitoring environment,87,0.018715,-1.094423,lower regime,0.44,0.002018,0.548655,0.451345,0.358896
RG003,Noisy monitoring environment,88,0.027654,-1.076037,lower regime,0.44,0.001854,0.530424,0.469576,0.319018
RG003,Noisy monitoring environment,89,0.036592,-1.069106,lower regime,0.44,0.00182,0.529019,0.470981,0.309816
RG003,Noisy monitoring environment,90,0.045531,-1.106942,lower regime,0.44,0.001859,0.516415,0.483585,0.309816
RG003,Noisy monitoring environment,91,0.054469,-1.073013,lower regime,0.44,0.001767,0.536702,0.463298,0.297546
RG003,Noisy monitoring environment,92,0.063408,-1.025587,lower regime,0.44,0.001928,0.593467,0.406533,0.386503
RG003,Noisy monitoring environment,93,0.072346,-1.002756,lower regime,0.44,0.002055,0.643097,0.356903,0.43865
RG003,Noisy monitoring environment,94,0.081285,-1.007323,lower regime,0.44,0.002312,0.716708,0.283292,0.533742
RG003,Noisy monitoring environment,95,0.090223,-1.050212,lower regime,0.44,0.002306,0.704201,0.295799,0.518405
RG003,Noisy monitoring environment,96,0.099162,-1.030106,lower regime,0.44,0.002233,0.687556,0.312444,0.490798
RG003,Noisy monitoring environment,97,0.108101,-1.06008,lower regime,0.44,0.001732,0.573979,0.426021,0.334356
RG003,Noisy monitoring environment,98,0.117039,-1.04108,lower regime,0.44,0.001297,0.405147,0.594853,0.156442
RG003,Noisy monitoring environment,99,0.125978,-1.070565,lower regime,0.44,0.000922,0.389241,0.610759,0.07362
RG003,Noisy monitoring environment,100,0.134916,-1.094537,lower regime,0.44,0.001015,0.401143,0.598857,0.107362
RG003,Noisy monitoring environment,101,0.143855,-1.067823,lower regime,0.44,0.000978,0.442719,0.557281,0.116564
RG003,Noisy monitoring environment,102,0.152793,-1.081465,lower regime,0.44,0.001017,0.453464,0.546536,0.144172
RG003,Noisy monitoring environment,103,0.161732,-1.145226,lower regime,0.44,0.001389,0.440899,0.559101,0.180982
RG003,Noisy monitoring environment,104,0.17067,-1.088299,lower regime,0.44,0.00128,0.551106,0.448894,0.239264
RG003,Noisy monitoring environment,105,0.179609,-1.059674,lower regime,0.44,0.00123,0.534807,0.465193,0.205521
RG003,Noisy monitoring environment,106,0.188547,-1.026832,lower regime,0.44,0.001294,0.524313,0.475687,0.205521
RG003,Noisy monitoring environment,107,0.197486,-1.070576,lower regime,0.44,0.001296,0.501844,0.498156,0.196319
RG003,Noisy monitoring environment,108,0.206425,-1.059805,lower regime,0.44,0.001166,0.496163,0.503837,0.174847
RG003,Noisy monitoring environment,109,0.215363,-1.019953,lower regime,0.44,0.001232,0.514881,0.485119,0.187117
RG003,Noisy monitoring environment,110,0.224302,-0.998454,lower regime,0.44,0.001369,0.526885,0.473115,0.223926
RG003,Noisy monitoring environment,111,0.23324,-1.012929,lower regime,0.44,0.001314,0.521757,0.478243,0.211656
RG003,Noisy monitoring environment,112,0.242179,-0.976181,lower regime,0.44,0.001541,0.603979,0.396021,0.319018
RG003,Noisy monitoring environment,113,0.251117,-0.985647,lower regime,0.44,0.001794,0.674384,0.325616,0.432515
RG003,Noisy monitoring environment,114,0.260056,-1.038386,lower regime,0.44,0.001779,0.66142,0.33858,0.41411
RG003,Noisy monitoring environment,115,0.268994,-1.038237,lower regime,0.44,0.001779,0.66742,0.33258,0.423313
RG003,Noisy monitoring environment,116,0.277933,-1.05028,lower regime,0.44,0.001776,0.677548,0.322452,0.42638
RG003,Noisy monitoring environment,117,0.286872,-1.083486,lower regime,0.44,0.001817,0.66057,0.33943,0.423313
RG003,Noisy monitoring environment,118,0.29581,-1.036404,lower regime,0.44,0.0017,0.627521,0.372479,0.377301
RG003,Noisy monitoring environment,119,0.304749,-1.0647,lower regime,0.44,0.001692,0.607138,0.392862,0.355828
RG003,Noisy monitoring environment,120,0.313687,-1.008602,lower regime,0.44,0.001687,0.570297,0.429703,0.315951
RG003,Noisy monitoring environment,121,0.322626,-1.027216,lower regime,0.44,0.001034,0.443678,0.556322,0.141104
RG003,Noisy monitoring environment,122,0.331564,-1.028262,lower regime,0.44,0.000864,0.394932,0.605068,0.064417
RG003,Noisy monitoring environment,123,0.340503,-1.024845,lower regime,0.44,0.00082,0.414948,0.585052,0.070552
RG003,Noisy monitoring environment,124,0.349441,-0.993834,lower regime,0.44,0.000895,0.451056,0.548944,0.107362
RG003,Noisy monitoring environment,125,0.35838,-1.000174,lower regime,0.44,0.000824,0.423328,0.576672,0.076687
RG003,Noisy monitoring environment,126,0.367318,-0.990091,lower regime,0.44,0.000808,0.481706,0.518294,0.09816
RG003,Noisy monitoring environment,127,0.376257,-0.971165,lower regime,0.44,0.000946,0.537705,0.462295,0.162577
RG003,Noisy monitoring environment,128,0.385196,-0.988733,lower regime,0.44,0.000974,0.573689,0.426311,0.205521
RG003,Noisy monitoring environment,129,0.394134,-1.00326,lower regime,0.44,0.000984,0.601093,0.398907,0.236196
RG003,Noisy monitoring environment,130,0.403073,-1.02968,lower regime,0.44,0.000885,0.543958,0.456042,0.156442
RG003,Noisy monitoring environment,131,0.412011,-1.068756,lower regime,0.44,0.000931,0.595931,0.404069,0.211656
RG003,Noisy monitoring environment,132,0.42095,-0.991873,lower regime,0.44,0.000977,0.444609,0.555391,0.119632
RG003,Noisy monitoring environment,133,0.429888,-1.003672,lower regime,0.44,0.000978,0.445524,0.554476,0.128834
RG003,Noisy monitoring environment,134,0.438827,-0.973303,lower regime,0.44,0.001036,0.405253,0.594747,0.128834
RG003,Noisy monitoring environment,135,0.447765,-0.992328,lower regime,0.44,0.000774,0.376986,0.623014,0.046012
RG003,Noisy monitoring environment,136,0.456704,-0.923537,lower regime,0.44,0.001143,0.339652,0.660348,0.110429
RG003,Noisy monitoring environment,137,0.465642,-0.896623,lower regime,0.44,0.001526,0.617067,0.382933,0.325153
RG003,Noisy monitoring environment,138,0.474581,-0.851643,lower regime,0.44,0.002649,0.776053,0.223947,0.610429
RG003,Noisy monitoring environment,139,0.48352,-0.848878,lower regime,0.44,0.003564,0.839007,0.160993,0.769939
RG003,Noisy monitoring environment,140,0.492458,-0.808147,lower regime,0.44,0.004921,0.881061,0.118939,0.90184
RG003,Noisy monitoring environment,141,0.501397,-0.831907,lower regime,0.44,0.005619,0.894935,0.105065,0.932515
RG003,Noisy monitoring environment,142,0.510335,-0.877181,lower regime,0.44,0.005824,0.8873,0.1127,0.93865
RG003,Noisy monitoring environment,143,0.519274,-0.826462,lower regime,0.44,0.00642,0.886449,0.113551,0.941718
RG003,Noisy monitoring environment,144,0.528212,-0.790711,lower regime,0.44,0.007398,0.899163,0.100837,0.957055
RG003,Noisy monitoring environment,145,0.537151,-0.773891,lower regime,0.44,0.008524,0.914316,0.085684,0.97546
RG003,Noisy monitoring environment,146,0.546089,-0.774669,lower regime,0.44,0.009228,0.921931,0.078069,0.984663
RG003,Noisy monitoring environment,147,0.555028,-0.783778,lower regime,0.44,0.009333,0.925639,0.074361,0.993865
RG003,Noisy monitoring environment,148,0.563966,-0.811293,lower regime,0.44,0.008433,0.925832,0.074168,0.98773
RG003,Noisy monitoring environment,149,0.572905,-0.816139,lower regime,0.44,0.006349,0.919131,0.080869,0.960123
RG003,Noisy monitoring environment,150,0.581844,-0.80218,lower regime,0.44,0.005525,0.909211,0.090789,0.935583
RG003,Noisy monitoring environment,151,0.590782,-0.759848,lower regime,0.44,0.004557,0.87654,0.12346,0.883436
RG003,Noisy monitoring environment,152,0.599721,-0.755656,lower regime,0.44,0.003807,0.862285,0.137715,0.831288
RG003,Noisy monitoring environment,153,0.608659,-0.80108,lower regime,0.44,0.002168,0.766602,0.233398,0.567485
RG003,Noisy monitoring environment,154,0.617598,-0.843386,lower regime,0.44,0.001535,0.620725,0.379275,0.334356
RG003,Noisy monitoring environment,155,0.626536,-0.865565,lower regime,0.44,0.001287,0.601164,0.398836,0.279141
RG003,Noisy monitoring environment,156,0.635475,-0.892155,lower regime,0.44,0.001565,0.648519,0.351481,0.355828
RG003,Noisy monitoring environment,157,0.644413,-0.853096,lower regime,0.44,0.001583,0.692528,0.307472,0.40184
RG003,Noisy monitoring environment,158,0.653352,-0.798862,lower regime,0.44,0.001595,0.655121,0.344879,0.371166
RG003,Noisy monitoring environment,159,0.662291,-0.758131,lower regime,0.44,0.001745,0.665006,0.334994,0.407975
RG003,Noisy monitoring environment,160,0.671229,-0.772672,lower regime,0.44,0.001529,0.689509,0.310491,0.383436
RG003,Noisy monitoring environment,161,0.680168,-0.804571,lower regime,0.44,0.001499,0.693856,0.306144,0.383436
RG003,Noisy monitoring environment,162,0.689106,-0.762199,lower regime,0.44,0.001586,0.668455,0.331545,0.386503
RG003,Noisy monitoring environment,163,0.698045,-0.847596,lower regime,0.44,0.001647,0.54731,0.45269,0.288344
RG003,Noisy monitoring environment,164,0.706983,-0.848595,lower regime,0.44,0.001681,0.561732,0.438268,0.306748
RG003,Noisy monitoring environment,165,0.715922,-0.926705,lower regime,0.44,0.002378,0.587235,0.412765,0.423313
RG003,Noisy monitoring environment,166,0.72486,-0.922244,lower regime,0.44,0.002977,0.685784,0.314216,0.555215
RG003,Noisy monitoring environment,167,0.733799,-0.924953,lower regime,0.44,0.003535,0.742412,0.257588,0.668712
RG003,Noisy monitoring environment,168,0.742737,-0.869037,lower regime,0.44,0.003565,0.737061,0.262939,0.662577
RG003,Noisy monitoring environment,169,0.751676,-0.889599,lower regime,0.44,0.003373,0.712597,0.287403,0.613497
RG003,Noisy monitoring environment,170,0.760615,-0.883462,lower regime,0.44,0.002999,0.707566,0.292434,0.58589
RG003,Noisy monitoring environment,171,0.769553,-0.877585,lower regime,0.44,0.002902,0.720897,0.279103,0.576687
RG003,Noisy monitoring environment,172,0.778492,-0.886787,lower regime,0.44,0.002961,0.728976,0.271024,0.601227
