scenario_id,scenario_name,time_step,pressure,state,regime,monitoring_quality
RG003,Noisy monitoring environment,45,-0.356704,-1.238492,lower regime,0.44
RG003,Noisy monitoring environment,46,-0.347765,-1.194231,lower regime,0.44
RG003,Noisy monitoring environment,47,-0.338827,-1.193299,lower regime,0.44
RG003,Noisy monitoring environment,48,-0.329888,-1.217283,lower regime,0.44
RG003,Noisy monitoring environment,49,-0.32095,-1.23661,lower regime,0.44
RG003,Noisy monitoring environment,50,-0.312011,-1.28898,lower regime,0.44
RG003,Noisy monitoring environment,51,-0.303073,-1.240365,lower regime,0.44
RG003,Noisy monitoring environment,52,-0.294134,-1.210127,lower regime,0.44
RG003,Noisy monitoring environment,53,-0.285196,-1.178131,lower regime,0.44
RG003,Noisy monitoring environment,54,-0.276257,-1.151346,lower regime,0.44
RG003,Noisy monitoring environment,55,-0.267318,-1.139676,lower regime,0.44
RG003,Noisy monitoring environment,56,-0.25838,-1.111313,lower regime,0.44
RG003,Noisy monitoring environment,57,-0.249441,-1.154267,lower regime,0.44
RG003,Noisy monitoring environment,58,-0.240503,-1.090567,lower regime,0.44
RG003,Noisy monitoring environment,59,-0.231564,-1.09018,lower regime,0.44
RG003,Noisy monitoring environment,60,-0.222626,-1.125058,lower regime,0.44
RG003,Noisy monitoring environment,61,-0.213687,-1.167632,lower regime,0.44
RG003,Noisy monitoring environment,62,-0.204749,-1.175418,lower regime,0.44
RG003,Noisy monitoring environment,63,-0.19581,-1.145785,lower regime,0.44
RG003,Noisy monitoring environment,64,-0.186872,-1.128674,lower regime,0.44
RG003,Noisy monitoring environment,65,-0.177933,-1.088848,lower regime,0.44
RG003,Noisy monitoring environment,66,-0.168994,-1.017918,lower regime,0.44
RG003,Noisy monitoring environment,67,-0.160056,-1.008346,lower regime,0.44
RG003,Noisy monitoring environment,68,-0.151117,-0.986034,lower regime,0.44
RG003,Noisy monitoring environment,69,-0.142179,-0.974914,lower regime,0.44
RG003,Noisy monitoring environment,70,-0.13324,-1.023232,lower regime,0.44
RG003,Noisy monitoring environment,71,-0.124302,-1.052516,lower regime,0.44
RG003,Noisy monitoring environment,72,-0.115363,-1.069807,lower regime,0.44
RG003,Noisy monitoring environment,73,-0.106425,-1.041054,lower regime,0.44
RG003,Noisy monitoring environment,74,-0.097486,-1.096643,lower regime,0.44
RG003,Noisy monitoring environment,75,-0.088547,-1.018891,lower regime,0.44
RG003,Noisy monitoring environment,76,-0.079609,-1.057063,lower regime,0.44
RG003,Noisy monitoring environment,77,-0.07067,-1.098399,lower regime,0.44
RG003,Noisy monitoring environment,78,-0.061732,-1.122301,lower regime,0.44
RG003,Noisy monitoring environment,79,-0.052793,-1.156523,lower regime,0.44
RG003,Noisy monitoring environment,80,-0.043855,-1.146303,lower regime,0.44
RG003,Noisy monitoring environment,81,-0.034916,-1.135483,lower regime,0.44
RG003,Noisy monitoring environment,82,-0.025978,-1.0654,lower regime,0.44
RG003,Noisy monitoring environment,83,-0.017039,-1.082343,lower regime,0.44
RG003,Noisy monitoring environment,84,-0.008101,-1.044545,lower regime,0.44
RG003,Noisy monitoring environment,85,0.000838,-1.023148,lower regime,0.44
RG003,Noisy monitoring environment,86,0.009777,-1.014276,lower regime,0.44
RG003,Noisy monitoring environment,87,0.018715,-1.094423,lower regime,0.44
RG003,Noisy monitoring environment,88,0.027654,-1.076037,lower regime,0.44
RG003,Noisy monitoring environment,89,0.036592,-1.069106,lower regime,0.44
RG003,Noisy monitoring environment,90,0.045531,-1.106942,lower regime,0.44
RG003,Noisy monitoring environment,91,0.054469,-1.073013,lower regime,0.44
RG003,Noisy monitoring environment,92,0.063408,-1.025587,lower regime,0.44
RG003,Noisy monitoring environment,93,0.072346,-1.002756,lower regime,0.44
RG003,Noisy monitoring environment,94,0.081285,-1.007323,lower regime,0.44
RG003,Noisy monitoring environment,95,0.090223,-1.050212,lower regime,0.44
RG003,Noisy monitoring environment,96,0.099162,-1.030106,lower regime,0.44
RG003,Noisy monitoring environment,97,0.108101,-1.06008,lower regime,0.44
RG003,Noisy monitoring environment,98,0.117039,-1.04108,lower regime,0.44
RG003,Noisy monitoring environment,99,0.125978,-1.070565,lower regime,0.44
RG003,Noisy monitoring environment,100,0.134916,-1.094537,lower regime,0.44
RG003,Noisy monitoring environment,101,0.143855,-1.067823,lower regime,0.44
RG003,Noisy monitoring environment,102,0.152793,-1.081465,lower regime,0.44
RG003,Noisy monitoring environment,103,0.161732,-1.145226,lower regime,0.44
RG003,Noisy monitoring environment,104,0.17067,-1.088299,lower regime,0.44
RG003,Noisy monitoring environment,105,0.179609,-1.059674,lower regime,0.44
RG003,Noisy monitoring environment,106,0.188547,-1.026832,lower regime,0.44
RG003,Noisy monitoring environment,107,0.197486,-1.070576,lower regime,0.44
RG003,Noisy monitoring environment,108,0.206425,-1.059805,lower regime,0.44
RG003,Noisy monitoring environment,109,0.215363,-1.019953,lower regime,0.44
RG003,Noisy monitoring environment,110,0.224302,-0.998454,lower regime,0.44
RG003,Noisy monitoring environment,111,0.23324,-1.012929,lower regime,0.44
RG003,Noisy monitoring environment,112,0.242179,-0.976181,lower regime,0.44
RG003,Noisy monitoring environment,113,0.251117,-0.985647,lower regime,0.44
RG003,Noisy monitoring environment,114,0.260056,-1.038386,lower regime,0.44
RG003,Noisy monitoring environment,115,0.268994,-1.038237,lower regime,0.44
RG003,Noisy monitoring environment,116,0.277933,-1.05028,lower regime,0.44
RG003,Noisy monitoring environment,117,0.286872,-1.083486,lower regime,0.44
RG003,Noisy monitoring environment,118,0.29581,-1.036404,lower regime,0.44
RG003,Noisy monitoring environment,119,0.304749,-1.0647,lower regime,0.44
RG003,Noisy monitoring environment,120,0.313687,-1.008602,lower regime,0.44
RG003,Noisy monitoring environment,121,0.322626,-1.027216,lower regime,0.44
RG003,Noisy monitoring environment,122,0.331564,-1.028262,lower regime,0.44
RG003,Noisy monitoring environment,123,0.340503,-1.024845,lower regime,0.44
RG003,Noisy monitoring environment,124,0.349441,-0.993834,lower regime,0.44
RG003,Noisy monitoring environment,125,0.35838,-1.000174,lower regime,0.44
RG003,Noisy monitoring environment,126,0.367318,-0.990091,lower regime,0.44
RG003,Noisy monitoring environment,127,0.376257,-0.971165,lower regime,0.44
RG003,Noisy monitoring environment,128,0.385196,-0.988733,lower regime,0.44
RG003,Noisy monitoring environment,129,0.394134,-1.00326,lower regime,0.44
RG003,Noisy monitoring environment,130,0.403073,-1.02968,lower regime,0.44
RG003,Noisy monitoring environment,131,0.412011,-1.068756,lower regime,0.44
RG003,Noisy monitoring environment,132,0.42095,-0.991873,lower regime,0.44
RG003,Noisy monitoring environment,133,0.429888,-1.003672,lower regime,0.44
RG003,Noisy monitoring environment,134,0.438827,-0.973303,lower regime,0.44
RG003,Noisy monitoring environment,135,0.447765,-0.992328,lower regime,0.44
RG003,Noisy monitoring environment,136,0.456704,-0.923537,lower regime,0.44
RG003,Noisy monitoring environment,137,0.465642,-0.896623,lower regime,0.44
RG003,Noisy monitoring environment,138,0.474581,-0.851643,lower regime,0.44
RG003,Noisy monitoring environment,139,0.48352,-0.848878,lower regime,0.44
RG003,Noisy monitoring environment,140,0.492458,-0.808147,lower regime,0.44
RG003,Noisy monitoring environment,141,0.501397,-0.831907,lower regime,0.44
RG003,Noisy monitoring environment,142,0.510335,-0.877181,lower regime,0.44
RG003,Noisy monitoring environment,143,0.519274,-0.826462,lower regime,0.44
RG003,Noisy monitoring environment,144,0.528212,-0.790711,lower regime,0.44
RG003,Noisy monitoring environment,145,0.537151,-0.773891,lower regime,0.44
RG003,Noisy monitoring environment,146,0.546089,-0.774669,lower regime,0.44
RG003,Noisy monitoring environment,147,0.555028,-0.783778,lower regime,0.44
RG003,Noisy monitoring environment,148,0.563966,-0.811293,lower regime,0.44
RG003,Noisy monitoring environment,149,0.572905,-0.816139,lower regime,0.44
RG003,Noisy monitoring environment,150,0.581844,-0.80218,lower regime,0.44
RG003,Noisy monitoring environment,151,0.590782,-0.759848,lower regime,0.44
RG003,Noisy monitoring environment,152,0.599721,-0.755656,lower regime,0.44
RG003,Noisy monitoring environment,153,0.608659,-0.80108,lower regime,0.44
RG003,Noisy monitoring environment,154,0.617598,-0.843386,lower regime,0.44
RG003,Noisy monitoring environment,155,0.626536,-0.865565,lower regime,0.44
RG003,Noisy monitoring environment,156,0.635475,-0.892155,lower regime,0.44
RG003,Noisy monitoring environment,157,0.644413,-0.853096,lower regime,0.44
RG003,Noisy monitoring environment,158,0.653352,-0.798862,lower regime,0.44
RG003,Noisy monitoring environment,159,0.662291,-0.758131,lower regime,0.44
RG003,Noisy monitoring environment,160,0.671229,-0.772672,lower regime,0.44
RG003,Noisy monitoring environment,161,0.680168,-0.804571,lower regime,0.44
RG003,Noisy monitoring environment,162,0.689106,-0.762199,lower regime,0.44
RG003,Noisy monitoring environment,163,0.698045,-0.847596,lower regime,0.44
RG003,Noisy monitoring environment,164,0.706983,-0.848595,lower regime,0.44
RG003,Noisy monitoring environment,165,0.715922,-0.926705,lower regime,0.44
RG003,Noisy monitoring environment,166,0.72486,-0.922244,lower regime,0.44
RG003,Noisy monitoring environment,167,0.733799,-0.924953,lower regime,0.44
RG003,Noisy monitoring environment,168,0.742737,-0.869037,lower regime,0.44
RG003,Noisy monitoring environment,169,0.751676,-0.889599,lower regime,0.44
RG003,Noisy monitoring environment,170,0.760615,-0.883462,lower regime,0.44
RG003,Noisy monitoring environment,171,0.769553,-0.877585,lower regime,0.44
RG003,Noisy monitoring environment,172,0.778492,-0.886787,lower regime,0.44
RG003,Noisy monitoring environment,173,0.78743,-0.878452,lower regime,0.44
RG003,Noisy monitoring environment,174,0.796369,-0.927865,lower regime,0.44
RG003,Noisy monitoring environment,175,0.805307,-0.939971,lower regime,0.44
RG003,Noisy monitoring environment,176,0.814246,-0.919246,lower regime,0.44
RG003,Noisy monitoring environment,177,0.823184,-0.889695,lower regime,0.44
RG003,Noisy monitoring environment,178,0.832123,-0.834902,lower regime,0.44
RG003,Noisy monitoring environment,179,0.841061,-0.783651,lower regime,0.44
RG003,Noisy monitoring environment,180,0.85,-0.757984,lower regime,0.44
RG004,Adaptive intervention before crossing,1,-0.75028,-0.9,lower regime,0.78
RG004,Adaptive intervention before crossing,2,-0.742013,-0.942303,lower regime,0.78
RG004,Adaptive intervention before crossing,3,-0.733745,-1.004136,lower regime,0.78
RG004,Adaptive intervention before crossing,4,-0.725478,-1.07696,lower regime,0.78
RG004,Adaptive intervention before crossing,5,-0.71721,-1.131744,lower regime,0.78
RG004,Adaptive intervention before crossing,6,-0.708943,-1.160026,lower regime,0.78
RG004,Adaptive intervention before crossing,7,-0.700675,-1.167519,lower regime,0.78
RG004,Adaptive intervention before crossing,8,-0.692408,-1.226176,lower regime,0.78
RG004,Adaptive intervention before crossing,9,-0.68414,-1.261263,lower regime,0.78
RG004,Adaptive intervention before crossing,10,-0.675873,-1.264488,lower regime,0.78
RG004,Adaptive intervention before crossing,11,-0.667605,-1.271431,lower regime,0.78
RG004,Adaptive intervention before crossing,12,-0.659338,-1.290654,lower regime,0.78
RG004,Adaptive intervention before crossing,13,-0.65107,-1.266122,lower regime,0.78
RG004,Adaptive intervention before crossing,14,-0.642803,-1.267978,lower regime,0.78
RG004,Adaptive intervention before crossing,15,-0.634535,-1.281046,lower regime,0.78
RG004,Adaptive intervention before crossing,16,-0.626268,-1.26696,lower regime,0.78
RG004,Adaptive intervention before crossing,17,-0.618,-1.281684,lower regime,0.78
RG004,Adaptive intervention before crossing,18,-0.609733,-1.247198,lower regime,0.78
RG004,Adaptive intervention before crossing,19,-0.601465,-1.262587,lower regime,0.78
RG004,Adaptive intervention before crossing,20,-0.593198,-1.231229,lower regime,0.78
RG004,Adaptive intervention before crossing,21,-0.58493,-1.217152,lower regime,0.78
RG004,Adaptive intervention before crossing,22,-0.576663,-1.238096,lower regime,0.78
RG004,Adaptive intervention before crossing,23,-0.568395,-1.244667,lower regime,0.78
RG004,Adaptive intervention before crossing,24,-0.560128,-1.257084,lower regime,0.78
RG004,Adaptive intervention before crossing,25,-0.55186,-1.259428,lower regime,0.78
RG004,Adaptive intervention before crossing,26,-0.543593,-1.262432,lower regime,0.78
RG004,Adaptive intervention before crossing,27,-0.535325,-1.284408,lower regime,0.78
RG004,Adaptive intervention before crossing,28,-0.527058,-1.27302,lower regime,0.78
RG004,Adaptive intervention before crossing,29,-0.51879,-1.264917,lower regime,0.78
RG004,Adaptive intervention before crossing,30,-0.510523,-1.2929,lower regime,0.78
RG004,Adaptive intervention before crossing,31,-0.502255,-1.288674,lower regime,0.78
RG004,Adaptive intervention before crossing,32,-0.493988,-1.284882,lower regime,0.78
RG004,Adaptive intervention before crossing,33,-0.48572,-1.272693,lower regime,0.78
RG004,Adaptive intervention before crossing,34,-0.477453,-1.273557,lower regime,0.78
RG004,Adaptive intervention before crossing,35,-0.469185,-1.26536,lower regime,0.78
RG004,Adaptive intervention before crossing,36,-0.460918,-1.279639,lower regime,0.78
RG004,Adaptive intervention before crossing,37,-0.452651,-1.246425,lower regime,0.78
RG004,Adaptive intervention before crossing,38,-0.444383,-1.241125,lower regime,0.78
RG004,Adaptive intervention before crossing,39,-0.436116,-1.229405,lower regime,0.78
RG004,Adaptive intervention before crossing,40,-0.427848,-1.230086,lower regime,0.78
RG004,Adaptive intervention before crossing,41,-0.419581,-1.242491,lower regime,0.78
RG004,Adaptive intervention before crossing,42,-0.411313,-1.232626,lower regime,0.78
RG004,Adaptive intervention before crossing,43,-0.403046,-1.225113,lower regime,0.78
RG004,Adaptive intervention before crossing,44,-0.394778,-1.245836,lower regime,0.78
RG004,Adaptive intervention before crossing,45,-0.386511,-1.259348,lower regime,0.78
RG004,Adaptive intervention before crossing,46,-0.378243,-1.256555,lower regime,0.78
RG004,Adaptive intervention before crossing,47,-0.369976,-1.256485,lower regime,0.78
RG004,Adaptive intervention before crossing,48,-0.361708,-1.252455,lower regime,0.78
RG004,Adaptive intervention before crossing,49,-0.353441,-1.239284,lower regime,0.78
RG004,Adaptive intervention before crossing,50,-0.345173,-1.249928,lower regime,0.78
RG004,Adaptive intervention before crossing,51,-0.336906,-1.24976,lower regime,0.78
RG004,Adaptive intervention before crossing,52,-0.328638,-1.243418,lower regime,0.78
RG004,Adaptive intervention before crossing,53,-0.320371,-1.258667,lower regime,0.78
RG004,Adaptive intervention before crossing,54,-0.312103,-1.258624,lower regime,0.78
RG004,Adaptive intervention before crossing,55,-0.303836,-1.254494,lower regime,0.78
RG004,Adaptive intervention before crossing,56,-0.295568,-1.251523,lower regime,0.78
RG004,Adaptive intervention before crossing,57,-0.287301,-1.244527,lower regime,0.78
RG004,Adaptive intervention before crossing,58,-0.279033,-1.211264,lower regime,0.78
RG004,Adaptive intervention before crossing,59,-0.270766,-1.189922,lower regime,0.78
RG004,Adaptive intervention before crossing,60,-0.262498,-1.189871,lower regime,0.78
RG004,Adaptive intervention before crossing,61,-0.254231,-1.189105,lower regime,0.78
RG004,Adaptive intervention before crossing,62,-0.245963,-1.190863,lower regime,0.78
RG004,Adaptive intervention before crossing,63,-0.237696,-1.199773,lower regime,0.78
RG004,Adaptive intervention before crossing,64,-0.229428,-1.20345,lower regime,0.78
RG004,Adaptive intervention before crossing,65,-0.221161,-1.179705,lower regime,0.78
RG004,Adaptive intervention before crossing,66,-0.212893,-1.175821,lower regime,0.78
RG004,Adaptive intervention before crossing,67,-0.204626,-1.176596,lower regime,0.78
RG004,Adaptive intervention before crossing,68,-0.196358,-1.178091,lower regime,0.78
RG004,Adaptive intervention before crossing,69,-0.188091,-1.179875,lower regime,0.78
RG004,Adaptive intervention before crossing,70,-0.179823,-1.175156,lower regime,0.78
RG004,Adaptive intervention before crossing,71,-0.171556,-1.188176,lower regime,0.78
RG004,Adaptive intervention before crossing,72,-0.163288,-1.170063,lower regime,0.78
RG004,Adaptive intervention before crossing,73,-0.155021,-1.159731,lower regime,0.78
RG004,Adaptive intervention before crossing,74,-0.146754,-1.163717,lower regime,0.78
RG004,Adaptive intervention before crossing,75,-0.138486,-1.168678,lower regime,0.78
RG004,Adaptive intervention before crossing,76,-0.130219,-1.185942,lower regime,0.78
RG004,Adaptive intervention before crossing,77,-0.121951,-1.160859,lower regime,0.78
RG004,Adaptive intervention before crossing,78,-0.113684,-1.147011,lower regime,0.78
RG004,Adaptive intervention before crossing,79,-0.105416,-1.169019,lower regime,0.78
RG004,Adaptive intervention before crossing,80,-0.097149,-1.188723,lower regime,0.78
RG004,Adaptive intervention before crossing,81,-0.088881,-1.175971,lower regime,0.78
RG004,Adaptive intervention before crossing,82,-0.080614,-1.159915,lower regime,0.78
RG004,Adaptive intervention before crossing,83,-0.072346,-1.142431,lower regime,0.78
RG004,Adaptive intervention before crossing,84,-0.064079,-1.142843,lower regime,0.78
RG004,Adaptive intervention before crossing,85,-0.055811,-1.131689,lower regime,0.78
RG004,Adaptive intervention before crossing,86,-0.047544,-1.1244,lower regime,0.78
RG004,Adaptive intervention before crossing,87,-0.039276,-1.121407,lower regime,0.78
RG004,Adaptive intervention before crossing,88,-0.031009,-1.104328,lower regime,0.78
RG004,Adaptive intervention before crossing,89,-0.022741,-1.106743,lower regime,0.78
RG004,Adaptive intervention before crossing,90,-0.014474,-1.115957,lower regime,0.78
RG004,Adaptive intervention before crossing,91,-0.006206,-1.09254,lower regime,0.78
RG004,Adaptive intervention before crossing,92,0.002061,-1.098151,lower regime,0.78
RG004,Adaptive intervention before crossing,93,0.010329,-1.131044,lower regime,0.78
RG004,Adaptive intervention before crossing,94,0.018596,-1.120968,lower regime,0.78
RG004,Adaptive intervention before crossing,95,0.026864,-1.119335,lower regime,0.78
RG004,Adaptive intervention before crossing,96,0.035131,-1.11435,lower regime,0.78
RG004,Adaptive intervention before crossing,97,0.043399,-1.093968,lower regime,0.78
RG004,Adaptive intervention before crossing,98,0.051666,-1.098628,lower regime,0.78
RG004,Adaptive intervention before crossing,99,0.059934,-1.076124,lower regime,0.78
RG004,Adaptive intervention before crossing,100,0.068201,-1.073093,lower regime,0.78
RG004,Adaptive intervention before crossing,101,0.076469,-1.037674,lower regime,0.78
RG004,Adaptive intervention before crossing,102,0.084736,-1.055837,lower regime,0.78
RG004,Adaptive intervention before crossing,103,0.093004,-1.025811,lower regime,0.78
RG004,Adaptive intervention before crossing,104,0.101271,-1.007314,lower regime,0.78
RG004,Adaptive intervention before crossing,105,0.109539,-1.021774,lower regime,0.78
RG004,Adaptive intervention before crossing,106,0.117806,-1.024615,lower regime,0.78
RG004,Adaptive intervention before crossing,107,0.126074,-1.020591,lower regime,0.78
RG004,Adaptive intervention before crossing,108,0.134341,-0.98576,lower regime,0.78
RG004,Adaptive intervention before crossing,109,0.142608,-0.991091,lower regime,0.78
RG004,Adaptive intervention before crossing,110,0.150876,-1.00001,lower regime,0.78
RG004,Adaptive intervention before crossing,111,0.159143,-1.001686,lower regime,0.78
RG004,Adaptive intervention before crossing,112,0.167411,-1.002184,lower regime,0.78
RG004,Adaptive intervention before crossing,113,0.175678,-1.016508,lower regime,0.78
RG004,Adaptive intervention before crossing,114,0.183946,-1.057023,lower regime,0.78
RG004,Adaptive intervention before crossing,115,0.192213,-1.034485,lower regime,0.78
RG004,Adaptive intervention before crossing,116,0.200481,-1.00416,lower regime,0.78
RG004,Adaptive intervention before crossing,117,0.208748,-1.01868,lower regime,0.78
RG004,Adaptive intervention before crossing,118,0.217016,-0.995349,lower regime,0.78
RG004,Adaptive intervention before crossing,119,0.225283,-0.983969,lower regime,0.78
RG004,Adaptive intervention before crossing,120,0.233551,-1.003771,lower regime,0.78
RG004,Adaptive intervention before crossing,121,0.241818,-1.016915,lower regime,0.78
RG004,Adaptive intervention before crossing,122,0.250086,-0.977694,lower regime,0.78
RG004,Adaptive intervention before crossing,123,0.258353,-0.973163,lower regime,0.78
RG004,Adaptive intervention before crossing,124,0.266621,-0.971726,lower regime,0.78
RG004,Adaptive intervention before crossing,125,0.274888,-0.969666,lower regime,0.78
RG004,Adaptive intervention before crossing,126,0.283156,-0.982503,lower regime,0.78
RG004,Adaptive intervention before crossing,127,0.291423,-1.0013,lower regime,0.78
RG004,Adaptive intervention before crossing,128,0.299691,-0.997585,lower regime,0.78
RG004,Adaptive intervention before crossing,129,0.307958,-0.999134,lower regime,0.78
RG004,Adaptive intervention before crossing,130,0.316226,-0.990883,lower regime,0.78
RG004,Adaptive intervention before crossing,131,0.324493,-0.965536,lower regime,0.78
RG004,Adaptive intervention before crossing,132,0.332761,-0.982519,lower regime,0.78
RG004,Adaptive intervention before crossing,133,0.341028,-0.993141,lower regime,0.78
RG004,Adaptive intervention before crossing,134,0.349296,-0.963087,lower regime,0.78
RG004,Adaptive intervention before crossing,135,0.357563,-0.956216,lower regime,0.78
RG004,Adaptive intervention before crossing,136,0.365831,-0.948298,lower regime,0.78
RG004,Adaptive intervention before crossing,137,0.374098,-0.929602,lower regime,0.78
RG004,Adaptive intervention before crossing,138,0.382366,-0.915597,lower regime,0.78
RG004,Adaptive intervention before crossing,139,0.390633,-0.897101,lower regime,0.78
RG004,Adaptive intervention before crossing,140,0.398901,-0.89561,lower regime,0.78
RG004,Adaptive intervention before crossing,141,0.407168,-0.870632,lower regime,0.78
RG004,Adaptive intervention before crossing,142,0.415436,-0.870883,lower regime,0.78
RG004,Adaptive intervention before crossing,143,0.423703,-0.861074,lower regime,0.78
RG004,Adaptive intervention before crossing,144,0.431971,-0.865615,lower regime,0.78
RG004,Adaptive intervention before crossing,145,0.440238,-0.851296,lower regime,0.78
RG004,Adaptive intervention before crossing,146,0.448505,-0.863543,lower regime,0.78
RG004,Adaptive intervention before crossing,147,0.456773,-0.811019,lower regime,0.78
RG004,Adaptive intervention before crossing,148,0.46504,-0.836632,lower regime,0.78
RG004,Adaptive intervention before crossing,149,0.473308,-0.851226,lower regime,0.78
RG004,Adaptive intervention before crossing,150,0.481575,-0.875955,lower regime,0.78
RG004,Adaptive intervention before crossing,151,0.489843,-0.905867,lower regime,0.78
RG004,Adaptive intervention before crossing,152,0.49811,-0.916283,lower regime,0.78
RG004,Adaptive intervention before crossing,153,0.506378,-0.906367,lower regime,0.78
RG004,Adaptive intervention before crossing,154,0.514645,-0.899346,lower regime,0.78
RG004,Adaptive intervention before crossing,155,0.522913,-0.879038,lower regime,0.78
RG004,Adaptive intervention before crossing,156,0.53118,-0.855888,lower regime,0.78
RG004,Adaptive intervention before crossing,157,0.539448,-0.858899,lower regime,0.78
RG004,Adaptive intervention before crossing,158,0.547715,-0.872354,lower regime,0.78
RG004,Adaptive intervention before crossing,159,0.555983,-0.894251,lower regime,0.78
RG004,Adaptive intervention before crossing,160,0.56425,-0.893835,lower regime,0.78
RG004,Adaptive intervention before crossing,161,0.572518,-0.885033,lower regime,0.78
RG004,Adaptive intervention before crossing,162,0.580785,-0.881812,lower regime,0.78
RG004,Adaptive intervention before crossing,163,0.589053,-0.898508,lower regime,0.78
RG004,Adaptive intervention before crossing,164,0.59732,-0.870639,lower regime,0.78
RG004,Adaptive intervention before crossing,165,0.605588,-0.866305,lower regime,0.78
RG004,Adaptive intervention before crossing,166,0.613855,-0.838016,lower regime,0.78
RG004,Adaptive intervention before crossing,167,0.622123,-0.810565,lower regime,0.78
RG004,Adaptive intervention before crossing,168,0.63039,-0.799905,lower regime,0.78
RG004,Adaptive intervention before crossing,169,0.638658,-0.795029,lower regime,0.78
RG004,Adaptive intervention before crossing,170,0.646925,-0.773827,lower regime,0.78
RG004,Adaptive intervention before crossing,171,0.655193,-0.792581,lower regime,0.78
RG004,Adaptive intervention before crossing,172,0.66346,-0.761913,lower regime,0.78
RG004,Adaptive intervention before crossing,173,0.671728,-0.742595,lower regime,0.78
RG004,Adaptive intervention before crossing,174,0.679995,-0.717493,lower regime,0.78
RG004,Adaptive intervention before crossing,175,0.688263,-0.695673,lower regime,0.78
RG004,Adaptive intervention before crossing,176,0.69653,-0.671458,lower regime,0.78
RG004,Adaptive intervention before crossing,177,0.704798,-0.646097,lower regime,0.78
RG004,Adaptive intervention before crossing,178,0.713065,-0.639066,lower regime,0.78
RG004,Adaptive intervention before crossing,179,0.721333,-0.610075,lower regime,0.78
RG004,Adaptive intervention before crossing,180,0.7296,-0.619051,lower regime,0.78
