system_id,system,system_domain,time,event,stress_load,response_capacity,community_function,dependency_coupling,equity_adjusted_function
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,64,background community stress,0.17947,0.42558,1.0,0.75116,1.0
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,65,background community stress,0.18172,0.42568,1.0,0.75011,1.0
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,66,background community stress,0.17878,0.42579,1.0,0.749,1.0
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,67,background community stress,0.18102,0.4259,1.0,0.74793,1.0
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,68,background community stress,0.17846,0.42601,1.0,0.74682,1.0
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,69,background community stress,0.18042,0.42612,1.0,0.74574,1.0
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,70,Compound heat flood outage misinformation and displacement crisis,0.94626,0.42623,1.0,0.75998,0.83312
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,71,background community stress,0.18535,0.4248,1.0,0.75901,1.0
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,72,background community stress,0.17938,0.4249,1.0,0.75792,1.0
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,73,background community stress,0.18322,0.42501,1.0,0.75691,1.0
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,74,background community stress,0.17937,0.42511,1.0,0.75582,1.0
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,75,background community stress,0.18092,0.42522,1.0,0.75476,1.0
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,76,background community stress,0.18191,0.42532,1.0,0.75372,1.0
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,77,background community stress,0.18401,0.42543,1.0,0.75272,1.0
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,78,background community stress,0.18214,0.42553,1.0,0.75169,1.0
SYS003,Community Infrastructure and Resilience Hub Network,infrastructure and public space,79,background community stress,0.1851,0.42563,1.0,0.75071,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,0,background community stress,0.15855,0.4006,1.0,0.65876,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,1,background community stress,0.15917,0.40072,1.0,0.65754,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,2,background community stress,0.15414,0.40085,1.0,0.65621,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,3,background community stress,0.15589,0.40098,1.0,0.65492,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,4,background community stress,0.15914,0.40111,1.0,0.65369,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,5,background community stress,0.15711,0.40123,1.0,0.65242,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,6,background community stress,0.15493,0.40136,1.0,0.6511,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,7,background community stress,0.15673,0.40149,1.0,0.64982,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,8,background community stress,0.15512,0.40162,1.0,0.64851,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,9,background community stress,0.15702,0.40175,1.0,0.64723,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,10,background community stress,0.15677,0.40188,1.0,0.64594,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,11,background community stress,0.16048,0.40201,1.0,0.64473,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,12,Extreme heatwave with power and cooling stress,0.77398,0.40213,1.0,0.65579,0.83984
SYS004,Local Livelihood and Small Business System,economic resilience,13,background community stress,0.16091,0.40102,1.0,0.65459,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,14,background community stress,0.16182,0.40114,1.0,0.65342,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,15,background community stress,0.15846,0.40126,1.0,0.65217,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,16,background community stress,0.16273,0.40138,1.0,0.65101,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,17,background community stress,0.16061,0.4015,1.0,0.64981,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,18,background community stress,0.15843,0.40162,1.0,0.64856,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,19,background community stress,0.16204,0.40174,1.0,0.64738,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,20,background community stress,0.16412,0.40186,1.0,0.64624,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,21,background community stress,0.16203,0.40198,1.0,0.64506,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,22,background community stress,0.16018,0.40209,1.0,0.64384,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,23,background community stress,0.15946,0.40222,1.0,0.64261,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,24,background community stress,0.15834,0.40234,1.0,0.64135,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,25,background community stress,0.16086,0.40247,1.0,0.64014,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,26,background community stress,0.16369,0.40259,1.0,0.63898,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,27,Flooding with housing displacement and water disruption,0.81372,0.4027,1.0,0.65083,0.83424
SYS004,Local Livelihood and Small Business System,economic resilience,28,background community stress,0.16132,0.40152,1.0,0.64964,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,29,background community stress,0.16728,0.40164,1.0,0.64856,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,30,background community stress,0.16477,0.40174,1.0,0.64744,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,31,background community stress,0.16299,0.40186,1.0,0.64628,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,32,background community stress,0.16411,0.40197,1.0,0.64514,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,33,background community stress,0.16483,0.40209,1.0,0.64401,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,34,background community stress,0.1648,0.4022,1.0,0.64289,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,35,background community stress,0.16202,0.40231,1.0,0.6417,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,36,background community stress,0.16312,0.40243,1.0,0.64054,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,37,background community stress,0.16571,0.40255,1.0,0.63942,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,38,background community stress,0.16516,0.40266,1.0,0.6383,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,39,background community stress,0.16288,0.40277,1.0,0.63712,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,40,background community stress,0.16561,0.40289,1.0,0.636,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,41,background community stress,0.16418,0.403,1.0,0.63485,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,42,Public health emergency with misinformation surge,0.82179,0.40311,1.0,0.64686,0.84544
SYS004,Local Livelihood and Small Business System,economic resilience,43,background community stress,0.16573,0.40191,1.0,0.64575,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,44,background community stress,0.16596,0.40203,1.0,0.64465,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,45,background community stress,0.1688,0.40214,1.0,0.6436,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,46,background community stress,0.16908,0.40224,1.0,0.64256,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,47,background community stress,0.16811,0.40234,1.0,0.64149,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,48,background community stress,0.16496,0.40245,1.0,0.64036,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,49,background community stress,0.1657,0.40256,1.0,0.63925,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,50,background community stress,0.1694,0.40267,1.0,0.63821,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,51,background community stress,0.16977,0.40278,1.0,0.63717,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,52,background community stress,0.16598,0.40288,1.0,0.63606,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,53,background community stress,0.1658,0.40299,1.0,0.63494,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,54,background community stress,0.16793,0.40311,1.0,0.63387,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,55,background community stress,0.16657,0.40321,1.0,0.63276,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,56,Economic shock with utility debt and small business closures,0.73602,0.40332,1.0,0.64305,0.85104
SYS004,Local Livelihood and Small Business System,economic resilience,57,background community stress,0.1677,0.4023,1.0,0.64198,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,58,background community stress,0.16942,0.4024,1.0,0.64094,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,59,background community stress,0.17138,0.40251,1.0,0.63994,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,60,background community stress,0.16757,0.40261,1.0,0.63886,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,61,background community stress,0.1692,0.40271,1.0,0.63782,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,62,background community stress,0.16925,0.40282,1.0,0.63677,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,63,background community stress,0.17059,0.40292,1.0,0.63575,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,64,background community stress,0.17018,0.40303,1.0,0.63472,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,65,background community stress,0.17258,0.40313,1.0,0.63374,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,66,background community stress,0.17246,0.40323,1.0,0.63275,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,67,background community stress,0.16961,0.40332,1.0,0.63171,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,68,background community stress,0.1682,0.40343,1.0,0.63063,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,69,background community stress,0.16893,0.40354,1.0,0.62957,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,70,Compound heat flood outage misinformation and displacement crisis,0.93697,0.40364,1.0,0.64387,0.82864
SYS004,Local Livelihood and Small Business System,economic resilience,71,background community stress,0.17314,0.40221,1.0,0.64291,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,72,background community stress,0.17261,0.40231,1.0,0.64194,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,73,background community stress,0.17347,0.40241,1.0,0.64098,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,74,background community stress,0.17412,0.4025,1.0,0.64003,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,75,background community stress,0.16932,0.4026,1.0,0.63899,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,76,background community stress,0.17487,0.4027,1.0,0.63806,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,77,background community stress,0.17606,0.40279,1.0,0.63715,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,78,background community stress,0.17593,0.40288,1.0,0.63624,1.0
SYS004,Local Livelihood and Small Business System,economic resilience,79,background community stress,0.17145,0.40298,1.0,0.63523,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,0,background community stress,0.1558,0.4878,1.0,0.59775,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,1,background community stress,0.15175,0.48802,1.0,0.59542,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,2,background community stress,0.15283,0.48826,1.0,0.5931,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,3,background community stress,0.15104,0.48849,1.0,0.59075,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,4,background community stress,0.15326,0.48872,1.0,0.58844,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,5,background community stress,0.15191,0.48896,1.0,0.5861,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,6,background community stress,0.15267,0.48919,1.0,0.58377,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,7,background community stress,0.15431,0.48942,1.0,0.58147,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,8,background community stress,0.15134,0.48965,1.0,0.57911,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,9,background community stress,0.15378,0.48989,1.0,0.5768,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,10,background community stress,0.15224,0.49012,1.0,0.57445,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,11,background community stress,0.15168,0.49035,1.0,0.57209,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,12,Extreme heatwave with power and cooling stress,0.76817,0.49059,1.0,0.58206,0.83536
SYS005,Community Information and Trusted Messenger Network,information and trust,13,background community stress,0.15305,0.48959,1.0,0.57974,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,14,background community stress,0.15296,0.48983,1.0,0.57741,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,15,background community stress,0.15671,0.49006,1.0,0.57515,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,16,background community stress,0.15268,0.49028,1.0,0.57281,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,17,background community stress,0.15481,0.49052,1.0,0.57051,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,18,background community stress,0.15434,0.49075,1.0,0.5682,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,19,background community stress,0.15304,0.49098,1.0,0.56586,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,20,background community stress,0.15636,0.49121,1.0,0.56359,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,21,background community stress,0.1551,0.49144,1.0,0.56128,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,22,background community stress,0.15832,0.49167,1.0,0.55904,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,23,background community stress,0.15332,0.4919,1.0,0.55669,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,24,background community stress,0.15213,0.49213,1.0,0.55432,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,25,background community stress,0.15144,0.49237,1.0,0.55194,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,26,background community stress,0.15282,0.49261,1.0,0.54957,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,27,Flooding with housing displacement and water disruption,0.80657,0.49284,1.0,0.56028,0.82976
SYS005,Community Information and Trusted Messenger Network,information and trust,28,background community stress,0.15188,0.49177,1.0,0.55791,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,29,background community stress,0.15549,0.49201,1.0,0.55561,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,30,background community stress,0.1548,0.49224,1.0,0.55329,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,31,background community stress,0.15722,0.49247,1.0,0.55102,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,32,background community stress,0.15617,0.4927,1.0,0.54872,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,33,background community stress,0.15569,0.49293,1.0,0.54641,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,34,background community stress,0.15814,0.49316,1.0,0.54415,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,35,background community stress,0.15925,0.49338,1.0,0.54191,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,36,background community stress,0.15735,0.49361,1.0,0.53963,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,37,background community stress,0.15735,0.49384,1.0,0.53734,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,38,background community stress,0.15401,0.49407,1.0,0.53499,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,39,background community stress,0.15614,0.4943,1.0,0.53267,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,40,background community stress,0.15592,0.49453,1.0,0.53035,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,41,background community stress,0.15521,0.49476,1.0,0.52801,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,42,Public health emergency with misinformation surge,0.81324,0.495,1.0,0.53883,0.84096
SYS005,Community Information and Trusted Messenger Network,information and trust,43,background community stress,0.15934,0.49392,1.0,0.53659,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,44,background community stress,0.15689,0.49414,1.0,0.53429,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,45,background community stress,0.1601,0.49437,1.0,0.53205,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,46,background community stress,0.15982,0.49459,1.0,0.52981,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,47,background community stress,0.15684,0.49482,1.0,0.5275,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,48,background community stress,0.15492,0.49505,1.0,0.52516,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,49,background community stress,0.15548,0.49528,1.0,0.52282,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,50,background community stress,0.15481,0.49552,1.0,0.52046,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,51,background community stress,0.15557,0.49575,1.0,0.51812,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,52,background community stress,0.15682,0.49599,1.0,0.5158,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,53,background community stress,0.15457,0.49622,1.0,0.51343,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,54,background community stress,0.1566,0.49646,1.0,0.5111,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,55,background community stress,0.15678,0.49669,1.0,0.50878,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,56,Economic shock with utility debt and small business closures,0.7261,0.49692,1.0,0.51783,0.84656
SYS005,Community Information and Trusted Messenger Network,information and trust,57,background community stress,0.15786,0.49602,1.0,0.51553,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,58,background community stress,0.15948,0.49625,1.0,0.51326,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,59,background community stress,0.15881,0.49647,1.0,0.51098,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,60,background community stress,0.16163,0.4967,1.0,0.50875,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,61,background community stress,0.15866,0.49693,1.0,0.50646,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,62,background community stress,0.15765,0.49715,1.0,0.50414,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,63,background community stress,0.16089,0.49739,1.0,0.50189,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,64,background community stress,0.1606,0.49761,1.0,0.49962,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,65,background community stress,0.15737,0.49784,1.0,0.4973,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,66,background community stress,0.16259,0.49807,1.0,0.49507,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,67,background community stress,0.15689,0.49829,1.0,0.49273,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,68,background community stress,0.15943,0.49853,1.0,0.49043,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,69,background community stress,0.15717,0.49876,1.0,0.48809,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,70,Compound heat flood outage misinformation and displacement crisis,0.92565,0.49899,1.0,0.50111,0.82416
SYS005,Community Information and Trusted Messenger Network,information and trust,71,background community stress,0.15997,0.49769,1.0,0.49884,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,72,background community stress,0.15815,0.49792,1.0,0.49652,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,73,background community stress,0.16114,0.49815,1.0,0.49427,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,74,background community stress,0.16266,0.49837,1.0,0.49204,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,75,background community stress,0.15909,0.4986,1.0,0.48973,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,76,background community stress,0.16137,0.49883,1.0,0.48747,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,77,background community stress,0.16056,0.49905,1.0,0.4852,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,78,background community stress,0.16409,0.49928,1.0,0.48299,1.0
SYS005,Community Information and Trusted Messenger Network,information and trust,79,background community stress,0.15775,0.4995,1.0,0.48065,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,0,background community stress,0.16084,0.425,1.0,0.69854,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,1,background community stress,0.16372,0.42515,1.0,0.69714,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,2,background community stress,0.16118,0.42529,1.0,0.69569,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,3,background community stress,0.1583,0.42543,1.0,0.69417,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,4,background community stress,0.16145,0.42558,1.0,0.69272,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,5,background community stress,0.16038,0.42573,1.0,0.69124,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,6,background community stress,0.15873,0.42588,1.0,0.68973,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,7,background community stress,0.16024,0.42603,1.0,0.68825,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,8,background community stress,0.16298,0.42617,1.0,0.68682,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,9,background community stress,0.16142,0.42632,1.0,0.68536,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,10,background community stress,0.16375,0.42646,1.0,0.68395,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,11,background community stress,0.16481,0.42661,1.0,0.68255,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,12,Extreme heatwave with power and cooling stress,0.777,0.42674,1.0,0.6934,0.84656
SYS006,Social-Ecological Stewardship System,ecological resilience and place,13,background community stress,0.16159,0.42566,1.0,0.69195,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,14,background community stress,0.16697,0.42581,1.0,0.6906,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,15,background community stress,0.1615,0.42594,1.0,0.68915,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,16,background community stress,0.16564,0.42609,1.0,0.68777,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,17,background community stress,0.16705,0.42622,1.0,0.68642,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,18,background community stress,0.16629,0.42636,1.0,0.68506,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,19,background community stress,0.16328,0.42649,1.0,0.68363,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,20,background community stress,0.16497,0.42664,1.0,0.68224,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,21,background community stress,0.16586,0.42678,1.0,0.68086,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,22,background community stress,0.16438,0.42691,1.0,0.67945,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,23,background community stress,0.16715,0.42705,1.0,0.6781,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,24,background community stress,0.16668,0.42719,1.0,0.67673,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,25,background community stress,0.16247,0.42733,1.0,0.67528,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,26,background community stress,0.16239,0.42747,1.0,0.67383,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,27,Flooding with housing displacement and water disruption,0.81651,0.42762,1.0,0.68546,0.84096
SYS006,Social-Ecological Stewardship System,ecological resilience and place,28,background community stress,0.16231,0.42645,1.0,0.68401,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,29,background community stress,0.16713,0.4266,1.0,0.68266,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,30,background community stress,0.16959,0.42673,1.0,0.68136,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,31,background community stress,0.16383,0.42686,1.0,0.67994,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,32,background community stress,0.16276,0.42701,1.0,0.6785,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,33,background community stress,0.16666,0.42715,1.0,0.67713,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,34,background community stress,0.16693,0.42729,1.0,0.67577,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,35,background community stress,0.1686,0.42742,1.0,0.67444,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,36,background community stress,0.16503,0.42756,1.0,0.67304,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,37,background community stress,0.1665,0.4277,1.0,0.67166,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,38,background community stress,0.16741,0.42783,1.0,0.67031,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,39,background community stress,0.16823,0.42797,1.0,0.66896,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,40,background community stress,0.16469,0.4281,1.0,0.66755,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,41,background community stress,0.17045,0.42825,1.0,0.66625,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,42,Public health emergency with misinformation surge,0.8243,0.42838,1.0,0.67802,0.85216
SYS006,Social-Ecological Stewardship System,ecological resilience and place,43,background community stress,0.16683,0.4272,1.0,0.67666,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,44,background community stress,0.16918,0.42733,1.0,0.67534,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,45,background community stress,0.16556,0.42747,1.0,0.67395,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,46,background community stress,0.16895,0.42761,1.0,0.67262,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,47,background community stress,0.167,0.42774,1.0,0.67126,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,48,background community stress,0.17244,0.42787,1.0,0.67,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,49,background community stress,0.16888,0.428,1.0,0.66867,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,50,background community stress,0.17046,0.42813,1.0,0.66737,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,51,background community stress,0.17046,0.42826,1.0,0.66607,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,52,background community stress,0.1711,0.42839,1.0,0.66478,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,53,background community stress,0.16723,0.42852,1.0,0.66341,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,54,background community stress,0.16974,0.42866,1.0,0.66209,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,55,background community stress,0.17142,0.42879,1.0,0.6608,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,56,Economic shock with utility debt and small business closures,0.73826,0.42892,1.0,0.67085,0.85776
SYS006,Social-Ecological Stewardship System,ecological resilience and place,57,background community stress,0.17089,0.42792,1.0,0.66956,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,58,background community stress,0.17446,0.42804,1.0,0.66834,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,59,background community stress,0.17326,0.42817,1.0,0.66709,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,60,background community stress,0.17041,0.42829,1.0,0.66579,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,61,background community stress,0.1714,0.42842,1.0,0.66451,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,62,background community stress,0.17292,0.42855,1.0,0.66325,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,63,background community stress,0.16988,0.42867,1.0,0.66193,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,64,background community stress,0.16957,0.42881,1.0,0.66061,1.0
SYS006,Social-Ecological Stewardship System,ecological resilience and place,65,background community stress,0.17497,0.42894,1.0,0.65939,1.0
