system_id,system,system_domain,time,event,stress_load,response_capacity,system_performance,resource_coupling,equity_adjusted_performance
SYS003,Regional Food Storage and Distribution System,food logistics,71,background food-water stress,0.23489,0.21208,1.0,0.83823,1.0
SYS003,Regional Food Storage and Distribution System,food logistics,72,background food-water stress,0.22744,0.21185,1.0,0.83978,1.0
SYS003,Regional Food Storage and Distribution System,food logistics,73,background food-water stress,0.23348,0.21163,1.0,0.84144,1.0
SYS003,Regional Food Storage and Distribution System,food logistics,74,background food-water stress,0.2283,0.2114,1.0,0.84302,1.0
SYS003,Regional Food Storage and Distribution System,food logistics,75,background food-water stress,0.23021,0.21118,1.0,0.84463,1.0
SYS003,Regional Food Storage and Distribution System,food logistics,76,background food-water stress,0.23238,0.21095,1.0,0.84628,1.0
SYS003,Regional Food Storage and Distribution System,food logistics,77,background food-water stress,0.23651,0.21072,1.0,0.84801,1.0
SYS003,Regional Food Storage and Distribution System,food logistics,78,background food-water stress,0.23488,0.21048,1.0,0.84971,1.0
SYS003,Regional Food Storage and Distribution System,food logistics,79,background food-water stress,0.23854,0.21024,1.0,0.85148,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,0,background food-water stress,0.17821,0.2864,0.97115,0.67977,0.98747
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,1,background food-water stress,0.17879,0.28643,1.0,0.67955,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,2,background food-water stress,0.1723,0.28646,1.0,0.67922,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,3,background food-water stress,0.17535,0.28651,1.0,0.67893,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,4,background food-water stress,0.1791,0.28655,1.0,0.67872,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,5,background food-water stress,0.17789,0.28658,1.0,0.67848,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,6,background food-water stress,0.17425,0.28661,1.0,0.67818,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,7,background food-water stress,0.178,0.28665,1.0,0.67794,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,8,background food-water stress,0.17535,0.28669,1.0,0.67766,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,9,background food-water stress,0.17773,0.28673,1.0,0.67742,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,10,background food-water stress,0.17785,0.28676,1.0,0.67718,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,11,background food-water stress,0.1835,0.2868,1.0,0.67704,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,12,Multi-season drought and groundwater stress,0.71044,0.28681,0.99043,0.68639,0.84068
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,13,background food-water stress,0.18407,0.28551,1.0,0.68627,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,14,background food-water stress,0.18575,0.28552,1.0,0.68619,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,15,background food-water stress,0.18155,0.28553,1.0,0.68603,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,16,background food-water stress,0.18748,0.28556,1.0,0.68598,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,17,background food-water stress,0.18538,0.28556,1.0,0.68589,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,18,background food-water stress,0.1825,0.28558,1.0,0.68575,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,19,background food-water stress,0.187,0.2856,1.0,0.68569,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,20,background food-water stress,0.19097,0.2856,1.0,0.6857,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,21,background food-water stress,0.18821,0.2856,1.0,0.68566,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,22,background food-water stress,0.18595,0.28561,1.0,0.68558,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,23,background food-water stress,0.18516,0.28562,1.0,0.68548,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,24,background food-water stress,0.18437,0.28563,1.0,0.68537,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,25,background food-water stress,0.18884,0.28565,1.0,0.68535,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,26,background food-water stress,0.19232,0.28565,1.0,0.68538,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,27,Extreme flood with sanitation and crop damage,0.72105,0.28565,0.98616,0.69493,0.84258
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,28,background food-water stress,0.18884,0.28431,1.0,0.69492,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,29,background food-water stress,0.19779,0.28431,1.0,0.69507,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,30,background food-water stress,0.19442,0.28429,1.0,0.69515,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,31,background food-water stress,0.19292,0.28428,1.0,0.69522,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,32,background food-water stress,0.19431,0.28427,1.0,0.6953,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,33,background food-water stress,0.19521,0.28426,1.0,0.6954,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,34,background food-water stress,0.19561,0.28424,1.0,0.69551,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,35,background food-water stress,0.19202,0.28423,1.0,0.69556,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,36,background food-water stress,0.19361,0.28422,1.0,0.69563,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,37,background food-water stress,0.19847,0.28421,1.0,0.6958,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,38,background food-water stress,0.19762,0.28419,1.0,0.69594,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,39,background food-water stress,0.19471,0.28417,1.0,0.69604,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,40,background food-water stress,0.19887,0.28415,1.0,0.69621,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,41,background food-water stress,0.19719,0.28413,1.0,0.69635,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,42,Food price spike and input shortage,0.62796,0.28411,1.0,0.70424,0.8432
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,43,background food-water stress,0.19932,0.28301,1.0,0.70443,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,44,background food-water stress,0.20055,0.28298,1.0,0.70465,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,45,background food-water stress,0.20426,0.28295,1.0,0.70493,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,46,background food-water stress,0.20469,0.28291,1.0,0.70522,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,47,background food-water stress,0.2035,0.28287,1.0,0.70549,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,48,background food-water stress,0.19993,0.28283,1.0,0.70569,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,49,background food-water stress,0.20228,0.2828,1.0,0.70594,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,50,background food-water stress,0.20663,0.28277,1.0,0.70627,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,51,background food-water stress,0.20801,0.28272,1.0,0.70662,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,52,background food-water stress,0.20286,0.28267,1.0,0.70688,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,53,background food-water stress,0.20351,0.28264,1.0,0.70715,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,54,background food-water stress,0.20532,0.2826,1.0,0.70745,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,55,background food-water stress,0.20513,0.28256,1.0,0.70775,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,56,Water-quality contamination event,0.62853,0.28251,1.0,0.71568,0.8376
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,57,background food-water stress,0.20669,0.28141,1.0,0.71602,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,58,background food-water stress,0.20986,0.28136,1.0,0.71642,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,59,background food-water stress,0.21228,0.2813,1.0,0.71687,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,60,background food-water stress,0.20745,0.28124,1.0,0.71723,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,61,background food-water stress,0.21009,0.28119,1.0,0.71763,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,62,background food-water stress,0.21065,0.28113,1.0,0.71805,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,63,background food-water stress,0.21296,0.28107,1.0,0.71851,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,64,background food-water stress,0.21169,0.28101,1.0,0.71895,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,65,background food-water stress,0.21623,0.28095,1.0,0.71947,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,66,background food-water stress,0.21585,0.28087,1.0,0.71999,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,67,background food-water stress,0.21356,0.2808,1.0,0.72046,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,68,background food-water stress,0.2115,0.28074,1.0,0.7209,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,69,background food-water stress,0.21246,0.28067,1.0,0.72136,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,70,Compound heat drought market and power disruption,0.81496,0.28061,0.95137,0.73266,0.78621
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,71,background food-water stress,0.21825,0.27903,1.0,0.73324,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,72,background food-water stress,0.21872,0.27895,1.0,0.73383,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,73,background food-water stress,0.21862,0.27886,1.0,0.73442,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,74,background food-water stress,0.22112,0.27878,1.0,0.73505,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,75,background food-water stress,0.21469,0.27869,1.0,0.73557,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,76,background food-water stress,0.22305,0.27862,1.0,0.73624,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,77,background food-water stress,0.22471,0.27853,1.0,0.73694,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,78,background food-water stress,0.22477,0.27843,1.0,0.73765,1.0
SYS004,Watershed and Recharge Landscape,ecosystem and hydrology,79,background food-water stress,0.21901,0.27833,1.0,0.73825,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,0,background food-water stress,0.18779,0.214,0.91649,0.74081,0.94831
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,1,background food-water stress,0.18315,0.21389,1.0,0.74154,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,2,background food-water stress,0.18425,0.21378,1.0,0.74229,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,3,background food-water stress,0.18352,0.21368,1.0,0.74303,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,4,background food-water stress,0.18554,0.21358,1.0,0.74381,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,5,background food-water stress,0.1844,0.21347,1.0,0.74457,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,6,background food-water stress,0.1862,0.21336,1.0,0.74536,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,7,background food-water stress,0.18961,0.21325,1.0,0.74621,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,8,background food-water stress,0.18583,0.21313,1.0,0.747,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,9,background food-water stress,0.18964,0.21302,1.0,0.74786,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,10,background food-water stress,0.188,0.2129,1.0,0.74869,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,11,background food-water stress,0.18811,0.21278,1.0,0.74952,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,12,Multi-season drought and groundwater stress,0.71914,0.21267,0.95508,0.75991,0.82778
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,13,background food-water stress,0.19018,0.21121,1.0,0.7608,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,14,background food-water stress,0.19048,0.21109,1.0,0.7617,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,15,background food-water stress,0.19668,0.21096,1.0,0.7627,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,16,background food-water stress,0.19153,0.21082,1.0,0.76362,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,17,background food-water stress,0.19577,0.21069,1.0,0.76462,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,18,background food-water stress,0.1959,0.21055,1.0,0.76562,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,19,background food-water stress,0.19466,0.21041,1.0,0.7666,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,20,background food-water stress,0.19883,0.21028,1.0,0.76765,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,21,background food-water stress,0.1977,0.21013,1.0,0.76869,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,22,background food-water stress,0.2027,0.20998,1.0,0.76982,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,23,background food-water stress,0.19609,0.20983,1.0,0.77083,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,24,background food-water stress,0.19501,0.20968,1.0,0.77182,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,25,background food-water stress,0.19495,0.20954,1.0,0.77282,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,26,background food-water stress,0.19799,0.20941,1.0,0.77387,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,27,Extreme flood with sanitation and crop damage,0.73166,0.20926,0.94888,0.78453,0.82773
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,28,background food-water stress,0.19713,0.20777,1.0,0.78558,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,29,background food-water stress,0.20311,0.20762,1.0,0.78675,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,30,background food-water stress,0.20157,0.20746,1.0,0.78789,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,31,background food-water stress,0.20614,0.2073,1.0,0.78911,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,32,background food-water stress,0.20519,0.20712,1.0,0.79032,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,33,background food-water stress,0.20552,0.20696,1.0,0.79153,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,34,background food-water stress,0.2092,0.20679,1.0,0.79282,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,35,background food-water stress,0.21113,0.20661,1.0,0.79414,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,36,background food-water stress,0.20945,0.20642,1.0,0.79543,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,37,background food-water stress,0.20949,0.20624,1.0,0.79673,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,38,background food-water stress,0.20625,0.20606,1.0,0.79797,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,39,background food-water stress,0.20995,0.20588,1.0,0.79928,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,40,background food-water stress,0.20953,0.2057,1.0,0.80058,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,41,background food-water stress,0.2086,0.20552,1.0,0.80187,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,42,Food price spike and input shortage,0.64062,0.20534,0.97762,0.81093,0.84184
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,43,background food-water stress,0.21523,0.20407,1.0,0.81236,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,44,background food-water stress,0.213,0.20387,1.0,0.81375,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,45,background food-water stress,0.21729,0.20368,1.0,0.81521,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,46,background food-water stress,0.21771,0.20347,1.0,0.81669,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,47,background food-water stress,0.21371,0.20326,1.0,0.8181,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,48,background food-water stress,0.21242,0.20307,1.0,0.81949,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,49,background food-water stress,0.21389,0.20287,1.0,0.8209,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,50,background food-water stress,0.21329,0.20267,1.0,0.82231,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,51,background food-water stress,0.21506,0.20248,1.0,0.82375,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,52,background food-water stress,0.21814,0.20228,1.0,0.82525,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,53,background food-water stress,0.21506,0.20207,1.0,0.8267,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,54,background food-water stress,0.21862,0.20186,1.0,0.82821,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,55,background food-water stress,0.2195,0.20165,1.0,0.82974,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,56,Water-quality contamination event,0.64317,0.20144,0.97454,0.8389,0.83374
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,57,background food-water stress,0.22127,0.20015,1.0,0.84048,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,58,background food-water stress,0.2236,0.19993,1.0,0.84211,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,59,background food-water stress,0.2243,0.19971,1.0,0.84375,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,60,background food-water stress,0.22823,0.19948,1.0,0.84546,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,61,background food-water stress,0.22529,0.19924,1.0,0.84713,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,62,background food-water stress,0.22424,0.199,1.0,0.84877,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,63,background food-water stress,0.22967,0.19877,1.0,0.85052,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,64,background food-water stress,0.22911,0.19853,1.0,0.85226,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,65,background food-water stress,0.22571,0.19828,1.0,0.85395,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,66,background food-water stress,0.23362,0.19805,1.0,0.85578,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,67,background food-water stress,0.22701,0.19779,1.0,0.85749,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,68,background food-water stress,0.23083,0.19755,1.0,0.85927,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,69,background food-water stress,0.22788,0.1973,1.0,0.86101,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,70,Compound heat drought market and power disruption,0.83172,0.19706,0.90795,0.87361,0.7666
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,71,background food-water stress,0.23385,0.19529,1.0,0.87548,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,72,background food-water stress,0.23113,0.19503,1.0,0.8773,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,73,background food-water stress,0.23641,0.19478,1.0,0.87922,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,74,background food-water stress,0.23866,0.19451,1.0,0.88118,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,75,background food-water stress,0.23394,0.19423,1.0,0.88306,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,76,background food-water stress,0.23748,0.19397,1.0,0.88501,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,77,background food-water stress,0.23785,0.1937,1.0,0.88696,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,78,background food-water stress,0.24324,0.19343,1.0,0.88902,1.0
SYS005,Smallholder Food and Water Livelihood System,community livelihoods,79,background food-water stress,0.23516,0.19314,1.0,0.89094,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,0,background food-water stress,0.18896,0.1816,0.88189,0.78122,0.90856
SYS006,Coastal Delta Food-Water System,delta and salinity risk,1,background food-water stress,0.1927,0.18143,1.0,0.78251,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,2,background food-water stress,0.18938,0.18125,1.0,0.78375,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,3,background food-water stress,0.18654,0.18108,1.0,0.78493,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,4,background food-water stress,0.19079,0.18091,1.0,0.7862,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,5,background food-water stress,0.18968,0.18073,1.0,0.78744,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,6,background food-water stress,0.18861,0.18056,1.0,0.78867,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,7,background food-water stress,0.19104,0.18039,1.0,0.78994,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,8,background food-water stress,0.19484,0.18021,1.0,0.79129,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,9,background food-water stress,0.19434,0.18002,1.0,0.79263,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,10,background food-water stress,0.19771,0.17983,1.0,0.79403,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,11,background food-water stress,0.19944,0.17964,1.0,0.79546,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,12,Multi-season drought and groundwater stress,0.72466,0.17944,0.93853,0.80635,0.80923
SYS006,Coastal Delta Food-Water System,delta and salinity risk,13,background food-water stress,0.19592,0.17791,1.0,0.80774,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,14,background food-water stress,0.2035,0.17772,1.0,0.80927,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,15,background food-water stress,0.19706,0.1775,1.0,0.81069,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,16,background food-water stress,0.20281,0.1773,1.0,0.81221,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,17,background food-water stress,0.2051,0.17709,1.0,0.81378,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,18,background food-water stress,0.20493,0.17687,1.0,0.81535,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,19,background food-water stress,0.20089,0.17665,1.0,0.81684,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,20,background food-water stress,0.20361,0.17644,1.0,0.81839,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,21,background food-water stress,0.20542,0.17623,1.0,0.81997,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,22,background food-water stress,0.20403,0.176,1.0,0.82153,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,23,background food-water stress,0.20862,0.17579,1.0,0.82318,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,24,background food-water stress,0.20856,0.17555,1.0,0.82483,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,25,background food-water stress,0.20274,0.17532,1.0,0.82637,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,26,background food-water stress,0.20348,0.17511,1.0,0.82793,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,27,Extreme flood with sanitation and crop damage,0.73815,0.17489,0.93136,0.83912,0.80827
SYS006,Coastal Delta Food-Water System,delta and salinity risk,28,background food-water stress,0.20412,0.17332,1.0,0.84072,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,29,background food-water stress,0.21097,0.1731,1.0,0.84244,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,30,background food-water stress,0.2151,0.17286,1.0,0.84423,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,31,background food-water stress,0.20839,0.17261,1.0,0.84591,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,32,background food-water stress,0.207,0.17237,1.0,0.84757,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,33,background food-water stress,0.21334,0.17214,1.0,0.84935,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,34,background food-water stress,0.21397,0.17189,1.0,0.85113,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,35,background food-water stress,0.21625,0.17164,1.0,0.85297,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,36,background food-water stress,0.21275,0.17138,1.0,0.85474,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,37,background food-water stress,0.21501,0.17114,1.0,0.85656,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,38,background food-water stress,0.21725,0.17088,1.0,0.85842,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,39,background food-water stress,0.2175,0.17062,1.0,0.86028,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,40,background food-water stress,0.21422,0.17036,1.0,0.8621,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,41,background food-water stress,0.22224,0.17011,1.0,0.86406,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,42,Food price spike and input shortage,0.64809,0.16983,0.95911,0.87368,0.82161
SYS006,Coastal Delta Food-Water System,delta and salinity risk,43,background food-water stress,0.2183,0.16848,1.0,0.87559,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,44,background food-water stress,0.22231,0.16822,1.0,0.87757,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,45,background food-water stress,0.21754,0.16794,1.0,0.87947,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,46,background food-water stress,0.22324,0.16767,1.0,0.88148,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,47,background food-water stress,0.22018,0.16739,1.0,0.88343,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,48,background food-water stress,0.2282,0.16712,1.0,0.88554,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,49,background food-water stress,0.22374,0.16682,1.0,0.88756,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,50,background food-water stress,0.2263,0.16654,1.0,0.88964,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,51,background food-water stress,0.22728,0.16625,1.0,0.89173,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,52,background food-water stress,0.22924,0.16596,1.0,0.89387,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,53,background food-water stress,0.22465,0.16566,1.0,0.89592,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,54,background food-water stress,0.22766,0.16537,1.0,0.89804,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,55,background food-water stress,0.2313,0.16507,1.0,0.90022,1.0
SYS006,Coastal Delta Food-Water System,delta and salinity risk,56,Water-quality contamination event,0.65163,0.16477,0.95504,0.90997,0.81278
SYS006,Coastal Delta Food-Water System,delta and salinity risk,57,background food-water stress,0.23047,0.1634,1.0,0.91216,1.0
