pathway_id,pathway,time,shock,climate_pressure,infrastructure_pressure,exposure,recovery_capacity,trust,support_strength,abandonment_risk,justice_adjusted_resilience
AP004,Asset protection with weak inclusion,57,0.05717,0.65029,0.55343,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,58,0.04348,0.65487,0.5567,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,59,0.04002,0.66201,0.562,0.0,1.0,1.0,0.6584,0.0,0.79789
AP005,Just retreat and long-term support,0,0.04704,0.19176,0.20941,0.63715,0.96925,0.58369,0.83946,0.0,0.76807
AP005,Just retreat and long-term support,1,0.0486,0.20015,0.21572,0.53483,1.0,0.66854,0.85703,0.0,0.80801
AP005,Just retreat and long-term support,2,0.04907,0.20827,0.22181,0.43302,1.0,0.75338,0.86721,0.0,0.83875
AP005,Just retreat and long-term support,3,0.04687,0.21572,0.22737,0.33167,1.0,0.83831,0.8774,0.0,0.86946
AP005,Just retreat and long-term support,4,0.05025,0.22456,0.23405,0.23087,1.0,0.9231,0.88757,0.0,0.90008
AP005,Just retreat and long-term support,5,0.04785,0.23196,0.23957,0.13053,1.0,1.0,0.8968,0.0,0.92891
AP005,Just retreat and long-term support,6,0.04082,0.2382,0.24416,0.03059,1.0,1.0,0.8968,0.0,0.94091
AP005,Just retreat and long-term support,7,0.04837,0.24809,0.25167,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,8,0.04047,0.25412,0.25609,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,9,0.04205,0.26251,0.26241,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,10,0.32,0.34,0.324,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,11,0.05931,0.28283,0.27786,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,12,0.04963,0.28841,0.28193,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,13,0.05093,0.29673,0.28819,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,14,0.05835,0.30659,0.29567,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,15,0.05797,0.31449,0.30159,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,16,0.05135,0.32084,0.30627,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,17,0.0446,0.32715,0.31092,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,18,0.05047,0.33662,0.31809,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,19,0.04718,0.3438,0.32344,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,20,0.05916,0.35479,0.33183,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,21,0.04067,0.35817,0.33413,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,22,0.36,0.446,0.404,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,23,0.05375,0.37744,0.34875,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,24,0.05202,0.385,0.3544,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,25,0.05116,0.39279,0.36023,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,26,0.05524,0.40181,0.36705,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,27,0.04477,0.40719,0.37095,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,28,0.05681,0.4182,0.37936,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,29,0.0583,0.42657,0.38566,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,30,0.04071,0.43018,0.38814,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,31,0.04668,0.43967,0.39534,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,32,0.04726,0.44781,0.40145,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,33,0.04767,0.45592,0.40753,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,34,0.0508,0.4647,0.41416,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,35,0.04506,0.47126,0.41901,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,36,0.38,0.563,0.492,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,37,0.05762,0.49041,0.43352,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,38,0.05854,0.49864,0.43971,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,39,0.05691,0.50623,0.44538,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,40,0.04437,0.51109,0.44887,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,41,0.05488,0.52172,0.45698,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,42,0.05546,0.52987,0.46309,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,43,0.05209,0.53702,0.46842,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,44,0.0535,0.54537,0.4747,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,45,0.04573,0.55143,0.47915,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,46,0.05546,0.56186,0.48709,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,47,0.04478,0.56719,0.49096,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,48,0.05111,0.57678,0.49822,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,49,0.04523,0.58331,0.50305,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,50,0.4,0.68,0.58,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,51,0.0408,0.5982,0.51416,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,52,0.04624,0.60756,0.52125,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,53,0.05559,0.6179,0.52912,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,54,0.0452,0.6233,0.53304,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,55,0.0546,0.63365,0.54092,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,56,0.05599,0.642,0.5472,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,57,0.05213,0.64903,0.55243,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,58,0.05255,0.65714,0.55851,0.0,1.0,1.0,0.8968,0.0,0.94458
AP005,Just retreat and long-term support,59,0.04414,0.66304,0.56283,0.0,1.0,1.0,0.8968,0.0,0.94458
AP006,Dashboard monitoring without repair,0,0.05096,0.19274,0.21019,0.65762,0.38105,0.4938,0.39631,0.59805,0.27861
AP006,Dashboard monitoring without repair,1,0.04264,0.19866,0.21453,0.6156,0.42252,0.4896,0.40576,0.5445,0.30575
AP006,Dashboard monitoring without repair,2,0.05423,0.20956,0.22285,0.57427,0.46341,0.48657,0.41521,0.49662,0.33176
AP006,Dashboard monitoring without repair,3,0.04605,0.21551,0.22721,0.5333,0.50471,0.48551,0.42499,0.44382,0.35926
AP006,Dashboard monitoring without repair,4,0.05877,0.22669,0.23575,0.49304,0.54537,0.48558,0.43476,0.39698,0.38555
AP006,Dashboard monitoring without repair,5,0.04385,0.23096,0.23877,0.45304,0.58678,0.48789,0.44497,0.34303,0.41393
AP006,Dashboard monitoring without repair,6,0.05524,0.24181,0.24705,0.41373,0.62761,0.49139,0.45519,0.29634,0.44087
AP006,Dashboard monitoring without repair,7,0.04331,0.24683,0.25066,0.37472,0.66905,0.49702,0.46581,0.24374,0.4696
AP006,Dashboard monitoring without repair,8,0.05932,0.25883,0.25986,0.33647,0.70968,0.50363,0.47636,0.19894,0.49665
AP006,Dashboard monitoring without repair,9,0.05747,0.26637,0.26549,0.29869,0.75041,0.51195,0.48713,0.14993,0.52489
AP006,Dashboard monitoring without repair,10,0.32,0.34,0.324,0.26561,0.77801,0.51087,0.49363,0.17598,0.53161
AP006,Dashboard monitoring without repair,11,0.05299,0.28125,0.2766,0.22876,0.81896,0.52211,0.5048,0.0612,0.5736
AP006,Dashboard monitoring without repair,12,0.04436,0.28709,0.28087,0.19227,0.86034,0.53535,0.51632,0.01103,0.60318
AP006,Dashboard monitoring without repair,13,0.05023,0.29656,0.28805,0.15637,0.90143,0.55,0.52794,0.0,0.62509
AP006,Dashboard monitoring without repair,14,0.05701,0.30625,0.2954,0.12108,0.94218,0.566,0.53964,0.0,0.64492
AP006,Dashboard monitoring without repair,15,0.0431,0.31077,0.29862,0.08607,0.98362,0.58422,0.55178,0.0,0.6654
AP006,Dashboard monitoring without repair,16,0.04434,0.31909,0.30487,0.05158,1.0,0.60305,0.55797,0.0,0.67851
AP006,Dashboard monitoring without repair,17,0.04147,0.32637,0.31029,0.01755,1.0,0.62199,0.56024,0.0,0.68673
AP006,Dashboard monitoring without repair,18,0.04127,0.33432,0.31625,0.0,1.0,0.64094,0.56251,0.0,0.69297
AP006,Dashboard monitoring without repair,19,0.04998,0.34449,0.324,0.0,1.0,0.65954,0.56474,0.0,0.69704
AP006,Dashboard monitoring without repair,20,0.04326,0.35082,0.32865,0.0,1.0,0.67841,0.56701,0.0,0.70116
AP006,Dashboard monitoring without repair,21,0.04258,0.35864,0.33452,0.0,1.0,0.69731,0.56928,0.0,0.70528
AP006,Dashboard monitoring without repair,22,0.36,0.446,0.404,0.0,1.0,0.70351,0.57002,0.0,0.70664
AP006,Dashboard monitoring without repair,23,0.04584,0.37546,0.34717,0.0,1.0,0.72227,0.57227,0.0,0.71074
AP006,Dashboard monitoring without repair,24,0.04678,0.3837,0.35336,0.0,1.0,0.741,0.57452,0.0,0.71483
AP006,Dashboard monitoring without repair,25,0.04676,0.39169,0.35935,0.0,1.0,0.75973,0.57677,0.0,0.71892
AP006,Dashboard monitoring without repair,26,0.05683,0.40221,0.36737,0.0,1.0,0.77806,0.57897,0.0,0.72292
AP006,Dashboard monitoring without repair,27,0.04544,0.40736,0.37109,0.0,1.0,0.79684,0.58122,0.0,0.72702
AP006,Dashboard monitoring without repair,28,0.05296,0.41724,0.37859,0.0,1.0,0.81532,0.58344,0.0,0.73106
AP006,Dashboard monitoring without repair,29,0.05872,0.42668,0.38574,0.0,1.0,0.83358,0.58563,0.0,0.73504
AP006,Dashboard monitoring without repair,30,0.05142,0.43286,0.39028,0.0,1.0,0.85212,0.58785,0.0,0.73909
AP006,Dashboard monitoring without repair,31,0.04566,0.43941,0.39513,0.0,1.0,0.87089,0.59011,0.0,0.74319
AP006,Dashboard monitoring without repair,32,0.04276,0.44669,0.40055,0.0,1.0,0.88978,0.59237,0.0,0.74732
AP006,Dashboard monitoring without repair,33,0.05306,0.45726,0.40861,0.0,1.0,0.90826,0.59459,0.0,0.75136
AP006,Dashboard monitoring without repair,34,0.04351,0.46288,0.4127,0.0,1.0,0.92712,0.59685,0.0,0.75547
AP006,Dashboard monitoring without repair,35,0.04804,0.47201,0.41961,0.0,1.0,0.9458,0.5991,0.0,0.75955
AP006,Dashboard monitoring without repair,36,0.38,0.563,0.492,0.0,1.0,0.9512,0.59974,0.0,0.76073
AP006,Dashboard monitoring without repair,37,0.05565,0.48991,0.43313,0.0,1.0,0.96957,0.60195,0.0,0.76475
AP006,Dashboard monitoring without repair,38,0.04555,0.49539,0.43711,0.0,1.0,0.98835,0.6042,0.0,0.76885
AP006,Dashboard monitoring without repair,39,0.04733,0.50383,0.44347,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,40,0.04578,0.51145,0.44916,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,41,0.04583,0.51946,0.45517,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,42,0.04994,0.52848,0.46199,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,43,0.04233,0.53458,0.46647,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,44,0.0423,0.54258,0.47246,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,45,0.04294,0.55073,0.47859,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,46,0.0466,0.55965,0.48532,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,47,0.0507,0.56867,0.49214,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,48,0.04639,0.5756,0.49728,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,49,0.04861,0.58415,0.50372,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,50,0.4,0.68,0.58,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,51,0.05563,0.60191,0.51713,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,52,0.04845,0.60811,0.52169,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,53,0.05773,0.61843,0.52955,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,54,0.04002,0.622,0.532,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,55,0.05165,0.63291,0.54033,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,56,0.05367,0.64142,0.54673,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,57,0.04811,0.64803,0.55162,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,58,0.04856,0.65614,0.55771,0.0,1.0,1.0,0.6056,0.0,0.77139
AP006,Dashboard monitoring without repair,59,0.04518,0.66329,0.56304,0.0,1.0,1.0,0.6056,0.0,0.77139
