system_id,system,system_domain,time,event,stress_load,response_capacity,development_quality,resource_pressure,equity_adjusted_quality
SYS003,Distributed Energy and Essential Services System,energy and service continuity,57,background sustainable-development stress,0.17976,0.3766,0.0,0.74598,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,58,background sustainable-development stress,0.17793,0.3766,0.0,0.74637,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,59,background sustainable-development stress,0.17439,0.3766,0.0,0.74678,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,60,background sustainable-development stress,0.17716,0.3766,0.0,0.74722,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,61,background sustainable-development stress,0.18032,0.3766,0.0,0.74767,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,62,background sustainable-development stress,0.18082,0.3766,0.0,0.74815,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,63,background sustainable-development stress,0.17858,0.3766,0.0,0.74865,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,64,background sustainable-development stress,0.17857,0.3766,0.0,0.74918,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,65,background sustainable-development stress,0.18087,0.3766,0.0,0.74972,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,66,background sustainable-development stress,0.17826,0.3766,0.0,0.75029,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,67,background sustainable-development stress,0.18068,0.3766,0.0,0.75088,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,68,background sustainable-development stress,0.17845,0.3766,0.0,0.7515,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,69,background sustainable-development stress,0.18039,0.3766,0.0,0.75213,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,70,Compound climate ecological economic and governance crisis,0.95897,0.3766,0.0,0.77107,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,71,background sustainable-development stress,0.18566,0.3766,0.0,0.77175,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,72,background sustainable-development stress,0.18032,0.3766,0.0,0.77245,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,73,background sustainable-development stress,0.18401,0.3766,0.0,0.77318,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,74,background sustainable-development stress,0.18069,0.3766,0.0,0.77393,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,75,background sustainable-development stress,0.18239,0.3766,0.0,0.7747,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,76,background sustainable-development stress,0.18347,0.3766,0.0,0.7755,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,77,background sustainable-development stress,0.18551,0.3766,0.0,0.77631,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,78,background sustainable-development stress,0.18394,0.3766,0.0,0.77715,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,79,background sustainable-development stress,0.18695,0.3766,0.0,0.77801,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,0,background sustainable-development stress,0.16192,0.3748,0.72974,0.7391,0.75181
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,1,background sustainable-development stress,0.16263,0.3748,0.70935,0.73823,0.7308
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,2,background sustainable-development stress,0.15806,0.3748,0.69049,0.73737,0.71137
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,3,background sustainable-development stress,0.15971,0.3748,0.67117,0.73654,0.69147
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,4,background sustainable-development stress,0.1629,0.3748,0.65092,0.73574,0.6706
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,5,background sustainable-development stress,0.16097,0.3748,0.63135,0.73495,0.65044
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,6,background sustainable-development stress,0.15915,0.3748,0.61244,0.73419,0.63096
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,7,background sustainable-development stress,0.16079,0.3748,0.59307,0.73345,0.611
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,8,background sustainable-development stress,0.15947,0.3748,0.57419,0.73273,0.59155
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,9,background sustainable-development stress,0.16137,0.3748,0.55476,0.73203,0.57154
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,10,background sustainable-development stress,0.16121,0.3748,0.53545,0.73136,0.55164
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,11,background sustainable-development stress,0.1647,0.3748,0.51509,0.73071,0.53066
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,12,Extreme heat and housing affordability crisis,0.81086,0.3748,0.26703,0.74386,0.22277
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,13,background sustainable-development stress,0.16552,0.3748,0.24528,0.74326,0.25269
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,14,background sustainable-development stress,0.16644,0.3748,0.22328,0.74267,0.23003
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,15,background sustainable-development stress,0.16343,0.3748,0.2023,0.74211,0.20842
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,16,background sustainable-development stress,0.16749,0.3748,0.18008,0.74157,0.18552
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,17,background sustainable-development stress,0.16557,0.3748,0.15851,0.74106,0.16331
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,18,background sustainable-development stress,0.1637,0.3748,0.13759,0.74057,0.14176
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,19,background sustainable-development stress,0.1672,0.3748,0.1156,0.7401,0.11909
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,20,background sustainable-development stress,0.16914,0.3748,0.09303,0.73965,0.09584
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,21,background sustainable-development stress,0.16733,0.3748,0.07107,0.73922,0.07322
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,22,background sustainable-development stress,0.16574,0.3748,0.04967,0.73882,0.05117
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,23,background sustainable-development stress,0.1652,0.3748,0.02847,0.73844,0.02933
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,24,background sustainable-development stress,0.16424,0.3748,0.00761,0.73808,0.00784
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,25,background sustainable-development stress,0.1666,0.3748,0.0,0.73774,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,26,background sustainable-development stress,0.1694,0.3748,0.0,0.73743,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,27,Drought watershed and food-price disruption,0.86679,0.3748,0.0,0.75558,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,28,background sustainable-development stress,0.16802,0.3748,0.0,0.75532,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,29,background sustainable-development stress,0.17358,0.3748,0.0,0.75507,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,30,background sustainable-development stress,0.17141,0.3748,0.0,0.75485,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,31,background sustainable-development stress,0.16983,0.3748,0.0,0.75465,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,32,background sustainable-development stress,0.17104,0.3748,0.0,0.75447,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,33,background sustainable-development stress,0.17186,0.3748,0.0,0.75431,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,34,background sustainable-development stress,0.17194,0.3748,0.0,0.75418,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,35,background sustainable-development stress,0.16953,0.3748,0.0,0.75407,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,36,background sustainable-development stress,0.17069,0.3748,0.0,0.75398,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,37,background sustainable-development stress,0.17311,0.3748,0.0,0.75392,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,38,background sustainable-development stress,0.17277,0.3748,0.0,0.75387,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,39,background sustainable-development stress,0.17083,0.3748,0.0,0.75385,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,40,background sustainable-development stress,0.17346,0.3748,0.0,0.75385,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,41,background sustainable-development stress,0.17229,0.3748,0.0,0.75388,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,42,Infrastructure flood and service-continuity shock,0.85371,0.3748,0.0,0.76933,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,43,background sustainable-development stress,0.17428,0.3748,0.0,0.7694,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,44,background sustainable-development stress,0.17457,0.3748,0.0,0.76949,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,45,background sustainable-development stress,0.17738,0.3748,0.0,0.76961,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,46,background sustainable-development stress,0.17781,0.3748,0.0,0.76974,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,47,background sustainable-development stress,0.17707,0.3748,0.0,0.7699,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,48,background sustainable-development stress,0.17428,0.3748,0.0,0.77009,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,49,background sustainable-development stress,0.17501,0.3748,0.0,0.77029,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,50,background sustainable-development stress,0.17867,0.3748,0.0,0.77052,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,51,background sustainable-development stress,0.17911,0.3748,0.0,0.77077,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,52,background sustainable-development stress,0.1758,0.3748,0.0,0.77104,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,53,background sustainable-development stress,0.17573,0.3748,0.0,0.77133,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,54,background sustainable-development stress,0.17801,0.3748,0.0,0.77165,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,55,background sustainable-development stress,0.17677,0.3748,0.0,0.77199,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,56,Macroeconomic debt and supply-chain instability,0.81216,0.3748,0.0,0.78664,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,57,background sustainable-development stress,0.17848,0.3748,0.0,0.78703,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,58,background sustainable-development stress,0.18018,0.3748,0.0,0.78743,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,59,background sustainable-development stress,0.18221,0.3748,0.0,0.78786,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,60,background sustainable-development stress,0.17886,0.3748,0.0,0.78831,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,61,background sustainable-development stress,0.18052,0.3748,0.0,0.78879,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,62,background sustainable-development stress,0.18072,0.3748,0.0,0.78929,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,63,background sustainable-development stress,0.18211,0.3748,0.0,0.78981,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,64,background sustainable-development stress,0.18202,0.3748,0.0,0.79035,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,65,background sustainable-development stress,0.18431,0.3748,0.0,0.79091,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,66,background sustainable-development stress,0.18443,0.3748,0.0,0.7915,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,67,background sustainable-development stress,0.18184,0.3748,0.0,0.79211,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,68,background sustainable-development stress,0.18078,0.3748,0.0,0.79274,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,69,background sustainable-development stress,0.18168,0.3748,0.0,0.7934,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,70,Compound climate ecological economic and governance crisis,0.96227,0.3748,0.0,0.81235,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,71,background sustainable-development stress,0.18629,0.3748,0.0,0.81305,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,72,background sustainable-development stress,0.18589,0.3748,0.0,0.81377,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,73,background sustainable-development stress,0.18704,0.3748,0.0,0.81451,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,74,background sustainable-development stress,0.18769,0.3748,0.0,0.81528,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,75,background sustainable-development stress,0.18348,0.3748,0.0,0.81607,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,76,background sustainable-development stress,0.18874,0.3748,0.0,0.81688,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,77,background sustainable-development stress,0.19005,0.3748,0.0,0.81772,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,78,background sustainable-development stress,0.19015,0.3748,0.0,0.81857,0.0
SYS004,Local Livelihood and Circular Production System,circular economy and livelihoods,79,background sustainable-development stress,0.18621,0.3748,0.0,0.81945,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,0,background sustainable-development stress,0.15426,0.3664,0.76612,0.61919,0.78757
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,1,background sustainable-development stress,0.15064,0.3664,0.76347,0.61839,0.78484
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,2,background sustainable-development stress,0.1519,0.3664,0.76048,0.61763,0.78178
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,3,background sustainable-development stress,0.15028,0.3664,0.75809,0.61688,0.77931
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,4,background sustainable-development stress,0.15266,0.3664,0.755,0.61615,0.77614
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,5,background sustainable-development stress,0.15157,0.3664,0.75232,0.61545,0.77339
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,6,background sustainable-development stress,0.15241,0.3664,0.74944,0.61477,0.77042
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,7,background sustainable-development stress,0.15402,0.3664,0.7461,0.61412,0.76699
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,8,background sustainable-development stress,0.15149,0.3664,0.74364,0.61348,0.76446
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,9,background sustainable-development stress,0.15391,0.3664,0.74045,0.61287,0.76118
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,10,background sustainable-development stress,0.15268,0.3664,0.73771,0.61228,0.75837
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,11,background sustainable-development stress,0.15231,0.3664,0.73515,0.61172,0.75573
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,12,Extreme heat and housing affordability crisis,0.80134,0.3664,0.51706,0.62495,0.43019
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,13,background sustainable-development stress,0.15421,0.3664,0.51275,0.62443,0.5271
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,14,background sustainable-development stress,0.15432,0.3664,0.50844,0.62393,0.52268
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,15,background sustainable-development stress,0.15791,0.3664,0.50304,0.62346,0.51712
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,16,background sustainable-development stress,0.15439,0.3664,0.4988,0.623,0.51277
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,17,background sustainable-development stress,0.15646,0.3664,0.49394,0.62257,0.50777
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,18,background sustainable-development stress,0.1562,0.3664,0.48921,0.62216,0.50291
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,19,background sustainable-development stress,0.15519,0.3664,0.48483,0.62177,0.49841
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,20,background sustainable-development stress,0.15854,0.3664,0.47942,0.62141,0.49284
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,21,background sustainable-development stress,0.15757,0.3664,0.47435,0.62107,0.48763
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,22,background sustainable-development stress,0.16073,0.3664,0.4683,0.62075,0.48141
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,23,background sustainable-development stress,0.15635,0.3664,0.46368,0.62045,0.47666
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,24,background sustainable-development stress,0.15546,0.3664,0.45937,0.62018,0.47223
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,25,background sustainable-development stress,0.155,0.3664,0.45523,0.61993,0.46798
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,26,background sustainable-development stress,0.15642,0.3664,0.45067,0.6197,0.46329
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,27,Drought watershed and food-price disruption,0.85738,0.3664,0.20425,0.63794,0.17222
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,28,background sustainable-development stress,0.15653,0.3664,0.19802,0.63775,0.20357
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,29,background sustainable-development stress,0.16002,0.3664,0.1907,0.63759,0.19604
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,30,background sustainable-development stress,0.15972,0.3664,0.18348,0.63745,0.18862
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,31,background sustainable-development stress,0.16209,0.3664,0.17552,0.63733,0.18044
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,32,background sustainable-development stress,0.16134,0.3664,0.16781,0.63724,0.17251
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,33,background sustainable-development stress,0.16108,0.3664,0.1602,0.63717,0.16468
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,34,background sustainable-development stress,0.16358,0.3664,0.15178,0.63712,0.15603
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,35,background sustainable-development stress,0.16484,0.3664,0.14297,0.63709,0.14698
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,36,background sustainable-development stress,0.16327,0.3664,0.13467,0.63709,0.13844
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,37,background sustainable-development stress,0.16355,0.3664,0.12628,0.63711,0.12981
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,38,background sustainable-development stress,0.16062,0.3664,0.11882,0.63715,0.12215
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,39,background sustainable-development stress,0.16279,0.3664,0.11066,0.63721,0.11376
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,40,background sustainable-development stress,0.1629,0.3664,0.10247,0.6373,0.10534
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,41,background sustainable-development stress,0.16253,0.3664,0.09438,0.63741,0.09702
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,42,Infrastructure flood and service-continuity shock,0.84439,0.3664,0.0,0.65294,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,43,background sustainable-development stress,0.16704,0.3664,0.0,0.6531,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,44,background sustainable-development stress,0.16496,0.3664,0.0,0.65327,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,45,background sustainable-development stress,0.16822,0.3664,0.0,0.65347,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,46,background sustainable-development stress,0.16819,0.3664,0.0,0.65369,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,47,background sustainable-development stress,0.16573,0.3664,0.0,0.65394,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,48,background sustainable-development stress,0.16413,0.3664,0.0,0.6542,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,49,background sustainable-development stress,0.16488,0.3664,0.0,0.65449,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,50,background sustainable-development stress,0.16455,0.3664,0.0,0.6548,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,51,background sustainable-development stress,0.16549,0.3664,0.0,0.65513,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,52,background sustainable-development stress,0.16681,0.3664,0.0,0.65549,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,53,background sustainable-development stress,0.16505,0.3664,0.0,0.65587,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,54,background sustainable-development stress,0.16717,0.3664,0.0,0.65627,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,55,background sustainable-development stress,0.16759,0.3664,0.0,0.65669,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,56,Macroeconomic debt and supply-chain instability,0.80294,0.3664,0.0,0.67143,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,57,background sustainable-development stress,0.16948,0.3664,0.0,0.6719,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,58,background sustainable-development stress,0.17129,0.3664,0.0,0.67239,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,59,background sustainable-development stress,0.17082,0.3664,0.0,0.6729,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,60,background sustainable-development stress,0.17374,0.3664,0.0,0.67344,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,61,background sustainable-development stress,0.17122,0.3664,0.0,0.674,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,62,background sustainable-development stress,0.17058,0.3664,0.0,0.67458,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,63,background sustainable-development stress,0.17379,0.3664,0.0,0.67518,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,64,background sustainable-development stress,0.17389,0.3664,0.0,0.67581,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,65,background sustainable-development stress,0.17115,0.3664,0.0,0.67646,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,66,background sustainable-development stress,0.17621,0.3664,0.0,0.67713,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,67,background sustainable-development stress,0.17118,0.3664,0.0,0.67782,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,68,background sustainable-development stress,0.17383,0.3664,0.0,0.67854,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,69,background sustainable-development stress,0.17208,0.3664,0.0,0.67927,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,70,Compound climate ecological economic and governance crisis,0.95314,0.3664,0.0,0.69831,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,71,background sustainable-development stress,0.17544,0.3664,0.0,0.69909,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,72,background sustainable-development stress,0.17414,0.3664,0.0,0.6999,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,73,background sustainable-development stress,0.17713,0.3664,0.0,0.70073,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,74,background sustainable-development stress,0.17887,0.3664,0.0,0.70158,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,75,background sustainable-development stress,0.17592,0.3664,0.0,0.70245,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,76,background sustainable-development stress,0.17833,0.3664,0.0,0.70335,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,77,background sustainable-development stress,0.17779,0.3664,0.0,0.70427,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,78,background sustainable-development stress,0.18135,0.3664,0.0,0.70521,0.0
SYS005,Ecosystem Restoration and Flood Buffer System,ecological restoration and adaptation,79,background sustainable-development stress,0.17582,0.3664,0.0,0.70617,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,0,background sustainable-development stress,0.16269,0.33,0.69034,0.75955,0.71586
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,1,background sustainable-development stress,0.16553,0.33,0.63981,0.75912,0.66346
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,2,background sustainable-development stress,0.16336,0.33,0.59002,0.75872,0.61182
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,3,background sustainable-development stress,0.16076,0.33,0.54109,0.75834,0.56108
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,4,background sustainable-development stress,0.16387,0.33,0.4912,0.75798,0.50935
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,5,background sustainable-development stress,0.16302,0.33,0.44161,0.75764,0.45794
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,6,background sustainable-development stress,0.16157,0.33,0.39252,0.75732,0.40703
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,7,background sustainable-development stress,0.16311,0.33,0.34297,0.75703,0.35565
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,8,background sustainable-development stress,0.16582,0.33,0.29257,0.75676,0.30339
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,9,background sustainable-development stress,0.16441,0.33,0.24266,0.75651,0.25162
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,10,background sustainable-development stress,0.16672,0.33,0.19202,0.75629,0.19912
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,11,background sustainable-development stress,0.16786,0.33,0.14104,0.75609,0.14625
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,12,Extreme heat and housing affordability crisis,0.81289,0.33,0.0,0.76969,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,13,background sustainable-development stress,0.16537,0.33,0.0,0.76953,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,14,background sustainable-development stress,0.17051,0.33,0.0,0.76939,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,15,background sustainable-development stress,0.16556,0.33,0.0,0.76928,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,16,background sustainable-development stress,0.16957,0.33,0.0,0.76919,0.0
SYS006,Public Governance and Climate-Resilient Development Institution,governance and institutions,17,background sustainable-development stress,0.17103,0.33,0.0,0.76912,0.0
