network_id,network,network_context,time,event,disruption_load,adaptive_response,flow_performance,inventory_thinness,supplier_concentration,equity_adjusted_flow
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,29,background supply-network stress,0.16161,0.33746,0.99482,0.85213,0.78272,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,30,background supply-network stress,0.16085,0.33776,1.0,0.85163,0.78102,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,31,background supply-network stress,0.16064,0.33806,1.0,0.85115,0.77931,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,32,background supply-network stress,0.16122,0.33836,1.0,0.85067,0.77761,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,33,background supply-network stress,0.16202,0.33866,1.0,0.8502,0.7759,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,34,background supply-network stress,0.16176,0.33895,1.0,0.84973,0.77419,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,35,background supply-network stress,0.16234,0.33925,1.0,0.84928,0.77247,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,36,background supply-network stress,0.1618,0.33954,1.0,0.84884,0.77075,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,37,background supply-network stress,0.16183,0.33983,1.0,0.8484,0.76904,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,38,background supply-network stress,0.16294,0.34013,1.0,0.84798,0.76732,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,39,background supply-network stress,0.16156,0.34042,1.0,0.84756,0.76559,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,40,background supply-network stress,0.16174,0.34071,1.0,0.84715,0.76387,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,41,background supply-network stress,0.1626,0.341,1.0,0.84676,0.76214,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,42,Cyber outage affecting tracking customs and warehouse systems,0.81697,0.34129,0.83295,0.86062,0.76601,0.75086
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,43,background supply-network stress,0.16308,0.33908,0.91456,0.86027,0.7643,0.95246
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,44,background supply-network stress,0.16278,0.33937,0.99633,0.85992,0.76258,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,45,background supply-network stress,0.16313,0.33965,1.0,0.85959,0.76086,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,46,background supply-network stress,0.16299,0.33993,1.0,0.85926,0.75914,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,47,background supply-network stress,0.16355,0.34021,1.0,0.85894,0.75742,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,48,background supply-network stress,0.16409,0.34049,1.0,0.85863,0.7557,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,49,background supply-network stress,0.16406,0.34077,1.0,0.85833,0.75397,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,50,background supply-network stress,0.16378,0.34104,1.0,0.85804,0.75224,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,51,background supply-network stress,0.16354,0.34132,1.0,0.85776,0.75051,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,52,background supply-network stress,0.16459,0.3416,1.0,0.85749,0.74878,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,53,background supply-network stress,0.16369,0.34187,1.0,0.85723,0.74705,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,54,background supply-network stress,0.16415,0.34215,1.0,0.85697,0.74531,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,55,background supply-network stress,0.16473,0.34242,1.0,0.85673,0.74357,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,56,Climate disaster damaging infrastructure and cold chains,0.91727,0.34269,0.76437,0.87394,0.74823,0.64623
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,57,background supply-network stress,0.16481,0.33998,0.84562,0.87375,0.74651,0.88066
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,58,background supply-network stress,0.16432,0.34024,0.92709,0.87356,0.74479,0.96551
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,59,background supply-network stress,0.16512,0.3405,1.0,0.87338,0.74306,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,60,background supply-network stress,0.16494,0.34077,1.0,0.87322,0.74134,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,61,background supply-network stress,0.16567,0.34103,1.0,0.87306,0.73961,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,62,background supply-network stress,0.16518,0.34129,1.0,0.87291,0.73788,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,63,background supply-network stress,0.1651,0.34155,1.0,0.87277,0.73614,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,64,background supply-network stress,0.16608,0.34181,1.0,0.87264,0.73441,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,65,background supply-network stress,0.16529,0.34207,1.0,0.87252,0.73267,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,66,background supply-network stress,0.16513,0.34232,1.0,0.87241,0.73093,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,67,background supply-network stress,0.16631,0.34258,1.0,0.8723,0.72919,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,68,background supply-network stress,0.16642,0.34284,1.0,0.87221,0.72745,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,69,background supply-network stress,0.16497,0.34309,1.0,0.87213,0.72571,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,70,Compound demand surge supplier failure and logistics disruption,0.98203,0.34335,0.73279,0.89078,0.73196,0.61132
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,71,background supply-network stress,0.16526,0.34023,0.81395,0.89075,0.73024,0.84768
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,72,background supply-network stress,0.16693,0.34048,0.89464,0.89073,0.72851,0.93172
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,73,background supply-network stress,0.16708,0.34072,0.97533,0.89071,0.72679,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,74,background supply-network stress,0.16618,0.34096,1.0,0.89071,0.72506,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,75,background supply-network stress,0.16603,0.34121,1.0,0.89072,0.72333,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,76,background supply-network stress,0.16699,0.34145,1.0,0.89074,0.7216,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,77,background supply-network stress,0.1676,0.34169,1.0,0.89076,0.71987,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,78,background supply-network stress,0.16624,0.34193,1.0,0.8908,0.71813,1.0
SN003,Medical and pharmaceutical critical supply network,healthcare medical inputs and cold-chain continuity,79,background supply-network stress,0.16682,0.34217,1.0,0.89085,0.71639,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,0,background supply-network stress,0.16133,0.3044,0.84294,0.79948,0.75856,0.87976
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,1,background supply-network stress,0.16038,0.30466,0.91625,0.79896,0.75713,0.95627
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,2,background supply-network stress,0.16101,0.30493,0.98941,0.79846,0.75569,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,3,background supply-network stress,0.16114,0.30519,1.0,0.79796,0.75425,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,4,background supply-network stress,0.1602,0.30545,1.0,0.79747,0.7528,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,5,background supply-network stress,0.16002,0.30571,1.0,0.797,0.75136,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,6,background supply-network stress,0.16117,0.30597,1.0,0.79653,0.74991,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,7,background supply-network stress,0.16031,0.30623,1.0,0.79607,0.74846,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,8,background supply-network stress,0.16093,0.30649,1.0,0.79562,0.74701,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,9,background supply-network stress,0.16204,0.30674,1.0,0.79518,0.74555,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,10,background supply-network stress,0.1621,0.307,1.0,0.79475,0.7441,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,11,background supply-network stress,0.1607,0.30726,1.0,0.79433,0.74264,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,12,Port closure and inland logistics congestion,0.84242,0.30751,0.80188,0.80974,0.74638,0.71566
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,13,background supply-network stress,0.16105,0.30514,0.87507,0.80936,0.74494,0.9133
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,14,background supply-network stress,0.16143,0.30539,0.9482,0.809,0.7435,0.98962
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,15,background supply-network stress,0.16274,0.30563,1.0,0.80864,0.74205,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,16,background supply-network stress,0.16123,0.30588,1.0,0.80829,0.7406,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,17,background supply-network stress,0.16173,0.30612,1.0,0.80796,0.73915,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,18,background supply-network stress,0.1616,0.30636,1.0,0.80763,0.7377,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,19,background supply-network stress,0.16174,0.30661,1.0,0.80731,0.73625,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,20,background supply-network stress,0.16263,0.30685,1.0,0.807,0.7348,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,21,background supply-network stress,0.16205,0.30709,1.0,0.8067,0.73334,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,22,background supply-network stress,0.1626,0.30733,1.0,0.80641,0.73188,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,23,background supply-network stress,0.16335,0.30757,1.0,0.80613,0.73042,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,24,background supply-network stress,0.16343,0.30781,1.0,0.80586,0.72896,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,25,background supply-network stress,0.16292,0.30804,1.0,0.8056,0.72749,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,26,background supply-network stress,0.16376,0.30828,1.0,0.80535,0.72603,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,27,Upstream supplier failure in concentrated critical input,0.84915,0.30851,0.81565,0.82171,0.73296,0.71424
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,28,background supply-network stress,0.1638,0.30558,0.88806,0.82151,0.73151,0.92685
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,29,background supply-network stress,0.16441,0.30581,0.96032,0.82132,0.73007,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,30,background supply-network stress,0.16336,0.30603,1.0,0.82114,0.72862,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,31,background supply-network stress,0.1637,0.30626,1.0,0.82097,0.72717,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,32,background supply-network stress,0.16422,0.30648,1.0,0.82081,0.72572,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,33,background supply-network stress,0.16506,0.3067,1.0,0.82065,0.72426,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,34,background supply-network stress,0.1645,0.30692,1.0,0.82051,0.72281,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,35,background supply-network stress,0.16432,0.30715,1.0,0.82038,0.72135,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,36,background supply-network stress,0.16397,0.30737,1.0,0.82026,0.71989,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,37,background supply-network stress,0.16414,0.30758,1.0,0.82015,0.71843,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,38,background supply-network stress,0.16411,0.3078,1.0,0.82005,0.71697,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,39,background supply-network stress,0.16575,0.30802,1.0,0.81995,0.71551,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,40,background supply-network stress,0.16565,0.30823,1.0,0.81987,0.71404,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,41,background supply-network stress,0.16577,0.30845,1.0,0.8198,0.71257,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,42,Cyber outage affecting tracking customs and warehouse systems,0.81955,0.30866,0.81695,0.83399,0.7167,0.73826
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,43,background supply-network stress,0.16546,0.30638,0.88901,0.83396,0.71525,0.92784
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,44,background supply-network stress,0.16592,0.30659,0.96096,0.83395,0.7138,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,45,background supply-network stress,0.1652,0.30679,1.0,0.83394,0.71234,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,46,background supply-network stress,0.16567,0.307,1.0,0.83394,0.71089,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,47,background supply-network stress,0.16511,0.3072,1.0,0.83395,0.70943,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,48,background supply-network stress,0.16576,0.30741,1.0,0.83397,0.70797,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,49,background supply-network stress,0.16553,0.30761,1.0,0.83401,0.70651,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,50,background supply-network stress,0.16533,0.30781,1.0,0.83405,0.70505,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,51,background supply-network stress,0.16707,0.30801,1.0,0.8341,0.70358,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,52,background supply-network stress,0.16553,0.30821,1.0,0.83416,0.70212,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,53,background supply-network stress,0.16706,0.3084,1.0,0.83423,0.70065,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,54,background supply-network stress,0.16694,0.3086,1.0,0.83432,0.69918,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,55,background supply-network stress,0.16583,0.3088,1.0,0.83441,0.69771,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,56,Climate disaster damaging infrastructure and cold chains,0.91993,0.30899,0.7481,0.85196,0.70264,0.63415
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,57,background supply-network stress,0.16708,0.3062,0.8196,0.8521,0.70119,0.8554
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,58,background supply-network stress,0.16821,0.30638,0.89077,0.85225,0.69974,0.92968
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,59,background supply-network stress,0.16829,0.30657,0.96197,0.85241,0.69829,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,60,background supply-network stress,0.16755,0.30675,1.0,0.85259,0.69683,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,61,background supply-network stress,0.16808,0.30693,1.0,0.85277,0.69538,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,62,background supply-network stress,0.16805,0.30711,1.0,0.85296,0.69392,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,63,background supply-network stress,0.16733,0.3073,1.0,0.85317,0.69246,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,64,background supply-network stress,0.16795,0.30748,1.0,0.85338,0.691,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,65,background supply-network stress,0.16815,0.30765,1.0,0.8536,0.68954,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,66,background supply-network stress,0.16785,0.30783,1.0,0.85384,0.68808,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,67,background supply-network stress,0.1688,0.30801,1.0,0.85408,0.68661,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,68,background supply-network stress,0.16816,0.30818,1.0,0.85433,0.68515,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,69,background supply-network stress,0.16888,0.30836,1.0,0.8546,0.68368,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,70,Compound demand surge supplier failure and logistics disruption,0.98479,0.30853,0.71625,0.87359,0.69021,0.59913
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,71,background supply-network stress,0.16801,0.30534,0.78726,0.87391,0.68877,0.82165
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,72,background supply-network stress,0.16887,0.3055,0.85803,0.87424,0.68733,0.89551
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,73,background supply-network stress,0.16818,0.30567,0.92906,0.87458,0.68588,0.96964
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,74,background supply-network stress,0.16949,0.30583,0.9997,0.87493,0.68444,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,75,background supply-network stress,0.17005,0.30599,1.0,0.87529,0.68299,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,76,background supply-network stress,0.1695,0.30615,1.0,0.87566,0.68154,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,77,background supply-network stress,0.16965,0.30631,1.0,0.87604,0.68009,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,78,background supply-network stress,0.16987,0.30646,1.0,0.87643,0.67864,1.0
SN004,Food and water essential goods network,food staples water-treatment chemicals and cold chain,79,background supply-network stress,0.16919,0.30662,1.0,0.87683,0.67718,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,0,background supply-network stress,0.15921,0.3204,0.81394,0.75932,0.87844,0.8422
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,1,background supply-network stress,0.15913,0.3207,0.88797,0.75864,0.87687,0.9188
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,2,background supply-network stress,0.15895,0.321,0.96213,0.75797,0.8753,0.99553
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,3,background supply-network stress,0.15803,0.3213,1.0,0.75732,0.87373,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,4,background supply-network stress,0.15834,0.3216,1.0,0.75667,0.87216,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,5,background supply-network stress,0.1592,0.3219,1.0,0.75603,0.87058,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,6,background supply-network stress,0.15948,0.32219,1.0,0.7554,0.86901,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,7,background supply-network stress,0.15799,0.32249,1.0,0.75478,0.86743,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,8,background supply-network stress,0.15839,0.32279,1.0,0.75417,0.86585,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,9,background supply-network stress,0.15994,0.32308,1.0,0.75357,0.86426,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,10,background supply-network stress,0.15849,0.32338,1.0,0.75297,0.86267,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,11,background supply-network stress,0.15966,0.32367,1.0,0.75239,0.86108,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,12,Port closure and inland logistics congestion,0.8403,0.32396,0.81048,0.76763,0.86469,0.71607
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,13,background supply-network stress,0.15942,0.32163,0.88462,0.76709,0.86312,0.91533
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,14,background supply-network stress,0.16015,0.32191,0.95859,0.76656,0.86154,0.99188
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,15,background supply-network stress,0.16068,0.3222,1.0,0.76603,0.85997,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,16,background supply-network stress,0.16021,0.32248,1.0,0.76552,0.85839,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,17,background supply-network stress,0.15993,0.32276,1.0,0.76502,0.8568,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,18,background supply-network stress,0.15989,0.32305,1.0,0.76452,0.85522,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,19,background supply-network stress,0.16058,0.32333,1.0,0.76404,0.85363,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,20,background supply-network stress,0.1607,0.32361,1.0,0.76356,0.85204,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,21,background supply-network stress,0.16036,0.32389,1.0,0.76309,0.85045,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,22,background supply-network stress,0.16057,0.32417,1.0,0.76264,0.84886,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,23,background supply-network stress,0.1608,0.32444,1.0,0.76219,0.84726,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,24,background supply-network stress,0.16034,0.32472,1.0,0.76175,0.84567,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,25,background supply-network stress,0.16029,0.325,1.0,0.76132,0.84407,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,26,background supply-network stress,0.16116,0.32527,1.0,0.7609,0.84246,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,27,Upstream supplier failure in concentrated critical input,0.84698,0.32555,0.82229,0.77708,0.84926,0.71269
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,28,background supply-network stress,0.16069,0.32265,0.89625,0.77671,0.84768,0.92737
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,29,background supply-network stress,0.16178,0.32292,0.96992,0.77635,0.8461,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,30,background supply-network stress,0.16229,0.32318,1.0,0.776,0.84451,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,31,background supply-network stress,0.16244,0.32345,1.0,0.77566,0.84292,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,32,background supply-network stress,0.16138,0.32371,1.0,0.77532,0.84133,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,33,background supply-network stress,0.16181,0.32397,1.0,0.775,0.83974,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,34,background supply-network stress,0.16292,0.32424,1.0,0.77469,0.83815,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,35,background supply-network stress,0.16188,0.3245,1.0,0.77438,0.83655,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,36,background supply-network stress,0.16326,0.32476,1.0,0.77409,0.83495,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,37,background supply-network stress,0.16177,0.32502,1.0,0.7738,0.83335,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,38,background supply-network stress,0.16315,0.32527,1.0,0.77352,0.83175,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,39,background supply-network stress,0.16165,0.32553,1.0,0.77326,0.83015,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,40,background supply-network stress,0.16301,0.32579,1.0,0.773,0.82854,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,41,background supply-network stress,0.16338,0.32604,1.0,0.77275,0.82693,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,42,Cyber outage affecting tracking customs and warehouse systems,0.81733,0.3263,0.82374,0.78677,0.83092,0.73702
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,43,background supply-network stress,0.16328,0.32406,0.89718,0.78656,0.82933,0.92834
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,44,background supply-network stress,0.16355,0.32431,0.9706,0.78637,0.82773,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,45,background supply-network stress,0.16421,0.32455,1.0,0.78618,0.82614,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,46,background supply-network stress,0.16447,0.3248,1.0,0.786,0.82454,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,47,background supply-network stress,0.16294,0.32504,1.0,0.78584,0.82294,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,48,background supply-network stress,0.16373,0.32529,1.0,0.78568,0.82134,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,49,background supply-network stress,0.16286,0.32553,1.0,0.78553,0.81973,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,50,background supply-network stress,0.16364,0.32577,1.0,0.7854,0.81813,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,51,background supply-network stress,0.16327,0.32601,1.0,0.78527,0.81652,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,52,background supply-network stress,0.1634,0.32626,1.0,0.78515,0.81491,1.0
SN005,Energy transition mineral and battery supply network,critical minerals batteries and clean energy infrastructure,53,background supply-network stress,0.16443,0.32649,1.0,0.78504,0.8133,1.0
