system_id,system,system_context,time,event,disturbance,ai_support,governance_buffer,model_drift,ai_risk,fragility_gap,human_strain,equity_performance,function,ethical_adjusted_function,resilience_score
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,48,background system pressure,0.10529,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,49,background system pressure,0.10531,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,50,background system pressure,0.10581,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,51,background system pressure,0.10739,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,52,background system pressure,0.10779,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,53,background system pressure,0.10721,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,54,background system pressure,0.1082,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,55,background system pressure,0.10807,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,56,background system pressure,0.10842,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,57,background system pressure,0.10962,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,58,background system pressure,0.10856,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,59,background system pressure,0.11019,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,60,Compound disaster and resource constraint,0.9488,0.662,0.5262,0.0,0.00934,0.42578,0.1834,0.38348,0.97015,0.77529,0.71651
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,61,background system pressure,0.11035,0.662,0.5262,0.0,0.0,0.0,0.11656,0.4502,1.0,0.82573,0.73454
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,62,background system pressure,0.11063,0.662,0.5262,0.0,0.0,0.0,0.04977,0.4502,1.0,0.83108,0.73854
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,63,background system pressure,0.1093,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,64,background system pressure,0.10978,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,65,background system pressure,0.10995,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,66,background system pressure,0.111,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,67,background system pressure,0.11274,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,68,background system pressure,0.11286,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,69,background system pressure,0.11307,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,70,background system pressure,0.11164,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,71,background system pressure,0.11334,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,72,Institutional learning and governance test,0.742,0.662,0.5262,0.0,0.0,0.2158,0.09891,0.3974,1.0,0.81131,0.72926
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,73,background system pressure,0.11409,0.662,0.5262,0.0,0.0,0.0,0.03271,0.4502,1.0,0.83244,0.73957
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,74,background system pressure,0.11447,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,75,background system pressure,0.11473,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,76,background system pressure,0.11346,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,77,background system pressure,0.11384,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,78,background system pressure,0.11561,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,79,background system pressure,0.11578,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,80,background system pressure,0.11644,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,81,background system pressure,0.11567,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,82,background system pressure,0.11702,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,83,background system pressure,0.11552,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,84,Model failure and automation overreliance,0.8562,0.662,0.5262,0.0,0.00523,0.33178,0.14319,0.39037,1.0,0.80524,0.72524
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,85,background system pressure,0.11807,0.662,0.5262,0.0,0.0,0.0,0.07766,0.4502,1.0,0.82885,0.73687
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,86,background system pressure,0.11819,0.662,0.5262,0.0,0.0,0.0,0.01216,0.4502,1.0,0.83409,0.7408
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,87,background system pressure,0.11718,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,88,background system pressure,0.11682,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,89,background system pressure,0.11827,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,90,Surveillance backlash and rights challenge,0.7756,0.662,0.5262,0.0,0.00141,0.24988,0.10686,0.37963,1.0,0.80523,0.72651
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,91,background system pressure,0.1192,0.662,0.5262,0.0,0.0,0.0,0.04152,0.4502,1.0,0.83174,0.73904
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,92,background system pressure,0.11868,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,93,background system pressure,0.11827,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,94,background system pressure,0.1191,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS002,AI optimization with low redundancy,high efficiency and optimization with reduced slack and brittle dependency,95,background system pressure,0.1207,0.662,0.5262,0.0,0.0,0.0,0.0,0.4502,1.0,0.83506,0.74153
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,0,background system pressure,0.09106,0.7954,0.84,0.16694,0.27542,0.0,0.29947,0.73106,1.0,0.87333,0.81057
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,1,background system pressure,0.09247,0.7954,0.84,0.09394,0.20832,0.0,0.17314,0.74641,1.0,0.89341,0.83254
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,2,background system pressure,0.0917,0.7954,0.84,0.02096,0.13865,0.0,0.0404,0.76207,1.0,0.9143,0.85519
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,3,background system pressure,0.0933,0.7954,0.84,0.0,0.06828,0.0,0.0,0.77261,1.0,0.92632,0.8676
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,4,background system pressure,0.09334,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,5,background system pressure,0.0931,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,6,background system pressure,0.09395,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,7,background system pressure,0.09412,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,8,background system pressure,0.09316,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,9,background system pressure,0.09463,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,10,Climate hazard and infrastructure stress,0.6906,0.7954,0.84,0.0,0.0,0.0,0.0,0.728,1.0,0.9184,0.86907
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,11,background system pressure,0.09543,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,12,background system pressure,0.09549,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,13,background system pressure,0.09665,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,14,background system pressure,0.09659,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,15,background system pressure,0.09603,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,16,background system pressure,0.09596,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,17,background system pressure,0.09602,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,18,background system pressure,0.09795,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,19,background system pressure,0.09796,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,20,background system pressure,0.09806,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,21,background system pressure,0.09796,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,22,Data distribution shift,0.757,0.7954,0.84,0.0,0.0,0.0,0.0,0.7312,1.0,0.91936,0.86945
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,23,background system pressure,0.09869,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,24,background system pressure,0.09831,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,25,background system pressure,0.09935,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,26,background system pressure,0.09872,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,27,background system pressure,0.10016,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,28,background system pressure,0.10047,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,29,background system pressure,0.10086,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,30,background system pressure,0.10014,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,31,background system pressure,0.10007,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,32,background system pressure,0.10094,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,33,background system pressure,0.10209,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,34,Public trust and equity challenge,0.7468,0.7954,0.84,0.0,0.0,0.0,0.0,0.712,1.0,0.9136,0.86715
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,35,background system pressure,0.10225,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,36,background system pressure,0.10311,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,37,background system pressure,0.10265,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,38,background system pressure,0.10287,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,39,background system pressure,0.10438,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,40,background system pressure,0.1029,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,41,background system pressure,0.10329,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,42,background system pressure,0.1045,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,43,background system pressure,0.1049,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,44,background system pressure,0.10472,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,45,background system pressure,0.10531,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,46,Cyber and adversarial model stress,0.7824,0.7954,0.84,0.0,0.0,0.0,0.00021,0.728,1.0,0.91838,0.86906
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,47,background system pressure,0.10562,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,48,background system pressure,0.10646,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,49,background system pressure,0.10729,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,50,background system pressure,0.10743,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,51,background system pressure,0.10728,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,52,background system pressure,0.10717,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,53,background system pressure,0.10861,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,54,background system pressure,0.1077,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,55,background system pressure,0.10843,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,56,background system pressure,0.1093,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,57,background system pressure,0.10916,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,58,background system pressure,0.10875,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,59,background system pressure,0.10989,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,60,Compound disaster and resource constraint,0.9488,0.7954,0.84,0.0,0.0,0.1088,0.05982,0.7152,1.0,0.90977,0.86395
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,61,background system pressure,0.11014,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,62,background system pressure,0.11119,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,63,background system pressure,0.11078,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,64,background system pressure,0.11086,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,65,background system pressure,0.11221,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,66,background system pressure,0.11144,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,67,background system pressure,0.11142,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,68,background system pressure,0.11301,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,69,background system pressure,0.11332,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,70,background system pressure,0.11176,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,71,background system pressure,0.11182,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,72,Institutional learning and governance test,0.742,0.7954,0.84,0.0,0.0,0.0,0.0,0.728,1.0,0.9184,0.86907
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,73,background system pressure,0.11429,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,74,background system pressure,0.11465,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,75,background system pressure,0.11375,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,76,background system pressure,0.11373,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,77,background system pressure,0.11506,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,78,background system pressure,0.11597,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,79,background system pressure,0.11452,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,80,background system pressure,0.11537,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,81,background system pressure,0.11619,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,82,background system pressure,0.11542,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,83,background system pressure,0.11618,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,84,Model failure and automation overreliance,0.8562,0.7954,0.84,0.0,0.0,0.0162,0.02018,0.7216,1.0,0.91487,0.86709
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,85,background system pressure,0.11612,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,86,background system pressure,0.11722,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,87,background system pressure,0.11692,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,88,background system pressure,0.11685,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,89,background system pressure,0.11789,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,90,Surveillance backlash and rights challenge,0.7756,0.7954,0.84,0.0,0.0,0.0,0.0,0.7104,1.0,0.91312,0.86696
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,91,background system pressure,0.11791,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,92,background system pressure,0.11813,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,93,background system pressure,0.1185,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,94,background system pressure,0.11943,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS003,Participatory AI resilience system,strong local knowledge participation equity safeguards and human oversight,95,background system pressure,0.11949,0.7954,0.84,0.0,0.0,0.0,0.0,0.7808,1.0,0.93424,0.87541
AIS004,High-accuracy model with drift exposure,strong forecasting but exposed to distribution shift and model drift,0,background system pressure,0.09305,0.7256,0.6122,0.43296,0.59816,0.0,0.50145,0.42072,1.0,0.73825,0.64577
