simulation_id,strategy_id,strategy,rank,ai_resilience_value,winner
247,AIR003,AI-Assisted Infrastructure Maintenance,7,7.50921,AI Governance Audit and Drift Monitoring
248,AIR004,AI Decision Support with Human Oversight,1,8.14114,AI Decision Support with Human Oversight
248,AIR007,AI Security and Misuse Resistance,2,8.10145,AI Decision Support with Human Oversight
248,AIR006,AI Governance Audit and Drift Monitoring,3,8.07822,AI Decision Support with Human Oversight
248,AIR005,Participatory AI and Local Knowledge Integration,4,8.03229,AI Decision Support with Human Oversight
248,AIR003,AI-Assisted Infrastructure Maintenance,5,7.91174,AI Decision Support with Human Oversight
248,AIR002,AI Scenario Modeling and Stress Testing,6,7.72327,AI Decision Support with Human Oversight
248,AIR001,AI Early Warning and Anomaly Detection,7,7.64607,AI Decision Support with Human Oversight
249,AIR006,AI Governance Audit and Drift Monitoring,1,8.26315,AI Governance Audit and Drift Monitoring
249,AIR004,AI Decision Support with Human Oversight,2,8.23191,AI Governance Audit and Drift Monitoring
249,AIR005,Participatory AI and Local Knowledge Integration,3,8.14775,AI Governance Audit and Drift Monitoring
249,AIR007,AI Security and Misuse Resistance,4,8.05355,AI Governance Audit and Drift Monitoring
249,AIR001,AI Early Warning and Anomaly Detection,5,8.05319,AI Governance Audit and Drift Monitoring
249,AIR002,AI Scenario Modeling and Stress Testing,6,8.03984,AI Governance Audit and Drift Monitoring
249,AIR003,AI-Assisted Infrastructure Maintenance,7,7.9746,AI Governance Audit and Drift Monitoring
250,AIR006,AI Governance Audit and Drift Monitoring,1,8.60583,AI Governance Audit and Drift Monitoring
250,AIR004,AI Decision Support with Human Oversight,2,8.2711,AI Governance Audit and Drift Monitoring
250,AIR001,AI Early Warning and Anomaly Detection,3,8.10869,AI Governance Audit and Drift Monitoring
250,AIR005,Participatory AI and Local Knowledge Integration,4,7.90236,AI Governance Audit and Drift Monitoring
250,AIR002,AI Scenario Modeling and Stress Testing,5,7.79574,AI Governance Audit and Drift Monitoring
250,AIR003,AI-Assisted Infrastructure Maintenance,6,7.76319,AI Governance Audit and Drift Monitoring
250,AIR007,AI Security and Misuse Resistance,7,7.72501,AI Governance Audit and Drift Monitoring
251,AIR006,AI Governance Audit and Drift Monitoring,1,8.59914,AI Governance Audit and Drift Monitoring
251,AIR004,AI Decision Support with Human Oversight,2,8.45454,AI Governance Audit and Drift Monitoring
251,AIR005,Participatory AI and Local Knowledge Integration,3,8.00031,AI Governance Audit and Drift Monitoring
251,AIR002,AI Scenario Modeling and Stress Testing,4,7.99523,AI Governance Audit and Drift Monitoring
251,AIR003,AI-Assisted Infrastructure Maintenance,5,7.94854,AI Governance Audit and Drift Monitoring
251,AIR007,AI Security and Misuse Resistance,6,7.63817,AI Governance Audit and Drift Monitoring
251,AIR001,AI Early Warning and Anomaly Detection,7,7.4469,AI Governance Audit and Drift Monitoring
252,AIR004,AI Decision Support with Human Oversight,1,8.32544,AI Decision Support with Human Oversight
252,AIR007,AI Security and Misuse Resistance,2,7.96103,AI Decision Support with Human Oversight
252,AIR006,AI Governance Audit and Drift Monitoring,3,7.9524,AI Decision Support with Human Oversight
252,AIR005,Participatory AI and Local Knowledge Integration,4,7.87455,AI Decision Support with Human Oversight
252,AIR001,AI Early Warning and Anomaly Detection,5,7.85824,AI Decision Support with Human Oversight
252,AIR002,AI Scenario Modeling and Stress Testing,6,7.82836,AI Decision Support with Human Oversight
252,AIR003,AI-Assisted Infrastructure Maintenance,7,7.60364,AI Decision Support with Human Oversight
253,AIR006,AI Governance Audit and Drift Monitoring,1,8.4373,AI Governance Audit and Drift Monitoring
253,AIR001,AI Early Warning and Anomaly Detection,2,8.21302,AI Governance Audit and Drift Monitoring
253,AIR004,AI Decision Support with Human Oversight,3,8.16698,AI Governance Audit and Drift Monitoring
253,AIR007,AI Security and Misuse Resistance,4,8.05084,AI Governance Audit and Drift Monitoring
253,AIR005,Participatory AI and Local Knowledge Integration,5,7.84058,AI Governance Audit and Drift Monitoring
253,AIR002,AI Scenario Modeling and Stress Testing,6,7.77072,AI Governance Audit and Drift Monitoring
253,AIR003,AI-Assisted Infrastructure Maintenance,7,7.6689,AI Governance Audit and Drift Monitoring
254,AIR006,AI Governance Audit and Drift Monitoring,1,8.2755,AI Governance Audit and Drift Monitoring
254,AIR005,Participatory AI and Local Knowledge Integration,2,8.11906,AI Governance Audit and Drift Monitoring
254,AIR007,AI Security and Misuse Resistance,3,8.11055,AI Governance Audit and Drift Monitoring
254,AIR003,AI-Assisted Infrastructure Maintenance,4,7.88722,AI Governance Audit and Drift Monitoring
254,AIR001,AI Early Warning and Anomaly Detection,5,7.8594,AI Governance Audit and Drift Monitoring
254,AIR004,AI Decision Support with Human Oversight,6,7.85227,AI Governance Audit and Drift Monitoring
254,AIR002,AI Scenario Modeling and Stress Testing,7,7.62516,AI Governance Audit and Drift Monitoring
255,AIR006,AI Governance Audit and Drift Monitoring,1,8.36601,AI Governance Audit and Drift Monitoring
255,AIR004,AI Decision Support with Human Oversight,2,8.19434,AI Governance Audit and Drift Monitoring
255,AIR007,AI Security and Misuse Resistance,3,7.98258,AI Governance Audit and Drift Monitoring
255,AIR005,Participatory AI and Local Knowledge Integration,4,7.93962,AI Governance Audit and Drift Monitoring
255,AIR003,AI-Assisted Infrastructure Maintenance,5,7.93013,AI Governance Audit and Drift Monitoring
255,AIR002,AI Scenario Modeling and Stress Testing,6,7.72956,AI Governance Audit and Drift Monitoring
255,AIR001,AI Early Warning and Anomaly Detection,7,7.62474,AI Governance Audit and Drift Monitoring
256,AIR007,AI Security and Misuse Resistance,1,8.14829,AI Security and Misuse Resistance
256,AIR004,AI Decision Support with Human Oversight,2,8.14173,AI Security and Misuse Resistance
256,AIR006,AI Governance Audit and Drift Monitoring,3,8.13591,AI Security and Misuse Resistance
256,AIR002,AI Scenario Modeling and Stress Testing,4,8.05913,AI Security and Misuse Resistance
256,AIR005,Participatory AI and Local Knowledge Integration,5,7.85496,AI Security and Misuse Resistance
256,AIR003,AI-Assisted Infrastructure Maintenance,6,7.84592,AI Security and Misuse Resistance
256,AIR001,AI Early Warning and Anomaly Detection,7,7.51834,AI Security and Misuse Resistance
257,AIR006,AI Governance Audit and Drift Monitoring,1,8.22062,AI Governance Audit and Drift Monitoring
257,AIR002,AI Scenario Modeling and Stress Testing,2,7.905,AI Governance Audit and Drift Monitoring
257,AIR007,AI Security and Misuse Resistance,3,7.89964,AI Governance Audit and Drift Monitoring
257,AIR004,AI Decision Support with Human Oversight,4,7.87771,AI Governance Audit and Drift Monitoring
257,AIR005,Participatory AI and Local Knowledge Integration,5,7.82211,AI Governance Audit and Drift Monitoring
257,AIR001,AI Early Warning and Anomaly Detection,6,7.78479,AI Governance Audit and Drift Monitoring
257,AIR003,AI-Assisted Infrastructure Maintenance,7,7.67802,AI Governance Audit and Drift Monitoring
258,AIR006,AI Governance Audit and Drift Monitoring,1,8.33318,AI Governance Audit and Drift Monitoring
258,AIR005,Participatory AI and Local Knowledge Integration,2,7.97177,AI Governance Audit and Drift Monitoring
258,AIR004,AI Decision Support with Human Oversight,3,7.80203,AI Governance Audit and Drift Monitoring
258,AIR007,AI Security and Misuse Resistance,4,7.7316,AI Governance Audit and Drift Monitoring
258,AIR002,AI Scenario Modeling and Stress Testing,5,7.69045,AI Governance Audit and Drift Monitoring
258,AIR001,AI Early Warning and Anomaly Detection,6,7.67425,AI Governance Audit and Drift Monitoring
258,AIR003,AI-Assisted Infrastructure Maintenance,7,7.57336,AI Governance Audit and Drift Monitoring
259,AIR006,AI Governance Audit and Drift Monitoring,1,8.21757,AI Governance Audit and Drift Monitoring
259,AIR005,Participatory AI and Local Knowledge Integration,2,8.121,AI Governance Audit and Drift Monitoring
259,AIR007,AI Security and Misuse Resistance,3,7.97887,AI Governance Audit and Drift Monitoring
259,AIR004,AI Decision Support with Human Oversight,4,7.93201,AI Governance Audit and Drift Monitoring
259,AIR002,AI Scenario Modeling and Stress Testing,5,7.88477,AI Governance Audit and Drift Monitoring
259,AIR001,AI Early Warning and Anomaly Detection,6,7.79582,AI Governance Audit and Drift Monitoring
259,AIR003,AI-Assisted Infrastructure Maintenance,7,7.6501,AI Governance Audit and Drift Monitoring
260,AIR006,AI Governance Audit and Drift Monitoring,1,8.73192,AI Governance Audit and Drift Monitoring
260,AIR002,AI Scenario Modeling and Stress Testing,2,8.10413,AI Governance Audit and Drift Monitoring
260,AIR003,AI-Assisted Infrastructure Maintenance,3,8.07274,AI Governance Audit and Drift Monitoring
260,AIR004,AI Decision Support with Human Oversight,4,8.01464,AI Governance Audit and Drift Monitoring
260,AIR005,Participatory AI and Local Knowledge Integration,5,7.87161,AI Governance Audit and Drift Monitoring
260,AIR007,AI Security and Misuse Resistance,6,7.84688,AI Governance Audit and Drift Monitoring
260,AIR001,AI Early Warning and Anomaly Detection,7,7.6127,AI Governance Audit and Drift Monitoring
261,AIR006,AI Governance Audit and Drift Monitoring,1,8.50381,AI Governance Audit and Drift Monitoring
261,AIR004,AI Decision Support with Human Oversight,2,8.19597,AI Governance Audit and Drift Monitoring
261,AIR005,Participatory AI and Local Knowledge Integration,3,8.17291,AI Governance Audit and Drift Monitoring
261,AIR002,AI Scenario Modeling and Stress Testing,4,8.03799,AI Governance Audit and Drift Monitoring
261,AIR007,AI Security and Misuse Resistance,5,7.99148,AI Governance Audit and Drift Monitoring
261,AIR003,AI-Assisted Infrastructure Maintenance,6,7.92991,AI Governance Audit and Drift Monitoring
261,AIR001,AI Early Warning and Anomaly Detection,7,7.74508,AI Governance Audit and Drift Monitoring
262,AIR005,Participatory AI and Local Knowledge Integration,1,8.27572,Participatory AI and Local Knowledge Integration
262,AIR007,AI Security and Misuse Resistance,2,8.08312,Participatory AI and Local Knowledge Integration
262,AIR006,AI Governance Audit and Drift Monitoring,3,8.07211,Participatory AI and Local Knowledge Integration
262,AIR002,AI Scenario Modeling and Stress Testing,4,7.9673,Participatory AI and Local Knowledge Integration
262,AIR004,AI Decision Support with Human Oversight,5,7.9053,Participatory AI and Local Knowledge Integration
262,AIR001,AI Early Warning and Anomaly Detection,6,7.70938,Participatory AI and Local Knowledge Integration
262,AIR003,AI-Assisted Infrastructure Maintenance,7,7.66712,Participatory AI and Local Knowledge Integration
263,AIR006,AI Governance Audit and Drift Monitoring,1,8.28244,AI Governance Audit and Drift Monitoring
263,AIR004,AI Decision Support with Human Oversight,2,8.13911,AI Governance Audit and Drift Monitoring
263,AIR003,AI-Assisted Infrastructure Maintenance,3,7.96103,AI Governance Audit and Drift Monitoring
263,AIR005,Participatory AI and Local Knowledge Integration,4,7.88771,AI Governance Audit and Drift Monitoring
263,AIR007,AI Security and Misuse Resistance,5,7.87373,AI Governance Audit and Drift Monitoring
263,AIR002,AI Scenario Modeling and Stress Testing,6,7.82264,AI Governance Audit and Drift Monitoring
263,AIR001,AI Early Warning and Anomaly Detection,7,7.66463,AI Governance Audit and Drift Monitoring
264,AIR006,AI Governance Audit and Drift Monitoring,1,8.38726,AI Governance Audit and Drift Monitoring
264,AIR007,AI Security and Misuse Resistance,2,8.18364,AI Governance Audit and Drift Monitoring
264,AIR004,AI Decision Support with Human Oversight,3,7.98331,AI Governance Audit and Drift Monitoring
264,AIR001,AI Early Warning and Anomaly Detection,4,7.9722,AI Governance Audit and Drift Monitoring
264,AIR002,AI Scenario Modeling and Stress Testing,5,7.80453,AI Governance Audit and Drift Monitoring
264,AIR005,Participatory AI and Local Knowledge Integration,6,7.75915,AI Governance Audit and Drift Monitoring
264,AIR003,AI-Assisted Infrastructure Maintenance,7,7.56874,AI Governance Audit and Drift Monitoring
265,AIR006,AI Governance Audit and Drift Monitoring,1,8.53062,AI Governance Audit and Drift Monitoring
265,AIR005,Participatory AI and Local Knowledge Integration,2,8.21678,AI Governance Audit and Drift Monitoring
265,AIR004,AI Decision Support with Human Oversight,3,8.18832,AI Governance Audit and Drift Monitoring
265,AIR007,AI Security and Misuse Resistance,4,7.97846,AI Governance Audit and Drift Monitoring
265,AIR002,AI Scenario Modeling and Stress Testing,5,7.97353,AI Governance Audit and Drift Monitoring
265,AIR001,AI Early Warning and Anomaly Detection,6,7.91655,AI Governance Audit and Drift Monitoring
265,AIR003,AI-Assisted Infrastructure Maintenance,7,7.82817,AI Governance Audit and Drift Monitoring
266,AIR006,AI Governance Audit and Drift Monitoring,1,8.40219,AI Governance Audit and Drift Monitoring
266,AIR004,AI Decision Support with Human Oversight,2,8.15809,AI Governance Audit and Drift Monitoring
266,AIR001,AI Early Warning and Anomaly Detection,3,8.12438,AI Governance Audit and Drift Monitoring
266,AIR005,Participatory AI and Local Knowledge Integration,4,8.06673,AI Governance Audit and Drift Monitoring
266,AIR002,AI Scenario Modeling and Stress Testing,5,7.87648,AI Governance Audit and Drift Monitoring
266,AIR007,AI Security and Misuse Resistance,6,7.68213,AI Governance Audit and Drift Monitoring
266,AIR003,AI-Assisted Infrastructure Maintenance,7,7.52672,AI Governance Audit and Drift Monitoring
267,AIR006,AI Governance Audit and Drift Monitoring,1,8.2336,AI Governance Audit and Drift Monitoring
267,AIR004,AI Decision Support with Human Oversight,2,8.13266,AI Governance Audit and Drift Monitoring
267,AIR003,AI-Assisted Infrastructure Maintenance,3,8.07061,AI Governance Audit and Drift Monitoring
267,AIR007,AI Security and Misuse Resistance,4,7.9223,AI Governance Audit and Drift Monitoring
267,AIR002,AI Scenario Modeling and Stress Testing,5,7.81238,AI Governance Audit and Drift Monitoring
267,AIR005,Participatory AI and Local Knowledge Integration,6,7.72095,AI Governance Audit and Drift Monitoring
267,AIR001,AI Early Warning and Anomaly Detection,7,7.70468,AI Governance Audit and Drift Monitoring
268,AIR004,AI Decision Support with Human Oversight,1,8.45078,AI Decision Support with Human Oversight
268,AIR006,AI Governance Audit and Drift Monitoring,2,8.21497,AI Decision Support with Human Oversight
268,AIR007,AI Security and Misuse Resistance,3,8.07198,AI Decision Support with Human Oversight
268,AIR002,AI Scenario Modeling and Stress Testing,4,7.91508,AI Decision Support with Human Oversight
268,AIR005,Participatory AI and Local Knowledge Integration,5,7.91065,AI Decision Support with Human Oversight
268,AIR001,AI Early Warning and Anomaly Detection,6,7.67531,AI Decision Support with Human Oversight
268,AIR003,AI-Assisted Infrastructure Maintenance,7,7.41441,AI Decision Support with Human Oversight
269,AIR004,AI Decision Support with Human Oversight,1,8.59764,AI Decision Support with Human Oversight
269,AIR006,AI Governance Audit and Drift Monitoring,2,8.19672,AI Decision Support with Human Oversight
269,AIR005,Participatory AI and Local Knowledge Integration,3,8.13253,AI Decision Support with Human Oversight
269,AIR002,AI Scenario Modeling and Stress Testing,4,8.02002,AI Decision Support with Human Oversight
269,AIR007,AI Security and Misuse Resistance,5,7.85141,AI Decision Support with Human Oversight
269,AIR001,AI Early Warning and Anomaly Detection,6,7.69663,AI Decision Support with Human Oversight
269,AIR003,AI-Assisted Infrastructure Maintenance,7,7.364,AI Decision Support with Human Oversight
270,AIR006,AI Governance Audit and Drift Monitoring,1,8.41227,AI Governance Audit and Drift Monitoring
270,AIR004,AI Decision Support with Human Oversight,2,8.27358,AI Governance Audit and Drift Monitoring
270,AIR007,AI Security and Misuse Resistance,3,8.15813,AI Governance Audit and Drift Monitoring
270,AIR005,Participatory AI and Local Knowledge Integration,4,8.09271,AI Governance Audit and Drift Monitoring
270,AIR001,AI Early Warning and Anomaly Detection,5,8.05114,AI Governance Audit and Drift Monitoring
270,AIR002,AI Scenario Modeling and Stress Testing,6,7.90875,AI Governance Audit and Drift Monitoring
270,AIR003,AI-Assisted Infrastructure Maintenance,7,7.64518,AI Governance Audit and Drift Monitoring
271,AIR004,AI Decision Support with Human Oversight,1,8.31047,AI Decision Support with Human Oversight
271,AIR006,AI Governance Audit and Drift Monitoring,2,8.27018,AI Decision Support with Human Oversight
271,AIR005,Participatory AI and Local Knowledge Integration,3,8.15919,AI Decision Support with Human Oversight
271,AIR007,AI Security and Misuse Resistance,4,8.02707,AI Decision Support with Human Oversight
271,AIR002,AI Scenario Modeling and Stress Testing,5,7.92165,AI Decision Support with Human Oversight
271,AIR003,AI-Assisted Infrastructure Maintenance,6,7.92088,AI Decision Support with Human Oversight
271,AIR001,AI Early Warning and Anomaly Detection,7,7.69606,AI Decision Support with Human Oversight
272,AIR006,AI Governance Audit and Drift Monitoring,1,8.58049,AI Governance Audit and Drift Monitoring
272,AIR004,AI Decision Support with Human Oversight,2,8.22798,AI Governance Audit and Drift Monitoring
272,AIR007,AI Security and Misuse Resistance,3,7.88772,AI Governance Audit and Drift Monitoring
272,AIR001,AI Early Warning and Anomaly Detection,4,7.87919,AI Governance Audit and Drift Monitoring
272,AIR005,Participatory AI and Local Knowledge Integration,5,7.87436,AI Governance Audit and Drift Monitoring
272,AIR003,AI-Assisted Infrastructure Maintenance,6,7.69878,AI Governance Audit and Drift Monitoring
272,AIR002,AI Scenario Modeling and Stress Testing,7,7.56858,AI Governance Audit and Drift Monitoring
273,AIR004,AI Decision Support with Human Oversight,1,8.37871,AI Decision Support with Human Oversight
273,AIR006,AI Governance Audit and Drift Monitoring,2,8.19014,AI Decision Support with Human Oversight
273,AIR005,Participatory AI and Local Knowledge Integration,3,8.13285,AI Decision Support with Human Oversight
273,AIR007,AI Security and Misuse Resistance,4,7.97297,AI Decision Support with Human Oversight
273,AIR002,AI Scenario Modeling and Stress Testing,5,7.78902,AI Decision Support with Human Oversight
273,AIR003,AI-Assisted Infrastructure Maintenance,6,7.73951,AI Decision Support with Human Oversight
273,AIR001,AI Early Warning and Anomaly Detection,7,7.62828,AI Decision Support with Human Oversight
274,AIR006,AI Governance Audit and Drift Monitoring,1,8.43821,AI Governance Audit and Drift Monitoring
274,AIR004,AI Decision Support with Human Oversight,2,8.15058,AI Governance Audit and Drift Monitoring
274,AIR007,AI Security and Misuse Resistance,3,8.0464,AI Governance Audit and Drift Monitoring
274,AIR003,AI-Assisted Infrastructure Maintenance,4,7.98706,AI Governance Audit and Drift Monitoring
274,AIR005,Participatory AI and Local Knowledge Integration,5,7.96855,AI Governance Audit and Drift Monitoring
274,AIR002,AI Scenario Modeling and Stress Testing,6,7.93178,AI Governance Audit and Drift Monitoring
274,AIR001,AI Early Warning and Anomaly Detection,7,7.58501,AI Governance Audit and Drift Monitoring
275,AIR002,AI Scenario Modeling and Stress Testing,1,7.99377,AI Scenario Modeling and Stress Testing
275,AIR001,AI Early Warning and Anomaly Detection,2,7.96671,AI Scenario Modeling and Stress Testing
275,AIR007,AI Security and Misuse Resistance,3,7.95523,AI Scenario Modeling and Stress Testing
275,AIR006,AI Governance Audit and Drift Monitoring,4,7.9441,AI Scenario Modeling and Stress Testing
275,AIR004,AI Decision Support with Human Oversight,5,7.94143,AI Scenario Modeling and Stress Testing
275,AIR005,Participatory AI and Local Knowledge Integration,6,7.89821,AI Scenario Modeling and Stress Testing
275,AIR003,AI-Assisted Infrastructure Maintenance,7,7.86368,AI Scenario Modeling and Stress Testing
276,AIR007,AI Security and Misuse Resistance,1,8.24577,AI Security and Misuse Resistance
276,AIR006,AI Governance Audit and Drift Monitoring,2,8.22658,AI Security and Misuse Resistance
276,AIR004,AI Decision Support with Human Oversight,3,8.20076,AI Security and Misuse Resistance
276,AIR005,Participatory AI and Local Knowledge Integration,4,8.1092,AI Security and Misuse Resistance
276,AIR002,AI Scenario Modeling and Stress Testing,5,7.97012,AI Security and Misuse Resistance
276,AIR001,AI Early Warning and Anomaly Detection,6,7.72136,AI Security and Misuse Resistance
276,AIR003,AI-Assisted Infrastructure Maintenance,7,7.65198,AI Security and Misuse Resistance
277,AIR006,AI Governance Audit and Drift Monitoring,1,8.77302,AI Governance Audit and Drift Monitoring
277,AIR005,Participatory AI and Local Knowledge Integration,2,8.28584,AI Governance Audit and Drift Monitoring
277,AIR007,AI Security and Misuse Resistance,3,8.124,AI Governance Audit and Drift Monitoring
277,AIR003,AI-Assisted Infrastructure Maintenance,4,8.10801,AI Governance Audit and Drift Monitoring
277,AIR004,AI Decision Support with Human Oversight,5,8.05801,AI Governance Audit and Drift Monitoring
277,AIR002,AI Scenario Modeling and Stress Testing,6,7.90259,AI Governance Audit and Drift Monitoring
277,AIR001,AI Early Warning and Anomaly Detection,7,7.65268,AI Governance Audit and Drift Monitoring
278,AIR006,AI Governance Audit and Drift Monitoring,1,8.70264,AI Governance Audit and Drift Monitoring
278,AIR005,Participatory AI and Local Knowledge Integration,2,8.46048,AI Governance Audit and Drift Monitoring
278,AIR004,AI Decision Support with Human Oversight,3,8.13732,AI Governance Audit and Drift Monitoring
278,AIR001,AI Early Warning and Anomaly Detection,4,7.95415,AI Governance Audit and Drift Monitoring
278,AIR007,AI Security and Misuse Resistance,5,7.89153,AI Governance Audit and Drift Monitoring
278,AIR002,AI Scenario Modeling and Stress Testing,6,7.84261,AI Governance Audit and Drift Monitoring
278,AIR003,AI-Assisted Infrastructure Maintenance,7,7.81745,AI Governance Audit and Drift Monitoring
279,AIR006,AI Governance Audit and Drift Monitoring,1,8.20916,AI Governance Audit and Drift Monitoring
279,AIR005,Participatory AI and Local Knowledge Integration,2,8.15796,AI Governance Audit and Drift Monitoring
279,AIR002,AI Scenario Modeling and Stress Testing,3,8.13229,AI Governance Audit and Drift Monitoring
279,AIR004,AI Decision Support with Human Oversight,4,8.03979,AI Governance Audit and Drift Monitoring
279,AIR007,AI Security and Misuse Resistance,5,8.0172,AI Governance Audit and Drift Monitoring
279,AIR003,AI-Assisted Infrastructure Maintenance,6,7.87321,AI Governance Audit and Drift Monitoring
279,AIR001,AI Early Warning and Anomaly Detection,7,7.77548,AI Governance Audit and Drift Monitoring
280,AIR005,Participatory AI and Local Knowledge Integration,1,8.34525,Participatory AI and Local Knowledge Integration
280,AIR006,AI Governance Audit and Drift Monitoring,2,8.15606,Participatory AI and Local Knowledge Integration
280,AIR004,AI Decision Support with Human Oversight,3,8.14995,Participatory AI and Local Knowledge Integration
280,AIR001,AI Early Warning and Anomaly Detection,4,7.85235,Participatory AI and Local Knowledge Integration
280,AIR003,AI-Assisted Infrastructure Maintenance,5,7.76887,Participatory AI and Local Knowledge Integration
280,AIR007,AI Security and Misuse Resistance,6,7.68757,Participatory AI and Local Knowledge Integration
280,AIR002,AI Scenario Modeling and Stress Testing,7,7.47656,Participatory AI and Local Knowledge Integration
281,AIR004,AI Decision Support with Human Oversight,1,8.39205,AI Decision Support with Human Oversight
281,AIR006,AI Governance Audit and Drift Monitoring,2,8.35317,AI Decision Support with Human Oversight
281,AIR007,AI Security and Misuse Resistance,3,8.29774,AI Decision Support with Human Oversight
281,AIR001,AI Early Warning and Anomaly Detection,4,7.80749,AI Decision Support with Human Oversight
281,AIR005,Participatory AI and Local Knowledge Integration,5,7.80613,AI Decision Support with Human Oversight
281,AIR002,AI Scenario Modeling and Stress Testing,6,7.69606,AI Decision Support with Human Oversight
281,AIR003,AI-Assisted Infrastructure Maintenance,7,7.4864,AI Decision Support with Human Oversight
282,AIR006,AI Governance Audit and Drift Monitoring,1,8.59097,AI Governance Audit and Drift Monitoring
282,AIR001,AI Early Warning and Anomaly Detection,2,8.18578,AI Governance Audit and Drift Monitoring
282,AIR007,AI Security and Misuse Resistance,3,8.14433,AI Governance Audit and Drift Monitoring
282,AIR004,AI Decision Support with Human Oversight,4,8.08204,AI Governance Audit and Drift Monitoring
282,AIR005,Participatory AI and Local Knowledge Integration,5,8.07924,AI Governance Audit and Drift Monitoring
282,AIR003,AI-Assisted Infrastructure Maintenance,6,7.79716,AI Governance Audit and Drift Monitoring
282,AIR002,AI Scenario Modeling and Stress Testing,7,7.51879,AI Governance Audit and Drift Monitoring
283,AIR006,AI Governance Audit and Drift Monitoring,1,8.22127,AI Governance Audit and Drift Monitoring
283,AIR005,Participatory AI and Local Knowledge Integration,2,8.13079,AI Governance Audit and Drift Monitoring
283,AIR002,AI Scenario Modeling and Stress Testing,3,7.88701,AI Governance Audit and Drift Monitoring
283,AIR003,AI-Assisted Infrastructure Maintenance,4,7.85529,AI Governance Audit and Drift Monitoring
283,AIR001,AI Early Warning and Anomaly Detection,5,7.7373,AI Governance Audit and Drift Monitoring
283,AIR004,AI Decision Support with Human Oversight,6,7.64923,AI Governance Audit and Drift Monitoring
283,AIR007,AI Security and Misuse Resistance,7,7.63514,AI Governance Audit and Drift Monitoring
284,AIR006,AI Governance Audit and Drift Monitoring,1,8.54919,AI Governance Audit and Drift Monitoring
284,AIR007,AI Security and Misuse Resistance,2,8.16019,AI Governance Audit and Drift Monitoring
284,AIR005,Participatory AI and Local Knowledge Integration,3,8.12594,AI Governance Audit and Drift Monitoring
284,AIR004,AI Decision Support with Human Oversight,4,7.90352,AI Governance Audit and Drift Monitoring
284,AIR001,AI Early Warning and Anomaly Detection,5,7.82785,AI Governance Audit and Drift Monitoring
284,AIR002,AI Scenario Modeling and Stress Testing,6,7.55357,AI Governance Audit and Drift Monitoring
284,AIR003,AI-Assisted Infrastructure Maintenance,7,7.38183,AI Governance Audit and Drift Monitoring
285,AIR004,AI Decision Support with Human Oversight,1,8.16727,AI Decision Support with Human Oversight
285,AIR003,AI-Assisted Infrastructure Maintenance,2,8.10832,AI Decision Support with Human Oversight
285,AIR006,AI Governance Audit and Drift Monitoring,3,8.08863,AI Decision Support with Human Oversight
285,AIR005,Participatory AI and Local Knowledge Integration,4,7.92715,AI Decision Support with Human Oversight
285,AIR007,AI Security and Misuse Resistance,5,7.74449,AI Decision Support with Human Oversight
285,AIR001,AI Early Warning and Anomaly Detection,6,7.71393,AI Decision Support with Human Oversight
285,AIR002,AI Scenario Modeling and Stress Testing,7,7.66723,AI Decision Support with Human Oversight
286,AIR006,AI Governance Audit and Drift Monitoring,1,8.56116,AI Governance Audit and Drift Monitoring
286,AIR004,AI Decision Support with Human Oversight,2,8.35301,AI Governance Audit and Drift Monitoring
286,AIR001,AI Early Warning and Anomaly Detection,3,8.09121,AI Governance Audit and Drift Monitoring
286,AIR005,Participatory AI and Local Knowledge Integration,4,7.99382,AI Governance Audit and Drift Monitoring
286,AIR002,AI Scenario Modeling and Stress Testing,5,7.91162,AI Governance Audit and Drift Monitoring
286,AIR003,AI-Assisted Infrastructure Maintenance,6,7.87289,AI Governance Audit and Drift Monitoring
286,AIR007,AI Security and Misuse Resistance,7,7.67304,AI Governance Audit and Drift Monitoring
287,AIR006,AI Governance Audit and Drift Monitoring,1,8.35448,AI Governance Audit and Drift Monitoring
287,AIR007,AI Security and Misuse Resistance,2,8.20744,AI Governance Audit and Drift Monitoring
287,AIR004,AI Decision Support with Human Oversight,3,8.19783,AI Governance Audit and Drift Monitoring
287,AIR002,AI Scenario Modeling and Stress Testing,4,8.00356,AI Governance Audit and Drift Monitoring
287,AIR005,Participatory AI and Local Knowledge Integration,5,7.96993,AI Governance Audit and Drift Monitoring
287,AIR003,AI-Assisted Infrastructure Maintenance,6,7.87798,AI Governance Audit and Drift Monitoring
287,AIR001,AI Early Warning and Anomaly Detection,7,7.58586,AI Governance Audit and Drift Monitoring
288,AIR004,AI Decision Support with Human Oversight,1,8.36879,AI Decision Support with Human Oversight
288,AIR006,AI Governance Audit and Drift Monitoring,2,8.28592,AI Decision Support with Human Oversight
288,AIR005,Participatory AI and Local Knowledge Integration,3,8.23626,AI Decision Support with Human Oversight
288,AIR007,AI Security and Misuse Resistance,4,8.00492,AI Decision Support with Human Oversight
288,AIR002,AI Scenario Modeling and Stress Testing,5,7.94271,AI Decision Support with Human Oversight
288,AIR001,AI Early Warning and Anomaly Detection,6,7.86464,AI Decision Support with Human Oversight
288,AIR003,AI-Assisted Infrastructure Maintenance,7,7.73771,AI Decision Support with Human Oversight
289,AIR005,Participatory AI and Local Knowledge Integration,1,8.14601,Participatory AI and Local Knowledge Integration
289,AIR006,AI Governance Audit and Drift Monitoring,2,8.12914,Participatory AI and Local Knowledge Integration
