system_id,system,system_context,time,event,stress_load,adaptive_response,economic_function,household_fragility,firm_fragility,equity_adjusted_function
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,49,background economic stress,0.16931,0.32449,1.0,0.90094,0.74931,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,50,background economic stress,0.1691,0.32436,1.0,0.90222,0.74895,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,51,background economic stress,0.16893,0.32424,1.0,0.9035,0.7486,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,52,background economic stress,0.17044,0.32411,1.0,0.90478,0.74826,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,53,background economic stress,0.16941,0.32397,1.0,0.90606,0.74794,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,54,background economic stress,0.17015,0.32384,1.0,0.90734,0.74763,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,55,background economic stress,0.17105,0.3237,1.0,0.90862,0.74733,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,56,Climate disaster damaging infrastructure firms and housing,0.92151,0.32357,0.77094,0.93155,0.76353,0.64833
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,57,background economic stress,0.17155,0.31809,0.84042,0.93289,0.76332,0.87149
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,58,background economic stress,0.17106,0.31793,0.91003,0.93423,0.76311,0.94366
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,59,background economic stress,0.17225,0.31777,0.97922,0.93557,0.76292,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,60,background economic stress,0.17215,0.31761,1.0,0.93691,0.76275,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,61,background economic stress,0.17325,0.31745,1.0,0.93826,0.76259,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,62,background economic stress,0.17276,0.31728,1.0,0.9396,0.76244,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,63,background economic stress,0.1728,0.31711,1.0,0.94095,0.7623,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,64,background economic stress,0.17422,0.31694,1.0,0.9423,0.76218,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,65,background economic stress,0.17334,0.31677,1.0,0.94366,0.76207,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,66,background economic stress,0.17328,0.3166,1.0,0.94501,0.76198,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,67,background economic stress,0.17495,0.31642,1.0,0.94637,0.7619,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,68,background economic stress,0.17525,0.31624,1.0,0.94772,0.76183,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,69,background economic stress,0.17351,0.31606,1.0,0.94908,0.76178,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,70,Compound inflation fiscal climate and labor crisis,0.96614,0.31588,0.74272,0.97492,0.77974,0.61628
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,71,background economic stress,0.17429,0.30975,0.80949,0.97635,0.77977,0.83941
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,72,background economic stress,0.17661,0.30954,0.87548,0.97777,0.77982,0.90783
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,73,background economic stress,0.17695,0.30934,0.94131,0.9792,0.77989,0.9761
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,74,background economic stress,0.17593,0.30913,1.0,0.98063,0.77996,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,75,background economic stress,0.17587,0.30892,1.0,0.98206,0.78005,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,76,background economic stress,0.17727,0.3087,1.0,0.98349,0.78016,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,77,background economic stress,0.17821,0.30849,1.0,0.98493,0.78028,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,78,background economic stress,0.1766,0.30827,1.0,0.98636,0.78041,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,79,background economic stress,0.17749,0.30805,1.0,0.9878,0.78056,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,0,background economic stress,0.15308,0.3812,0.85248,0.82071,0.85847,0.8859
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,1,background economic stress,0.15197,0.38132,0.94534,0.82141,0.85695,0.98239
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,2,background economic stress,0.15291,0.38143,1.0,0.82212,0.85544,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,3,background economic stress,0.1532,0.38154,1.0,0.82283,0.85394,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,4,background economic stress,0.15211,0.38165,1.0,0.82353,0.85245,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,5,background economic stress,0.152,0.38176,1.0,0.82423,0.85097,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,6,background economic stress,0.15362,0.38187,1.0,0.82493,0.8495,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,7,background economic stress,0.15262,0.38198,1.0,0.82563,0.84805,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,8,background economic stress,0.15355,0.38208,1.0,0.82633,0.8466,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,9,background economic stress,0.15513,0.38219,1.0,0.82703,0.84517,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,10,background economic stress,0.15533,0.38229,1.0,0.82773,0.84375,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,11,background economic stress,0.15363,0.38239,1.0,0.82842,0.84233,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,12,Regional employer closure and supplier contraction,0.79865,0.38249,0.84684,0.85204,0.85555,0.72354
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,13,background economic stress,0.15447,0.37734,0.93802,0.85278,0.85421,0.97479
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,14,background economic stress,0.15509,0.37742,1.0,0.85353,0.85289,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,15,background economic stress,0.15692,0.3775,1.0,0.85428,0.85157,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,16,background economic stress,0.15508,0.37758,1.0,0.85502,0.85027,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,17,background economic stress,0.15586,0.37766,1.0,0.85576,0.84897,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,18,background economic stress,0.15581,0.37774,1.0,0.85651,0.84769,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,19,background economic stress,0.15612,0.37781,1.0,0.85725,0.84642,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,20,background economic stress,0.1574,0.37789,1.0,0.85799,0.84516,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,21,background economic stress,0.15677,0.37796,1.0,0.85873,0.84392,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,22,background economic stress,0.15762,0.37803,1.0,0.85947,0.84268,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,23,background economic stress,0.15872,0.3781,1.0,0.86021,0.84146,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,24,background economic stress,0.15895,0.37817,1.0,0.86095,0.84024,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,25,background economic stress,0.1584,0.37823,1.0,0.86168,0.83904,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,26,background economic stress,0.15962,0.3783,1.0,0.86242,0.83785,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,27,Port disruption and critical input shortage,0.83661,0.37836,0.84388,0.88224,0.85375,0.74464
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,28,background economic stress,0.15999,0.37336,0.93243,0.88302,0.85263,0.96898
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,29,background economic stress,0.16091,0.37341,1.0,0.88381,0.85152,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,30,background economic stress,0.15966,0.37345,1.0,0.88459,0.85043,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,31,background economic stress,0.16023,0.3735,1.0,0.88538,0.84934,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,32,background economic stress,0.16104,0.37354,1.0,0.88616,0.84827,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,33,background economic stress,0.16225,0.37358,1.0,0.88695,0.84721,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,34,background economic stress,0.16165,0.37362,1.0,0.88773,0.84616,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,35,background economic stress,0.16154,0.37365,1.0,0.88852,0.84513,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,36,background economic stress,0.16122,0.37369,1.0,0.8893,0.8441,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,37,background economic stress,0.16155,0.37372,1.0,0.89008,0.84309,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,38,background economic stress,0.16164,0.37376,1.0,0.89086,0.84209,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,39,background economic stress,0.1639,0.37379,1.0,0.89165,0.8411,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,40,background economic stress,0.1639,0.37382,1.0,0.89243,0.84012,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,41,background economic stress,0.16418,0.37384,1.0,0.89321,0.83915,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,42,Credit tightening and small-business liquidity stress,0.7978,0.37387,0.84213,0.91443,0.85462,0.72424
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,43,background economic stress,0.16417,0.36873,0.92832,0.91526,0.85372,0.96471
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,44,background economic stress,0.1649,0.36874,1.0,0.9161,0.85284,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,45,background economic stress,0.16409,0.36875,1.0,0.91693,0.85198,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,46,background economic stress,0.16483,0.36875,1.0,0.91776,0.85112,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,47,background economic stress,0.16422,0.36876,1.0,0.91859,0.85028,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,48,background economic stress,0.16519,0.36876,1.0,0.91943,0.84945,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,49,background economic stress,0.16502,0.36876,1.0,0.92026,0.84863,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,50,background economic stress,0.16488,0.36876,1.0,0.92109,0.84782,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,51,background economic stress,0.16727,0.36875,1.0,0.92192,0.84702,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,52,background economic stress,0.1654,0.36875,1.0,0.92276,0.84624,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,53,background economic stress,0.16752,0.36874,1.0,0.92359,0.84547,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,54,background economic stress,0.16749,0.36873,1.0,0.92442,0.84471,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,55,background economic stress,0.16616,0.36872,1.0,0.92525,0.84396,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,56,Climate disaster damaging infrastructure firms and housing,0.91863,0.36871,0.78193,0.94773,0.85972,0.65932
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,57,background economic stress,0.16815,0.36336,0.86566,0.94861,0.85905,0.89959
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,58,background economic stress,0.16974,0.36333,0.94888,0.9495,0.85839,0.98607
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,59,background economic stress,0.16998,0.3633,1.0,0.95039,0.85774,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,60,background economic stress,0.16914,0.36326,1.0,0.95127,0.85711,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,61,background economic stress,0.16995,0.36323,1.0,0.95216,0.85649,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,62,background economic stress,0.17005,0.36319,1.0,0.95305,0.85588,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,63,background economic stress,0.16923,0.36315,1.0,0.95394,0.85529,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,64,background economic stress,0.17016,0.36311,1.0,0.95483,0.8547,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,65,background economic stress,0.17055,0.36307,1.0,0.95572,0.85413,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,66,background economic stress,0.17029,0.36302,1.0,0.95661,0.85358,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,67,background economic stress,0.17166,0.36297,1.0,0.9575,0.85303,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,68,background economic stress,0.17095,0.36293,1.0,0.95839,0.8525,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,69,background economic stress,0.17201,0.36288,1.0,0.95928,0.85198,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,70,Compound inflation fiscal climate and labor crisis,0.96312,0.36282,0.75479,0.98465,0.86947,0.62799
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,71,background economic stress,0.17124,0.35682,0.8361,0.9856,0.86903,0.86887
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,72,background economic stress,0.17249,0.35675,0.91699,0.98656,0.86861,0.95293
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,73,background economic stress,0.17172,0.35668,0.9981,0.98751,0.8682,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,74,background economic stress,0.17355,0.3566,1.0,0.98846,0.8678,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,75,background economic stress,0.17441,0.35652,1.0,0.98942,0.86741,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,76,background economic stress,0.17382,0.35644,1.0,0.99037,0.86704,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,77,background economic stress,0.17414,0.35636,1.0,0.99133,0.86668,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,78,background economic stress,0.17456,0.35628,1.0,0.99229,0.86633,1.0
ES004,Urban small-business and household service economy,local enterprise household demand and community finance,79,background economic stress,0.1738,0.35619,1.0,0.99324,0.866,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,0,background economic stress,0.15494,0.3528,0.83404,0.74099,0.69875,0.86299
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,1,background economic stress,0.15497,0.35284,0.91807,0.74198,0.69752,0.94995
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,2,background economic stress,0.15486,0.35287,1.0,0.74297,0.69629,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,3,background economic stress,0.15381,0.3529,1.0,0.74397,0.69508,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,4,background economic stress,0.15434,0.35293,1.0,0.74496,0.69388,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,5,background economic stress,0.15559,0.35296,1.0,0.74595,0.69269,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,6,background economic stress,0.15609,0.35299,1.0,0.74694,0.69151,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,7,background economic stress,0.1543,0.35302,1.0,0.74793,0.69034,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,8,background economic stress,0.15495,0.35304,1.0,0.74892,0.68919,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,9,background economic stress,0.1571,0.35307,1.0,0.74991,0.68805,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,10,background economic stress,0.15534,0.35309,1.0,0.75089,0.68691,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,11,background economic stress,0.157,0.35311,1.0,0.75188,0.6858,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,12,Regional employer closure and supplier contraction,0.80063,0.35312,0.8472,0.77579,0.6993,0.72005
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,13,background economic stress,0.1571,0.34789,0.92946,0.77683,0.69826,0.96173
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,14,background economic stress,0.15818,0.34789,1.0,0.77787,0.69723,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,15,background economic stress,0.15901,0.34789,1.0,0.77892,0.69621,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,16,background economic stress,0.15854,0.34788,1.0,0.77996,0.69521,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,17,background economic stress,0.15831,0.34788,1.0,0.781,0.69421,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,18,background economic stress,0.15839,0.34787,1.0,0.78204,0.69323,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,19,background economic stress,0.15943,0.34786,1.0,0.78308,0.69226,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,20,background economic stress,0.15971,0.34785,1.0,0.78412,0.6913,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,21,background economic stress,0.1594,0.34784,1.0,0.78516,0.69035,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,22,background economic stress,0.15981,0.34783,1.0,0.78621,0.68942,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,23,background economic stress,0.16026,0.34781,1.0,0.78725,0.6885,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,24,background economic stress,0.1598,0.3478,1.0,0.78829,0.68759,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,25,background economic stress,0.15986,0.34778,1.0,0.78933,0.68669,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,26,background economic stress,0.16113,0.34776,1.0,0.79037,0.6858,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,27,Port disruption and critical input shortage,0.8387,0.34774,0.84208,0.8105,0.70201,0.73928
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,28,background economic stress,0.16085,0.34265,0.92199,0.81159,0.70119,0.954
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,29,background economic stress,0.16241,0.34261,1.0,0.81268,0.7004,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,30,background economic stress,0.1632,0.34257,1.0,0.81378,0.69961,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,31,background economic stress,0.16353,0.34253,1.0,0.81487,0.69884,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,32,background economic stress,0.1623,0.34248,1.0,0.81597,0.69808,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,33,background economic stress,0.16299,0.34243,1.0,0.81706,0.69733,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,34,background economic stress,0.16458,0.34239,1.0,0.81816,0.69659,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,35,background economic stress,0.16335,0.34233,1.0,0.81926,0.69587,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,36,background economic stress,0.16529,0.34228,1.0,0.82035,0.69516,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,37,background economic stress,0.16349,0.34223,1.0,0.82145,0.69446,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,38,background economic stress,0.16543,0.34217,1.0,0.82255,0.69377,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,39,background economic stress,0.16361,0.34211,1.0,0.82365,0.6931,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,40,background economic stress,0.16551,0.34205,1.0,0.82475,0.69244,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,41,background economic stress,0.16613,0.34199,1.0,0.82585,0.69179,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,42,Credit tightening and small-business liquidity stress,0.79998,0.34193,0.84094,0.84739,0.70757,0.71944
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,43,background economic stress,0.16641,0.33671,0.91777,0.84854,0.707,0.94963
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,44,background economic stress,0.1669,0.33662,0.99442,0.8497,0.70644,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,45,background economic stress,0.1679,0.33654,1.0,0.85085,0.7059,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,46,background economic stress,0.16838,0.33646,1.0,0.85201,0.70537,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,47,background economic stress,0.16653,0.33637,1.0,0.85316,0.70485,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,48,background economic stress,0.16769,0.33628,1.0,0.85432,0.70434,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,49,background economic stress,0.1667,0.33619,1.0,0.85548,0.70385,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,50,background economic stress,0.16785,0.33609,1.0,0.85664,0.70336,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,51,background economic stress,0.16751,0.336,1.0,0.8578,0.7029,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,52,background economic stress,0.16782,0.3359,1.0,0.85896,0.70244,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,53,background economic stress,0.1693,0.3358,1.0,0.86012,0.702,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,54,background economic stress,0.16816,0.3357,1.0,0.86128,0.70157,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,55,background economic stress,0.16861,0.3356,1.0,0.86245,0.70115,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,56,Climate disaster damaging infrastructure firms and housing,0.92092,0.3355,0.77997,0.88525,0.71724,0.65418
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,57,background economic stress,0.16921,0.33005,0.85443,0.88647,0.7169,0.8841
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,58,background economic stress,0.17157,0.32993,0.92812,0.88769,0.71658,0.96034
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,59,background economic stress,0.17036,0.3298,1.0,0.88891,0.71627,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,60,background economic stress,0.17018,0.32967,1.0,0.89014,0.71597,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,61,background economic stress,0.17188,0.32954,1.0,0.89136,0.71569,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,62,background economic stress,0.17241,0.32941,1.0,0.89259,0.71542,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,63,background economic stress,0.17245,0.32928,1.0,0.89381,0.71516,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,64,background economic stress,0.17251,0.32914,1.0,0.89504,0.71492,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,65,background economic stress,0.17275,0.32901,1.0,0.89627,0.71469,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,66,background economic stress,0.1735,0.32887,1.0,0.8975,0.71447,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,67,background economic stress,0.17271,0.32872,1.0,0.89874,0.71427,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,68,background economic stress,0.17436,0.32858,1.0,0.89997,0.71408,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,69,background economic stress,0.17425,0.32843,1.0,0.90121,0.7139,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,70,Compound inflation fiscal climate and labor crisis,0.96552,0.32828,0.75204,0.92692,0.73174,0.62232
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,71,background economic stress,0.1757,0.32219,0.82269,0.92822,0.73165,0.85126
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,72,background economic stress,0.17606,0.32202,0.8932,0.92952,0.73157,0.92421
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,73,background economic stress,0.17621,0.32185,0.96362,0.93082,0.73151,0.99707
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,74,background economic stress,0.17565,0.32167,1.0,0.93213,0.73146,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,75,background economic stress,0.17593,0.3215,1.0,0.93343,0.73143,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,76,background economic stress,0.17676,0.32132,1.0,0.93474,0.73141,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,77,background economic stress,0.17663,0.32114,1.0,0.93605,0.7314,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,78,background economic stress,0.17547,0.32096,1.0,0.93736,0.73141,1.0
ES005,Agricultural watershed economy under climate stress,food water agriculture and climate exposure,79,background economic stress,0.17806,0.32077,1.0,0.93867,0.73143,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,0,background economic stress,0.15173,0.3852,0.81899,0.76067,0.67843,0.84559
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,1,background economic stress,0.15061,0.38533,0.90837,0.76133,0.67687,0.93787
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,2,background economic stress,0.15201,0.38545,0.99732,0.762,0.67532,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,3,background economic stress,0.15268,0.38558,1.0,0.76266,0.67378,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,4,background economic stress,0.15127,0.3857,1.0,0.76333,0.67225,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,5,background economic stress,0.1527,0.38582,1.0,0.76399,0.67073,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,6,background economic stress,0.15183,0.38594,1.0,0.76465,0.66922,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,7,background economic stress,0.15164,0.38606,1.0,0.76531,0.66773,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,8,background economic stress,0.15237,0.38618,1.0,0.76597,0.66624,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,9,background economic stress,0.15367,0.38629,1.0,0.76662,0.66476,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,10,background economic stress,0.15235,0.38641,1.0,0.76728,0.6633,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,11,background economic stress,0.15394,0.38652,1.0,0.76794,0.66185,1.0
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,12,Regional employer closure and supplier contraction,0.79755,0.38663,0.84655,0.79151,0.67502,0.7176
ES006,Public-service-dependent regional economy,fiscal resilience and institutional capacity,13,background economic stress,0.15407,0.38149,0.93397,0.79221,0.67364,0.96431
