scenario_id,scenario_name,time_step,ecology,social_pressure,extraction,resilience_margin,threshold_flag
SC004,Market shock with adaptive response,72,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,73,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,74,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,75,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,76,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,77,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,78,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,79,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,80,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,81,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,82,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,83,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,84,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,85,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,86,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,87,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,88,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,89,0.01,1.2,0.0012,-0.608,threshold risk
SC004,Market shock with adaptive response,90,0.01,1.2,0.0012,-0.608,threshold risk
SC005,Climate stress with local stewardship,1,0.67528,0.52468,0.0364,0.7846,viable margin
SC005,Climate stress with local stewardship,2,0.65227,0.53036,0.03543,0.75592,viable margin
SC005,Climate stress with local stewardship,3,0.6307,0.53696,0.03459,0.72775,viable margin
SC005,Climate stress with local stewardship,4,0.61035,0.54443,0.03387,0.69992,viable margin
SC005,Climate stress with local stewardship,5,0.59103,0.55274,0.03323,0.67229,viable margin
SC005,Climate stress with local stewardship,6,0.57258,0.56184,0.03267,0.64474,viable margin
SC005,Climate stress with local stewardship,7,0.55487,0.5717,0.03217,0.61717,viable margin
SC005,Climate stress with local stewardship,8,0.53778,0.58229,0.03172,0.58949,viable margin
SC005,Climate stress with local stewardship,9,0.52123,0.5936,0.03131,0.56164,viable margin
SC005,Climate stress with local stewardship,10,0.50514,0.6056,0.03094,0.53354,viable margin
SC005,Climate stress with local stewardship,11,0.48942,0.61827,0.03059,0.50515,viable margin
SC005,Climate stress with local stewardship,12,0.47404,0.63161,0.03026,0.47643,viable margin
SC005,Climate stress with local stewardship,13,0.45892,0.64559,0.02994,0.44733,viable margin
SC005,Climate stress with local stewardship,14,0.44404,0.66022,0.02963,0.41782,viable margin
SC005,Climate stress with local stewardship,15,0.42935,0.67548,0.02932,0.38787,viable margin
SC005,Climate stress with local stewardship,16,0.41483,0.69136,0.029,0.35747,viable margin
SC005,Climate stress with local stewardship,17,0.40045,0.70786,0.02868,0.32659,viable margin
SC005,Climate stress with local stewardship,18,0.38619,0.72498,0.02835,0.29522,viable margin
SC005,Climate stress with local stewardship,19,0.37204,0.7427,0.028,0.26334,viable margin
SC005,Climate stress with local stewardship,20,0.35798,0.77363,0.02763,0.21835,viable margin
SC005,Climate stress with local stewardship,21,0.34355,0.79257,0.02769,0.18498,threshold risk
SC005,Climate stress with local stewardship,22,0.32924,0.81214,0.02723,0.15111,threshold risk
SC005,Climate stress with local stewardship,23,0.31505,0.83231,0.02674,0.11674,threshold risk
SC005,Climate stress with local stewardship,24,0.30097,0.85309,0.02622,0.08189,threshold risk
SC005,Climate stress with local stewardship,25,0.28701,0.87446,0.02568,0.04654,threshold risk
SC005,Climate stress with local stewardship,26,0.27316,0.89644,0.0251,0.01072,threshold risk
SC005,Climate stress with local stewardship,27,0.25944,0.919,0.02449,-0.02557,threshold risk
SC005,Climate stress with local stewardship,28,0.24584,0.94215,0.02384,-0.06231,threshold risk
SC005,Climate stress with local stewardship,29,0.23239,0.96588,0.02316,-0.09948,threshold risk
SC005,Climate stress with local stewardship,30,0.2191,0.99018,0.02245,-0.13708,threshold risk
SC005,Climate stress with local stewardship,31,0.20597,1.01504,0.02169,-0.17507,threshold risk
SC005,Climate stress with local stewardship,32,0.19303,1.04046,0.02091,-0.21343,threshold risk
SC005,Climate stress with local stewardship,33,0.18029,1.06643,0.02008,-0.25214,threshold risk
SC005,Climate stress with local stewardship,34,0.16776,1.09293,0.01923,-0.29117,threshold risk
SC005,Climate stress with local stewardship,35,0.15548,1.11997,0.01834,-0.33049,threshold risk
SC005,Climate stress with local stewardship,36,0.14345,1.14752,0.01741,-0.37007,threshold risk
SC005,Climate stress with local stewardship,37,0.1317,1.17558,0.01646,-0.40988,threshold risk
SC005,Climate stress with local stewardship,38,0.12024,1.2,0.01548,-0.44576,threshold risk
SC005,Climate stress with local stewardship,39,0.10916,1.2,0.01443,-0.45684,threshold risk
SC005,Climate stress with local stewardship,40,0.09872,1.2,0.0131,-0.46728,threshold risk
SC005,Climate stress with local stewardship,41,0.08887,1.2,0.01185,-0.47713,threshold risk
SC005,Climate stress with local stewardship,42,0.07956,1.2,0.01066,-0.48644,threshold risk
SC005,Climate stress with local stewardship,43,0.07075,1.2,0.00955,-0.49525,threshold risk
SC005,Climate stress with local stewardship,44,0.0624,1.2,0.00849,-0.5036,threshold risk
SC005,Climate stress with local stewardship,45,0.05448,1.2,0.00749,-0.51152,threshold risk
SC005,Climate stress with local stewardship,46,0.04694,1.2,0.00654,-0.51906,threshold risk
SC005,Climate stress with local stewardship,47,0.03977,1.2,0.00563,-0.52623,threshold risk
SC005,Climate stress with local stewardship,48,0.03293,1.2,0.00477,-0.53307,threshold risk
SC005,Climate stress with local stewardship,49,0.0264,1.2,0.00395,-0.5396,threshold risk
SC005,Climate stress with local stewardship,50,0.02017,1.2,0.00317,-0.54583,threshold risk
SC005,Climate stress with local stewardship,51,0.01421,1.2,0.00242,-0.55179,threshold risk
SC005,Climate stress with local stewardship,52,0.01,1.2,0.00171,-0.556,threshold risk
SC005,Climate stress with local stewardship,53,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,54,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,55,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,56,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,57,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,58,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,59,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,60,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,61,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,62,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,63,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,64,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,65,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,66,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,67,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,68,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,69,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,70,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,71,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,72,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,73,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,74,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,75,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,76,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,77,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,78,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,79,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,80,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,81,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,82,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,83,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,84,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,85,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,86,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,87,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,88,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,89,0.01,1.2,0.0012,-0.556,threshold risk
SC005,Climate stress with local stewardship,90,0.01,1.2,0.0012,-0.556,threshold risk
