system_id,system,system_domain,time,event,stress_load,response_capacity,health_system_function,dependency_coupling,equity_adjusted_function
SYS003,Laboratory and Diagnostic Network,laboratories and diagnostics,77,background public health stress,0.19225,0.44654,1.0,0.69951,1.0
SYS003,Laboratory and Diagnostic Network,laboratories and diagnostics,78,background public health stress,0.19018,0.44665,1.0,0.6984,1.0
SYS003,Laboratory and Diagnostic Network,laboratories and diagnostics,79,background public health stress,0.19383,0.44676,1.0,0.69736,1.0
SYS004,Community Health and Outreach Network,community health,0,background public health stress,0.15825,0.4894,1.0,0.65778,1.0
SYS004,Community Health and Outreach Network,community health,1,background public health stress,0.15911,0.48962,1.0,0.65558,1.0
SYS004,Community Health and Outreach Network,community health,2,background public health stress,0.15337,0.48984,1.0,0.65326,1.0
SYS004,Community Health and Outreach Network,community health,3,background public health stress,0.1554,0.49007,1.0,0.65097,1.0
SYS004,Community Health and Outreach Network,community health,4,background public health stress,0.15935,0.4903,1.0,0.64877,1.0
SYS004,Community Health and Outreach Network,community health,5,background public health stress,0.1569,0.49052,1.0,0.64651,1.0
SYS004,Community Health and Outreach Network,community health,6,background public health stress,0.15458,0.49075,1.0,0.6442,1.0
SYS004,Community Health and Outreach Network,community health,7,background public health stress,0.1566,0.49098,1.0,0.64193,1.0
SYS004,Community Health and Outreach Network,community health,8,background public health stress,0.1549,0.49121,1.0,0.63963,1.0
SYS004,Community Health and Outreach Network,community health,9,background public health stress,0.15722,0.49144,1.0,0.63737,1.0
SYS004,Community Health and Outreach Network,community health,10,background public health stress,0.15698,0.49166,1.0,0.6351,1.0
SYS004,Community Health and Outreach Network,community health,11,background public health stress,0.16128,0.49189,1.0,0.63291,1.0
SYS004,Community Health and Outreach Network,community health,12,Respiratory outbreak with misinformation surge,0.83063,0.49211,1.0,0.64411,0.86336
SYS004,Community Health and Outreach Network,community health,13,background public health stress,0.16191,0.49099,1.0,0.64195,1.0
SYS004,Community Health and Outreach Network,community health,14,background public health stress,0.16301,0.4912,1.0,0.63981,1.0
SYS004,Community Health and Outreach Network,community health,15,background public health stress,0.15919,0.49142,1.0,0.63759,1.0
SYS004,Community Health and Outreach Network,community health,16,background public health stress,0.1642,0.49164,1.0,0.63546,1.0
SYS004,Community Health and Outreach Network,community health,17,background public health stress,0.16176,0.49185,1.0,0.63329,1.0
SYS004,Community Health and Outreach Network,community health,18,background public health stress,0.15935,0.49207,1.0,0.63106,1.0
SYS004,Community Health and Outreach Network,community health,19,background public health stress,0.16367,0.49229,1.0,0.62892,1.0
SYS004,Community Health and Outreach Network,community health,20,background public health stress,0.16603,0.49251,1.0,0.62682,1.0
SYS004,Community Health and Outreach Network,community health,21,background public health stress,0.16371,0.49272,1.0,0.62468,1.0
SYS004,Community Health and Outreach Network,community health,22,background public health stress,0.16165,0.49293,1.0,0.62249,1.0
SYS004,Community Health and Outreach Network,community health,23,background public health stress,0.1609,0.49315,1.0,0.62028,1.0
SYS004,Community Health and Outreach Network,community health,24,background public health stress,0.15963,0.49337,1.0,0.61805,1.0
SYS004,Community Health and Outreach Network,community health,25,background public health stress,0.1625,0.4936,1.0,0.61587,1.0
SYS004,Community Health and Outreach Network,community health,26,background public health stress,0.16592,0.49381,1.0,0.61375,1.0
SYS004,Community Health and Outreach Network,community health,27,Extreme heatwave with grid and cooling stress,0.7723,0.49402,1.0,0.62377,0.85216
SYS004,Community Health and Outreach Network,community health,28,background public health stress,0.16317,0.49302,1.0,0.62161,1.0
SYS004,Community Health and Outreach Network,community health,29,background public health stress,0.17003,0.49324,1.0,0.61958,1.0
SYS004,Community Health and Outreach Network,community health,30,background public health stress,0.16725,0.49344,1.0,0.6175,1.0
SYS004,Community Health and Outreach Network,community health,31,background public health stress,0.16519,0.49365,1.0,0.61537,1.0
SYS004,Community Health and Outreach Network,community health,32,background public health stress,0.16661,0.49386,1.0,0.61327,1.0
SYS004,Community Health and Outreach Network,community health,33,background public health stress,0.16755,0.49407,1.0,0.61119,1.0
SYS004,Community Health and Outreach Network,community health,34,background public health stress,0.16757,0.49428,1.0,0.6091,1.0
SYS004,Community Health and Outreach Network,community health,35,background public health stress,0.16446,0.49449,1.0,0.60695,1.0
SYS004,Community Health and Outreach Network,community health,36,background public health stress,0.16581,0.4947,1.0,0.60483,1.0
SYS004,Community Health and Outreach Network,community health,37,background public health stress,0.16874,0.49492,1.0,0.60276,1.0
SYS004,Community Health and Outreach Network,community health,38,background public health stress,0.16822,0.49512,1.0,0.60067,1.0
SYS004,Community Health and Outreach Network,community health,39,background public health stress,0.16569,0.49533,1.0,0.59854,1.0
SYS004,Community Health and Outreach Network,community health,40,background public health stress,0.16887,0.49555,1.0,0.59647,1.0
SYS004,Community Health and Outreach Network,community health,41,background public health stress,0.1673,0.49575,1.0,0.59436,1.0
SYS004,Community Health and Outreach Network,community health,42,Flood and water contamination event,0.79075,0.49596,1.0,0.60472,0.85776
SYS004,Community Health and Outreach Network,community health,43,background public health stress,0.16903,0.49493,1.0,0.60265,1.0
SYS004,Community Health and Outreach Network,community health,44,background public health stress,0.16928,0.49513,1.0,0.60059,1.0
SYS004,Community Health and Outreach Network,community health,45,background public health stress,0.17268,0.49534,1.0,0.5986,1.0
SYS004,Community Health and Outreach Network,community health,46,background public health stress,0.17312,0.49554,1.0,0.59661,1.0
SYS004,Community Health and Outreach Network,community health,47,background public health stress,0.17208,0.49574,1.0,0.5946,1.0
SYS004,Community Health and Outreach Network,community health,48,background public health stress,0.16848,0.49594,1.0,0.59251,1.0
SYS004,Community Health and Outreach Network,community health,49,background public health stress,0.16926,0.49615,1.0,0.59044,1.0
SYS004,Community Health and Outreach Network,community health,50,background public health stress,0.17372,0.49636,1.0,0.58845,1.0
SYS004,Community Health and Outreach Network,community health,51,background public health stress,0.17415,0.49655,1.0,0.58648,1.0
SYS004,Community Health and Outreach Network,community health,52,background public health stress,0.16989,0.49675,1.0,0.58441,1.0
SYS004,Community Health and Outreach Network,community health,53,background public health stress,0.16968,0.49696,1.0,0.58234,1.0
SYS004,Community Health and Outreach Network,community health,54,background public health stress,0.17239,0.49717,1.0,0.58031,1.0
SYS004,Community Health and Outreach Network,community health,55,background public health stress,0.17071,0.49737,1.0,0.57826,1.0
SYS004,Community Health and Outreach Network,community health,56,Hospital cyberattack and data outage,0.82546,0.49757,1.0,0.58929,0.88576
SYS004,Community Health and Outreach Network,community health,57,background public health stress,0.17219,0.49647,1.0,0.58728,1.0
SYS004,Community Health and Outreach Network,community health,58,background public health stress,0.17418,0.49667,1.0,0.5853,1.0
SYS004,Community Health and Outreach Network,community health,59,background public health stress,0.17658,0.49687,1.0,0.58336,1.0
SYS004,Community Health and Outreach Network,community health,60,background public health stress,0.17226,0.49706,1.0,0.58134,1.0
SYS004,Community Health and Outreach Network,community health,61,background public health stress,0.17419,0.49727,1.0,0.57935,1.0
SYS004,Community Health and Outreach Network,community health,62,background public health stress,0.17429,0.49746,1.0,0.57737,1.0
SYS004,Community Health and Outreach Network,community health,63,background public health stress,0.17589,0.49766,1.0,0.57541,1.0
SYS004,Community Health and Outreach Network,community health,64,background public health stress,0.17562,0.49786,1.0,0.57345,1.0
SYS004,Community Health and Outreach Network,community health,65,background public health stress,0.17834,0.49806,1.0,0.57154,1.0
SYS004,Community Health and Outreach Network,community health,66,background public health stress,0.17834,0.49825,1.0,0.56962,1.0
SYS004,Community Health and Outreach Network,community health,67,background public health stress,0.17496,0.49844,1.0,0.56764,1.0
SYS004,Community Health and Outreach Network,community health,68,background public health stress,0.17348,0.49864,1.0,0.56562,1.0
SYS004,Community Health and Outreach Network,community health,69,background public health stress,0.17443,0.49884,1.0,0.56362,1.0
SYS004,Community Health and Outreach Network,community health,70,Compound outbreak heat supply-chain and workforce crisis,0.93669,0.49904,1.0,0.57687,0.84096
SYS004,Community Health and Outreach Network,community health,71,background public health stress,0.17926,0.49771,1.0,0.57498,1.0
SYS004,Community Health and Outreach Network,community health,72,background public health stress,0.17861,0.4979,1.0,0.57307,1.0
SYS004,Community Health and Outreach Network,community health,73,background public health stress,0.17989,0.49809,1.0,0.57119,1.0
SYS004,Community Health and Outreach Network,community health,74,background public health stress,0.18053,0.49828,1.0,0.56932,1.0
SYS004,Community Health and Outreach Network,community health,75,background public health stress,0.17511,0.49847,1.0,0.56734,1.0
SYS004,Community Health and Outreach Network,community health,76,background public health stress,0.1815,0.49867,1.0,0.56549,1.0
SYS004,Community Health and Outreach Network,community health,77,background public health stress,0.18298,0.49885,1.0,0.56366,1.0
SYS004,Community Health and Outreach Network,community health,78,background public health stress,0.18293,0.49903,1.0,0.56183,1.0
SYS004,Community Health and Outreach Network,community health,79,background public health stress,0.17784,0.49922,1.0,0.55989,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,0,background public health stress,0.16387,0.4008,1.0,0.69887,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,1,background public health stress,0.1594,0.40091,1.0,0.69765,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,2,background public health stress,0.16102,0.40104,1.0,0.69646,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,3,background public health stress,0.15904,0.40115,1.0,0.69522,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,4,background public health stress,0.16206,0.40128,1.0,0.69405,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,5,background public health stress,0.16073,0.40139,1.0,0.69285,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,6,background public health stress,0.16182,0.40151,1.0,0.69167,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,7,background public health stress,0.16387,0.40163,1.0,0.69053,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,8,background public health stress,0.16074,0.40175,1.0,0.68932,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,9,background public health stress,0.1638,0.40187,1.0,0.68818,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,10,background public health stress,0.16229,0.40198,1.0,0.687,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,11,background public health stress,0.16186,0.4021,1.0,0.68582,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,12,Respiratory outbreak with misinformation surge,0.83487,0.40222,1.0,0.69809,0.85664
SYS005,Climate and Environmental Health Program,environmental and climate health,13,background public health stress,0.16398,0.40099,1.0,0.69696,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,14,background public health stress,0.16414,0.4011,1.0,0.69583,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,15,background public health stress,0.16864,0.40122,1.0,0.69479,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,16,background public health stress,0.16428,0.40132,1.0,0.69366,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,17,background public health stress,0.16689,0.40143,1.0,0.69258,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,18,background public health stress,0.16657,0.40154,1.0,0.6915,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,19,background public health stress,0.16533,0.40165,1.0,0.69039,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,20,background public health stress,0.16953,0.40176,1.0,0.68936,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,21,background public health stress,0.16834,0.40186,1.0,0.6883,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,22,background public health stress,0.1723,0.40197,1.0,0.68733,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,23,background public health stress,0.16684,0.40207,1.0,0.68624,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,24,background public health stress,0.16573,0.40218,1.0,0.68513,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,25,background public health stress,0.16515,0.40229,1.0,0.68401,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,26,background public health stress,0.16693,0.4024,1.0,0.68292,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,27,Extreme heatwave with grid and cooling stress,0.77783,0.40251,1.0,0.69405,0.84544
SYS005,Climate and Environmental Health Program,environmental and climate health,28,background public health stress,0.1662,0.40139,1.0,0.69296,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,29,background public health stress,0.17055,0.4015,1.0,0.69195,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,30,background public health stress,0.17017,0.4016,1.0,0.69094,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,31,background public health stress,0.17313,0.40171,1.0,0.68998,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,32,background public health stress,0.1722,0.4018,1.0,0.68901,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,33,background public health stress,0.17186,0.4019,1.0,0.68802,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,34,background public health stress,0.17498,0.402,1.0,0.6871,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,35,background public health stress,0.17654,0.40209,1.0,0.68621,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,36,background public health stress,0.17457,0.40218,1.0,0.68528,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,37,background public health stress,0.17491,0.40227,1.0,0.68435,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,38,background public health stress,0.17123,0.40236,1.0,0.68335,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,39,background public health stress,0.17393,0.40247,1.0,0.6824,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,40,background public health stress,0.17404,0.40256,1.0,0.68145,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,41,background public health stress,0.17356,0.40265,1.0,0.6805,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,42,Flood and water contamination event,0.79764,0.40275,1.0,0.69202,0.85104
SYS005,Climate and Environmental Health Program,environmental and climate health,43,background public health stress,0.1786,0.4016,1.0,0.69117,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,44,background public health stress,0.17598,0.40168,1.0,0.69027,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,45,background public health stress,0.18004,0.40177,1.0,0.68946,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,46,background public health stress,0.17997,0.40185,1.0,0.68863,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,47,background public health stress,0.17687,0.40194,1.0,0.68775,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,48,background public health stress,0.17484,0.40202,1.0,0.68682,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,49,background public health stress,0.17574,0.40212,1.0,0.68592,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,50,background public health stress,0.17528,0.40221,1.0,0.685,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,51,background public health stress,0.17642,0.4023,1.0,0.6841,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,52,background public health stress,0.17802,0.40239,1.0,0.68323,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,53,background public health stress,0.17579,0.40248,1.0,0.68232,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,54,background public health stress,0.17839,0.40257,1.0,0.68146,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,55,background public health stress,0.17887,0.40265,1.0,0.68061,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,56,Hospital cyberattack and data outage,0.83365,0.40274,1.0,0.69285,0.87904
SYS005,Climate and Environmental Health Program,environmental and climate health,57,background public health stress,0.18074,0.40151,1.0,0.69205,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,58,background public health stress,0.18296,0.40159,1.0,0.69129,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,59,background public health stress,0.18233,0.40167,1.0,0.69052,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,60,background public health stress,0.18592,0.40175,1.0,0.68982,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,61,background public health stress,0.18273,0.40182,1.0,0.68906,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,62,background public health stress,0.18187,0.40189,1.0,0.68827,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,63,background public health stress,0.18583,0.40197,1.0,0.68757,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,64,background public health stress,0.1859,0.40204,1.0,0.68686,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,65,background public health stress,0.18242,0.40211,1.0,0.68609,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,66,background public health stress,0.18868,0.40219,1.0,0.68544,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,67,background public health stress,0.18234,0.40226,1.0,0.68466,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,68,background public health stress,0.18558,0.40233,1.0,0.68395,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,69,background public health stress,0.18333,0.40241,1.0,0.68319,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,70,Compound outbreak heat supply-chain and workforce crisis,0.94625,0.40248,1.0,0.69768,0.83424
SYS005,Climate and Environmental Health Program,environmental and climate health,71,background public health stress,0.18677,0.40103,1.0,0.69701,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,72,background public health stress,0.18508,0.4011,1.0,0.6963,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,73,background public health stress,0.18874,0.40117,1.0,0.69566,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,74,background public health stress,0.19084,0.40123,1.0,0.69506,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,75,background public health stress,0.18708,0.40129,1.0,0.69439,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,76,background public health stress,0.19002,0.40136,1.0,0.69377,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,77,background public health stress,0.18927,0.40142,1.0,0.69314,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,78,background public health stress,0.19364,0.40149,1.0,0.6926,1.0
SYS005,Climate and Environmental Health Program,environmental and climate health,79,background public health stress,0.18665,0.40154,1.0,0.69192,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,0,background public health stress,0.17161,0.437,1.0,0.83863,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,1,background public health stress,0.17516,0.43714,1.0,0.83732,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,2,background public health stress,0.17244,0.43727,1.0,0.83596,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,3,background public health stress,0.1692,0.4374,1.0,0.83453,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,4,background public health stress,0.17306,0.43755,1.0,0.83318,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,5,background public health stress,0.172,0.43768,1.0,0.83181,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,6,background public health stress,0.17016,0.43782,1.0,0.83039,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,7,background public health stress,0.17207,0.43796,1.0,0.82902,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,8,background public health stress,0.17545,0.4381,1.0,0.82771,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,9,background public health stress,0.17366,0.43823,1.0,0.82636,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,10,background public health stress,0.17653,0.43836,1.0,0.82507,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,11,background public health stress,0.17794,0.43849,1.0,0.8238,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,12,Respiratory outbreak with misinformation surge,0.8459,0.43862,1.0,0.8359,0.84768
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,13,background public health stress,0.17448,0.43741,1.0,0.83457,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,14,background public health stress,0.18088,0.43754,1.0,0.83338,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,15,background public health stress,0.17467,0.43766,1.0,0.83206,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,16,background public health stress,0.17965,0.43779,1.0,0.83084,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,17,background public health stress,0.18144,0.43792,1.0,0.82965,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,18,background public health stress,0.18069,0.43804,1.0,0.82844,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,19,background public health stress,0.17744,0.43816,1.0,0.82717,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,20,background public health stress,0.17956,0.43828,1.0,0.82594,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,21,background public health stress,0.18074,0.43841,1.0,0.82473,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,22,background public health stress,0.17918,0.43853,1.0,0.82349,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,23,background public health stress,0.18248,0.43865,1.0,0.82232,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,24,background public health stress,0.1821,0.43877,1.0,0.82113,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,25,background public health stress,0.1775,0.43889,1.0,0.81986,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,26,background public health stress,0.17753,0.43901,1.0,0.81858,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,27,Extreme heatwave with grid and cooling stress,0.78869,0.43914,1.0,0.82952,0.83648
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,28,background public health stress,0.17753,0.43805,1.0,0.82825,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,29,background public health stress,0.18328,0.43817,1.0,0.8271,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,30,background public health stress,0.18624,0.43829,1.0,0.826,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,31,background public health stress,0.17969,0.4384,1.0,0.82477,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,32,background public health stress,0.17869,0.43852,1.0,0.82352,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,33,background public health stress,0.18327,0.43865,1.0,0.82236,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,34,background public health stress,0.18379,0.43876,1.0,0.82121,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,35,background public health stress,0.18594,0.43888,1.0,0.8201,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,36,background public health stress,0.18189,0.43899,1.0,0.81891,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,37,background public health stress,0.18379,0.43911,1.0,0.81776,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,38,background public health stress,0.18493,0.43922,1.0,0.81663,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,39,background public health stress,0.18623,0.43934,1.0,0.81552,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,40,background public health stress,0.18219,0.43945,1.0,0.81433,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,41,background public health stress,0.18905,0.43957,1.0,0.81327,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,42,Flood and water contamination event,0.80826,0.43967,1.0,0.8246,0.84208
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,43,background public health stress,0.18494,0.43854,1.0,0.82348,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,44,background public health stress,0.18778,0.43865,1.0,0.82241,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,45,background public health stress,0.18384,0.43876,1.0,0.82126,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,46,background public health stress,0.18784,0.43887,1.0,0.82019,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,47,background public health stress,0.18588,0.43898,1.0,0.81908,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,48,background public health stress,0.19231,0.43909,1.0,0.81809,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,49,background public health stress,0.1884,0.43919,1.0,0.81703,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,50,background public health stress,0.19041,0.4393,1.0,0.81601,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,51,background public health stress,0.19053,0.4394,1.0,0.81498,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,52,background public health stress,0.19136,0.4395,1.0,0.81398,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,53,background public health stress,0.18706,0.4396,1.0,0.81288,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,54,background public health stress,0.19025,0.43971,1.0,0.81185,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,55,background public health stress,0.19226,0.43982,1.0,0.81086,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,56,Hospital cyberattack and data outage,0.84407,0.43991,1.0,0.8229,0.87008
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,57,background public health stress,0.19211,0.43871,1.0,0.82191,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,58,background public health stress,0.19629,0.43881,1.0,0.82101,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,59,background public health stress,0.19506,0.4389,1.0,0.82009,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,60,background public health stress,0.19198,0.43899,1.0,0.8191,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,61,background public health stress,0.19335,0.43909,1.0,0.81813,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,62,background public health stress,0.19526,0.43919,1.0,0.81721,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,63,background public health stress,0.19189,0.43928,1.0,0.81621,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,64,background public health stress,0.19172,0.43938,1.0,0.81522,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,65,background public health stress,0.19808,0.43948,1.0,0.81434,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,66,background public health stress,0.19423,0.43957,1.0,0.81339,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,67,background public health stress,0.19679,0.43966,1.0,0.81249,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,68,background public health stress,0.19804,0.43975,1.0,0.81162,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,69,background public health stress,0.19594,0.43984,1.0,0.8107,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,70,Compound outbreak heat supply-chain and workforce crisis,0.95646,0.43993,1.0,0.82499,0.82528
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,71,background public health stress,0.19918,0.4385,1.0,0.82415,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,72,background public health stress,0.19827,0.43859,1.0,0.82329,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,73,background public health stress,0.19592,0.43867,1.0,0.82238,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,74,background public health stress,0.19928,0.43876,1.0,0.82154,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,75,background public health stress,0.19738,0.43885,1.0,0.82066,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,76,background public health stress,0.19755,0.43893,1.0,0.81978,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,77,background public health stress,0.19656,0.43902,1.0,0.81888,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,78,background public health stress,0.20312,0.43911,1.0,0.81812,1.0
SYS006,Digital Health and Emergency Data Infrastructure,digital systems and data,79,background public health stress,0.19929,0.43919,1.0,0.81727,1.0
