service_id,service,scenario_id,scenario_name,time_step,disturbance,ecosystem_condition,functional_capacity,service_flow,resilience_margin,threshold_flag
ES002,Flood Regulation,SD001,Moderate recurring disturbance,53,0.3923,0.68988,0.18786,0.11282,1.92844,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,54,0.3946,0.69116,0.17981,0.1081,1.91937,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,55,0.39676,0.69235,0.1717,0.10331,1.91028,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,56,0.61874,0.68365,0.15699,0.08541,1.6649,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,57,0.40052,0.68467,0.14877,0.08839,1.87592,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,58,0.40206,0.68562,0.14049,0.08354,1.86705,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,59,0.40335,0.68651,0.13218,0.07867,1.85834,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,60,0.40436,0.68736,0.12384,0.07376,1.84984,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,61,0.40508,0.68817,0.11548,0.06885,1.84157,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,62,0.40549,0.68897,0.1071,0.06392,1.83358,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,63,0.4056,0.68977,0.09872,0.05898,1.82589,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,64,0.62539,0.68077,0.08382,0.04529,1.58221,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,65,0.40487,0.6816,0.07547,0.04456,1.79519,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,66,0.40405,0.68246,0.06713,0.03971,1.78854,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,67,0.40295,0.68337,0.05883,0.03486,1.78226,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,68,0.40157,0.68434,0.05058,0.03002,1.77635,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,69,0.39994,0.68539,0.04236,0.0252,1.77081,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,70,0.39809,0.68651,0.03421,0.0204,1.76563,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,71,0.39605,0.68773,0.02611,0.01561,1.7608,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,72,0.61384,0.67925,0.01156,0.00626,1.51997,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,73,0.39151,0.68067,0.01,0.00593,1.74217,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,74,0.38908,0.6822,0.01,0.00595,1.74612,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,75,0.3866,0.68384,0.01,0.00597,1.75025,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,76,0.3841,0.68559,0.01,0.00599,1.75449,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,77,0.38162,0.68745,0.01,0.00601,1.75883,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,78,0.37921,0.68942,0.01,0.00603,1.76321,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,79,0.3769,0.69149,0.01,0.00605,1.76759,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,80,0.59472,0.68386,0.01,0.0055,1.54214,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,81,0.37271,0.68612,0.01,0.00602,1.76641,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,82,0.37091,0.68846,0.01,0.00604,1.77055,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,83,0.36933,0.69086,0.01,0.00607,1.77453,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,84,0.36801,0.69333,0.01,0.00609,1.77832,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,85,0.36696,0.69584,0.01,0.00612,1.78189,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,86,0.3662,0.69839,0.01,0.00614,1.78519,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,87,0.36575,0.70096,0.01,0.00616,1.78821,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,88,0.5856,0.69374,0.01,0.0056,1.56114,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,89,0.36577,0.6963,0.01,0.00612,1.78353,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,90,0.36624,0.69885,0.01,0.00614,1.7856,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,91,0.36702,0.70136,0.01,0.00616,1.78733,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,92,0.36809,0.70382,0.01,0.00618,1.78873,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,93,0.36943,0.70622,0.01,0.0062,1.78979,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,94,0.37103,0.70855,0.01,0.00622,1.79053,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,95,0.37285,0.71081,0.01,0.00623,1.79096,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,96,0.59487,0.70317,0.01,0.00565,1.5613,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,97,0.37706,0.70524,0.01,0.00617,1.78118,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,98,0.37938,0.7072,0.01,0.00619,1.78082,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,99,0.3818,0.70905,0.01,0.0062,1.78025,viable margin
ES002,Flood Regulation,SD001,Moderate recurring disturbance,100,0.38427,0.71079,0.01,0.00621,1.77952,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,1,0.56809,0.65308,0.6268,0.33261,2.15478,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,2,0.57055,0.64605,0.61353,0.32174,2.13202,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,3,0.57293,0.63891,0.60018,0.31096,2.10917,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,4,0.57519,0.63167,0.58677,0.30029,2.08625,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,5,0.5773,0.62434,0.57329,0.28974,2.06333,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,6,0.57923,0.61692,0.55976,0.27932,2.04046,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,7,0.94095,0.5934,0.5355,0.21909,1.63095,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,8,0.58243,0.58584,0.52187,0.24697,1.96828,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,9,0.58365,0.57823,0.50821,0.23726,1.94579,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,10,0.58458,0.57057,0.49452,0.22773,1.92351,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,11,0.58522,0.56289,0.48081,0.21837,1.90148,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,12,0.58555,0.55519,0.46709,0.20921,1.87973,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,13,0.58557,0.54749,0.45337,0.20025,1.85829,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,14,0.94528,0.52378,0.42897,0.1546,1.45047,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,15,0.58468,0.51612,0.41528,0.17298,1.78972,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,16,0.58379,0.5085,0.40161,0.16488,1.76932,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,17,0.58261,0.50093,0.38798,0.15699,1.7493,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,18,0.58116,0.49343,0.37439,0.14931,1.72966,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,19,0.57947,0.486,0.36085,0.14184,1.71038,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,20,0.57757,0.47866,0.34737,0.13458,1.69146,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,21,0.93548,0.45538,0.32327,0.10176,1.28617,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,22,0.57323,0.44823,0.30991,0.11263,1.62791,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,23,0.57087,0.44118,0.29663,0.10621,1.60994,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,24,0.56842,0.43425,0.28342,0.09999,1.59224,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,25,0.56593,0.42742,0.27028,0.09395,1.57477,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,26,0.56344,0.42071,0.25722,0.08809,1.55749,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,27,0.56097,0.4141,0.24423,0.08241,1.54036,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,28,0.91858,0.39158,0.22062,0.0602,1.13662,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,29,0.5563,0.38518,0.20777,0.06534,1.47965,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,30,0.55417,0.37888,0.19499,0.06037,1.4627,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,31,0.55221,0.37266,0.18226,0.05554,1.44571,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,32,0.55046,0.36653,0.16958,0.05086,1.42864,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,33,0.54895,0.36046,0.15695,0.04632,1.41145,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,34,0.5477,0.35444,0.14435,0.04192,1.39409,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,35,0.90673,0.33245,0.1211,0.02821,0.98982,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,36,0.54605,0.32651,0.10855,0.02906,1.33201,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,37,0.54568,0.32058,0.09602,0.02524,1.31392,viable margin
ES002,Flood Regulation,SD002,Climate-amplified disturbance,38,0.54561,0.31466,0.08348,0.02154,1.29553,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,39,0.54586,0.30873,0.07094,0.01796,1.27681,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,40,0.54642,0.30277,0.05838,0.01449,1.25774,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,41,0.54728,0.29678,0.0458,0.01114,1.2383,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,42,0.90842,0.27471,0.0225,0.00433,0.83178,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,43,0.54983,0.2686,0.01,0.0022,1.17177,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,44,0.55149,0.26242,0.01,0.00215,1.16393,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,45,0.55337,0.25615,0.01,0.00209,1.15578,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,46,0.55543,0.24979,0.01,0.00204,1.14736,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,47,0.55766,0.24333,0.01,0.00199,1.13867,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,48,0.56001,0.23677,0.01,0.00193,1.12976,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,49,0.92245,0.21408,0.01,0.00149,0.74463,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,50,0.56494,0.20729,0.01,0.00169,1.09536,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,51,0.56743,0.2004,0.01,0.00163,1.08597,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,52,0.5699,0.1934,0.01,0.00157,1.0765,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,53,0.5723,0.18629,0.01,0.00151,1.06699,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,54,0.5746,0.17908,0.01,0.00145,1.05748,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,55,0.57676,0.17177,0.01,0.00139,1.04802,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,56,0.93874,0.14835,0.01,0.00102,0.66261,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,57,0.58052,0.14088,0.01,0.00114,1.01336,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,58,0.58206,0.13333,0.01,0.00108,1.00427,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,59,0.58335,0.12573,0.01,0.00102,0.99538,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,60,0.58436,0.11809,0.01,0.00095,0.98673,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,61,0.58508,0.11041,0.01,0.00089,0.97833,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,62,0.58549,0.10271,0.01,0.00083,0.97022,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,63,0.9456,0.07898,0.01,0.00054,0.58639,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,64,0.58539,0.07129,0.01,0.00058,0.93891,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,65,0.58487,0.06362,0.01,0.00051,0.93175,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,66,0.58405,0.05599,0.01,0.00045,0.92494,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,67,0.58295,0.04841,0.01,0.00039,0.91846,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,68,0.58157,0.04089,0.01,0.00033,0.91232,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,69,0.57994,0.03344,0.01,0.00027,0.9065,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,70,0.93809,0.01005,0.01,7e-05,0.52495,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,71,0.57605,0.01,0.01,8e-05,0.88695,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,72,0.57384,0.01,0.01,8e-05,0.88916,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,73,0.57151,0.01,0.01,8e-05,0.89149,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,74,0.56908,0.01,0.01,8e-05,0.89392,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,75,0.5666,0.01,0.01,8e-05,0.8964,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,76,0.5641,0.01,0.01,8e-05,0.8989,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,77,0.92162,0.01,0.01,7e-05,0.54138,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,78,0.55921,0.01,0.01,8e-05,0.90379,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,79,0.5569,0.01,0.01,8e-05,0.9061,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,80,0.55472,0.01,0.01,8e-05,0.90828,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,81,0.55271,0.01,0.01,8e-05,0.91029,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,82,0.55091,0.01,0.01,8e-05,0.91209,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,83,0.54933,0.01,0.01,8e-05,0.91367,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,84,0.90801,0.01,0.01,7e-05,0.55499,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,85,0.54696,0.01,0.01,8e-05,0.91604,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,86,0.5462,0.01,0.01,8e-05,0.9168,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,87,0.54575,0.01,0.01,8e-05,0.91725,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,88,0.5456,0.01,0.01,8e-05,0.9174,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,89,0.54577,0.01,0.01,8e-05,0.91723,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,90,0.54624,0.01,0.01,8e-05,0.91676,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,91,0.90702,0.01,0.01,7e-05,0.55598,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,92,0.54809,0.01,0.01,8e-05,0.91491,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,93,0.54943,0.01,0.01,8e-05,0.91357,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,94,0.55103,0.01,0.01,8e-05,0.91197,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,95,0.55285,0.01,0.01,8e-05,0.91015,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,96,0.55487,0.01,0.01,8e-05,0.90813,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,97,0.55706,0.01,0.01,8e-05,0.90594,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,98,0.91938,0.01,0.01,7e-05,0.54362,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,99,0.5618,0.01,0.01,8e-05,0.9012,threshold risk
ES002,Flood Regulation,SD002,Climate-amplified disturbance,100,0.56427,0.01,0.01,8e-05,0.89873,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,1,0.72809,0.64556,0.62205,0.30508,1.98251,viable margin
ES002,Flood Regulation,SD003,Compound service stress,2,0.73055,0.631,0.60403,0.28926,1.94748,viable margin
ES002,Flood Regulation,SD003,Compound service stress,3,0.73293,0.61634,0.58593,0.27379,1.91235,viable margin
ES002,Flood Regulation,SD003,Compound service stress,4,0.73519,0.60158,0.56777,0.25869,1.87717,viable margin
ES002,Flood Regulation,SD003,Compound service stress,5,0.7373,0.58673,0.54955,0.24398,1.84197,viable margin
ES002,Flood Regulation,SD003,Compound service stress,6,1.25923,0.54864,0.51584,0.1654,1.24824,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,7,0.74095,0.53362,0.49751,0.20056,1.73317,viable margin
ES002,Flood Regulation,SD003,Compound service stress,8,0.74243,0.51854,0.47913,0.18758,1.69824,viable margin
ES002,Flood Regulation,SD003,Compound service stress,9,0.74365,0.5034,0.46072,0.17501,1.66347,viable margin
ES002,Flood Regulation,SD003,Compound service stress,10,0.74458,0.48822,0.44228,0.16287,1.62892,viable margin
ES002,Flood Regulation,SD003,Compound service stress,11,0.74522,0.47301,0.42382,0.15117,1.59462,viable margin
ES002,Flood Regulation,SD003,Compound service stress,12,1.26555,0.43464,0.38992,0.0987,1.00201,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,13,0.74557,0.41942,0.37145,0.11746,1.4883,viable margin
ES002,Flood Regulation,SD003,Compound service stress,14,0.74528,0.40421,0.35299,0.10759,1.45492,viable margin
ES002,Flood Regulation,SD003,Compound service stress,15,0.74468,0.38902,0.33455,0.09816,1.42189,viable margin
ES002,Flood Regulation,SD003,Compound service stress,16,0.74379,0.37388,0.31613,0.08919,1.38923,viable margin
ES002,Flood Regulation,SD003,Compound service stress,17,0.74261,0.35879,0.29775,0.08065,1.35694,viable margin
ES002,Flood Regulation,SD003,Compound service stress,18,1.26116,0.32061,0.26398,0.04941,0.76643,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,19,0.73947,0.30566,0.24569,0.05677,1.25488,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,20,0.73757,0.29079,0.22746,0.05005,1.22369,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,21,0.73548,0.27602,0.20929,0.04375,1.19284,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,22,0.73323,0.26135,0.19119,0.03788,1.16231,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,23,0.73087,0.24678,0.17316,0.03243,1.13207,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,24,1.24842,0.20917,0.13977,0.01719,0.54351,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,25,0.72593,0.19482,0.12188,0.01806,1.03377,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,26,0.72344,0.18058,0.10407,0.01431,1.00422,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,27,0.72097,0.16646,0.08633,0.01095,0.97481,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,28,0.71858,0.15243,0.06866,0.00798,0.94551,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,29,0.7163,0.13851,0.05106,0.0054,0.91627,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,30,1.23417,0.10154,0.01809,0.00109,0.32846,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,31,0.71221,0.0878,0.01,0.00067,0.82859,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,32,0.71046,0.07414,0.01,0.00057,0.81668,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,33,0.70895,0.06055,0.01,0.00046,0.8046,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,34,0.7077,0.04701,0.01,0.00036,0.79231,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,35,0.70673,0.03352,0.01,0.00026,0.77979,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,36,1.22605,0.01,0.01,6e-05,0.23695,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,37,0.70568,0.01,0.01,8e-05,0.75732,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,38,0.70561,0.01,0.01,8e-05,0.75739,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,39,0.70586,0.01,0.01,8e-05,0.75714,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,40,0.70642,0.01,0.01,8e-05,0.75658,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,41,0.70728,0.01,0.01,8e-05,0.75572,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,42,1.22842,0.01,0.01,6e-05,0.23458,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,43,0.70983,0.01,0.01,8e-05,0.75317,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,44,0.71149,0.01,0.01,8e-05,0.75151,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,45,0.71337,0.01,0.01,8e-05,0.74963,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,46,0.71543,0.01,0.01,8e-05,0.74757,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,47,0.71766,0.01,0.01,8e-05,0.74534,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,48,1.24001,0.01,0.01,6e-05,0.22299,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,49,0.72245,0.01,0.01,8e-05,0.74055,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,50,0.72494,0.01,0.01,8e-05,0.73806,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,51,0.72743,0.01,0.01,8e-05,0.73557,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,52,0.7299,0.01,0.01,8e-05,0.7331,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,53,0.7323,0.01,0.01,8e-05,0.7307,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,54,1.2546,0.01,0.01,6e-05,0.2084,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,55,0.73676,0.01,0.01,8e-05,0.72624,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,56,0.73874,0.01,0.01,8e-05,0.72426,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,57,0.74052,0.01,0.01,8e-05,0.72248,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,58,0.74206,0.01,0.01,8e-05,0.72094,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,59,0.74335,0.01,0.01,8e-05,0.71965,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,60,1.26436,0.01,0.01,6e-05,0.19864,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,61,0.74508,0.01,0.01,8e-05,0.71792,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,62,0.74549,0.01,0.01,8e-05,0.71751,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,63,0.7456,0.01,0.01,8e-05,0.7174,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,64,0.74539,0.01,0.01,8e-05,0.71761,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,65,0.74487,0.01,0.01,8e-05,0.71813,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,66,1.26405,0.01,0.01,6e-05,0.19895,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,67,0.74295,0.01,0.01,8e-05,0.72005,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,68,0.74157,0.01,0.01,8e-05,0.72143,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,69,0.73994,0.01,0.01,8e-05,0.72306,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,70,0.73809,0.01,0.01,8e-05,0.72491,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,71,0.73605,0.01,0.01,8e-05,0.72695,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,72,1.25384,0.01,0.01,6e-05,0.20916,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,73,0.73151,0.01,0.01,8e-05,0.73149,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,74,0.72908,0.01,0.01,8e-05,0.73392,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,75,0.7266,0.01,0.01,8e-05,0.7364,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,76,0.7241,0.01,0.01,8e-05,0.7389,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,77,0.72162,0.01,0.01,8e-05,0.74138,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,78,1.23921,0.01,0.01,6e-05,0.22379,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,79,0.7169,0.01,0.01,8e-05,0.7461,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,80,0.71472,0.01,0.01,8e-05,0.74828,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,81,0.71271,0.01,0.01,8e-05,0.75029,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,82,0.71091,0.01,0.01,8e-05,0.75209,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,83,0.70933,0.01,0.01,8e-05,0.75367,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,84,1.22801,0.01,0.01,6e-05,0.23499,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,85,0.70696,0.01,0.01,8e-05,0.75604,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,86,0.7062,0.01,0.01,8e-05,0.7568,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,87,0.70575,0.01,0.01,8e-05,0.75725,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,88,0.7056,0.01,0.01,8e-05,0.7574,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,89,0.70577,0.01,0.01,8e-05,0.75723,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,90,1.22624,0.01,0.01,6e-05,0.23676,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,91,0.70702,0.01,0.01,8e-05,0.75598,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,92,0.70809,0.01,0.01,8e-05,0.75491,threshold risk
ES002,Flood Regulation,SD003,Compound service stress,93,0.70943,0.01,0.01,8e-05,0.75357,threshold risk
