system_id,system,system_domain,time,event,stress_load,response_capacity,function_level,dependency_coupling,justice_adjusted_function
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,1,background risk stress,0.14289,0.11182,0.84427,0.68297,0.87571
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,2,background risk stress,0.1455,0.11164,0.85587,0.68447,0.88774
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,3,background risk stress,0.14624,0.11146,0.86707,0.68599,0.89936
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,4,background risk stress,0.14291,0.11128,0.87926,0.68745,0.912
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,5,background risk stress,0.14249,0.11111,0.89144,0.6889,0.92464
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,6,background risk stress,0.14709,0.11093,0.90192,0.69044,0.93551
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,7,background risk stress,0.14406,0.11075,0.91328,0.69192,0.94729
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,8,background risk stress,0.14666,0.11057,0.92362,0.69346,0.95801
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,9,background risk stress,0.15114,0.11039,0.93227,0.69507,0.96699
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,10,background risk stress,0.15163,0.11019,0.94061,0.6967,0.97564
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,11,background risk stress,0.14654,0.11,0.95051,0.69824,0.98591
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,12,Extreme rainfall and urban flooding,0.71386,0.10981,0.76738,0.70999,0.67134
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,13,background risk stress,0.14832,0.1084,0.77538,0.71158,0.80426
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,14,background risk stress,0.15002,0.10821,0.78266,0.7132,0.8118
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,15,background risk stress,0.15525,0.10802,0.78799,0.71491,0.81734
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,16,background risk stress,0.14978,0.10781,0.79502,0.71653,0.82463
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,17,background risk stress,0.15193,0.10762,0.80116,0.71819,0.83099
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,18,background risk stress,0.15167,0.10742,0.80722,0.71984,0.83728
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,19,background risk stress,0.15246,0.10722,0.81286,0.72151,0.84313
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,20,background risk stress,0.1561,0.10702,0.81709,0.72325,0.84752
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,21,background risk stress,0.15415,0.10681,0.82182,0.72496,0.85242
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,22,background risk stress,0.15651,0.1066,0.82558,0.72671,0.85632
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,23,background risk stress,0.15961,0.10639,0.82811,0.72852,0.85895
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,24,background risk stress,0.16018,0.10618,0.83028,0.73034,0.8612
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,25,background risk stress,0.15848,0.10596,0.83284,0.73213,0.86385
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,26,background risk stress,0.16195,0.10574,0.83405,0.73399,0.86511
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,27,background risk stress,0.16097,0.10552,0.83541,0.73583,0.86652
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,28,Heatwave with power demand surge,0.74207,0.1053,0.63902,0.74814,0.55188
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,29,background risk stress,0.16504,0.10382,0.63761,0.75007,0.66136
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,30,background risk stress,0.1613,0.10359,0.63729,0.75194,0.66103
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,31,background risk stress,0.16286,0.10337,0.63626,0.75384,0.65996
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,32,background risk stress,0.16512,0.10314,0.63427,0.75578,0.6579
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,33,background risk stress,0.16855,0.10291,0.63093,0.75778,0.65443
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,34,background risk stress,0.16672,0.10267,0.62801,0.75976,0.6514
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,35,background risk stress,0.16629,0.10243,0.62505,0.76173,0.64833
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,36,background risk stress,0.16525,0.10219,0.62225,0.76368,0.64543
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,37,background risk stress,0.16613,0.10196,0.61896,0.76565,0.64201
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,38,background risk stress,0.16629,0.10172,0.61542,0.76762,0.63834
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,39,background risk stress,0.17281,0.10149,0.60948,0.76972,0.63217
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,40,background risk stress,0.17272,0.10123,0.60336,0.77182,0.62582
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,41,background risk stress,0.17344,0.10098,0.59678,0.77393,0.61901
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,42,background risk stress,0.17133,0.10073,0.59072,0.77601,0.61272
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,43,Wildfire smoke and evacuation pressure,0.74788,0.10048,0.38843,0.78846,0.34852
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,44,background risk stress,0.17486,0.09898,0.37975,0.79062,0.3939
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,45,background risk stress,0.1724,0.09873,0.3717,0.79274,0.38554
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,46,background risk stress,0.17448,0.09847,0.36274,0.79489,0.37624
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,47,background risk stress,0.1726,0.09821,0.3542,0.79702,0.36739
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,48,background risk stress,0.17535,0.09796,0.34452,0.79919,0.35735
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,49,background risk stress,0.17476,0.0977,0.33483,0.80136,0.3473
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,50,background risk stress,0.17427,0.09744,0.32509,0.80352,0.3372
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,51,background risk stress,0.18117,0.09718,0.3128,0.80581,0.32445
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,52,background risk stress,0.1756,0.0969,0.30217,0.80801,0.31343
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,53,background risk stress,0.18172,0.09664,0.28926,0.81031,0.30003
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,54,background risk stress,0.18154,0.09636,0.27617,0.81261,0.28646
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,55,background risk stress,0.17759,0.09609,0.26421,0.81485,0.27405
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,56,background risk stress,0.18128,0.09582,0.25077,0.81716,0.26011
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,57,background risk stress,0.18584,0.09554,0.23556,0.81954,0.24433
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,58,background risk stress,0.18646,0.09525,0.2199,0.82195,0.22809
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,59,Drought with water and food stress,0.74056,0.09497,0.01562,0.83433,0.01375
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,60,background risk stress,0.18543,0.09348,0.0,0.83673,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,61,background risk stress,0.1877,0.09319,0.0,0.83918,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,62,background risk stress,0.18792,0.0929,0.0,0.84163,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,63,background risk stress,0.18545,0.0926,0.0,0.84404,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,64,background risk stress,0.1881,0.09231,0.0,0.84651,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,65,background risk stress,0.18916,0.09202,0.0,0.84899,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,66,background risk stress,0.18831,0.09172,0.0,0.85146,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,67,background risk stress,0.19224,0.09142,0.0,0.85401,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,68,background risk stress,0.1901,0.09112,0.0,0.85652,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,69,background risk stress,0.19312,0.09082,0.0,0.85909,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,70,Compound flood power and health disruption,0.82153,0.09051,0.0,0.87297,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,71,background risk stress,0.19023,0.08884,0.0,0.87551,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,72,background risk stress,0.19382,0.08854,0.0,0.87811,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,73,background risk stress,0.19149,0.08823,0.0,0.88067,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,74,background risk stress,0.19677,0.08792,0.0,0.88334,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,75,background risk stress,0.1992,0.0876,0.0,0.88605,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,76,background risk stress,0.19741,0.08727,0.0,0.88873,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,77,background risk stress,0.1983,0.08695,0.0,0.89143,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,78,background risk stress,0.19945,0.08663,0.0,0.89415,0.0
SYS004,Coastal Wetland and Housing Corridor,social-ecological risk,79,background risk stress,0.19717,0.0863,0.0,0.89684,0.0
SYS005,Food Distribution and Local Business System,economic resilience,0,background risk stress,0.1493,0.1306,0.78428,0.72138,0.80953
SYS005,Food Distribution and Local Business System,economic resilience,1,background risk stress,0.14924,0.13043,0.78844,0.72276,0.81383
SYS005,Food Distribution and Local Business System,economic resilience,2,background risk stress,0.14878,0.13027,0.79262,0.72414,0.81814
SYS005,Food Distribution and Local Business System,economic resilience,3,background risk stress,0.14556,0.1301,0.79777,0.72546,0.82345
SYS005,Food Distribution and Local Business System,economic resilience,4,background risk stress,0.14695,0.12995,0.80231,0.7268,0.82814
SYS005,Food Distribution and Local Business System,economic resilience,5,background risk stress,0.15047,0.12978,0.80552,0.72821,0.83146
SYS005,Food Distribution and Local Business System,economic resilience,6,background risk stress,0.15179,0.12961,0.80815,0.72965,0.83417
SYS005,Food Distribution and Local Business System,economic resilience,7,background risk stress,0.1464,0.12944,0.81247,0.73099,0.83863
SYS005,Food Distribution and Local Business System,economic resilience,8,background risk stress,0.14815,0.12928,0.81607,0.73236,0.84234
SYS005,Food Distribution and Local Business System,economic resilience,9,background risk stress,0.15429,0.12912,0.81744,0.73385,0.84376
SYS005,Food Distribution and Local Business System,economic resilience,10,background risk stress,0.14901,0.12894,0.82046,0.73524,0.84688
SYS005,Food Distribution and Local Business System,economic resilience,11,background risk stress,0.1537,0.12877,0.82175,0.73672,0.84821
SYS005,Food Distribution and Local Business System,economic resilience,12,Extreme rainfall and urban flooding,0.71694,0.12859,0.6314,0.74834,0.54919
SYS005,Food Distribution and Local Business System,economic resilience,13,background risk stress,0.15327,0.1272,0.63156,0.74983,0.6519
SYS005,Food Distribution and Local Business System,economic resilience,14,background risk stress,0.15629,0.12702,0.63055,0.75137,0.65085
SYS005,Food Distribution and Local Business System,economic resilience,15,background risk stress,0.15856,0.12684,0.62861,0.75296,0.64885
SYS005,Food Distribution and Local Business System,economic resilience,16,background risk stress,0.15706,0.12665,0.62704,0.75452,0.64723
SYS005,Food Distribution and Local Business System,economic resilience,17,background risk stress,0.15623,0.12646,0.62558,0.75607,0.64573
SYS005,Food Distribution and Local Business System,economic resilience,18,background risk stress,0.15633,0.12627,0.62395,0.75762,0.64404
SYS005,Food Distribution and Local Business System,economic resilience,19,background risk stress,0.15923,0.12609,0.62118,0.75922,0.64118
SYS005,Food Distribution and Local Business System,economic resilience,20,background risk stress,0.15991,0.12589,0.61802,0.76084,0.63792
SYS005,Food Distribution and Local Business System,economic resilience,21,background risk stress,0.15888,0.1257,0.61505,0.76244,0.63485
SYS005,Food Distribution and Local Business System,economic resilience,22,background risk stress,0.15994,0.12551,0.61156,0.76407,0.63126
SYS005,Food Distribution and Local Business System,economic resilience,23,background risk stress,0.1611,0.12531,0.60753,0.76571,0.62709
SYS005,Food Distribution and Local Business System,economic resilience,24,background risk stress,0.15962,0.12511,0.60383,0.76734,0.62328
SYS005,Food Distribution and Local Business System,economic resilience,25,background risk stress,0.15965,0.12492,0.59997,0.76896,0.61929
SYS005,Food Distribution and Local Business System,economic resilience,26,background risk stress,0.16324,0.12472,0.59473,0.77065,0.61388
SYS005,Food Distribution and Local Business System,economic resilience,27,background risk stress,0.16031,0.12452,0.59031,0.77229,0.60932
SYS005,Food Distribution and Local Business System,economic resilience,28,Heatwave with power demand surge,0.74498,0.12432,0.38695,0.78446,0.33224
SYS005,Food Distribution and Local Business System,economic resilience,29,background risk stress,0.1662,0.12286,0.37919,0.78622,0.3914
SYS005,Food Distribution and Local Business System,economic resilience,30,background risk stress,0.16839,0.12265,0.37051,0.78803,0.38244
SYS005,Food Distribution and Local Business System,economic resilience,31,background risk stress,0.16924,0.12244,0.36137,0.78985,0.37301
SYS005,Food Distribution and Local Business System,economic resilience,32,background risk stress,0.16551,0.12222,0.35332,0.79161,0.3647
SYS005,Food Distribution and Local Business System,economic resilience,33,background risk stress,0.16738,0.12201,0.34446,0.7934,0.35555
SYS005,Food Distribution and Local Business System,economic resilience,34,background risk stress,0.17189,0.12179,0.33389,0.79527,0.34464
SYS005,Food Distribution and Local Business System,economic resilience,35,background risk stress,0.16818,0.12157,0.3244,0.79709,0.33485
SYS005,Food Distribution and Local Business System,economic resilience,36,background risk stress,0.1737,0.12135,0.31286,0.799,0.32293
SYS005,Food Distribution and Local Business System,economic resilience,37,background risk stress,0.16834,0.12112,0.30295,0.80082,0.31271
SYS005,Food Distribution and Local Business System,economic resilience,38,background risk stress,0.17386,0.1209,0.29099,0.80274,0.30036
SYS005,Food Distribution and Local Business System,economic resilience,39,background risk stress,0.16843,0.12067,0.28069,0.80456,0.28972
SYS005,Food Distribution and Local Business System,economic resilience,40,background risk stress,0.17384,0.12045,0.26837,0.80649,0.27701
SYS005,Food Distribution and Local Business System,economic resilience,41,background risk stress,0.17554,0.12022,0.25528,0.80845,0.2635
SYS005,Food Distribution and Local Business System,economic resilience,42,background risk stress,0.17424,0.11999,0.24244,0.81038,0.25025
SYS005,Food Distribution and Local Business System,economic resilience,43,Wildfire smoke and evacuation pressure,0.75063,0.11975,0.03345,0.8227,0.02984
SYS005,Food Distribution and Local Business System,economic resilience,44,background risk stress,0.17702,0.11828,0.01827,0.8247,0.01886
SYS005,Food Distribution and Local Business System,economic resilience,45,background risk stress,0.17982,0.11804,0.00195,0.82676,0.00202
SYS005,Food Distribution and Local Business System,economic resilience,46,background risk stress,0.18111,0.11779,0.0,0.82884,0.0
SYS005,Food Distribution and Local Business System,economic resilience,47,background risk stress,0.17557,0.11754,0.0,0.83082,0.0
SYS005,Food Distribution and Local Business System,economic resilience,48,background risk stress,0.17884,0.1173,0.0,0.83287,0.0
SYS005,Food Distribution and Local Business System,economic resilience,49,background risk stress,0.17583,0.11706,0.0,0.83486,0.0
SYS005,Food Distribution and Local Business System,economic resilience,50,background risk stress,0.17907,0.11682,0.0,0.83692,0.0
SYS005,Food Distribution and Local Business System,economic resilience,51,background risk stress,0.17796,0.11657,0.0,0.83896,0.0
SYS005,Food Distribution and Local Business System,economic resilience,52,background risk stress,0.17873,0.11633,0.0,0.84101,0.0
SYS005,Food Distribution and Local Business System,economic resilience,53,background risk stress,0.18293,0.11608,0.0,0.84314,0.0
SYS005,Food Distribution and Local Business System,economic resilience,54,background risk stress,0.17949,0.11582,0.0,0.84521,0.0
SYS005,Food Distribution and Local Business System,economic resilience,55,background risk stress,0.18069,0.11557,0.0,0.84731,0.0
SYS005,Food Distribution and Local Business System,economic resilience,56,background risk stress,0.18026,0.11532,0.0,0.8494,0.0
SYS005,Food Distribution and Local Business System,economic resilience,57,background risk stress,0.18704,0.11507,0.0,0.85162,0.0
SYS005,Food Distribution and Local Business System,economic resilience,58,background risk stress,0.18338,0.11481,0.0,0.85377,0.0
SYS005,Food Distribution and Local Business System,economic resilience,59,Drought with water and food stress,0.7431,0.11455,0.0,0.866,0.0
SYS005,Food Distribution and Local Business System,economic resilience,60,background risk stress,0.18423,0.11308,0.0,0.86819,0.0
SYS005,Food Distribution and Local Business System,economic resilience,61,background risk stress,0.18907,0.11282,0.0,0.87046,0.0
SYS005,Food Distribution and Local Business System,economic resilience,62,background risk stress,0.19049,0.11254,0.0,0.87277,0.0
SYS005,Food Distribution and Local Business System,economic resilience,63,background risk stress,0.19051,0.11227,0.0,0.87507,0.0
SYS005,Food Distribution and Local Business System,economic resilience,64,background risk stress,0.19057,0.11199,0.0,0.87738,0.0
SYS005,Food Distribution and Local Business System,economic resilience,65,background risk stress,0.19115,0.11171,0.0,0.87971,0.0
SYS005,Food Distribution and Local Business System,economic resilience,66,background risk stress,0.19325,0.11144,0.0,0.88207,0.0
SYS005,Food Distribution and Local Business System,economic resilience,67,background risk stress,0.19082,0.11115,0.0,0.88439,0.0
SYS005,Food Distribution and Local Business System,economic resilience,68,background risk stress,0.19556,0.11087,0.0,0.8868,0.0
SYS005,Food Distribution and Local Business System,economic resilience,69,background risk stress,0.19512,0.11058,0.0,0.88921,0.0
SYS005,Food Distribution and Local Business System,economic resilience,70,Compound flood power and health disruption,0.82394,0.11029,0.0,0.90294,0.0
SYS005,Food Distribution and Local Business System,economic resilience,71,background risk stress,0.19866,0.10865,0.0,0.90543,0.0
SYS005,Food Distribution and Local Business System,economic resilience,72,background risk stress,0.1996,0.10835,0.0,0.90794,0.0
SYS005,Food Distribution and Local Business System,economic resilience,73,background risk stress,0.19992,0.10805,0.0,0.91046,0.0
SYS005,Food Distribution and Local Business System,economic resilience,74,background risk stress,0.19818,0.10775,0.0,0.91295,0.0
SYS005,Food Distribution and Local Business System,economic resilience,75,background risk stress,0.19891,0.10745,0.0,0.91545,0.0
SYS005,Food Distribution and Local Business System,economic resilience,76,background risk stress,0.20121,0.10715,0.0,0.918,0.0
SYS005,Food Distribution and Local Business System,economic resilience,77,background risk stress,0.20074,0.10684,0.0,0.92055,0.0
SYS005,Food Distribution and Local Business System,economic resilience,78,background risk stress,0.19726,0.10653,0.0,0.92303,0.0
SYS005,Food Distribution and Local Business System,economic resilience,79,background risk stress,0.20471,0.10624,0.0,0.92565,0.0
SYS006,Local Government Risk Governance System,institutional resilience,0,background risk stress,0.14387,0.2288,0.83591,0.6603,0.86914
SYS006,Local Government Risk Governance System,institutional resilience,1,background risk stress,0.14038,0.22876,0.88297,0.66054,0.91808
SYS006,Local Government Risk Governance System,institutional resilience,2,background risk stress,0.14425,0.22874,0.9287,0.66085,0.96562
SYS006,Local Government Risk Governance System,institutional resilience,3,background risk stress,0.146,0.2287,0.9738,0.66119,1.0
SYS006,Local Government Risk Governance System,institutional resilience,4,background risk stress,0.14167,0.22866,1.0,0.66145,1.0
SYS006,Local Government Risk Governance System,institutional resilience,5,background risk stress,0.14566,0.22863,1.0,0.66179,1.0
SYS006,Local Government Risk Governance System,institutional resilience,6,background risk stress,0.14289,0.22859,1.0,0.66208,1.0
SYS006,Local Government Risk Governance System,institutional resilience,7,background risk stress,0.14211,0.22855,1.0,0.66235,1.0
SYS006,Local Government Risk Governance System,institutional resilience,8,background risk stress,0.14403,0.22852,1.0,0.66266,1.0
SYS006,Local Government Risk Governance System,institutional resilience,9,background risk stress,0.14762,0.22848,1.0,0.66303,1.0
SYS006,Local Government Risk Governance System,institutional resilience,10,background risk stress,0.14356,0.22844,1.0,0.66333,1.0
SYS006,Local Government Risk Governance System,institutional resilience,11,background risk stress,0.14798,0.2284,1.0,0.66371,1.0
SYS006,Local Government Risk Governance System,institutional resilience,12,Extreme rainfall and urban flooding,0.7111,0.22836,0.85269,0.67422,0.74812
SYS006,Local Government Risk Governance System,institutional resilience,13,background risk stress,0.14751,0.22709,0.89597,0.67461,0.9316
SYS006,Local Government Risk Governance System,institutional resilience,14,background risk stress,0.14665,0.22705,0.93951,0.67498,0.97686
SYS006,Local Government Risk Governance System,institutional resilience,15,background risk stress,0.14917,0.227,0.98215,0.67539,1.0
SYS006,Local Government Risk Governance System,institutional resilience,16,background risk stress,0.14937,0.22695,1.0,0.67581,1.0
SYS006,Local Government Risk Governance System,institutional resilience,17,background risk stress,0.15046,0.2269,1.0,0.67625,1.0
SYS006,Local Government Risk Governance System,institutional resilience,18,background risk stress,0.1542,0.22685,1.0,0.67676,1.0
SYS006,Local Government Risk Governance System,institutional resilience,19,background risk stress,0.15504,0.22679,1.0,0.67728,1.0
SYS006,Local Government Risk Governance System,institutional resilience,20,background risk stress,0.15031,0.22673,1.0,0.67772,1.0
SYS006,Local Government Risk Governance System,institutional resilience,21,background risk stress,0.15663,0.22667,1.0,0.67827,1.0
SYS006,Local Government Risk Governance System,institutional resilience,22,background risk stress,0.15431,0.22661,1.0,0.67878,1.0
SYS006,Local Government Risk Governance System,institutional resilience,23,background risk stress,0.1575,0.22655,1.0,0.67935,1.0
SYS006,Local Government Risk Governance System,institutional resilience,24,background risk stress,0.15696,0.22648,1.0,0.67991,1.0
SYS006,Local Government Risk Governance System,institutional resilience,25,background risk stress,0.15529,0.22641,1.0,0.68044,1.0
SYS006,Local Government Risk Governance System,institutional resilience,26,background risk stress,0.15374,0.22635,1.0,0.68095,1.0
SYS006,Local Government Risk Governance System,institutional resilience,27,background risk stress,0.15944,0.22629,1.0,0.68156,1.0
SYS006,Local Government Risk Governance System,institutional resilience,28,Heatwave with power demand surge,0.73772,0.22621,0.84189,0.69257,0.72921
SYS006,Local Government Risk Governance System,institutional resilience,29,background risk stress,0.1619,0.22489,0.87849,0.69324,0.91342
SYS006,Local Government Risk Governance System,institutional resilience,30,background risk stress,0.15961,0.22481,0.91581,0.69386,0.95222
SYS006,Local Government Risk Governance System,institutional resilience,31,background risk stress,0.15629,0.22474,0.95419,0.69443,0.99212
SYS006,Local Government Risk Governance System,institutional resilience,32,background risk stress,0.16221,0.22467,0.9905,0.6951,1.0
SYS006,Local Government Risk Governance System,institutional resilience,33,background risk stress,0.16232,0.22459,1.0,0.69578,1.0
SYS006,Local Government Risk Governance System,institutional resilience,34,background risk stress,0.16375,0.22451,1.0,0.69648,1.0
SYS006,Local Government Risk Governance System,institutional resilience,35,background risk stress,0.16504,0.22442,1.0,0.69721,1.0
SYS006,Local Government Risk Governance System,institutional resilience,36,background risk stress,0.16559,0.22434,1.0,0.69794,1.0
SYS006,Local Government Risk Governance System,institutional resilience,37,background risk stress,0.16433,0.22425,1.0,0.69866,1.0
SYS006,Local Government Risk Governance System,institutional resilience,38,background risk stress,0.16228,0.22416,1.0,0.69934,1.0
SYS006,Local Government Risk Governance System,institutional resilience,39,background risk stress,0.16389,0.22408,1.0,0.70005,1.0
SYS006,Local Government Risk Governance System,institutional resilience,40,background risk stress,0.16424,0.22399,1.0,0.70076,1.0
SYS006,Local Government Risk Governance System,institutional resilience,41,background risk stress,0.16674,0.22391,1.0,0.70153,1.0
SYS006,Local Government Risk Governance System,institutional resilience,42,background risk stress,0.16628,0.22382,1.0,0.70228,1.0
SYS006,Local Government Risk Governance System,institutional resilience,43,Wildfire smoke and evacuation pressure,0.74198,0.22373,0.83842,0.7134,0.75438
SYS006,Local Government Risk Governance System,institutional resilience,44,background risk stress,0.16975,0.22239,0.87032,0.71423,0.90492
SYS006,Local Government Risk Governance System,institutional resilience,45,background risk stress,0.16796,0.22229,0.90275,0.71503,0.93864
SYS006,Local Government Risk Governance System,institutional resilience,46,background risk stress,0.16909,0.2222,0.93471,0.71585,0.97187
SYS006,Local Government Risk Governance System,institutional resilience,47,background risk stress,0.17249,0.2221,0.96544,0.71674,1.0
SYS006,Local Government Risk Governance System,institutional resilience,48,background risk stress,0.17176,0.22199,0.99632,0.71761,1.0
SYS006,Local Government Risk Governance System,institutional resilience,49,background risk stress,0.17339,0.22189,1.0,0.71851,1.0
SYS006,Local Government Risk Governance System,institutional resilience,50,background risk stress,0.17219,0.22178,1.0,0.71939,1.0
SYS006,Local Government Risk Governance System,institutional resilience,51,background risk stress,0.1684,0.22167,1.0,0.72021,1.0
SYS006,Local Government Risk Governance System,institutional resilience,52,background risk stress,0.1712,0.22158,1.0,0.72107,1.0
SYS006,Local Government Risk Governance System,institutional resilience,53,background risk stress,0.17079,0.22147,1.0,0.72193,1.0
SYS006,Local Government Risk Governance System,institutional resilience,54,background risk stress,0.17115,0.22137,1.0,0.7228,1.0
SYS006,Local Government Risk Governance System,institutional resilience,55,background risk stress,0.17069,0.22126,1.0,0.72366,1.0
SYS006,Local Government Risk Governance System,institutional resilience,56,background risk stress,0.17113,0.22116,1.0,0.72453,1.0
SYS006,Local Government Risk Governance System,institutional resilience,57,background risk stress,0.17452,0.22106,1.0,0.72546,1.0
SYS006,Local Government Risk Governance System,institutional resilience,58,background risk stress,0.17739,0.22095,1.0,0.72644,1.0
SYS006,Local Government Risk Governance System,institutional resilience,59,Drought with water and food stress,0.73292,0.22083,0.83915,0.73743,0.74093
SYS006,Local Government Risk Governance System,institutional resilience,60,background risk stress,0.17999,0.21951,0.86522,0.73847,0.89962
SYS006,Local Government Risk Governance System,institutional resilience,61,background risk stress,0.18133,0.21938,0.89073,0.73954,0.92615
SYS006,Local Government Risk Governance System,institutional resilience,62,background risk stress,0.17899,0.21926,0.91694,0.74057,0.9534
SYS006,Local Government Risk Governance System,institutional resilience,63,background risk stress,0.17526,0.21913,0.94431,0.74153,0.98186
SYS006,Local Government Risk Governance System,institutional resilience,64,background risk stress,0.17718,0.21902,0.97094,0.74253,1.0
SYS006,Local Government Risk Governance System,institutional resilience,65,background risk stress,0.17674,0.2189,0.99762,0.74352,1.0
SYS006,Local Government Risk Governance System,institutional resilience,66,background risk stress,0.18348,0.21878,1.0,0.74464,1.0
SYS006,Local Government Risk Governance System,institutional resilience,67,background risk stress,0.1799,0.21864,1.0,0.74569,1.0
SYS006,Local Government Risk Governance System,institutional resilience,68,background risk stress,0.18355,0.21852,1.0,0.74681,1.0
SYS006,Local Government Risk Governance System,institutional resilience,69,background risk stress,0.18207,0.21838,1.0,0.7479,1.0
SYS006,Local Government Risk Governance System,institutional resilience,70,Compound flood power and health disruption,0.81263,0.21825,0.80995,0.76035,0.69247
SYS006,Local Government Risk Governance System,institutional resilience,71,background risk stress,0.18516,0.21676,0.83202,0.76151,0.8651
SYS006,Local Government Risk Governance System,institutional resilience,72,background risk stress,0.18779,0.21662,0.85309,0.76273,0.88701
SYS006,Local Government Risk Governance System,institutional resilience,73,background risk stress,0.18691,0.21647,0.87434,0.76393,0.9091
SYS006,Local Government Risk Governance System,institutional resilience,74,background risk stress,0.18308,0.21633,0.89677,0.76506,0.93243
SYS006,Local Government Risk Governance System,institutional resilience,75,background risk stress,0.18793,0.21619,0.91744,0.76628,0.95392
SYS006,Local Government Risk Governance System,institutional resilience,76,background risk stress,0.18641,0.21605,0.93852,0.76748,0.97583
SYS006,Local Government Risk Governance System,institutional resilience,77,background risk stress,0.19172,0.2159,0.95767,0.76877,0.99574
SYS006,Local Government Risk Governance System,institutional resilience,78,background risk stress,0.18694,0.21575,0.97832,0.76997,1.0
