system_id,system,system_context,time,event,disturbance,intelligence_value,response_capacity,fragility_gap,maintenance_backlog,data_trust,operator_strain,equity_access,function,resilience_score
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,43,background infrastructure pressure,0.08943,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,44,background infrastructure pressure,0.09098,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,45,background infrastructure pressure,0.09041,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,46,Sensor data corruption,0.6574,0.7322,0.6116,0.2046,0.0,0.9028,0.09141,0.4981,1.0,0.78413
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,47,background infrastructure pressure,0.09082,0.70984,0.6116,0.0,0.0,0.968,0.00063,0.56356,1.0,0.80485
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,48,background infrastructure pressure,0.09148,0.72484,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81085
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,49,background infrastructure pressure,0.09156,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,50,background infrastructure pressure,0.09208,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,51,background infrastructure pressure,0.09359,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,52,background infrastructure pressure,0.09402,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,53,background infrastructure pressure,0.09355,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,54,background infrastructure pressure,0.09453,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,55,background infrastructure pressure,0.09447,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,56,background infrastructure pressure,0.09486,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,57,background infrastructure pressure,0.09602,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,58,Maintenance backlog failure,0.7072,0.7322,0.6116,0.2484,0.00953,0.9464,0.11403,0.48809,1.0,0.78517
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,59,background infrastructure pressure,0.09545,0.71987,0.6116,0.0,0.0,1.0,0.02395,0.56192,1.0,0.8078
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,60,background infrastructure pressure,0.09701,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,61,background infrastructure pressure,0.09696,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,62,background infrastructure pressure,0.09727,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,63,background infrastructure pressure,0.09612,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,64,background infrastructure pressure,0.09662,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,65,background infrastructure pressure,0.09685,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,66,background infrastructure pressure,0.09787,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,67,background infrastructure pressure,0.09953,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,68,background infrastructure pressure,0.09971,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,69,background infrastructure pressure,0.09996,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,70,background infrastructure pressure,0.09871,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,71,background infrastructure pressure,0.10034,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,72,Communications and cloud outage,0.737,0.7322,0.6116,0.339,0.00217,0.8988,0.15322,0.47418,1.0,0.775
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,73,background infrastructure pressure,0.10116,0.70892,0.6116,0.0,0.0,0.964,0.06399,0.55912,1.0,0.798
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,74,background infrastructure pressure,0.10157,0.72392,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81072
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,75,background infrastructure pressure,0.10187,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,76,background infrastructure pressure,0.10077,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,77,background infrastructure pressure,0.10119,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,78,background infrastructure pressure,0.10287,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,79,background infrastructure pressure,0.10309,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,80,background infrastructure pressure,0.10376,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,81,background infrastructure pressure,0.10312,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,82,background infrastructure pressure,0.10443,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,83,background infrastructure pressure,0.10311,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,84,background infrastructure pressure,0.10525,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,85,background infrastructure pressure,0.10542,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,86,Compound infrastructure disruption,0.9028,0.7322,0.6116,0.5252,0.02075,0.8772,0.20976,0.43894,0.95261,0.7527
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,87,background infrastructure pressure,0.10489,0.70396,0.6116,0.0,0.0,0.9424,0.1211,0.55512,1.0,0.7891
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,88,background infrastructure pressure,0.10463,0.71895,0.6116,0.0,0.0,1.0,0.03239,0.56133,1.0,0.80684
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,89,background infrastructure pressure,0.10602,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,90,background infrastructure pressure,0.10667,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,91,background infrastructure pressure,0.10626,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,92,background infrastructure pressure,0.10595,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,93,background infrastructure pressure,0.10677,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,94,background infrastructure pressure,0.1083,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,95,background infrastructure pressure,0.10702,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,0,background infrastructure pressure,0.07533,0.6812,0.6224,0.0,0.58253,0.8932,0.54053,0.47076,0.98666,0.6691
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,1,background infrastructure pressure,0.07669,0.69804,0.6224,0.0,0.54514,0.9664,0.49789,0.47375,1.0,0.69058
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,2,background infrastructure pressure,0.07604,0.71487,0.6224,0.0,0.5078,1.0,0.4518,0.47697,1.0,0.70524
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,3,background infrastructure pressure,0.07757,0.7226,0.6224,0.0,0.47054,1.0,0.40259,0.48042,1.0,0.71489
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,4,background infrastructure pressure,0.07768,0.7226,0.6224,0.0,0.43334,1.0,0.35004,0.4841,1.0,0.72378
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,5,background infrastructure pressure,0.07752,0.7226,0.6224,0.0,0.39619,1.0,0.29412,0.48801,1.0,0.733
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,6,background infrastructure pressure,0.07837,0.7226,0.6224,0.0,0.35911,1.0,0.235,0.49215,1.0,0.74252
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,7,background infrastructure pressure,0.07859,0.7226,0.6224,0.0,0.3221,1.0,0.17258,0.49652,1.0,0.75236
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,8,background infrastructure pressure,0.07778,0.7226,0.6224,0.0,0.28512,1.0,0.1067,0.50113,1.0,0.76254
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,9,background infrastructure pressure,0.07918,0.7226,0.6224,0.0,0.24822,1.0,0.03772,0.50596,1.0,0.77302
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,10,Extreme heat and demand surge,0.6538,0.7226,0.6224,0.22906,0.25816,0.9758,0.1614,0.42591,1.0,0.74839
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,11,background infrastructure pressure,0.08005,0.71703,0.6224,0.0,0.22139,1.0,0.09013,0.50229,1.0,0.76977
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,12,background infrastructure pressure,0.08016,0.7226,0.6224,0.0,0.18468,1.0,0.01558,0.50751,1.0,0.78155
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,13,background infrastructure pressure,0.08129,0.7226,0.6224,0.0,0.14806,1.0,0.0,0.5086,1.0,0.78675
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,14,background infrastructure pressure,0.08131,0.7226,0.6224,0.0,0.11148,1.0,0.0,0.5086,1.0,0.79041
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,15,background infrastructure pressure,0.08085,0.7226,0.6224,0.0,0.07495,1.0,0.0,0.5086,1.0,0.79406
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,16,background infrastructure pressure,0.08086,0.7226,0.6224,0.0,0.03848,1.0,0.0,0.5086,1.0,0.79771
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,17,background infrastructure pressure,0.08098,0.7226,0.6224,0.0,0.00206,1.0,0.0,0.5086,1.0,0.80135
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,18,background infrastructure pressure,0.08281,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,19,background infrastructure pressure,0.08288,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,20,background infrastructure pressure,0.08304,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,21,background infrastructure pressure,0.08301,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,22,Cyber-physical intrusion attempt,0.7126,0.7226,0.6224,0.3086,0.0,0.9148,0.12841,0.42787,1.0,0.77009
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,23,background infrastructure pressure,0.08381,0.703,0.6224,0.0,0.0,0.988,0.03778,0.50596,1.0,0.79366
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,24,background infrastructure pressure,0.08353,0.71984,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80117
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,25,background infrastructure pressure,0.08454,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,26,background infrastructure pressure,0.08403,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,27,background infrastructure pressure,0.08541,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,28,background infrastructure pressure,0.08577,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,29,background infrastructure pressure,0.08619,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,30,background infrastructure pressure,0.08559,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,31,background infrastructure pressure,0.08559,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,32,background infrastructure pressure,0.08645,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,33,background infrastructure pressure,0.08757,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,34,Flooding and transport disruption,0.7414,0.7226,0.6224,0.293,0.01423,0.9502,0.14058,0.41793,1.0,0.77062
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,35,background infrastructure pressure,0.08785,0.71115,0.6224,0.0,0.0,1.0,0.05056,0.50506,1.0,0.79498
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,36,background infrastructure pressure,0.0887,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,37,background infrastructure pressure,0.08834,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,38,background infrastructure pressure,0.08861,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,39,background infrastructure pressure,0.09006,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,40,background infrastructure pressure,0.08877,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,41,background infrastructure pressure,0.08919,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,42,background infrastructure pressure,0.09037,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,43,background infrastructure pressure,0.09079,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,44,background infrastructure pressure,0.09069,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,45,background infrastructure pressure,0.0913,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,46,Sensor data corruption,0.6574,0.7226,0.6224,0.1938,0.0,0.9108,0.0912,0.4443,1.0,0.77493
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,47,background infrastructure pressure,0.09171,0.70208,0.6224,0.0,0.0,0.984,0.00176,0.50848,1.0,0.79659
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,48,background infrastructure pressure,0.09255,0.71892,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80104
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,49,background infrastructure pressure,0.09337,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,50,background infrastructure pressure,0.09357,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,51,background infrastructure pressure,0.09349,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,52,background infrastructure pressure,0.09345,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,53,background infrastructure pressure,0.09484,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,54,background infrastructure pressure,0.09407,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,55,background infrastructure pressure,0.0948,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,56,background infrastructure pressure,0.09567,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,57,background infrastructure pressure,0.0956,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,58,Maintenance backlog failure,0.7072,0.7226,0.6224,0.2376,0.00885,0.9544,0.11376,0.4343,1.0,0.77604
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,59,background infrastructure pressure,0.09562,0.71211,0.6224,0.0,0.0,1.0,0.02491,0.50686,1.0,0.79764
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,60,background infrastructure pressure,0.09673,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,61,background infrastructure pressure,0.09676,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,62,background infrastructure pressure,0.09778,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,63,background infrastructure pressure,0.09748,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,64,background infrastructure pressure,0.09761,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,65,background infrastructure pressure,0.09892,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,66,background infrastructure pressure,0.09827,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,67,background infrastructure pressure,0.09832,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,68,background infrastructure pressure,0.09984,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,69,background infrastructure pressure,0.10019,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,70,background infrastructure pressure,0.09883,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,71,background infrastructure pressure,0.09894,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,72,Communications and cloud outage,0.737,0.7226,0.6224,0.3282,0.00149,0.9068,0.15295,0.42039,1.0,0.76587
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,73,background infrastructure pressure,0.10134,0.70116,0.6224,0.0,0.0,0.98,0.06495,0.50405,1.0,0.78976
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,74,background infrastructure pressure,0.10173,0.718,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80091
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,75,background infrastructure pressure,0.10097,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,76,background infrastructure pressure,0.10102,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,77,background infrastructure pressure,0.1023,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,78,background infrastructure pressure,0.1032,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,79,background infrastructure pressure,0.10193,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,80,background infrastructure pressure,0.10279,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,81,background infrastructure pressure,0.10359,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,82,background infrastructure pressure,0.10296,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,83,background infrastructure pressure,0.10372,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,84,background infrastructure pressure,0.10345,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
IIS003,Digital twin transit network with equity gaps,advanced modeling and operations analytics with unequal service protection,85,background infrastructure pressure,0.10453,0.7226,0.6224,0.0,0.0,1.0,0.0,0.5086,1.0,0.80156
