ecosystem_id,ecosystem_type,scenario_id,scenario_name,time_step,disturbance,ecological_resilience_margin,threshold_flag
E002,Shallow Lake,D003,Compound ecological pressure,71,0.7236,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,72,1.481,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,73,0.7189,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,74,0.7172,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,75,0.716,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,76,0.7152,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,77,0.715,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,78,0.7153,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,79,0.716,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,80,1.4773,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,81,0.719,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,82,0.7212,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,83,0.7237,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,84,0.7266,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,85,0.7297,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,86,0.7331,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,87,0.7366,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,88,1.5001,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,89,0.7437,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,90,0.7472,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,91,0.7505,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,92,0.7536,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,93,0.7565,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,94,0.759,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,95,0.7611,-1.0,threshold risk
E002,Shallow Lake,D003,Compound ecological pressure,96,1.5228,-1.0,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,1,0.5036,0.667,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,2,0.507,0.6489,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,3,0.5104,0.6305,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,4,0.5135,0.612,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,5,0.5164,0.5933,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,6,0.5189,0.5744,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,7,0.521,0.5555,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,8,0.5227,0.5364,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,9,0.524,0.5172,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,10,0.5247,0.498,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,11,0.525,0.4788,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,12,1.1447,0.4231,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,13,0.524,0.404,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,14,0.5227,0.3849,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,15,0.521,0.3659,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,16,0.5189,0.347,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,17,0.5164,0.3283,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,18,0.5135,0.3098,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,19,0.5104,0.2915,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,20,0.507,0.2733,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,21,0.5035,0.2553,viable margin
E002,Shallow Lake,D004,Slow threshold erosion,22,0.5,0.2376,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,23,0.4964,0.2201,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,24,1.1129,0.1663,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,25,0.4896,0.1491,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,26,0.4865,0.1322,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,27,0.4836,0.1154,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,28,0.4811,0.0988,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,29,0.4789,0.0823,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,30,0.4772,0.0659,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,31,0.476,0.0495,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,32,0.4752,0.0333,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,33,0.475,0.017,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,34,0.4753,0.0007,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,35,0.476,-0.0156,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,36,1.0973,-0.0685,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,37,0.479,-0.085,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,38,0.4811,-0.1017,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,39,0.4837,-0.1185,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,40,0.4865,-0.1354,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,41,0.4897,-0.1525,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,42,0.493,-0.1699,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,43,0.4965,-0.1874,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,44,0.5001,-0.2052,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,45,0.5036,-0.2231,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,46,0.5071,-0.2413,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,47,0.5104,-0.2596,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,48,1.1336,-0.3147,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,49,0.5164,-0.3334,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,50,0.5189,-0.3522,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,51,0.5211,-0.3712,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,52,0.5228,-0.3903,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,53,0.524,-0.4094,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,54,0.5248,-0.4286,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,55,0.525,-0.4479,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,56,0.5247,-0.4671,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,57,0.524,-0.4862,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,58,0.5227,-0.5053,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,59,0.521,-0.5243,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,60,1.1388,-0.5796,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,61,0.5163,-0.5983,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,62,0.5134,-0.6168,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,63,0.5103,-0.6352,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,64,0.507,-0.6533,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,65,0.5035,-0.6713,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,66,0.4999,-0.689,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,67,0.4963,-0.7066,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,68,0.4929,-0.7239,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,69,0.4895,-0.741,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,70,0.4864,-0.758,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,71,0.4836,-0.7747,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,72,1.101,-0.8278,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,73,0.4789,-0.8443,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,74,0.4772,-0.8607,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,75,0.476,-0.8771,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,76,0.4752,-0.8934,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,77,0.475,-0.9096,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,78,0.4753,-0.9259,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,79,0.476,-0.9423,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,80,0.4773,-0.9587,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,81,0.479,-0.9752,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,82,0.4812,-0.9918,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,83,0.4837,-1.0,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,84,1.1066,-1.0,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,85,0.4897,-1.0,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,86,0.4931,-1.0,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,87,0.4966,-1.0,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,88,0.5001,-1.0,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,89,0.5037,-1.0,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,90,0.5072,-1.0,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,91,0.5105,-1.0,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,92,0.5136,-1.0,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,93,0.5165,-1.0,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,94,0.519,-1.0,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,95,0.5211,-1.0,threshold risk
E002,Shallow Lake,D004,Slow threshold erosion,96,1.1428,-1.0,threshold risk
E003,Grassland,D001,Moderate natural disturbance,1,0.3236,0.9632,viable margin
E003,Grassland,D001,Moderate natural disturbance,2,0.327,0.9632,viable margin
E003,Grassland,D001,Moderate natural disturbance,3,0.3304,0.963,viable margin
E003,Grassland,D001,Moderate natural disturbance,4,0.3335,0.9626,viable margin
E003,Grassland,D001,Moderate natural disturbance,5,0.5764,0.949,viable margin
E003,Grassland,D001,Moderate natural disturbance,6,0.3389,0.9484,viable margin
E003,Grassland,D001,Moderate natural disturbance,7,0.341,0.9476,viable margin
E003,Grassland,D001,Moderate natural disturbance,8,0.3427,0.9467,viable margin
E003,Grassland,D001,Moderate natural disturbance,9,0.344,0.9458,viable margin
E003,Grassland,D001,Moderate natural disturbance,10,0.5847,0.9318,viable margin
E003,Grassland,D001,Moderate natural disturbance,11,0.345,0.9308,viable margin
E003,Grassland,D001,Moderate natural disturbance,12,0.3447,0.9298,viable margin
E003,Grassland,D001,Moderate natural disturbance,13,0.344,0.9289,viable margin
E003,Grassland,D001,Moderate natural disturbance,14,0.3427,0.928,viable margin
E003,Grassland,D001,Moderate natural disturbance,15,0.581,0.9142,viable margin
E003,Grassland,D001,Moderate natural disturbance,16,0.3389,0.9135,viable margin
E003,Grassland,D001,Moderate natural disturbance,17,0.3364,0.913,viable margin
E003,Grassland,D001,Moderate natural disturbance,18,0.3335,0.9126,viable margin
E003,Grassland,D001,Moderate natural disturbance,19,0.3304,0.9125,viable margin
E003,Grassland,D001,Moderate natural disturbance,20,0.567,0.8994,viable margin
E003,Grassland,D001,Moderate natural disturbance,21,0.3235,0.8996,viable margin
E003,Grassland,D001,Moderate natural disturbance,22,0.32,0.8999,viable margin
E003,Grassland,D001,Moderate natural disturbance,23,0.3164,0.9005,viable margin
E003,Grassland,D001,Moderate natural disturbance,24,0.3129,0.9013,viable margin
E003,Grassland,D001,Moderate natural disturbance,25,0.5496,0.8891,viable margin
E003,Grassland,D001,Moderate natural disturbance,26,0.3065,0.8902,viable margin
E003,Grassland,D001,Moderate natural disturbance,27,0.3036,0.8915,viable margin
E003,Grassland,D001,Moderate natural disturbance,28,0.3011,0.8929,viable margin
E003,Grassland,D001,Moderate natural disturbance,29,0.2989,0.8944,viable margin
E003,Grassland,D001,Moderate natural disturbance,30,0.5372,0.883,viable margin
E003,Grassland,D001,Moderate natural disturbance,31,0.296,0.8847,viable margin
E003,Grassland,D001,Moderate natural disturbance,32,0.2952,0.8864,viable margin
E003,Grassland,D001,Moderate natural disturbance,33,0.295,0.8881,viable margin
E003,Grassland,D001,Moderate natural disturbance,34,0.2953,0.8898,viable margin
E003,Grassland,D001,Moderate natural disturbance,35,0.536,0.8785,viable margin
E003,Grassland,D001,Moderate natural disturbance,36,0.2973,0.8801,viable margin
E003,Grassland,D001,Moderate natural disturbance,37,0.299,0.8816,viable margin
E003,Grassland,D001,Moderate natural disturbance,38,0.3011,0.883,viable margin
E003,Grassland,D001,Moderate natural disturbance,39,0.3037,0.8842,viable margin
E003,Grassland,D001,Moderate natural disturbance,40,0.5465,0.8723,viable margin
E003,Grassland,D001,Moderate natural disturbance,41,0.3097,0.8732,viable margin
E003,Grassland,D001,Moderate natural disturbance,42,0.313,0.874,viable margin
E003,Grassland,D001,Moderate natural disturbance,43,0.3165,0.8745,viable margin
E003,Grassland,D001,Moderate natural disturbance,44,0.3201,0.8749,viable margin
E003,Grassland,D001,Moderate natural disturbance,45,0.5636,0.862,viable margin
E003,Grassland,D001,Moderate natural disturbance,46,0.3271,0.862,viable margin
E003,Grassland,D001,Moderate natural disturbance,47,0.3304,0.8618,viable margin
E003,Grassland,D001,Moderate natural disturbance,48,0.3336,0.8614,viable margin
E003,Grassland,D001,Moderate natural disturbance,49,0.3364,0.8609,viable margin
E003,Grassland,D001,Moderate natural disturbance,50,0.5789,0.8472,viable margin
E003,Grassland,D001,Moderate natural disturbance,51,0.3411,0.8464,viable margin
E003,Grassland,D001,Moderate natural disturbance,52,0.3428,0.8456,viable margin
E003,Grassland,D001,Moderate natural disturbance,53,0.344,0.8446,viable margin
E003,Grassland,D001,Moderate natural disturbance,54,0.3448,0.8437,viable margin
E003,Grassland,D001,Moderate natural disturbance,55,0.585,0.8296,viable margin
E003,Grassland,D001,Moderate natural disturbance,56,0.3447,0.8286,viable margin
E003,Grassland,D001,Moderate natural disturbance,57,0.344,0.8277,viable margin
E003,Grassland,D001,Moderate natural disturbance,58,0.3427,0.8268,viable margin
E003,Grassland,D001,Moderate natural disturbance,59,0.341,0.8261,viable margin
E003,Grassland,D001,Moderate natural disturbance,60,0.5788,0.8123,viable margin
E003,Grassland,D001,Moderate natural disturbance,61,0.3363,0.8118,viable margin
E003,Grassland,D001,Moderate natural disturbance,62,0.3334,0.8115,viable margin
E003,Grassland,D001,Moderate natural disturbance,63,0.3303,0.8113,viable margin
E003,Grassland,D001,Moderate natural disturbance,64,0.327,0.8113,viable margin
E003,Grassland,D001,Moderate natural disturbance,65,0.5635,0.7984,viable margin
E003,Grassland,D001,Moderate natural disturbance,66,0.3199,0.7988,viable margin
E003,Grassland,D001,Moderate natural disturbance,67,0.3163,0.7994,viable margin
E003,Grassland,D001,Moderate natural disturbance,68,0.3129,0.8001,viable margin
E003,Grassland,D001,Moderate natural disturbance,69,0.3095,0.8011,viable margin
E003,Grassland,D001,Moderate natural disturbance,70,0.5464,0.7891,viable margin
E003,Grassland,D001,Moderate natural disturbance,71,0.3036,0.7904,viable margin
E003,Grassland,D001,Moderate natural disturbance,72,0.301,0.7918,viable margin
E003,Grassland,D001,Moderate natural disturbance,73,0.2989,0.7933,viable margin
E003,Grassland,D001,Moderate natural disturbance,74,0.2972,0.7949,viable margin
E003,Grassland,D001,Moderate natural disturbance,75,0.536,0.7835,viable margin
E003,Grassland,D001,Moderate natural disturbance,76,0.2952,0.7853,viable margin
E003,Grassland,D001,Moderate natural disturbance,77,0.295,0.787,viable margin
E003,Grassland,D001,Moderate natural disturbance,78,0.2953,0.7887,viable margin
E003,Grassland,D001,Moderate natural disturbance,79,0.296,0.7904,viable margin
E003,Grassland,D001,Moderate natural disturbance,80,0.5373,0.7789,viable margin
E003,Grassland,D001,Moderate natural disturbance,81,0.299,0.7804,viable margin
E003,Grassland,D001,Moderate natural disturbance,82,0.3012,0.7818,viable margin
E003,Grassland,D001,Moderate natural disturbance,83,0.3037,0.7831,viable margin
E003,Grassland,D001,Moderate natural disturbance,84,0.3066,0.7842,viable margin
E003,Grassland,D001,Moderate natural disturbance,85,0.5497,0.7721,viable margin
E003,Grassland,D001,Moderate natural disturbance,86,0.3131,0.7728,viable margin
E003,Grassland,D001,Moderate natural disturbance,87,0.3166,0.7734,viable margin
E003,Grassland,D001,Moderate natural disturbance,88,0.3201,0.7738,viable margin
E003,Grassland,D001,Moderate natural disturbance,89,0.3237,0.7739,viable margin
E003,Grassland,D001,Moderate natural disturbance,90,0.5672,0.7608,viable margin
E003,Grassland,D001,Moderate natural disturbance,91,0.3305,0.7606,viable margin
E003,Grassland,D001,Moderate natural disturbance,92,0.3336,0.7603,viable margin
E003,Grassland,D001,Moderate natural disturbance,93,0.3365,0.7598,viable margin
E003,Grassland,D001,Moderate natural disturbance,94,0.339,0.7591,viable margin
E003,Grassland,D001,Moderate natural disturbance,95,0.5811,0.7452,viable margin
E003,Grassland,D001,Moderate natural disturbance,96,0.3428,0.7444,viable margin
E003,Grassland,D002,Repeated climate stress,1,0.5636,0.949,viable margin
E003,Grassland,D002,Repeated climate stress,2,0.567,0.9349,viable margin
E003,Grassland,D002,Repeated climate stress,3,0.5704,0.9205,viable margin
E003,Grassland,D002,Repeated climate stress,4,0.5735,0.906,viable margin
E003,Grassland,D002,Repeated climate stress,5,0.5764,0.8914,viable margin
E003,Grassland,D002,Repeated climate stress,6,1.1589,0.845,viable margin
E003,Grassland,D002,Repeated climate stress,7,0.581,0.8301,viable margin
E003,Grassland,D002,Repeated climate stress,8,0.5827,0.815,viable margin
E003,Grassland,D002,Repeated climate stress,9,0.584,0.8,viable margin
E003,Grassland,D002,Repeated climate stress,10,0.5847,0.7848,viable margin
E003,Grassland,D002,Repeated climate stress,11,0.585,0.7697,viable margin
E003,Grassland,D002,Repeated climate stress,12,1.1647,0.723,viable margin
E003,Grassland,D002,Repeated climate stress,13,0.584,0.7079,viable margin
E003,Grassland,D002,Repeated climate stress,14,0.5827,0.6929,viable margin
E003,Grassland,D002,Repeated climate stress,15,0.581,0.678,viable margin
E003,Grassland,D002,Repeated climate stress,16,0.5789,0.6632,viable margin
E003,Grassland,D002,Repeated climate stress,17,0.5764,0.6485,viable margin
E003,Grassland,D002,Repeated climate stress,18,1.1535,0.6024,viable margin
E003,Grassland,D002,Repeated climate stress,19,0.5704,0.5881,viable margin
E003,Grassland,D002,Repeated climate stress,20,0.567,0.5739,viable margin
E003,Grassland,D002,Repeated climate stress,21,0.5635,0.56,viable margin
E003,Grassland,D002,Repeated climate stress,22,0.56,0.5462,viable margin
E003,Grassland,D002,Repeated climate stress,23,0.5564,0.5326,viable margin
E003,Grassland,D002,Repeated climate stress,24,1.1329,0.4877,viable margin
E003,Grassland,D002,Repeated climate stress,25,0.5496,0.4744,viable margin
E003,Grassland,D002,Repeated climate stress,26,0.5465,0.4614,viable margin
E003,Grassland,D002,Repeated climate stress,27,0.5436,0.4485,viable margin
E003,Grassland,D002,Repeated climate stress,28,0.5411,0.4358,viable margin
E003,Grassland,D002,Repeated climate stress,29,0.5389,0.4232,viable margin
E003,Grassland,D002,Repeated climate stress,30,1.1172,0.379,viable margin
E003,Grassland,D002,Repeated climate stress,31,0.536,0.3666,viable margin
E003,Grassland,D002,Repeated climate stress,32,0.5352,0.3542,viable margin
E003,Grassland,D002,Repeated climate stress,33,0.535,0.3417,viable margin
E003,Grassland,D002,Repeated climate stress,34,0.5353,0.3293,viable margin
E003,Grassland,D002,Repeated climate stress,35,0.536,0.3168,viable margin
E003,Grassland,D002,Repeated climate stress,36,1.1173,0.2727,viable margin
E003,Grassland,D002,Repeated climate stress,37,0.539,0.2601,viable margin
E003,Grassland,D002,Repeated climate stress,38,0.5411,0.2473,threshold risk
E003,Grassland,D002,Repeated climate stress,39,0.5437,0.2345,threshold risk
E003,Grassland,D002,Repeated climate stress,40,0.5465,0.2214,threshold risk
E003,Grassland,D002,Repeated climate stress,41,0.5497,0.2082,threshold risk
E003,Grassland,D002,Repeated climate stress,42,1.133,0.1632,threshold risk
E003,Grassland,D002,Repeated climate stress,43,0.5565,0.1497,threshold risk
E003,Grassland,D002,Repeated climate stress,44,0.5601,0.1359,threshold risk
E003,Grassland,D002,Repeated climate stress,45,0.5636,0.1219,threshold risk
E003,Grassland,D002,Repeated climate stress,46,0.5671,0.1077,threshold risk
E003,Grassland,D002,Repeated climate stress,47,0.5704,0.0934,threshold risk
E003,Grassland,D002,Repeated climate stress,48,1.1536,0.0473,threshold risk
E003,Grassland,D002,Repeated climate stress,49,0.5764,0.0326,threshold risk
E003,Grassland,D002,Repeated climate stress,50,0.5789,0.0178,threshold risk
E003,Grassland,D002,Repeated climate stress,51,0.5811,0.0029,threshold risk
E003,Grassland,D002,Repeated climate stress,52,0.5828,-0.0121,threshold risk
E003,Grassland,D002,Repeated climate stress,53,0.584,-0.0272,threshold risk
E003,Grassland,D002,Repeated climate stress,54,1.1648,-0.0739,threshold risk
E003,Grassland,D002,Repeated climate stress,55,0.585,-0.089,threshold risk
E003,Grassland,D002,Repeated climate stress,56,0.5847,-0.1041,threshold risk
E003,Grassland,D002,Repeated climate stress,57,0.584,-0.1192,threshold risk
E003,Grassland,D002,Repeated climate stress,58,0.5827,-0.1342,threshold risk
E003,Grassland,D002,Repeated climate stress,59,0.581,-0.1491,threshold risk
E003,Grassland,D002,Repeated climate stress,60,1.1588,-0.1955,threshold risk
E003,Grassland,D002,Repeated climate stress,61,0.5763,-0.2102,threshold risk
E003,Grassland,D002,Repeated climate stress,62,0.5734,-0.2247,threshold risk
E003,Grassland,D002,Repeated climate stress,63,0.5703,-0.239,threshold risk
E003,Grassland,D002,Repeated climate stress,64,0.567,-0.2532,threshold risk
E003,Grassland,D002,Repeated climate stress,65,0.5635,-0.2671,threshold risk
E003,Grassland,D002,Repeated climate stress,66,1.1399,-0.3125,threshold risk
E003,Grassland,D002,Repeated climate stress,67,0.5563,-0.3261,threshold risk
E003,Grassland,D002,Repeated climate stress,68,0.5529,-0.3395,threshold risk
E003,Grassland,D002,Repeated climate stress,69,0.5495,-0.3527,threshold risk
E003,Grassland,D002,Repeated climate stress,70,0.5464,-0.3657,threshold risk
E003,Grassland,D002,Repeated climate stress,71,0.5436,-0.3786,threshold risk
E003,Grassland,D002,Repeated climate stress,72,1.121,-0.4229,threshold risk
E003,Grassland,D002,Repeated climate stress,73,0.5389,-0.4355,threshold risk
E003,Grassland,D002,Repeated climate stress,74,0.5372,-0.4481,threshold risk
E003,Grassland,D002,Repeated climate stress,75,0.536,-0.4605,threshold risk
E003,Grassland,D002,Repeated climate stress,76,0.5352,-0.4729,threshold risk
E003,Grassland,D002,Repeated climate stress,77,0.535,-0.4854,threshold risk
E003,Grassland,D002,Repeated climate stress,78,1.1153,-0.5294,threshold risk
E003,Grassland,D002,Repeated climate stress,79,0.536,-0.5418,threshold risk
E003,Grassland,D002,Repeated climate stress,80,0.5373,-0.5544,threshold risk
E003,Grassland,D002,Repeated climate stress,81,0.539,-0.567,threshold risk
E003,Grassland,D002,Repeated climate stress,82,0.5412,-0.5798,threshold risk
E003,Grassland,D002,Repeated climate stress,83,0.5437,-0.5926,threshold risk
E003,Grassland,D002,Repeated climate stress,84,1.1266,-0.6373,threshold risk
E003,Grassland,D002,Repeated climate stress,85,0.5497,-0.6505,threshold risk
E003,Grassland,D002,Repeated climate stress,86,0.5531,-0.6639,threshold risk
E003,Grassland,D002,Repeated climate stress,87,0.5566,-0.6775,threshold risk
E003,Grassland,D002,Repeated climate stress,88,0.5601,-0.6912,threshold risk
E003,Grassland,D002,Repeated climate stress,89,0.5637,-0.7052,threshold risk
E003,Grassland,D002,Repeated climate stress,90,1.1472,-0.751,threshold risk
E003,Grassland,D002,Repeated climate stress,91,0.5705,-0.7653,threshold risk
E003,Grassland,D002,Repeated climate stress,92,0.5736,-0.7798,threshold risk
E003,Grassland,D002,Repeated climate stress,93,0.5765,-0.7945,threshold risk
E003,Grassland,D002,Repeated climate stress,94,0.579,-0.8093,threshold risk
E003,Grassland,D002,Repeated climate stress,95,0.5811,-0.8242,threshold risk
E003,Grassland,D002,Repeated climate stress,96,1.1628,-0.8708,threshold risk
E003,Grassland,D003,Compound ecological pressure,1,0.7436,0.9388,viable margin
E003,Grassland,D003,Compound ecological pressure,2,0.747,0.9143,viable margin
E003,Grassland,D003,Compound ecological pressure,3,0.7504,0.8897,viable margin
E003,Grassland,D003,Compound ecological pressure,4,0.7535,0.8649,viable margin
E003,Grassland,D003,Compound ecological pressure,5,0.7564,0.84,viable margin
E003,Grassland,D003,Compound ecological pressure,6,0.7589,0.8149,viable margin
E003,Grassland,D003,Compound ecological pressure,7,0.761,0.7897,viable margin
E003,Grassland,D003,Compound ecological pressure,8,1.5227,0.723,viable margin
E003,Grassland,D003,Compound ecological pressure,9,0.764,0.6976,viable margin
E003,Grassland,D003,Compound ecological pressure,10,0.7647,0.6722,viable margin
E003,Grassland,D003,Compound ecological pressure,11,0.765,0.6468,viable margin
E003,Grassland,D003,Compound ecological pressure,12,0.7647,0.6214,viable margin
E003,Grassland,D003,Compound ecological pressure,13,0.764,0.5961,viable margin
E003,Grassland,D003,Compound ecological pressure,14,0.7627,0.5708,viable margin
E003,Grassland,D003,Compound ecological pressure,15,0.761,0.5456,viable margin
E003,Grassland,D003,Compound ecological pressure,16,1.5189,0.4791,viable margin
E003,Grassland,D003,Compound ecological pressure,17,0.7564,0.4541,viable margin
E003,Grassland,D003,Compound ecological pressure,18,0.7535,0.4294,viable margin
E003,Grassland,D003,Compound ecological pressure,19,0.7504,0.4047,viable margin
E003,Grassland,D003,Compound ecological pressure,20,0.747,0.3803,viable margin
E003,Grassland,D003,Compound ecological pressure,21,0.7435,0.3561,viable margin
E003,Grassland,D003,Compound ecological pressure,22,0.74,0.332,viable margin
E003,Grassland,D003,Compound ecological pressure,23,0.7364,0.3081,viable margin
E003,Grassland,D003,Compound ecological pressure,24,1.4929,0.2431,threshold risk
E003,Grassland,D003,Compound ecological pressure,25,0.7296,0.2196,threshold risk
E003,Grassland,D003,Compound ecological pressure,26,0.7265,0.1963,threshold risk
E003,Grassland,D003,Compound ecological pressure,27,0.7236,0.1731,threshold risk
E003,Grassland,D003,Compound ecological pressure,28,0.7211,0.1501,threshold risk
E003,Grassland,D003,Compound ecological pressure,29,0.7189,0.1272,threshold risk
E003,Grassland,D003,Compound ecological pressure,30,0.7172,0.1044,threshold risk
E003,Grassland,D003,Compound ecological pressure,31,0.716,0.0816,threshold risk
E003,Grassland,D003,Compound ecological pressure,32,1.4752,0.0175,threshold risk
E003,Grassland,D003,Compound ecological pressure,33,0.715,-0.0052,threshold risk
E003,Grassland,D003,Compound ecological pressure,34,0.7153,-0.0279,threshold risk
E003,Grassland,D003,Compound ecological pressure,35,0.716,-0.0506,threshold risk
E003,Grassland,D003,Compound ecological pressure,36,0.7173,-0.0734,threshold risk
E003,Grassland,D003,Compound ecological pressure,37,0.719,-0.0963,threshold risk
E003,Grassland,D003,Compound ecological pressure,38,0.7211,-0.1194,threshold risk
E003,Grassland,D003,Compound ecological pressure,39,0.7237,-0.1425,threshold risk
