system_id,system_type,scenario_id,scenario_name,time_step,resilience_margin,threshold_flag
S002,Fire-Adapted Forest,D002,Repeated climate stress,52,0.4715,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,53,0.4587,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,54,0.446,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,55,0.4333,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,56,0.4206,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,57,0.4078,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,58,0.3951,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,59,0.3824,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,60,0.3697,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,1,1.2011,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,2,1.1822,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,3,1.1634,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,4,1.1445,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,5,1.1256,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,6,1.1067,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,7,1.0879,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,8,1.069,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,9,1.0501,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,10,1.0312,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,11,1.0124,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,12,0.9676,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,13,0.9488,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,14,0.9299,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,15,0.911,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,16,0.8921,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,17,0.8733,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,18,0.8544,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,19,0.8355,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,20,0.8166,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,21,0.7977,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,22,0.7789,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,23,0.76,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,24,0.7153,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,25,0.6964,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,26,0.6775,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,27,0.6586,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,28,0.6398,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,29,0.6209,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,30,0.602,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,31,0.5831,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,32,0.5643,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,33,0.5454,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,34,0.5265,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,35,0.5076,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,36,0.4629,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,37,0.444,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,38,0.4251,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,39,0.4063,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,40,0.3874,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,41,0.3685,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,42,0.3496,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,43,0.3308,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,44,0.3119,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,45,0.293,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,46,0.2741,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,47,0.2553,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,48,0.2105,viable margin
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,49,0.1916,threshold risk
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,50,0.1728,threshold risk
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,51,0.1539,threshold risk
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,52,0.135,threshold risk
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,53,0.1161,threshold risk
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,54,0.0973,threshold risk
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,55,0.0784,threshold risk
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,56,0.0595,threshold risk
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,57,0.0406,threshold risk
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,58,0.0218,threshold risk
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,59,0.0029,threshold risk
S002,Fire-Adapted Forest,D003,Compound infrastructure-ecosystem shock,60,-0.016,threshold risk
S002,Fire-Adapted Forest,D004,Slow threshold erosion,1,1.2106,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,2,1.2013,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,3,1.1919,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,4,1.1826,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,5,1.1732,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,6,1.1639,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,7,1.1545,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,8,1.1452,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,9,1.1358,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,10,1.1264,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,11,1.1171,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,12,1.0924,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,13,1.083,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,14,1.0736,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,15,1.0643,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,16,1.0549,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,17,1.0456,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,18,1.0362,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,19,1.0269,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,20,1.0175,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,21,1.0082,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,22,0.9988,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,23,0.9895,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,24,0.9647,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,25,0.9554,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,26,0.946,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,27,0.9367,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,28,0.9273,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,29,0.9179,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,30,0.9086,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,31,0.8992,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,32,0.8899,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,33,0.8805,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,34,0.8712,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,35,0.8618,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,36,0.8371,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,37,0.8277,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,38,0.8184,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,39,0.809,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,40,0.7997,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,41,0.7903,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,42,0.7809,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,43,0.7716,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,44,0.7622,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,45,0.7529,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,46,0.7435,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,47,0.7342,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,48,0.7094,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,49,0.7001,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,50,0.6907,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,51,0.6814,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,52,0.672,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,53,0.6627,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,54,0.6533,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,55,0.644,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,56,0.6346,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,57,0.6252,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,58,0.6159,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,59,0.6065,viable margin
S002,Fire-Adapted Forest,D004,Slow threshold erosion,60,0.5972,viable margin
S003,Wetland System,D001,Short operational outage,1,1.2545,viable margin
S003,Wetland System,D001,Short operational outage,2,1.2589,viable margin
S003,Wetland System,D001,Short operational outage,3,1.2634,viable margin
S003,Wetland System,D001,Short operational outage,4,1.2678,viable margin
S003,Wetland System,D001,Short operational outage,5,1.2723,viable margin
S003,Wetland System,D001,Short operational outage,6,1.2767,viable margin
S003,Wetland System,D001,Short operational outage,7,1.2812,viable margin
S003,Wetland System,D001,Short operational outage,8,1.2856,viable margin
S003,Wetland System,D001,Short operational outage,9,1.2901,viable margin
S003,Wetland System,D001,Short operational outage,10,1.2945,viable margin
S003,Wetland System,D001,Short operational outage,11,1.299,viable margin
S003,Wetland System,D001,Short operational outage,12,1.2928,viable margin
S003,Wetland System,D001,Short operational outage,13,1.2973,viable margin
S003,Wetland System,D001,Short operational outage,14,1.3017,viable margin
S003,Wetland System,D001,Short operational outage,15,1.3062,viable margin
S003,Wetland System,D001,Short operational outage,16,1.3106,viable margin
S003,Wetland System,D001,Short operational outage,17,1.3151,viable margin
S003,Wetland System,D001,Short operational outage,18,1.3195,viable margin
S003,Wetland System,D001,Short operational outage,19,1.324,viable margin
S003,Wetland System,D001,Short operational outage,20,1.3284,viable margin
S003,Wetland System,D001,Short operational outage,21,1.3329,viable margin
S003,Wetland System,D001,Short operational outage,22,1.3373,viable margin
S003,Wetland System,D001,Short operational outage,23,1.3418,viable margin
S003,Wetland System,D001,Short operational outage,24,1.3357,viable margin
S003,Wetland System,D001,Short operational outage,25,1.3401,viable margin
S003,Wetland System,D001,Short operational outage,26,1.3446,viable margin
S003,Wetland System,D001,Short operational outage,27,1.349,viable margin
S003,Wetland System,D001,Short operational outage,28,1.3535,viable margin
S003,Wetland System,D001,Short operational outage,29,1.3579,viable margin
S003,Wetland System,D001,Short operational outage,30,1.3624,viable margin
S003,Wetland System,D001,Short operational outage,31,1.3668,viable margin
S003,Wetland System,D001,Short operational outage,32,1.3713,viable margin
S003,Wetland System,D001,Short operational outage,33,1.3757,viable margin
S003,Wetland System,D001,Short operational outage,34,1.3802,viable margin
S003,Wetland System,D001,Short operational outage,35,1.3846,viable margin
S003,Wetland System,D001,Short operational outage,36,1.3785,viable margin
S003,Wetland System,D001,Short operational outage,37,1.383,viable margin
S003,Wetland System,D001,Short operational outage,38,1.3874,viable margin
S003,Wetland System,D001,Short operational outage,39,1.3919,viable margin
S003,Wetland System,D001,Short operational outage,40,1.3963,viable margin
S003,Wetland System,D001,Short operational outage,41,1.4008,viable margin
S003,Wetland System,D001,Short operational outage,42,1.4052,viable margin
S003,Wetland System,D001,Short operational outage,43,1.4097,viable margin
S003,Wetland System,D001,Short operational outage,44,1.4141,viable margin
S003,Wetland System,D001,Short operational outage,45,1.4186,viable margin
S003,Wetland System,D001,Short operational outage,46,1.423,viable margin
S003,Wetland System,D001,Short operational outage,47,1.4275,viable margin
S003,Wetland System,D001,Short operational outage,48,1.4214,viable margin
S003,Wetland System,D001,Short operational outage,49,1.4258,viable margin
S003,Wetland System,D001,Short operational outage,50,1.4303,viable margin
S003,Wetland System,D001,Short operational outage,51,1.4347,viable margin
S003,Wetland System,D001,Short operational outage,52,1.4392,viable margin
S003,Wetland System,D001,Short operational outage,53,1.4436,viable margin
S003,Wetland System,D001,Short operational outage,54,1.4481,viable margin
S003,Wetland System,D001,Short operational outage,55,1.4525,viable margin
S003,Wetland System,D001,Short operational outage,56,1.457,viable margin
S003,Wetland System,D001,Short operational outage,57,1.4614,viable margin
S003,Wetland System,D001,Short operational outage,58,1.4659,viable margin
S003,Wetland System,D001,Short operational outage,59,1.4703,viable margin
S003,Wetland System,D001,Short operational outage,60,1.4748,viable margin
S003,Wetland System,D002,Repeated climate stress,1,1.2379,viable margin
S003,Wetland System,D002,Repeated climate stress,2,1.2259,viable margin
S003,Wetland System,D002,Repeated climate stress,3,1.2138,viable margin
S003,Wetland System,D002,Repeated climate stress,4,1.2017,viable margin
S003,Wetland System,D002,Repeated climate stress,5,1.1897,viable margin
S003,Wetland System,D002,Repeated climate stress,6,1.1776,viable margin
S003,Wetland System,D002,Repeated climate stress,7,1.1655,viable margin
S003,Wetland System,D002,Repeated climate stress,8,1.1535,viable margin
S003,Wetland System,D002,Repeated climate stress,9,1.1414,viable margin
S003,Wetland System,D002,Repeated climate stress,10,1.1293,viable margin
S003,Wetland System,D002,Repeated climate stress,11,1.1173,viable margin
S003,Wetland System,D002,Repeated climate stress,12,1.0834,viable margin
S003,Wetland System,D002,Repeated climate stress,13,1.0713,viable margin
S003,Wetland System,D002,Repeated climate stress,14,1.0592,viable margin
S003,Wetland System,D002,Repeated climate stress,15,1.0472,viable margin
S003,Wetland System,D002,Repeated climate stress,16,1.0351,viable margin
S003,Wetland System,D002,Repeated climate stress,17,1.023,viable margin
S003,Wetland System,D002,Repeated climate stress,18,1.011,viable margin
S003,Wetland System,D002,Repeated climate stress,19,0.9989,viable margin
S003,Wetland System,D002,Repeated climate stress,20,0.9869,viable margin
S003,Wetland System,D002,Repeated climate stress,21,0.9748,viable margin
S003,Wetland System,D002,Repeated climate stress,22,0.9627,viable margin
S003,Wetland System,D002,Repeated climate stress,23,0.9507,viable margin
S003,Wetland System,D002,Repeated climate stress,24,0.9168,viable margin
S003,Wetland System,D002,Repeated climate stress,25,0.9047,viable margin
S003,Wetland System,D002,Repeated climate stress,26,0.8926,viable margin
S003,Wetland System,D002,Repeated climate stress,27,0.8806,viable margin
S003,Wetland System,D002,Repeated climate stress,28,0.8685,viable margin
S003,Wetland System,D002,Repeated climate stress,29,0.8564,viable margin
S003,Wetland System,D002,Repeated climate stress,30,0.8444,viable margin
S003,Wetland System,D002,Repeated climate stress,31,0.8323,viable margin
S003,Wetland System,D002,Repeated climate stress,32,0.8202,viable margin
S003,Wetland System,D002,Repeated climate stress,33,0.8082,viable margin
S003,Wetland System,D002,Repeated climate stress,34,0.7961,viable margin
S003,Wetland System,D002,Repeated climate stress,35,0.784,viable margin
S003,Wetland System,D002,Repeated climate stress,36,0.7501,viable margin
S003,Wetland System,D002,Repeated climate stress,37,0.7381,viable margin
S003,Wetland System,D002,Repeated climate stress,38,0.726,viable margin
S003,Wetland System,D002,Repeated climate stress,39,0.7139,viable margin
S003,Wetland System,D002,Repeated climate stress,40,0.7019,viable margin
S003,Wetland System,D002,Repeated climate stress,41,0.6898,viable margin
S003,Wetland System,D002,Repeated climate stress,42,0.6777,viable margin
S003,Wetland System,D002,Repeated climate stress,43,0.6657,viable margin
S003,Wetland System,D002,Repeated climate stress,44,0.6536,viable margin
S003,Wetland System,D002,Repeated climate stress,45,0.6415,viable margin
S003,Wetland System,D002,Repeated climate stress,46,0.6295,viable margin
S003,Wetland System,D002,Repeated climate stress,47,0.6174,viable margin
S003,Wetland System,D002,Repeated climate stress,48,0.5835,viable margin
S003,Wetland System,D002,Repeated climate stress,49,0.5714,viable margin
S003,Wetland System,D002,Repeated climate stress,50,0.5594,viable margin
S003,Wetland System,D002,Repeated climate stress,51,0.5473,viable margin
S003,Wetland System,D002,Repeated climate stress,52,0.5352,viable margin
S003,Wetland System,D002,Repeated climate stress,53,0.5232,viable margin
S003,Wetland System,D002,Repeated climate stress,54,0.5111,viable margin
S003,Wetland System,D002,Repeated climate stress,55,0.499,viable margin
S003,Wetland System,D002,Repeated climate stress,56,0.487,viable margin
S003,Wetland System,D002,Repeated climate stress,57,0.4749,viable margin
S003,Wetland System,D002,Repeated climate stress,58,0.4629,viable margin
S003,Wetland System,D002,Repeated climate stress,59,0.4508,viable margin
S003,Wetland System,D002,Repeated climate stress,60,0.4387,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,1,1.232,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,2,1.2141,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,3,1.1961,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,4,1.1781,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,5,1.1602,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,6,1.1422,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,7,1.1243,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,8,1.1063,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,9,1.0883,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,10,1.0704,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,11,1.0524,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,12,1.0084,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,13,0.9904,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,14,0.9724,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,15,0.9545,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,16,0.9365,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,17,0.9185,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,18,0.9006,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,19,0.8826,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,20,0.8647,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,21,0.8467,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,22,0.8287,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,23,0.8108,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,24,0.7667,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,25,0.7488,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,26,0.7308,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,27,0.7128,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,28,0.6949,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,29,0.6769,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,30,0.659,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,31,0.641,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,32,0.623,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,33,0.6051,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,34,0.5871,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,35,0.5691,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,36,0.5251,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,37,0.5071,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,38,0.4892,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,39,0.4712,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,40,0.4533,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,41,0.4353,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,42,0.4173,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,43,0.3994,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,44,0.3814,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,45,0.3634,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,46,0.3455,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,47,0.3275,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,48,0.2835,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,49,0.2655,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,50,0.2475,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,51,0.2296,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,52,0.2116,viable margin
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,53,0.1937,threshold risk
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,54,0.1757,threshold risk
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,55,0.1577,threshold risk
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,56,0.1398,threshold risk
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,57,0.1218,threshold risk
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,58,0.1038,threshold risk
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,59,0.0859,threshold risk
S003,Wetland System,D003,Compound infrastructure-ecosystem shock,60,0.0679,threshold risk
S003,Wetland System,D004,Slow threshold erosion,1,1.2411,viable margin
S003,Wetland System,D004,Slow threshold erosion,2,1.2322,viable margin
S003,Wetland System,D004,Slow threshold erosion,3,1.2234,viable margin
S003,Wetland System,D004,Slow threshold erosion,4,1.2145,viable margin
S003,Wetland System,D004,Slow threshold erosion,5,1.2056,viable margin
S003,Wetland System,D004,Slow threshold erosion,6,1.1967,viable margin
S003,Wetland System,D004,Slow threshold erosion,7,1.1878,viable margin
S003,Wetland System,D004,Slow threshold erosion,8,1.179,viable margin
S003,Wetland System,D004,Slow threshold erosion,9,1.1701,viable margin
S003,Wetland System,D004,Slow threshold erosion,10,1.1612,viable margin
S003,Wetland System,D004,Slow threshold erosion,11,1.1523,viable margin
S003,Wetland System,D004,Slow threshold erosion,12,1.128,viable margin
S003,Wetland System,D004,Slow threshold erosion,13,1.1191,viable margin
S003,Wetland System,D004,Slow threshold erosion,14,1.1102,viable margin
S003,Wetland System,D004,Slow threshold erosion,15,1.1013,viable margin
S003,Wetland System,D004,Slow threshold erosion,16,1.0924,viable margin
S003,Wetland System,D004,Slow threshold erosion,17,1.0836,viable margin
S003,Wetland System,D004,Slow threshold erosion,18,1.0747,viable margin
S003,Wetland System,D004,Slow threshold erosion,19,1.0658,viable margin
S003,Wetland System,D004,Slow threshold erosion,20,1.0569,viable margin
S003,Wetland System,D004,Slow threshold erosion,21,1.048,viable margin
S003,Wetland System,D004,Slow threshold erosion,22,1.0392,viable margin
S003,Wetland System,D004,Slow threshold erosion,23,1.0303,viable margin
S003,Wetland System,D004,Slow threshold erosion,24,1.0059,viable margin
S003,Wetland System,D004,Slow threshold erosion,25,0.997,viable margin
S003,Wetland System,D004,Slow threshold erosion,26,0.9882,viable margin
S003,Wetland System,D004,Slow threshold erosion,27,0.9793,viable margin
S003,Wetland System,D004,Slow threshold erosion,28,0.9704,viable margin
S003,Wetland System,D004,Slow threshold erosion,29,0.9615,viable margin
S003,Wetland System,D004,Slow threshold erosion,30,0.9526,viable margin
S003,Wetland System,D004,Slow threshold erosion,31,0.9438,viable margin
S003,Wetland System,D004,Slow threshold erosion,32,0.9349,viable margin
S003,Wetland System,D004,Slow threshold erosion,33,0.926,viable margin
S003,Wetland System,D004,Slow threshold erosion,34,0.9171,viable margin
S003,Wetland System,D004,Slow threshold erosion,35,0.9082,viable margin
S003,Wetland System,D004,Slow threshold erosion,36,0.8839,viable margin
S003,Wetland System,D004,Slow threshold erosion,37,0.875,viable margin
S003,Wetland System,D004,Slow threshold erosion,38,0.8661,viable margin
S003,Wetland System,D004,Slow threshold erosion,39,0.8572,viable margin
S003,Wetland System,D004,Slow threshold erosion,40,0.8484,viable margin
S003,Wetland System,D004,Slow threshold erosion,41,0.8395,viable margin
S003,Wetland System,D004,Slow threshold erosion,42,0.8306,viable margin
S003,Wetland System,D004,Slow threshold erosion,43,0.8217,viable margin
S003,Wetland System,D004,Slow threshold erosion,44,0.8128,viable margin
S003,Wetland System,D004,Slow threshold erosion,45,0.804,viable margin
S003,Wetland System,D004,Slow threshold erosion,46,0.7951,viable margin
S003,Wetland System,D004,Slow threshold erosion,47,0.7862,viable margin
S003,Wetland System,D004,Slow threshold erosion,48,0.7618,viable margin
S003,Wetland System,D004,Slow threshold erosion,49,0.7529,viable margin
S003,Wetland System,D004,Slow threshold erosion,50,0.7441,viable margin
S003,Wetland System,D004,Slow threshold erosion,51,0.7352,viable margin
S003,Wetland System,D004,Slow threshold erosion,52,0.7263,viable margin
S003,Wetland System,D004,Slow threshold erosion,53,0.7174,viable margin
S003,Wetland System,D004,Slow threshold erosion,54,0.7085,viable margin
S003,Wetland System,D004,Slow threshold erosion,55,0.6997,viable margin
S003,Wetland System,D004,Slow threshold erosion,56,0.6908,viable margin
S003,Wetland System,D004,Slow threshold erosion,57,0.6819,viable margin
S003,Wetland System,D004,Slow threshold erosion,58,0.673,viable margin
S003,Wetland System,D004,Slow threshold erosion,59,0.6642,viable margin
S003,Wetland System,D004,Slow threshold erosion,60,0.6553,viable margin
S004,Centralized Supply Chain,D001,Short operational outage,1,0.5907,viable margin
