simulation_id,framework_id,framework,rank,metric_value,winner
492,RM003,Scenario Stress-Test Framework,2,6.52009,Hybrid Structural and Dynamic Assessment
492,RM004,Participatory Resilience Assessment,3,6.1767,Hybrid Structural and Dynamic Assessment
492,RM002,Performance and Recovery Monitoring,4,5.83335,Hybrid Structural and Dynamic Assessment
492,RM001,Indicator Dashboard,5,5.65625,Hybrid Structural and Dynamic Assessment
493,RM005,Hybrid Structural and Dynamic Assessment,1,6.9033,Hybrid Structural and Dynamic Assessment
493,RM003,Scenario Stress-Test Framework,2,6.3571,Hybrid Structural and Dynamic Assessment
493,RM004,Participatory Resilience Assessment,3,6.13872,Hybrid Structural and Dynamic Assessment
493,RM002,Performance and Recovery Monitoring,4,5.77994,Hybrid Structural and Dynamic Assessment
493,RM001,Indicator Dashboard,5,5.55533,Hybrid Structural and Dynamic Assessment
494,RM005,Hybrid Structural and Dynamic Assessment,1,6.56672,Hybrid Structural and Dynamic Assessment
494,RM003,Scenario Stress-Test Framework,2,6.30388,Hybrid Structural and Dynamic Assessment
494,RM002,Performance and Recovery Monitoring,3,6.2283,Hybrid Structural and Dynamic Assessment
494,RM004,Participatory Resilience Assessment,4,6.13054,Hybrid Structural and Dynamic Assessment
494,RM001,Indicator Dashboard,5,5.44831,Hybrid Structural and Dynamic Assessment
495,RM005,Hybrid Structural and Dynamic Assessment,1,6.84886,Hybrid Structural and Dynamic Assessment
495,RM004,Participatory Resilience Assessment,2,6.45714,Hybrid Structural and Dynamic Assessment
495,RM003,Scenario Stress-Test Framework,3,6.20733,Hybrid Structural and Dynamic Assessment
495,RM002,Performance and Recovery Monitoring,4,6.04854,Hybrid Structural and Dynamic Assessment
495,RM001,Indicator Dashboard,5,5.28686,Hybrid Structural and Dynamic Assessment
496,RM005,Hybrid Structural and Dynamic Assessment,1,6.77388,Hybrid Structural and Dynamic Assessment
496,RM004,Participatory Resilience Assessment,2,6.60936,Hybrid Structural and Dynamic Assessment
496,RM003,Scenario Stress-Test Framework,3,6.0338,Hybrid Structural and Dynamic Assessment
496,RM002,Performance and Recovery Monitoring,4,5.82766,Hybrid Structural and Dynamic Assessment
496,RM001,Indicator Dashboard,5,5.23375,Hybrid Structural and Dynamic Assessment
497,RM005,Hybrid Structural and Dynamic Assessment,1,6.9555,Hybrid Structural and Dynamic Assessment
497,RM003,Scenario Stress-Test Framework,2,5.80629,Hybrid Structural and Dynamic Assessment
497,RM001,Indicator Dashboard,3,5.77511,Hybrid Structural and Dynamic Assessment
497,RM002,Performance and Recovery Monitoring,4,5.72004,Hybrid Structural and Dynamic Assessment
497,RM004,Participatory Resilience Assessment,5,5.64939,Hybrid Structural and Dynamic Assessment
498,RM005,Hybrid Structural and Dynamic Assessment,1,7.0327,Hybrid Structural and Dynamic Assessment
498,RM004,Participatory Resilience Assessment,2,6.0991,Hybrid Structural and Dynamic Assessment
498,RM003,Scenario Stress-Test Framework,3,5.9814,Hybrid Structural and Dynamic Assessment
498,RM002,Performance and Recovery Monitoring,4,5.58343,Hybrid Structural and Dynamic Assessment
498,RM001,Indicator Dashboard,5,5.46495,Hybrid Structural and Dynamic Assessment
499,RM005,Hybrid Structural and Dynamic Assessment,1,6.9097,Hybrid Structural and Dynamic Assessment
499,RM004,Participatory Resilience Assessment,2,6.1801,Hybrid Structural and Dynamic Assessment
499,RM003,Scenario Stress-Test Framework,3,6.0573,Hybrid Structural and Dynamic Assessment
499,RM001,Indicator Dashboard,4,6.05223,Hybrid Structural and Dynamic Assessment
499,RM002,Performance and Recovery Monitoring,5,5.85786,Hybrid Structural and Dynamic Assessment
500,RM005,Hybrid Structural and Dynamic Assessment,1,6.68458,Hybrid Structural and Dynamic Assessment
500,RM003,Scenario Stress-Test Framework,2,5.84475,Hybrid Structural and Dynamic Assessment
500,RM002,Performance and Recovery Monitoring,3,5.76452,Hybrid Structural and Dynamic Assessment
500,RM004,Participatory Resilience Assessment,4,5.75924,Hybrid Structural and Dynamic Assessment
500,RM001,Indicator Dashboard,5,5.65944,Hybrid Structural and Dynamic Assessment
501,RM005,Hybrid Structural and Dynamic Assessment,1,6.7551,Hybrid Structural and Dynamic Assessment
501,RM004,Participatory Resilience Assessment,2,6.47738,Hybrid Structural and Dynamic Assessment
501,RM003,Scenario Stress-Test Framework,3,6.26716,Hybrid Structural and Dynamic Assessment
501,RM002,Performance and Recovery Monitoring,4,5.8113,Hybrid Structural and Dynamic Assessment
501,RM001,Indicator Dashboard,5,5.36034,Hybrid Structural and Dynamic Assessment
502,RM005,Hybrid Structural and Dynamic Assessment,1,6.50861,Hybrid Structural and Dynamic Assessment
502,RM003,Scenario Stress-Test Framework,2,6.19243,Hybrid Structural and Dynamic Assessment
502,RM004,Participatory Resilience Assessment,3,5.9719,Hybrid Structural and Dynamic Assessment
502,RM001,Indicator Dashboard,4,5.84899,Hybrid Structural and Dynamic Assessment
502,RM002,Performance and Recovery Monitoring,5,5.70464,Hybrid Structural and Dynamic Assessment
503,RM005,Hybrid Structural and Dynamic Assessment,1,6.64298,Hybrid Structural and Dynamic Assessment
503,RM003,Scenario Stress-Test Framework,2,6.20833,Hybrid Structural and Dynamic Assessment
503,RM002,Performance and Recovery Monitoring,3,6.04157,Hybrid Structural and Dynamic Assessment
503,RM004,Participatory Resilience Assessment,4,5.91386,Hybrid Structural and Dynamic Assessment
503,RM001,Indicator Dashboard,5,5.6702,Hybrid Structural and Dynamic Assessment
504,RM005,Hybrid Structural and Dynamic Assessment,1,6.50035,Hybrid Structural and Dynamic Assessment
504,RM002,Performance and Recovery Monitoring,2,6.04935,Hybrid Structural and Dynamic Assessment
504,RM003,Scenario Stress-Test Framework,3,5.79642,Hybrid Structural and Dynamic Assessment
504,RM004,Participatory Resilience Assessment,4,5.73718,Hybrid Structural and Dynamic Assessment
504,RM001,Indicator Dashboard,5,5.65402,Hybrid Structural and Dynamic Assessment
505,RM005,Hybrid Structural and Dynamic Assessment,1,6.6783,Hybrid Structural and Dynamic Assessment
505,RM003,Scenario Stress-Test Framework,2,6.19501,Hybrid Structural and Dynamic Assessment
505,RM004,Participatory Resilience Assessment,3,5.81727,Hybrid Structural and Dynamic Assessment
505,RM002,Performance and Recovery Monitoring,4,5.76864,Hybrid Structural and Dynamic Assessment
505,RM001,Indicator Dashboard,5,5.63748,Hybrid Structural and Dynamic Assessment
506,RM005,Hybrid Structural and Dynamic Assessment,1,6.99206,Hybrid Structural and Dynamic Assessment
506,RM003,Scenario Stress-Test Framework,2,6.58584,Hybrid Structural and Dynamic Assessment
506,RM004,Participatory Resilience Assessment,3,6.07802,Hybrid Structural and Dynamic Assessment
506,RM002,Performance and Recovery Monitoring,4,5.69261,Hybrid Structural and Dynamic Assessment
506,RM001,Indicator Dashboard,5,5.19576,Hybrid Structural and Dynamic Assessment
507,RM005,Hybrid Structural and Dynamic Assessment,1,6.55893,Hybrid Structural and Dynamic Assessment
507,RM004,Participatory Resilience Assessment,2,6.07526,Hybrid Structural and Dynamic Assessment
507,RM003,Scenario Stress-Test Framework,3,6.04684,Hybrid Structural and Dynamic Assessment
507,RM002,Performance and Recovery Monitoring,4,5.67528,Hybrid Structural and Dynamic Assessment
507,RM001,Indicator Dashboard,5,5.55463,Hybrid Structural and Dynamic Assessment
508,RM005,Hybrid Structural and Dynamic Assessment,1,6.74593,Hybrid Structural and Dynamic Assessment
508,RM003,Scenario Stress-Test Framework,2,6.40198,Hybrid Structural and Dynamic Assessment
508,RM002,Performance and Recovery Monitoring,3,6.16977,Hybrid Structural and Dynamic Assessment
508,RM004,Participatory Resilience Assessment,4,5.92008,Hybrid Structural and Dynamic Assessment
508,RM001,Indicator Dashboard,5,5.58226,Hybrid Structural and Dynamic Assessment
509,RM005,Hybrid Structural and Dynamic Assessment,1,6.79999,Hybrid Structural and Dynamic Assessment
509,RM003,Scenario Stress-Test Framework,2,6.35226,Hybrid Structural and Dynamic Assessment
509,RM004,Participatory Resilience Assessment,3,6.12702,Hybrid Structural and Dynamic Assessment
509,RM002,Performance and Recovery Monitoring,4,5.89538,Hybrid Structural and Dynamic Assessment
509,RM001,Indicator Dashboard,5,5.2266,Hybrid Structural and Dynamic Assessment
510,RM005,Hybrid Structural and Dynamic Assessment,1,6.5879,Hybrid Structural and Dynamic Assessment
510,RM003,Scenario Stress-Test Framework,2,6.17631,Hybrid Structural and Dynamic Assessment
510,RM002,Performance and Recovery Monitoring,3,6.08999,Hybrid Structural and Dynamic Assessment
510,RM004,Participatory Resilience Assessment,4,6.06989,Hybrid Structural and Dynamic Assessment
510,RM001,Indicator Dashboard,5,5.81413,Hybrid Structural and Dynamic Assessment
511,RM005,Hybrid Structural and Dynamic Assessment,1,6.97923,Hybrid Structural and Dynamic Assessment
511,RM003,Scenario Stress-Test Framework,2,5.99654,Hybrid Structural and Dynamic Assessment
511,RM001,Indicator Dashboard,3,5.86874,Hybrid Structural and Dynamic Assessment
511,RM004,Participatory Resilience Assessment,4,5.67834,Hybrid Structural and Dynamic Assessment
511,RM002,Performance and Recovery Monitoring,5,5.62507,Hybrid Structural and Dynamic Assessment
512,RM005,Hybrid Structural and Dynamic Assessment,1,6.67542,Hybrid Structural and Dynamic Assessment
512,RM003,Scenario Stress-Test Framework,2,6.58359,Hybrid Structural and Dynamic Assessment
512,RM004,Participatory Resilience Assessment,3,6.19149,Hybrid Structural and Dynamic Assessment
512,RM001,Indicator Dashboard,4,5.80309,Hybrid Structural and Dynamic Assessment
512,RM002,Performance and Recovery Monitoring,5,5.60406,Hybrid Structural and Dynamic Assessment
513,RM005,Hybrid Structural and Dynamic Assessment,1,6.90414,Hybrid Structural and Dynamic Assessment
513,RM004,Participatory Resilience Assessment,2,6.64481,Hybrid Structural and Dynamic Assessment
513,RM003,Scenario Stress-Test Framework,3,6.26553,Hybrid Structural and Dynamic Assessment
513,RM002,Performance and Recovery Monitoring,4,5.64289,Hybrid Structural and Dynamic Assessment
513,RM001,Indicator Dashboard,5,5.53134,Hybrid Structural and Dynamic Assessment
514,RM005,Hybrid Structural and Dynamic Assessment,1,6.74229,Hybrid Structural and Dynamic Assessment
514,RM003,Scenario Stress-Test Framework,2,6.31193,Hybrid Structural and Dynamic Assessment
514,RM004,Participatory Resilience Assessment,3,5.90887,Hybrid Structural and Dynamic Assessment
514,RM002,Performance and Recovery Monitoring,4,5.54433,Hybrid Structural and Dynamic Assessment
514,RM001,Indicator Dashboard,5,5.14373,Hybrid Structural and Dynamic Assessment
515,RM005,Hybrid Structural and Dynamic Assessment,1,7.18862,Hybrid Structural and Dynamic Assessment
515,RM004,Participatory Resilience Assessment,2,6.44643,Hybrid Structural and Dynamic Assessment
515,RM003,Scenario Stress-Test Framework,3,6.21965,Hybrid Structural and Dynamic Assessment
515,RM002,Performance and Recovery Monitoring,4,6.08231,Hybrid Structural and Dynamic Assessment
515,RM001,Indicator Dashboard,5,5.83093,Hybrid Structural and Dynamic Assessment
516,RM005,Hybrid Structural and Dynamic Assessment,1,7.34869,Hybrid Structural and Dynamic Assessment
516,RM003,Scenario Stress-Test Framework,2,6.0303,Hybrid Structural and Dynamic Assessment
516,RM004,Participatory Resilience Assessment,3,5.86187,Hybrid Structural and Dynamic Assessment
516,RM002,Performance and Recovery Monitoring,4,5.81075,Hybrid Structural and Dynamic Assessment
516,RM001,Indicator Dashboard,5,5.72091,Hybrid Structural and Dynamic Assessment
517,RM005,Hybrid Structural and Dynamic Assessment,1,6.77543,Hybrid Structural and Dynamic Assessment
517,RM004,Participatory Resilience Assessment,2,6.07876,Hybrid Structural and Dynamic Assessment
517,RM002,Performance and Recovery Monitoring,3,5.95581,Hybrid Structural and Dynamic Assessment
517,RM003,Scenario Stress-Test Framework,4,5.92312,Hybrid Structural and Dynamic Assessment
517,RM001,Indicator Dashboard,5,5.4207,Hybrid Structural and Dynamic Assessment
518,RM005,Hybrid Structural and Dynamic Assessment,1,6.67689,Hybrid Structural and Dynamic Assessment
518,RM004,Participatory Resilience Assessment,2,6.46672,Hybrid Structural and Dynamic Assessment
518,RM002,Performance and Recovery Monitoring,3,6.04727,Hybrid Structural and Dynamic Assessment
518,RM003,Scenario Stress-Test Framework,4,5.62906,Hybrid Structural and Dynamic Assessment
518,RM001,Indicator Dashboard,5,5.48142,Hybrid Structural and Dynamic Assessment
519,RM005,Hybrid Structural and Dynamic Assessment,1,7.15126,Hybrid Structural and Dynamic Assessment
519,RM002,Performance and Recovery Monitoring,2,6.27339,Hybrid Structural and Dynamic Assessment
519,RM003,Scenario Stress-Test Framework,3,6.26663,Hybrid Structural and Dynamic Assessment
519,RM004,Participatory Resilience Assessment,4,6.16392,Hybrid Structural and Dynamic Assessment
519,RM001,Indicator Dashboard,5,5.3544,Hybrid Structural and Dynamic Assessment
520,RM005,Hybrid Structural and Dynamic Assessment,1,6.94075,Hybrid Structural and Dynamic Assessment
520,RM004,Participatory Resilience Assessment,2,6.27085,Hybrid Structural and Dynamic Assessment
520,RM003,Scenario Stress-Test Framework,3,5.84819,Hybrid Structural and Dynamic Assessment
520,RM002,Performance and Recovery Monitoring,4,5.65973,Hybrid Structural and Dynamic Assessment
520,RM001,Indicator Dashboard,5,5.27908,Hybrid Structural and Dynamic Assessment
521,RM005,Hybrid Structural and Dynamic Assessment,1,6.63266,Hybrid Structural and Dynamic Assessment
521,RM004,Participatory Resilience Assessment,2,6.15449,Hybrid Structural and Dynamic Assessment
521,RM002,Performance and Recovery Monitoring,3,5.97171,Hybrid Structural and Dynamic Assessment
521,RM003,Scenario Stress-Test Framework,4,5.93831,Hybrid Structural and Dynamic Assessment
521,RM001,Indicator Dashboard,5,5.6999,Hybrid Structural and Dynamic Assessment
522,RM005,Hybrid Structural and Dynamic Assessment,1,6.70417,Hybrid Structural and Dynamic Assessment
522,RM003,Scenario Stress-Test Framework,2,6.12075,Hybrid Structural and Dynamic Assessment
522,RM004,Participatory Resilience Assessment,3,5.62552,Hybrid Structural and Dynamic Assessment
522,RM002,Performance and Recovery Monitoring,4,5.60389,Hybrid Structural and Dynamic Assessment
522,RM001,Indicator Dashboard,5,5.34407,Hybrid Structural and Dynamic Assessment
523,RM005,Hybrid Structural and Dynamic Assessment,1,6.84447,Hybrid Structural and Dynamic Assessment
523,RM004,Participatory Resilience Assessment,2,6.45188,Hybrid Structural and Dynamic Assessment
523,RM003,Scenario Stress-Test Framework,3,6.44646,Hybrid Structural and Dynamic Assessment
523,RM002,Performance and Recovery Monitoring,4,5.79941,Hybrid Structural and Dynamic Assessment
523,RM001,Indicator Dashboard,5,5.68837,Hybrid Structural and Dynamic Assessment
524,RM005,Hybrid Structural and Dynamic Assessment,1,6.84895,Hybrid Structural and Dynamic Assessment
524,RM004,Participatory Resilience Assessment,2,6.56245,Hybrid Structural and Dynamic Assessment
524,RM003,Scenario Stress-Test Framework,3,6.02968,Hybrid Structural and Dynamic Assessment
524,RM002,Performance and Recovery Monitoring,4,5.81676,Hybrid Structural and Dynamic Assessment
524,RM001,Indicator Dashboard,5,5.11759,Hybrid Structural and Dynamic Assessment
525,RM005,Hybrid Structural and Dynamic Assessment,1,6.82084,Hybrid Structural and Dynamic Assessment
525,RM002,Performance and Recovery Monitoring,2,6.11611,Hybrid Structural and Dynamic Assessment
525,RM003,Scenario Stress-Test Framework,3,6.08077,Hybrid Structural and Dynamic Assessment
525,RM004,Participatory Resilience Assessment,4,5.91647,Hybrid Structural and Dynamic Assessment
525,RM001,Indicator Dashboard,5,5.58185,Hybrid Structural and Dynamic Assessment
526,RM005,Hybrid Structural and Dynamic Assessment,1,6.78307,Hybrid Structural and Dynamic Assessment
526,RM003,Scenario Stress-Test Framework,2,6.25499,Hybrid Structural and Dynamic Assessment
526,RM004,Participatory Resilience Assessment,3,6.14483,Hybrid Structural and Dynamic Assessment
526,RM002,Performance and Recovery Monitoring,4,5.60893,Hybrid Structural and Dynamic Assessment
526,RM001,Indicator Dashboard,5,5.4619,Hybrid Structural and Dynamic Assessment
527,RM005,Hybrid Structural and Dynamic Assessment,1,6.64748,Hybrid Structural and Dynamic Assessment
527,RM002,Performance and Recovery Monitoring,2,5.97683,Hybrid Structural and Dynamic Assessment
527,RM004,Participatory Resilience Assessment,3,5.97221,Hybrid Structural and Dynamic Assessment
527,RM003,Scenario Stress-Test Framework,4,5.81721,Hybrid Structural and Dynamic Assessment
527,RM001,Indicator Dashboard,5,5.34813,Hybrid Structural and Dynamic Assessment
528,RM005,Hybrid Structural and Dynamic Assessment,1,6.7346,Hybrid Structural and Dynamic Assessment
528,RM004,Participatory Resilience Assessment,2,6.27152,Hybrid Structural and Dynamic Assessment
528,RM002,Performance and Recovery Monitoring,3,5.87391,Hybrid Structural and Dynamic Assessment
528,RM003,Scenario Stress-Test Framework,4,5.80062,Hybrid Structural and Dynamic Assessment
528,RM001,Indicator Dashboard,5,5.62239,Hybrid Structural and Dynamic Assessment
529,RM005,Hybrid Structural and Dynamic Assessment,1,6.80572,Hybrid Structural and Dynamic Assessment
529,RM004,Participatory Resilience Assessment,2,6.17104,Hybrid Structural and Dynamic Assessment
529,RM003,Scenario Stress-Test Framework,3,6.00693,Hybrid Structural and Dynamic Assessment
529,RM002,Performance and Recovery Monitoring,4,5.87821,Hybrid Structural and Dynamic Assessment
529,RM001,Indicator Dashboard,5,5.2087,Hybrid Structural and Dynamic Assessment
530,RM005,Hybrid Structural and Dynamic Assessment,1,6.87837,Hybrid Structural and Dynamic Assessment
530,RM004,Participatory Resilience Assessment,2,6.33033,Hybrid Structural and Dynamic Assessment
530,RM003,Scenario Stress-Test Framework,3,6.29216,Hybrid Structural and Dynamic Assessment
530,RM002,Performance and Recovery Monitoring,4,5.91904,Hybrid Structural and Dynamic Assessment
530,RM001,Indicator Dashboard,5,5.41593,Hybrid Structural and Dynamic Assessment
531,RM005,Hybrid Structural and Dynamic Assessment,1,6.68828,Hybrid Structural and Dynamic Assessment
531,RM004,Participatory Resilience Assessment,2,6.01404,Hybrid Structural and Dynamic Assessment
531,RM001,Indicator Dashboard,3,6.00211,Hybrid Structural and Dynamic Assessment
531,RM003,Scenario Stress-Test Framework,4,5.93184,Hybrid Structural and Dynamic Assessment
531,RM002,Performance and Recovery Monitoring,5,5.70184,Hybrid Structural and Dynamic Assessment
532,RM005,Hybrid Structural and Dynamic Assessment,1,6.48855,Hybrid Structural and Dynamic Assessment
532,RM004,Participatory Resilience Assessment,2,6.16735,Hybrid Structural and Dynamic Assessment
532,RM002,Performance and Recovery Monitoring,3,6.11997,Hybrid Structural and Dynamic Assessment
532,RM003,Scenario Stress-Test Framework,4,5.67782,Hybrid Structural and Dynamic Assessment
532,RM001,Indicator Dashboard,5,5.47947,Hybrid Structural and Dynamic Assessment
533,RM005,Hybrid Structural and Dynamic Assessment,1,6.9525,Hybrid Structural and Dynamic Assessment
533,RM003,Scenario Stress-Test Framework,2,6.26886,Hybrid Structural and Dynamic Assessment
533,RM004,Participatory Resilience Assessment,3,6.17977,Hybrid Structural and Dynamic Assessment
533,RM002,Performance and Recovery Monitoring,4,5.78606,Hybrid Structural and Dynamic Assessment
533,RM001,Indicator Dashboard,5,5.60138,Hybrid Structural and Dynamic Assessment
534,RM005,Hybrid Structural and Dynamic Assessment,1,6.85164,Hybrid Structural and Dynamic Assessment
534,RM003,Scenario Stress-Test Framework,2,6.05005,Hybrid Structural and Dynamic Assessment
534,RM002,Performance and Recovery Monitoring,3,5.76492,Hybrid Structural and Dynamic Assessment
534,RM004,Participatory Resilience Assessment,4,5.692,Hybrid Structural and Dynamic Assessment
534,RM001,Indicator Dashboard,5,5.5852,Hybrid Structural and Dynamic Assessment
535,RM005,Hybrid Structural and Dynamic Assessment,1,7.04595,Hybrid Structural and Dynamic Assessment
535,RM004,Participatory Resilience Assessment,2,6.00188,Hybrid Structural and Dynamic Assessment
535,RM003,Scenario Stress-Test Framework,3,5.91129,Hybrid Structural and Dynamic Assessment
535,RM002,Performance and Recovery Monitoring,4,5.73028,Hybrid Structural and Dynamic Assessment
535,RM001,Indicator Dashboard,5,5.45279,Hybrid Structural and Dynamic Assessment
536,RM005,Hybrid Structural and Dynamic Assessment,1,6.87321,Hybrid Structural and Dynamic Assessment
536,RM003,Scenario Stress-Test Framework,2,6.38522,Hybrid Structural and Dynamic Assessment
536,RM002,Performance and Recovery Monitoring,3,5.82862,Hybrid Structural and Dynamic Assessment
536,RM001,Indicator Dashboard,4,5.7034,Hybrid Structural and Dynamic Assessment
536,RM004,Participatory Resilience Assessment,5,5.69422,Hybrid Structural and Dynamic Assessment
537,RM005,Hybrid Structural and Dynamic Assessment,1,6.71027,Hybrid Structural and Dynamic Assessment
537,RM003,Scenario Stress-Test Framework,2,6.07789,Hybrid Structural and Dynamic Assessment
537,RM002,Performance and Recovery Monitoring,3,6.0052,Hybrid Structural and Dynamic Assessment
537,RM004,Participatory Resilience Assessment,4,5.61877,Hybrid Structural and Dynamic Assessment
537,RM001,Indicator Dashboard,5,5.42781,Hybrid Structural and Dynamic Assessment
538,RM005,Hybrid Structural and Dynamic Assessment,1,6.55319,Hybrid Structural and Dynamic Assessment
538,RM004,Participatory Resilience Assessment,2,6.10556,Hybrid Structural and Dynamic Assessment
538,RM003,Scenario Stress-Test Framework,3,5.94423,Hybrid Structural and Dynamic Assessment
538,RM001,Indicator Dashboard,4,5.80784,Hybrid Structural and Dynamic Assessment
538,RM002,Performance and Recovery Monitoring,5,5.23329,Hybrid Structural and Dynamic Assessment
539,RM005,Hybrid Structural and Dynamic Assessment,1,6.95607,Hybrid Structural and Dynamic Assessment
539,RM003,Scenario Stress-Test Framework,2,6.20538,Hybrid Structural and Dynamic Assessment
539,RM002,Performance and Recovery Monitoring,3,5.92652,Hybrid Structural and Dynamic Assessment
539,RM004,Participatory Resilience Assessment,4,5.74464,Hybrid Structural and Dynamic Assessment
539,RM001,Indicator Dashboard,5,5.44847,Hybrid Structural and Dynamic Assessment
540,RM005,Hybrid Structural and Dynamic Assessment,1,7.22376,Hybrid Structural and Dynamic Assessment
540,RM003,Scenario Stress-Test Framework,2,6.57173,Hybrid Structural and Dynamic Assessment
540,RM004,Participatory Resilience Assessment,3,6.01904,Hybrid Structural and Dynamic Assessment
540,RM001,Indicator Dashboard,4,5.64313,Hybrid Structural and Dynamic Assessment
540,RM002,Performance and Recovery Monitoring,5,5.52998,Hybrid Structural and Dynamic Assessment
541,RM005,Hybrid Structural and Dynamic Assessment,1,6.83609,Hybrid Structural and Dynamic Assessment
541,RM003,Scenario Stress-Test Framework,2,6.10975,Hybrid Structural and Dynamic Assessment
541,RM004,Participatory Resilience Assessment,3,6.03114,Hybrid Structural and Dynamic Assessment
541,RM002,Performance and Recovery Monitoring,4,5.86554,Hybrid Structural and Dynamic Assessment
541,RM001,Indicator Dashboard,5,5.47762,Hybrid Structural and Dynamic Assessment
542,RM005,Hybrid Structural and Dynamic Assessment,1,7.02131,Hybrid Structural and Dynamic Assessment
542,RM003,Scenario Stress-Test Framework,2,6.28033,Hybrid Structural and Dynamic Assessment
542,RM004,Participatory Resilience Assessment,3,6.20707,Hybrid Structural and Dynamic Assessment
542,RM002,Performance and Recovery Monitoring,4,5.94922,Hybrid Structural and Dynamic Assessment
542,RM001,Indicator Dashboard,5,5.7204,Hybrid Structural and Dynamic Assessment
543,RM005,Hybrid Structural and Dynamic Assessment,1,7.00926,Hybrid Structural and Dynamic Assessment
543,RM004,Participatory Resilience Assessment,2,6.38176,Hybrid Structural and Dynamic Assessment
543,RM003,Scenario Stress-Test Framework,3,6.00297,Hybrid Structural and Dynamic Assessment
543,RM002,Performance and Recovery Monitoring,4,5.75759,Hybrid Structural and Dynamic Assessment
543,RM001,Indicator Dashboard,5,5.54244,Hybrid Structural and Dynamic Assessment
544,RM005,Hybrid Structural and Dynamic Assessment,1,6.72953,Hybrid Structural and Dynamic Assessment
544,RM004,Participatory Resilience Assessment,2,6.15713,Hybrid Structural and Dynamic Assessment
544,RM003,Scenario Stress-Test Framework,3,5.84983,Hybrid Structural and Dynamic Assessment
544,RM001,Indicator Dashboard,4,5.82315,Hybrid Structural and Dynamic Assessment
544,RM002,Performance and Recovery Monitoring,5,5.62038,Hybrid Structural and Dynamic Assessment
545,RM005,Hybrid Structural and Dynamic Assessment,1,6.83925,Hybrid Structural and Dynamic Assessment
545,RM002,Performance and Recovery Monitoring,2,6.01491,Hybrid Structural and Dynamic Assessment
545,RM003,Scenario Stress-Test Framework,3,5.83288,Hybrid Structural and Dynamic Assessment
545,RM004,Participatory Resilience Assessment,4,5.75657,Hybrid Structural and Dynamic Assessment
545,RM001,Indicator Dashboard,5,5.38444,Hybrid Structural and Dynamic Assessment
546,RM005,Hybrid Structural and Dynamic Assessment,1,6.61496,Hybrid Structural and Dynamic Assessment
546,RM003,Scenario Stress-Test Framework,2,6.24302,Hybrid Structural and Dynamic Assessment
546,RM004,Participatory Resilience Assessment,3,6.1404,Hybrid Structural and Dynamic Assessment
546,RM002,Performance and Recovery Monitoring,4,5.70891,Hybrid Structural and Dynamic Assessment
546,RM001,Indicator Dashboard,5,5.30751,Hybrid Structural and Dynamic Assessment
547,RM005,Hybrid Structural and Dynamic Assessment,1,7.05604,Hybrid Structural and Dynamic Assessment
547,RM004,Participatory Resilience Assessment,2,6.17818,Hybrid Structural and Dynamic Assessment
547,RM001,Indicator Dashboard,3,5.78078,Hybrid Structural and Dynamic Assessment
547,RM003,Scenario Stress-Test Framework,4,5.6771,Hybrid Structural and Dynamic Assessment
547,RM002,Performance and Recovery Monitoring,5,5.56049,Hybrid Structural and Dynamic Assessment
548,RM005,Hybrid Structural and Dynamic Assessment,1,6.65711,Hybrid Structural and Dynamic Assessment
548,RM002,Performance and Recovery Monitoring,2,6.24193,Hybrid Structural and Dynamic Assessment
548,RM003,Scenario Stress-Test Framework,3,6.13603,Hybrid Structural and Dynamic Assessment
548,RM004,Participatory Resilience Assessment,4,6.11012,Hybrid Structural and Dynamic Assessment
548,RM001,Indicator Dashboard,5,5.5436,Hybrid Structural and Dynamic Assessment
549,RM005,Hybrid Structural and Dynamic Assessment,1,6.97307,Hybrid Structural and Dynamic Assessment
549,RM003,Scenario Stress-Test Framework,2,6.49515,Hybrid Structural and Dynamic Assessment
549,RM004,Participatory Resilience Assessment,3,6.00463,Hybrid Structural and Dynamic Assessment
549,RM001,Indicator Dashboard,4,5.79766,Hybrid Structural and Dynamic Assessment
549,RM002,Performance and Recovery Monitoring,5,5.77837,Hybrid Structural and Dynamic Assessment
550,RM005,Hybrid Structural and Dynamic Assessment,1,6.50849,Hybrid Structural and Dynamic Assessment
550,RM003,Scenario Stress-Test Framework,2,6.2565,Hybrid Structural and Dynamic Assessment
550,RM004,Participatory Resilience Assessment,3,6.22731,Hybrid Structural and Dynamic Assessment
550,RM001,Indicator Dashboard,4,5.8225,Hybrid Structural and Dynamic Assessment
550,RM002,Performance and Recovery Monitoring,5,5.79276,Hybrid Structural and Dynamic Assessment
551,RM005,Hybrid Structural and Dynamic Assessment,1,6.77931,Hybrid Structural and Dynamic Assessment
551,RM002,Performance and Recovery Monitoring,2,6.16302,Hybrid Structural and Dynamic Assessment
551,RM004,Participatory Resilience Assessment,3,6.01762,Hybrid Structural and Dynamic Assessment
551,RM003,Scenario Stress-Test Framework,4,5.75182,Hybrid Structural and Dynamic Assessment
551,RM001,Indicator Dashboard,5,5.55392,Hybrid Structural and Dynamic Assessment
552,RM005,Hybrid Structural and Dynamic Assessment,1,6.98525,Hybrid Structural and Dynamic Assessment
552,RM004,Participatory Resilience Assessment,2,6.21996,Hybrid Structural and Dynamic Assessment
552,RM003,Scenario Stress-Test Framework,3,6.0023,Hybrid Structural and Dynamic Assessment
552,RM002,Performance and Recovery Monitoring,4,5.92542,Hybrid Structural and Dynamic Assessment
