dynamic_id,pathway,time,shock,climate_pressure,exposure,institutional_capacity,social_protection,ecological_repair,governance_legitimacy,trust,burden_shift,lock_in_risk,transformation_capacity,justice_gap,justice_adjusted_resilience
JTD003,Retreat without support,46,0.03132,0.46383,0.0,1.0,1.0,1.0,0.4,0.6486,0.74,0.0,0.78757,0.0,0.89279
JTD003,Retreat without support,47,0.03431,0.47058,0.0,1.0,1.0,1.0,0.4,0.66317,0.74,0.0,0.78889,0.0,0.89544
JTD003,Retreat without support,48,0.03528,0.47682,0.0,1.0,1.0,1.0,0.4,0.67771,0.74,0.0,0.79019,0.0,0.89808
JTD003,Retreat without support,49,0.03563,0.48291,0.0,1.0,1.0,1.0,0.4,0.69225,0.74,0.0,0.7915,0.0,0.90072
JTD003,Retreat without support,50,0.04554,0.49138,0.0,1.0,1.0,1.0,0.4,0.70648,0.74,0.0,0.79278,0.0,0.9033
JTD003,Retreat without support,51,0.04009,0.49602,0.0,1.0,1.0,1.0,0.4,0.72088,0.74,0.0,0.79408,0.0,0.90592
JTD003,Retreat without support,52,0.03092,0.49973,0.0,1.0,1.0,1.0,0.4,0.73555,0.74,0.0,0.7954,0.0,0.90858
JTD003,Retreat without support,53,0.03365,0.50641,0.0,1.0,1.0,1.0,0.4,0.75014,0.74,0.0,0.79671,0.0,0.91123
JTD003,Retreat without support,54,0.03838,0.51359,0.0,1.0,1.0,1.0,0.4,0.76459,0.74,0.0,0.79801,0.0,0.91386
JTD003,Retreat without support,55,0.04421,0.52105,0.0,1.0,1.0,1.0,0.4,0.77886,0.74,0.0,0.7993,0.0,0.91645
JTD003,Retreat without support,56,0.3,0.591,0.0,1.0,1.0,1.0,0.4,0.78546,0.74,0.0,0.79989,0.0,0.91765
JTD003,Retreat without support,57,0.0396,0.5319,0.0,1.0,1.0,1.0,0.4,0.79987,0.74,0.0,0.80119,0.0,0.92027
JTD003,Retreat without support,58,0.04615,0.53954,0.0,1.0,1.0,1.0,0.4,0.81409,0.74,0.0,0.80247,0.0,0.92285
JTD003,Retreat without support,59,0.04893,0.54623,0.0,1.0,1.0,1.0,0.4,0.82822,0.74,0.0,0.80374,0.0,0.92541
JTD003,Retreat without support,60,0.04899,0.55225,0.0,1.0,1.0,1.0,0.4,0.84235,0.74,0.0,0.80501,0.0,0.92798
JTD003,Retreat without support,61,0.04983,0.55846,0.0,1.0,1.0,1.0,0.4,0.85646,0.74,0.0,0.80628,0.0,0.93054
JTD003,Retreat without support,62,0.04839,0.5641,0.0,1.0,1.0,1.0,0.4,0.87061,0.74,0.0,0.80755,0.0,0.93311
JTD003,Retreat without support,63,0.04972,0.57043,0.0,1.0,1.0,1.0,0.4,0.88471,0.74,0.0,0.80882,0.0,0.93567
JTD003,Retreat without support,64,0.04433,0.57508,0.0,1.0,1.0,1.0,0.4,0.89898,0.74,0.0,0.81011,0.0,0.93826
JTD003,Retreat without support,65,0.04385,0.58096,0.0,1.0,1.0,1.0,0.4,0.91327,0.74,0.0,0.81139,0.0,0.94086
JTD003,Retreat without support,66,0.04167,0.58642,0.0,1.0,1.0,1.0,0.4,0.92762,0.74,0.0,0.81269,0.0,0.94346
JTD003,Retreat without support,67,0.03782,0.59146,0.0,1.0,1.0,1.0,0.4,0.94208,0.74,0.0,0.81399,0.0,0.94609
JTD003,Retreat without support,68,0.04674,0.59969,0.0,1.0,1.0,1.0,0.4,0.95628,0.74,0.0,0.81527,0.0,0.94867
JTD003,Retreat without support,69,0.03764,0.60341,0.0,1.0,1.0,1.0,0.4,0.97075,0.74,0.0,0.81657,0.0,0.9513
JTD003,Retreat without support,70,0.04811,0.61203,0.0,1.0,1.0,1.0,0.4,0.98491,0.74,0.0,0.81784,0.0,0.95387
JTD003,Retreat without support,71,0.03883,0.61571,0.0,1.0,1.0,1.0,0.4,0.99934,0.74,0.0,0.81914,0.0,0.95649
JTD004,Participatory retreat and restoration,0,0.03794,0.18948,0.59578,0.90046,0.90966,0.94857,0.88,0.56125,0.3,0.20413,0.86808,0.0,0.7688
JTD004,Participatory retreat and restoration,1,0.03171,0.19393,0.46461,0.96111,0.96187,0.99855,0.88,0.62477,0.3,0.12599,0.89976,0.0,0.83114
JTD004,Participatory retreat and restoration,2,0.04168,0.20242,0.32652,1.0,1.0,1.0,0.88,0.68952,0.3,0.04673,0.91926,0.0,0.88056
JTD004,Participatory retreat and restoration,3,0.03265,0.20616,0.18457,1.0,1.0,1.0,0.88,0.75454,0.3,0.0,0.92511,0.0,0.91691
JTD004,Participatory retreat and restoration,4,0.03964,0.21391,0.04152,1.0,1.0,1.0,0.88,0.81935,0.3,0.0,0.93094,0.0,0.94871
JTD004,Participatory retreat and restoration,5,0.03664,0.21916,0.0,1.0,1.0,1.0,0.88,0.88425,0.3,0.0,0.93678,0.0,0.96631
JTD004,Participatory retreat and restoration,6,0.04393,0.22698,0.0,1.0,1.0,1.0,0.88,0.94894,0.3,0.0,0.9426,0.0,0.97805
JTD004,Participatory retreat and restoration,7,0.03316,0.23029,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,8,0.04935,0.24034,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,9,0.03145,0.24186,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,10,0.03136,0.24784,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,11,0.04349,0.25687,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,12,0.28,0.322,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,13,0.04723,0.26981,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,14,0.04649,0.27562,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,15,0.03303,0.27826,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,16,0.03396,0.28449,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,17,0.03588,0.29097,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,18,0.03474,0.29669,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,19,0.03341,0.30235,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,20,0.03609,0.30902,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,21,0.03755,0.31539,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,22,0.03647,0.32112,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,23,0.04615,0.32954,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,24,0.04668,0.33567,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,25,0.31,0.4075,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,26,0.04044,0.34611,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,27,0.0446,0.35315,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,28,0.0307,0.35568,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,29,0.04889,0.36622,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,30,0.04134,0.37033,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,31,0.03896,0.37574,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,32,0.03809,0.38152,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,33,0.04805,0.39001,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,34,0.04058,0.39415,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,35,0.03878,0.3997,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,36,0.04906,0.40827,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,37,0.03367,0.41042,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,38,0.03929,0.41782,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,39,0.34,0.499,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,40,0.04677,0.43169,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,41,0.04557,0.43739,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,42,0.04705,0.44376,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,43,0.03295,0.44624,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,44,0.04346,0.45487,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,45,0.04011,0.46003,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,46,0.04997,0.46849,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,47,0.0495,0.47438,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,48,0.0379,0.47748,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,49,0.04617,0.48554,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,50,0.03726,0.48932,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,51,0.03815,0.49554,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,52,0.04438,0.5031,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,53,0.04766,0.50991,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,54,0.04565,0.51541,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,55,0.03386,0.51846,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,56,0.3,0.591,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,57,0.04887,0.53422,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,58,0.04074,0.53819,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,59,0.04157,0.54439,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,60,0.04405,0.55101,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,61,0.04886,0.55822,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,62,0.04454,0.56313,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,63,0.04233,0.56858,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,64,0.03911,0.57378,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,65,0.04378,0.58095,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,66,0.04467,0.58717,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,67,0.0413,0.59233,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,68,0.04932,0.60033,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,69,0.03736,0.60334,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,70,0.04793,0.61198,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD004,Participatory retreat and restoration,71,0.04995,0.61849,0.0,1.0,1.0,1.0,0.88,1.0,0.3,0.0,0.9472,0.0,0.98733
JTD005,Green investment without housing protection,0,0.03869,0.18967,0.54779,0.59904,0.44859,0.81753,0.42,0.49698,0.68,0.4902,0.60833,0.28326,0.51106
JTD005,Green investment without housing protection,1,0.04449,0.19712,0.45094,0.6379,0.45861,0.85585,0.42,0.49419,0.68,0.43919,0.62195,0.24984,0.54793
JTD005,Green investment without housing protection,2,0.04072,0.20218,0.34929,0.67688,0.47028,0.89502,0.42,0.49198,0.68,0.38671,0.636,0.21482,0.58657
JTD005,Green investment without housing protection,3,0.03994,0.20798,0.24279,0.71588,0.48351,0.93502,0.42,0.49032,0.68,0.33286,0.65044,0.17821,0.62697
JTD005,Green investment without housing protection,4,0.04657,0.21564,0.13141,0.75469,0.49817,0.97579,0.42,0.48905,0.68,0.27781,0.66517,0.14009,0.66901
JTD005,Green investment without housing protection,5,0.0345,0.21863,0.01491,0.79385,0.51463,1.0,0.42,0.4888,0.68,0.22108,0.67836,0.10021,0.70941
JTD005,Green investment without housing protection,6,0.04951,0.22838,0.0,0.83257,0.53234,1.0,0.42,0.48881,0.68,0.16338,0.68876,0.08019,0.72696
JTD005,Green investment without housing protection,7,0.04036,0.23209,0.0,0.87156,0.5518,1.0,0.42,0.48987,0.68,0.10409,0.69957,0.06246,0.7427
JTD005,Green investment without housing protection,8,0.03198,0.23599,0.0,0.9108,0.57299,1.0,0.42,0.49203,0.68,0.04321,0.71079,0.04403,0.75933
JTD005,Green investment without housing protection,9,0.04476,0.24519,0.0,0.94965,0.59548,1.0,0.42,0.49471,0.68,0.0,0.72218,0.02961,0.77374
JTD005,Green investment without housing protection,10,0.03457,0.24864,0.0,0.98882,0.61974,1.0,0.42,0.49866,0.68,0.0,0.734,0.02525,0.78245
JTD005,Green investment without housing protection,11,0.04946,0.25837,0.0,1.0,0.64415,1.0,0.42,0.50315,0.68,0.0,0.74031,0.02085,0.78995
JTD005,Green investment without housing protection,12,0.28,0.322,0.0,1.0,0.66395,1.0,0.42,0.5015,0.68,0.0,0.74313,0.01729,0.79465
JTD005,Green investment without housing protection,13,0.03406,0.26652,0.0,1.0,0.68867,1.0,0.42,0.50823,0.68,0.0,0.74744,0.01284,0.8021
JTD005,Green investment without housing protection,14,0.04926,0.27631,0.0,1.0,0.71309,1.0,0.42,0.51547,0.68,0.0,0.75176,0.00844,0.80956
JTD005,Green investment without housing protection,15,0.03644,0.27911,0.0,1.0,0.73776,1.0,0.42,0.52409,0.68,0.0,0.75623,0.004,0.81735
JTD005,Green investment without housing protection,16,0.04907,0.28827,0.0,1.0,0.76218,1.0,0.42,0.53331,0.68,0.0,0.76072,0.0,0.8251
JTD005,Green investment without housing protection,17,0.03012,0.28953,0.0,1.0,0.78698,1.0,0.42,0.54408,0.68,0.0,0.76541,0.0,0.83241
JTD005,Green investment without housing protection,18,0.03596,0.29699,0.0,1.0,0.81166,1.0,0.42,0.55567,0.68,0.0,0.77016,0.0,0.83984
JTD005,Green investment without housing protection,19,0.04253,0.30463,0.0,1.0,0.83621,1.0,0.42,0.56804,0.68,0.0,0.77495,0.0,0.84739
JTD005,Green investment without housing protection,20,0.03554,0.30889,0.0,1.0,0.8609,1.0,0.42,0.58161,0.68,0.0,0.77988,0.0,0.85519
JTD005,Green investment without housing protection,21,0.0367,0.31518,0.0,1.0,0.88556,1.0,0.42,0.59613,0.68,0.0,0.78489,0.0,0.86315
JTD005,Green investment without housing protection,22,0.03208,0.32002,0.0,1.0,0.91032,1.0,0.42,0.61178,0.68,0.0,0.79001,0.0,0.87134
JTD005,Green investment without housing protection,23,0.04211,0.32853,0.0,1.0,0.93488,1.0,0.42,0.62812,0.68,0.0,0.79516,0.0,0.87962
JTD005,Green investment without housing protection,24,0.04694,0.33573,0.0,1.0,0.95934,1.0,0.42,0.64528,0.68,0.0,0.80038,0.0,0.88802
JTD005,Green investment without housing protection,25,0.31,0.4075,0.0,1.0,0.97854,1.0,0.42,0.65532,0.68,0.0,0.80416,0.0,0.89399
JTD005,Green investment without housing protection,26,0.04345,0.34686,0.0,1.0,1.0,1.0,0.42,0.67422,0.68,0.0,0.80908,0.0,0.90205
JTD005,Green investment without housing protection,27,0.04065,0.35216,0.0,1.0,1.0,1.0,0.42,0.6932,0.68,0.0,0.81079,0.0,0.9055
JTD005,Green investment without housing protection,28,0.04398,0.359,0.0,1.0,1.0,1.0,0.42,0.71208,0.68,0.0,0.81249,0.0,0.90893
JTD005,Green investment without housing protection,29,0.04991,0.36648,0.0,1.0,1.0,1.0,0.42,0.73078,0.68,0.0,0.81417,0.0,0.91233
JTD005,Green investment without housing protection,30,0.04076,0.37019,0.0,1.0,1.0,1.0,0.42,0.74976,0.68,0.0,0.81588,0.0,0.91577
JTD005,Green investment without housing protection,31,0.03729,0.37532,0.0,1.0,1.0,1.0,0.42,0.76884,0.68,0.0,0.8176,0.0,0.91924
JTD005,Green investment without housing protection,32,0.03956,0.38189,0.0,1.0,1.0,1.0,0.42,0.78785,0.68,0.0,0.81931,0.0,0.92269
JTD005,Green investment without housing protection,33,0.04425,0.38906,0.0,1.0,1.0,1.0,0.42,0.80673,0.68,0.0,0.82101,0.0,0.92612
JTD005,Green investment without housing protection,34,0.04997,0.39649,0.0,1.0,1.0,1.0,0.42,0.82543,0.68,0.0,0.82269,0.0,0.92951
JTD005,Green investment without housing protection,35,0.04967,0.40242,0.0,1.0,1.0,1.0,0.42,0.84414,0.68,0.0,0.82437,0.0,0.93291
JTD005,Green investment without housing protection,36,0.03606,0.40502,0.0,1.0,1.0,1.0,0.42,0.86326,0.68,0.0,0.82609,0.0,0.93638
JTD005,Green investment without housing protection,37,0.0319,0.40997,0.0,1.0,1.0,1.0,0.42,0.8825,0.68,0.0,0.82782,0.0,0.93988
JTD005,Green investment without housing protection,38,0.04896,0.42024,0.0,1.0,1.0,1.0,0.42,0.90123,0.68,0.0,0.82951,0.0,0.94328
JTD005,Green investment without housing protection,39,0.34,0.499,0.0,1.0,1.0,1.0,0.42,0.91123,0.68,0.0,0.83041,0.0,0.9451
JTD005,Green investment without housing protection,40,0.04363,0.43091,0.0,1.0,1.0,1.0,0.42,0.93012,0.68,0.0,0.83211,0.0,0.94853
JTD005,Green investment without housing protection,41,0.03293,0.43423,0.0,1.0,1.0,1.0,0.42,0.94933,0.68,0.0,0.83384,0.0,0.95201
JTD005,Green investment without housing protection,42,0.04004,0.44201,0.0,1.0,1.0,1.0,0.42,0.96833,0.68,0.0,0.83555,0.0,0.95547
JTD005,Green investment without housing protection,43,0.04448,0.44912,0.0,1.0,1.0,1.0,0.42,0.9872,0.68,0.0,0.83725,0.0,0.95889
JTD005,Green investment without housing protection,44,0.04906,0.45626,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,45,0.03718,0.4593,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,46,0.0385,0.46562,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,47,0.04613,0.47353,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,48,0.04036,0.47809,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,49,0.03217,0.48204,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,50,0.03679,0.4892,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,51,0.03478,0.4947,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,52,0.04515,0.50329,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,53,0.04295,0.50874,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,54,0.03173,0.51193,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,55,0.04,0.52,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,56,0.3,0.591,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,57,0.04677,0.53369,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,58,0.04448,0.53912,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,59,0.04166,0.54441,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,60,0.03971,0.54993,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,61,0.04904,0.55826,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,62,0.03931,0.56183,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,63,0.03512,0.56678,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,64,0.03602,0.57301,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,65,0.03749,0.57937,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,66,0.03813,0.58553,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,67,0.03545,0.59086,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,68,0.03752,0.59738,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,69,0.04721,0.6058,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,70,0.03305,0.60826,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD005,Green investment without housing protection,71,0.03261,0.61415,0.0,1.0,1.0,1.0,0.42,1.0,0.68,0.0,0.8384,0.0,0.96122
JTD006,Climate retrofit with anti-displacement policy,0,0.03017,0.18754,0.5457,0.85869,0.94914,0.84618,0.86,0.56446,0.26,0.2268,0.83965,0.0,0.75591
JTD006,Climate retrofit with anti-displacement policy,1,0.0361,0.19503,0.42485,0.91721,1.0,0.89363,0.86,0.63078,0.26,0.1517,0.87065,0.0,0.81609
JTD006,Climate retrofit with anti-displacement policy,2,0.04472,0.20318,0.29736,0.97547,1.0,0.94234,0.86,0.69684,0.26,0.07478,0.89409,0.0,0.86659
JTD006,Climate retrofit with anti-displacement policy,3,0.04684,0.20971,0.16305,1.0,1.0,0.9915,0.86,0.76283,0.26,0.0,0.91083,0.0,0.9163
JTD006,Climate retrofit with anti-displacement policy,4,0.04792,0.21598,0.02332,1.0,1.0,1.0,0.86,0.82879,0.26,0.0,0.91779,0.0,0.94961
JTD006,Climate retrofit with anti-displacement policy,5,0.04944,0.22236,0.0,1.0,1.0,1.0,0.86,0.89471,0.26,0.0,0.92372,0.0,0.96485
JTD006,Climate retrofit with anti-displacement policy,6,0.0337,0.22442,0.0,1.0,1.0,1.0,0.86,0.9611,0.26,0.0,0.9297,0.0,0.9769
JTD006,Climate retrofit with anti-displacement policy,7,0.0352,0.2308,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,8,0.04054,0.23814,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,9,0.043,0.24475,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,10,0.03386,0.24847,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,11,0.04484,0.25721,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,12,0.28,0.322,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,13,0.04358,0.2689,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
JTD006,Climate retrofit with anti-displacement policy,14,0.04288,0.27472,0.0,1.0,1.0,1.0,0.86,1.0,0.26,0.0,0.9332,0.0,0.98397
