simulation_id,pathway_id,pathway,rank,adjusted_value,justice_gap
380,JTR003,Coastal Retreat Without Long-Term Support,8,2.49115,3.85421
380,JTR007,Digital Modernization Without Access Safeguards,9,1.16501,4.62775
380,JTR001,Technical Decarbonization Only,10,1.10386,4.56005
381,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.90899,0.81997
381,JTR002,Just Energy Transition with Worker Support,2,7.45992,0.81809
381,JTR004,Participatory Retreat and Wetland Restoration,3,7.04031,1.02956
381,JTR008,Public Digital Infrastructure with Community Oversight,4,7.02327,0.84362
381,JTR009,Ecosystem Restoration with Community Stewardship,5,6.83734,1.23505
381,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.79091,1.3883
381,JTR005,Green Infrastructure Without Housing Protection,7,3.13508,3.52054
381,JTR001,Technical Decarbonization Only,8,2.6228,3.70969
381,JTR007,Digital Modernization Without Access Safeguards,9,1.62197,4.20174
381,JTR003,Coastal Retreat Without Long-Term Support,10,1.60709,4.21602
382,JTR002,Just Energy Transition with Worker Support,1,7.30701,0.8649
382,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.23693,1.00304
382,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.23312,1.00511
382,JTR004,Participatory Retreat and Wetland Restoration,4,6.9692,1.27787
382,JTR008,Public Digital Infrastructure with Community Oversight,5,6.76906,1.08321
382,JTR009,Ecosystem Restoration with Community Stewardship,6,6.70738,1.37993
382,JTR005,Green Infrastructure Without Housing Protection,7,2.51408,3.7631
382,JTR001,Technical Decarbonization Only,8,1.60304,4.20932
382,JTR003,Coastal Retreat Without Long-Term Support,9,1.27073,4.39038
382,JTR007,Digital Modernization Without Access Safeguards,10,1.20462,4.71963
383,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.60608,0.9045
383,JTR004,Participatory Retreat and Wetland Restoration,2,7.52262,1.06784
383,JTR009,Ecosystem Restoration with Community Stewardship,3,7.45788,0.84832
383,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.126,1.26968
383,JTR008,Public Digital Infrastructure with Community Oversight,5,6.874,1.24441
383,JTR002,Just Energy Transition with Worker Support,6,6.72911,1.30997
383,JTR005,Green Infrastructure Without Housing Protection,7,2.85123,3.56337
383,JTR003,Coastal Retreat Without Long-Term Support,8,2.03413,4.18264
383,JTR001,Technical Decarbonization Only,9,1.57369,4.63627
383,JTR007,Digital Modernization Without Access Safeguards,10,0.77863,4.64067
384,JTR009,Ecosystem Restoration with Community Stewardship,1,7.43158,1.17696
384,JTR004,Participatory Retreat and Wetland Restoration,2,7.22702,1.20921
384,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.10309,0.86815
384,JTR002,Just Energy Transition with Worker Support,4,7.07104,1.11391
384,JTR006,Climate Retrofit with Anti-Displacement Policy,5,7.01899,1.15712
384,JTR008,Public Digital Infrastructure with Community Oversight,6,6.92497,1.23328
384,JTR005,Green Infrastructure Without Housing Protection,7,2.48108,3.68006
384,JTR001,Technical Decarbonization Only,8,2.25119,3.81667
384,JTR007,Digital Modernization Without Access Safeguards,9,1.3569,4.26323
384,JTR003,Coastal Retreat Without Long-Term Support,10,1.3012,4.4348
385,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.42601,0.88952
385,JTR009,Ecosystem Restoration with Community Stewardship,2,6.8051,1.26381
385,JTR008,Public Digital Infrastructure with Community Oversight,3,6.63032,1.27197
385,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.61566,1.4919
385,JTR002,Just Energy Transition with Worker Support,5,6.4762,1.60274
385,JTR004,Participatory Retreat and Wetland Restoration,6,6.23119,1.51748
385,JTR005,Green Infrastructure Without Housing Protection,7,2.9554,3.61468
385,JTR001,Technical Decarbonization Only,8,1.85701,4.26314
385,JTR003,Coastal Retreat Without Long-Term Support,9,1.84578,4.03413
385,JTR007,Digital Modernization Without Access Safeguards,10,1.20187,4.37204
386,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.31054,1.1007
386,JTR009,Ecosystem Restoration with Community Stewardship,2,7.25145,1.07701
386,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.18761,1.07849
386,JTR002,Just Energy Transition with Worker Support,4,6.86841,1.3318
386,JTR004,Participatory Retreat and Wetland Restoration,5,6.80077,1.38796
386,JTR008,Public Digital Infrastructure with Community Oversight,6,6.76542,1.29031
386,JTR001,Technical Decarbonization Only,7,2.60931,3.7985
386,JTR005,Green Infrastructure Without Housing Protection,8,2.06478,3.96429
386,JTR007,Digital Modernization Without Access Safeguards,9,1.55242,4.18148
386,JTR003,Coastal Retreat Without Long-Term Support,10,1.51552,4.54902
387,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.68688,0.78307
387,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.51072,0.76237
387,JTR004,Participatory Retreat and Wetland Restoration,3,7.50405,1.0055
387,JTR002,Just Energy Transition with Worker Support,4,7.36267,0.91938
387,JTR009,Ecosystem Restoration with Community Stewardship,5,7.26209,1.26091
387,JTR008,Public Digital Infrastructure with Community Oversight,6,7.23245,0.81066
387,JTR005,Green Infrastructure Without Housing Protection,7,3.43308,3.3676
387,JTR001,Technical Decarbonization Only,8,1.9684,4.16842
387,JTR007,Digital Modernization Without Access Safeguards,9,1.24866,4.42404
387,JTR003,Coastal Retreat Without Long-Term Support,10,1.07593,4.66095
388,JTR009,Ecosystem Restoration with Community Stewardship,1,7.30629,1.04854
388,JTR004,Participatory Retreat and Wetland Restoration,2,7.05202,1.23333
388,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.03716,1.22762
388,JTR002,Just Energy Transition with Worker Support,4,6.86725,1.16935
388,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.86173,1.27768
388,JTR008,Public Digital Infrastructure with Community Oversight,6,6.72493,1.27035
388,JTR005,Green Infrastructure Without Housing Protection,7,2.88092,3.48345
388,JTR001,Technical Decarbonization Only,8,2.21802,4.04346
388,JTR003,Coastal Retreat Without Long-Term Support,9,1.77957,4.32021
388,JTR007,Digital Modernization Without Access Safeguards,10,1.6933,4.04016
389,JTR009,Ecosystem Restoration with Community Stewardship,1,7.26536,1.1833
389,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.20319,0.95041
389,JTR002,Just Energy Transition with Worker Support,3,7.15075,0.87238
389,JTR008,Public Digital Infrastructure with Community Oversight,4,6.91877,0.96749
389,JTR004,Participatory Retreat and Wetland Restoration,5,6.83083,1.27686
389,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.76507,1.16589
389,JTR003,Coastal Retreat Without Long-Term Support,7,2.35762,4.02743
389,JTR005,Green Infrastructure Without Housing Protection,8,2.2275,3.94304
389,JTR001,Technical Decarbonization Only,9,1.71306,4.35534
389,JTR007,Digital Modernization Without Access Safeguards,10,1.13078,4.34064
390,JTR002,Just Energy Transition with Worker Support,1,7.40376,1.13783
390,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.35919,1.01585
390,JTR004,Participatory Retreat and Wetland Restoration,3,7.2253,1.04957
390,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.13939,1.09091
390,JTR009,Ecosystem Restoration with Community Stewardship,5,6.94213,1.3136
390,JTR008,Public Digital Infrastructure with Community Oversight,6,6.6418,1.34702
390,JTR007,Digital Modernization Without Access Safeguards,7,2.22616,3.99533
390,JTR003,Coastal Retreat Without Long-Term Support,8,1.91645,4.04342
390,JTR005,Green Infrastructure Without Housing Protection,9,1.49184,4.5221
390,JTR001,Technical Decarbonization Only,10,1.13647,4.35619
391,JTR004,Participatory Retreat and Wetland Restoration,1,7.4319,1.39467
391,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.32179,0.68208
391,JTR002,Just Energy Transition with Worker Support,3,7.13824,1.16113
391,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.13695,1.0078
391,JTR008,Public Digital Infrastructure with Community Oversight,5,7.13253,1.10082
391,JTR009,Ecosystem Restoration with Community Stewardship,6,6.32615,1.43192
391,JTR005,Green Infrastructure Without Housing Protection,7,2.56151,3.85423
391,JTR003,Coastal Retreat Without Long-Term Support,8,2.12923,3.92947
391,JTR001,Technical Decarbonization Only,9,1.945,3.95554
391,JTR007,Digital Modernization Without Access Safeguards,10,1.72607,4.08791
392,JTR004,Participatory Retreat and Wetland Restoration,1,7.27939,1.21105
392,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.26663,0.85339
392,JTR002,Just Energy Transition with Worker Support,3,7.09616,1.09605
392,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.00721,1.24712
392,JTR009,Ecosystem Restoration with Community Stewardship,5,6.93341,1.26996
392,JTR008,Public Digital Infrastructure with Community Oversight,6,6.63147,1.18675
392,JTR005,Green Infrastructure Without Housing Protection,7,3.37405,3.26491
392,JTR001,Technical Decarbonization Only,8,2.03096,3.964
392,JTR007,Digital Modernization Without Access Safeguards,9,1.97195,4.05848
392,JTR003,Coastal Retreat Without Long-Term Support,10,1.15484,4.48804
393,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.40686,1.13424
393,JTR004,Participatory Retreat and Wetland Restoration,2,7.39223,1.10054
393,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.30348,1.00749
393,JTR008,Public Digital Infrastructure with Community Oversight,4,7.08728,1.14291
393,JTR009,Ecosystem Restoration with Community Stewardship,5,6.94239,1.08153
393,JTR002,Just Energy Transition with Worker Support,6,6.28622,1.31227
393,JTR005,Green Infrastructure Without Housing Protection,7,2.7029,3.72065
393,JTR007,Digital Modernization Without Access Safeguards,8,1.66575,4.14298
393,JTR001,Technical Decarbonization Only,9,1.63586,4.40539
393,JTR003,Coastal Retreat Without Long-Term Support,10,1.11371,4.44551
394,JTR004,Participatory Retreat and Wetland Restoration,1,7.5073,0.99048
394,JTR002,Just Energy Transition with Worker Support,2,7.45534,0.99898
394,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.37763,0.90008
394,JTR009,Ecosystem Restoration with Community Stewardship,4,7.28906,1.01382
394,JTR010,Infrastructure Repair and Public Capacity Renewal,5,7.08598,1.22181
394,JTR008,Public Digital Infrastructure with Community Oversight,6,6.88539,1.13617
394,JTR005,Green Infrastructure Without Housing Protection,7,3.09613,3.38875
394,JTR001,Technical Decarbonization Only,8,2.2617,3.96157
394,JTR007,Digital Modernization Without Access Safeguards,9,1.69241,4.22914
394,JTR003,Coastal Retreat Without Long-Term Support,10,1.17005,4.49239
395,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.33159,0.97295
395,JTR009,Ecosystem Restoration with Community Stewardship,2,7.28554,1.32524
395,JTR004,Participatory Retreat and Wetland Restoration,3,7.23995,1.2461
395,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.23852,0.97913
395,JTR008,Public Digital Infrastructure with Community Oversight,5,6.76441,1.2333
395,JTR002,Just Energy Transition with Worker Support,6,6.58882,1.24309
395,JTR005,Green Infrastructure Without Housing Protection,7,2.67102,3.58749
395,JTR001,Technical Decarbonization Only,8,1.8362,4.36704
395,JTR007,Digital Modernization Without Access Safeguards,9,1.44388,4.00848
395,JTR003,Coastal Retreat Without Long-Term Support,10,0.46546,4.80925
396,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.65925,1.07894
396,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.36316,0.89003
396,JTR002,Just Energy Transition with Worker Support,3,7.19832,0.97552
396,JTR008,Public Digital Infrastructure with Community Oversight,4,6.87467,1.01594
396,JTR004,Participatory Retreat and Wetland Restoration,5,6.85088,1.19056
396,JTR009,Ecosystem Restoration with Community Stewardship,6,6.76401,1.25794
396,JTR005,Green Infrastructure Without Housing Protection,7,2.74738,3.74707
396,JTR001,Technical Decarbonization Only,8,2.59652,3.71255
396,JTR007,Digital Modernization Without Access Safeguards,9,2.26002,3.74966
396,JTR003,Coastal Retreat Without Long-Term Support,10,1.29856,4.81945
397,JTR004,Participatory Retreat and Wetland Restoration,1,7.76679,1.01497
397,JTR002,Just Energy Transition with Worker Support,2,7.5216,0.92988
397,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.43795,1.14556
397,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.4185,1.05364
397,JTR008,Public Digital Infrastructure with Community Oversight,5,6.95723,1.18102
397,JTR009,Ecosystem Restoration with Community Stewardship,6,6.47722,1.38446
397,JTR001,Technical Decarbonization Only,7,2.22396,3.81736
397,JTR005,Green Infrastructure Without Housing Protection,8,2.05471,4.05141
397,JTR003,Coastal Retreat Without Long-Term Support,9,1.76985,4.14732
397,JTR007,Digital Modernization Without Access Safeguards,10,1.24362,4.55839
398,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.38269,0.82599
398,JTR004,Participatory Retreat and Wetland Restoration,2,7.2742,1.18869
398,JTR002,Just Energy Transition with Worker Support,3,7.04151,1.1492
398,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.73907,1.21268
398,JTR008,Public Digital Infrastructure with Community Oversight,5,6.40435,1.22207
398,JTR009,Ecosystem Restoration with Community Stewardship,6,6.36576,1.80161
398,JTR005,Green Infrastructure Without Housing Protection,7,2.867,3.5328
398,JTR001,Technical Decarbonization Only,8,1.5343,4.35026
398,JTR007,Digital Modernization Without Access Safeguards,9,1.50876,4.18598
398,JTR003,Coastal Retreat Without Long-Term Support,10,1.40891,4.39767
399,JTR002,Just Energy Transition with Worker Support,1,7.50042,1.03156
399,JTR009,Ecosystem Restoration with Community Stewardship,2,7.17665,1.15653
399,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.03163,0.98199
399,JTR004,Participatory Retreat and Wetland Restoration,4,6.8738,1.25423
399,JTR008,Public Digital Infrastructure with Community Oversight,5,6.51573,1.07364
399,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.41996,1.50239
399,JTR005,Green Infrastructure Without Housing Protection,7,2.2679,3.81525
399,JTR001,Technical Decarbonization Only,8,1.84652,4.1504
399,JTR007,Digital Modernization Without Access Safeguards,9,1.61877,4.16013
399,JTR003,Coastal Retreat Without Long-Term Support,10,1.43523,4.36352
400,JTR008,Public Digital Infrastructure with Community Oversight,1,7.27961,0.74534
400,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.12583,0.93269
400,JTR002,Just Energy Transition with Worker Support,3,7.03513,1.02953
400,JTR009,Ecosystem Restoration with Community Stewardship,4,6.85334,1.18406
400,JTR004,Participatory Retreat and Wetland Restoration,5,6.52097,1.5843
400,JTR010,Infrastructure Repair and Public Capacity Renewal,6,5.88576,1.60365
400,JTR007,Digital Modernization Without Access Safeguards,7,2.75498,3.54215
400,JTR005,Green Infrastructure Without Housing Protection,8,2.62354,3.87857
400,JTR001,Technical Decarbonization Only,9,2.23155,4.02027
400,JTR003,Coastal Retreat Without Long-Term Support,10,2.06331,3.99333
401,JTR002,Just Energy Transition with Worker Support,1,7.35868,1.10191
401,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.33022,1.09313
401,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.12432,0.953
401,JTR008,Public Digital Infrastructure with Community Oversight,4,7.05043,1.11402
401,JTR004,Participatory Retreat and Wetland Restoration,5,6.72565,1.40167
401,JTR009,Ecosystem Restoration with Community Stewardship,6,5.9176,1.60892
401,JTR005,Green Infrastructure Without Housing Protection,7,3.35318,3.52191
401,JTR007,Digital Modernization Without Access Safeguards,8,1.71822,4.16725
401,JTR001,Technical Decarbonization Only,9,1.54709,4.63265
401,JTR003,Coastal Retreat Without Long-Term Support,10,1.28944,4.28738
402,JTR004,Participatory Retreat and Wetland Restoration,1,7.19204,1.04369
402,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.18774,1.1534
402,JTR009,Ecosystem Restoration with Community Stewardship,3,6.9452,1.4355
402,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.91658,1.33824
402,JTR008,Public Digital Infrastructure with Community Oversight,5,6.84059,1.22225
402,JTR002,Just Energy Transition with Worker Support,6,6.7518,1.25594
402,JTR005,Green Infrastructure Without Housing Protection,7,2.81223,3.73993
402,JTR001,Technical Decarbonization Only,8,2.12525,4.15556
402,JTR003,Coastal Retreat Without Long-Term Support,9,1.88637,4.11186
402,JTR007,Digital Modernization Without Access Safeguards,10,1.19106,4.35749
403,JTR002,Just Energy Transition with Worker Support,1,7.35349,0.8795
403,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.20642,1.17936
403,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.10214,0.99063
403,JTR009,Ecosystem Restoration with Community Stewardship,4,7.03378,1.03596
403,JTR008,Public Digital Infrastructure with Community Oversight,5,6.69367,1.19096
403,JTR004,Participatory Retreat and Wetland Restoration,6,6.6774,1.22158
403,JTR005,Green Infrastructure Without Housing Protection,7,2.91378,3.59659
403,JTR003,Coastal Retreat Without Long-Term Support,8,2.19867,3.95024
403,JTR007,Digital Modernization Without Access Safeguards,9,1.89581,3.90648
403,JTR001,Technical Decarbonization Only,10,1.67883,4.22333
404,JTR004,Participatory Retreat and Wetland Restoration,1,7.47307,0.9456
404,JTR002,Just Energy Transition with Worker Support,2,7.19352,1.20633
404,JTR009,Ecosystem Restoration with Community Stewardship,3,7.1682,1.22944
404,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.9439,1.24024
404,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.76423,0.96925
404,JTR008,Public Digital Infrastructure with Community Oversight,6,6.47842,1.34822
404,JTR001,Technical Decarbonization Only,7,2.14423,4.05634
404,JTR003,Coastal Retreat Without Long-Term Support,8,1.84088,4.08261
404,JTR007,Digital Modernization Without Access Safeguards,9,1.5975,4.21108
404,JTR005,Green Infrastructure Without Housing Protection,10,1.56719,4.40197
405,JTR009,Ecosystem Restoration with Community Stewardship,1,7.33596,1.14788
405,JTR008,Public Digital Infrastructure with Community Oversight,2,7.31305,0.85679
405,JTR002,Just Energy Transition with Worker Support,3,7.08122,1.13412
405,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.6706,1.33375
405,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.67045,1.13732
405,JTR004,Participatory Retreat and Wetland Restoration,6,6.60156,1.39893
405,JTR005,Green Infrastructure Without Housing Protection,7,3.19734,3.45498
405,JTR007,Digital Modernization Without Access Safeguards,8,2.38027,3.78479
405,JTR001,Technical Decarbonization Only,9,2.03159,4.18925
405,JTR003,Coastal Retreat Without Long-Term Support,10,1.30159,4.39839
406,JTR004,Participatory Retreat and Wetland Restoration,1,7.65722,1.01975
406,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.47422,0.79301
406,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.1069,1.05756
406,JTR002,Just Energy Transition with Worker Support,4,7.0009,0.868
406,JTR008,Public Digital Infrastructure with Community Oversight,5,6.91466,1.02824
406,JTR009,Ecosystem Restoration with Community Stewardship,6,6.63747,1.48426
406,JTR005,Green Infrastructure Without Housing Protection,7,2.64635,3.81937
406,JTR003,Coastal Retreat Without Long-Term Support,8,2.31622,3.94074
406,JTR001,Technical Decarbonization Only,9,2.04452,4.16118
406,JTR007,Digital Modernization Without Access Safeguards,10,1.76258,4.12722
407,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.62353,0.82606
407,JTR009,Ecosystem Restoration with Community Stewardship,2,7.47332,1.00241
407,JTR002,Just Energy Transition with Worker Support,3,7.38007,1.00431
407,JTR004,Participatory Retreat and Wetland Restoration,4,7.17653,1.07195
407,JTR006,Climate Retrofit with Anti-Displacement Policy,5,7.01621,1.18097
407,JTR008,Public Digital Infrastructure with Community Oversight,6,6.86402,1.01038
407,JTR005,Green Infrastructure Without Housing Protection,7,2.91569,3.5674
407,JTR001,Technical Decarbonization Only,8,1.73683,4.30931
407,JTR003,Coastal Retreat Without Long-Term Support,9,1.51793,4.34744
407,JTR007,Digital Modernization Without Access Safeguards,10,1.51141,4.31996
408,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.53628,0.90565
408,JTR004,Participatory Retreat and Wetland Restoration,2,7.39576,0.95174
408,JTR009,Ecosystem Restoration with Community Stewardship,3,7.32175,0.9561
408,JTR002,Just Energy Transition with Worker Support,4,7.08377,1.09198
408,JTR008,Public Digital Infrastructure with Community Oversight,5,6.95387,1.10113
408,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.75999,1.16626
408,JTR007,Digital Modernization Without Access Safeguards,7,2.72843,3.48434
408,JTR001,Technical Decarbonization Only,8,2.16562,4.18792
408,JTR005,Green Infrastructure Without Housing Protection,9,2.14069,3.89885
408,JTR003,Coastal Retreat Without Long-Term Support,10,1.16353,4.60053
409,JTR004,Participatory Retreat and Wetland Restoration,1,7.69029,0.93833
409,JTR002,Just Energy Transition with Worker Support,2,7.28579,0.92404
409,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.0346,1.00019
409,JTR009,Ecosystem Restoration with Community Stewardship,4,7.01702,1.0997
409,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.69448,1.20245
409,JTR008,Public Digital Infrastructure with Community Oversight,6,6.38431,1.20189
409,JTR007,Digital Modernization Without Access Safeguards,7,2.6298,3.70639
409,JTR005,Green Infrastructure Without Housing Protection,8,2.56148,3.87374
409,JTR001,Technical Decarbonization Only,9,1.86275,4.08327
409,JTR003,Coastal Retreat Without Long-Term Support,10,1.57036,4.18755
410,JTR004,Participatory Retreat and Wetland Restoration,1,7.53797,1.0774
410,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.23822,1.05281
410,JTR009,Ecosystem Restoration with Community Stewardship,3,7.19116,0.98191
410,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.11563,1.08747
410,JTR002,Just Energy Transition with Worker Support,5,6.93737,1.11143
410,JTR008,Public Digital Infrastructure with Community Oversight,6,6.76896,1.36546
410,JTR005,Green Infrastructure Without Housing Protection,7,2.21737,3.91274
410,JTR001,Technical Decarbonization Only,8,2.20606,4.16017
410,JTR007,Digital Modernization Without Access Safeguards,9,1.39742,4.10099
410,JTR003,Coastal Retreat Without Long-Term Support,10,0.98528,4.60805
411,JTR004,Participatory Retreat and Wetland Restoration,1,7.73782,0.93744
411,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.45763,0.95754
411,JTR002,Just Energy Transition with Worker Support,3,7.31271,0.8772
411,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.2189,1.158
411,JTR009,Ecosystem Restoration with Community Stewardship,5,6.98341,1.18247
411,JTR008,Public Digital Infrastructure with Community Oversight,6,6.84403,0.99695
411,JTR005,Green Infrastructure Without Housing Protection,7,3.37644,3.37398
411,JTR007,Digital Modernization Without Access Safeguards,8,2.09158,4.16715
411,JTR001,Technical Decarbonization Only,9,2.05332,3.95034
411,JTR003,Coastal Retreat Without Long-Term Support,10,0.93783,4.62849
412,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.64764,0.91632
412,JTR009,Ecosystem Restoration with Community Stewardship,2,7.30847,1.11916
412,JTR004,Participatory Retreat and Wetland Restoration,3,6.96994,1.23882
412,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.80965,1.09313
412,JTR002,Just Energy Transition with Worker Support,5,6.80672,1.27996
412,JTR008,Public Digital Infrastructure with Community Oversight,6,6.30149,1.44419
412,JTR005,Green Infrastructure Without Housing Protection,7,2.57759,3.91445
412,JTR001,Technical Decarbonization Only,8,2.35527,3.99305
412,JTR003,Coastal Retreat Without Long-Term Support,9,1.20491,4.42179
412,JTR007,Digital Modernization Without Access Safeguards,10,1.06871,4.52468
413,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.69509,0.80971
413,JTR009,Ecosystem Restoration with Community Stewardship,2,7.28985,1.07187
413,JTR004,Participatory Retreat and Wetland Restoration,3,7.0649,1.32007
413,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.89174,1.24338
413,JTR002,Just Energy Transition with Worker Support,5,6.87956,1.26062
413,JTR008,Public Digital Infrastructure with Community Oversight,6,6.72903,1.13941
413,JTR007,Digital Modernization Without Access Safeguards,7,2.19726,3.86143
413,JTR005,Green Infrastructure Without Housing Protection,8,2.08744,4.22936
413,JTR001,Technical Decarbonization Only,9,1.6234,4.39329
413,JTR003,Coastal Retreat Without Long-Term Support,10,1.28625,4.32034
414,JTR004,Participatory Retreat and Wetland Restoration,1,7.39213,1.00265
414,JTR009,Ecosystem Restoration with Community Stewardship,2,6.86695,1.10652
414,JTR006,Climate Retrofit with Anti-Displacement Policy,3,6.69501,1.32388
414,JTR008,Public Digital Infrastructure with Community Oversight,4,6.68714,1.08199
414,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.51711,1.20175
414,JTR002,Just Energy Transition with Worker Support,6,6.35771,1.29298
414,JTR005,Green Infrastructure Without Housing Protection,7,3.14397,3.53583
414,JTR001,Technical Decarbonization Only,8,2.07333,4.21229
414,JTR003,Coastal Retreat Without Long-Term Support,9,2.04132,4.23035
414,JTR007,Digital Modernization Without Access Safeguards,10,1.96178,3.89657
415,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.60664,0.78541
415,JTR002,Just Energy Transition with Worker Support,2,7.56957,0.85479
415,JTR009,Ecosystem Restoration with Community Stewardship,3,7.23115,1.09438
415,JTR004,Participatory Retreat and Wetland Restoration,4,7.07378,1.09327
415,JTR006,Climate Retrofit with Anti-Displacement Policy,5,7.04086,1.17541
415,JTR008,Public Digital Infrastructure with Community Oversight,6,6.90814,1.02984
415,JTR005,Green Infrastructure Without Housing Protection,7,2.1767,4.0979
415,JTR007,Digital Modernization Without Access Safeguards,8,1.68226,4.04368
415,JTR001,Technical Decarbonization Only,9,1.6727,4.44911
415,JTR003,Coastal Retreat Without Long-Term Support,10,1.44096,4.39897
416,JTR008,Public Digital Infrastructure with Community Oversight,1,7.51894,0.68145
416,JTR004,Participatory Retreat and Wetland Restoration,2,7.31797,1.18064
416,JTR002,Just Energy Transition with Worker Support,3,7.28062,0.86564
416,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.24059,1.05144
416,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.97133,1.23223
416,JTR009,Ecosystem Restoration with Community Stewardship,6,6.92256,1.2054
416,JTR005,Green Infrastructure Without Housing Protection,7,2.80346,3.77204
416,JTR007,Digital Modernization Without Access Safeguards,8,1.73549,4.23377
416,JTR001,Technical Decarbonization Only,9,1.73046,4.32079
416,JTR003,Coastal Retreat Without Long-Term Support,10,1.69548,4.33036
417,JTR002,Just Energy Transition with Worker Support,1,7.36196,0.80956
417,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.26466,1.09176
417,JTR004,Participatory Retreat and Wetland Restoration,3,7.1672,1.28667
417,JTR009,Ecosystem Restoration with Community Stewardship,4,7.0475,1.17874
417,JTR008,Public Digital Infrastructure with Community Oversight,5,6.46992,1.37304
417,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.29941,1.52208
417,JTR005,Green Infrastructure Without Housing Protection,7,2.77337,3.48449
417,JTR001,Technical Decarbonization Only,8,2.35209,3.83464
417,JTR007,Digital Modernization Without Access Safeguards,9,2.29998,3.73573
417,JTR003,Coastal Retreat Without Long-Term Support,10,1.4896,4.4264
418,JTR002,Just Energy Transition with Worker Support,1,7.41828,1.12282
418,JTR008,Public Digital Infrastructure with Community Oversight,2,7.36206,0.90873
418,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.31367,1.04076
418,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.97115,1.10358
418,JTR004,Participatory Retreat and Wetland Restoration,5,6.77634,1.46549
418,JTR009,Ecosystem Restoration with Community Stewardship,6,6.76283,1.107
418,JTR005,Green Infrastructure Without Housing Protection,7,2.3879,3.91035
418,JTR001,Technical Decarbonization Only,8,1.89187,4.3145
