pathway_id,pathway,time,shock,persistence,harm,lock_in,burden_shift,transformation_capacity,ecological_integrity,equity,maladaptive_risk,adaptive_resilience
MP004,Public Retrofit and Cooling Network,7,0.03033,0.62153,0.07232,0.2457,0.26,0.78,0.92682,1.0,0.04376,0.85423
MP004,Public Retrofit and Cooling Network,8,0.03333,0.60438,0.0275,0.22159,0.26,0.78,0.95733,1.0,0.02076,0.8727
MP004,Public Retrofit and Cooling Network,9,0.04791,0.58733,0.0,0.19727,0.26,0.78,0.98853,1.0,0.0026,0.8878
MP004,Public Retrofit and Cooling Network,10,0.03236,0.56917,0.0,0.17209,0.26,0.78,1.0,1.0,0.0,0.89208
MP004,Public Retrofit and Cooling Network,11,0.04311,0.55093,0.0,0.14658,0.26,0.78,1.0,1.0,0.0,0.89368
MP004,Public Retrofit and Cooling Network,12,0.28,0.54167,0.0,0.12553,0.26,0.78,1.0,1.0,0.0,0.89547
MP004,Public Retrofit and Cooling Network,13,0.04291,0.52249,0.0,0.09917,0.26,0.78,1.0,1.0,0.0,0.8971
MP004,Public Retrofit and Cooling Network,14,0.04725,0.50297,0.0,0.0723,0.26,0.78,1.0,1.0,0.0,0.89876
MP004,Public Retrofit and Cooling Network,15,0.04163,0.48268,0.0,0.04471,0.26,0.78,1.0,1.0,0.0,0.90045
MP004,Public Retrofit and Cooling Network,16,0.03782,0.46169,0.0,0.01642,0.26,0.78,1.0,1.0,0.0,0.90216
MP004,Public Retrofit and Cooling Network,17,0.03645,0.44007,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.90241
MP004,Public Retrofit and Cooling Network,18,0.04243,0.41837,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.90067
MP004,Public Retrofit and Cooling Network,19,0.04257,0.39667,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.89893
MP004,Public Retrofit and Cooling Network,20,0.03819,0.3748,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.89718
MP004,Public Retrofit and Cooling Network,21,0.03933,0.35297,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.89544
MP004,Public Retrofit and Cooling Network,22,0.04073,0.3312,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8937
MP004,Public Retrofit and Cooling Network,23,0.03517,0.30921,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.89194
MP004,Public Retrofit and Cooling Network,24,0.03359,0.28715,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.89017
MP004,Public Retrofit and Cooling Network,25,0.32,0.27655,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.88932
MP004,Public Retrofit and Cooling Network,26,0.03201,0.25443,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.88755
MP004,Public Retrofit and Cooling Network,27,0.04196,0.23271,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.88582
MP004,Public Retrofit and Cooling Network,28,0.04604,0.21115,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.88409
MP004,Public Retrofit and Cooling Network,29,0.04656,0.18961,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.88237
MP004,Public Retrofit and Cooling Network,30,0.03505,0.16762,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.88061
MP004,Public Retrofit and Cooling Network,31,0.0383,0.14575,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.87886
MP004,Public Retrofit and Cooling Network,32,0.04847,0.12429,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.87714
MP004,Public Retrofit and Cooling Network,33,0.037,0.10237,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.87539
MP004,Public Retrofit and Cooling Network,34,0.04983,0.08096,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.87368
MP004,Public Retrofit and Cooling Network,35,0.034,0.05892,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.87191
MP004,Public Retrofit and Cooling Network,36,0.04681,0.03739,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.87019
MP004,Public Retrofit and Cooling Network,37,0.03082,0.01522,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.86842
MP004,Public Retrofit and Cooling Network,38,0.04335,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,39,0.04611,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,40,0.34,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,41,0.04265,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,42,0.04828,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,43,0.04993,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,44,0.03359,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,45,0.04045,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,46,0.0308,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,47,0.03757,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,48,0.0329,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,49,0.03321,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,50,0.0425,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,51,0.03169,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,52,0.03308,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,53,0.0302,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,54,0.04627,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,55,0.3,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,56,0.03145,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,57,0.04242,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,58,0.04435,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,59,0.04261,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,60,0.04095,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,61,0.04069,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,62,0.04439,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,63,0.03621,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,64,0.04685,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,65,0.04388,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,66,0.04716,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,67,0.04781,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,68,0.04679,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP004,Public Retrofit and Cooling Network,69,0.04038,0.0,0.0,0.0,0.26,0.78,1.0,1.0,0.0,0.8672
MP005,Fossil Backup Lock-In,0,0.04756,0.8079,0.74107,0.78759,0.7,0.32,0.33427,0.41858,0.62228,0.25936
MP005,Fossil Backup Lock-In,1,0.03698,0.81553,0.76231,0.79519,0.7,0.32,0.32802,0.39673,0.63438,0.2481
MP005,Fossil Backup Lock-In,2,0.04581,0.82367,0.78424,0.80322,0.7,0.32,0.32121,0.37445,0.64695,0.23645
MP005,Fossil Backup Lock-In,3,0.04903,0.8321,0.80675,0.81156,0.7,0.32,0.31384,0.35171,0.65989,0.22443
MP005,Fossil Backup Lock-In,4,0.03624,0.84018,0.82945,0.81989,0.7,0.32,0.3059,0.32852,0.67282,0.21215
MP005,Fossil Backup Lock-In,5,0.04537,0.84879,0.85291,0.82867,0.7,0.32,0.29738,0.30487,0.68627,0.19944
MP005,Fossil Backup Lock-In,6,0.03669,0.85723,0.87671,0.83752,0.7,0.32,0.28826,0.28073,0.69983,0.18643
MP005,Fossil Backup Lock-In,7,0.03328,0.86571,0.901,0.84655,0.7,0.32,0.27854,0.25611,0.71362,0.17306
MP005,Fossil Backup Lock-In,8,0.03697,0.87452,0.92597,0.85593,0.7,0.32,0.26819,0.23099,0.72783,0.15928
MP005,Fossil Backup Lock-In,9,0.04502,0.88384,0.95179,0.86574,0.7,0.32,0.2572,0.20536,0.74258,0.14503
MP005,Fossil Backup Lock-In,10,0.03295,0.89287,0.97795,0.87559,0.7,0.32,0.24555,0.1792,0.7574,0.13045
MP005,Fossil Backup Lock-In,11,0.04319,0.90251,1.0,0.88593,0.7,0.32,0.23335,0.1526,0.7714,0.11645
MP005,Fossil Backup Lock-In,12,0.28,0.92183,1.0,0.90158,0.7,0.32,0.22115,0.126,0.7833,0.10646
MP005,Fossil Backup Lock-In,13,0.03338,0.9316,1.0,0.9126,0.7,0.32,0.20895,0.0994,0.79131,0.09688
MP005,Fossil Backup Lock-In,14,0.0386,0.94179,1.0,0.92402,0.7,0.32,0.19675,0.0728,0.79954,0.08724
MP005,Fossil Backup Lock-In,15,0.03773,0.95218,1.0,0.93574,0.7,0.32,0.18455,0.0462,0.8079,0.07757
MP005,Fossil Backup Lock-In,16,0.03921,0.96287,1.0,0.94781,0.7,0.32,0.17235,0.0196,0.81642,0.06785
MP005,Fossil Backup Lock-In,17,0.04762,0.97413,1.0,0.96039,0.7,0.32,0.16015,0.0,0.82452,0.05959
MP005,Fossil Backup Lock-In,18,0.04841,0.98567,1.0,0.97333,0.7,0.32,0.14795,0.0,0.83083,0.05551
MP005,Fossil Backup Lock-In,19,0.03454,0.99692,1.0,0.98633,0.7,0.32,0.13575,0.0,0.83707,0.05141
MP005,Fossil Backup Lock-In,20,0.04976,1.0,1.0,0.99972,0.7,0.32,0.12355,0.0,0.84094,0.04699
MP005,Fossil Backup Lock-In,21,0.04224,1.0,1.0,1.0,0.7,0.32,0.11135,0.0,0.841,0.04451
MP005,Fossil Backup Lock-In,22,0.04919,1.0,1.0,1.0,0.7,0.32,0.09915,0.0,0.841,0.04207
MP005,Fossil Backup Lock-In,23,0.04634,1.0,1.0,1.0,0.7,0.32,0.08695,0.0,0.841,0.03963
MP005,Fossil Backup Lock-In,24,0.04052,1.0,1.0,1.0,0.7,0.32,0.07475,0.0,0.841,0.03719
MP005,Fossil Backup Lock-In,25,0.32,1.0,1.0,1.0,0.7,0.32,0.06255,0.0,0.841,0.03475
MP005,Fossil Backup Lock-In,26,0.04859,1.0,1.0,1.0,0.7,0.32,0.05035,0.0,0.841,0.03231
MP005,Fossil Backup Lock-In,27,0.04998,1.0,1.0,1.0,0.7,0.32,0.03815,0.0,0.841,0.02987
MP005,Fossil Backup Lock-In,28,0.0425,1.0,1.0,1.0,0.7,0.32,0.02595,0.0,0.841,0.02743
MP005,Fossil Backup Lock-In,29,0.03233,1.0,1.0,1.0,0.7,0.32,0.01375,0.0,0.841,0.02499
MP005,Fossil Backup Lock-In,30,0.04646,1.0,1.0,1.0,0.7,0.32,0.00155,0.0,0.841,0.02255
MP005,Fossil Backup Lock-In,31,0.04531,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,32,0.0476,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,33,0.04953,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,34,0.04952,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,35,0.04472,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,36,0.03785,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,37,0.04064,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,38,0.04009,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,39,0.04521,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,40,0.34,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,41,0.04652,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,42,0.04031,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,43,0.0418,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,44,0.04927,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,45,0.04584,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,46,0.04862,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,47,0.04398,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,48,0.03248,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,49,0.03838,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,50,0.03581,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,51,0.03525,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,52,0.03254,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,53,0.03221,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,54,0.03962,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,55,0.3,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,56,0.04735,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,57,0.04935,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,58,0.04164,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,59,0.03029,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,60,0.03383,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,61,0.03114,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,62,0.04736,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,63,0.0364,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,64,0.04447,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,65,0.03902,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,66,0.04168,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,67,0.04703,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,68,0.04314,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP005,Fossil Backup Lock-In,69,0.0315,1.0,1.0,1.0,0.7,0.32,0.0,0.0,0.841,0.02224
MP006,Distributed Renewable Resilience Hubs,0,0.04421,0.70457,0.32037,0.37582,0.3,0.84,0.82559,0.88239,0.17251,0.7556
MP006,Distributed Renewable Resilience Hubs,1,0.04802,0.68881,0.27951,0.35125,0.3,0.84,0.8522,0.9056,0.14862,0.77762
MP006,Distributed Renewable Resilience Hubs,2,0.03034,0.67184,0.23681,0.32581,0.3,0.84,0.87988,0.92967,0.12357,0.8005
MP006,Distributed Renewable Resilience Hubs,3,0.04884,0.65511,0.19317,0.30024,0.3,0.84,0.90865,0.9546,0.09821,0.82401
MP006,Distributed Renewable Resilience Hubs,4,0.04642,0.63778,0.14799,0.2741,0.3,0.84,0.93855,0.98044,0.07203,0.84833
MP006,Distributed Renewable Resilience Hubs,5,0.03113,0.6193,0.10089,0.2471,0.3,0.84,0.96963,1.0,0.0454,0.87201
MP006,Distributed Renewable Resilience Hubs,6,0.04613,0.60089,0.05258,0.21985,0.3,0.84,1.0,1.0,0.02036,0.89162
MP006,Distributed Renewable Resilience Hubs,7,0.04609,0.58193,0.0027,0.19203,0.3,0.84,1.0,1.0,0.0,0.90468
MP006,Distributed Renewable Resilience Hubs,8,0.03375,0.56192,0.0,0.16336,0.3,0.84,1.0,1.0,0.0,0.90695
MP006,Distributed Renewable Resilience Hubs,9,0.04943,0.54197,0.0,0.13441,0.3,0.84,1.0,1.0,0.0,0.90883
MP006,Distributed Renewable Resilience Hubs,10,0.03728,0.52095,0.0,0.10458,0.3,0.84,1.0,1.0,0.0,0.91073
MP006,Distributed Renewable Resilience Hubs,11,0.03902,0.4994,0.0,0.07415,0.3,0.84,1.0,1.0,0.0,0.91265
MP006,Distributed Renewable Resilience Hubs,12,0.28,0.48688,0.0,0.04815,0.3,0.84,1.0,1.0,0.0,0.91477
MP006,Distributed Renewable Resilience Hubs,13,0.0438,0.4644,0.0,0.01676,0.3,0.84,1.0,1.0,0.0,0.91674
MP006,Distributed Renewable Resilience Hubs,14,0.04493,0.44133,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.91691
MP006,Distributed Renewable Resilience Hubs,15,0.03556,0.41755,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.915
MP006,Distributed Renewable Resilience Hubs,16,0.03968,0.39394,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.91312
MP006,Distributed Renewable Resilience Hubs,17,0.03275,0.37005,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.9112
MP006,Distributed Renewable Resilience Hubs,18,0.0355,0.34627,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.9093
MP006,Distributed Renewable Resilience Hubs,19,0.03981,0.32266,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.90741
MP006,Distributed Renewable Resilience Hubs,20,0.03149,0.29872,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.9055
MP006,Distributed Renewable Resilience Hubs,21,0.03698,0.275,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.9036
MP006,Distributed Renewable Resilience Hubs,22,0.0463,0.25165,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.90173
MP006,Distributed Renewable Resilience Hubs,23,0.03358,0.22779,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.89982
MP006,Distributed Renewable Resilience Hubs,24,0.03867,0.20414,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.89793
MP006,Distributed Renewable Resilience Hubs,25,0.32,0.19174,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.89694
MP006,Distributed Renewable Resilience Hubs,26,0.04475,0.16833,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.89507
MP006,Distributed Renewable Resilience Hubs,27,0.032,0.14441,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.89315
MP006,Distributed Renewable Resilience Hubs,28,0.03364,0.12056,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.89124
MP006,Distributed Renewable Resilience Hubs,29,0.04491,0.09715,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.88937
MP006,Distributed Renewable Resilience Hubs,30,0.03885,0.07351,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.88748
MP006,Distributed Renewable Resilience Hubs,31,0.04106,0.04995,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8856
MP006,Distributed Renewable Resilience Hubs,32,0.04218,0.02644,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.88371
MP006,Distributed Renewable Resilience Hubs,33,0.03993,0.00283,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.88183
MP006,Distributed Renewable Resilience Hubs,34,0.03849,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,35,0.03307,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,36,0.03284,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,37,0.03408,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,38,0.03489,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,39,0.03643,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,40,0.34,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,41,0.03427,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,42,0.03262,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,43,0.03538,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,44,0.03264,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,45,0.04658,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,46,0.04907,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,47,0.04532,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,48,0.04907,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,49,0.041,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,50,0.03906,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,51,0.03769,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,52,0.04305,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,53,0.03479,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,54,0.04047,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,55,0.3,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,56,0.04337,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,57,0.04743,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,58,0.04316,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,59,0.03278,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,60,0.04187,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,61,0.04463,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,62,0.04075,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,63,0.03132,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,64,0.03188,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,65,0.04078,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,66,0.04435,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,67,0.0399,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,68,0.04457,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP006,Distributed Renewable Resilience Hubs,69,0.04099,0.0,0.0,0.0,0.3,0.84,1.0,1.0,0.0,0.8816
MP007,Monitoring Without Repair,0,0.03493,0.7644,0.65323,0.66493,0.62,0.34,0.41727,0.46364,0.53714,0.32868
MP007,Monitoring Without Repair,1,0.04163,0.76916,0.66687,0.67014,0.62,0.34,0.4142,0.447,0.5452,0.32102
MP007,Monitoring Without Repair,2,0.04945,0.77434,0.68098,0.67566,0.62,0.34,0.41077,0.43008,0.55361,0.3131
MP007,Monitoring Without Repair,3,0.04316,0.77938,0.69522,0.6812,0.62,0.34,0.40699,0.41287,0.56205,0.30502
MP007,Monitoring Without Repair,4,0.03965,0.78439,0.70965,0.68683,0.62,0.34,0.40285,0.39538,0.57058,0.29674
MP007,Monitoring Without Repair,5,0.03618,0.78937,0.7243,0.69253,0.62,0.34,0.39834,0.3776,0.57921,0.28827
MP007,Monitoring Without Repair,6,0.03276,0.79434,0.73917,0.69832,0.62,0.34,0.39346,0.35951,0.58795,0.27961
MP007,Monitoring Without Repair,7,0.04997,0.8001,0.75482,0.70462,0.62,0.34,0.38819,0.34112,0.59728,0.27058
MP007,Monitoring Without Repair,8,0.04509,0.8058,0.7707,0.71099,0.62,0.34,0.38253,0.3224,0.60671,0.26134
MP007,Monitoring Without Repair,9,0.035,0.81122,0.78669,0.71733,0.62,0.34,0.37646,0.30337,0.61612,0.25193
MP007,Monitoring Without Repair,10,0.04189,0.81704,0.80324,0.72398,0.62,0.34,0.36998,0.284,0.6259,0.24222
MP007,Monitoring Without Repair,11,0.04418,0.82309,0.82026,0.73086,0.62,0.34,0.36307,0.2643,0.63596,0.23222
MP007,Monitoring Without Repair,12,0.28,0.8387,0.84392,0.74292,0.62,0.34,0.35557,0.24412,0.65194,0.22015
MP007,Monitoring Without Repair,13,0.03561,0.84479,0.86191,0.75027,0.62,0.34,0.34763,0.22358,0.66247,0.20949
