system_id,system,knowledge_context,time,event,knowledge_stress,protective_capacity,knowledge_function,institutional_trust,extraction_risk,equity_adjusted_function
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,4,background local-knowledge practice stress,0.18314,0.76236,1.0,0.703,0.7954,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,5,background local-knowledge practice stress,0.18433,0.76305,1.0,0.7076,0.79048,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,6,background local-knowledge practice stress,0.18563,0.76374,1.0,0.7122,0.78556,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,7,background local-knowledge practice stress,0.18192,0.76443,1.0,0.7168,0.78064,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,8,background local-knowledge practice stress,0.18345,0.76512,1.0,0.7214,0.77572,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,9,background local-knowledge practice stress,0.18379,0.76581,1.0,0.726,0.7708,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,10,background local-knowledge practice stress,0.18242,0.7665,1.0,0.7306,0.76588,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,11,background local-knowledge practice stress,0.1817,0.76719,1.0,0.7352,0.76096,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,12,Emergency planning rush with limited participation time,0.92728,0.76788,1.0,0.72656,0.76976,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,13,background local-knowledge practice stress,0.18243,0.76658,1.0,0.73116,0.76484,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,14,background local-knowledge practice stress,0.18362,0.76727,1.0,0.73576,0.75992,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,15,background local-knowledge practice stress,0.17992,0.76796,1.0,0.74036,0.755,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,16,background local-knowledge practice stress,0.18237,0.76865,1.0,0.74496,0.75008,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,17,background local-knowledge practice stress,0.18281,0.76934,1.0,0.74956,0.74516,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,18,background local-knowledge practice stress,0.18087,0.77003,1.0,0.75416,0.74024,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,19,background local-knowledge practice stress,0.18086,0.77072,1.0,0.75876,0.73532,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,20,background local-knowledge practice stress,0.18054,0.77141,1.0,0.76336,0.7304,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,21,background local-knowledge practice stress,0.18071,0.7721,1.0,0.76796,0.72548,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,22,background local-knowledge practice stress,0.18028,0.77279,1.0,0.77256,0.72056,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,23,background local-knowledge practice stress,0.18218,0.77348,1.0,0.77716,0.71564,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,24,background local-knowledge practice stress,0.18126,0.77417,1.0,0.78176,0.71072,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,25,background local-knowledge practice stress,0.18136,0.77486,1.0,0.78636,0.7058,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,26,background local-knowledge practice stress,0.17967,0.77555,1.0,0.79096,0.70088,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,27,Sensitive household and sacred-site data exposure risk,0.99087,0.77624,1.0,0.7798,0.715,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,28,background local-knowledge practice stress,0.18199,0.77457,1.0,0.7844,0.71008,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,29,background local-knowledge practice stress,0.18072,0.77526,1.0,0.789,0.70516,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,30,background local-knowledge practice stress,0.18172,0.77595,1.0,0.7936,0.70024,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,31,background local-knowledge practice stress,0.1799,0.77664,1.0,0.7982,0.69532,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,32,background local-knowledge practice stress,0.18051,0.77733,1.0,0.8028,0.6904,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,33,background local-knowledge practice stress,0.18047,0.77802,1.0,0.8074,0.68548,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,34,background local-knowledge practice stress,0.1784,0.77871,1.0,0.812,0.68056,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,35,background local-knowledge practice stress,0.17874,0.7794,1.0,0.8166,0.67564,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,36,background local-knowledge practice stress,0.17858,0.78009,1.0,0.8212,0.67072,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,37,background local-knowledge practice stress,0.17793,0.78078,1.0,0.8258,0.6658,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,38,background local-knowledge practice stress,0.17746,0.78147,1.0,0.8304,0.66088,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,39,background local-knowledge practice stress,0.1778,0.78216,1.0,0.835,0.65596,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,40,background local-knowledge practice stress,0.17589,0.78285,1.0,0.8396,0.65104,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,41,background local-knowledge practice stress,0.17569,0.78354,1.0,0.8442,0.64612,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,42,Agency ignores community map after public workshop,0.97689,0.78423,1.0,0.83176,0.65688,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,43,background local-knowledge practice stress,0.17495,0.78236,1.0,0.83636,0.65196,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,44,background local-knowledge practice stress,0.17538,0.78305,1.0,0.84096,0.64704,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,45,background local-knowledge practice stress,0.1744,0.78374,1.0,0.84556,0.64212,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,46,background local-knowledge practice stress,0.17561,0.78443,1.0,0.85016,0.6372,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,47,background local-knowledge practice stress,0.17655,0.78512,1.0,0.85476,0.63228,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,48,background local-knowledge practice stress,0.17406,0.78581,1.0,0.85936,0.62736,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,49,background local-knowledge practice stress,0.17626,0.7865,1.0,0.86396,0.62244,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,50,background local-knowledge practice stress,0.17457,0.78719,1.0,0.86856,0.61752,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,51,background local-knowledge practice stress,0.1774,0.78788,1.0,0.87316,0.6126,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,52,background local-knowledge practice stress,0.17629,0.78857,1.0,0.87776,0.60768,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,53,background local-knowledge practice stress,0.1739,0.78926,1.0,0.88236,0.60276,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,54,background local-knowledge practice stress,0.17196,0.78995,1.0,0.88696,0.59784,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,55,background local-knowledge practice stress,0.17442,0.79064,1.0,0.89156,0.59292,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,56,Community science findings contested by regulator,0.94343,0.79133,1.0,0.88136,0.60316,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,57,background local-knowledge practice stress,0.17763,0.7898,1.0,0.88596,0.59824,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,58,background local-knowledge practice stress,0.17548,0.79049,1.0,0.89056,0.59332,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,59,background local-knowledge practice stress,0.17203,0.79118,1.0,0.89516,0.5884,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,60,background local-knowledge practice stress,0.17387,0.79187,1.0,0.89976,0.58348,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,61,background local-knowledge practice stress,0.17599,0.79256,1.0,0.90436,0.57856,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,62,background local-knowledge practice stress,0.17589,0.79325,1.0,0.90896,0.57364,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,63,background local-knowledge practice stress,0.1734,0.79394,1.0,0.91356,0.56872,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,64,background local-knowledge practice stress,0.1728,0.79463,1.0,0.91816,0.5638,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,65,background local-knowledge practice stress,0.17428,0.79532,1.0,0.92276,0.55888,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,66,background local-knowledge practice stress,0.17144,0.79601,1.0,0.92736,0.55396,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,67,background local-knowledge practice stress,0.17314,0.7967,1.0,0.93196,0.54904,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,68,background local-knowledge practice stress,0.17065,0.79739,1.0,0.93656,0.54412,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,69,background local-knowledge practice stress,0.1717,0.79808,1.0,0.94116,0.5392,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,70,Compound knowledge governance crisis during recovery,1.09054,0.79877,1.0,0.92816,0.55348,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,71,background local-knowledge practice stress,0.1754,0.79682,1.0,0.93276,0.54856,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,72,background local-knowledge practice stress,0.17028,0.79751,1.0,0.93736,0.54364,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,73,background local-knowledge practice stress,0.17283,0.7982,1.0,0.94196,0.53872,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,74,background local-knowledge practice stress,0.1695,0.79889,1.0,0.94656,0.5338,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,75,background local-knowledge practice stress,0.17047,0.79958,1.0,0.95116,0.52888,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,76,background local-knowledge practice stress,0.1708,0.80027,1.0,0.95576,0.52396,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,77,background local-knowledge practice stress,0.17189,0.80096,1.0,0.96036,0.51904,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,78,background local-knowledge practice stress,0.16994,0.80165,1.0,0.96496,0.51412,0.972
KS003,Community Science Environmental Justice Monitoring Network,air water heat pollution and environmental justice,79,background local-knowledge practice stress,0.17205,0.80234,1.0,0.96956,0.5092,0.972
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,0,background local-knowledge practice stress,0.17516,0.7948,1.0,0.8248,0.67528,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,1,background local-knowledge practice stress,0.1754,0.79552,1.0,0.8296,0.67056,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,2,background local-knowledge practice stress,0.17107,0.79624,1.0,0.8344,0.66584,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,3,background local-knowledge practice stress,0.17201,0.79696,1.0,0.8392,0.66112,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,4,background local-knowledge practice stress,0.1744,0.79768,1.0,0.844,0.6564,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,5,background local-knowledge practice stress,0.17218,0.7984,1.0,0.8488,0.65168,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,6,background local-knowledge practice stress,0.1703,0.79912,1.0,0.8536,0.64696,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,7,background local-knowledge practice stress,0.17115,0.79984,1.0,0.8584,0.64224,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,8,background local-knowledge practice stress,0.16968,0.80056,1.0,0.8632,0.63752,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,9,background local-knowledge practice stress,0.17091,0.80128,1.0,0.868,0.6328,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,10,background local-knowledge practice stress,0.17032,0.802,1.0,0.8728,0.62808,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,11,background local-knowledge practice stress,0.17281,0.80272,1.0,0.8776,0.62336,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,12,Emergency planning rush with limited participation time,0.91627,0.80344,1.0,0.86916,0.63236,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,13,background local-knowledge practice stress,0.17283,0.80217,1.0,0.87396,0.62764,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,14,background local-knowledge practice stress,0.17315,0.80289,1.0,0.87876,0.62292,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,15,background local-knowledge practice stress,0.17013,0.80361,1.0,0.88356,0.6182,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,16,background local-knowledge practice stress,0.17316,0.80433,1.0,0.88836,0.61348,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,17,background local-knowledge practice stress,0.17102,0.80505,1.0,0.89316,0.60876,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,18,background local-knowledge practice stress,0.16899,0.80577,1.0,0.89796,0.60404,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,19,background local-knowledge practice stress,0.17161,0.80649,1.0,0.90276,0.59932,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,20,background local-knowledge practice stress,0.17271,0.80721,1.0,0.90756,0.5946,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,21,background local-knowledge practice stress,0.17074,0.80793,1.0,0.91236,0.58988,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,22,background local-knowledge practice stress,0.16892,0.80865,1.0,0.91716,0.58516,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,23,background local-knowledge practice stress,0.16802,0.80937,1.0,0.92196,0.58044,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,24,background local-knowledge practice stress,0.16669,0.81009,1.0,0.92676,0.57572,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,25,background local-knowledge practice stress,0.16815,0.81081,1.0,0.93156,0.571,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,26,background local-knowledge practice stress,0.17015,0.81153,1.0,0.93636,0.56628,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,27,Sensitive household and sacred-site data exposure risk,0.9801,0.81225,1.0,0.9254,0.5806,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,28,background local-knowledge practice stress,0.16838,0.81061,1.0,0.9302,0.57588,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,29,background local-knowledge practice stress,0.17258,0.81133,1.0,0.935,0.57116,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,30,background local-knowledge practice stress,0.1703,0.81205,1.0,0.9398,0.56644,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,31,background local-knowledge practice stress,0.1684,0.81277,1.0,0.9446,0.56172,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,32,background local-knowledge practice stress,0.16901,0.81349,1.0,0.9494,0.557,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,33,background local-knowledge practice stress,0.16928,0.81421,1.0,0.9542,0.55228,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,34,background local-knowledge practice stress,0.16887,0.81493,1.0,0.959,0.54756,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,35,background local-knowledge practice stress,0.16634,0.81565,1.0,0.9638,0.54284,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,36,background local-knowledge practice stress,0.16688,0.81637,1.0,0.9686,0.53812,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,37,background local-knowledge practice stress,0.16834,0.81709,1.0,0.9734,0.5334,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,38,background local-knowledge practice stress,0.16762,0.81781,1.0,0.9782,0.52868,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,39,background local-knowledge practice stress,0.16549,0.81853,1.0,0.983,0.52396,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,40,background local-knowledge practice stress,0.16724,0.81925,1.0,0.9878,0.51924,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,41,background local-knowledge practice stress,0.16575,0.81997,1.0,0.9926,0.51452,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,42,Agency ignores community map after public workshop,0.96636,0.82069,1.0,0.98036,0.52548,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,43,background local-knowledge practice stress,0.16669,0.81885,1.0,0.98516,0.52076,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,44,background local-knowledge practice stress,0.16637,0.81957,1.0,0.98996,0.51604,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,45,background local-knowledge practice stress,0.16833,0.82029,1.0,0.99476,0.51132,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,46,background local-knowledge practice stress,0.16824,0.82101,1.0,0.99956,0.5066,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,47,background local-knowledge practice stress,0.16713,0.82173,1.0,1.0,0.50188,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,48,background local-knowledge practice stress,0.16421,0.8218,1.0,1.0,0.49716,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,49,background local-knowledge practice stress,0.16421,0.8218,1.0,1.0,0.49244,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,50,background local-knowledge practice stress,0.16695,0.8218,1.0,1.0,0.48772,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,51,background local-knowledge practice stress,0.16676,0.8218,1.0,1.0,0.483,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,52,background local-knowledge practice stress,0.16347,0.8218,1.0,1.0,0.47828,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,53,background local-knowledge practice stress,0.16284,0.8218,1.0,1.0,0.47356,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,54,background local-knowledge practice stress,0.16444,0.8218,1.0,1.0,0.46884,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,55,background local-knowledge practice stress,0.16272,0.8218,1.0,1.0,0.46412,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,56,Community science findings contested by regulator,0.93313,0.8218,1.0,0.99,0.47456,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,57,background local-knowledge practice stress,0.16343,0.8203,1.0,0.9948,0.46984,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,58,background local-knowledge practice stress,0.16431,0.82102,1.0,0.9996,0.46512,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,59,background local-knowledge practice stress,0.1656,0.82174,1.0,1.0,0.4604,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,60,background local-knowledge practice stress,0.16222,0.8218,1.0,1.0,0.45568,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,61,background local-knowledge practice stress,0.16311,0.8218,1.0,1.0,0.45096,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,62,background local-knowledge practice stress,0.16274,0.8218,1.0,1.0,0.44624,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,63,background local-knowledge practice stress,0.16339,0.8218,1.0,1.0,0.44152,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,64,background local-knowledge practice stress,0.16291,0.8218,1.0,1.0,0.4368,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,65,background local-knowledge practice stress,0.16423,0.8218,1.0,1.0,0.43208,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,66,background local-knowledge practice stress,0.16387,0.8218,1.0,1.0,0.42736,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,67,background local-knowledge practice stress,0.161,0.8218,1.0,1.0,0.42264,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,68,background local-knowledge practice stress,0.15962,0.8218,1.0,1.0,0.41792,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,69,background local-knowledge practice stress,0.1599,0.8218,1.0,1.0,0.4132,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,70,Compound knowledge governance crisis during recovery,1.08046,0.8218,1.0,0.9872,0.42768,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,71,background local-knowledge practice stress,0.16308,0.81988,1.0,0.992,0.42296,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,72,background local-knowledge practice stress,0.16211,0.8206,1.0,0.9968,0.41824,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,73,background local-knowledge practice stress,0.16275,0.82132,1.0,1.0,0.41352,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,74,background local-knowledge practice stress,0.16261,0.8218,1.0,1.0,0.4088,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,75,background local-knowledge practice stress,0.15852,0.8218,1.0,1.0,0.40408,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,76,background local-knowledge practice stress,0.1624,0.8218,1.0,1.0,0.39936,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,77,background local-knowledge practice stress,0.16302,0.8218,1.0,1.0,0.39464,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,78,background local-knowledge practice stress,0.16257,0.8218,1.0,1.0,0.38992,0.9776
KS004,Public Health Trusted Messenger Network,public health resilience and risk communication,79,background local-knowledge practice stress,0.15867,0.8218,1.0,1.0,0.3852,0.9776
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,0,background local-knowledge practice stress,0.17846,0.7138,1.0,0.6438,0.69608,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,1,background local-knowledge practice stress,0.17497,0.71437,1.0,0.6476,0.69216,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,2,background local-knowledge practice stress,0.17577,0.71494,1.0,0.6514,0.68824,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,3,background local-knowledge practice stress,0.17389,0.71551,1.0,0.6552,0.68432,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,4,background local-knowledge practice stress,0.17572,0.71608,1.0,0.659,0.6804,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,5,background local-knowledge practice stress,0.17439,0.71665,1.0,0.6628,0.67648,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,6,background local-knowledge practice stress,0.17471,0.71722,1.0,0.6666,0.67256,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,7,background local-knowledge practice stress,0.17563,0.71779,1.0,0.6704,0.66864,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,8,background local-knowledge practice stress,0.17312,0.71836,1.0,0.6742,0.66472,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,9,background local-knowledge practice stress,0.17481,0.71893,1.0,0.678,0.6608,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,10,background local-knowledge practice stress,0.17339,0.7195,1.0,0.6818,0.65688,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,11,background local-knowledge practice stress,0.17265,0.72007,1.0,0.6856,0.65296,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,12,Emergency planning rush with limited participation time,0.91864,0.72064,1.0,0.67616,0.66276,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,13,background local-knowledge practice stress,0.17374,0.71922,1.0,0.67996,0.65884,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,14,background local-knowledge practice stress,0.17346,0.71979,1.0,0.68376,0.65492,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,15,background local-knowledge practice stress,0.17606,0.72036,1.0,0.68756,0.651,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,16,background local-knowledge practice stress,0.1727,0.72093,1.0,0.69136,0.64708,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,17,background local-knowledge practice stress,0.17398,0.7215,1.0,0.69516,0.64316,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,18,background local-knowledge practice stress,0.17333,0.72207,1.0,0.69896,0.63924,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,19,background local-knowledge practice stress,0.17208,0.72264,1.0,0.70276,0.63532,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,20,background local-knowledge practice stress,0.17464,0.72321,1.0,0.70656,0.6314,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,21,background local-knowledge practice stress,0.17341,0.72378,1.0,0.71036,0.62748,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,22,background local-knowledge practice stress,0.1757,0.72435,1.0,0.71416,0.62356,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,23,background local-knowledge practice stress,0.17161,0.72492,1.0,0.71796,0.61964,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,24,background local-knowledge practice stress,0.17044,0.72549,1.0,0.72176,0.61572,0.9608
KS005,Frontline Infrastructure Failure Reporting System,infrastructure resilience and service continuity,25,background local-knowledge practice stress,0.16961,0.72606,1.0,0.72556,0.6118,0.9608
