simulation_id,dashboard_id,dashboard,rank,dashboard_value,winner
945,DB004,Justice-Centered Resilience Dashboard,3,7.24462,Adaptive Learning and Decision-Trigger Dashboard
945,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.82932,Adaptive Learning and Decision-Trigger Dashboard
945,DB002,Indicator Domain Dashboard,5,6.10525,Adaptive Learning and Decision-Trigger Dashboard
945,DB001,Simple Composite Resilience Score,6,4.91933,Adaptive Learning and Decision-Trigger Dashboard
946,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.61158,Adaptive Learning and Decision-Trigger Dashboard
946,DB006,Participatory Community Resilience Dashboard,2,7.36408,Adaptive Learning and Decision-Trigger Dashboard
946,DB004,Justice-Centered Resilience Dashboard,3,7.21024,Adaptive Learning and Decision-Trigger Dashboard
946,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.9964,Adaptive Learning and Decision-Trigger Dashboard
946,DB002,Indicator Domain Dashboard,5,5.96473,Adaptive Learning and Decision-Trigger Dashboard
946,DB001,Simple Composite Resilience Score,6,4.94722,Adaptive Learning and Decision-Trigger Dashboard
947,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.69469,Adaptive Learning and Decision-Trigger Dashboard
947,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.25682,Adaptive Learning and Decision-Trigger Dashboard
947,DB004,Justice-Centered Resilience Dashboard,3,6.99741,Adaptive Learning and Decision-Trigger Dashboard
947,DB006,Participatory Community Resilience Dashboard,4,6.78205,Adaptive Learning and Decision-Trigger Dashboard
947,DB002,Indicator Domain Dashboard,5,6.00523,Adaptive Learning and Decision-Trigger Dashboard
947,DB001,Simple Composite Resilience Score,6,5.01302,Adaptive Learning and Decision-Trigger Dashboard
948,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.48297,Adaptive Learning and Decision-Trigger Dashboard
948,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.95541,Adaptive Learning and Decision-Trigger Dashboard
948,DB004,Justice-Centered Resilience Dashboard,3,6.87075,Adaptive Learning and Decision-Trigger Dashboard
948,DB002,Indicator Domain Dashboard,4,6.6505,Adaptive Learning and Decision-Trigger Dashboard
948,DB006,Participatory Community Resilience Dashboard,5,6.6465,Adaptive Learning and Decision-Trigger Dashboard
948,DB001,Simple Composite Resilience Score,6,4.66925,Adaptive Learning and Decision-Trigger Dashboard
949,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,8.05606,Adaptive Learning and Decision-Trigger Dashboard
949,DB004,Justice-Centered Resilience Dashboard,2,7.0126,Adaptive Learning and Decision-Trigger Dashboard
949,DB006,Participatory Community Resilience Dashboard,3,6.94375,Adaptive Learning and Decision-Trigger Dashboard
949,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.83593,Adaptive Learning and Decision-Trigger Dashboard
949,DB002,Indicator Domain Dashboard,5,5.95164,Adaptive Learning and Decision-Trigger Dashboard
949,DB001,Simple Composite Resilience Score,6,4.51155,Adaptive Learning and Decision-Trigger Dashboard
950,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.3134,Adaptive Learning and Decision-Trigger Dashboard
950,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.0713,Adaptive Learning and Decision-Trigger Dashboard
950,DB004,Justice-Centered Resilience Dashboard,3,6.8191,Adaptive Learning and Decision-Trigger Dashboard
950,DB006,Participatory Community Resilience Dashboard,4,6.52306,Adaptive Learning and Decision-Trigger Dashboard
950,DB002,Indicator Domain Dashboard,5,6.39604,Adaptive Learning and Decision-Trigger Dashboard
950,DB001,Simple Composite Resilience Score,6,4.41436,Adaptive Learning and Decision-Trigger Dashboard
951,DB003,Threshold-Sensitive Early Warning Dashboard,1,7.24821,Threshold-Sensitive Early Warning Dashboard
951,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.09217,Threshold-Sensitive Early Warning Dashboard
951,DB004,Justice-Centered Resilience Dashboard,3,6.93458,Threshold-Sensitive Early Warning Dashboard
951,DB006,Participatory Community Resilience Dashboard,4,6.79182,Threshold-Sensitive Early Warning Dashboard
951,DB002,Indicator Domain Dashboard,5,6.14531,Threshold-Sensitive Early Warning Dashboard
951,DB001,Simple Composite Resilience Score,6,4.43332,Threshold-Sensitive Early Warning Dashboard
952,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.4331,Adaptive Learning and Decision-Trigger Dashboard
952,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.00931,Adaptive Learning and Decision-Trigger Dashboard
952,DB004,Justice-Centered Resilience Dashboard,3,6.88976,Adaptive Learning and Decision-Trigger Dashboard
952,DB006,Participatory Community Resilience Dashboard,4,6.75004,Adaptive Learning and Decision-Trigger Dashboard
952,DB002,Indicator Domain Dashboard,5,6.16193,Adaptive Learning and Decision-Trigger Dashboard
952,DB001,Simple Composite Resilience Score,6,4.69845,Adaptive Learning and Decision-Trigger Dashboard
953,DB006,Participatory Community Resilience Dashboard,1,7.36607,Participatory Community Resilience Dashboard
953,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.19703,Participatory Community Resilience Dashboard
953,DB004,Justice-Centered Resilience Dashboard,3,7.11687,Participatory Community Resilience Dashboard
953,DB003,Threshold-Sensitive Early Warning Dashboard,4,7.05062,Participatory Community Resilience Dashboard
953,DB002,Indicator Domain Dashboard,5,6.27881,Participatory Community Resilience Dashboard
953,DB001,Simple Composite Resilience Score,6,4.81868,Participatory Community Resilience Dashboard
954,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.77209,Adaptive Learning and Decision-Trigger Dashboard
954,DB006,Participatory Community Resilience Dashboard,2,7.55732,Adaptive Learning and Decision-Trigger Dashboard
954,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.05633,Adaptive Learning and Decision-Trigger Dashboard
954,DB004,Justice-Centered Resilience Dashboard,4,6.17707,Adaptive Learning and Decision-Trigger Dashboard
954,DB002,Indicator Domain Dashboard,5,5.8514,Adaptive Learning and Decision-Trigger Dashboard
954,DB001,Simple Composite Resilience Score,6,4.79995,Adaptive Learning and Decision-Trigger Dashboard
955,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.8283,Adaptive Learning and Decision-Trigger Dashboard
955,DB006,Participatory Community Resilience Dashboard,2,7.11731,Adaptive Learning and Decision-Trigger Dashboard
955,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.71073,Adaptive Learning and Decision-Trigger Dashboard
955,DB004,Justice-Centered Resilience Dashboard,4,6.56816,Adaptive Learning and Decision-Trigger Dashboard
955,DB002,Indicator Domain Dashboard,5,6.15771,Adaptive Learning and Decision-Trigger Dashboard
955,DB001,Simple Composite Resilience Score,6,5.18189,Adaptive Learning and Decision-Trigger Dashboard
956,DB004,Justice-Centered Resilience Dashboard,1,7.32863,Justice-Centered Resilience Dashboard
956,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.11972,Justice-Centered Resilience Dashboard
956,DB006,Participatory Community Resilience Dashboard,3,7.00095,Justice-Centered Resilience Dashboard
956,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.86223,Justice-Centered Resilience Dashboard
956,DB002,Indicator Domain Dashboard,5,6.3416,Justice-Centered Resilience Dashboard
956,DB001,Simple Composite Resilience Score,6,4.79734,Justice-Centered Resilience Dashboard
957,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.8983,Adaptive Learning and Decision-Trigger Dashboard
957,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.50186,Adaptive Learning and Decision-Trigger Dashboard
957,DB004,Justice-Centered Resilience Dashboard,3,6.75241,Adaptive Learning and Decision-Trigger Dashboard
957,DB006,Participatory Community Resilience Dashboard,4,6.55712,Adaptive Learning and Decision-Trigger Dashboard
957,DB002,Indicator Domain Dashboard,5,6.3816,Adaptive Learning and Decision-Trigger Dashboard
957,DB001,Simple Composite Resilience Score,6,4.61771,Adaptive Learning and Decision-Trigger Dashboard
958,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.3979,Adaptive Learning and Decision-Trigger Dashboard
958,DB006,Participatory Community Resilience Dashboard,2,7.16581,Adaptive Learning and Decision-Trigger Dashboard
958,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.07167,Adaptive Learning and Decision-Trigger Dashboard
958,DB004,Justice-Centered Resilience Dashboard,4,6.89824,Adaptive Learning and Decision-Trigger Dashboard
958,DB002,Indicator Domain Dashboard,5,6.32068,Adaptive Learning and Decision-Trigger Dashboard
958,DB001,Simple Composite Resilience Score,6,4.54976,Adaptive Learning and Decision-Trigger Dashboard
959,DB003,Threshold-Sensitive Early Warning Dashboard,1,7.56191,Threshold-Sensitive Early Warning Dashboard
959,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.55471,Threshold-Sensitive Early Warning Dashboard
959,DB004,Justice-Centered Resilience Dashboard,3,6.92997,Threshold-Sensitive Early Warning Dashboard
959,DB002,Indicator Domain Dashboard,4,6.83772,Threshold-Sensitive Early Warning Dashboard
959,DB006,Participatory Community Resilience Dashboard,5,6.74222,Threshold-Sensitive Early Warning Dashboard
959,DB001,Simple Composite Resilience Score,6,5.01582,Threshold-Sensitive Early Warning Dashboard
960,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.74487,Adaptive Learning and Decision-Trigger Dashboard
960,DB006,Participatory Community Resilience Dashboard,2,7.50097,Adaptive Learning and Decision-Trigger Dashboard
960,DB004,Justice-Centered Resilience Dashboard,3,7.01156,Adaptive Learning and Decision-Trigger Dashboard
960,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.88137,Adaptive Learning and Decision-Trigger Dashboard
960,DB002,Indicator Domain Dashboard,5,6.19258,Adaptive Learning and Decision-Trigger Dashboard
960,DB001,Simple Composite Resilience Score,6,5.23537,Adaptive Learning and Decision-Trigger Dashboard
961,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.43739,Adaptive Learning and Decision-Trigger Dashboard
961,DB006,Participatory Community Resilience Dashboard,2,6.99589,Adaptive Learning and Decision-Trigger Dashboard
961,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.99314,Adaptive Learning and Decision-Trigger Dashboard
961,DB004,Justice-Centered Resilience Dashboard,4,6.54883,Adaptive Learning and Decision-Trigger Dashboard
961,DB002,Indicator Domain Dashboard,5,6.11094,Adaptive Learning and Decision-Trigger Dashboard
961,DB001,Simple Composite Resilience Score,6,5.25154,Adaptive Learning and Decision-Trigger Dashboard
962,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.58324,Adaptive Learning and Decision-Trigger Dashboard
962,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.01588,Adaptive Learning and Decision-Trigger Dashboard
962,DB004,Justice-Centered Resilience Dashboard,3,6.84552,Adaptive Learning and Decision-Trigger Dashboard
962,DB002,Indicator Domain Dashboard,4,6.41258,Adaptive Learning and Decision-Trigger Dashboard
962,DB006,Participatory Community Resilience Dashboard,5,6.30026,Adaptive Learning and Decision-Trigger Dashboard
962,DB001,Simple Composite Resilience Score,6,4.66915,Adaptive Learning and Decision-Trigger Dashboard
963,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.67953,Adaptive Learning and Decision-Trigger Dashboard
963,DB006,Participatory Community Resilience Dashboard,2,7.08949,Adaptive Learning and Decision-Trigger Dashboard
963,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.95273,Adaptive Learning and Decision-Trigger Dashboard
963,DB004,Justice-Centered Resilience Dashboard,4,6.86903,Adaptive Learning and Decision-Trigger Dashboard
963,DB002,Indicator Domain Dashboard,5,6.62581,Adaptive Learning and Decision-Trigger Dashboard
963,DB001,Simple Composite Resilience Score,6,4.71864,Adaptive Learning and Decision-Trigger Dashboard
964,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.25306,Adaptive Learning and Decision-Trigger Dashboard
964,DB004,Justice-Centered Resilience Dashboard,2,6.94406,Adaptive Learning and Decision-Trigger Dashboard
964,DB006,Participatory Community Resilience Dashboard,3,6.92079,Adaptive Learning and Decision-Trigger Dashboard
964,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.7965,Adaptive Learning and Decision-Trigger Dashboard
964,DB002,Indicator Domain Dashboard,5,5.98088,Adaptive Learning and Decision-Trigger Dashboard
964,DB001,Simple Composite Resilience Score,6,4.22285,Adaptive Learning and Decision-Trigger Dashboard
965,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.84982,Adaptive Learning and Decision-Trigger Dashboard
965,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.16595,Adaptive Learning and Decision-Trigger Dashboard
965,DB006,Participatory Community Resilience Dashboard,3,6.98886,Adaptive Learning and Decision-Trigger Dashboard
965,DB002,Indicator Domain Dashboard,4,6.60434,Adaptive Learning and Decision-Trigger Dashboard
965,DB004,Justice-Centered Resilience Dashboard,5,6.43462,Adaptive Learning and Decision-Trigger Dashboard
965,DB001,Simple Composite Resilience Score,6,4.29151,Adaptive Learning and Decision-Trigger Dashboard
966,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.75064,Adaptive Learning and Decision-Trigger Dashboard
966,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.35279,Adaptive Learning and Decision-Trigger Dashboard
966,DB004,Justice-Centered Resilience Dashboard,3,6.94146,Adaptive Learning and Decision-Trigger Dashboard
966,DB006,Participatory Community Resilience Dashboard,4,6.63789,Adaptive Learning and Decision-Trigger Dashboard
966,DB002,Indicator Domain Dashboard,5,6.22484,Adaptive Learning and Decision-Trigger Dashboard
966,DB001,Simple Composite Resilience Score,6,4.99522,Adaptive Learning and Decision-Trigger Dashboard
967,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.83414,Adaptive Learning and Decision-Trigger Dashboard
967,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.9663,Adaptive Learning and Decision-Trigger Dashboard
967,DB004,Justice-Centered Resilience Dashboard,3,6.84553,Adaptive Learning and Decision-Trigger Dashboard
967,DB002,Indicator Domain Dashboard,4,6.7742,Adaptive Learning and Decision-Trigger Dashboard
967,DB006,Participatory Community Resilience Dashboard,5,6.7432,Adaptive Learning and Decision-Trigger Dashboard
967,DB001,Simple Composite Resilience Score,6,4.68373,Adaptive Learning and Decision-Trigger Dashboard
968,DB003,Threshold-Sensitive Early Warning Dashboard,1,7.29463,Threshold-Sensitive Early Warning Dashboard
968,DB006,Participatory Community Resilience Dashboard,2,7.0381,Threshold-Sensitive Early Warning Dashboard
968,DB004,Justice-Centered Resilience Dashboard,3,6.99988,Threshold-Sensitive Early Warning Dashboard
968,DB005,Adaptive Learning and Decision-Trigger Dashboard,4,6.98593,Threshold-Sensitive Early Warning Dashboard
968,DB002,Indicator Domain Dashboard,5,6.42137,Threshold-Sensitive Early Warning Dashboard
968,DB001,Simple Composite Resilience Score,6,5.24242,Threshold-Sensitive Early Warning Dashboard
969,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.51232,Adaptive Learning and Decision-Trigger Dashboard
969,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.49158,Adaptive Learning and Decision-Trigger Dashboard
969,DB004,Justice-Centered Resilience Dashboard,3,6.96517,Adaptive Learning and Decision-Trigger Dashboard
969,DB006,Participatory Community Resilience Dashboard,4,6.8832,Adaptive Learning and Decision-Trigger Dashboard
969,DB002,Indicator Domain Dashboard,5,6.00906,Adaptive Learning and Decision-Trigger Dashboard
969,DB001,Simple Composite Resilience Score,6,4.93364,Adaptive Learning and Decision-Trigger Dashboard
970,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.50444,Adaptive Learning and Decision-Trigger Dashboard
970,DB006,Participatory Community Resilience Dashboard,2,7.08816,Adaptive Learning and Decision-Trigger Dashboard
970,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.92549,Adaptive Learning and Decision-Trigger Dashboard
970,DB004,Justice-Centered Resilience Dashboard,4,6.64774,Adaptive Learning and Decision-Trigger Dashboard
970,DB002,Indicator Domain Dashboard,5,6.24318,Adaptive Learning and Decision-Trigger Dashboard
970,DB001,Simple Composite Resilience Score,6,4.6631,Adaptive Learning and Decision-Trigger Dashboard
971,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.43532,Adaptive Learning and Decision-Trigger Dashboard
971,DB006,Participatory Community Resilience Dashboard,2,7.17193,Adaptive Learning and Decision-Trigger Dashboard
971,DB004,Justice-Centered Resilience Dashboard,3,7.12607,Adaptive Learning and Decision-Trigger Dashboard
971,DB003,Threshold-Sensitive Early Warning Dashboard,4,7.08599,Adaptive Learning and Decision-Trigger Dashboard
971,DB002,Indicator Domain Dashboard,5,6.48127,Adaptive Learning and Decision-Trigger Dashboard
971,DB001,Simple Composite Resilience Score,6,4.90495,Adaptive Learning and Decision-Trigger Dashboard
972,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.73622,Adaptive Learning and Decision-Trigger Dashboard
972,DB004,Justice-Centered Resilience Dashboard,2,6.95242,Adaptive Learning and Decision-Trigger Dashboard
972,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.83451,Adaptive Learning and Decision-Trigger Dashboard
972,DB006,Participatory Community Resilience Dashboard,4,6.81616,Adaptive Learning and Decision-Trigger Dashboard
972,DB002,Indicator Domain Dashboard,5,6.20799,Adaptive Learning and Decision-Trigger Dashboard
972,DB001,Simple Composite Resilience Score,6,4.27732,Adaptive Learning and Decision-Trigger Dashboard
973,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.52663,Adaptive Learning and Decision-Trigger Dashboard
973,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.85059,Adaptive Learning and Decision-Trigger Dashboard
973,DB006,Participatory Community Resilience Dashboard,3,6.76955,Adaptive Learning and Decision-Trigger Dashboard
973,DB004,Justice-Centered Resilience Dashboard,4,6.65462,Adaptive Learning and Decision-Trigger Dashboard
973,DB002,Indicator Domain Dashboard,5,6.37608,Adaptive Learning and Decision-Trigger Dashboard
973,DB001,Simple Composite Resilience Score,6,5.00672,Adaptive Learning and Decision-Trigger Dashboard
974,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.62893,Adaptive Learning and Decision-Trigger Dashboard
974,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.08216,Adaptive Learning and Decision-Trigger Dashboard
974,DB004,Justice-Centered Resilience Dashboard,3,7.056,Adaptive Learning and Decision-Trigger Dashboard
974,DB006,Participatory Community Resilience Dashboard,4,6.91006,Adaptive Learning and Decision-Trigger Dashboard
974,DB002,Indicator Domain Dashboard,5,6.13615,Adaptive Learning and Decision-Trigger Dashboard
974,DB001,Simple Composite Resilience Score,6,4.64245,Adaptive Learning and Decision-Trigger Dashboard
975,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.70464,Adaptive Learning and Decision-Trigger Dashboard
975,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.2069,Adaptive Learning and Decision-Trigger Dashboard
975,DB002,Indicator Domain Dashboard,3,6.94858,Adaptive Learning and Decision-Trigger Dashboard
975,DB006,Participatory Community Resilience Dashboard,4,6.93828,Adaptive Learning and Decision-Trigger Dashboard
975,DB004,Justice-Centered Resilience Dashboard,5,6.61978,Adaptive Learning and Decision-Trigger Dashboard
975,DB001,Simple Composite Resilience Score,6,4.54022,Adaptive Learning and Decision-Trigger Dashboard
976,DB003,Threshold-Sensitive Early Warning Dashboard,1,7.55424,Threshold-Sensitive Early Warning Dashboard
976,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.32591,Threshold-Sensitive Early Warning Dashboard
976,DB006,Participatory Community Resilience Dashboard,3,7.06105,Threshold-Sensitive Early Warning Dashboard
976,DB004,Justice-Centered Resilience Dashboard,4,6.79848,Threshold-Sensitive Early Warning Dashboard
976,DB002,Indicator Domain Dashboard,5,6.46022,Threshold-Sensitive Early Warning Dashboard
976,DB001,Simple Composite Resilience Score,6,4.41763,Threshold-Sensitive Early Warning Dashboard
977,DB003,Threshold-Sensitive Early Warning Dashboard,1,7.17326,Threshold-Sensitive Early Warning Dashboard
977,DB006,Participatory Community Resilience Dashboard,2,7.15795,Threshold-Sensitive Early Warning Dashboard
977,DB005,Adaptive Learning and Decision-Trigger Dashboard,3,7.11118,Threshold-Sensitive Early Warning Dashboard
977,DB004,Justice-Centered Resilience Dashboard,4,6.87664,Threshold-Sensitive Early Warning Dashboard
977,DB002,Indicator Domain Dashboard,5,6.10813,Threshold-Sensitive Early Warning Dashboard
977,DB001,Simple Composite Resilience Score,6,5.05214,Threshold-Sensitive Early Warning Dashboard
978,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.71231,Adaptive Learning and Decision-Trigger Dashboard
978,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.20017,Adaptive Learning and Decision-Trigger Dashboard
978,DB006,Participatory Community Resilience Dashboard,3,7.03605,Adaptive Learning and Decision-Trigger Dashboard
978,DB004,Justice-Centered Resilience Dashboard,4,6.81141,Adaptive Learning and Decision-Trigger Dashboard
978,DB002,Indicator Domain Dashboard,5,6.11676,Adaptive Learning and Decision-Trigger Dashboard
978,DB001,Simple Composite Resilience Score,6,5.02747,Adaptive Learning and Decision-Trigger Dashboard
979,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.74014,Adaptive Learning and Decision-Trigger Dashboard
979,DB006,Participatory Community Resilience Dashboard,2,7.25831,Adaptive Learning and Decision-Trigger Dashboard
979,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.19231,Adaptive Learning and Decision-Trigger Dashboard
979,DB004,Justice-Centered Resilience Dashboard,4,6.99239,Adaptive Learning and Decision-Trigger Dashboard
979,DB002,Indicator Domain Dashboard,5,6.11161,Adaptive Learning and Decision-Trigger Dashboard
979,DB001,Simple Composite Resilience Score,6,4.4267,Adaptive Learning and Decision-Trigger Dashboard
980,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.75479,Adaptive Learning and Decision-Trigger Dashboard
980,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.76221,Adaptive Learning and Decision-Trigger Dashboard
980,DB004,Justice-Centered Resilience Dashboard,3,6.74274,Adaptive Learning and Decision-Trigger Dashboard
980,DB006,Participatory Community Resilience Dashboard,4,6.73947,Adaptive Learning and Decision-Trigger Dashboard
980,DB002,Indicator Domain Dashboard,5,6.54163,Adaptive Learning and Decision-Trigger Dashboard
980,DB001,Simple Composite Resilience Score,6,5.00485,Adaptive Learning and Decision-Trigger Dashboard
981,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.36551,Adaptive Learning and Decision-Trigger Dashboard
981,DB006,Participatory Community Resilience Dashboard,2,7.14523,Adaptive Learning and Decision-Trigger Dashboard
981,DB004,Justice-Centered Resilience Dashboard,3,7.11982,Adaptive Learning and Decision-Trigger Dashboard
981,DB003,Threshold-Sensitive Early Warning Dashboard,4,7.02387,Adaptive Learning and Decision-Trigger Dashboard
981,DB002,Indicator Domain Dashboard,5,6.27276,Adaptive Learning and Decision-Trigger Dashboard
981,DB001,Simple Composite Resilience Score,6,4.86941,Adaptive Learning and Decision-Trigger Dashboard
982,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.71403,Adaptive Learning and Decision-Trigger Dashboard
982,DB006,Participatory Community Resilience Dashboard,2,7.24661,Adaptive Learning and Decision-Trigger Dashboard
982,DB004,Justice-Centered Resilience Dashboard,3,7.00781,Adaptive Learning and Decision-Trigger Dashboard
982,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.67205,Adaptive Learning and Decision-Trigger Dashboard
982,DB002,Indicator Domain Dashboard,5,6.59005,Adaptive Learning and Decision-Trigger Dashboard
982,DB001,Simple Composite Resilience Score,6,4.631,Adaptive Learning and Decision-Trigger Dashboard
983,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.88275,Adaptive Learning and Decision-Trigger Dashboard
983,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.9916,Adaptive Learning and Decision-Trigger Dashboard
983,DB004,Justice-Centered Resilience Dashboard,3,6.90724,Adaptive Learning and Decision-Trigger Dashboard
983,DB006,Participatory Community Resilience Dashboard,4,6.6883,Adaptive Learning and Decision-Trigger Dashboard
983,DB002,Indicator Domain Dashboard,5,6.2997,Adaptive Learning and Decision-Trigger Dashboard
983,DB001,Simple Composite Resilience Score,6,4.47441,Adaptive Learning and Decision-Trigger Dashboard
984,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.5451,Adaptive Learning and Decision-Trigger Dashboard
984,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.94255,Adaptive Learning and Decision-Trigger Dashboard
984,DB004,Justice-Centered Resilience Dashboard,3,6.91037,Adaptive Learning and Decision-Trigger Dashboard
984,DB006,Participatory Community Resilience Dashboard,4,6.66031,Adaptive Learning and Decision-Trigger Dashboard
984,DB002,Indicator Domain Dashboard,5,6.47313,Adaptive Learning and Decision-Trigger Dashboard
984,DB001,Simple Composite Resilience Score,6,4.73451,Adaptive Learning and Decision-Trigger Dashboard
985,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.65751,Adaptive Learning and Decision-Trigger Dashboard
985,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.32758,Adaptive Learning and Decision-Trigger Dashboard
985,DB006,Participatory Community Resilience Dashboard,3,7.22371,Adaptive Learning and Decision-Trigger Dashboard
985,DB004,Justice-Centered Resilience Dashboard,4,6.77752,Adaptive Learning and Decision-Trigger Dashboard
985,DB002,Indicator Domain Dashboard,5,6.11509,Adaptive Learning and Decision-Trigger Dashboard
985,DB001,Simple Composite Resilience Score,6,4.61863,Adaptive Learning and Decision-Trigger Dashboard
986,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.9884,Adaptive Learning and Decision-Trigger Dashboard
986,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.04003,Adaptive Learning and Decision-Trigger Dashboard
986,DB006,Participatory Community Resilience Dashboard,3,6.86437,Adaptive Learning and Decision-Trigger Dashboard
986,DB002,Indicator Domain Dashboard,4,6.73684,Adaptive Learning and Decision-Trigger Dashboard
986,DB004,Justice-Centered Resilience Dashboard,5,6.68222,Adaptive Learning and Decision-Trigger Dashboard
986,DB001,Simple Composite Resilience Score,6,4.25879,Adaptive Learning and Decision-Trigger Dashboard
987,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.39254,Adaptive Learning and Decision-Trigger Dashboard
987,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.05572,Adaptive Learning and Decision-Trigger Dashboard
987,DB006,Participatory Community Resilience Dashboard,3,6.90905,Adaptive Learning and Decision-Trigger Dashboard
987,DB004,Justice-Centered Resilience Dashboard,4,6.79104,Adaptive Learning and Decision-Trigger Dashboard
987,DB002,Indicator Domain Dashboard,5,6.2176,Adaptive Learning and Decision-Trigger Dashboard
987,DB001,Simple Composite Resilience Score,6,4.56326,Adaptive Learning and Decision-Trigger Dashboard
988,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.51636,Adaptive Learning and Decision-Trigger Dashboard
988,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.15882,Adaptive Learning and Decision-Trigger Dashboard
988,DB006,Participatory Community Resilience Dashboard,3,6.74616,Adaptive Learning and Decision-Trigger Dashboard
988,DB004,Justice-Centered Resilience Dashboard,4,6.68592,Adaptive Learning and Decision-Trigger Dashboard
988,DB002,Indicator Domain Dashboard,5,6.16689,Adaptive Learning and Decision-Trigger Dashboard
988,DB001,Simple Composite Resilience Score,6,4.57801,Adaptive Learning and Decision-Trigger Dashboard
989,DB003,Threshold-Sensitive Early Warning Dashboard,1,7.32882,Threshold-Sensitive Early Warning Dashboard
989,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.27447,Threshold-Sensitive Early Warning Dashboard
989,DB006,Participatory Community Resilience Dashboard,3,6.93446,Threshold-Sensitive Early Warning Dashboard
