system_id,system,system_context,time,event,disruption_load,fallback_capacity,recovery_capacity,fragility_gap,function,data_trust,security_posture,technical_debt,human_strain,ethical_adjusted_function,resilience_score
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,43,background technology pressure,0.11043,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,44,background technology pressure,0.11195,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,45,background technology pressure,0.11153,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,46,Vendor API and platform disruption,0.705,0.6854,0.7312,0.0196,1.0,0.9898,0.9816,0.0,0.04543,0.85737,0.83117
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,47,background technology pressure,0.1121,0.6854,0.72691,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83425
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,48,background technology pressure,0.1128,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,49,background technology pressure,0.11298,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,50,background technology pressure,0.11355,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,51,background technology pressure,0.11502,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,52,background technology pressure,0.11552,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,53,background technology pressure,0.11519,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,54,background technology pressure,0.11617,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,55,background technology pressure,0.11623,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,56,background technology pressure,0.11668,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,57,background technology pressure,0.11784,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,58,Technical-debt maintenance failure,0.7826,0.6854,0.7312,0.0972,1.0,0.9778,0.9894,0.00123,0.08059,0.85455,0.83054
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,59,background technology pressure,0.11752,0.68524,0.72628,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83413
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,60,background technology pressure,0.11904,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,61,background technology pressure,0.11909,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,62,background technology pressure,0.11948,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,63,background technology pressure,0.11853,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,64,background technology pressure,0.11909,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,65,background technology pressure,0.11939,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,66,background technology pressure,0.12042,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,67,background technology pressure,0.12203,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,68,background technology pressure,0.12229,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,69,background technology pressure,0.12262,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,70,AI model drift and automation surprise,0.7654,0.6854,0.7312,0.08,1.0,0.9274,0.9972,0.0,0.06977,0.85542,0.82509
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,71,background technology pressure,0.12199,0.6854,0.71989,0.0,1.0,0.98842,1.0,0.0,0.0,0.861,0.83169
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,72,background technology pressure,0.12357,0.6854,0.72946,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83463
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,73,background technology pressure,0.12411,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,74,background technology pressure,0.12459,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,75,background technology pressure,0.12496,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,76,background technology pressure,0.12406,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,77,background technology pressure,0.12454,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,78,background technology pressure,0.12618,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,79,background technology pressure,0.12647,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,80,background technology pressure,0.12718,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,81,background technology pressure,0.1267,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,82,Cyber-physical interruption,0.821,0.6854,0.7312,0.1356,1.0,0.9694,0.971,0.0,0.09643,0.85329,0.82714
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,83,background technology pressure,0.12839,0.6854,0.72226,0.0,1.0,1.0,1.0,0.0,0.01514,0.85979,0.83355
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,84,background technology pressure,0.1273,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,85,background technology pressure,0.12934,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,86,background technology pressure,0.1296,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,87,background technology pressure,0.12891,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,88,background technology pressure,0.12878,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,89,background technology pressure,0.13014,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,90,Compound technology disruption,0.9934,0.6854,0.7312,0.308,1.0,0.9286,0.9384,0.00594,0.16077,0.84814,0.81718
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,91,background technology pressure,0.13123,0.68463,0.71125,0.0,1.0,0.98602,1.0,0.0,0.08041,0.85457,0.82996
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,92,background technology pressure,0.13096,0.6854,0.7291,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83458
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,93,background technology pressure,0.13078,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,94,background technology pressure,0.13163,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,95,background technology pressure,0.13312,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,0,background technology pressure,0.0933,0.5874,0.6608,0.0,1.0,0.7682,0.955,0.63387,0.53959,0.81383,0.73247
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,1,background technology pressure,0.09464,0.5908,0.68228,0.0,1.0,0.83622,1.0,0.6078,0.4976,0.81719,0.75272
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,2,background technology pressure,0.09415,0.59419,0.69923,0.0,1.0,0.90406,1.0,0.58175,0.45369,0.8207,0.76642
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,3,background technology pressure,0.09564,0.59757,0.70941,0.0,1.0,0.97172,1.0,0.55575,0.40823,0.82434,0.77907
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,4,background technology pressure,0.09584,0.60095,0.71956,0.0,1.0,1.0,1.0,0.52978,0.36098,0.82812,0.78659
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,5,background technology pressure,0.09579,0.60433,0.7238,0.0,1.0,1.0,1.0,0.50384,0.31191,0.83205,0.78955
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,6,background technology pressure,0.09666,0.6077,0.7238,0.0,1.0,1.0,1.0,0.47794,0.26118,0.83611,0.79187
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,7,background technology pressure,0.09697,0.61107,0.7238,0.0,1.0,1.0,1.0,0.45207,0.20869,0.8403,0.79419
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,8,background technology pressure,0.09633,0.61443,0.7238,0.0,1.0,1.0,1.0,0.42621,0.15427,0.84466,0.7965
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,9,background technology pressure,0.09771,0.61779,0.7238,0.0,1.0,1.0,1.0,0.40041,0.09829,0.84914,0.79881
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,10,Cloud dependency outage,0.6638,0.62115,0.7238,0.15477,1.0,0.9974,0.984,0.39656,0.18832,0.84193,0.79717
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,11,background technology pressure,0.09869,0.62165,0.72101,0.0,1.0,1.0,1.0,0.37083,0.13044,0.84656,0.80104
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,12,background technology pressure,0.0989,0.62499,0.7238,0.0,1.0,1.0,1.0,0.34513,0.0708,0.85134,0.80376
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,13,background technology pressure,0.10002,0.62833,0.7238,0.0,1.0,1.0,1.0,0.31948,0.00956,0.85623,0.80606
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,14,background technology pressure,0.10014,0.63167,0.7238,0.0,1.0,1.0,1.0,0.29386,0.0,0.857,0.80835
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,15,background technology pressure,0.09983,0.635,0.7238,0.0,1.0,1.0,1.0,0.26825,0.0,0.857,0.81064
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,16,background technology pressure,0.09993,0.63833,0.7238,0.0,1.0,1.0,1.0,0.24267,0.0,0.857,0.81293
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,17,background technology pressure,0.10014,0.64165,0.7238,0.0,1.0,1.0,1.0,0.21711,0.0,0.857,0.81522
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,18,background technology pressure,0.10191,0.64498,0.7238,0.0,1.0,1.0,1.0,0.19163,0.0,0.857,0.8175
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,19,background technology pressure,0.10207,0.64829,0.7238,0.0,1.0,1.0,1.0,0.16618,0.0,0.857,0.81978
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,20,background technology pressure,0.10232,0.6516,0.7238,0.0,1.0,1.0,1.0,0.14075,0.0,0.857,0.82206
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,21,background technology pressure,0.10239,0.6549,0.7238,0.0,1.0,1.0,1.0,0.11535,0.0,0.857,0.82433
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,22,Credential compromise and cyber incident,0.7886,0.6582,0.7238,0.16269,1.0,0.9758,0.9424,0.11649,0.10108,0.84891,0.81411
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,23,background technology pressure,0.10332,0.65806,0.71153,0.0,1.0,1.0,1.0,0.09116,0.02443,0.85505,0.82466
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,24,background technology pressure,0.10316,0.66135,0.7238,0.0,1.0,1.0,1.0,0.06585,0.0,0.857,0.82876
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,25,background technology pressure,0.10419,0.66464,0.7238,0.0,1.0,1.0,1.0,0.04059,0.0,0.857,0.83102
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,26,background technology pressure,0.10382,0.66792,0.7238,0.0,1.0,1.0,1.0,0.01534,0.0,0.857,0.83328
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,27,background technology pressure,0.10518,0.67121,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83485
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,28,background technology pressure,0.1056,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,29,background technology pressure,0.10609,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,30,background technology pressure,0.10564,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,31,background technology pressure,0.10574,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,32,background technology pressure,0.10663,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,33,background technology pressure,0.10774,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,34,Data corruption and pipeline failure,0.7582,0.6732,0.7238,0.085,1.0,0.9302,0.992,0.00149,0.07033,0.85137,0.82493
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,35,background technology pressure,0.10819,0.67301,0.71213,0.0,1.0,0.9921,1.0,0.0,0.0,0.857,0.83234
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,36,background technology pressure,0.10908,0.6732,0.72262,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83497
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,37,background technology pressure,0.10885,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,38,background technology pressure,0.10919,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,39,background technology pressure,0.11061,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,40,background technology pressure,0.10953,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,41,background technology pressure,0.11002,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,42,background technology pressure,0.11119,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,43,background technology pressure,0.11168,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,44,background technology pressure,0.11169,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,45,background technology pressure,0.11234,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,46,Vendor API and platform disruption,0.705,0.6732,0.7238,0.0318,1.0,0.9842,0.9798,0.0,0.04851,0.85312,0.83047
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,47,background technology pressure,0.11292,0.6732,0.7184,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83434
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,48,background technology pressure,0.11378,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,49,background technology pressure,0.11462,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,50,background technology pressure,0.1149,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,51,background technology pressure,0.11493,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,52,background technology pressure,0.115,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,53,background technology pressure,0.11636,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,54,background technology pressure,0.11576,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,55,background technology pressure,0.11653,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,56,background technology pressure,0.11742,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,57,background technology pressure,0.11745,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,58,Technical-debt maintenance failure,0.7826,0.6732,0.7238,0.1094,1.0,0.9722,0.9876,0.00607,0.08367,0.85031,0.8295
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,59,background technology pressure,0.11768,0.67241,0.71777,0.0,1.0,1.0,1.0,0.0,0.00187,0.85685,0.83413
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,60,background technology pressure,0.11879,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,61,background technology pressure,0.11891,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,62,background technology pressure,0.11994,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,63,background technology pressure,0.11976,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,64,background technology pressure,0.11999,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,65,background technology pressure,0.12127,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,66,background technology pressure,0.12079,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,67,background technology pressure,0.12093,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,68,background technology pressure,0.12242,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,69,background technology pressure,0.12283,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,70,AI model drift and automation surprise,0.7654,0.6732,0.7238,0.0922,1.0,0.9218,0.9954,0.00079,0.07285,0.85117,0.82433
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,71,background technology pressure,0.1221,0.6731,0.71138,0.0,1.0,0.97722,1.0,0.0,0.0,0.857,0.83031
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,72,background technology pressure,0.1223,0.6732,0.72038,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83464
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,73,background technology pressure,0.12428,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,74,background technology pressure,0.12474,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,75,background technology pressure,0.12414,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,76,background technology pressure,0.12429,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,77,background technology pressure,0.12555,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,78,background technology pressure,0.12647,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,79,background technology pressure,0.12542,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,80,background technology pressure,0.1263,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,81,background technology pressure,0.12713,0.6732,0.7238,0.0,1.0,1.0,1.0,0.0,0.0,0.857,0.83515
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,82,Cyber-physical interruption,0.821,0.6732,0.7238,0.1478,1.0,0.9638,0.9692,0.00415,0.09951,0.84904,0.82615
TS003,Cyber-hardened but low-maintenance system,strong security tooling but weak maintainability and operational sustainability,83,background technology pressure,0.12706,0.67266,0.71375,0.0,1.0,1.0,1.0,0.0,0.01927,0.85546,0.83356
