simulation_id,strategy_id,strategy,rank,technology_resilience_value,winner
594,TR002,Graceful Degradation and Fallback Architecture,4,7.73631,Technical Debt and Maintainability Program
594,TR004,Data Integrity and Lineage Governance,5,7.61094,Technical Debt and Maintainability Program
594,TR007,Human-Centered Fallback and Accessibility Program,6,7.59421,Technical Debt and Maintainability Program
594,TR006,Vendor Portability and Platform Contingency Planning,7,7.46313,Technical Debt and Maintainability Program
595,TR007,Human-Centered Fallback and Accessibility Program,1,7.97314,Human-Centered Fallback and Accessibility Program
595,TR004,Data Integrity and Lineage Governance,2,7.97037,Human-Centered Fallback and Accessibility Program
595,TR005,Technical Debt and Maintainability Program,3,7.86501,Human-Centered Fallback and Accessibility Program
595,TR001,Critical Function and Dependency Mapping,4,7.85672,Human-Centered Fallback and Accessibility Program
595,TR006,Vendor Portability and Platform Contingency Planning,5,7.74229,Human-Centered Fallback and Accessibility Program
595,TR003,Cyber Recovery and Tested Backup Program,6,7.72995,Human-Centered Fallback and Accessibility Program
595,TR002,Graceful Degradation and Fallback Architecture,7,7.6522,Human-Centered Fallback and Accessibility Program
596,TR006,Vendor Portability and Platform Contingency Planning,1,8.0406,Vendor Portability and Platform Contingency Planning
596,TR005,Technical Debt and Maintainability Program,2,8.03721,Vendor Portability and Platform Contingency Planning
596,TR004,Data Integrity and Lineage Governance,3,7.82972,Vendor Portability and Platform Contingency Planning
596,TR002,Graceful Degradation and Fallback Architecture,4,7.71033,Vendor Portability and Platform Contingency Planning
596,TR003,Cyber Recovery and Tested Backup Program,5,7.67434,Vendor Portability and Platform Contingency Planning
596,TR007,Human-Centered Fallback and Accessibility Program,6,7.65494,Vendor Portability and Platform Contingency Planning
596,TR001,Critical Function and Dependency Mapping,7,7.49933,Vendor Portability and Platform Contingency Planning
597,TR001,Critical Function and Dependency Mapping,1,8.10942,Critical Function and Dependency Mapping
597,TR003,Cyber Recovery and Tested Backup Program,2,7.90976,Critical Function and Dependency Mapping
597,TR007,Human-Centered Fallback and Accessibility Program,3,7.8428,Critical Function and Dependency Mapping
597,TR006,Vendor Portability and Platform Contingency Planning,4,7.82161,Critical Function and Dependency Mapping
597,TR005,Technical Debt and Maintainability Program,5,7.78786,Critical Function and Dependency Mapping
597,TR002,Graceful Degradation and Fallback Architecture,6,7.77716,Critical Function and Dependency Mapping
597,TR004,Data Integrity and Lineage Governance,7,7.59823,Critical Function and Dependency Mapping
598,TR002,Graceful Degradation and Fallback Architecture,1,8.01669,Graceful Degradation and Fallback Architecture
598,TR004,Data Integrity and Lineage Governance,2,7.84175,Graceful Degradation and Fallback Architecture
598,TR007,Human-Centered Fallback and Accessibility Program,3,7.83935,Graceful Degradation and Fallback Architecture
598,TR006,Vendor Portability and Platform Contingency Planning,4,7.77724,Graceful Degradation and Fallback Architecture
598,TR003,Cyber Recovery and Tested Backup Program,5,7.73913,Graceful Degradation and Fallback Architecture
598,TR001,Critical Function and Dependency Mapping,6,7.61948,Graceful Degradation and Fallback Architecture
598,TR005,Technical Debt and Maintainability Program,7,7.56324,Graceful Degradation and Fallback Architecture
599,TR002,Graceful Degradation and Fallback Architecture,1,7.85338,Graceful Degradation and Fallback Architecture
599,TR006,Vendor Portability and Platform Contingency Planning,2,7.83493,Graceful Degradation and Fallback Architecture
599,TR004,Data Integrity and Lineage Governance,3,7.8255,Graceful Degradation and Fallback Architecture
599,TR003,Cyber Recovery and Tested Backup Program,4,7.77838,Graceful Degradation and Fallback Architecture
599,TR001,Critical Function and Dependency Mapping,5,7.58781,Graceful Degradation and Fallback Architecture
599,TR005,Technical Debt and Maintainability Program,6,7.51863,Graceful Degradation and Fallback Architecture
599,TR007,Human-Centered Fallback and Accessibility Program,7,7.48939,Graceful Degradation and Fallback Architecture
600,TR003,Cyber Recovery and Tested Backup Program,1,7.95286,Cyber Recovery and Tested Backup Program
600,TR001,Critical Function and Dependency Mapping,2,7.92208,Cyber Recovery and Tested Backup Program
600,TR006,Vendor Portability and Platform Contingency Planning,3,7.87796,Cyber Recovery and Tested Backup Program
600,TR007,Human-Centered Fallback and Accessibility Program,4,7.77737,Cyber Recovery and Tested Backup Program
600,TR002,Graceful Degradation and Fallback Architecture,5,7.73256,Cyber Recovery and Tested Backup Program
600,TR004,Data Integrity and Lineage Governance,6,7.71514,Cyber Recovery and Tested Backup Program
600,TR005,Technical Debt and Maintainability Program,7,7.6883,Cyber Recovery and Tested Backup Program
601,TR004,Data Integrity and Lineage Governance,1,7.94802,Data Integrity and Lineage Governance
601,TR003,Cyber Recovery and Tested Backup Program,2,7.8799,Data Integrity and Lineage Governance
601,TR002,Graceful Degradation and Fallback Architecture,3,7.74965,Data Integrity and Lineage Governance
601,TR006,Vendor Portability and Platform Contingency Planning,4,7.72933,Data Integrity and Lineage Governance
601,TR005,Technical Debt and Maintainability Program,5,7.63602,Data Integrity and Lineage Governance
601,TR007,Human-Centered Fallback and Accessibility Program,6,7.61456,Data Integrity and Lineage Governance
601,TR001,Critical Function and Dependency Mapping,7,7.57227,Data Integrity and Lineage Governance
602,TR006,Vendor Portability and Platform Contingency Planning,1,7.852,Vendor Portability and Platform Contingency Planning
602,TR003,Cyber Recovery and Tested Backup Program,2,7.78193,Vendor Portability and Platform Contingency Planning
602,TR004,Data Integrity and Lineage Governance,3,7.70496,Vendor Portability and Platform Contingency Planning
602,TR005,Technical Debt and Maintainability Program,4,7.6014,Vendor Portability and Platform Contingency Planning
602,TR001,Critical Function and Dependency Mapping,5,7.58732,Vendor Portability and Platform Contingency Planning
602,TR007,Human-Centered Fallback and Accessibility Program,6,7.49318,Vendor Portability and Platform Contingency Planning
602,TR002,Graceful Degradation and Fallback Architecture,7,7.16632,Vendor Portability and Platform Contingency Planning
603,TR004,Data Integrity and Lineage Governance,1,7.79203,Data Integrity and Lineage Governance
603,TR007,Human-Centered Fallback and Accessibility Program,2,7.7761,Data Integrity and Lineage Governance
603,TR001,Critical Function and Dependency Mapping,3,7.7553,Data Integrity and Lineage Governance
603,TR002,Graceful Degradation and Fallback Architecture,4,7.72078,Data Integrity and Lineage Governance
603,TR003,Cyber Recovery and Tested Backup Program,5,7.71292,Data Integrity and Lineage Governance
603,TR006,Vendor Portability and Platform Contingency Planning,6,7.66889,Data Integrity and Lineage Governance
603,TR005,Technical Debt and Maintainability Program,7,7.66264,Data Integrity and Lineage Governance
604,TR006,Vendor Portability and Platform Contingency Planning,1,7.95576,Vendor Portability and Platform Contingency Planning
604,TR003,Cyber Recovery and Tested Backup Program,2,7.83034,Vendor Portability and Platform Contingency Planning
604,TR007,Human-Centered Fallback and Accessibility Program,3,7.78403,Vendor Portability and Platform Contingency Planning
604,TR002,Graceful Degradation and Fallback Architecture,4,7.748,Vendor Portability and Platform Contingency Planning
604,TR004,Data Integrity and Lineage Governance,5,7.67922,Vendor Portability and Platform Contingency Planning
604,TR001,Critical Function and Dependency Mapping,6,7.65937,Vendor Portability and Platform Contingency Planning
604,TR005,Technical Debt and Maintainability Program,7,7.49113,Vendor Portability and Platform Contingency Planning
605,TR003,Cyber Recovery and Tested Backup Program,1,7.97481,Cyber Recovery and Tested Backup Program
605,TR006,Vendor Portability and Platform Contingency Planning,2,7.86557,Cyber Recovery and Tested Backup Program
605,TR001,Critical Function and Dependency Mapping,3,7.76096,Cyber Recovery and Tested Backup Program
605,TR004,Data Integrity and Lineage Governance,4,7.65571,Cyber Recovery and Tested Backup Program
605,TR002,Graceful Degradation and Fallback Architecture,5,7.60574,Cyber Recovery and Tested Backup Program
605,TR005,Technical Debt and Maintainability Program,6,7.52411,Cyber Recovery and Tested Backup Program
605,TR007,Human-Centered Fallback and Accessibility Program,7,7.29178,Cyber Recovery and Tested Backup Program
606,TR007,Human-Centered Fallback and Accessibility Program,1,7.85316,Human-Centered Fallback and Accessibility Program
606,TR001,Critical Function and Dependency Mapping,2,7.79751,Human-Centered Fallback and Accessibility Program
606,TR005,Technical Debt and Maintainability Program,3,7.78849,Human-Centered Fallback and Accessibility Program
606,TR002,Graceful Degradation and Fallback Architecture,4,7.75811,Human-Centered Fallback and Accessibility Program
606,TR003,Cyber Recovery and Tested Backup Program,5,7.65341,Human-Centered Fallback and Accessibility Program
606,TR004,Data Integrity and Lineage Governance,6,7.49018,Human-Centered Fallback and Accessibility Program
606,TR006,Vendor Portability and Platform Contingency Planning,7,7.38163,Human-Centered Fallback and Accessibility Program
607,TR002,Graceful Degradation and Fallback Architecture,1,8.25818,Graceful Degradation and Fallback Architecture
607,TR004,Data Integrity and Lineage Governance,2,8.09849,Graceful Degradation and Fallback Architecture
607,TR001,Critical Function and Dependency Mapping,3,7.95594,Graceful Degradation and Fallback Architecture
607,TR006,Vendor Portability and Platform Contingency Planning,4,7.85605,Graceful Degradation and Fallback Architecture
607,TR003,Cyber Recovery and Tested Backup Program,5,7.70791,Graceful Degradation and Fallback Architecture
607,TR005,Technical Debt and Maintainability Program,6,7.6476,Graceful Degradation and Fallback Architecture
607,TR007,Human-Centered Fallback and Accessibility Program,7,7.43289,Graceful Degradation and Fallback Architecture
608,TR005,Technical Debt and Maintainability Program,1,8.01212,Technical Debt and Maintainability Program
608,TR006,Vendor Portability and Platform Contingency Planning,2,7.94577,Technical Debt and Maintainability Program
608,TR003,Cyber Recovery and Tested Backup Program,3,7.9364,Technical Debt and Maintainability Program
608,TR004,Data Integrity and Lineage Governance,4,7.88456,Technical Debt and Maintainability Program
608,TR001,Critical Function and Dependency Mapping,5,7.71462,Technical Debt and Maintainability Program
608,TR002,Graceful Degradation and Fallback Architecture,6,7.59276,Technical Debt and Maintainability Program
608,TR007,Human-Centered Fallback and Accessibility Program,7,7.57081,Technical Debt and Maintainability Program
609,TR004,Data Integrity and Lineage Governance,1,7.99203,Data Integrity and Lineage Governance
609,TR005,Technical Debt and Maintainability Program,2,7.97202,Data Integrity and Lineage Governance
609,TR002,Graceful Degradation and Fallback Architecture,3,7.7378,Data Integrity and Lineage Governance
609,TR001,Critical Function and Dependency Mapping,4,7.64465,Data Integrity and Lineage Governance
609,TR007,Human-Centered Fallback and Accessibility Program,5,7.58501,Data Integrity and Lineage Governance
609,TR006,Vendor Portability and Platform Contingency Planning,6,7.53377,Data Integrity and Lineage Governance
609,TR003,Cyber Recovery and Tested Backup Program,7,7.38587,Data Integrity and Lineage Governance
610,TR002,Graceful Degradation and Fallback Architecture,1,7.96401,Graceful Degradation and Fallback Architecture
610,TR003,Cyber Recovery and Tested Backup Program,2,7.93223,Graceful Degradation and Fallback Architecture
610,TR007,Human-Centered Fallback and Accessibility Program,3,7.85148,Graceful Degradation and Fallback Architecture
610,TR005,Technical Debt and Maintainability Program,4,7.81592,Graceful Degradation and Fallback Architecture
610,TR006,Vendor Portability and Platform Contingency Planning,5,7.738,Graceful Degradation and Fallback Architecture
610,TR004,Data Integrity and Lineage Governance,6,7.66401,Graceful Degradation and Fallback Architecture
610,TR001,Critical Function and Dependency Mapping,7,7.65751,Graceful Degradation and Fallback Architecture
611,TR007,Human-Centered Fallback and Accessibility Program,1,8.0147,Human-Centered Fallback and Accessibility Program
611,TR006,Vendor Portability and Platform Contingency Planning,2,7.90322,Human-Centered Fallback and Accessibility Program
611,TR002,Graceful Degradation and Fallback Architecture,3,7.81153,Human-Centered Fallback and Accessibility Program
611,TR005,Technical Debt and Maintainability Program,4,7.78683,Human-Centered Fallback and Accessibility Program
611,TR004,Data Integrity and Lineage Governance,5,7.69696,Human-Centered Fallback and Accessibility Program
611,TR001,Critical Function and Dependency Mapping,6,7.66608,Human-Centered Fallback and Accessibility Program
611,TR003,Cyber Recovery and Tested Backup Program,7,7.55295,Human-Centered Fallback and Accessibility Program
612,TR004,Data Integrity and Lineage Governance,1,8.10347,Data Integrity and Lineage Governance
612,TR006,Vendor Portability and Platform Contingency Planning,2,7.96544,Data Integrity and Lineage Governance
612,TR002,Graceful Degradation and Fallback Architecture,3,7.92217,Data Integrity and Lineage Governance
612,TR003,Cyber Recovery and Tested Backup Program,4,7.82611,Data Integrity and Lineage Governance
612,TR005,Technical Debt and Maintainability Program,5,7.5611,Data Integrity and Lineage Governance
612,TR007,Human-Centered Fallback and Accessibility Program,6,7.4104,Data Integrity and Lineage Governance
612,TR001,Critical Function and Dependency Mapping,7,7.35863,Data Integrity and Lineage Governance
613,TR007,Human-Centered Fallback and Accessibility Program,1,8.00673,Human-Centered Fallback and Accessibility Program
613,TR002,Graceful Degradation and Fallback Architecture,2,7.83118,Human-Centered Fallback and Accessibility Program
613,TR003,Cyber Recovery and Tested Backup Program,3,7.78681,Human-Centered Fallback and Accessibility Program
613,TR006,Vendor Portability and Platform Contingency Planning,4,7.77591,Human-Centered Fallback and Accessibility Program
613,TR005,Technical Debt and Maintainability Program,5,7.76716,Human-Centered Fallback and Accessibility Program
613,TR004,Data Integrity and Lineage Governance,6,7.64434,Human-Centered Fallback and Accessibility Program
613,TR001,Critical Function and Dependency Mapping,7,7.6178,Human-Centered Fallback and Accessibility Program
614,TR004,Data Integrity and Lineage Governance,1,7.8997,Data Integrity and Lineage Governance
614,TR002,Graceful Degradation and Fallback Architecture,2,7.89944,Data Integrity and Lineage Governance
614,TR007,Human-Centered Fallback and Accessibility Program,3,7.88257,Data Integrity and Lineage Governance
614,TR001,Critical Function and Dependency Mapping,4,7.7331,Data Integrity and Lineage Governance
614,TR006,Vendor Portability and Platform Contingency Planning,5,7.71915,Data Integrity and Lineage Governance
614,TR005,Technical Debt and Maintainability Program,6,7.70126,Data Integrity and Lineage Governance
614,TR003,Cyber Recovery and Tested Backup Program,7,7.53299,Data Integrity and Lineage Governance
615,TR001,Critical Function and Dependency Mapping,1,7.88285,Critical Function and Dependency Mapping
615,TR004,Data Integrity and Lineage Governance,2,7.74554,Critical Function and Dependency Mapping
615,TR006,Vendor Portability and Platform Contingency Planning,3,7.70926,Critical Function and Dependency Mapping
615,TR007,Human-Centered Fallback and Accessibility Program,4,7.68637,Critical Function and Dependency Mapping
615,TR003,Cyber Recovery and Tested Backup Program,5,7.67333,Critical Function and Dependency Mapping
615,TR002,Graceful Degradation and Fallback Architecture,6,7.66453,Critical Function and Dependency Mapping
615,TR005,Technical Debt and Maintainability Program,7,7.65046,Critical Function and Dependency Mapping
616,TR002,Graceful Degradation and Fallback Architecture,1,8.17327,Graceful Degradation and Fallback Architecture
616,TR004,Data Integrity and Lineage Governance,2,7.95237,Graceful Degradation and Fallback Architecture
616,TR003,Cyber Recovery and Tested Backup Program,3,7.95186,Graceful Degradation and Fallback Architecture
616,TR007,Human-Centered Fallback and Accessibility Program,4,7.90811,Graceful Degradation and Fallback Architecture
616,TR006,Vendor Portability and Platform Contingency Planning,5,7.81713,Graceful Degradation and Fallback Architecture
616,TR005,Technical Debt and Maintainability Program,6,7.81109,Graceful Degradation and Fallback Architecture
616,TR001,Critical Function and Dependency Mapping,7,7.44776,Graceful Degradation and Fallback Architecture
617,TR006,Vendor Portability and Platform Contingency Planning,1,8.06823,Vendor Portability and Platform Contingency Planning
617,TR002,Graceful Degradation and Fallback Architecture,2,7.92164,Vendor Portability and Platform Contingency Planning
617,TR005,Technical Debt and Maintainability Program,3,7.86717,Vendor Portability and Platform Contingency Planning
617,TR003,Cyber Recovery and Tested Backup Program,4,7.7945,Vendor Portability and Platform Contingency Planning
617,TR001,Critical Function and Dependency Mapping,5,7.73222,Vendor Portability and Platform Contingency Planning
617,TR004,Data Integrity and Lineage Governance,6,7.69455,Vendor Portability and Platform Contingency Planning
617,TR007,Human-Centered Fallback and Accessibility Program,7,7.42132,Vendor Portability and Platform Contingency Planning
618,TR006,Vendor Portability and Platform Contingency Planning,1,8.36328,Vendor Portability and Platform Contingency Planning
618,TR002,Graceful Degradation and Fallback Architecture,2,7.9006,Vendor Portability and Platform Contingency Planning
618,TR003,Cyber Recovery and Tested Backup Program,3,7.77288,Vendor Portability and Platform Contingency Planning
618,TR001,Critical Function and Dependency Mapping,4,7.68938,Vendor Portability and Platform Contingency Planning
618,TR007,Human-Centered Fallback and Accessibility Program,5,7.66271,Vendor Portability and Platform Contingency Planning
618,TR004,Data Integrity and Lineage Governance,6,7.47754,Vendor Portability and Platform Contingency Planning
618,TR005,Technical Debt and Maintainability Program,7,7.39943,Vendor Portability and Platform Contingency Planning
619,TR002,Graceful Degradation and Fallback Architecture,1,7.75417,Graceful Degradation and Fallback Architecture
619,TR004,Data Integrity and Lineage Governance,2,7.66376,Graceful Degradation and Fallback Architecture
619,TR006,Vendor Portability and Platform Contingency Planning,3,7.65689,Graceful Degradation and Fallback Architecture
619,TR001,Critical Function and Dependency Mapping,4,7.60782,Graceful Degradation and Fallback Architecture
619,TR005,Technical Debt and Maintainability Program,5,7.605,Graceful Degradation and Fallback Architecture
619,TR003,Cyber Recovery and Tested Backup Program,6,7.54849,Graceful Degradation and Fallback Architecture
619,TR007,Human-Centered Fallback and Accessibility Program,7,7.45483,Graceful Degradation and Fallback Architecture
620,TR004,Data Integrity and Lineage Governance,1,8.29212,Data Integrity and Lineage Governance
620,TR005,Technical Debt and Maintainability Program,2,7.91036,Data Integrity and Lineage Governance
620,TR007,Human-Centered Fallback and Accessibility Program,3,7.84792,Data Integrity and Lineage Governance
620,TR003,Cyber Recovery and Tested Backup Program,4,7.7784,Data Integrity and Lineage Governance
620,TR001,Critical Function and Dependency Mapping,5,7.77304,Data Integrity and Lineage Governance
620,TR002,Graceful Degradation and Fallback Architecture,6,7.73335,Data Integrity and Lineage Governance
620,TR006,Vendor Portability and Platform Contingency Planning,7,7.69902,Data Integrity and Lineage Governance
621,TR006,Vendor Portability and Platform Contingency Planning,1,7.95878,Vendor Portability and Platform Contingency Planning
621,TR004,Data Integrity and Lineage Governance,2,7.6241,Vendor Portability and Platform Contingency Planning
621,TR007,Human-Centered Fallback and Accessibility Program,3,7.57883,Vendor Portability and Platform Contingency Planning
621,TR002,Graceful Degradation and Fallback Architecture,4,7.5742,Vendor Portability and Platform Contingency Planning
621,TR001,Critical Function and Dependency Mapping,5,7.51313,Vendor Portability and Platform Contingency Planning
621,TR003,Cyber Recovery and Tested Backup Program,6,7.50927,Vendor Portability and Platform Contingency Planning
621,TR005,Technical Debt and Maintainability Program,7,7.34482,Vendor Portability and Platform Contingency Planning
622,TR007,Human-Centered Fallback and Accessibility Program,1,8.12882,Human-Centered Fallback and Accessibility Program
622,TR003,Cyber Recovery and Tested Backup Program,2,7.91252,Human-Centered Fallback and Accessibility Program
622,TR006,Vendor Portability and Platform Contingency Planning,3,7.87028,Human-Centered Fallback and Accessibility Program
622,TR004,Data Integrity and Lineage Governance,4,7.86171,Human-Centered Fallback and Accessibility Program
622,TR005,Technical Debt and Maintainability Program,5,7.79037,Human-Centered Fallback and Accessibility Program
622,TR001,Critical Function and Dependency Mapping,6,7.64254,Human-Centered Fallback and Accessibility Program
622,TR002,Graceful Degradation and Fallback Architecture,7,7.63074,Human-Centered Fallback and Accessibility Program
623,TR006,Vendor Portability and Platform Contingency Planning,1,8.14439,Vendor Portability and Platform Contingency Planning
623,TR007,Human-Centered Fallback and Accessibility Program,2,7.96219,Vendor Portability and Platform Contingency Planning
623,TR002,Graceful Degradation and Fallback Architecture,3,7.7872,Vendor Portability and Platform Contingency Planning
623,TR004,Data Integrity and Lineage Governance,4,7.76565,Vendor Portability and Platform Contingency Planning
623,TR003,Cyber Recovery and Tested Backup Program,5,7.7319,Vendor Portability and Platform Contingency Planning
623,TR001,Critical Function and Dependency Mapping,6,7.58981,Vendor Portability and Platform Contingency Planning
623,TR005,Technical Debt and Maintainability Program,7,7.4935,Vendor Portability and Platform Contingency Planning
624,TR003,Cyber Recovery and Tested Backup Program,1,7.93006,Cyber Recovery and Tested Backup Program
624,TR002,Graceful Degradation and Fallback Architecture,2,7.91018,Cyber Recovery and Tested Backup Program
624,TR004,Data Integrity and Lineage Governance,3,7.66031,Cyber Recovery and Tested Backup Program
624,TR005,Technical Debt and Maintainability Program,4,7.65891,Cyber Recovery and Tested Backup Program
624,TR006,Vendor Portability and Platform Contingency Planning,5,7.61609,Cyber Recovery and Tested Backup Program
624,TR007,Human-Centered Fallback and Accessibility Program,6,7.56725,Cyber Recovery and Tested Backup Program
624,TR001,Critical Function and Dependency Mapping,7,7.54972,Cyber Recovery and Tested Backup Program
625,TR006,Vendor Portability and Platform Contingency Planning,1,8.08232,Vendor Portability and Platform Contingency Planning
625,TR004,Data Integrity and Lineage Governance,2,7.95472,Vendor Portability and Platform Contingency Planning
625,TR007,Human-Centered Fallback and Accessibility Program,3,7.80947,Vendor Portability and Platform Contingency Planning
625,TR002,Graceful Degradation and Fallback Architecture,4,7.79259,Vendor Portability and Platform Contingency Planning
625,TR005,Technical Debt and Maintainability Program,5,7.69896,Vendor Portability and Platform Contingency Planning
625,TR003,Cyber Recovery and Tested Backup Program,6,7.67724,Vendor Portability and Platform Contingency Planning
625,TR001,Critical Function and Dependency Mapping,7,7.61561,Vendor Portability and Platform Contingency Planning
626,TR004,Data Integrity and Lineage Governance,1,8.00971,Data Integrity and Lineage Governance
626,TR001,Critical Function and Dependency Mapping,2,7.8507,Data Integrity and Lineage Governance
626,TR003,Cyber Recovery and Tested Backup Program,3,7.82155,Data Integrity and Lineage Governance
626,TR007,Human-Centered Fallback and Accessibility Program,4,7.77745,Data Integrity and Lineage Governance
626,TR005,Technical Debt and Maintainability Program,5,7.62996,Data Integrity and Lineage Governance
626,TR002,Graceful Degradation and Fallback Architecture,6,7.52287,Data Integrity and Lineage Governance
626,TR006,Vendor Portability and Platform Contingency Planning,7,7.50116,Data Integrity and Lineage Governance
627,TR003,Cyber Recovery and Tested Backup Program,1,8.03921,Cyber Recovery and Tested Backup Program
627,TR001,Critical Function and Dependency Mapping,2,7.89694,Cyber Recovery and Tested Backup Program
627,TR005,Technical Debt and Maintainability Program,3,7.85943,Cyber Recovery and Tested Backup Program
627,TR002,Graceful Degradation and Fallback Architecture,4,7.71982,Cyber Recovery and Tested Backup Program
627,TR004,Data Integrity and Lineage Governance,5,7.56328,Cyber Recovery and Tested Backup Program
627,TR006,Vendor Portability and Platform Contingency Planning,6,7.42129,Cyber Recovery and Tested Backup Program
627,TR007,Human-Centered Fallback and Accessibility Program,7,7.36283,Cyber Recovery and Tested Backup Program
628,TR005,Technical Debt and Maintainability Program,1,8.01761,Technical Debt and Maintainability Program
628,TR002,Graceful Degradation and Fallback Architecture,2,7.91395,Technical Debt and Maintainability Program
628,TR001,Critical Function and Dependency Mapping,3,7.87874,Technical Debt and Maintainability Program
628,TR004,Data Integrity and Lineage Governance,4,7.85076,Technical Debt and Maintainability Program
628,TR003,Cyber Recovery and Tested Backup Program,5,7.83438,Technical Debt and Maintainability Program
628,TR007,Human-Centered Fallback and Accessibility Program,6,7.56555,Technical Debt and Maintainability Program
628,TR006,Vendor Portability and Platform Contingency Planning,7,7.42636,Technical Debt and Maintainability Program
629,TR003,Cyber Recovery and Tested Backup Program,1,7.91706,Cyber Recovery and Tested Backup Program
629,TR007,Human-Centered Fallback and Accessibility Program,2,7.83967,Cyber Recovery and Tested Backup Program
629,TR006,Vendor Portability and Platform Contingency Planning,3,7.7729,Cyber Recovery and Tested Backup Program
629,TR005,Technical Debt and Maintainability Program,4,7.77257,Cyber Recovery and Tested Backup Program
629,TR002,Graceful Degradation and Fallback Architecture,5,7.65869,Cyber Recovery and Tested Backup Program
629,TR004,Data Integrity and Lineage Governance,6,7.65094,Cyber Recovery and Tested Backup Program
629,TR001,Critical Function and Dependency Mapping,7,7.44439,Cyber Recovery and Tested Backup Program
630,TR007,Human-Centered Fallback and Accessibility Program,1,7.93428,Human-Centered Fallback and Accessibility Program
630,TR002,Graceful Degradation and Fallback Architecture,2,7.85781,Human-Centered Fallback and Accessibility Program
630,TR006,Vendor Portability and Platform Contingency Planning,3,7.85397,Human-Centered Fallback and Accessibility Program
630,TR001,Critical Function and Dependency Mapping,4,7.77525,Human-Centered Fallback and Accessibility Program
630,TR005,Technical Debt and Maintainability Program,5,7.61336,Human-Centered Fallback and Accessibility Program
630,TR003,Cyber Recovery and Tested Backup Program,6,7.55371,Human-Centered Fallback and Accessibility Program
630,TR004,Data Integrity and Lineage Governance,7,7.54554,Human-Centered Fallback and Accessibility Program
631,TR003,Cyber Recovery and Tested Backup Program,1,7.93205,Cyber Recovery and Tested Backup Program
631,TR002,Graceful Degradation and Fallback Architecture,2,7.84749,Cyber Recovery and Tested Backup Program
631,TR004,Data Integrity and Lineage Governance,3,7.77883,Cyber Recovery and Tested Backup Program
631,TR007,Human-Centered Fallback and Accessibility Program,4,7.65179,Cyber Recovery and Tested Backup Program
631,TR005,Technical Debt and Maintainability Program,5,7.63631,Cyber Recovery and Tested Backup Program
631,TR001,Critical Function and Dependency Mapping,6,7.59833,Cyber Recovery and Tested Backup Program
631,TR006,Vendor Portability and Platform Contingency Planning,7,7.45543,Cyber Recovery and Tested Backup Program
632,TR002,Graceful Degradation and Fallback Architecture,1,8.15502,Graceful Degradation and Fallback Architecture
632,TR003,Cyber Recovery and Tested Backup Program,2,7.99496,Graceful Degradation and Fallback Architecture
632,TR006,Vendor Portability and Platform Contingency Planning,3,7.81656,Graceful Degradation and Fallback Architecture
632,TR005,Technical Debt and Maintainability Program,4,7.78248,Graceful Degradation and Fallback Architecture
632,TR004,Data Integrity and Lineage Governance,5,7.68925,Graceful Degradation and Fallback Architecture
632,TR001,Critical Function and Dependency Mapping,6,7.68564,Graceful Degradation and Fallback Architecture
632,TR007,Human-Centered Fallback and Accessibility Program,7,7.64147,Graceful Degradation and Fallback Architecture
633,TR006,Vendor Portability and Platform Contingency Planning,1,7.94185,Vendor Portability and Platform Contingency Planning
633,TR001,Critical Function and Dependency Mapping,2,7.90842,Vendor Portability and Platform Contingency Planning
633,TR007,Human-Centered Fallback and Accessibility Program,3,7.7992,Vendor Portability and Platform Contingency Planning
633,TR002,Graceful Degradation and Fallback Architecture,4,7.74874,Vendor Portability and Platform Contingency Planning
633,TR005,Technical Debt and Maintainability Program,5,7.71849,Vendor Portability and Platform Contingency Planning
633,TR003,Cyber Recovery and Tested Backup Program,6,7.63018,Vendor Portability and Platform Contingency Planning
633,TR004,Data Integrity and Lineage Governance,7,7.50658,Vendor Portability and Platform Contingency Planning
634,TR004,Data Integrity and Lineage Governance,1,7.97013,Data Integrity and Lineage Governance
634,TR005,Technical Debt and Maintainability Program,2,7.96017,Data Integrity and Lineage Governance
634,TR003,Cyber Recovery and Tested Backup Program,3,7.92416,Data Integrity and Lineage Governance
634,TR002,Graceful Degradation and Fallback Architecture,4,7.88995,Data Integrity and Lineage Governance
634,TR006,Vendor Portability and Platform Contingency Planning,5,7.76121,Data Integrity and Lineage Governance
634,TR001,Critical Function and Dependency Mapping,6,7.59522,Data Integrity and Lineage Governance
634,TR007,Human-Centered Fallback and Accessibility Program,7,7.55224,Data Integrity and Lineage Governance
635,TR006,Vendor Portability and Platform Contingency Planning,1,8.18416,Vendor Portability and Platform Contingency Planning
635,TR002,Graceful Degradation and Fallback Architecture,2,8.03698,Vendor Portability and Platform Contingency Planning
635,TR003,Cyber Recovery and Tested Backup Program,3,7.83131,Vendor Portability and Platform Contingency Planning
635,TR001,Critical Function and Dependency Mapping,4,7.74975,Vendor Portability and Platform Contingency Planning
635,TR004,Data Integrity and Lineage Governance,5,7.66394,Vendor Portability and Platform Contingency Planning
635,TR007,Human-Centered Fallback and Accessibility Program,6,7.63203,Vendor Portability and Platform Contingency Planning
635,TR005,Technical Debt and Maintainability Program,7,7.5917,Vendor Portability and Platform Contingency Planning
636,TR002,Graceful Degradation and Fallback Architecture,1,7.76188,Graceful Degradation and Fallback Architecture
636,TR007,Human-Centered Fallback and Accessibility Program,2,7.69847,Graceful Degradation and Fallback Architecture
636,TR003,Cyber Recovery and Tested Backup Program,3,7.66033,Graceful Degradation and Fallback Architecture
