scenario_id,scenario_name,step,pressure,state,direction,regime
TH001,Gradual pressure with moderate recovery,140,-0.598742,0.80465,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,141,-0.608805,0.81195,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,142,-0.618868,0.792265,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,143,-0.628931,0.793538,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,144,-0.638994,0.767126,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,145,-0.649057,0.762808,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,146,-0.659119,0.759708,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,147,-0.669182,0.738412,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,148,-0.679245,0.758614,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,149,-0.689308,0.756347,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,150,-0.699371,0.716585,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,151,-0.709434,0.714003,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,152,-0.719497,0.696557,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,153,-0.72956,0.684995,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,154,-0.739623,0.68003,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,155,-0.749686,0.673481,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,156,-0.759748,0.630042,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,157,-0.769811,0.599474,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,158,-0.779874,0.597267,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,159,-0.789937,0.602471,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,160,-0.8,0.616232,Decreasing Pressure,upper regime
TH002,High feedback amplification,1,-0.8,-0.960432,Increasing Pressure,lower regime
TH002,High feedback amplification,2,-0.789308,-1.016685,Increasing Pressure,lower regime
TH002,High feedback amplification,3,-0.778616,-1.066298,Increasing Pressure,lower regime
TH002,High feedback amplification,4,-0.767925,-1.094014,Increasing Pressure,lower regime
TH002,High feedback amplification,5,-0.757233,-1.134599,Increasing Pressure,lower regime
TH002,High feedback amplification,6,-0.746541,-1.19692,Increasing Pressure,lower regime
TH002,High feedback amplification,7,-0.735849,-1.213145,Increasing Pressure,lower regime
TH002,High feedback amplification,8,-0.725157,-1.238267,Increasing Pressure,lower regime
TH002,High feedback amplification,9,-0.714465,-1.257694,Increasing Pressure,lower regime
TH002,High feedback amplification,10,-0.703774,-1.266556,Increasing Pressure,lower regime
TH002,High feedback amplification,11,-0.693082,-1.270969,Increasing Pressure,lower regime
TH002,High feedback amplification,12,-0.68239,-1.255422,Increasing Pressure,lower regime
TH002,High feedback amplification,13,-0.671698,-1.252267,Increasing Pressure,lower regime
TH002,High feedback amplification,14,-0.661006,-1.260054,Increasing Pressure,lower regime
TH002,High feedback amplification,15,-0.650314,-1.282908,Increasing Pressure,lower regime
TH002,High feedback amplification,16,-0.639623,-1.306583,Increasing Pressure,lower regime
TH002,High feedback amplification,17,-0.628931,-1.29997,Increasing Pressure,lower regime
TH002,High feedback amplification,18,-0.618239,-1.272817,Increasing Pressure,lower regime
TH002,High feedback amplification,19,-0.607547,-1.275628,Increasing Pressure,lower regime
TH002,High feedback amplification,20,-0.596855,-1.280348,Increasing Pressure,lower regime
TH002,High feedback amplification,21,-0.586164,-1.270898,Increasing Pressure,lower regime
TH002,High feedback amplification,22,-0.575472,-1.30236,Increasing Pressure,lower regime
TH002,High feedback amplification,23,-0.56478,-1.304537,Increasing Pressure,lower regime
TH002,High feedback amplification,24,-0.554088,-1.289702,Increasing Pressure,lower regime
TH002,High feedback amplification,25,-0.543396,-1.269526,Increasing Pressure,lower regime
TH002,High feedback amplification,26,-0.532704,-1.274841,Increasing Pressure,lower regime
TH002,High feedback amplification,27,-0.522013,-1.266305,Increasing Pressure,lower regime
TH002,High feedback amplification,28,-0.511321,-1.261357,Increasing Pressure,lower regime
TH002,High feedback amplification,29,-0.500629,-1.246081,Increasing Pressure,lower regime
TH002,High feedback amplification,30,-0.489937,-1.270867,Increasing Pressure,lower regime
TH002,High feedback amplification,31,-0.479245,-1.257087,Increasing Pressure,lower regime
TH002,High feedback amplification,32,-0.468553,-1.286904,Increasing Pressure,lower regime
TH002,High feedback amplification,33,-0.457862,-1.332846,Increasing Pressure,lower regime
TH002,High feedback amplification,34,-0.44717,-1.328925,Increasing Pressure,lower regime
TH002,High feedback amplification,35,-0.436478,-1.331454,Increasing Pressure,lower regime
TH002,High feedback amplification,36,-0.425786,-1.297092,Increasing Pressure,lower regime
TH002,High feedback amplification,37,-0.415094,-1.273272,Increasing Pressure,lower regime
TH002,High feedback amplification,38,-0.404403,-1.291057,Increasing Pressure,lower regime
TH002,High feedback amplification,39,-0.393711,-1.263661,Increasing Pressure,lower regime
TH002,High feedback amplification,40,-0.383019,-1.277782,Increasing Pressure,lower regime
TH002,High feedback amplification,41,-0.372327,-1.270477,Increasing Pressure,lower regime
TH002,High feedback amplification,42,-0.361635,-1.268131,Increasing Pressure,lower regime
TH002,High feedback amplification,43,-0.350943,-1.25751,Increasing Pressure,lower regime
TH002,High feedback amplification,44,-0.340252,-1.234173,Increasing Pressure,lower regime
TH002,High feedback amplification,45,-0.32956,-1.21794,Increasing Pressure,lower regime
TH002,High feedback amplification,46,-0.318868,-1.209629,Increasing Pressure,lower regime
TH002,High feedback amplification,47,-0.308176,-1.19612,Increasing Pressure,lower regime
TH002,High feedback amplification,48,-0.297484,-1.187627,Increasing Pressure,lower regime
TH002,High feedback amplification,49,-0.286792,-1.202009,Increasing Pressure,lower regime
TH002,High feedback amplification,50,-0.276101,-1.215447,Increasing Pressure,lower regime
TH002,High feedback amplification,51,-0.265409,-1.221264,Increasing Pressure,lower regime
TH002,High feedback amplification,52,-0.254717,-1.206214,Increasing Pressure,lower regime
TH002,High feedback amplification,53,-0.244025,-1.208041,Increasing Pressure,lower regime
TH002,High feedback amplification,54,-0.233333,-1.157327,Increasing Pressure,lower regime
TH002,High feedback amplification,55,-0.222642,-1.176778,Increasing Pressure,lower regime
TH002,High feedback amplification,56,-0.21195,-1.198479,Increasing Pressure,lower regime
TH002,High feedback amplification,57,-0.201258,-1.179009,Increasing Pressure,lower regime
TH002,High feedback amplification,58,-0.190566,-1.148896,Increasing Pressure,lower regime
TH002,High feedback amplification,59,-0.179874,-1.140885,Increasing Pressure,lower regime
TH002,High feedback amplification,60,-0.169182,-1.126831,Increasing Pressure,lower regime
TH002,High feedback amplification,61,-0.158491,-1.102299,Increasing Pressure,lower regime
TH002,High feedback amplification,62,-0.147799,-1.110739,Increasing Pressure,lower regime
TH002,High feedback amplification,63,-0.137107,-1.14418,Increasing Pressure,lower regime
TH002,High feedback amplification,64,-0.126415,-1.154898,Increasing Pressure,lower regime
TH002,High feedback amplification,65,-0.115723,-1.133901,Increasing Pressure,lower regime
TH002,High feedback amplification,66,-0.105031,-1.163165,Increasing Pressure,lower regime
TH002,High feedback amplification,67,-0.09434,-1.158316,Increasing Pressure,lower regime
TH002,High feedback amplification,68,-0.083648,-1.149227,Increasing Pressure,lower regime
TH002,High feedback amplification,69,-0.072956,-1.15225,Increasing Pressure,lower regime
TH002,High feedback amplification,70,-0.062264,-1.133535,Increasing Pressure,lower regime
TH002,High feedback amplification,71,-0.051572,-1.119686,Increasing Pressure,lower regime
TH002,High feedback amplification,72,-0.040881,-1.072295,Increasing Pressure,lower regime
TH002,High feedback amplification,73,-0.030189,-1.064096,Increasing Pressure,lower regime
TH002,High feedback amplification,74,-0.019497,-1.080861,Increasing Pressure,lower regime
TH002,High feedback amplification,75,-0.008805,-1.094252,Increasing Pressure,lower regime
TH002,High feedback amplification,76,0.001887,-1.110933,Increasing Pressure,lower regime
TH002,High feedback amplification,77,0.012579,-1.08936,Increasing Pressure,lower regime
TH002,High feedback amplification,78,0.02327,-1.100257,Increasing Pressure,lower regime
TH002,High feedback amplification,79,0.033962,-1.099383,Increasing Pressure,lower regime
TH002,High feedback amplification,80,0.044654,-1.081689,Increasing Pressure,lower regime
TH002,High feedback amplification,81,0.055346,-1.095011,Increasing Pressure,lower regime
TH002,High feedback amplification,82,0.066038,-1.097634,Increasing Pressure,lower regime
TH002,High feedback amplification,83,0.07673,-1.13036,Increasing Pressure,lower regime
TH002,High feedback amplification,84,0.087421,-1.143246,Increasing Pressure,lower regime
TH002,High feedback amplification,85,0.098113,-1.143578,Increasing Pressure,lower regime
TH002,High feedback amplification,86,0.108805,-1.123661,Increasing Pressure,lower regime
TH002,High feedback amplification,87,0.119497,-1.090298,Increasing Pressure,lower regime
TH002,High feedback amplification,88,0.130189,-1.084771,Increasing Pressure,lower regime
TH002,High feedback amplification,89,0.140881,-1.073762,Increasing Pressure,lower regime
TH002,High feedback amplification,90,0.151572,-1.065349,Increasing Pressure,lower regime
TH002,High feedback amplification,91,0.162264,-1.039005,Increasing Pressure,lower regime
TH002,High feedback amplification,92,0.172956,-1.018749,Increasing Pressure,lower regime
TH002,High feedback amplification,93,0.183648,-1.012352,Increasing Pressure,lower regime
TH002,High feedback amplification,94,0.19434,-1.031719,Increasing Pressure,lower regime
TH002,High feedback amplification,95,0.205031,-1.010393,Increasing Pressure,lower regime
TH002,High feedback amplification,96,0.215723,-1.001034,Increasing Pressure,lower regime
TH002,High feedback amplification,97,0.226415,-0.975081,Increasing Pressure,lower regime
TH002,High feedback amplification,98,0.237107,-0.975974,Increasing Pressure,lower regime
TH002,High feedback amplification,99,0.247799,-0.936599,Increasing Pressure,lower regime
TH002,High feedback amplification,100,0.258491,-0.945968,Increasing Pressure,lower regime
TH002,High feedback amplification,101,0.269182,-0.91508,Increasing Pressure,lower regime
TH002,High feedback amplification,102,0.279874,-0.915376,Increasing Pressure,lower regime
TH002,High feedback amplification,103,0.290566,-0.927745,Increasing Pressure,lower regime
TH002,High feedback amplification,104,0.301258,-0.95099,Increasing Pressure,lower regime
TH002,High feedback amplification,105,0.31195,-0.95247,Increasing Pressure,lower regime
TH002,High feedback amplification,106,0.322642,-0.921815,Increasing Pressure,lower regime
TH002,High feedback amplification,107,0.333333,-0.904965,Increasing Pressure,lower regime
TH002,High feedback amplification,108,0.344025,-0.891227,Increasing Pressure,lower regime
TH002,High feedback amplification,109,0.354717,-0.939088,Increasing Pressure,lower regime
TH002,High feedback amplification,110,0.365409,-0.921535,Increasing Pressure,lower regime
TH002,High feedback amplification,111,0.376101,-0.907775,Increasing Pressure,lower regime
TH002,High feedback amplification,112,0.386792,-0.916498,Increasing Pressure,lower regime
TH002,High feedback amplification,113,0.397484,-0.92567,Increasing Pressure,lower regime
TH002,High feedback amplification,114,0.408176,-0.921189,Increasing Pressure,lower regime
TH002,High feedback amplification,115,0.418868,-0.881934,Increasing Pressure,lower regime
TH002,High feedback amplification,116,0.42956,-0.900175,Increasing Pressure,lower regime
TH002,High feedback amplification,117,0.440252,-0.904258,Increasing Pressure,lower regime
TH002,High feedback amplification,118,0.450943,-0.871761,Increasing Pressure,lower regime
TH002,High feedback amplification,119,0.461635,-0.876782,Increasing Pressure,lower regime
TH002,High feedback amplification,120,0.472327,-0.879356,Increasing Pressure,lower regime
TH002,High feedback amplification,121,0.483019,-0.872012,Increasing Pressure,lower regime
TH002,High feedback amplification,122,0.493711,-0.891319,Increasing Pressure,lower regime
TH002,High feedback amplification,123,0.504403,-0.879774,Increasing Pressure,lower regime
TH002,High feedback amplification,124,0.515094,-0.896951,Increasing Pressure,lower regime
TH002,High feedback amplification,125,0.525786,-0.870694,Increasing Pressure,lower regime
TH002,High feedback amplification,126,0.536478,-0.863044,Increasing Pressure,lower regime
TH002,High feedback amplification,127,0.54717,-0.809658,Increasing Pressure,lower regime
TH002,High feedback amplification,128,0.557862,-0.798189,Increasing Pressure,lower regime
TH002,High feedback amplification,129,0.568553,-0.764912,Increasing Pressure,lower regime
TH002,High feedback amplification,130,0.579245,-0.785533,Increasing Pressure,lower regime
TH002,High feedback amplification,131,0.589937,-0.781375,Increasing Pressure,lower regime
TH002,High feedback amplification,132,0.600629,-0.767909,Increasing Pressure,lower regime
TH002,High feedback amplification,133,0.611321,-0.725862,Increasing Pressure,lower regime
TH002,High feedback amplification,134,0.622013,-0.75281,Increasing Pressure,lower regime
TH002,High feedback amplification,135,0.632704,-0.725199,Increasing Pressure,lower regime
TH002,High feedback amplification,136,0.643396,-0.705644,Increasing Pressure,lower regime
TH002,High feedback amplification,137,0.654088,-0.66704,Increasing Pressure,lower regime
TH002,High feedback amplification,138,0.66478,-0.644736,Increasing Pressure,lower regime
TH002,High feedback amplification,139,0.675472,-0.635204,Increasing Pressure,lower regime
TH002,High feedback amplification,140,0.686164,-0.636627,Increasing Pressure,lower regime
TH002,High feedback amplification,141,0.696855,-0.652044,Increasing Pressure,lower regime
TH002,High feedback amplification,142,0.707547,-0.63802,Increasing Pressure,lower regime
TH002,High feedback amplification,143,0.718239,-0.631237,Increasing Pressure,lower regime
TH002,High feedback amplification,144,0.728931,-0.579683,Increasing Pressure,lower regime
TH002,High feedback amplification,145,0.739623,-0.579964,Increasing Pressure,lower regime
TH002,High feedback amplification,146,0.750314,-0.561084,Increasing Pressure,lower regime
TH002,High feedback amplification,147,0.761006,-0.579247,Increasing Pressure,lower regime
TH002,High feedback amplification,148,0.771698,-0.573609,Increasing Pressure,lower regime
TH002,High feedback amplification,149,0.78239,-0.554246,Increasing Pressure,lower regime
TH002,High feedback amplification,150,0.793082,-0.522855,Increasing Pressure,lower regime
TH002,High feedback amplification,151,0.803774,-0.477929,Increasing Pressure,lower regime
TH002,High feedback amplification,152,0.814465,-0.461306,Increasing Pressure,lower regime
TH002,High feedback amplification,153,0.825157,-0.465163,Increasing Pressure,lower regime
TH002,High feedback amplification,154,0.835849,-0.43709,Increasing Pressure,lower regime
TH002,High feedback amplification,155,0.846541,-0.406474,Increasing Pressure,lower regime
TH002,High feedback amplification,156,0.857233,-0.37481,Increasing Pressure,lower regime
TH002,High feedback amplification,157,0.867925,-0.365275,Increasing Pressure,lower regime
TH002,High feedback amplification,158,0.878616,-0.318156,Increasing Pressure,lower regime
TH002,High feedback amplification,159,0.889308,-0.289412,Increasing Pressure,lower regime
TH002,High feedback amplification,160,0.9,-0.246568,Increasing Pressure,lower regime
TH002,High feedback amplification,1,0.9,-0.190131,Decreasing Pressure,lower regime
TH002,High feedback amplification,2,0.889308,-0.144545,Decreasing Pressure,lower regime
TH002,High feedback amplification,3,0.878616,-0.103405,Decreasing Pressure,lower regime
TH002,High feedback amplification,4,0.867925,-0.023102,Decreasing Pressure,lower regime
TH002,High feedback amplification,5,0.857233,0.023248,Decreasing Pressure,upper regime
TH002,High feedback amplification,6,0.846541,0.06105,Decreasing Pressure,upper regime
TH002,High feedback amplification,7,0.835849,0.108734,Decreasing Pressure,upper regime
TH002,High feedback amplification,8,0.825157,0.186107,Decreasing Pressure,upper regime
TH002,High feedback amplification,9,0.814465,0.240048,Decreasing Pressure,upper regime
TH002,High feedback amplification,10,0.803774,0.304336,Decreasing Pressure,upper regime
TH002,High feedback amplification,11,0.793082,0.384755,Decreasing Pressure,upper regime
TH002,High feedback amplification,12,0.78239,0.433855,Decreasing Pressure,upper regime
TH002,High feedback amplification,13,0.771698,0.459857,Decreasing Pressure,upper regime
TH002,High feedback amplification,14,0.761006,0.526625,Decreasing Pressure,upper regime
TH002,High feedback amplification,15,0.750314,0.59303,Decreasing Pressure,upper regime
TH002,High feedback amplification,16,0.739623,0.643005,Decreasing Pressure,upper regime
TH002,High feedback amplification,17,0.728931,0.722161,Decreasing Pressure,upper regime
TH002,High feedback amplification,18,0.718239,0.794723,Decreasing Pressure,upper regime
TH002,High feedback amplification,19,0.707547,0.832787,Decreasing Pressure,upper regime
TH002,High feedback amplification,20,0.696855,0.899083,Decreasing Pressure,upper regime
TH002,High feedback amplification,21,0.686164,0.947075,Decreasing Pressure,upper regime
TH002,High feedback amplification,22,0.675472,0.965539,Decreasing Pressure,upper regime
TH002,High feedback amplification,23,0.66478,1.020762,Decreasing Pressure,upper regime
TH002,High feedback amplification,24,0.654088,1.060629,Decreasing Pressure,upper regime
TH002,High feedback amplification,25,0.643396,1.081874,Decreasing Pressure,upper regime
TH002,High feedback amplification,26,0.632704,1.125566,Decreasing Pressure,upper regime
TH002,High feedback amplification,27,0.622013,1.162664,Decreasing Pressure,upper regime
TH002,High feedback amplification,28,0.611321,1.172855,Decreasing Pressure,upper regime
TH002,High feedback amplification,29,0.600629,1.200597,Decreasing Pressure,upper regime
TH002,High feedback amplification,30,0.589937,1.235902,Decreasing Pressure,upper regime
TH002,High feedback amplification,31,0.579245,1.230376,Decreasing Pressure,upper regime
TH002,High feedback amplification,32,0.568553,1.247115,Decreasing Pressure,upper regime
TH002,High feedback amplification,33,0.557862,1.252908,Decreasing Pressure,upper regime
TH002,High feedback amplification,34,0.54717,1.302422,Decreasing Pressure,upper regime
TH002,High feedback amplification,35,0.536478,1.25968,Decreasing Pressure,upper regime
TH002,High feedback amplification,36,0.525786,1.275513,Decreasing Pressure,upper regime
TH002,High feedback amplification,37,0.515094,1.267915,Decreasing Pressure,upper regime
TH002,High feedback amplification,38,0.504403,1.265291,Decreasing Pressure,upper regime
TH002,High feedback amplification,39,0.493711,1.302641,Decreasing Pressure,upper regime
TH002,High feedback amplification,40,0.483019,1.294258,Decreasing Pressure,upper regime
TH002,High feedback amplification,41,0.472327,1.331948,Decreasing Pressure,upper regime
TH002,High feedback amplification,42,0.461635,1.307954,Decreasing Pressure,upper regime
TH002,High feedback amplification,43,0.450943,1.30411,Decreasing Pressure,upper regime
TH002,High feedback amplification,44,0.440252,1.283657,Decreasing Pressure,upper regime
TH002,High feedback amplification,45,0.42956,1.262582,Decreasing Pressure,upper regime
TH002,High feedback amplification,46,0.418868,1.259895,Decreasing Pressure,upper regime
TH002,High feedback amplification,47,0.408176,1.250252,Decreasing Pressure,upper regime
TH002,High feedback amplification,48,0.397484,1.251476,Decreasing Pressure,upper regime
TH002,High feedback amplification,49,0.386792,1.205801,Decreasing Pressure,upper regime
TH002,High feedback amplification,50,0.376101,1.249344,Decreasing Pressure,upper regime
TH002,High feedback amplification,51,0.365409,1.241733,Decreasing Pressure,upper regime
TH002,High feedback amplification,52,0.354717,1.273099,Decreasing Pressure,upper regime
TH002,High feedback amplification,53,0.344025,1.243374,Decreasing Pressure,upper regime
TH002,High feedback amplification,54,0.333333,1.244382,Decreasing Pressure,upper regime
TH002,High feedback amplification,55,0.322642,1.30213,Decreasing Pressure,upper regime
TH002,High feedback amplification,56,0.31195,1.26807,Decreasing Pressure,upper regime
TH002,High feedback amplification,57,0.301258,1.227358,Decreasing Pressure,upper regime
TH002,High feedback amplification,58,0.290566,1.212153,Decreasing Pressure,upper regime
TH002,High feedback amplification,59,0.279874,1.219274,Decreasing Pressure,upper regime
TH002,High feedback amplification,60,0.269182,1.229126,Decreasing Pressure,upper regime
TH002,High feedback amplification,61,0.258491,1.24876,Decreasing Pressure,upper regime
TH002,High feedback amplification,62,0.247799,1.233569,Decreasing Pressure,upper regime
TH002,High feedback amplification,63,0.237107,1.193538,Decreasing Pressure,upper regime
TH002,High feedback amplification,64,0.226415,1.182759,Decreasing Pressure,upper regime
TH002,High feedback amplification,65,0.215723,1.206586,Decreasing Pressure,upper regime
TH002,High feedback amplification,66,0.205031,1.210715,Decreasing Pressure,upper regime
TH002,High feedback amplification,67,0.19434,1.165201,Decreasing Pressure,upper regime
TH002,High feedback amplification,68,0.183648,1.164495,Decreasing Pressure,upper regime
TH002,High feedback amplification,69,0.172956,1.192021,Decreasing Pressure,upper regime
TH002,High feedback amplification,70,0.162264,1.229498,Decreasing Pressure,upper regime
TH002,High feedback amplification,71,0.151572,1.229151,Decreasing Pressure,upper regime
TH002,High feedback amplification,72,0.140881,1.223279,Decreasing Pressure,upper regime
TH002,High feedback amplification,73,0.130189,1.186855,Decreasing Pressure,upper regime
TH002,High feedback amplification,74,0.119497,1.163584,Decreasing Pressure,upper regime
TH002,High feedback amplification,75,0.108805,1.161008,Decreasing Pressure,upper regime
TH002,High feedback amplification,76,0.098113,1.167389,Decreasing Pressure,upper regime
TH002,High feedback amplification,77,0.087421,1.173862,Decreasing Pressure,upper regime
TH002,High feedback amplification,78,0.07673,1.157689,Decreasing Pressure,upper regime
TH002,High feedback amplification,79,0.066038,1.129834,Decreasing Pressure,upper regime
TH002,High feedback amplification,80,0.055346,1.112723,Decreasing Pressure,upper regime
TH002,High feedback amplification,81,0.044654,1.089694,Decreasing Pressure,upper regime
TH002,High feedback amplification,82,0.033962,1.104945,Decreasing Pressure,upper regime
TH002,High feedback amplification,83,0.02327,1.058708,Decreasing Pressure,upper regime
TH002,High feedback amplification,84,0.012579,1.05686,Decreasing Pressure,upper regime
TH002,High feedback amplification,85,0.001887,1.070341,Decreasing Pressure,upper regime
TH002,High feedback amplification,86,-0.008805,1.10325,Decreasing Pressure,upper regime
TH002,High feedback amplification,87,-0.019497,1.102755,Decreasing Pressure,upper regime
TH002,High feedback amplification,88,-0.030189,1.120385,Decreasing Pressure,upper regime
TH002,High feedback amplification,89,-0.040881,1.107265,Decreasing Pressure,upper regime
TH002,High feedback amplification,90,-0.051572,1.088357,Decreasing Pressure,upper regime
TH002,High feedback amplification,91,-0.062264,1.072598,Decreasing Pressure,upper regime
TH002,High feedback amplification,92,-0.072956,1.102154,Decreasing Pressure,upper regime
TH002,High feedback amplification,93,-0.083648,1.117043,Decreasing Pressure,upper regime
TH002,High feedback amplification,94,-0.09434,1.119405,Decreasing Pressure,upper regime
TH002,High feedback amplification,95,-0.105031,1.177789,Decreasing Pressure,upper regime
TH002,High feedback amplification,96,-0.115723,1.160333,Decreasing Pressure,upper regime
TH002,High feedback amplification,97,-0.126415,1.157927,Decreasing Pressure,upper regime
TH002,High feedback amplification,98,-0.137107,1.149072,Decreasing Pressure,upper regime
TH002,High feedback amplification,99,-0.147799,1.130329,Decreasing Pressure,upper regime
TH002,High feedback amplification,100,-0.158491,1.16434,Decreasing Pressure,upper regime
TH002,High feedback amplification,101,-0.169182,1.176949,Decreasing Pressure,upper regime
TH002,High feedback amplification,102,-0.179874,1.129067,Decreasing Pressure,upper regime
TH002,High feedback amplification,103,-0.190566,1.107319,Decreasing Pressure,upper regime
TH002,High feedback amplification,104,-0.201258,1.104375,Decreasing Pressure,upper regime
TH002,High feedback amplification,105,-0.21195,1.108356,Decreasing Pressure,upper regime
TH002,High feedback amplification,106,-0.222642,1.068678,Decreasing Pressure,upper regime
TH002,High feedback amplification,107,-0.233333,1.014996,Decreasing Pressure,upper regime
TH002,High feedback amplification,108,-0.244025,0.973284,Decreasing Pressure,upper regime
TH002,High feedback amplification,109,-0.254717,0.971424,Decreasing Pressure,upper regime
TH002,High feedback amplification,110,-0.265409,0.96854,Decreasing Pressure,upper regime
TH002,High feedback amplification,111,-0.276101,0.974324,Decreasing Pressure,upper regime
TH002,High feedback amplification,112,-0.286792,0.956804,Decreasing Pressure,upper regime
TH002,High feedback amplification,113,-0.297484,0.931056,Decreasing Pressure,upper regime
TH002,High feedback amplification,114,-0.308176,0.890695,Decreasing Pressure,upper regime
TH002,High feedback amplification,115,-0.318868,0.899446,Decreasing Pressure,upper regime
TH002,High feedback amplification,116,-0.32956,0.907953,Decreasing Pressure,upper regime
TH002,High feedback amplification,117,-0.340252,0.927853,Decreasing Pressure,upper regime
TH002,High feedback amplification,118,-0.350943,0.941853,Decreasing Pressure,upper regime
TH002,High feedback amplification,119,-0.361635,0.934693,Decreasing Pressure,upper regime
TH002,High feedback amplification,120,-0.372327,0.958313,Decreasing Pressure,upper regime
TH002,High feedback amplification,121,-0.383019,0.94993,Decreasing Pressure,upper regime
TH002,High feedback amplification,122,-0.393711,0.931164,Decreasing Pressure,upper regime
TH002,High feedback amplification,123,-0.404403,0.916033,Decreasing Pressure,upper regime
TH002,High feedback amplification,124,-0.415094,0.900111,Decreasing Pressure,upper regime
TH002,High feedback amplification,125,-0.425786,0.85305,Decreasing Pressure,upper regime
TH002,High feedback amplification,126,-0.436478,0.854498,Decreasing Pressure,upper regime
TH002,High feedback amplification,127,-0.44717,0.857211,Decreasing Pressure,upper regime
TH002,High feedback amplification,128,-0.457862,0.847011,Decreasing Pressure,upper regime
TH002,High feedback amplification,129,-0.468553,0.829743,Decreasing Pressure,upper regime
TH002,High feedback amplification,130,-0.479245,0.834439,Decreasing Pressure,upper regime
TH002,High feedback amplification,131,-0.489937,0.865295,Decreasing Pressure,upper regime
TH002,High feedback amplification,132,-0.500629,0.860553,Decreasing Pressure,upper regime
TH002,High feedback amplification,133,-0.511321,0.844603,Decreasing Pressure,upper regime
TH002,High feedback amplification,134,-0.522013,0.827225,Decreasing Pressure,upper regime
TH002,High feedback amplification,135,-0.532704,0.820524,Decreasing Pressure,upper regime
TH002,High feedback amplification,136,-0.543396,0.789669,Decreasing Pressure,upper regime
TH002,High feedback amplification,137,-0.554088,0.782219,Decreasing Pressure,upper regime
TH002,High feedback amplification,138,-0.56478,0.778206,Decreasing Pressure,upper regime
TH002,High feedback amplification,139,-0.575472,0.809454,Decreasing Pressure,upper regime
TH002,High feedback amplification,140,-0.586164,0.821064,Decreasing Pressure,upper regime
TH002,High feedback amplification,141,-0.596855,0.83349,Decreasing Pressure,upper regime
TH002,High feedback amplification,142,-0.607547,0.809912,Decreasing Pressure,upper regime
TH002,High feedback amplification,143,-0.618239,0.814429,Decreasing Pressure,upper regime
TH002,High feedback amplification,144,-0.628931,0.782051,Decreasing Pressure,upper regime
TH002,High feedback amplification,145,-0.639623,0.779316,Decreasing Pressure,upper regime
TH002,High feedback amplification,146,-0.650314,0.778269,Decreasing Pressure,upper regime
TH002,High feedback amplification,147,-0.661006,0.753017,Decreasing Pressure,upper regime
TH002,High feedback amplification,148,-0.671698,0.783251,Decreasing Pressure,upper regime
TH002,High feedback amplification,149,-0.68239,0.783449,Decreasing Pressure,upper regime
TH002,High feedback amplification,150,-0.693082,0.733703,Decreasing Pressure,upper regime
TH002,High feedback amplification,151,-0.703774,0.733846,Decreasing Pressure,upper regime
TH002,High feedback amplification,152,-0.714465,0.714245,Decreasing Pressure,upper regime
TH002,High feedback amplification,153,-0.725157,0.702651,Decreasing Pressure,upper regime
TH002,High feedback amplification,154,-0.735849,0.699987,Decreasing Pressure,upper regime
TH002,High feedback amplification,155,-0.746541,0.695321,Decreasing Pressure,upper regime
TH002,High feedback amplification,156,-0.757233,0.641587,Decreasing Pressure,upper regime
TH002,High feedback amplification,157,-0.767925,0.605315,Decreasing Pressure,upper regime
TH002,High feedback amplification,158,-0.778616,0.607066,Decreasing Pressure,upper regime
TH002,High feedback amplification,159,-0.789308,0.618862,Decreasing Pressure,upper regime
TH002,High feedback amplification,160,-0.8,0.642206,Decreasing Pressure,upper regime
TH003,Weak adaptive capacity,1,-0.7,-0.955144,Increasing Pressure,lower regime
TH003,Weak adaptive capacity,2,-0.690252,-1.006508,Increasing Pressure,lower regime
TH003,Weak adaptive capacity,3,-0.680503,-1.051945,Increasing Pressure,lower regime
TH003,Weak adaptive capacity,4,-0.670755,-1.07776,Increasing Pressure,lower regime
TH003,Weak adaptive capacity,5,-0.661006,-1.115178,Increasing Pressure,lower regime
TH003,Weak adaptive capacity,6,-0.651258,-1.172261,Increasing Pressure,lower regime
TH003,Weak adaptive capacity,7,-0.641509,-1.188145,Increasing Pressure,lower regime
TH003,Weak adaptive capacity,8,-0.631761,-1.211969,Increasing Pressure,lower regime
