scenario_id,scenario_name,step,pressure,state,direction,regime,rolling_variance,rolling_autocorr,recovery_speed_proxy
TH002,High feedback amplification,81,0.055346,-1.095011,Increasing Pressure,lower regime,0.001028,0.842032,0.157968
TH002,High feedback amplification,82,0.066038,-1.097634,Increasing Pressure,lower regime,0.000834,0.801449,0.198551
TH002,High feedback amplification,83,0.07673,-1.13036,Increasing Pressure,lower regime,0.000689,0.680108,0.319892
TH002,High feedback amplification,84,0.087421,-1.143246,Increasing Pressure,lower regime,0.000655,0.620648,0.379352
TH002,High feedback amplification,85,0.098113,-1.143578,Increasing Pressure,lower regime,0.000604,0.641074,0.358926
TH002,High feedback amplification,86,0.108805,-1.123661,Increasing Pressure,lower regime,0.000571,0.647486,0.352514
TH002,High feedback amplification,87,0.119497,-1.090298,Increasing Pressure,lower regime,0.000559,0.708053,0.291947
TH002,High feedback amplification,88,0.130189,-1.084771,Increasing Pressure,lower regime,0.000521,0.671201,0.328799
TH002,High feedback amplification,89,0.140881,-1.073762,Increasing Pressure,lower regime,0.000478,0.658126,0.341874
TH002,High feedback amplification,90,0.151572,-1.065349,Increasing Pressure,lower regime,0.000538,0.711773,0.288227
TH002,High feedback amplification,91,0.162264,-1.039005,Increasing Pressure,lower regime,0.000782,0.787917,0.212083
TH002,High feedback amplification,92,0.172956,-1.018749,Increasing Pressure,lower regime,0.001154,0.866318,0.133682
TH002,High feedback amplification,93,0.183648,-1.012352,Increasing Pressure,lower regime,0.001554,0.908187,0.091813
TH002,High feedback amplification,94,0.19434,-1.031719,Increasing Pressure,lower regime,0.001731,0.905325,0.094675
TH002,High feedback amplification,95,0.205031,-1.010393,Increasing Pressure,lower regime,0.002033,0.918069,0.081931
TH002,High feedback amplification,96,0.215723,-1.001034,Increasing Pressure,lower regime,0.002396,0.935059,0.064941
TH002,High feedback amplification,97,0.226415,-0.975081,Increasing Pressure,lower regime,0.002936,0.944268,0.055732
TH002,High feedback amplification,98,0.237107,-0.975974,Increasing Pressure,lower regime,0.003332,0.965198,0.034802
TH002,High feedback amplification,99,0.247799,-0.936599,Increasing Pressure,lower regime,0.003796,0.965476,0.034524
TH002,High feedback amplification,100,0.258491,-0.945968,Increasing Pressure,lower regime,0.003653,0.961898,0.038102
TH002,High feedback amplification,101,0.269182,-0.91508,Increasing Pressure,lower regime,0.003548,0.954773,0.045227
TH002,High feedback amplification,102,0.279874,-0.915376,Increasing Pressure,lower regime,0.003345,0.958278,0.041722
TH002,High feedback amplification,103,0.290566,-0.927745,Increasing Pressure,lower regime,0.003164,0.951473,0.048527
TH002,High feedback amplification,104,0.301258,-0.95099,Increasing Pressure,lower regime,0.002691,0.932659,0.067341
TH002,High feedback amplification,105,0.31195,-0.95247,Increasing Pressure,lower regime,0.00221,0.917165,0.082835
TH002,High feedback amplification,106,0.322642,-0.921815,Increasing Pressure,lower regime,0.001857,0.890022,0.109978
TH002,High feedback amplification,107,0.333333,-0.904965,Increasing Pressure,lower regime,0.001759,0.884822,0.115178
TH002,High feedback amplification,108,0.344025,-0.891227,Increasing Pressure,lower regime,0.001815,0.886051,0.113949
TH002,High feedback amplification,109,0.354717,-0.939088,Increasing Pressure,lower regime,0.001583,0.822802,0.177198
TH002,High feedback amplification,110,0.365409,-0.921535,Increasing Pressure,lower regime,0.001137,0.746752,0.253248
TH002,High feedback amplification,111,0.376101,-0.907775,Increasing Pressure,lower regime,0.000871,0.645015,0.354985
TH002,High feedback amplification,112,0.386792,-0.916498,Increasing Pressure,lower regime,0.000589,0.526992,0.473008
TH002,High feedback amplification,113,0.397484,-0.92567,Increasing Pressure,lower regime,0.000452,0.335139,0.664861
TH002,High feedback amplification,114,0.408176,-0.921189,Increasing Pressure,lower regime,0.00029,0.284533,0.715467
TH002,High feedback amplification,115,0.418868,-0.881934,Increasing Pressure,lower regime,0.000389,0.223186,0.776814
TH002,High feedback amplification,116,0.42956,-0.900175,Increasing Pressure,lower regime,0.000369,0.352742,0.647258
TH002,High feedback amplification,117,0.440252,-0.904258,Increasing Pressure,lower regime,0.000381,0.380918,0.619082
TH002,High feedback amplification,118,0.450943,-0.871761,Increasing Pressure,lower regime,0.000513,0.425379,0.574621
TH002,High feedback amplification,119,0.461635,-0.876782,Increasing Pressure,lower regime,0.000589,0.525342,0.474658
TH002,High feedback amplification,120,0.472327,-0.879356,Increasing Pressure,lower regime,0.000535,0.465211,0.534789
TH002,High feedback amplification,121,0.483019,-0.872012,Increasing Pressure,lower regime,0.000455,0.485779,0.514221
TH002,High feedback amplification,122,0.493711,-0.891319,Increasing Pressure,lower regime,0.000433,0.491724,0.508276
TH002,High feedback amplification,123,0.504403,-0.879774,Increasing Pressure,lower regime,0.000457,0.510645,0.489355
TH002,High feedback amplification,124,0.515094,-0.896951,Increasing Pressure,lower regime,0.000454,0.63741,0.36259
TH002,High feedback amplification,125,0.525786,-0.870694,Increasing Pressure,lower regime,0.000382,0.53114,0.46886
TH002,High feedback amplification,126,0.536478,-0.863044,Increasing Pressure,lower regime,0.000387,0.559241,0.440759
TH002,High feedback amplification,127,0.54717,-0.809658,Increasing Pressure,lower regime,0.000772,0.608245,0.391755
TH002,High feedback amplification,128,0.557862,-0.798189,Increasing Pressure,lower regime,0.001151,0.754352,0.245648
TH002,High feedback amplification,129,0.568553,-0.764912,Increasing Pressure,lower regime,0.001738,0.833575,0.166425
TH002,High feedback amplification,130,0.579245,-0.785533,Increasing Pressure,lower regime,0.001919,0.869176,0.130824
TH002,High feedback amplification,131,0.589937,-0.781375,Increasing Pressure,lower regime,0.002245,0.895378,0.104622
TH002,High feedback amplification,132,0.600629,-0.767909,Increasing Pressure,lower regime,0.002504,0.905913,0.094087
TH002,High feedback amplification,133,0.611321,-0.725862,Increasing Pressure,lower regime,0.003074,0.923285,0.076715
TH002,High feedback amplification,134,0.622013,-0.75281,Increasing Pressure,lower regime,0.003351,0.91584,0.08416
TH002,High feedback amplification,135,0.632704,-0.725199,Increasing Pressure,lower regime,0.003761,0.920915,0.079085
TH002,High feedback amplification,136,0.643396,-0.705644,Increasing Pressure,lower regime,0.004192,0.928391,0.071609
TH002,High feedback amplification,137,0.654088,-0.66704,Increasing Pressure,lower regime,0.005005,0.938979,0.061021
TH002,High feedback amplification,138,0.66478,-0.644736,Increasing Pressure,lower regime,0.005568,0.9453,0.0547
TH002,High feedback amplification,139,0.675472,-0.635204,Increasing Pressure,lower regime,0.00597,0.953732,0.046268
TH002,High feedback amplification,140,0.686164,-0.636627,Increasing Pressure,lower regime,0.005528,0.950279,0.049721
TH002,High feedback amplification,141,0.696855,-0.652044,Increasing Pressure,lower regime,0.004878,0.940625,0.059375
TH002,High feedback amplification,142,0.707547,-0.63802,Increasing Pressure,lower regime,0.004118,0.944003,0.055997
TH002,High feedback amplification,143,0.718239,-0.631237,Increasing Pressure,lower regime,0.003931,0.941337,0.058663
TH002,High feedback amplification,144,0.728931,-0.579683,Increasing Pressure,lower regime,0.004259,0.936467,0.063533
TH002,High feedback amplification,145,0.739623,-0.579964,Increasing Pressure,lower regime,0.004632,0.946421,0.053579
TH002,High feedback amplification,146,0.750314,-0.561084,Increasing Pressure,lower regime,0.004677,0.946245,0.053755
TH002,High feedback amplification,147,0.761006,-0.579247,Increasing Pressure,lower regime,0.004169,0.934253,0.065747
TH002,High feedback amplification,148,0.771698,-0.573609,Increasing Pressure,lower regime,0.003607,0.934838,0.065162
TH002,High feedback amplification,149,0.78239,-0.554246,Increasing Pressure,lower regime,0.003552,0.948292,0.051708
TH002,High feedback amplification,150,0.793082,-0.522855,Increasing Pressure,lower regime,0.003161,0.932721,0.067279
TH002,High feedback amplification,151,0.803774,-0.477929,Increasing Pressure,lower regime,0.003445,0.924528,0.075472
TH002,High feedback amplification,152,0.814465,-0.461306,Increasing Pressure,lower regime,0.003814,0.947689,0.052311
TH002,High feedback amplification,153,0.825157,-0.465163,Increasing Pressure,lower regime,0.004212,0.951804,0.048196
TH002,High feedback amplification,154,0.835849,-0.43709,Increasing Pressure,lower regime,0.004964,0.958438,0.041562
TH002,High feedback amplification,155,0.846541,-0.406474,Increasing Pressure,lower regime,0.005988,0.965292,0.034708
TH002,High feedback amplification,156,0.857233,-0.37481,Increasing Pressure,lower regime,0.007154,0.973456,0.026544
TH002,High feedback amplification,157,0.867925,-0.365275,Increasing Pressure,lower regime,0.007662,0.974517,0.025483
TH002,High feedback amplification,158,0.878616,-0.318156,Increasing Pressure,lower regime,0.008725,0.975086,0.024914
TH002,High feedback amplification,159,0.889308,-0.289412,Increasing Pressure,lower regime,0.009728,0.985374,0.014626
TH002,High feedback amplification,160,0.9,-0.246568,Increasing Pressure,lower regime,0.011864,0.988164,0.011836
TH003,Weak adaptive capacity,1,-0.7,-0.955144,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,2,-0.690252,-1.006508,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,3,-0.680503,-1.051945,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,4,-0.670755,-1.07776,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,5,-0.661006,-1.115178,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,6,-0.651258,-1.172261,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,7,-0.641509,-1.188145,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,8,-0.631761,-1.211969,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,9,-0.622013,-1.230682,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,10,-0.612264,-1.239852,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,11,-0.602516,-1.24489,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,12,-0.592767,-1.231815,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,13,-0.583019,-1.229599,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,14,-0.57327,-1.237097,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,15,-0.563522,-1.258126,Increasing Pressure,lower regime,,,
TH003,Weak adaptive capacity,16,-0.553774,-1.279993,Increasing Pressure,lower regime,0.009756,0.989162,0.010838
TH003,Weak adaptive capacity,17,-0.544025,-1.274703,Increasing Pressure,lower regime,0.006955,0.984306,0.015694
TH003,Weak adaptive capacity,18,-0.534277,-1.250739,Increasing Pressure,lower regime,0.004686,0.969919,0.030081
TH003,Weak adaptive capacity,19,-0.524528,-1.25343,Increasing Pressure,lower regime,0.003087,0.958672,0.041328
TH003,Weak adaptive capacity,20,-0.51478,-1.257826,Increasing Pressure,lower regime,0.001734,0.926567,0.073433
TH003,Weak adaptive capacity,21,-0.505031,-1.249474,Increasing Pressure,lower regime,0.000809,0.883693,0.116307
TH003,Weak adaptive capacity,22,-0.495283,-1.277837,Increasing Pressure,lower regime,0.000578,0.765448,0.234552
TH003,Weak adaptive capacity,23,-0.485535,-1.280078,Increasing Pressure,lower regime,0.000412,0.716408,0.283592
TH003,Weak adaptive capacity,24,-0.475786,-1.266969,Increasing Pressure,lower regime,0.000319,0.676718,0.323282
TH003,Weak adaptive capacity,25,-0.466038,-1.24888,Increasing Pressure,lower regime,0.000283,0.61278,0.38722
TH003,Weak adaptive capacity,26,-0.456289,-1.253565,Increasing Pressure,lower regime,0.000267,0.596783,0.403217
TH003,Weak adaptive capacity,27,-0.446541,-1.245833,Increasing Pressure,lower regime,0.000266,0.57911,0.42089
TH003,Weak adaptive capacity,28,-0.436792,-1.241272,Increasing Pressure,lower regime,0.000241,0.505379,0.494621
TH003,Weak adaptive capacity,29,-0.427044,-1.227393,Increasing Pressure,lower regime,0.000249,0.48052,0.51948
TH003,Weak adaptive capacity,30,-0.417296,-1.249487,Increasing Pressure,lower regime,0.000227,0.515578,0.484422
TH003,Weak adaptive capacity,31,-0.407547,-1.237069,Increasing Pressure,lower regime,0.000252,0.570213,0.429787
TH003,Weak adaptive capacity,32,-0.397799,-1.263787,Increasing Pressure,lower regime,0.000216,0.395398,0.604602
TH003,Weak adaptive capacity,33,-0.38805,-1.305253,Increasing Pressure,lower regime,0.000355,0.457573,0.542427
TH003,Weak adaptive capacity,34,-0.378302,-1.30222,Increasing Pressure,lower regime,0.000479,0.635593,0.364407
TH003,Weak adaptive capacity,35,-0.368553,-1.304852,Increasing Pressure,lower regime,0.000599,0.717794,0.282206
TH003,Weak adaptive capacity,36,-0.358805,-1.27423,Increasing Pressure,lower regime,0.000604,0.685677,0.314323
TH003,Weak adaptive capacity,37,-0.349057,-1.252734,Increasing Pressure,lower regime,0.000599,0.702105,0.297895
TH003,Weak adaptive capacity,38,-0.339308,-1.268509,Increasing Pressure,lower regime,0.000587,0.681014,0.318986
TH003,Weak adaptive capacity,39,-0.32956,-1.243786,Increasing Pressure,lower regime,0.000591,0.658244,0.341756
TH003,Weak adaptive capacity,40,-0.319811,-1.256236,Increasing Pressure,lower regime,0.000591,0.669583,0.330417
TH003,Weak adaptive capacity,41,-0.310063,-1.249541,Increasing Pressure,lower regime,0.00059,0.667163,0.332837
TH003,Weak adaptive capacity,42,-0.300314,-1.24727,Increasing Pressure,lower regime,0.000599,0.67094,0.32906
TH003,Weak adaptive capacity,43,-0.290566,-1.237557,Increasing Pressure,lower regime,0.000619,0.669095,0.330905
TH003,Weak adaptive capacity,44,-0.280818,-1.216347,Increasing Pressure,lower regime,0.00072,0.674602,0.325398
TH003,Weak adaptive capacity,45,-0.271069,-1.201411,Increasing Pressure,lower regime,0.00087,0.758128,0.241872
TH003,Weak adaptive capacity,46,-0.261321,-1.193559,Increasing Pressure,lower regime,0.001121,0.815657,0.184343
TH003,Weak adaptive capacity,47,-0.251572,-1.181036,Increasing Pressure,lower regime,0.001439,0.88252,0.11748
TH003,Weak adaptive capacity,48,-0.241824,-1.173008,Increasing Pressure,lower regime,0.001786,0.946994,0.053006
TH003,Weak adaptive capacity,49,-0.232075,-1.185578,Increasing Pressure,lower regime,0.001708,0.937552,0.062448
TH003,Weak adaptive capacity,50,-0.222327,-1.19742,Increasing Pressure,lower regime,0.001479,0.926061,0.073939
TH003,Weak adaptive capacity,51,-0.212579,-1.202509,Increasing Pressure,lower regime,0.001115,0.917918,0.082082
TH003,Weak adaptive capacity,52,-0.20283,-1.18887,Increasing Pressure,lower regime,0.000996,0.915101,0.084899
TH003,Weak adaptive capacity,53,-0.193082,-1.190341,Increasing Pressure,lower regime,0.000954,0.925435,0.074565
TH003,Weak adaptive capacity,54,-0.183333,-1.144554,Increasing Pressure,lower regime,0.001023,0.877222,0.122778
TH003,Weak adaptive capacity,55,-0.173585,-1.161685,Increasing Pressure,lower regime,0.00104,0.871888,0.128112
TH003,Weak adaptive capacity,56,-0.163836,-1.180972,Increasing Pressure,lower regime,0.000846,0.82486,0.17514
TH003,Weak adaptive capacity,57,-0.154088,-1.163348,Increasing Pressure,lower regime,0.000707,0.763507,0.236493
TH003,Weak adaptive capacity,58,-0.14434,-1.13605,Increasing Pressure,lower regime,0.000654,0.674551,0.325449
TH003,Weak adaptive capacity,59,-0.134591,-1.12853,Increasing Pressure,lower regime,0.000628,0.702919,0.297081
TH003,Weak adaptive capacity,60,-0.124843,-1.115576,Increasing Pressure,lower regime,0.000745,0.76597,0.23403
TH003,Weak adaptive capacity,61,-0.115094,-1.093173,Increasing Pressure,lower regime,0.001046,0.829964,0.170036
TH003,Weak adaptive capacity,62,-0.105346,-1.100405,Increasing Pressure,lower regime,0.00123,0.859171,0.140829
TH003,Weak adaptive capacity,63,-0.095597,-1.130199,Increasing Pressure,lower regime,0.001242,0.83801,0.16199
TH003,Weak adaptive capacity,64,-0.085849,-1.139698,Increasing Pressure,lower regime,0.001235,0.838369,0.161631
TH003,Weak adaptive capacity,65,-0.076101,-1.120714,Increasing Pressure,lower regime,0.001222,0.828201,0.171799
TH003,Weak adaptive capacity,66,-0.066352,-1.14688,Increasing Pressure,lower regime,0.00106,0.773273,0.226727
TH003,Weak adaptive capacity,67,-0.056604,-1.142493,Increasing Pressure,lower regime,0.000836,0.718829,0.281171
TH003,Weak adaptive capacity,68,-0.046855,-1.134263,Increasing Pressure,lower regime,0.000687,0.642645,0.357355
TH003,Weak adaptive capacity,69,-0.037107,-1.13689,Increasing Pressure,lower regime,0.000502,0.691791,0.308209
TH003,Weak adaptive capacity,70,-0.027358,-1.119973,Increasing Pressure,lower regime,0.000511,0.686726,0.313274
TH003,Weak adaptive capacity,71,-0.01761,-1.107357,Increasing Pressure,lower regime,0.000498,0.665147,0.334853
TH003,Weak adaptive capacity,72,-0.007862,-1.064512,Increasing Pressure,lower regime,0.00057,0.558192,0.441808
TH003,Weak adaptive capacity,73,0.001887,-1.056814,Increasing Pressure,lower regime,0.000717,0.736135,0.263865
TH003,Weak adaptive capacity,74,0.011635,-1.071595,Increasing Pressure,lower regime,0.000814,0.769908,0.230092
TH003,Weak adaptive capacity,75,0.021384,-1.083408,Increasing Pressure,lower regime,0.000848,0.785325,0.214675
TH003,Weak adaptive capacity,76,0.031132,-1.09824,Increasing Pressure,lower regime,0.000855,0.798537,0.201463
TH003,Weak adaptive capacity,77,0.040881,-1.078719,Increasing Pressure,lower regime,0.000899,0.793026,0.206974
TH003,Weak adaptive capacity,78,0.050629,-1.088352,Increasing Pressure,lower regime,0.00092,0.831107,0.168893
TH003,Weak adaptive capacity,79,0.060377,-1.08744,Increasing Pressure,lower regime,0.000905,0.83027,0.16973
TH003,Weak adaptive capacity,80,0.070126,-1.071397,Increasing Pressure,lower regime,0.000879,0.829737,0.170263
TH003,Weak adaptive capacity,81,0.079874,-1.083217,Increasing Pressure,lower regime,0.000866,0.848534,0.151466
TH003,Weak adaptive capacity,82,0.089623,-1.085464,Increasing Pressure,lower regime,0.000704,0.80987,0.19013
TH003,Weak adaptive capacity,83,0.099371,-1.11482,Increasing Pressure,lower regime,0.000574,0.690407,0.309593
TH003,Weak adaptive capacity,84,0.109119,-1.126462,Increasing Pressure,lower regime,0.000535,0.623222,0.376778
TH003,Weak adaptive capacity,85,0.118868,-1.126856,Increasing Pressure,lower regime,0.000481,0.632515,0.367485
TH003,Weak adaptive capacity,86,0.128616,-1.109009,Increasing Pressure,lower regime,0.000447,0.634594,0.365406
TH003,Weak adaptive capacity,87,0.138365,-1.07895,Increasing Pressure,lower regime,0.000435,0.698113,0.301887
TH003,Weak adaptive capacity,88,0.148113,-1.073811,Increasing Pressure,lower regime,0.00041,0.66374,0.33626
TH003,Weak adaptive capacity,89,0.157862,-1.063733,Increasing Pressure,lower regime,0.000383,0.65526,0.34474
TH003,Weak adaptive capacity,90,0.16761,-1.055971,Increasing Pressure,lower regime,0.000436,0.712598,0.287402
TH003,Weak adaptive capacity,91,0.177358,-1.032062,Increasing Pressure,lower regime,0.00064,0.79,0.21
TH003,Weak adaptive capacity,92,0.187107,-1.013585,Increasing Pressure,lower regime,0.000949,0.868675,0.131325
TH003,Weak adaptive capacity,93,0.196855,-1.007565,Increasing Pressure,lower regime,0.001283,0.909955,0.090045
TH003,Weak adaptive capacity,94,0.206604,-1.024742,Increasing Pressure,lower regime,0.001433,0.907282,0.092718
TH003,Weak adaptive capacity,95,0.216352,-1.005344,Increasing Pressure,lower regime,0.001687,0.92005,0.07995
TH003,Weak adaptive capacity,96,0.226101,-0.996695,Increasing Pressure,lower regime,0.001993,0.936728,0.063272
TH003,Weak adaptive capacity,97,0.235849,-0.973114,Increasing Pressure,lower regime,0.002445,0.945808,0.054192
TH003,Weak adaptive capacity,98,0.245597,-0.973684,Increasing Pressure,lower regime,0.002779,0.966186,0.033814
TH003,Weak adaptive capacity,99,0.255346,-0.938027,Increasing Pressure,lower regime,0.00317,0.966646,0.033354
TH003,Weak adaptive capacity,100,0.265094,-0.946245,Increasing Pressure,lower regime,0.003062,0.96331,0.03669
TH003,Weak adaptive capacity,101,0.274843,-0.91824,Increasing Pressure,lower regime,0.002982,0.956602,0.043398
TH003,Weak adaptive capacity,102,0.284591,-0.918322,Increasing Pressure,lower regime,0.002818,0.959903,0.040097
TH003,Weak adaptive capacity,103,0.29434,-0.929275,Increasing Pressure,lower regime,0.002668,0.953378,0.046622
TH003,Weak adaptive capacity,104,0.304088,-0.950015,Increasing Pressure,lower regime,0.002274,0.935447,0.064553
TH003,Weak adaptive capacity,105,0.313836,-0.951172,Increasing Pressure,lower regime,0.001871,0.920822,0.079178
TH003,Weak adaptive capacity,106,0.323585,-0.923416,Increasing Pressure,lower regime,0.001576,0.89486,0.10514
TH003,Weak adaptive capacity,107,0.333333,-0.90809,Increasing Pressure,lower regime,0.001492,0.889818,0.110182
TH003,Weak adaptive capacity,108,0.343082,-0.895579,Increasing Pressure,lower regime,0.001536,0.890827,0.109173
TH003,Weak adaptive capacity,109,0.35283,-0.938523,Increasing Pressure,lower regime,0.001338,0.830456,0.169544
TH003,Weak adaptive capacity,110,0.362579,-0.922574,Increasing Pressure,lower regime,0.000965,0.757857,0.242143
TH003,Weak adaptive capacity,111,0.372327,-0.910045,Increasing Pressure,lower regime,0.00074,0.661122,0.338878
TH003,Weak adaptive capacity,112,0.382075,-0.917758,Increasing Pressure,lower regime,0.000502,0.548234,0.451766
TH003,Weak adaptive capacity,113,0.391824,-0.925875,Increasing Pressure,lower regime,0.000383,0.362441,0.637559
TH003,Weak adaptive capacity,114,0.401572,-0.921705,Increasing Pressure,lower regime,0.000244,0.307295,0.692705
TH003,Weak adaptive capacity,115,0.411321,-0.886243,Increasing Pressure,lower regime,0.000328,0.24589,0.75411
TH003,Weak adaptive capacity,116,0.421069,-0.902552,Increasing Pressure,lower regime,0.00031,0.37405,0.62595
TH003,Weak adaptive capacity,117,0.430818,-0.906103,Increasing Pressure,lower regime,0.000322,0.405075,0.594925
TH003,Weak adaptive capacity,118,0.440566,-0.876733,Increasing Pressure,lower regime,0.000435,0.449159,0.550841
TH003,Weak adaptive capacity,119,0.450314,-0.881156,Increasing Pressure,lower regime,0.000498,0.543919,0.456081
TH003,Weak adaptive capacity,120,0.460063,-0.883371,Increasing Pressure,lower regime,0.000452,0.485938,0.514062
TH003,Weak adaptive capacity,121,0.469811,-0.876656,Increasing Pressure,lower regime,0.000385,0.505454,0.494546
TH003,Weak adaptive capacity,122,0.47956,-0.893934,Increasing Pressure,lower regime,0.000366,0.511067,0.488933
TH003,Weak adaptive capacity,123,0.489308,-0.883427,Increasing Pressure,lower regime,0.000387,0.531007,0.468993
TH003,Weak adaptive capacity,124,0.499057,-0.89878,Increasing Pressure,lower regime,0.000385,0.653565,0.346435
TH003,Weak adaptive capacity,125,0.508805,-0.875031,Increasing Pressure,lower regime,0.000324,0.550889,0.449111
TH003,Weak adaptive capacity,126,0.518553,-0.868048,Increasing Pressure,lower regime,0.000329,0.577493,0.422507
TH003,Weak adaptive capacity,127,0.528302,-0.81991,Increasing Pressure,lower regime,0.000646,0.621786,0.378214
TH003,Weak adaptive capacity,128,0.53805,-0.809588,Increasing Pressure,lower regime,0.000957,0.760556,0.239444
TH003,Weak adaptive capacity,129,0.547799,-0.779659,Increasing Pressure,lower regime,0.001434,0.836737,0.163263
TH003,Weak adaptive capacity,130,0.557547,-0.798324,Increasing Pressure,lower regime,0.001579,0.871085,0.128915
TH003,Weak adaptive capacity,131,0.567296,-0.794618,Increasing Pressure,lower regime,0.001844,0.896593,0.103407
TH003,Weak adaptive capacity,132,0.577044,-0.782539,Increasing Pressure,lower regime,0.002051,0.906755,0.093245
TH003,Weak adaptive capacity,133,0.586792,-0.744769,Increasing Pressure,lower regime,0.002508,0.923806,0.076194
TH003,Weak adaptive capacity,134,0.596541,-0.769229,Increasing Pressure,lower regime,0.002728,0.916058,0.083942
TH003,Weak adaptive capacity,135,0.606289,-0.744479,Increasing Pressure,lower regime,0.003053,0.920917,0.079083
TH003,Weak adaptive capacity,136,0.616038,-0.72707,Increasing Pressure,lower regime,0.003393,0.928192,0.071808
TH003,Weak adaptive capacity,137,0.625786,-0.692583,Increasing Pressure,lower regime,0.004037,0.938598,0.061402
TH003,Weak adaptive capacity,138,0.635535,-0.672928,Increasing Pressure,lower regime,0.004473,0.944739,0.055261
TH003,Weak adaptive capacity,139,0.645283,-0.664866,Increasing Pressure,lower regime,0.004774,0.953021,0.046979
TH003,Weak adaptive capacity,140,0.655031,-0.666701,Increasing Pressure,lower regime,0.004392,0.949157,0.050843
TH003,Weak adaptive capacity,141,0.66478,-0.681114,Increasing Pressure,lower regime,0.00385,0.938784,0.061216
TH003,Weak adaptive capacity,142,0.674528,-0.668938,Increasing Pressure,lower regime,0.003221,0.9418,0.0582
TH003,Weak adaptive capacity,143,0.684277,-0.663344,Increasing Pressure,lower regime,0.003055,0.938637,0.061363
TH003,Weak adaptive capacity,144,0.694025,-0.617485,Increasing Pressure,lower regime,0.003292,0.933252,0.066748
TH003,Weak adaptive capacity,145,0.703774,-0.618571,Increasing Pressure,lower regime,0.003564,0.943355,0.056645
TH003,Weak adaptive capacity,146,0.713522,-0.602408,Increasing Pressure,lower regime,0.00357,0.942698,0.057302
TH003,Weak adaptive capacity,147,0.72327,-0.619701,Increasing Pressure,lower regime,0.003146,0.929004,0.070996
TH003,Weak adaptive capacity,148,0.733019,-0.615451,Increasing Pressure,lower regime,0.002686,0.928883,0.071117
TH003,Weak adaptive capacity,149,0.742767,-0.598883,Increasing Pressure,lower regime,0.002622,0.942789,0.057211
TH003,Weak adaptive capacity,150,0.752516,-0.571619,Increasing Pressure,lower regime,0.00229,0.924171,0.075829
TH003,Weak adaptive capacity,151,0.762264,-0.532399,Increasing Pressure,lower regime,0.002475,0.91401,0.08599
TH003,Weak adaptive capacity,152,0.772013,-0.518991,Increasing Pressure,lower regime,0.002721,0.940247,0.059753
TH003,Weak adaptive capacity,153,0.781761,-0.524163,Increasing Pressure,lower regime,0.002984,0.944774,0.055226
TH003,Weak adaptive capacity,154,0.791509,-0.500596,Increasing Pressure,lower regime,0.003506,0.952179,0.047821
TH003,Weak adaptive capacity,155,0.801258,-0.474991,Increasing Pressure,lower regime,0.00422,0.959946,0.040054
TH003,Weak adaptive capacity,156,0.811006,-0.448732,Increasing Pressure,lower regime,0.005025,0.969212,0.030788
TH003,Weak adaptive capacity,157,0.820755,-0.442705,Increasing Pressure,lower regime,0.005318,0.970114,0.029886
TH003,Weak adaptive capacity,158,0.830503,-0.403003,Increasing Pressure,lower regime,0.006006,0.970489,0.029511
TH003,Weak adaptive capacity,159,0.840252,-0.380316,Increasing Pressure,lower regime,0.006625,0.982501,0.017499
TH003,Weak adaptive capacity,160,0.85,-0.345288,Increasing Pressure,lower regime,0.008058,0.985799,0.014201
TH004,Precautionary adaptive response,1,-0.8,-0.959279,Increasing Pressure,lower regime,,,
TH004,Precautionary adaptive response,2,-0.790566,-1.014302,Increasing Pressure,lower regime,,,
TH004,Precautionary adaptive response,3,-0.781132,-1.063376,Increasing Pressure,lower regime,,,
TH004,Precautionary adaptive response,4,-0.771698,-1.097218,Increasing Pressure,lower regime,,,
TH004,Precautionary adaptive response,5,-0.762264,-1.136649,Increasing Pressure,lower regime,,,
TH004,Precautionary adaptive response,6,-0.75283,-1.187032,Increasing Pressure,lower regime,,,
TH004,Precautionary adaptive response,7,-0.743396,-1.207807,Increasing Pressure,lower regime,,,
TH004,Precautionary adaptive response,8,-0.733962,-1.232084,Increasing Pressure,lower regime,,,
TH004,Precautionary adaptive response,9,-0.724528,-1.251322,Increasing Pressure,lower regime,,,
TH004,Precautionary adaptive response,10,-0.715094,-1.262799,Increasing Pressure,lower regime,,,
TH004,Precautionary adaptive response,11,-0.70566,-1.270376,Increasing Pressure,lower regime,,,
TH004,Precautionary adaptive response,12,-0.696226,-1.264937,Increasing Pressure,lower regime,,,
TH004,Precautionary adaptive response,13,-0.686792,-1.266094,Increasing Pressure,lower regime,,,
