system_id,system,system_domain,time,event,stress_load,adaptive_response,function_level,threshold_proximity,justice_weighted_function
SYS004,Electric Grid and Critical Services,infrastructure,22,background climate stress,0.17058,0.2144,1.0,0.52588,1.0
SYS004,Electric Grid and Critical Services,infrastructure,23,background climate stress,0.17432,0.2144,1.0,0.52679,1.0
SYS004,Electric Grid and Critical Services,infrastructure,24,background climate stress,0.17507,0.2144,1.0,0.52772,1.0
SYS004,Electric Grid and Critical Services,infrastructure,25,background climate stress,0.17314,0.2144,1.0,0.52861,1.0
SYS004,Electric Grid and Critical Services,infrastructure,26,background climate stress,0.17731,0.2144,1.0,0.52958,1.0
SYS004,Electric Grid and Critical Services,infrastructure,27,background climate stress,0.17624,0.2144,1.0,0.53053,1.0
SYS004,Electric Grid and Critical Services,infrastructure,28,Coastal storm surge after wetland loss,0.68697,0.2144,0.84382,0.5417,0.75167
SYS004,Electric Grid and Critical Services,infrastructure,29,background climate stress,0.18154,0.2144,0.86869,0.54276,0.90031
SYS004,Electric Grid and Critical Services,infrastructure,30,background climate stress,0.1772,0.2144,0.89505,0.54373,0.92763
SYS004,Electric Grid and Critical Services,infrastructure,31,background climate stress,0.17913,0.2144,0.92063,0.54474,0.95414
SYS004,Electric Grid and Critical Services,infrastructure,32,background climate stress,0.18188,0.2144,0.94515,0.5458,0.97955
SYS004,Electric Grid and Critical Services,infrastructure,33,background climate stress,0.18603,0.2144,0.96808,0.54695,1.0
SYS004,Electric Grid and Critical Services,infrastructure,34,background climate stress,0.18395,0.2144,0.99167,0.54806,1.0
SYS004,Electric Grid and Critical Services,infrastructure,35,background climate stress,0.18352,0.2144,1.0,0.54915,1.0
SYS004,Electric Grid and Critical Services,infrastructure,36,background climate stress,0.18237,0.2144,1.0,0.55023,1.0
SYS004,Electric Grid and Critical Services,infrastructure,37,background climate stress,0.1835,0.2144,1.0,0.55133,1.0
SYS004,Electric Grid and Critical Services,infrastructure,38,background climate stress,0.18377,0.2144,1.0,0.55243,1.0
SYS004,Electric Grid and Critical Services,infrastructure,39,background climate stress,0.19157,0.2144,1.0,0.55369,1.0
SYS004,Electric Grid and Critical Services,infrastructure,40,background climate stress,0.19156,0.2144,1.0,0.55495,1.0
SYS004,Electric Grid and Critical Services,infrastructure,41,background climate stress,0.19251,0.2144,1.0,0.55622,1.0
SYS004,Electric Grid and Critical Services,infrastructure,42,background climate stress,0.19011,0.2144,1.0,0.55745,1.0
SYS004,Electric Grid and Critical Services,infrastructure,43,Drought with food and water stress,0.72047,0.2144,0.8296,0.56929,0.72972
SYS004,Electric Grid and Critical Services,infrastructure,44,background climate stress,0.19486,0.2144,0.84748,0.57061,0.87833
SYS004,Electric Grid and Critical Services,infrastructure,45,background climate stress,0.19205,0.2144,0.86626,0.57188,0.89779
SYS004,Electric Grid and Critical Services,infrastructure,46,background climate stress,0.1946,0.2144,0.88402,0.5732,0.9162
SYS004,Electric Grid and Critical Services,infrastructure,47,background climate stress,0.19247,0.2144,0.90244,0.57448,0.93529
SYS004,Electric Grid and Critical Services,infrastructure,48,background climate stress,0.19582,0.2144,0.91956,0.57582,0.95303
SYS004,Electric Grid and Critical Services,infrastructure,49,background climate stress,0.19521,0.2144,0.93678,0.57715,0.97088
SYS004,Electric Grid and Critical Services,infrastructure,50,background climate stress,0.19473,0.2144,0.95408,0.57847,0.98881
SYS004,Electric Grid and Critical Services,infrastructure,51,background climate stress,0.203,0.2144,0.96829,0.57996,1.0
SYS004,Electric Grid and Critical Services,infrastructure,52,background climate stress,0.19651,0.2144,0.98472,0.58132,1.0
SYS004,Electric Grid and Critical Services,infrastructure,53,background climate stress,0.20385,0.2144,0.99839,0.58282,1.0
SYS004,Electric Grid and Critical Services,infrastructure,54,background climate stress,0.20374,0.2144,1.0,0.58433,1.0
SYS004,Electric Grid and Critical Services,infrastructure,55,background climate stress,0.19917,0.2144,1.0,0.58574,1.0
SYS004,Electric Grid and Critical Services,infrastructure,56,background climate stress,0.20363,0.2144,1.0,0.58724,1.0
SYS004,Electric Grid and Critical Services,infrastructure,57,background climate stress,0.20914,0.2144,1.0,0.58885,1.0
SYS004,Electric Grid and Critical Services,infrastructure,58,background climate stress,0.20999,0.2144,1.0,0.59047,1.0
SYS004,Electric Grid and Critical Services,infrastructure,59,Wildfire smoke and evacuation pressure,0.73016,0.2144,0.82347,0.6025,0.73816
SYS004,Electric Grid and Critical Services,infrastructure,60,background climate stress,0.2094,0.2144,0.83346,0.60412,0.8638
SYS004,Electric Grid and Critical Services,infrastructure,61,background climate stress,0.2122,0.2144,0.8423,0.60579,0.87296
SYS004,Electric Grid and Critical Services,infrastructure,62,background climate stress,0.21257,0.2144,0.85088,0.60747,0.88185
SYS004,Electric Grid and Critical Services,infrastructure,63,background climate stress,0.20976,0.2144,0.86034,0.60909,0.89166
SYS004,Electric Grid and Critical Services,infrastructure,64,background climate stress,0.21301,0.2144,0.8685,0.61078,0.90011
SYS004,Electric Grid and Critical Services,infrastructure,65,background climate stress,0.21437,0.2144,0.87603,0.61249,0.90792
SYS004,Electric Grid and Critical Services,infrastructure,66,background climate stress,0.21349,0.2144,0.88374,0.61419,0.91591
SYS004,Electric Grid and Critical Services,infrastructure,67,background climate stress,0.21826,0.2144,0.8896,0.61598,0.92198
SYS004,Electric Grid and Critical Services,infrastructure,68,background climate stress,0.21584,0.2144,0.89619,0.61773,0.92881
SYS004,Electric Grid and Critical Services,infrastructure,69,background climate stress,0.21953,0.2144,0.90131,0.61954,0.93412
SYS004,Electric Grid and Critical Services,infrastructure,70,Compound flood heat and public health disruption,0.78734,0.2144,0.70187,0.63272,0.60164
SYS004,Electric Grid and Critical Services,infrastructure,71,background climate stress,0.21676,0.2144,0.70679,0.63448,0.73252
SYS004,Electric Grid and Critical Services,infrastructure,72,background climate stress,0.22113,0.2144,0.70999,0.63633,0.73584
SYS004,Electric Grid and Critical Services,infrastructure,73,background climate stress,0.21848,0.2144,0.714,0.63813,0.73999
SYS004,Electric Grid and Critical Services,infrastructure,74,background climate stress,0.22486,0.2144,0.71557,0.64005,0.74162
SYS004,Electric Grid and Critical Services,infrastructure,75,background climate stress,0.22786,0.2144,0.7159,0.64204,0.74196
SYS004,Electric Grid and Critical Services,infrastructure,76,background climate stress,0.22588,0.2144,0.71679,0.64398,0.74289
SYS004,Electric Grid and Critical Services,infrastructure,77,background climate stress,0.22705,0.2144,0.71711,0.64595,0.74321
SYS004,Electric Grid and Critical Services,infrastructure,78,background climate stress,0.22854,0.2144,0.71673,0.64795,0.74282
SYS004,Electric Grid and Critical Services,infrastructure,79,background climate stress,0.22597,0.2144,0.71711,0.64989,0.74321
SYS005,Public Health Response Network,public health,0,background climate stress,0.15124,0.2114,0.86926,0.46049,0.92037
SYS005,Public Health Response Network,public health,1,background climate stress,0.15123,0.2114,0.90849,0.46098,0.96191
SYS005,Public Health Response Network,public health,2,background climate stress,0.15075,0.2114,0.94785,0.46145,1.0
SYS005,Public Health Response Network,public health,3,background climate stress,0.147,0.2114,0.98852,0.46186,1.0
SYS005,Public Health Response Network,public health,4,background climate stress,0.1487,0.2114,1.0,0.46229,1.0
SYS005,Public Health Response Network,public health,5,background climate stress,0.15292,0.2114,1.0,0.46282,1.0
SYS005,Public Health Response Network,public health,6,background climate stress,0.15455,0.2114,1.0,0.46337,1.0
SYS005,Public Health Response Network,public health,7,background climate stress,0.14823,0.2114,1.0,0.4638,1.0
SYS005,Public Health Response Network,public health,8,background climate stress,0.15035,0.2114,1.0,0.46427,1.0
SYS005,Public Health Response Network,public health,9,background climate stress,0.15769,0.2114,1.0,0.46489,1.0
SYS005,Public Health Response Network,public health,10,background climate stress,0.1515,0.2114,1.0,0.46538,1.0
SYS005,Public Health Response Network,public health,11,background climate stress,0.15712,0.2114,1.0,0.46598,1.0
SYS005,Public Health Response Network,public health,12,Extreme heat and grid stress,0.70918,0.2114,0.83793,0.47763,0.75112
SYS005,Public Health Response Network,public health,13,background climate stress,0.15722,0.2114,0.87362,0.47824,0.92499
SYS005,Public Health Response Network,public health,14,background climate stress,0.16086,0.2114,0.90796,0.47892,0.96135
SYS005,Public Health Response Network,public health,15,background climate stress,0.16362,0.2114,0.94125,0.47965,0.9966
SYS005,Public Health Response Network,public health,16,background climate stress,0.16191,0.2114,0.9751,0.48036,1.0
SYS005,Public Health Response Network,public health,17,background climate stress,0.16101,0.2114,1.0,0.48104,1.0
SYS005,Public Health Response Network,public health,18,background climate stress,0.1612,0.2114,1.0,0.48173,1.0
SYS005,Public Health Response Network,public health,19,background climate stress,0.1647,0.2114,1.0,0.48248,1.0
SYS005,Public Health Response Network,public health,20,background climate stress,0.16558,0.2114,1.0,0.48326,1.0
SYS005,Public Health Response Network,public health,21,background climate stress,0.16443,0.2114,1.0,0.48401,1.0
SYS005,Public Health Response Network,public health,22,background climate stress,0.16576,0.2114,1.0,0.48479,1.0
SYS005,Public Health Response Network,public health,23,background climate stress,0.16721,0.2114,1.0,0.4856,1.0
SYS005,Public Health Response Network,public health,24,background climate stress,0.16553,0.2114,1.0,0.48637,1.0
SYS005,Public Health Response Network,public health,25,background climate stress,0.16565,0.2114,1.0,0.48715,1.0
SYS005,Public Health Response Network,public health,26,background climate stress,0.16997,0.2114,1.0,0.48801,1.0
SYS005,Public Health Response Network,public health,27,background climate stress,0.16658,0.2114,1.0,0.4888,1.0
SYS005,Public Health Response Network,public health,28,Coastal storm surge after wetland loss,0.68154,0.2114,0.84605,0.4999,0.77261
SYS005,Public Health Response Network,public health,29,background climate stress,0.17405,0.2114,0.87391,0.50084,0.92529
SYS005,Public Health Response Network,public health,30,background climate stress,0.17673,0.2114,0.90073,0.50184,0.95369
SYS005,Public Health Response Network,public health,31,background climate stress,0.17781,0.2114,0.92708,0.50286,0.98159
SYS005,Public Health Response Network,public health,32,background climate stress,0.17348,0.2114,0.9549,0.50379,1.0
SYS005,Public Health Response Network,public health,33,background climate stress,0.17579,0.2114,0.98182,0.50477,1.0
SYS005,Public Health Response Network,public health,34,background climate stress,0.18121,0.2114,1.0,0.50586,1.0
SYS005,Public Health Response Network,public health,35,background climate stress,0.17691,0.2114,1.0,0.50686,1.0
SYS005,Public Health Response Network,public health,36,background climate stress,0.18354,0.2114,1.0,0.50799,1.0
SYS005,Public Health Response Network,public health,37,background climate stress,0.17728,0.2114,1.0,0.509,1.0
SYS005,Public Health Response Network,public health,38,background climate stress,0.1839,0.2114,1.0,0.51014,1.0
SYS005,Public Health Response Network,public health,39,background climate stress,0.17757,0.2114,1.0,0.51116,1.0
SYS005,Public Health Response Network,public health,40,background climate stress,0.18406,0.2114,1.0,0.5123,1.0
SYS005,Public Health Response Network,public health,41,background climate stress,0.18617,0.2114,1.0,0.51349,1.0
SYS005,Public Health Response Network,public health,42,background climate stress,0.18472,0.2114,1.0,0.51465,1.0
SYS005,Public Health Response Network,public health,43,Drought with food and water stress,0.7149,0.2114,0.83197,0.52641,0.75044
SYS005,Public Health Response Network,public health,44,background climate stress,0.18861,0.2114,0.85247,0.52764,0.90259
SYS005,Public Health Response Network,public health,45,background climate stress,0.19202,0.2114,0.87164,0.52895,0.92289
SYS005,Public Health Response Network,public health,46,background climate stress,0.19365,0.2114,0.89012,0.53028,0.94246
SYS005,Public Health Response Network,public health,47,background climate stress,0.18719,0.2114,0.91081,0.53149,0.96437
SYS005,Public Health Response Network,public health,48,background climate stress,0.19116,0.2114,0.92999,0.53278,0.98467
SYS005,Public Health Response Network,public health,49,background climate stress,0.1877,0.2114,0.9503,0.53399,1.0
SYS005,Public Health Response Network,public health,50,background climate stress,0.19163,0.2114,0.9691,0.53529,1.0
SYS005,Public Health Response Network,public health,51,background climate stress,0.19041,0.2114,0.98824,0.53656,1.0
SYS005,Public Health Response Network,public health,52,background climate stress,0.19144,0.2114,1.0,0.53785,1.0
SYS005,Public Health Response Network,public health,53,background climate stress,0.1965,0.2114,1.0,0.53925,1.0
SYS005,Public Health Response Network,public health,54,background climate stress,0.19254,0.2114,1.0,0.54056,1.0
SYS005,Public Health Response Network,public health,55,background climate stress,0.19406,0.2114,1.0,0.5419,1.0
SYS005,Public Health Response Network,public health,56,background climate stress,0.19366,0.2114,1.0,0.54324,1.0
SYS005,Public Health Response Network,public health,57,background climate stress,0.20178,0.2114,1.0,0.54474,1.0
SYS005,Public Health Response Network,public health,58,background climate stress,0.19757,0.2114,1.0,0.54615,1.0
SYS005,Public Health Response Network,public health,59,Wildfire smoke and evacuation pressure,0.7244,0.2114,0.82603,0.5581,0.75896
SYS005,Public Health Response Network,public health,60,background climate stress,0.1992,0.2114,0.84018,0.55955,0.88958
SYS005,Public Health Response Network,public health,61,background climate stress,0.20505,0.2114,0.8521,0.56112,0.90221
SYS005,Public Health Response Network,public health,62,background climate stress,0.20684,0.2114,0.86326,0.56272,0.91402
SYS005,Public Health Response Network,public health,63,background climate stress,0.20699,0.2114,0.87423,0.56432,0.92564
SYS005,Public Health Response Network,public health,64,background climate stress,0.20717,0.2114,0.88502,0.56593,0.93705
SYS005,Public Health Response Network,public health,65,background climate stress,0.20798,0.2114,0.89538,0.56755,0.94802
SYS005,Public Health Response Network,public health,66,background climate stress,0.21058,0.2114,0.90467,0.56922,0.95787
SYS005,Public Health Response Network,public health,67,background climate stress,0.20783,0.2114,0.91482,0.57084,0.96861
SYS005,Public Health Response Network,public health,68,background climate stress,0.21355,0.2114,0.92278,0.57258,0.97704
SYS005,Public Health Response Network,public health,69,background climate stress,0.21316,0.2114,0.93075,0.5743,0.98548
SYS005,Public Health Response Network,public health,70,Compound flood heat and public health disruption,0.78146,0.2114,0.73399,0.5874,0.64562
SYS005,Public Health Response Network,public health,71,background climate stress,0.21801,0.2114,0.73902,0.58922,0.78248
SYS005,Public Health Response Network,public health,72,background climate stress,0.21925,0.2114,0.74346,0.59107,0.78718
SYS005,Public Health Response Network,public health,73,background climate stress,0.21976,0.2114,0.74757,0.59293,0.79153
SYS005,Public Health Response Network,public health,74,background climate stress,0.21783,0.2114,0.75223,0.59475,0.79646
SYS005,Public Health Response Network,public health,75,background climate stress,0.21882,0.2114,0.75638,0.59659,0.80085
SYS005,Public Health Response Network,public health,76,background climate stress,0.22168,0.2114,0.75936,0.59848,0.80401
SYS005,Public Health Response Network,public health,77,background climate stress,0.22125,0.2114,0.76233,0.60037,0.80716
SYS005,Public Health Response Network,public health,78,background climate stress,0.21726,0.2114,0.7666,0.60218,0.81167
SYS005,Public Health Response Network,public health,79,background climate stress,0.22622,0.2114,0.76749,0.60417,0.81262
SYS006,Climate Governance System,governance,0,background climate stress,0.1479,0.2374,0.82298,0.44011,0.86446
SYS006,Climate Governance System,governance,1,background climate stress,0.14388,0.2374,0.86741,0.44014,0.91112
SYS006,Climate Governance System,governance,2,background climate stress,0.14857,0.2374,0.91014,0.44026,0.95601
SYS006,Climate Governance System,governance,3,background climate stress,0.15076,0.2374,0.95207,0.44043,1.0
SYS006,Climate Governance System,governance,4,background climate stress,0.14575,0.2374,0.9958,0.44049,1.0
SYS006,Climate Governance System,governance,5,background climate stress,0.15058,0.2374,1.0,0.44066,1.0
SYS006,Climate Governance System,governance,6,background climate stress,0.14742,0.2374,1.0,0.44076,1.0
SYS006,Climate Governance System,governance,7,background climate stress,0.14661,0.2374,1.0,0.44084,1.0
SYS006,Climate Governance System,governance,8,background climate stress,0.149,0.2374,1.0,0.44097,1.0
SYS006,Climate Governance System,governance,9,background climate stress,0.15337,0.2374,1.0,0.44119,1.0
SYS006,Climate Governance System,governance,10,background climate stress,0.14868,0.2374,1.0,0.44131,1.0
SYS006,Climate Governance System,governance,11,background climate stress,0.15402,0.2374,1.0,0.44155,1.0
SYS006,Climate Governance System,governance,12,Extreme heat and grid stress,0.706,0.2374,0.84194,0.45282,0.74765
SYS006,Climate Governance System,governance,13,background climate stress,0.15419,0.2374,0.88164,0.45305,0.92607
SYS006,Climate Governance System,governance,14,background climate stress,0.1533,0.2374,0.92164,0.45327,0.96809
SYS006,Climate Governance System,governance,15,background climate stress,0.1564,0.2374,0.9605,0.45355,1.0
SYS006,Climate Governance System,governance,16,background climate stress,0.15676,0.2374,0.99921,0.45383,1.0
SYS006,Climate Governance System,governance,17,background climate stress,0.15818,0.2374,1.0,0.45415,1.0
SYS006,Climate Governance System,governance,18,background climate stress,0.16273,0.2374,1.0,0.45455,1.0
SYS006,Climate Governance System,governance,19,background climate stress,0.16386,0.2374,1.0,0.45498,1.0
SYS006,Climate Governance System,governance,20,background climate stress,0.15839,0.2374,1.0,0.4553,1.0
SYS006,Climate Governance System,governance,21,background climate stress,0.166,0.2374,1.0,0.45577,1.0
SYS006,Climate Governance System,governance,22,background climate stress,0.1634,0.2374,1.0,0.45619,1.0
SYS006,Climate Governance System,governance,23,background climate stress,0.1673,0.2374,1.0,0.45669,1.0
SYS006,Climate Governance System,governance,24,background climate stress,0.1668,0.2374,1.0,0.45718,1.0
SYS006,Climate Governance System,governance,25,background climate stress,0.16496,0.2374,1.0,0.45763,1.0
SYS006,Climate Governance System,governance,26,background climate stress,0.16327,0.2374,1.0,0.45804,1.0
SYS006,Climate Governance System,governance,27,background climate stress,0.17015,0.2374,1.0,0.4586,1.0
SYS006,Climate Governance System,governance,28,Coastal storm surge after wetland loss,0.67762,0.2374,0.8508,0.4693,0.7698
SYS006,Climate Governance System,governance,29,background climate stress,0.17368,0.2374,0.88216,0.46993,0.92662
SYS006,Climate Governance System,governance,30,background climate stress,0.17111,0.2374,0.91439,0.4705,0.96047
SYS006,Climate Governance System,governance,31,background climate stress,0.16733,0.2374,0.94794,0.471,0.99571
SYS006,Climate Governance System,governance,32,background climate stress,0.17448,0.2374,0.97887,0.47164,1.0
SYS006,Climate Governance System,governance,33,background climate stress,0.17476,0.2374,1.0,0.47229,1.0
SYS006,Climate Governance System,governance,34,background climate stress,0.1766,0.2374,1.0,0.47297,1.0
SYS006,Climate Governance System,governance,35,background climate stress,0.17827,0.2374,1.0,0.47368,1.0
SYS006,Climate Governance System,governance,36,background climate stress,0.17908,0.2374,1.0,0.47442,1.0
SYS006,Climate Governance System,governance,37,background climate stress,0.17774,0.2374,1.0,0.47512,1.0
SYS006,Climate Governance System,governance,38,background climate stress,0.17546,0.2374,1.0,0.47578,1.0
SYS006,Climate Governance System,governance,39,background climate stress,0.17752,0.2374,1.0,0.47649,1.0
SYS006,Climate Governance System,governance,40,background climate stress,0.17809,0.2374,1.0,0.4772,1.0
SYS006,Climate Governance System,governance,41,background climate stress,0.1812,0.2374,1.0,0.47797,1.0
SYS006,Climate Governance System,governance,42,background climate stress,0.18081,0.2374,1.0,0.47874,1.0
SYS006,Climate Governance System,governance,43,Drought with food and water stress,0.71024,0.2374,0.83744,0.4901,0.74834
SYS006,Climate Governance System,governance,44,background climate stress,0.18563,0.2374,0.86284,0.49096,0.90632
SYS006,Climate Governance System,governance,45,background climate stress,0.18366,0.2374,0.88887,0.49179,0.93367
SYS006,Climate Governance System,governance,46,background climate stress,0.18516,0.2374,0.9143,0.49264,0.96038
SYS006,Climate Governance System,governance,47,background climate stress,0.18935,0.2374,0.93815,0.49358,0.98543
SYS006,Climate Governance System,governance,48,background climate stress,0.18865,0.2374,0.96217,0.4945,1.0
SYS006,Climate Governance System,governance,49,background climate stress,0.19075,0.2374,0.98537,0.49547,1.0
SYS006,Climate Governance System,governance,50,background climate stress,0.1895,0.2374,1.0,0.49641,1.0
SYS006,Climate Governance System,governance,51,background climate stress,0.18517,0.2374,1.0,0.49726,1.0
SYS006,Climate Governance System,governance,52,background climate stress,0.18865,0.2374,1.0,0.49819,1.0
SYS006,Climate Governance System,governance,53,background climate stress,0.18834,0.2374,1.0,0.49911,1.0
SYS006,Climate Governance System,governance,54,background climate stress,0.18893,0.2374,1.0,0.50004,1.0
SYS006,Climate Governance System,governance,55,background climate stress,0.18855,0.2374,1.0,0.50096,1.0
SYS006,Climate Governance System,governance,56,background climate stress,0.18924,0.2374,1.0,0.50189,1.0
SYS006,Climate Governance System,governance,57,background climate stress,0.19342,0.2374,1.0,0.50291,1.0
SYS006,Climate Governance System,governance,58,background climate stress,0.19698,0.2374,1.0,0.504,1.0
SYS006,Climate Governance System,governance,59,Wildfire smoke and evacuation pressure,0.71892,0.2374,0.8323,0.51553,0.75772
SYS006,Climate Governance System,governance,60,background climate stress,0.20083,0.2374,0.85018,0.5167,0.89303
SYS006,Climate Governance System,governance,61,background climate stress,0.2026,0.2374,0.86734,0.51791,0.91105
SYS006,Climate Governance System,governance,62,background climate stress,0.20001,0.2374,0.88533,0.51906,0.92995
SYS006,Climate Governance System,governance,63,background climate stress,0.19577,0.2374,0.90476,0.52012,0.95036
SYS006,Climate Governance System,governance,64,background climate stress,0.19822,0.2374,0.92322,0.52124,0.96975
SYS006,Climate Governance System,governance,65,background climate stress,0.19788,0.2374,0.94171,0.52235,0.98918
SYS006,Climate Governance System,governance,66,background climate stress,0.20604,0.2374,0.95718,0.52362,1.0
SYS006,Climate Governance System,governance,67,background climate stress,0.20199,0.2374,0.974,0.52481,1.0
SYS006,Climate Governance System,governance,68,background climate stress,0.2065,0.2374,0.98911,0.52609,1.0
SYS006,Climate Governance System,governance,69,background climate stress,0.20493,0.2374,1.0,0.52734,1.0
SYS006,Climate Governance System,governance,70,Compound flood heat and public health disruption,0.77535,0.2374,0.81011,0.54,0.70577
SYS006,Climate Governance System,governance,71,background climate stress,0.20937,0.2374,0.82297,0.54134,0.86444
SYS006,Climate Governance System,governance,72,background climate stress,0.21268,0.2374,0.83452,0.54274,0.87658
SYS006,Climate Governance System,governance,73,background climate stress,0.21183,0.2374,0.84627,0.54413,0.88892
SYS006,Climate Governance System,governance,74,background climate stress,0.20749,0.2374,0.85947,0.54543,0.90279
SYS006,Climate Governance System,governance,75,background climate stress,0.21342,0.2374,0.87044,0.54685,0.91431
SYS006,Climate Governance System,governance,76,background climate stress,0.21181,0.2374,0.88186,0.54824,0.92631
SYS006,Climate Governance System,governance,77,background climate stress,0.2183,0.2374,0.89084,0.54976,0.93574
SYS006,Climate Governance System,governance,78,background climate stress,0.21284,0.2374,0.90167,0.55116,0.94711
SYS006,Climate Governance System,governance,79,background climate stress,0.21351,0.2374,0.91214,0.55259,0.95811
