simulation_id,strategy_id,strategy,rank,resilience_value,winner
750,CR002,Coastal Ecosystem-Based Adaptation Program,3,7.27038,Community-Led Floodplain Adaptation
750,CR003,Climate-Resilient Water and Food Security Plan,4,7.23452,Community-Led Floodplain Adaptation
750,CR006,Distributed Energy and Critical Service Microgrids,5,6.87495,Community-Led Floodplain Adaptation
750,CR001,Heat-Resilient Urban Redesign,6,6.84654,Community-Led Floodplain Adaptation
751,CR004,Integrated Climate Risk Governance Framework,1,7.31704,Integrated Climate Risk Governance Framework
751,CR005,Community-Led Floodplain Adaptation,2,7.30288,Integrated Climate Risk Governance Framework
751,CR003,Climate-Resilient Water and Food Security Plan,3,7.20069,Integrated Climate Risk Governance Framework
751,CR002,Coastal Ecosystem-Based Adaptation Program,4,6.98224,Integrated Climate Risk Governance Framework
751,CR006,Distributed Energy and Critical Service Microgrids,5,6.97407,Integrated Climate Risk Governance Framework
751,CR001,Heat-Resilient Urban Redesign,6,6.83423,Integrated Climate Risk Governance Framework
752,CR005,Community-Led Floodplain Adaptation,1,7.5787,Community-Led Floodplain Adaptation
752,CR004,Integrated Climate Risk Governance Framework,2,7.07556,Community-Led Floodplain Adaptation
752,CR003,Climate-Resilient Water and Food Security Plan,3,7.07444,Community-Led Floodplain Adaptation
752,CR006,Distributed Energy and Critical Service Microgrids,4,7.0541,Community-Led Floodplain Adaptation
752,CR001,Heat-Resilient Urban Redesign,5,7.04805,Community-Led Floodplain Adaptation
752,CR002,Coastal Ecosystem-Based Adaptation Program,6,6.69179,Community-Led Floodplain Adaptation
753,CR004,Integrated Climate Risk Governance Framework,1,7.3841,Integrated Climate Risk Governance Framework
753,CR001,Heat-Resilient Urban Redesign,2,7.31267,Integrated Climate Risk Governance Framework
753,CR005,Community-Led Floodplain Adaptation,3,7.29653,Integrated Climate Risk Governance Framework
753,CR002,Coastal Ecosystem-Based Adaptation Program,4,7.22484,Integrated Climate Risk Governance Framework
753,CR003,Climate-Resilient Water and Food Security Plan,5,7.12878,Integrated Climate Risk Governance Framework
753,CR006,Distributed Energy and Critical Service Microgrids,6,6.82743,Integrated Climate Risk Governance Framework
754,CR003,Climate-Resilient Water and Food Security Plan,1,7.73331,Climate-Resilient Water and Food Security Plan
754,CR005,Community-Led Floodplain Adaptation,2,7.62872,Climate-Resilient Water and Food Security Plan
754,CR004,Integrated Climate Risk Governance Framework,3,7.53002,Climate-Resilient Water and Food Security Plan
754,CR002,Coastal Ecosystem-Based Adaptation Program,4,7.19009,Climate-Resilient Water and Food Security Plan
754,CR001,Heat-Resilient Urban Redesign,5,6.84978,Climate-Resilient Water and Food Security Plan
754,CR006,Distributed Energy and Critical Service Microgrids,6,6.64729,Climate-Resilient Water and Food Security Plan
755,CR003,Climate-Resilient Water and Food Security Plan,1,7.79817,Climate-Resilient Water and Food Security Plan
755,CR005,Community-Led Floodplain Adaptation,2,7.45789,Climate-Resilient Water and Food Security Plan
755,CR001,Heat-Resilient Urban Redesign,3,7.1335,Climate-Resilient Water and Food Security Plan
755,CR002,Coastal Ecosystem-Based Adaptation Program,4,7.05627,Climate-Resilient Water and Food Security Plan
755,CR004,Integrated Climate Risk Governance Framework,5,6.9184,Climate-Resilient Water and Food Security Plan
755,CR006,Distributed Energy and Critical Service Microgrids,6,6.91421,Climate-Resilient Water and Food Security Plan
756,CR003,Climate-Resilient Water and Food Security Plan,1,7.80523,Climate-Resilient Water and Food Security Plan
756,CR004,Integrated Climate Risk Governance Framework,2,7.64781,Climate-Resilient Water and Food Security Plan
756,CR005,Community-Led Floodplain Adaptation,3,7.50761,Climate-Resilient Water and Food Security Plan
756,CR001,Heat-Resilient Urban Redesign,4,7.21957,Climate-Resilient Water and Food Security Plan
756,CR002,Coastal Ecosystem-Based Adaptation Program,5,7.00982,Climate-Resilient Water and Food Security Plan
756,CR006,Distributed Energy and Critical Service Microgrids,6,6.62398,Climate-Resilient Water and Food Security Plan
757,CR005,Community-Led Floodplain Adaptation,1,7.62358,Community-Led Floodplain Adaptation
757,CR004,Integrated Climate Risk Governance Framework,2,7.56965,Community-Led Floodplain Adaptation
757,CR002,Coastal Ecosystem-Based Adaptation Program,3,7.398,Community-Led Floodplain Adaptation
757,CR006,Distributed Energy and Critical Service Microgrids,4,7.35176,Community-Led Floodplain Adaptation
757,CR003,Climate-Resilient Water and Food Security Plan,5,7.08652,Community-Led Floodplain Adaptation
757,CR001,Heat-Resilient Urban Redesign,6,6.7523,Community-Led Floodplain Adaptation
758,CR005,Community-Led Floodplain Adaptation,1,7.72253,Community-Led Floodplain Adaptation
758,CR004,Integrated Climate Risk Governance Framework,2,7.5579,Community-Led Floodplain Adaptation
758,CR002,Coastal Ecosystem-Based Adaptation Program,3,7.42197,Community-Led Floodplain Adaptation
758,CR003,Climate-Resilient Water and Food Security Plan,4,7.17026,Community-Led Floodplain Adaptation
758,CR006,Distributed Energy and Critical Service Microgrids,5,6.96619,Community-Led Floodplain Adaptation
758,CR001,Heat-Resilient Urban Redesign,6,6.66972,Community-Led Floodplain Adaptation
759,CR003,Climate-Resilient Water and Food Security Plan,1,7.38989,Climate-Resilient Water and Food Security Plan
759,CR002,Coastal Ecosystem-Based Adaptation Program,2,7.23709,Climate-Resilient Water and Food Security Plan
759,CR005,Community-Led Floodplain Adaptation,3,7.2014,Climate-Resilient Water and Food Security Plan
759,CR006,Distributed Energy and Critical Service Microgrids,4,7.08948,Climate-Resilient Water and Food Security Plan
759,CR001,Heat-Resilient Urban Redesign,5,7.0691,Climate-Resilient Water and Food Security Plan
759,CR004,Integrated Climate Risk Governance Framework,6,6.91273,Climate-Resilient Water and Food Security Plan
760,CR002,Coastal Ecosystem-Based Adaptation Program,1,7.51984,Coastal Ecosystem-Based Adaptation Program
760,CR003,Climate-Resilient Water and Food Security Plan,2,7.49147,Coastal Ecosystem-Based Adaptation Program
760,CR001,Heat-Resilient Urban Redesign,3,7.43758,Coastal Ecosystem-Based Adaptation Program
760,CR004,Integrated Climate Risk Governance Framework,4,7.09654,Coastal Ecosystem-Based Adaptation Program
760,CR006,Distributed Energy and Critical Service Microgrids,5,6.92748,Coastal Ecosystem-Based Adaptation Program
760,CR005,Community-Led Floodplain Adaptation,6,6.86875,Coastal Ecosystem-Based Adaptation Program
761,CR005,Community-Led Floodplain Adaptation,1,7.71743,Community-Led Floodplain Adaptation
761,CR004,Integrated Climate Risk Governance Framework,2,7.67324,Community-Led Floodplain Adaptation
761,CR001,Heat-Resilient Urban Redesign,3,7.03642,Community-Led Floodplain Adaptation
761,CR002,Coastal Ecosystem-Based Adaptation Program,4,7.00042,Community-Led Floodplain Adaptation
761,CR003,Climate-Resilient Water and Food Security Plan,5,6.97866,Community-Led Floodplain Adaptation
761,CR006,Distributed Energy and Critical Service Microgrids,6,6.95932,Community-Led Floodplain Adaptation
762,CR003,Climate-Resilient Water and Food Security Plan,1,7.61184,Climate-Resilient Water and Food Security Plan
762,CR005,Community-Led Floodplain Adaptation,2,7.53332,Climate-Resilient Water and Food Security Plan
762,CR002,Coastal Ecosystem-Based Adaptation Program,3,7.45634,Climate-Resilient Water and Food Security Plan
762,CR004,Integrated Climate Risk Governance Framework,4,7.36301,Climate-Resilient Water and Food Security Plan
762,CR001,Heat-Resilient Urban Redesign,5,7.23845,Climate-Resilient Water and Food Security Plan
762,CR006,Distributed Energy and Critical Service Microgrids,6,6.63691,Climate-Resilient Water and Food Security Plan
763,CR005,Community-Led Floodplain Adaptation,1,7.55418,Community-Led Floodplain Adaptation
763,CR004,Integrated Climate Risk Governance Framework,2,7.391,Community-Led Floodplain Adaptation
763,CR006,Distributed Energy and Critical Service Microgrids,3,7.36169,Community-Led Floodplain Adaptation
763,CR003,Climate-Resilient Water and Food Security Plan,4,7.16007,Community-Led Floodplain Adaptation
763,CR001,Heat-Resilient Urban Redesign,5,6.86734,Community-Led Floodplain Adaptation
763,CR002,Coastal Ecosystem-Based Adaptation Program,6,6.79594,Community-Led Floodplain Adaptation
764,CR005,Community-Led Floodplain Adaptation,1,7.60703,Community-Led Floodplain Adaptation
764,CR002,Coastal Ecosystem-Based Adaptation Program,2,7.31123,Community-Led Floodplain Adaptation
764,CR001,Heat-Resilient Urban Redesign,3,7.26588,Community-Led Floodplain Adaptation
764,CR003,Climate-Resilient Water and Food Security Plan,4,7.188,Community-Led Floodplain Adaptation
764,CR004,Integrated Climate Risk Governance Framework,5,7.07135,Community-Led Floodplain Adaptation
764,CR006,Distributed Energy and Critical Service Microgrids,6,6.86414,Community-Led Floodplain Adaptation
765,CR003,Climate-Resilient Water and Food Security Plan,1,7.55581,Climate-Resilient Water and Food Security Plan
765,CR004,Integrated Climate Risk Governance Framework,2,7.43496,Climate-Resilient Water and Food Security Plan
765,CR005,Community-Led Floodplain Adaptation,3,7.38135,Climate-Resilient Water and Food Security Plan
765,CR001,Heat-Resilient Urban Redesign,4,7.37606,Climate-Resilient Water and Food Security Plan
765,CR006,Distributed Energy and Critical Service Microgrids,5,6.80751,Climate-Resilient Water and Food Security Plan
765,CR002,Coastal Ecosystem-Based Adaptation Program,6,6.78613,Climate-Resilient Water and Food Security Plan
766,CR005,Community-Led Floodplain Adaptation,1,7.56069,Community-Led Floodplain Adaptation
766,CR001,Heat-Resilient Urban Redesign,2,7.33423,Community-Led Floodplain Adaptation
766,CR003,Climate-Resilient Water and Food Security Plan,3,7.32718,Community-Led Floodplain Adaptation
766,CR006,Distributed Energy and Critical Service Microgrids,4,7.23696,Community-Led Floodplain Adaptation
766,CR004,Integrated Climate Risk Governance Framework,5,7.21669,Community-Led Floodplain Adaptation
766,CR002,Coastal Ecosystem-Based Adaptation Program,6,6.92359,Community-Led Floodplain Adaptation
767,CR005,Community-Led Floodplain Adaptation,1,7.38063,Community-Led Floodplain Adaptation
767,CR002,Coastal Ecosystem-Based Adaptation Program,2,7.34875,Community-Led Floodplain Adaptation
767,CR004,Integrated Climate Risk Governance Framework,3,7.14347,Community-Led Floodplain Adaptation
767,CR006,Distributed Energy and Critical Service Microgrids,4,7.1324,Community-Led Floodplain Adaptation
767,CR003,Climate-Resilient Water and Food Security Plan,5,6.99468,Community-Led Floodplain Adaptation
767,CR001,Heat-Resilient Urban Redesign,6,6.9221,Community-Led Floodplain Adaptation
768,CR004,Integrated Climate Risk Governance Framework,1,7.18219,Integrated Climate Risk Governance Framework
768,CR003,Climate-Resilient Water and Food Security Plan,2,7.1022,Integrated Climate Risk Governance Framework
768,CR001,Heat-Resilient Urban Redesign,3,7.07599,Integrated Climate Risk Governance Framework
768,CR002,Coastal Ecosystem-Based Adaptation Program,4,6.96959,Integrated Climate Risk Governance Framework
768,CR005,Community-Led Floodplain Adaptation,5,6.84284,Integrated Climate Risk Governance Framework
768,CR006,Distributed Energy and Critical Service Microgrids,6,6.76722,Integrated Climate Risk Governance Framework
769,CR004,Integrated Climate Risk Governance Framework,1,7.87639,Integrated Climate Risk Governance Framework
769,CR003,Climate-Resilient Water and Food Security Plan,2,7.53295,Integrated Climate Risk Governance Framework
769,CR006,Distributed Energy and Critical Service Microgrids,3,7.06153,Integrated Climate Risk Governance Framework
769,CR005,Community-Led Floodplain Adaptation,4,6.98422,Integrated Climate Risk Governance Framework
769,CR002,Coastal Ecosystem-Based Adaptation Program,5,6.93085,Integrated Climate Risk Governance Framework
769,CR001,Heat-Resilient Urban Redesign,6,6.88519,Integrated Climate Risk Governance Framework
770,CR005,Community-Led Floodplain Adaptation,1,7.63039,Community-Led Floodplain Adaptation
770,CR004,Integrated Climate Risk Governance Framework,2,7.27297,Community-Led Floodplain Adaptation
770,CR001,Heat-Resilient Urban Redesign,3,7.16954,Community-Led Floodplain Adaptation
770,CR003,Climate-Resilient Water and Food Security Plan,4,7.14831,Community-Led Floodplain Adaptation
770,CR002,Coastal Ecosystem-Based Adaptation Program,5,7.01916,Community-Led Floodplain Adaptation
770,CR006,Distributed Energy and Critical Service Microgrids,6,6.99828,Community-Led Floodplain Adaptation
771,CR003,Climate-Resilient Water and Food Security Plan,1,7.2806,Climate-Resilient Water and Food Security Plan
771,CR004,Integrated Climate Risk Governance Framework,2,7.27851,Climate-Resilient Water and Food Security Plan
771,CR001,Heat-Resilient Urban Redesign,3,7.17005,Climate-Resilient Water and Food Security Plan
771,CR005,Community-Led Floodplain Adaptation,4,7.14425,Climate-Resilient Water and Food Security Plan
771,CR006,Distributed Energy and Critical Service Microgrids,5,7.06698,Climate-Resilient Water and Food Security Plan
771,CR002,Coastal Ecosystem-Based Adaptation Program,6,7.03754,Climate-Resilient Water and Food Security Plan
772,CR005,Community-Led Floodplain Adaptation,1,7.66911,Community-Led Floodplain Adaptation
772,CR006,Distributed Energy and Critical Service Microgrids,2,7.4619,Community-Led Floodplain Adaptation
772,CR001,Heat-Resilient Urban Redesign,3,7.3627,Community-Led Floodplain Adaptation
772,CR003,Climate-Resilient Water and Food Security Plan,4,7.18967,Community-Led Floodplain Adaptation
772,CR002,Coastal Ecosystem-Based Adaptation Program,5,7.15066,Community-Led Floodplain Adaptation
772,CR004,Integrated Climate Risk Governance Framework,6,7.08507,Community-Led Floodplain Adaptation
773,CR003,Climate-Resilient Water and Food Security Plan,1,7.44167,Climate-Resilient Water and Food Security Plan
773,CR005,Community-Led Floodplain Adaptation,2,7.29396,Climate-Resilient Water and Food Security Plan
773,CR001,Heat-Resilient Urban Redesign,3,7.14068,Climate-Resilient Water and Food Security Plan
773,CR002,Coastal Ecosystem-Based Adaptation Program,4,7.13844,Climate-Resilient Water and Food Security Plan
773,CR004,Integrated Climate Risk Governance Framework,5,7.04942,Climate-Resilient Water and Food Security Plan
773,CR006,Distributed Energy and Critical Service Microgrids,6,6.85895,Climate-Resilient Water and Food Security Plan
774,CR005,Community-Led Floodplain Adaptation,1,7.62257,Community-Led Floodplain Adaptation
774,CR004,Integrated Climate Risk Governance Framework,2,7.35877,Community-Led Floodplain Adaptation
774,CR002,Coastal Ecosystem-Based Adaptation Program,3,7.14257,Community-Led Floodplain Adaptation
774,CR003,Climate-Resilient Water and Food Security Plan,4,6.97132,Community-Led Floodplain Adaptation
774,CR006,Distributed Energy and Critical Service Microgrids,5,6.89492,Community-Led Floodplain Adaptation
774,CR001,Heat-Resilient Urban Redesign,6,6.7047,Community-Led Floodplain Adaptation
775,CR005,Community-Led Floodplain Adaptation,1,7.44622,Community-Led Floodplain Adaptation
775,CR006,Distributed Energy and Critical Service Microgrids,2,7.22088,Community-Led Floodplain Adaptation
775,CR001,Heat-Resilient Urban Redesign,3,7.18931,Community-Led Floodplain Adaptation
775,CR002,Coastal Ecosystem-Based Adaptation Program,4,7.15031,Community-Led Floodplain Adaptation
775,CR003,Climate-Resilient Water and Food Security Plan,5,7.11664,Community-Led Floodplain Adaptation
775,CR004,Integrated Climate Risk Governance Framework,6,7.08224,Community-Led Floodplain Adaptation
776,CR002,Coastal Ecosystem-Based Adaptation Program,1,7.33505,Coastal Ecosystem-Based Adaptation Program
776,CR003,Climate-Resilient Water and Food Security Plan,2,7.16029,Coastal Ecosystem-Based Adaptation Program
776,CR005,Community-Led Floodplain Adaptation,3,7.12571,Coastal Ecosystem-Based Adaptation Program
776,CR004,Integrated Climate Risk Governance Framework,4,6.96567,Coastal Ecosystem-Based Adaptation Program
776,CR006,Distributed Energy and Critical Service Microgrids,5,6.96424,Coastal Ecosystem-Based Adaptation Program
776,CR001,Heat-Resilient Urban Redesign,6,6.83215,Coastal Ecosystem-Based Adaptation Program
777,CR005,Community-Led Floodplain Adaptation,1,7.58854,Community-Led Floodplain Adaptation
777,CR004,Integrated Climate Risk Governance Framework,2,7.445,Community-Led Floodplain Adaptation
777,CR003,Climate-Resilient Water and Food Security Plan,3,7.41073,Community-Led Floodplain Adaptation
777,CR002,Coastal Ecosystem-Based Adaptation Program,4,7.23846,Community-Led Floodplain Adaptation
777,CR006,Distributed Energy and Critical Service Microgrids,5,7.00945,Community-Led Floodplain Adaptation
777,CR001,Heat-Resilient Urban Redesign,6,6.68408,Community-Led Floodplain Adaptation
778,CR004,Integrated Climate Risk Governance Framework,1,7.56234,Integrated Climate Risk Governance Framework
778,CR001,Heat-Resilient Urban Redesign,2,7.35489,Integrated Climate Risk Governance Framework
778,CR003,Climate-Resilient Water and Food Security Plan,3,7.272,Integrated Climate Risk Governance Framework
778,CR005,Community-Led Floodplain Adaptation,4,7.26108,Integrated Climate Risk Governance Framework
778,CR002,Coastal Ecosystem-Based Adaptation Program,5,7.19714,Integrated Climate Risk Governance Framework
778,CR006,Distributed Energy and Critical Service Microgrids,6,7.19601,Integrated Climate Risk Governance Framework
779,CR006,Distributed Energy and Critical Service Microgrids,1,7.59374,Distributed Energy and Critical Service Microgrids
779,CR003,Climate-Resilient Water and Food Security Plan,2,7.56181,Distributed Energy and Critical Service Microgrids
779,CR004,Integrated Climate Risk Governance Framework,3,7.44826,Distributed Energy and Critical Service Microgrids
779,CR001,Heat-Resilient Urban Redesign,4,7.20058,Distributed Energy and Critical Service Microgrids
779,CR002,Coastal Ecosystem-Based Adaptation Program,5,7.17111,Distributed Energy and Critical Service Microgrids
779,CR005,Community-Led Floodplain Adaptation,6,7.07277,Distributed Energy and Critical Service Microgrids
780,CR005,Community-Led Floodplain Adaptation,1,7.7476,Community-Led Floodplain Adaptation
780,CR003,Climate-Resilient Water and Food Security Plan,2,7.35709,Community-Led Floodplain Adaptation
780,CR004,Integrated Climate Risk Governance Framework,3,7.08288,Community-Led Floodplain Adaptation
780,CR002,Coastal Ecosystem-Based Adaptation Program,4,7.03721,Community-Led Floodplain Adaptation
780,CR001,Heat-Resilient Urban Redesign,5,6.86463,Community-Led Floodplain Adaptation
780,CR006,Distributed Energy and Critical Service Microgrids,6,6.56211,Community-Led Floodplain Adaptation
781,CR003,Climate-Resilient Water and Food Security Plan,1,7.4234,Climate-Resilient Water and Food Security Plan
781,CR001,Heat-Resilient Urban Redesign,2,7.35972,Climate-Resilient Water and Food Security Plan
781,CR005,Community-Led Floodplain Adaptation,3,7.34622,Climate-Resilient Water and Food Security Plan
781,CR004,Integrated Climate Risk Governance Framework,4,7.1811,Climate-Resilient Water and Food Security Plan
781,CR002,Coastal Ecosystem-Based Adaptation Program,5,7.03118,Climate-Resilient Water and Food Security Plan
781,CR006,Distributed Energy and Critical Service Microgrids,6,6.75918,Climate-Resilient Water and Food Security Plan
782,CR003,Climate-Resilient Water and Food Security Plan,1,7.68095,Climate-Resilient Water and Food Security Plan
782,CR005,Community-Led Floodplain Adaptation,2,7.65704,Climate-Resilient Water and Food Security Plan
782,CR004,Integrated Climate Risk Governance Framework,3,7.57022,Climate-Resilient Water and Food Security Plan
782,CR002,Coastal Ecosystem-Based Adaptation Program,4,7.47285,Climate-Resilient Water and Food Security Plan
782,CR001,Heat-Resilient Urban Redesign,5,7.08963,Climate-Resilient Water and Food Security Plan
782,CR006,Distributed Energy and Critical Service Microgrids,6,7.05943,Climate-Resilient Water and Food Security Plan
783,CR005,Community-Led Floodplain Adaptation,1,7.76489,Community-Led Floodplain Adaptation
783,CR004,Integrated Climate Risk Governance Framework,2,7.67215,Community-Led Floodplain Adaptation
783,CR002,Coastal Ecosystem-Based Adaptation Program,3,7.31763,Community-Led Floodplain Adaptation
783,CR003,Climate-Resilient Water and Food Security Plan,4,7.20416,Community-Led Floodplain Adaptation
783,CR001,Heat-Resilient Urban Redesign,5,6.9598,Community-Led Floodplain Adaptation
783,CR006,Distributed Energy and Critical Service Microgrids,6,6.92503,Community-Led Floodplain Adaptation
784,CR003,Climate-Resilient Water and Food Security Plan,1,7.55637,Climate-Resilient Water and Food Security Plan
784,CR005,Community-Led Floodplain Adaptation,2,7.42278,Climate-Resilient Water and Food Security Plan
784,CR002,Coastal Ecosystem-Based Adaptation Program,3,7.38879,Climate-Resilient Water and Food Security Plan
784,CR001,Heat-Resilient Urban Redesign,4,7.22638,Climate-Resilient Water and Food Security Plan
784,CR004,Integrated Climate Risk Governance Framework,5,7.09111,Climate-Resilient Water and Food Security Plan
784,CR006,Distributed Energy and Critical Service Microgrids,6,6.98104,Climate-Resilient Water and Food Security Plan
785,CR005,Community-Led Floodplain Adaptation,1,7.79479,Community-Led Floodplain Adaptation
785,CR004,Integrated Climate Risk Governance Framework,2,7.21043,Community-Led Floodplain Adaptation
785,CR003,Climate-Resilient Water and Food Security Plan,3,7.15666,Community-Led Floodplain Adaptation
785,CR002,Coastal Ecosystem-Based Adaptation Program,4,7.01771,Community-Led Floodplain Adaptation
785,CR006,Distributed Energy and Critical Service Microgrids,5,7.00621,Community-Led Floodplain Adaptation
785,CR001,Heat-Resilient Urban Redesign,6,6.99623,Community-Led Floodplain Adaptation
786,CR005,Community-Led Floodplain Adaptation,1,7.45755,Community-Led Floodplain Adaptation
786,CR004,Integrated Climate Risk Governance Framework,2,7.41933,Community-Led Floodplain Adaptation
786,CR003,Climate-Resilient Water and Food Security Plan,3,7.338,Community-Led Floodplain Adaptation
786,CR002,Coastal Ecosystem-Based Adaptation Program,4,7.00202,Community-Led Floodplain Adaptation
786,CR006,Distributed Energy and Critical Service Microgrids,5,6.98512,Community-Led Floodplain Adaptation
786,CR001,Heat-Resilient Urban Redesign,6,6.6187,Community-Led Floodplain Adaptation
787,CR005,Community-Led Floodplain Adaptation,1,7.39858,Community-Led Floodplain Adaptation
787,CR004,Integrated Climate Risk Governance Framework,2,7.13466,Community-Led Floodplain Adaptation
787,CR003,Climate-Resilient Water and Food Security Plan,3,7.11784,Community-Led Floodplain Adaptation
787,CR002,Coastal Ecosystem-Based Adaptation Program,4,7.07949,Community-Led Floodplain Adaptation
787,CR001,Heat-Resilient Urban Redesign,5,6.91783,Community-Led Floodplain Adaptation
787,CR006,Distributed Energy and Critical Service Microgrids,6,6.90756,Community-Led Floodplain Adaptation
788,CR003,Climate-Resilient Water and Food Security Plan,1,7.44256,Climate-Resilient Water and Food Security Plan
788,CR004,Integrated Climate Risk Governance Framework,2,7.42397,Climate-Resilient Water and Food Security Plan
788,CR002,Coastal Ecosystem-Based Adaptation Program,3,7.35245,Climate-Resilient Water and Food Security Plan
788,CR006,Distributed Energy and Critical Service Microgrids,4,7.17117,Climate-Resilient Water and Food Security Plan
788,CR005,Community-Led Floodplain Adaptation,5,7.08796,Climate-Resilient Water and Food Security Plan
788,CR001,Heat-Resilient Urban Redesign,6,6.9986,Climate-Resilient Water and Food Security Plan
789,CR005,Community-Led Floodplain Adaptation,1,7.56883,Community-Led Floodplain Adaptation
789,CR001,Heat-Resilient Urban Redesign,2,7.30741,Community-Led Floodplain Adaptation
789,CR006,Distributed Energy and Critical Service Microgrids,3,7.24081,Community-Led Floodplain Adaptation
789,CR003,Climate-Resilient Water and Food Security Plan,4,7.2275,Community-Led Floodplain Adaptation
789,CR004,Integrated Climate Risk Governance Framework,5,7.1876,Community-Led Floodplain Adaptation
789,CR002,Coastal Ecosystem-Based Adaptation Program,6,6.78378,Community-Led Floodplain Adaptation
790,CR005,Community-Led Floodplain Adaptation,1,7.65545,Community-Led Floodplain Adaptation
790,CR004,Integrated Climate Risk Governance Framework,2,7.39535,Community-Led Floodplain Adaptation
790,CR006,Distributed Energy and Critical Service Microgrids,3,7.27511,Community-Led Floodplain Adaptation
790,CR003,Climate-Resilient Water and Food Security Plan,4,7.12106,Community-Led Floodplain Adaptation
790,CR002,Coastal Ecosystem-Based Adaptation Program,5,7.09889,Community-Led Floodplain Adaptation
790,CR001,Heat-Resilient Urban Redesign,6,6.97999,Community-Led Floodplain Adaptation
791,CR003,Climate-Resilient Water and Food Security Plan,1,7.60196,Climate-Resilient Water and Food Security Plan
791,CR002,Coastal Ecosystem-Based Adaptation Program,2,7.51676,Climate-Resilient Water and Food Security Plan
791,CR001,Heat-Resilient Urban Redesign,3,7.38382,Climate-Resilient Water and Food Security Plan
791,CR005,Community-Led Floodplain Adaptation,4,7.30063,Climate-Resilient Water and Food Security Plan
791,CR004,Integrated Climate Risk Governance Framework,5,7.08637,Climate-Resilient Water and Food Security Plan
791,CR006,Distributed Energy and Critical Service Microgrids,6,6.73282,Climate-Resilient Water and Food Security Plan
792,CR001,Heat-Resilient Urban Redesign,1,7.38765,Heat-Resilient Urban Redesign
792,CR005,Community-Led Floodplain Adaptation,2,7.34898,Heat-Resilient Urban Redesign
792,CR003,Climate-Resilient Water and Food Security Plan,3,7.1353,Heat-Resilient Urban Redesign
792,CR002,Coastal Ecosystem-Based Adaptation Program,4,7.08444,Heat-Resilient Urban Redesign
792,CR004,Integrated Climate Risk Governance Framework,5,7.06573,Heat-Resilient Urban Redesign
792,CR006,Distributed Energy and Critical Service Microgrids,6,6.83782,Heat-Resilient Urban Redesign
793,CR005,Community-Led Floodplain Adaptation,1,7.94447,Community-Led Floodplain Adaptation
793,CR004,Integrated Climate Risk Governance Framework,2,7.31477,Community-Led Floodplain Adaptation
793,CR006,Distributed Energy and Critical Service Microgrids,3,7.26951,Community-Led Floodplain Adaptation
793,CR003,Climate-Resilient Water and Food Security Plan,4,7.21175,Community-Led Floodplain Adaptation
793,CR002,Coastal Ecosystem-Based Adaptation Program,5,7.1957,Community-Led Floodplain Adaptation
793,CR001,Heat-Resilient Urban Redesign,6,7.15074,Community-Led Floodplain Adaptation
794,CR005,Community-Led Floodplain Adaptation,1,7.94156,Community-Led Floodplain Adaptation
794,CR001,Heat-Resilient Urban Redesign,2,7.3032,Community-Led Floodplain Adaptation
794,CR004,Integrated Climate Risk Governance Framework,3,7.1965,Community-Led Floodplain Adaptation
794,CR002,Coastal Ecosystem-Based Adaptation Program,4,7.06238,Community-Led Floodplain Adaptation
794,CR006,Distributed Energy and Critical Service Microgrids,5,6.79814,Community-Led Floodplain Adaptation
794,CR003,Climate-Resilient Water and Food Security Plan,6,6.79472,Community-Led Floodplain Adaptation
795,CR005,Community-Led Floodplain Adaptation,1,7.69922,Community-Led Floodplain Adaptation
795,CR004,Integrated Climate Risk Governance Framework,2,7.47885,Community-Led Floodplain Adaptation
795,CR001,Heat-Resilient Urban Redesign,3,7.33083,Community-Led Floodplain Adaptation
795,CR003,Climate-Resilient Water and Food Security Plan,4,7.30277,Community-Led Floodplain Adaptation
795,CR006,Distributed Energy and Critical Service Microgrids,5,6.94881,Community-Led Floodplain Adaptation
795,CR002,Coastal Ecosystem-Based Adaptation Program,6,6.88752,Community-Led Floodplain Adaptation
796,CR001,Heat-Resilient Urban Redesign,1,7.58868,Heat-Resilient Urban Redesign
796,CR005,Community-Led Floodplain Adaptation,2,7.48169,Heat-Resilient Urban Redesign
796,CR004,Integrated Climate Risk Governance Framework,3,7.41988,Heat-Resilient Urban Redesign
796,CR003,Climate-Resilient Water and Food Security Plan,4,7.39553,Heat-Resilient Urban Redesign
796,CR006,Distributed Energy and Critical Service Microgrids,5,6.98056,Heat-Resilient Urban Redesign
796,CR002,Coastal Ecosystem-Based Adaptation Program,6,6.93449,Heat-Resilient Urban Redesign
797,CR004,Integrated Climate Risk Governance Framework,1,7.57586,Integrated Climate Risk Governance Framework
797,CR006,Distributed Energy and Critical Service Microgrids,2,7.51462,Integrated Climate Risk Governance Framework
797,CR001,Heat-Resilient Urban Redesign,3,7.45629,Integrated Climate Risk Governance Framework
797,CR005,Community-Led Floodplain Adaptation,4,7.33111,Integrated Climate Risk Governance Framework
797,CR003,Climate-Resilient Water and Food Security Plan,5,7.26669,Integrated Climate Risk Governance Framework
797,CR002,Coastal Ecosystem-Based Adaptation Program,6,6.51785,Integrated Climate Risk Governance Framework
798,CR004,Integrated Climate Risk Governance Framework,1,7.59802,Integrated Climate Risk Governance Framework
798,CR002,Coastal Ecosystem-Based Adaptation Program,2,7.45097,Integrated Climate Risk Governance Framework
798,CR003,Climate-Resilient Water and Food Security Plan,3,7.41565,Integrated Climate Risk Governance Framework
