scenario_id,scenario_name,time_step,value,target,reinforcing_gain,effective_balancing,delay_steps,disturbance,overshoot
FL004,Learning loop improvement,65,102.13048,75.0,0.045,0.17031,4,0.0,27.13048
FL004,Learning loop improvement,66,102.0615,75.0,0.045,0.17062,4,0.0,27.0615
FL004,Learning loop improvement,67,101.99286,75.0,0.045,0.17094,4,0.0,26.99286
FL004,Learning loop improvement,68,101.92457,75.0,0.045,0.17125,4,0.0,26.92457
FL004,Learning loop improvement,69,101.8566,75.0,0.045,0.17156,4,0.0,26.8566
FL004,Learning loop improvement,70,101.78895,75.0,0.045,0.17188,4,0.0,26.78895
FL004,Learning loop improvement,71,101.72162,75.0,0.045,0.17219,4,0.0,26.72162
FL004,Learning loop improvement,72,101.6546,75.0,0.045,0.1725,4,0.0,26.6546
FL004,Learning loop improvement,73,101.58791,75.0,0.045,0.17281,4,0.0,26.58791
FL004,Learning loop improvement,74,101.52152,75.0,0.045,0.17313,4,0.0,26.52152
FL004,Learning loop improvement,75,101.45546,75.0,0.045,0.17344,4,0.0,26.45546
FL004,Learning loop improvement,76,101.38972,75.0,0.045,0.17375,4,0.0,26.38972
FL004,Learning loop improvement,77,101.3243,75.0,0.045,0.17406,4,0.0,26.3243
FL004,Learning loop improvement,78,101.2592,75.0,0.045,0.17438,4,0.0,26.2592
FL004,Learning loop improvement,79,101.19443,75.0,0.045,0.17469,4,0.0,26.19443
