scenario_id,scenario_name,time_step,value,target,reinforcing_gain,effective_balancing,delay_steps,disturbance,overshoot,delay_experiment
FL001,Balanced adaptive response,60,114.89292,75.0,0.04,0.1735,8,0.0,39.89292,8
FL001,Balanced adaptive response,61,106.88112,75.0,0.04,0.17372,8,0.0,31.88112,8
FL001,Balanced adaptive response,62,98.69529,75.0,0.04,0.17395,8,0.0,23.69529,8
FL001,Balanced adaptive response,63,90.58285,75.0,0.04,0.17417,8,0.0,15.58285,8
FL001,Balanced adaptive response,64,82.78603,75.0,0.04,0.1744,8,0.0,7.78603,8
FL001,Balanced adaptive response,65,75.53485,75.0,0.04,0.17463,8,0.0,0.53485,8
FL001,Balanced adaptive response,66,69.04032,75.0,0.04,0.17485,8,0.0,0.0,8
FL001,Balanced adaptive response,67,63.48841,75.0,0.04,0.17508,8,0.0,0.0,8
FL001,Balanced adaptive response,68,59.03471,75.0,0.04,0.1753,8,0.0,0.0,8
FL001,Balanced adaptive response,69,55.80017,75.0,0.04,0.17553,8,0.0,0.0,8
FL001,Balanced adaptive response,70,53.86773,75.0,0.04,0.17575,8,0.0,0.0,8
FL001,Balanced adaptive response,71,53.28025,75.0,0.04,0.17597,8,0.0,0.0,8
FL001,Balanced adaptive response,72,54.03956,75.0,0.04,0.1762,8,0.0,0.0,8
FL001,Balanced adaptive response,73,56.10678,75.0,0.04,0.17642,8,0.0,0.0,8
FL001,Balanced adaptive response,74,59.40383,75.0,0.04,0.17665,8,0.0,0.0,8
FL001,Balanced adaptive response,75,63.81609,75.0,0.04,0.17688,8,0.0,0.0,8
FL001,Balanced adaptive response,76,69.19619,75.0,0.04,0.1771,8,0.0,0.0,8
FL001,Balanced adaptive response,77,75.36865,75.0,0.04,0.17733,8,0.0,0.36865,8
FL001,Balanced adaptive response,78,82.13543,75.0,0.04,0.17755,8,0.0,7.13543,8
FL001,Balanced adaptive response,79,89.28207,75.0,0.04,0.17778,8,0.0,14.28207,8
FL001,Balanced adaptive response,1,29.61238,75.0,0.04,0.16023,12,0.0,0.0,12
FL001,Balanced adaptive response,2,39.62162,75.0,0.04,0.16045,12,0.0,0.0,12
FL001,Balanced adaptive response,3,50.04361,75.0,0.04,0.16068,12,0.0,0.0,12
FL001,Balanced adaptive response,4,60.89485,75.0,0.04,0.1609,12,0.0,0.0,12
FL001,Balanced adaptive response,5,72.19252,75.0,0.04,0.16112,12,0.0,0.0,12
FL001,Balanced adaptive response,6,83.95447,75.0,0.04,0.16135,12,0.0,8.95447,12
FL001,Balanced adaptive response,7,96.19928,75.0,0.04,0.16157,12,0.0,21.19928,12
FL001,Balanced adaptive response,8,108.94625,75.0,0.04,0.1618,12,0.0,33.94625,12
FL001,Balanced adaptive response,9,122.21547,75.0,0.04,0.16203,12,0.0,47.21547,12
FL001,Balanced adaptive response,10,136.02784,75.0,0.04,0.16225,12,0.0,61.02784,12
FL001,Balanced adaptive response,11,150.40508,75.0,0.04,0.16248,12,0.0,75.40508,12
FL001,Balanced adaptive response,12,173.36979,75.0,0.04,0.1627,12,8.0,98.36979,12
FL001,Balanced adaptive response,13,187.69936,75.0,0.04,0.16293,12,0.0,112.69936,12
FL001,Balanced adaptive response,14,200.97931,75.0,0.04,0.16315,12,0.0,125.97931,12
FL001,Balanced adaptive response,15,213.09574,75.0,0.04,0.16337,12,0.0,138.09574,12
FL001,Balanced adaptive response,16,223.92717,75.0,0.04,0.1636,12,0.0,148.92717,12
FL001,Balanced adaptive response,17,233.34419,75.0,0.04,0.16382,12,0.0,158.34419,12
FL001,Balanced adaptive response,18,241.20897,75.0,0.04,0.16405,12,0.0,166.20897,12
FL001,Balanced adaptive response,19,247.37482,75.0,0.04,0.16428,12,0.0,172.37482,12
FL001,Balanced adaptive response,20,251.68566,75.0,0.04,0.1645,12,0.0,176.68566,12
FL001,Balanced adaptive response,21,253.97551,75.0,0.04,0.16473,12,0.0,178.97551,12
FL001,Balanced adaptive response,22,254.06799,75.0,0.04,0.16495,12,0.0,179.06799,12
FL001,Balanced adaptive response,23,251.77568,75.0,0.04,0.16518,12,0.0,176.77568,12
FL001,Balanced adaptive response,24,245.57634,75.0,0.04,0.1654,12,0.0,170.57634,12
FL001,Balanced adaptive response,25,236.73356,75.0,0.04,0.16562,12,0.0,161.73356,12
FL001,Balanced adaptive response,26,225.30924,75.0,0.04,0.16585,12,0.0,150.30924,12
FL001,Balanced adaptive response,27,211.38736,75.0,0.04,0.16608,12,0.0,136.38736,12
FL001,Balanced adaptive response,28,195.07626,75.0,0.04,0.1663,12,0.0,120.07626,12
FL001,Balanced adaptive response,29,176.51105,75.0,0.04,0.16653,12,0.0,101.51105,12
FL001,Balanced adaptive response,30,155.85614,75.0,0.04,0.16675,12,0.0,80.85614,12
FL001,Balanced adaptive response,31,133.3081,75.0,0.04,0.16698,12,0.0,58.3081,12
FL001,Balanced adaptive response,32,109.09859,75.0,0.04,0.1672,12,0.0,34.09859,12
FL001,Balanced adaptive response,33,83.49756,75.0,0.04,0.16742,12,0.0,8.49756,12
FL001,Balanced adaptive response,34,56.81671,75.0,0.04,0.16765,12,0.0,0.0,12
FL001,Balanced adaptive response,35,29.41316,75.0,0.04,0.16787,12,0.0,0.0,12
FL001,Balanced adaptive response,36,1.9158,75.0,0.04,0.1681,12,0.0,0.0,12
FL001,Balanced adaptive response,37,-25.23137,75.0,0.04,0.16833,12,0.0,0.0,12
FL001,Balanced adaptive response,38,-51.57524,75.0,0.04,0.16855,12,0.0,0.0,12
FL001,Balanced adaptive response,39,-76.65703,75.0,0.04,0.16878,12,0.0,0.0,12
FL001,Balanced adaptive response,40,-100.0162,75.0,0.04,0.169,12,0.0,0.0,12
FL001,Balanced adaptive response,41,-121.19505,75.0,0.04,0.16923,12,0.0,0.0,12
FL001,Balanced adaptive response,42,-139.74393,75.0,0.04,0.16945,12,0.0,0.0,12
FL001,Balanced adaptive response,43,-155.22711,75.0,0.04,0.16967,12,0.0,0.0,12
FL001,Balanced adaptive response,44,-167.22955,75.0,0.04,0.1699,12,0.0,0.0,12
FL001,Balanced adaptive response,45,-175.36438,75.0,0.04,0.17012,12,0.0,0.0,12
FL001,Balanced adaptive response,46,-179.28143,75.0,0.04,0.17035,12,0.0,0.0,12
FL001,Balanced adaptive response,47,-178.67671,75.0,0.04,0.17058,12,0.0,0.0,12
FL001,Balanced adaptive response,48,-173.341,75.0,0.04,0.1708,12,0.0,0.0,12
FL001,Balanced adaptive response,49,-163.13257,75.0,0.04,0.17103,12,0.0,0.0,12
FL001,Balanced adaptive response,50,-147.98186,75.0,0.04,0.17125,12,0.0,0.0,12
FL001,Balanced adaptive response,51,-127.89575,75.0,0.04,0.17147,12,0.0,0.0,12
FL001,Balanced adaptive response,52,-102.9613,75.0,0.04,0.1717,12,0.0,0.0,12
FL001,Balanced adaptive response,53,-73.34891,75.0,0.04,0.17192,12,0.0,0.0,12
FL001,Balanced adaptive response,54,-39.3147,75.0,0.04,0.17215,12,0.0,0.0,12
FL001,Balanced adaptive response,55,-1.20189,75.0,0.04,0.17238,12,0.0,0.0,12
FL001,Balanced adaptive response,56,40.55885,75.0,0.04,0.1726,12,0.0,0.0,12
FL001,Balanced adaptive response,57,85.45043,75.0,0.04,0.17283,12,0.0,10.45043,12
FL001,Balanced adaptive response,58,132.87185,75.0,0.04,0.17305,12,0.0,57.87185,12
FL001,Balanced adaptive response,59,182.14256,75.0,0.04,0.17328,12,0.0,107.14256,12
FL001,Balanced adaptive response,60,232.51542,75.0,0.04,0.1735,12,0.0,157.51542,12
FL001,Balanced adaptive response,61,283.18562,75.0,0.04,0.17372,12,0.0,208.18562,12
FL001,Balanced adaptive response,62,333.30074,75.0,0.04,0.17395,12,0.0,258.30074,12
FL001,Balanced adaptive response,63,381.97213,75.0,0.04,0.17417,12,0.0,306.97213,12
FL001,Balanced adaptive response,64,428.28747,75.0,0.04,0.1744,12,0.0,353.28747,12
FL001,Balanced adaptive response,65,471.3244,75.0,0.04,0.17463,12,0.0,396.3244,12
FL001,Balanced adaptive response,66,510.1653,75.0,0.04,0.17485,12,0.0,435.1653,12
FL001,Balanced adaptive response,67,543.91296,75.0,0.04,0.17508,12,0.0,468.91296,12
FL001,Balanced adaptive response,68,571.70701,75.0,0.04,0.1753,12,0.0,496.70701,12
FL001,Balanced adaptive response,69,592.74098,75.0,0.04,0.17553,12,0.0,517.74098,12
FL001,Balanced adaptive response,70,606.27964,75.0,0.04,0.17575,12,0.0,531.27964,12
FL001,Balanced adaptive response,71,611.67641,75.0,0.04,0.17597,12,0.0,536.67641,12
FL001,Balanced adaptive response,72,608.38925,75.0,0.04,0.1762,12,0.0,533.38925,12
FL001,Balanced adaptive response,73,595.99568,75.0,0.04,0.17642,12,0.0,520.99568,12
FL001,Balanced adaptive response,74,574.20668,75.0,0.04,0.17665,12,0.0,499.20668,12
FL001,Balanced adaptive response,75,542.87925,75.0,0.04,0.17688,12,0.0,467.87925,12
FL001,Balanced adaptive response,76,502.02721,75.0,0.04,0.1771,12,0.0,427.02721,12
FL001,Balanced adaptive response,77,451.83007,75.0,0.04,0.17733,12,0.0,376.83007,12
FL001,Balanced adaptive response,78,392.63967,75.0,0.04,0.17755,12,0.0,317.63967,12
FL001,Balanced adaptive response,79,324.98426,75.0,0.04,0.17778,12,0.0,249.98426,12
