simulation_id,strategy_id,strategy,rank,adjusted_resilience_value
228,FRS003,Critical Supply Chain Diversification,8,7.49107
229,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.3419
229,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.23953
229,FRS008,Adaptive Governance and Learning System,3,7.9538
229,FRS002,Regional Early Warning and Analytics Network,4,7.87334
229,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.85552
229,FRS001,Distributed Renewable Microgrids,6,7.80422
229,FRS003,Critical Supply Chain Diversification,7,7.75592
229,FRS007,Digital Public Infrastructure Resilience Program,8,7.72764
230,FRS008,Adaptive Governance and Learning System,1,8.64432
230,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.57588
230,FRS001,Distributed Renewable Microgrids,3,8.17517
230,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.83457
230,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.71091
230,FRS007,Digital Public Infrastructure Resilience Program,6,7.51134
230,FRS002,Regional Early Warning and Analytics Network,7,7.46988
230,FRS003,Critical Supply Chain Diversification,8,7.09563
231,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.05649
231,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.00437
231,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.99498
231,FRS008,Adaptive Governance and Learning System,4,7.78466
231,FRS002,Regional Early Warning and Analytics Network,5,7.67654
231,FRS007,Digital Public Infrastructure Resilience Program,6,7.45703
231,FRS001,Distributed Renewable Microgrids,7,7.42801
231,FRS003,Critical Supply Chain Diversification,8,7.41397
232,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.29948
232,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.24863
232,FRS008,Adaptive Governance and Learning System,3,8.1991
232,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.91152
232,FRS002,Regional Early Warning and Analytics Network,5,7.84406
232,FRS007,Digital Public Infrastructure Resilience Program,6,7.73587
232,FRS001,Distributed Renewable Microgrids,7,7.38704
232,FRS003,Critical Supply Chain Diversification,8,6.8358
233,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.32499
233,FRS008,Adaptive Governance and Learning System,2,8.21157
233,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.11766
233,FRS005,Watershed Restoration and Nature-Based Buffers,4,8.09351
233,FRS002,Regional Early Warning and Analytics Network,5,7.86591
233,FRS001,Distributed Renewable Microgrids,6,7.64484
233,FRS003,Critical Supply Chain Diversification,7,7.4448
233,FRS007,Digital Public Infrastructure Resilience Program,8,7.40292
234,FRS008,Adaptive Governance and Learning System,1,8.4203
234,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.12726
234,FRS001,Distributed Renewable Microgrids,3,8.04312
234,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.90714
234,FRS002,Regional Early Warning and Analytics Network,5,7.85974
234,FRS004,Adaptive Urban Heat and Flood Redesign,6,7.71971
234,FRS007,Digital Public Infrastructure Resilience Program,7,7.68098
234,FRS003,Critical Supply Chain Diversification,8,7.20802
235,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.14392
235,FRS008,Adaptive Governance and Learning System,2,8.12906
235,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.09966
235,FRS007,Digital Public Infrastructure Resilience Program,4,7.86696
235,FRS001,Distributed Renewable Microgrids,5,7.7918
235,FRS002,Regional Early Warning and Analytics Network,6,7.71158
235,FRS004,Adaptive Urban Heat and Flood Redesign,7,7.57075
235,FRS003,Critical Supply Chain Diversification,8,7.17077
236,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.35607
236,FRS008,Adaptive Governance and Learning System,2,8.00965
236,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.87542
236,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.84822
236,FRS007,Digital Public Infrastructure Resilience Program,5,7.73329
236,FRS002,Regional Early Warning and Analytics Network,6,7.4745
236,FRS001,Distributed Renewable Microgrids,7,7.34353
236,FRS003,Critical Supply Chain Diversification,8,7.27265
237,FRS008,Adaptive Governance and Learning System,1,8.43925
237,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.21061
237,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.1594
237,FRS005,Watershed Restoration and Nature-Based Buffers,4,8.1481
237,FRS001,Distributed Renewable Microgrids,5,7.77559
237,FRS007,Digital Public Infrastructure Resilience Program,6,7.70521
237,FRS002,Regional Early Warning and Analytics Network,7,7.44016
237,FRS003,Critical Supply Chain Diversification,8,7.06913
238,FRS008,Adaptive Governance and Learning System,1,8.11249
238,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.06785
238,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.05037
238,FRS001,Distributed Renewable Microgrids,4,7.81581
238,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.7563
238,FRS007,Digital Public Infrastructure Resilience Program,6,7.43296
238,FRS003,Critical Supply Chain Diversification,7,7.37927
238,FRS002,Regional Early Warning and Analytics Network,8,7.22386
239,FRS008,Adaptive Governance and Learning System,1,8.21165
239,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.19931
239,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.16145
239,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.90653
239,FRS007,Digital Public Infrastructure Resilience Program,5,7.75108
239,FRS002,Regional Early Warning and Analytics Network,6,7.69378
239,FRS001,Distributed Renewable Microgrids,7,7.48837
239,FRS003,Critical Supply Chain Diversification,8,7.24708
240,FRS008,Adaptive Governance and Learning System,1,8.47918
240,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.22134
240,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.98782
240,FRS001,Distributed Renewable Microgrids,4,7.85723
240,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.69631
240,FRS007,Digital Public Infrastructure Resilience Program,6,7.57769
240,FRS003,Critical Supply Chain Diversification,7,7.53392
240,FRS002,Regional Early Warning and Analytics Network,8,7.48064
241,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.23472
241,FRS005,Watershed Restoration and Nature-Based Buffers,2,7.89614
241,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.75962
241,FRS001,Distributed Renewable Microgrids,4,7.70222
241,FRS008,Adaptive Governance and Learning System,5,7.617
241,FRS007,Digital Public Infrastructure Resilience Program,6,7.2666
241,FRS003,Critical Supply Chain Diversification,7,7.19612
241,FRS002,Regional Early Warning and Analytics Network,8,6.91123
242,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.28547
242,FRS008,Adaptive Governance and Learning System,2,8.20525
242,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.88111
242,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.73303
242,FRS002,Regional Early Warning and Analytics Network,5,7.63993
242,FRS007,Digital Public Infrastructure Resilience Program,6,7.60068
242,FRS001,Distributed Renewable Microgrids,7,7.52302
242,FRS003,Critical Supply Chain Diversification,8,7.30021
243,FRS008,Adaptive Governance and Learning System,1,8.23878
243,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.14054
243,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.10804
243,FRS007,Digital Public Infrastructure Resilience Program,4,7.90433
243,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.84725
243,FRS001,Distributed Renewable Microgrids,6,7.80119
243,FRS002,Regional Early Warning and Analytics Network,7,7.62709
243,FRS003,Critical Supply Chain Diversification,8,7.17042
244,FRS008,Adaptive Governance and Learning System,1,8.14118
244,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.11245
244,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.09225
244,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.95622
244,FRS001,Distributed Renewable Microgrids,5,7.84177
244,FRS007,Digital Public Infrastructure Resilience Program,6,7.57138
244,FRS002,Regional Early Warning and Analytics Network,7,7.08693
244,FRS003,Critical Supply Chain Diversification,8,6.88324
245,FRS008,Adaptive Governance and Learning System,1,8.19682
245,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.92435
245,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.91032
245,FRS001,Distributed Renewable Microgrids,4,7.70655
245,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.65959
245,FRS002,Regional Early Warning and Analytics Network,6,7.588
245,FRS007,Digital Public Infrastructure Resilience Program,7,7.37652
245,FRS003,Critical Supply Chain Diversification,8,7.23533
246,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.18338
246,FRS008,Adaptive Governance and Learning System,2,8.03248
246,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.76205
246,FRS007,Digital Public Infrastructure Resilience Program,4,7.73732
246,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.58048
246,FRS001,Distributed Renewable Microgrids,6,7.57736
246,FRS002,Regional Early Warning and Analytics Network,7,7.51794
246,FRS003,Critical Supply Chain Diversification,8,7.21334
247,FRS008,Adaptive Governance and Learning System,1,8.3335
247,FRS001,Distributed Renewable Microgrids,2,8.02386
247,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.02144
247,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.98136
247,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.89349
247,FRS007,Digital Public Infrastructure Resilience Program,6,7.85107
247,FRS002,Regional Early Warning and Analytics Network,7,7.84946
247,FRS003,Critical Supply Chain Diversification,8,7.19743
248,FRS008,Adaptive Governance and Learning System,1,8.54267
248,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.07275
248,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.96719
248,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.87303
248,FRS007,Digital Public Infrastructure Resilience Program,5,7.83212
248,FRS001,Distributed Renewable Microgrids,6,7.78479
248,FRS002,Regional Early Warning and Analytics Network,7,7.71545
248,FRS003,Critical Supply Chain Diversification,8,7.15929
249,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.26444
249,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.16206
249,FRS008,Adaptive Governance and Learning System,3,7.99121
249,FRS007,Digital Public Infrastructure Resilience Program,4,7.89709
249,FRS002,Regional Early Warning and Analytics Network,5,7.87852
249,FRS004,Adaptive Urban Heat and Flood Redesign,6,7.7506
249,FRS001,Distributed Renewable Microgrids,7,7.5479
249,FRS003,Critical Supply Chain Diversification,8,7.36043
250,FRS008,Adaptive Governance and Learning System,1,8.43327
250,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.28318
250,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.94592
250,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.75728
250,FRS002,Regional Early Warning and Analytics Network,5,7.66929
250,FRS007,Digital Public Infrastructure Resilience Program,6,7.63944
250,FRS001,Distributed Renewable Microgrids,7,7.6006
250,FRS003,Critical Supply Chain Diversification,8,7.30903
251,FRS008,Adaptive Governance and Learning System,1,8.22022
251,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.18979
251,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.07441
251,FRS001,Distributed Renewable Microgrids,4,7.73227
251,FRS007,Digital Public Infrastructure Resilience Program,5,7.64504
251,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.54285
251,FRS002,Regional Early Warning and Analytics Network,7,7.40916
251,FRS003,Critical Supply Chain Diversification,8,7.36518
252,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.54131
252,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.49149
252,FRS008,Adaptive Governance and Learning System,3,8.23411
252,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.8736
252,FRS002,Regional Early Warning and Analytics Network,5,7.51057
252,FRS007,Digital Public Infrastructure Resilience Program,6,7.33534
252,FRS003,Critical Supply Chain Diversification,7,7.1571
252,FRS001,Distributed Renewable Microgrids,8,7.0008
253,FRS008,Adaptive Governance and Learning System,1,8.11645
253,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.03038
253,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.77897
253,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.68856
253,FRS002,Regional Early Warning and Analytics Network,5,7.64849
253,FRS007,Digital Public Infrastructure Resilience Program,6,7.57917
253,FRS001,Distributed Renewable Microgrids,7,7.15597
253,FRS003,Critical Supply Chain Diversification,8,7.13211
254,FRS008,Adaptive Governance and Learning System,1,8.26498
254,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.19219
254,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.09458
254,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.75205
254,FRS002,Regional Early Warning and Analytics Network,5,7.55421
254,FRS007,Digital Public Infrastructure Resilience Program,6,7.55202
254,FRS003,Critical Supply Chain Diversification,7,7.46969
254,FRS001,Distributed Renewable Microgrids,8,7.42535
255,FRS008,Adaptive Governance and Learning System,1,8.37573
255,FRS001,Distributed Renewable Microgrids,2,8.24974
255,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.95167
255,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.82868
255,FRS007,Digital Public Infrastructure Resilience Program,5,7.67446
255,FRS006,Community Resilience and Mutual Aid Infrastructure,6,7.65752
255,FRS002,Regional Early Warning and Analytics Network,7,7.60922
255,FRS003,Critical Supply Chain Diversification,8,7.43333
256,FRS008,Adaptive Governance and Learning System,1,8.04606
256,FRS005,Watershed Restoration and Nature-Based Buffers,2,7.95278
256,FRS007,Digital Public Infrastructure Resilience Program,3,7.79521
256,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.77771
256,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.59486
256,FRS001,Distributed Renewable Microgrids,6,7.58392
256,FRS002,Regional Early Warning and Analytics Network,7,7.35964
256,FRS003,Critical Supply Chain Diversification,8,7.31696
257,FRS008,Adaptive Governance and Learning System,1,8.41544
257,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.12248
257,FRS007,Digital Public Infrastructure Resilience Program,3,7.95587
257,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.92483
257,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.73094
257,FRS001,Distributed Renewable Microgrids,6,7.67073
257,FRS002,Regional Early Warning and Analytics Network,7,7.32228
257,FRS003,Critical Supply Chain Diversification,8,6.95822
258,FRS008,Adaptive Governance and Learning System,1,8.20714
258,FRS007,Digital Public Infrastructure Resilience Program,2,8.13848
258,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.04774
258,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.9904
258,FRS002,Regional Early Warning and Analytics Network,5,7.93472
258,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.87045
258,FRS001,Distributed Renewable Microgrids,7,7.51849
258,FRS003,Critical Supply Chain Diversification,8,7.09594
259,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.20153
259,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.04527
259,FRS008,Adaptive Governance and Learning System,3,7.98856
259,FRS007,Digital Public Infrastructure Resilience Program,4,7.69357
259,FRS002,Regional Early Warning and Analytics Network,5,7.68184
259,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.61332
259,FRS001,Distributed Renewable Microgrids,7,7.49609
259,FRS003,Critical Supply Chain Diversification,8,7.13156
260,FRS008,Adaptive Governance and Learning System,1,8.31779
260,FRS004,Adaptive Urban Heat and Flood Redesign,2,7.98806
260,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.96892
260,FRS007,Digital Public Infrastructure Resilience Program,4,7.80158
260,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.75767
260,FRS001,Distributed Renewable Microgrids,6,7.64164
260,FRS002,Regional Early Warning and Analytics Network,7,7.60957
260,FRS003,Critical Supply Chain Diversification,8,7.17246
261,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.24363
261,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.01221
261,FRS007,Digital Public Infrastructure Resilience Program,3,7.8958
261,FRS008,Adaptive Governance and Learning System,4,7.79899
261,FRS002,Regional Early Warning and Analytics Network,5,7.60897
261,FRS001,Distributed Renewable Microgrids,6,7.56358
261,FRS006,Community Resilience and Mutual Aid Infrastructure,7,7.36044
261,FRS003,Critical Supply Chain Diversification,8,6.9393
262,FRS008,Adaptive Governance and Learning System,1,8.46323
262,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.11767
262,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.03039
262,FRS002,Regional Early Warning and Analytics Network,4,7.83342
262,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.74848
262,FRS007,Digital Public Infrastructure Resilience Program,6,7.70271
262,FRS001,Distributed Renewable Microgrids,7,7.49231
262,FRS003,Critical Supply Chain Diversification,8,7.21124
263,FRS008,Adaptive Governance and Learning System,1,8.21651
263,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.16853
263,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.13251
263,FRS007,Digital Public Infrastructure Resilience Program,4,7.76723
263,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.69716
263,FRS001,Distributed Renewable Microgrids,6,7.64205
263,FRS002,Regional Early Warning and Analytics Network,7,7.5668
263,FRS003,Critical Supply Chain Diversification,8,7.32562
264,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.21072
264,FRS001,Distributed Renewable Microgrids,2,8.01786
264,FRS008,Adaptive Governance and Learning System,3,7.92788
264,FRS002,Regional Early Warning and Analytics Network,4,7.88945
264,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.72278
264,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.58652
264,FRS007,Digital Public Infrastructure Resilience Program,7,7.52031
264,FRS003,Critical Supply Chain Diversification,8,7.47628
265,FRS008,Adaptive Governance and Learning System,1,8.27707
265,FRS001,Distributed Renewable Microgrids,2,8.05544
265,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.98142
265,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.78173
265,FRS007,Digital Public Infrastructure Resilience Program,5,7.76783
265,FRS004,Adaptive Urban Heat and Flood Redesign,6,7.70297
265,FRS002,Regional Early Warning and Analytics Network,7,7.59627
265,FRS003,Critical Supply Chain Diversification,8,7.11829
266,FRS008,Adaptive Governance and Learning System,1,8.33304
266,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.14299
266,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.00013
266,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.96254
266,FRS007,Digital Public Infrastructure Resilience Program,5,7.69059
266,FRS002,Regional Early Warning and Analytics Network,6,7.56532
266,FRS003,Critical Supply Chain Diversification,7,7.44486
266,FRS001,Distributed Renewable Microgrids,8,7.34718
267,FRS008,Adaptive Governance and Learning System,1,8.80396
267,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.41544
267,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.32182
267,FRS007,Digital Public Infrastructure Resilience Program,4,7.74342
267,FRS001,Distributed Renewable Microgrids,5,7.71225
267,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.6936
267,FRS003,Critical Supply Chain Diversification,7,7.53013
267,FRS002,Regional Early Warning and Analytics Network,8,7.23418
268,FRS008,Adaptive Governance and Learning System,1,8.3027
268,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.1216
268,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.11984
268,FRS007,Digital Public Infrastructure Resilience Program,4,7.82412
268,FRS002,Regional Early Warning and Analytics Network,5,7.78948
268,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.70615
268,FRS001,Distributed Renewable Microgrids,7,7.68021
268,FRS003,Critical Supply Chain Diversification,8,7.02858
269,FRS008,Adaptive Governance and Learning System,1,8.1735
269,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.13191
269,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.08964
269,FRS001,Distributed Renewable Microgrids,4,7.7337
269,FRS007,Digital Public Infrastructure Resilience Program,5,7.70509
269,FRS002,Regional Early Warning and Analytics Network,6,7.61293
269,FRS004,Adaptive Urban Heat and Flood Redesign,7,7.52589
269,FRS003,Critical Supply Chain Diversification,8,6.90149
270,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.70273
270,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.27785
270,FRS008,Adaptive Governance and Learning System,3,7.95452
270,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.86143
270,FRS001,Distributed Renewable Microgrids,5,7.65407
270,FRS007,Digital Public Infrastructure Resilience Program,6,7.63672
270,FRS002,Regional Early Warning and Analytics Network,7,7.41133
270,FRS003,Critical Supply Chain Diversification,8,6.94849
271,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.22856
271,FRS008,Adaptive Governance and Learning System,2,8.1489
271,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.14267
271,FRS002,Regional Early Warning and Analytics Network,4,8.09378
271,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.92637
271,FRS007,Digital Public Infrastructure Resilience Program,6,7.5447
271,FRS001,Distributed Renewable Microgrids,7,7.51778
271,FRS003,Critical Supply Chain Diversification,8,7.08973
272,FRS008,Adaptive Governance and Learning System,1,8.17559
272,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.15306
272,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.96595
272,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.87836
272,FRS001,Distributed Renewable Microgrids,5,7.81937
272,FRS007,Digital Public Infrastructure Resilience Program,6,7.41424
272,FRS002,Regional Early Warning and Analytics Network,7,7.23062
272,FRS003,Critical Supply Chain Diversification,8,7.06145
273,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.30739
273,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.22635
273,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.78165
273,FRS008,Adaptive Governance and Learning System,4,7.7756
273,FRS001,Distributed Renewable Microgrids,5,7.74796
273,FRS002,Regional Early Warning and Analytics Network,6,7.44364
273,FRS003,Critical Supply Chain Diversification,7,7.41094
273,FRS007,Digital Public Infrastructure Resilience Program,8,7.25129
274,FRS008,Adaptive Governance and Learning System,1,8.21279
274,FRS007,Digital Public Infrastructure Resilience Program,2,8.18942
274,FRS001,Distributed Renewable Microgrids,3,8.01479
274,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.918
274,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.7984
274,FRS004,Adaptive Urban Heat and Flood Redesign,6,7.71704
274,FRS002,Regional Early Warning and Analytics Network,7,7.59417
274,FRS003,Critical Supply Chain Diversification,8,6.91252
275,FRS008,Adaptive Governance and Learning System,1,8.17552
275,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.95756
275,FRS001,Distributed Renewable Microgrids,3,7.87398
275,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.76468
275,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.55157
275,FRS002,Regional Early Warning and Analytics Network,6,7.50051
275,FRS003,Critical Supply Chain Diversification,7,7.26582
275,FRS007,Digital Public Infrastructure Resilience Program,8,7.20213
276,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.04002
276,FRS005,Watershed Restoration and Nature-Based Buffers,2,7.91831
276,FRS008,Adaptive Governance and Learning System,3,7.84072
276,FRS001,Distributed Renewable Microgrids,4,7.78751
276,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.55226
276,FRS007,Digital Public Infrastructure Resilience Program,6,7.54155
276,FRS002,Regional Early Warning and Analytics Network,7,7.34479
276,FRS003,Critical Supply Chain Diversification,8,6.92568
277,FRS008,Adaptive Governance and Learning System,1,8.32456
277,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.11882
277,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.9318
277,FRS001,Distributed Renewable Microgrids,4,7.61356
277,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.61215
277,FRS007,Digital Public Infrastructure Resilience Program,6,7.51963
277,FRS002,Regional Early Warning and Analytics Network,7,7.3914
277,FRS003,Critical Supply Chain Diversification,8,6.99057
278,FRS008,Adaptive Governance and Learning System,1,8.72629
278,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.42562
278,FRS001,Distributed Renewable Microgrids,3,8.08821
278,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.97125
278,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.63462
278,FRS002,Regional Early Warning and Analytics Network,6,7.56512
278,FRS007,Digital Public Infrastructure Resilience Program,7,7.22504
278,FRS003,Critical Supply Chain Diversification,8,7.19649
279,FRS008,Adaptive Governance and Learning System,1,8.41389
279,FRS007,Digital Public Infrastructure Resilience Program,2,8.23222
279,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.11577
279,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.9967
279,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.75709
279,FRS001,Distributed Renewable Microgrids,6,7.64236
279,FRS002,Regional Early Warning and Analytics Network,7,7.36975
279,FRS003,Critical Supply Chain Diversification,8,7.18282
280,FRS008,Adaptive Governance and Learning System,1,8.6041
280,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.22003
280,FRS001,Distributed Renewable Microgrids,3,7.86224
280,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.76116
280,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.74597
280,FRS007,Digital Public Infrastructure Resilience Program,6,7.6227
280,FRS002,Regional Early Warning and Analytics Network,7,7.4999
280,FRS003,Critical Supply Chain Diversification,8,7.02527
281,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.11255
281,FRS008,Adaptive Governance and Learning System,2,8.09728
281,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.9004
281,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.89497
281,FRS007,Digital Public Infrastructure Resilience Program,5,7.80865
281,FRS002,Regional Early Warning and Analytics Network,6,7.77783
281,FRS001,Distributed Renewable Microgrids,7,7.73738
281,FRS003,Critical Supply Chain Diversification,8,7.16234
282,FRS008,Adaptive Governance and Learning System,1,8.47617
282,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.27143
282,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.04491
282,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.88241
282,FRS007,Digital Public Infrastructure Resilience Program,5,7.69018
282,FRS001,Distributed Renewable Microgrids,6,7.66853
282,FRS002,Regional Early Warning and Analytics Network,7,7.61034
282,FRS003,Critical Supply Chain Diversification,8,7.06008
283,FRS008,Adaptive Governance and Learning System,1,8.26812
283,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.24087
283,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.06636
283,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.91951
283,FRS007,Digital Public Infrastructure Resilience Program,5,7.7352
283,FRS002,Regional Early Warning and Analytics Network,6,7.68231
283,FRS001,Distributed Renewable Microgrids,7,7.35839
283,FRS003,Critical Supply Chain Diversification,8,7.29847
284,FRS008,Adaptive Governance and Learning System,1,8.34584
284,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.20587
284,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.05708
284,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.93392
284,FRS001,Distributed Renewable Microgrids,5,7.89857
284,FRS007,Digital Public Infrastructure Resilience Program,6,7.64281
284,FRS002,Regional Early Warning and Analytics Network,7,7.62346
284,FRS003,Critical Supply Chain Diversification,8,7.3564
