business_id,business,business_context,time,event,shock_load,adaptive_capacity,fragility_gap,function,cash_runway,customer_demand,owner_strain,equity_adjusted_function,survival_risk
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,71,background local volatility,0.09684,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,72,background local volatility,0.09716,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,73,background local volatility,0.09739,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,74,background local volatility,0.0975,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,75,background local volatility,0.09609,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,76,background local volatility,0.09633,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,77,background local volatility,0.09795,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,78,Insurance claim delay and undercoverage,0.6202,0.6856,0.0,1.0,0.97001,0.971,0.01524,0.83358,0.01354
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,79,background local volatility,0.09812,0.6808,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,80,background local volatility,0.09864,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,81,background local volatility,0.09772,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,82,background local volatility,0.09893,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,83,background local volatility,0.09728,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,84,background local volatility,0.0994,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,85,background local volatility,0.09937,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,86,background local volatility,0.09821,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,87,background local volatility,0.09771,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,88,Compound local economic stress,0.8494,0.6856,0.1638,1.0,0.9505,0.923,0.08106,0.82432,0.04992
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,89,background local volatility,0.09917,0.67768,0.0,1.0,0.99616,0.9676,0.00251,0.8706,0.00185
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,90,background local volatility,0.09965,0.68498,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,91,background local volatility,0.09899,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,92,background local volatility,0.09844,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,93,background local volatility,0.09912,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,94,background local volatility,0.10058,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,95,background local volatility,0.09897,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,0,background local volatility,0.08486,0.5528,0.0,0.93345,0.4028,0.8616,0.55425,0.74197,0.34316
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,1,background local volatility,0.08613,0.55965,0.0,1.0,0.44554,0.9152,0.46531,0.80558,0.28712
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,2,background local volatility,0.08521,0.56649,0.0,1.0,0.48822,0.9688,0.37585,0.81273,0.25429
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,3,background local volatility,0.08666,0.57332,0.0,1.0,0.53084,1.0,0.28665,0.81987,0.22154
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,4,background local volatility,0.08656,0.58013,0.0,1.0,0.5734,1.0,0.19743,0.82701,0.1888
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,5,background local volatility,0.08617,0.58694,0.0,1.0,0.6159,1.0,0.10814,0.83415,0.15606
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,6,background local volatility,0.08688,0.59374,0.0,1.0,0.65834,1.0,0.01898,0.84128,0.12338
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,7,background local volatility,0.08691,0.60053,0.0,1.0,0.70072,1.0,0.0,0.8428,0.10475
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,8,Demand shock,0.5336,0.60732,0.0,1.0,0.69716,0.932,0.0,0.8168,0.10599
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,9,background local volatility,0.08595,0.60675,0.0,1.0,0.73942,0.9856,0.0,0.8428,0.0912
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,10,background local volatility,0.08727,0.61351,0.0,1.0,0.78162,1.0,0.0,0.8428,0.07643
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,11,background local volatility,0.08764,0.62026,0.0,1.0,0.82376,1.0,0.0,0.8428,0.06168
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,12,background local volatility,0.08755,0.627,0.0,1.0,0.86584,1.0,0.0,0.8428,0.04695
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,13,background local volatility,0.08856,0.63373,0.0,1.0,0.90786,1.0,0.0,0.8428,0.03225
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,14,background local volatility,0.08836,0.64046,0.0,1.0,0.94982,1.0,0.0,0.8428,0.01756
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,15,background local volatility,0.08766,0.64717,0.0,1.0,0.99172,1.0,0.0,0.8428,0.0029
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,16,background local volatility,0.08744,0.65388,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,17,background local volatility,0.08736,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,18,background local volatility,0.08914,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,19,background local volatility,0.08901,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,20,Supplier delay and price increase,0.566,0.6552,0.0,1.0,0.99237,0.996,0.0,0.8178,0.00267
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,21,background local volatility,0.08911,0.65398,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,22,background local volatility,0.08886,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,23,background local volatility,0.08915,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,24,background local volatility,0.08863,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,25,background local volatility,0.08952,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,26,background local volatility,0.08875,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,27,background local volatility,0.09004,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,28,background local volatility,0.09021,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,29,background local volatility,0.09046,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,30,background local volatility,0.08959,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,31,background local volatility,0.08937,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,32,background local volatility,0.0901,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,33,background local volatility,0.0911,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,34,background local volatility,0.09082,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,35,Digital payment and platform disruption,0.5152,0.6552,0.0,1.0,1.0,0.9992,0.0,0.8198,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,36,background local volatility,0.09169,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,37,background local volatility,0.09108,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,38,background local volatility,0.09116,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,39,background local volatility,0.09253,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,40,background local volatility,0.0909,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,41,background local volatility,0.09115,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,42,background local volatility,0.09221,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,43,background local volatility,0.09247,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,44,background local volatility,0.09214,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,45,background local volatility,0.09259,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,46,background local volatility,0.09246,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,47,background local volatility,0.09315,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,48,background local volatility,0.09383,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,49,background local volatility,0.09383,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,50,Extreme weather closure,0.7158,0.6552,0.0606,1.0,0.96337,0.948,0.03313,0.80715,0.02551
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,51,background local volatility,0.09368,0.64934,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,52,background local volatility,0.09343,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,53,background local volatility,0.09472,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,54,background local volatility,0.09367,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,55,background local volatility,0.09425,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,56,background local volatility,0.09498,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,57,background local volatility,0.09469,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,58,background local volatility,0.09414,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,59,background local volatility,0.09513,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,60,background local volatility,0.09494,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,61,background local volatility,0.09585,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,62,background local volatility,0.0953,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,63,background local volatility,0.09523,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,64,background local volatility,0.09644,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,65,background local volatility,0.09552,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,66,Rent and debt pressure,0.6216,0.6552,0.0,1.0,0.96459,0.9704,0.00709,0.80723,0.01381
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,67,background local volatility,0.09551,0.64953,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,68,background local volatility,0.09695,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,69,background local volatility,0.09712,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,70,background local volatility,0.09541,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,71,background local volatility,0.09532,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,72,background local volatility,0.09736,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,73,background local volatility,0.09757,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,74,background local volatility,0.09652,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,75,background local volatility,0.09636,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,76,background local volatility,0.09754,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,77,background local volatility,0.09831,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,78,Insurance claim delay and undercoverage,0.6202,0.6552,0.0,1.0,0.96265,0.98,0.00684,0.80625,0.01444
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,79,background local volatility,0.09686,0.64922,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,80,background local volatility,0.09757,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,81,background local volatility,0.09824,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,82,background local volatility,0.09733,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,83,background local volatility,0.09795,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,84,background local volatility,0.09744,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,85,background local volatility,0.0984,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,86,background local volatility,0.09795,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,87,background local volatility,0.09774,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,88,Compound local economic stress,0.8494,0.6552,0.1942,1.0,0.94237,0.932,0.07722,0.79662,0.05504
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,89,background local volatility,0.09878,0.64598,0.0,1.0,0.97983,0.9856,0.0,0.8428,0.00706
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,90,background local volatility,0.09836,0.65197,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,91,background local volatility,0.09844,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,92,background local volatility,0.09866,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,93,background local volatility,0.09945,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,94,background local volatility,0.09936,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB003,Community-embedded food business,strong local relationships but thin cash and moderate supplier fragility,95,background local volatility,0.1005,0.6552,0.0,1.0,1.0,1.0,0.0,0.8428,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,0,background local volatility,0.08685,0.5124,0.0,0.96667,0.4866,0.8084,0.50403,0.79043,0.29216
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,1,background local volatility,0.08575,0.51986,0.0,1.0,0.53314,0.8428,0.42787,0.82537,0.24897
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,2,background local volatility,0.08653,0.5273,0.0,1.0,0.57962,0.8772,0.35184,0.83145,0.2175
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,3,background local volatility,0.08671,0.53474,0.0,1.0,0.62604,0.9116,0.27585,0.83753,0.18606
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,4,background local volatility,0.08562,0.54217,0.0,1.0,0.6724,0.946,0.19966,0.84363,0.15459
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,5,background local volatility,0.08544,0.54958,0.0,1.0,0.7187,0.9804,0.12344,0.84972,0.12314
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,6,background local volatility,0.08685,0.55699,0.0,1.0,0.76494,1.0,0.04747,0.8558,0.09177
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,7,background local volatility,0.08584,0.56439,0.0,1.0,0.81112,1.0,0.0,0.8596,0.06611
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,8,Demand shock,0.5336,0.57178,0.0,1.0,0.80789,0.9128,0.00445,0.83324,0.06813
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,9,background local volatility,0.08677,0.57126,0.0,1.0,0.85395,0.9472,0.0,0.8596,0.05112
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,10,background local volatility,0.08814,0.57863,0.0,1.0,0.89995,0.9816,0.0,0.8596,0.03502
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,11,background local volatility,0.08824,0.58599,0.0,1.0,0.94589,1.0,0.0,0.8596,0.01894
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,12,background local volatility,0.08658,0.59334,0.0,1.0,0.99177,1.0,0.0,0.8596,0.00288
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,13,background local volatility,0.08665,0.60068,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,14,background local volatility,0.08713,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,15,background local volatility,0.08874,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,16,background local volatility,0.08696,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,17,background local volatility,0.08759,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,18,background local volatility,0.08746,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,19,background local volatility,0.08766,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,20,Supplier delay and price increase,0.566,0.602,0.0,1.0,0.9927,0.9768,0.01028,0.83378,0.00461
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,21,background local volatility,0.08891,0.60083,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,22,background local volatility,0.08824,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,23,background local volatility,0.08893,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,24,background local volatility,0.08986,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,25,background local volatility,0.08999,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,26,background local volatility,0.0894,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,27,background local volatility,0.09044,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,28,background local volatility,0.09007,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,29,background local volatility,0.09083,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,30,background local volatility,0.0896,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,31,background local volatility,0.09004,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,32,background local volatility,0.09069,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,33,background local volatility,0.09172,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,34,background local volatility,0.09108,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,35,Digital payment and platform disruption,0.5152,0.602,0.0,1.0,1.0,0.98,0.00114,0.83651,0.00023
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,36,background local volatility,0.09104,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,37,background local volatility,0.09065,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,38,background local volatility,0.09088,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,39,background local volatility,0.09087,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,40,background local volatility,0.09287,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,41,background local volatility,0.09278,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,42,background local volatility,0.09295,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,43,background local volatility,0.09222,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,44,background local volatility,0.0928,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
SB004,Local manufacturer with supplier exposure,moderate function and cash with high supplier concentration exposure,45,background local volatility,0.09196,0.602,0.0,1.0,1.0,1.0,0.0,0.8596,0.0
