scenario_id,scenario_name,time_step,patch_id,landscape_id,patch_type,condition,disturbance,resilience_margin,refugia,threshold_flag
DR001,Moderate historical disturbance,67,P022,L006,shrub-refugia,0.0,1.4,0.196,1,threshold risk
DR001,Moderate historical disturbance,67,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,67,P024,L006,riparian-oasis,0.0,1.4,0.734,1,threshold risk
DR001,Moderate historical disturbance,68,P001,L001,forest,0.0,1.4,-0.28,0,threshold risk
DR001,Moderate historical disturbance,68,P002,L001,riparian,0.0,1.4,0.586,1,threshold risk
DR001,Moderate historical disturbance,68,P003,L001,grassland,0.0,1.4,-0.502,0,threshold risk
DR001,Moderate historical disturbance,68,P004,L001,old-growth-remnant,0.0,1.4,0.864,1,viable margin
DR001,Moderate historical disturbance,68,P005,L002,floodplain,0.0,1.4,0.212,1,threshold risk
DR001,Moderate historical disturbance,68,P006,L002,wetland,0.0,1.4,0.596,1,threshold risk
DR001,Moderate historical disturbance,68,P007,L002,channelized-river,0.0,1.4,-0.982,0,threshold risk
DR001,Moderate historical disturbance,68,P008,L002,riparian-forest,0.0,1.4,0.35,1,threshold risk
DR001,Moderate historical disturbance,68,P009,L003,cropland,0.0,1.4,-0.732,0,threshold risk
DR001,Moderate historical disturbance,68,P010,L003,hedgerow,0.0,1.4,0.272,1,threshold risk
DR001,Moderate historical disturbance,68,P011,L003,wet-meadow,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,68,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,68,P013,L004,urban-green,0.0,1.4,-0.712,0,threshold risk
DR001,Moderate historical disturbance,68,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,68,P015,L004,restored-stream,0.0,1.4,-0.038,1,threshold risk
DR001,Moderate historical disturbance,68,P016,L004,tree-canopy-corridor,0.0,1.4,0.304,1,threshold risk
DR001,Moderate historical disturbance,68,P017,L005,mangrove,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,68,P018,L005,marsh,0.0,1.4,0.22,1,threshold risk
DR001,Moderate historical disturbance,68,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,68,P020,L005,tidal-creek,0.0,1.4,0.232,1,threshold risk
DR001,Moderate historical disturbance,68,P021,L006,dry-grassland,0.0,1.4,-0.584,0,threshold risk
DR001,Moderate historical disturbance,68,P022,L006,shrub-refugia,0.0,1.4,0.196,1,threshold risk
DR001,Moderate historical disturbance,68,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,68,P024,L006,riparian-oasis,0.0,1.4,0.734,1,threshold risk
DR001,Moderate historical disturbance,69,P001,L001,forest,0.0,1.4,-0.28,0,threshold risk
DR001,Moderate historical disturbance,69,P002,L001,riparian,0.0,1.4,0.586,1,threshold risk
DR001,Moderate historical disturbance,69,P003,L001,grassland,0.0,1.4,-0.502,0,threshold risk
DR001,Moderate historical disturbance,69,P004,L001,old-growth-remnant,0.0,1.4,0.864,1,viable margin
DR001,Moderate historical disturbance,69,P005,L002,floodplain,0.0,1.4,0.212,1,threshold risk
DR001,Moderate historical disturbance,69,P006,L002,wetland,0.0,1.4,0.596,1,threshold risk
DR001,Moderate historical disturbance,69,P007,L002,channelized-river,0.0,1.4,-0.982,0,threshold risk
DR001,Moderate historical disturbance,69,P008,L002,riparian-forest,0.0,1.4,0.35,1,threshold risk
DR001,Moderate historical disturbance,69,P009,L003,cropland,0.0,1.4,-0.732,0,threshold risk
DR001,Moderate historical disturbance,69,P010,L003,hedgerow,0.0,1.4,0.272,1,threshold risk
DR001,Moderate historical disturbance,69,P011,L003,wet-meadow,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,69,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,69,P013,L004,urban-green,0.0,1.4,-0.712,0,threshold risk
DR001,Moderate historical disturbance,69,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,69,P015,L004,restored-stream,0.0,1.4,-0.038,1,threshold risk
DR001,Moderate historical disturbance,69,P016,L004,tree-canopy-corridor,0.0,1.4,0.304,1,threshold risk
DR001,Moderate historical disturbance,69,P017,L005,mangrove,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,69,P018,L005,marsh,0.0,1.4,0.22,1,threshold risk
DR001,Moderate historical disturbance,69,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,69,P020,L005,tidal-creek,0.0,1.4,0.232,1,threshold risk
DR001,Moderate historical disturbance,69,P021,L006,dry-grassland,0.0,1.4,-0.584,0,threshold risk
DR001,Moderate historical disturbance,69,P022,L006,shrub-refugia,0.0,1.4,0.196,1,threshold risk
DR001,Moderate historical disturbance,69,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,69,P024,L006,riparian-oasis,0.0,1.4,0.734,1,threshold risk
DR001,Moderate historical disturbance,70,P001,L001,forest,0.0,1.4,-0.28,0,threshold risk
DR001,Moderate historical disturbance,70,P002,L001,riparian,0.0,1.4,0.586,1,threshold risk
DR001,Moderate historical disturbance,70,P003,L001,grassland,0.0,1.4,-0.502,0,threshold risk
DR001,Moderate historical disturbance,70,P004,L001,old-growth-remnant,0.0,1.4,0.864,1,viable margin
DR001,Moderate historical disturbance,70,P005,L002,floodplain,0.0,1.4,0.212,1,threshold risk
DR001,Moderate historical disturbance,70,P006,L002,wetland,0.0,1.4,0.596,1,threshold risk
DR001,Moderate historical disturbance,70,P007,L002,channelized-river,0.0,1.4,-0.982,0,threshold risk
DR001,Moderate historical disturbance,70,P008,L002,riparian-forest,0.0,1.4,0.35,1,threshold risk
DR001,Moderate historical disturbance,70,P009,L003,cropland,0.0,1.4,-0.732,0,threshold risk
DR001,Moderate historical disturbance,70,P010,L003,hedgerow,0.0,1.4,0.272,1,threshold risk
DR001,Moderate historical disturbance,70,P011,L003,wet-meadow,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,70,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,70,P013,L004,urban-green,0.0,1.4,-0.712,0,threshold risk
DR001,Moderate historical disturbance,70,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,70,P015,L004,restored-stream,0.0,1.4,-0.038,1,threshold risk
DR001,Moderate historical disturbance,70,P016,L004,tree-canopy-corridor,0.0,1.4,0.304,1,threshold risk
DR001,Moderate historical disturbance,70,P017,L005,mangrove,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,70,P018,L005,marsh,0.0,1.4,0.22,1,threshold risk
DR001,Moderate historical disturbance,70,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,70,P020,L005,tidal-creek,0.0,1.4,0.232,1,threshold risk
DR001,Moderate historical disturbance,70,P021,L006,dry-grassland,0.0,1.4,-0.584,0,threshold risk
DR001,Moderate historical disturbance,70,P022,L006,shrub-refugia,0.0,1.4,0.196,1,threshold risk
DR001,Moderate historical disturbance,70,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,70,P024,L006,riparian-oasis,0.0,1.4,0.734,1,threshold risk
DR001,Moderate historical disturbance,71,P001,L001,forest,0.0,1.4,-0.28,0,threshold risk
DR001,Moderate historical disturbance,71,P002,L001,riparian,0.0,1.4,0.586,1,threshold risk
DR001,Moderate historical disturbance,71,P003,L001,grassland,0.0,1.4,-0.502,0,threshold risk
DR001,Moderate historical disturbance,71,P004,L001,old-growth-remnant,0.0,1.4,0.864,1,viable margin
DR001,Moderate historical disturbance,71,P005,L002,floodplain,0.0,1.4,0.212,1,threshold risk
DR001,Moderate historical disturbance,71,P006,L002,wetland,0.0,1.4,0.596,1,threshold risk
DR001,Moderate historical disturbance,71,P007,L002,channelized-river,0.0,1.4,-0.982,0,threshold risk
DR001,Moderate historical disturbance,71,P008,L002,riparian-forest,0.0,1.4,0.35,1,threshold risk
DR001,Moderate historical disturbance,71,P009,L003,cropland,0.0,1.4,-0.732,0,threshold risk
DR001,Moderate historical disturbance,71,P010,L003,hedgerow,0.0,1.4,0.272,1,threshold risk
DR001,Moderate historical disturbance,71,P011,L003,wet-meadow,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,71,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,71,P013,L004,urban-green,0.0,1.4,-0.712,0,threshold risk
DR001,Moderate historical disturbance,71,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,71,P015,L004,restored-stream,0.0,1.4,-0.038,1,threshold risk
DR001,Moderate historical disturbance,71,P016,L004,tree-canopy-corridor,0.0,1.4,0.304,1,threshold risk
DR001,Moderate historical disturbance,71,P017,L005,mangrove,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,71,P018,L005,marsh,0.0,1.4,0.22,1,threshold risk
DR001,Moderate historical disturbance,71,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,71,P020,L005,tidal-creek,0.0,1.4,0.232,1,threshold risk
DR001,Moderate historical disturbance,71,P021,L006,dry-grassland,0.0,1.4,-0.584,0,threshold risk
DR001,Moderate historical disturbance,71,P022,L006,shrub-refugia,0.0,1.4,0.196,1,threshold risk
DR001,Moderate historical disturbance,71,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,71,P024,L006,riparian-oasis,0.0,1.4,0.734,1,threshold risk
DR001,Moderate historical disturbance,72,P001,L001,forest,0.0,1.4,-0.28,0,threshold risk
DR001,Moderate historical disturbance,72,P002,L001,riparian,0.0,1.4,0.586,1,threshold risk
DR001,Moderate historical disturbance,72,P003,L001,grassland,0.0,1.4,-0.502,0,threshold risk
DR001,Moderate historical disturbance,72,P004,L001,old-growth-remnant,0.0,1.4,0.864,1,viable margin
DR001,Moderate historical disturbance,72,P005,L002,floodplain,0.0,1.4,0.212,1,threshold risk
DR001,Moderate historical disturbance,72,P006,L002,wetland,0.0,1.4,0.596,1,threshold risk
DR001,Moderate historical disturbance,72,P007,L002,channelized-river,0.0,1.4,-0.982,0,threshold risk
DR001,Moderate historical disturbance,72,P008,L002,riparian-forest,0.0,1.4,0.35,1,threshold risk
DR001,Moderate historical disturbance,72,P009,L003,cropland,0.0,1.4,-0.732,0,threshold risk
DR001,Moderate historical disturbance,72,P010,L003,hedgerow,0.0,1.4,0.272,1,threshold risk
DR001,Moderate historical disturbance,72,P011,L003,wet-meadow,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,72,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,72,P013,L004,urban-green,0.0,1.4,-0.712,0,threshold risk
DR001,Moderate historical disturbance,72,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,72,P015,L004,restored-stream,0.0,1.4,-0.038,1,threshold risk
DR001,Moderate historical disturbance,72,P016,L004,tree-canopy-corridor,0.0,1.4,0.304,1,threshold risk
DR001,Moderate historical disturbance,72,P017,L005,mangrove,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,72,P018,L005,marsh,0.0,1.4,0.22,1,threshold risk
DR001,Moderate historical disturbance,72,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,72,P020,L005,tidal-creek,0.0,1.4,0.232,1,threshold risk
DR001,Moderate historical disturbance,72,P021,L006,dry-grassland,0.0,1.4,-0.584,0,threshold risk
DR001,Moderate historical disturbance,72,P022,L006,shrub-refugia,0.0,1.4,0.196,1,threshold risk
DR001,Moderate historical disturbance,72,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,72,P024,L006,riparian-oasis,0.0,1.4,0.734,1,threshold risk
DR001,Moderate historical disturbance,73,P001,L001,forest,0.0,1.4,-0.28,0,threshold risk
DR001,Moderate historical disturbance,73,P002,L001,riparian,0.0,1.4,0.586,1,threshold risk
DR001,Moderate historical disturbance,73,P003,L001,grassland,0.0,1.4,-0.502,0,threshold risk
DR001,Moderate historical disturbance,73,P004,L001,old-growth-remnant,0.0,1.4,0.864,1,viable margin
DR001,Moderate historical disturbance,73,P005,L002,floodplain,0.0,1.4,0.212,1,threshold risk
DR001,Moderate historical disturbance,73,P006,L002,wetland,0.0,1.4,0.596,1,threshold risk
DR001,Moderate historical disturbance,73,P007,L002,channelized-river,0.0,1.4,-0.982,0,threshold risk
DR001,Moderate historical disturbance,73,P008,L002,riparian-forest,0.0,1.4,0.35,1,threshold risk
DR001,Moderate historical disturbance,73,P009,L003,cropland,0.0,1.4,-0.732,0,threshold risk
DR001,Moderate historical disturbance,73,P010,L003,hedgerow,0.0,1.4,0.272,1,threshold risk
DR001,Moderate historical disturbance,73,P011,L003,wet-meadow,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,73,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,73,P013,L004,urban-green,0.0,1.4,-0.712,0,threshold risk
DR001,Moderate historical disturbance,73,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,73,P015,L004,restored-stream,0.0,1.4,-0.038,1,threshold risk
DR001,Moderate historical disturbance,73,P016,L004,tree-canopy-corridor,0.0,1.4,0.304,1,threshold risk
DR001,Moderate historical disturbance,73,P017,L005,mangrove,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,73,P018,L005,marsh,0.0,1.4,0.22,1,threshold risk
DR001,Moderate historical disturbance,73,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,73,P020,L005,tidal-creek,0.0,1.4,0.232,1,threshold risk
DR001,Moderate historical disturbance,73,P021,L006,dry-grassland,0.0,1.4,-0.584,0,threshold risk
DR001,Moderate historical disturbance,73,P022,L006,shrub-refugia,0.0,1.4,0.196,1,threshold risk
DR001,Moderate historical disturbance,73,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,73,P024,L006,riparian-oasis,0.0,1.4,0.734,1,threshold risk
DR001,Moderate historical disturbance,74,P001,L001,forest,0.0,1.4,-0.28,0,threshold risk
DR001,Moderate historical disturbance,74,P002,L001,riparian,0.0,1.4,0.586,1,threshold risk
DR001,Moderate historical disturbance,74,P003,L001,grassland,0.0,1.4,-0.502,0,threshold risk
DR001,Moderate historical disturbance,74,P004,L001,old-growth-remnant,0.0,1.4,0.864,1,viable margin
DR001,Moderate historical disturbance,74,P005,L002,floodplain,0.0,1.4,0.212,1,threshold risk
DR001,Moderate historical disturbance,74,P006,L002,wetland,0.0,1.4,0.596,1,threshold risk
DR001,Moderate historical disturbance,74,P007,L002,channelized-river,0.0,1.4,-0.982,0,threshold risk
DR001,Moderate historical disturbance,74,P008,L002,riparian-forest,0.0,1.4,0.35,1,threshold risk
DR001,Moderate historical disturbance,74,P009,L003,cropland,0.0,1.4,-0.732,0,threshold risk
DR001,Moderate historical disturbance,74,P010,L003,hedgerow,0.0,1.4,0.272,1,threshold risk
DR001,Moderate historical disturbance,74,P011,L003,wet-meadow,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,74,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,74,P013,L004,urban-green,0.0,1.4,-0.712,0,threshold risk
DR001,Moderate historical disturbance,74,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,74,P015,L004,restored-stream,0.0,1.4,-0.038,1,threshold risk
DR001,Moderate historical disturbance,74,P016,L004,tree-canopy-corridor,0.0,1.4,0.304,1,threshold risk
DR001,Moderate historical disturbance,74,P017,L005,mangrove,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,74,P018,L005,marsh,0.0,1.4,0.22,1,threshold risk
DR001,Moderate historical disturbance,74,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,74,P020,L005,tidal-creek,0.0,1.4,0.232,1,threshold risk
DR001,Moderate historical disturbance,74,P021,L006,dry-grassland,0.0,1.4,-0.584,0,threshold risk
DR001,Moderate historical disturbance,74,P022,L006,shrub-refugia,0.0,1.4,0.196,1,threshold risk
DR001,Moderate historical disturbance,74,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,74,P024,L006,riparian-oasis,0.0,1.4,0.734,1,threshold risk
DR001,Moderate historical disturbance,75,P001,L001,forest,0.0,1.4,-0.28,0,threshold risk
DR001,Moderate historical disturbance,75,P002,L001,riparian,0.0,1.4,0.586,1,threshold risk
DR001,Moderate historical disturbance,75,P003,L001,grassland,0.0,1.4,-0.502,0,threshold risk
DR001,Moderate historical disturbance,75,P004,L001,old-growth-remnant,0.0,1.4,0.864,1,viable margin
DR001,Moderate historical disturbance,75,P005,L002,floodplain,0.0,1.4,0.212,1,threshold risk
DR001,Moderate historical disturbance,75,P006,L002,wetland,0.0,1.4,0.596,1,threshold risk
DR001,Moderate historical disturbance,75,P007,L002,channelized-river,0.0,1.4,-0.982,0,threshold risk
DR001,Moderate historical disturbance,75,P008,L002,riparian-forest,0.0,1.4,0.35,1,threshold risk
DR001,Moderate historical disturbance,75,P009,L003,cropland,0.0,1.4,-0.732,0,threshold risk
DR001,Moderate historical disturbance,75,P010,L003,hedgerow,0.0,1.4,0.272,1,threshold risk
DR001,Moderate historical disturbance,75,P011,L003,wet-meadow,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,75,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,75,P013,L004,urban-green,0.0,1.4,-0.712,0,threshold risk
DR001,Moderate historical disturbance,75,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,75,P015,L004,restored-stream,0.0,1.4,-0.038,1,threshold risk
DR001,Moderate historical disturbance,75,P016,L004,tree-canopy-corridor,0.0,1.4,0.304,1,threshold risk
DR001,Moderate historical disturbance,75,P017,L005,mangrove,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,75,P018,L005,marsh,0.0,1.4,0.22,1,threshold risk
DR001,Moderate historical disturbance,75,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,75,P020,L005,tidal-creek,0.0,1.4,0.232,1,threshold risk
DR001,Moderate historical disturbance,75,P021,L006,dry-grassland,0.0,1.4,-0.584,0,threshold risk
DR001,Moderate historical disturbance,75,P022,L006,shrub-refugia,0.0,1.4,0.196,1,threshold risk
DR001,Moderate historical disturbance,75,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,75,P024,L006,riparian-oasis,0.0,1.4,0.734,1,threshold risk
DR001,Moderate historical disturbance,76,P001,L001,forest,0.0,1.4,-0.28,0,threshold risk
DR001,Moderate historical disturbance,76,P002,L001,riparian,0.0,1.4,0.586,1,threshold risk
DR001,Moderate historical disturbance,76,P003,L001,grassland,0.0,1.4,-0.502,0,threshold risk
DR001,Moderate historical disturbance,76,P004,L001,old-growth-remnant,0.0,1.4,0.864,1,viable margin
DR001,Moderate historical disturbance,76,P005,L002,floodplain,0.0,1.4,0.212,1,threshold risk
DR001,Moderate historical disturbance,76,P006,L002,wetland,0.0,1.4,0.596,1,threshold risk
DR001,Moderate historical disturbance,76,P007,L002,channelized-river,0.0,1.4,-0.982,0,threshold risk
DR001,Moderate historical disturbance,76,P008,L002,riparian-forest,0.0,1.4,0.35,1,threshold risk
DR001,Moderate historical disturbance,76,P009,L003,cropland,0.0,1.4,-0.732,0,threshold risk
DR001,Moderate historical disturbance,76,P010,L003,hedgerow,0.0,1.4,0.272,1,threshold risk
DR001,Moderate historical disturbance,76,P011,L003,wet-meadow,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,76,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,76,P013,L004,urban-green,0.0,1.4,-0.712,0,threshold risk
DR001,Moderate historical disturbance,76,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,76,P015,L004,restored-stream,0.0,1.4,-0.038,1,threshold risk
DR001,Moderate historical disturbance,76,P016,L004,tree-canopy-corridor,0.0,1.4,0.304,1,threshold risk
DR001,Moderate historical disturbance,76,P017,L005,mangrove,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,76,P018,L005,marsh,0.0,1.4,0.22,1,threshold risk
DR001,Moderate historical disturbance,76,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,76,P020,L005,tidal-creek,0.0,1.4,0.232,1,threshold risk
DR001,Moderate historical disturbance,76,P021,L006,dry-grassland,0.0,1.4,-0.584,0,threshold risk
DR001,Moderate historical disturbance,76,P022,L006,shrub-refugia,0.0,1.4,0.196,1,threshold risk
DR001,Moderate historical disturbance,76,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,76,P024,L006,riparian-oasis,0.0,1.4,0.734,1,threshold risk
DR001,Moderate historical disturbance,77,P001,L001,forest,0.0,1.4,-0.28,0,threshold risk
DR001,Moderate historical disturbance,77,P002,L001,riparian,0.0,1.4,0.586,1,threshold risk
DR001,Moderate historical disturbance,77,P003,L001,grassland,0.0,1.4,-0.502,0,threshold risk
DR001,Moderate historical disturbance,77,P004,L001,old-growth-remnant,0.0,1.4,0.864,1,viable margin
DR001,Moderate historical disturbance,77,P005,L002,floodplain,0.0,1.4,0.212,1,threshold risk
DR001,Moderate historical disturbance,77,P006,L002,wetland,0.0,1.4,0.596,1,threshold risk
DR001,Moderate historical disturbance,77,P007,L002,channelized-river,0.0,1.4,-0.982,0,threshold risk
DR001,Moderate historical disturbance,77,P008,L002,riparian-forest,0.0,1.4,0.35,1,threshold risk
DR001,Moderate historical disturbance,77,P009,L003,cropland,0.0,1.4,-0.732,0,threshold risk
DR001,Moderate historical disturbance,77,P010,L003,hedgerow,0.0,1.4,0.272,1,threshold risk
DR001,Moderate historical disturbance,77,P011,L003,wet-meadow,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,77,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,77,P013,L004,urban-green,0.0,1.4,-0.712,0,threshold risk
DR001,Moderate historical disturbance,77,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,77,P015,L004,restored-stream,0.0,1.4,-0.038,1,threshold risk
DR001,Moderate historical disturbance,77,P016,L004,tree-canopy-corridor,0.0,1.4,0.304,1,threshold risk
DR001,Moderate historical disturbance,77,P017,L005,mangrove,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,77,P018,L005,marsh,0.0,1.4,0.22,1,threshold risk
DR001,Moderate historical disturbance,77,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,77,P020,L005,tidal-creek,0.0,1.4,0.232,1,threshold risk
DR001,Moderate historical disturbance,77,P021,L006,dry-grassland,0.0,1.4,-0.584,0,threshold risk
DR001,Moderate historical disturbance,77,P022,L006,shrub-refugia,0.0,1.4,0.196,1,threshold risk
DR001,Moderate historical disturbance,77,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,77,P024,L006,riparian-oasis,0.0,1.4,0.734,1,threshold risk
DR001,Moderate historical disturbance,78,P001,L001,forest,0.0,1.4,-0.28,0,threshold risk
DR001,Moderate historical disturbance,78,P002,L001,riparian,0.0,1.4,0.586,1,threshold risk
DR001,Moderate historical disturbance,78,P003,L001,grassland,0.0,1.4,-0.502,0,threshold risk
DR001,Moderate historical disturbance,78,P004,L001,old-growth-remnant,0.0,1.4,0.864,1,viable margin
DR001,Moderate historical disturbance,78,P005,L002,floodplain,0.0,1.4,0.212,1,threshold risk
DR001,Moderate historical disturbance,78,P006,L002,wetland,0.0,1.4,0.596,1,threshold risk
DR001,Moderate historical disturbance,78,P007,L002,channelized-river,0.0,1.4,-0.982,0,threshold risk
DR001,Moderate historical disturbance,78,P008,L002,riparian-forest,0.0,1.4,0.35,1,threshold risk
DR001,Moderate historical disturbance,78,P009,L003,cropland,0.0,1.4,-0.732,0,threshold risk
DR001,Moderate historical disturbance,78,P010,L003,hedgerow,0.0,1.4,0.272,1,threshold risk
DR001,Moderate historical disturbance,78,P011,L003,wet-meadow,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,78,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,78,P013,L004,urban-green,0.0,1.4,-0.712,0,threshold risk
DR001,Moderate historical disturbance,78,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,78,P015,L004,restored-stream,0.0,1.4,-0.038,1,threshold risk
DR001,Moderate historical disturbance,78,P016,L004,tree-canopy-corridor,0.0,1.4,0.304,1,threshold risk
DR001,Moderate historical disturbance,78,P017,L005,mangrove,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,78,P018,L005,marsh,0.0,1.4,0.22,1,threshold risk
DR001,Moderate historical disturbance,78,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,78,P020,L005,tidal-creek,0.0,1.4,0.232,1,threshold risk
DR001,Moderate historical disturbance,78,P021,L006,dry-grassland,0.0,1.4,-0.584,0,threshold risk
DR001,Moderate historical disturbance,78,P022,L006,shrub-refugia,0.0,1.4,0.196,1,threshold risk
DR001,Moderate historical disturbance,78,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,78,P024,L006,riparian-oasis,0.0,1.4,0.734,1,threshold risk
DR001,Moderate historical disturbance,79,P001,L001,forest,0.0,1.4,-0.28,0,threshold risk
DR001,Moderate historical disturbance,79,P002,L001,riparian,0.0,1.4,0.586,1,threshold risk
DR001,Moderate historical disturbance,79,P003,L001,grassland,0.0,1.4,-0.502,0,threshold risk
DR001,Moderate historical disturbance,79,P004,L001,old-growth-remnant,0.0,1.4,0.864,1,viable margin
DR001,Moderate historical disturbance,79,P005,L002,floodplain,0.0,1.4,0.212,1,threshold risk
DR001,Moderate historical disturbance,79,P006,L002,wetland,0.0,1.4,0.596,1,threshold risk
DR001,Moderate historical disturbance,79,P007,L002,channelized-river,0.0,1.4,-0.982,0,threshold risk
DR001,Moderate historical disturbance,79,P008,L002,riparian-forest,0.0,1.4,0.35,1,threshold risk
DR001,Moderate historical disturbance,79,P009,L003,cropland,0.0,1.4,-0.732,0,threshold risk
DR001,Moderate historical disturbance,79,P010,L003,hedgerow,0.0,1.4,0.272,1,threshold risk
DR001,Moderate historical disturbance,79,P011,L003,wet-meadow,0.0,1.4,0.314,1,threshold risk
DR001,Moderate historical disturbance,79,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,79,P013,L004,urban-green,0.0,1.4,-0.712,0,threshold risk
