system_id,system,system_context,time,event,stress_load,stabilizing_capacity,financial_function,liquidity_fragility,household_financial_fragility,inclusion_adjusted_function
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,24,background financial-system stress,0.15915,0.43542,1.0,0.64764,0.6381,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,25,background financial-system stress,0.15861,0.43576,1.0,0.64578,0.63746,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,26,Asset-price decline and fire-sale contagion,0.87159,0.4361,0.85372,0.66062,0.64934,0.75046
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,27,background financial-system stress,0.16036,0.43259,0.95998,0.65882,0.64874,0.98363
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,28,background financial-system stress,0.16061,0.43292,1.0,0.65702,0.64813,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,29,background financial-system stress,0.16092,0.43324,1.0,0.65524,0.64751,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,30,background financial-system stress,0.16031,0.43356,1.0,0.65346,0.6469,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,31,background financial-system stress,0.16023,0.43389,1.0,0.6517,0.64628,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,32,background financial-system stress,0.16094,0.43421,1.0,0.64994,0.64566,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,33,background financial-system stress,0.16189,0.43453,1.0,0.64819,0.64503,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,34,background financial-system stress,0.16176,0.43485,1.0,0.64645,0.6444,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,35,background financial-system stress,0.16247,0.43517,1.0,0.64472,0.64377,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,36,background financial-system stress,0.16207,0.43549,1.0,0.64299,0.64314,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,37,background financial-system stress,0.16224,0.4358,1.0,0.64128,0.6425,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,38,background financial-system stress,0.16349,0.43612,1.0,0.63957,0.64186,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,39,background financial-system stress,0.16224,0.43644,1.0,0.63788,0.64121,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,40,Cyber outage in payment and clearing systems,0.81614,0.43675,0.84987,0.64915,0.65345,0.73279
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,41,background financial-system stress,0.16308,0.43371,0.9555,0.64751,0.65283,0.97904
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,42,background financial-system stress,0.16407,0.43401,1.0,0.64587,0.65221,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,43,background financial-system stress,0.16439,0.43431,1.0,0.64424,0.65159,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,44,background financial-system stress,0.16423,0.43462,1.0,0.64262,0.65096,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,45,background financial-system stress,0.16471,0.43492,1.0,0.64102,0.65033,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,46,background financial-system stress,0.16471,0.43522,1.0,0.63941,0.6497,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,47,background financial-system stress,0.1654,0.43552,1.0,0.63782,0.64906,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,48,background financial-system stress,0.16608,0.43582,1.0,0.63624,0.64843,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,49,background financial-system stress,0.16618,0.43612,1.0,0.63467,0.64778,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,50,background financial-system stress,0.16605,0.43641,1.0,0.6331,0.64714,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,51,background financial-system stress,0.16594,0.43671,1.0,0.63155,0.64649,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,52,background financial-system stress,0.16713,0.437,1.0,0.63,0.64584,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,53,background financial-system stress,0.16637,0.4373,1.0,0.62847,0.64519,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,54,Climate repricing and insurance retreat,0.88407,0.43759,0.83527,0.64077,0.66009,0.69682
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,55,background financial-system stress,0.16752,0.43408,0.93956,0.63929,0.65947,0.96271
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,56,background financial-system stress,0.16824,0.43436,1.0,0.63782,0.65885,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,57,background financial-system stress,0.16811,0.43464,1.0,0.63636,0.65822,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,58,background financial-system stress,0.16776,0.43492,1.0,0.6349,0.65759,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,59,background financial-system stress,0.1687,0.4352,1.0,0.63346,0.65696,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,60,background financial-system stress,0.16865,0.43548,1.0,0.63202,0.65633,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,61,background financial-system stress,0.16952,0.43576,1.0,0.6306,0.65569,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,62,background financial-system stress,0.16917,0.43603,1.0,0.62918,0.65505,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,63,background financial-system stress,0.16923,0.43631,1.0,0.62777,0.65441,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,64,background financial-system stress,0.17034,0.43658,1.0,0.62638,0.65376,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,65,background financial-system stress,0.16969,0.43686,1.0,0.62499,0.65311,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,66,background financial-system stress,0.16967,0.43713,1.0,0.62361,0.65246,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,67,background financial-system stress,0.17098,0.4374,1.0,0.62224,0.65181,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,68,Non-bank redemption spiral and private credit stress,0.91326,0.43767,0.82758,0.63718,0.66475,0.71358
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,69,background financial-system stress,0.1718,0.43402,0.93049,0.63587,0.66413,0.95342
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,70,background financial-system stress,0.1705,0.43428,1.0,0.63457,0.66351,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,71,background financial-system stress,0.17054,0.43454,1.0,0.63327,0.66288,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,72,background financial-system stress,0.17235,0.4348,1.0,0.63199,0.66225,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,73,background financial-system stress,0.17263,0.43505,1.0,0.63072,0.66162,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,74,background financial-system stress,0.17187,0.43531,1.0,0.62945,0.66099,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,75,background financial-system stress,0.17185,0.43556,1.0,0.62819,0.66035,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,76,background financial-system stress,0.17295,0.43581,1.0,0.62695,0.65972,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,77,background financial-system stress,0.1737,0.43606,1.0,0.62571,0.65908,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,78,background financial-system stress,0.17249,0.43631,1.0,0.62448,0.65843,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,79,background financial-system stress,0.17319,0.43656,1.0,0.62327,0.65779,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,80,Compound credit liquidity cyber climate and household stress,1.00474,0.43681,0.76464,0.63894,0.67406,0.62933
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,81,background financial-system stress,0.17448,0.43266,0.86639,0.63778,0.67345,0.88774
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,82,background financial-system stress,0.17383,0.4329,0.9684,0.63664,0.67284,0.99227
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,83,background financial-system stress,0.17446,0.43313,1.0,0.6355,0.67223,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,84,background financial-system stress,0.17416,0.43336,1.0,0.63438,0.67162,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,85,background financial-system stress,0.17507,0.43359,1.0,0.63326,0.671,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,86,background financial-system stress,0.17481,0.43382,1.0,0.63216,0.67038,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,87,background financial-system stress,0.17476,0.43405,1.0,0.63106,0.66976,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,88,background financial-system stress,0.17561,0.43428,1.0,0.62997,0.66914,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,89,background financial-system stress,0.17538,0.43451,1.0,0.6289,0.66852,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,0,background financial-system stress,0.16128,0.3294,0.81526,0.79891,0.66043,0.83169
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,1,background financial-system stress,0.16048,0.3295,0.89079,0.79782,0.66085,0.90875
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,2,background financial-system stress,0.16126,0.3296,0.9661,0.79675,0.66127,0.98558
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,3,background financial-system stress,0.16154,0.3297,1.0,0.79569,0.6617,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,4,background financial-system stress,0.16076,0.3298,1.0,0.79464,0.66212,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,5,background financial-system stress,0.16073,0.3299,1.0,0.7936,0.66254,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,6,background financial-system stress,0.16204,0.32999,1.0,0.79257,0.66296,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,7,background financial-system stress,0.16133,0.33008,1.0,0.79156,0.66338,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,8,background financial-system stress,0.1621,0.33018,1.0,0.79055,0.6638,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,9,background financial-system stress,0.16337,0.33027,1.0,0.78956,0.66422,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,10,background financial-system stress,0.16358,0.33036,1.0,0.78857,0.66463,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,11,background financial-system stress,0.16233,0.33044,1.0,0.7876,0.66505,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,12,Rapid liquidity run and funding market freeze,0.86402,0.33053,0.80722,0.80401,0.6789,0.70144
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,13,background financial-system stress,0.16311,0.32657,0.88127,0.8031,0.67936,0.89903
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,14,background financial-system stress,0.16364,0.32664,0.95516,0.80221,0.67981,0.97442
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,15,background financial-system stress,0.16511,0.32671,1.0,0.80132,0.68026,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,16,background financial-system stress,0.16376,0.32678,1.0,0.80044,0.68072,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,17,background financial-system stress,0.16441,0.32685,1.0,0.79958,0.68117,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,18,background financial-system stress,0.16443,0.32692,1.0,0.79873,0.68162,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,19,background financial-system stress,0.16472,0.32698,1.0,0.79788,0.68207,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,20,background financial-system stress,0.16577,0.32705,1.0,0.79705,0.68252,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,21,background financial-system stress,0.16535,0.32711,1.0,0.79623,0.68297,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,22,background financial-system stress,0.16605,0.32717,1.0,0.79543,0.68341,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,23,background financial-system stress,0.16696,0.32723,1.0,0.79463,0.68386,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,24,background financial-system stress,0.16719,0.32729,1.0,0.79385,0.68431,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,25,background financial-system stress,0.16683,0.32734,1.0,0.79307,0.68476,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,26,Asset-price decline and fire-sale contagion,0.87929,0.3274,0.81543,0.809,0.69772,0.71314
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,27,background financial-system stress,0.16841,0.32361,0.88714,0.80829,0.69821,0.90502
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,28,background financial-system stress,0.16824,0.32366,0.9589,0.80759,0.69869,0.97823
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,29,background financial-system stress,0.16901,0.3237,1.0,0.8069,0.69917,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,30,background financial-system stress,0.16811,0.32373,1.0,0.80622,0.69965,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,31,background financial-system stress,0.16861,0.32377,1.0,0.80555,0.70014,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,32,background financial-system stress,0.16928,0.32381,1.0,0.8049,0.70062,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,33,background financial-system stress,0.17027,0.32384,1.0,0.80426,0.7011,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,34,background financial-system stress,0.16988,0.32387,1.0,0.80363,0.70158,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,35,background financial-system stress,0.16985,0.3239,1.0,0.80301,0.70206,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,36,background financial-system stress,0.16966,0.32393,1.0,0.8024,0.70254,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,37,background financial-system stress,0.16997,0.32396,1.0,0.8018,0.70302,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,38,background financial-system stress,0.1701,0.32398,1.0,0.80122,0.7035,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,39,background financial-system stress,0.1719,0.32401,1.0,0.80065,0.70398,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,40,Cyber outage in payment and clearing systems,0.82419,0.32403,0.8078,0.81305,0.71734,0.6929
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,41,background financial-system stress,0.17251,0.32069,0.87755,0.81253,0.71786,0.89524
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,42,background financial-system stress,0.17278,0.3207,0.94721,0.81203,0.71837,0.96631
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,43,background financial-system stress,0.17231,0.32071,1.0,0.81154,0.71888,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,44,background financial-system stress,0.17293,0.32072,1.0,0.81106,0.7194,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,45,background financial-system stress,0.17236,0.32072,1.0,0.81059,0.71991,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,46,background financial-system stress,0.17299,0.32073,1.0,0.81014,0.72042,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,47,background financial-system stress,0.17258,0.32073,1.0,0.80969,0.72093,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,48,background financial-system stress,0.17339,0.32073,1.0,0.80926,0.72145,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,49,background financial-system stress,0.17332,0.32073,1.0,0.80884,0.72196,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,50,background financial-system stress,0.17327,0.32073,1.0,0.80844,0.72247,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,51,background financial-system stress,0.17517,0.32072,1.0,0.80804,0.72298,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,52,background financial-system stress,0.17378,0.32072,1.0,0.80766,0.7235,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,53,background financial-system stress,0.17548,0.32071,1.0,0.80729,0.72401,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,54,Climate repricing and insurance retreat,0.89247,0.3207,0.78928,0.82076,0.74008,0.65491
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,55,background financial-system stress,0.1761,0.31688,0.85704,0.82045,0.74063,0.87432
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,56,background financial-system stress,0.17514,0.31686,0.9251,0.82015,0.74119,0.94375
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,57,background financial-system stress,0.1762,0.31684,0.99282,0.81987,0.74174,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,58,background financial-system stress,0.17748,0.31681,1.0,0.8196,0.74229,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,59,background financial-system stress,0.17772,0.31678,1.0,0.81934,0.74284,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,60,background financial-system stress,0.17714,0.31675,1.0,0.81909,0.74339,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,61,background financial-system stress,0.17782,0.31672,1.0,0.81886,0.74395,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,62,background financial-system stress,0.17796,0.31669,1.0,0.81863,0.7445,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,63,background financial-system stress,0.17739,0.31665,1.0,0.81842,0.74505,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,64,background financial-system stress,0.17817,0.31661,1.0,0.81822,0.74561,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,65,background financial-system stress,0.17852,0.31658,1.0,0.81804,0.74616,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,66,background financial-system stress,0.17838,0.31654,1.0,0.81786,0.74672,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,67,background financial-system stress,0.17949,0.31649,1.0,0.8177,0.74727,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,68,Non-bank redemption spiral and private credit stress,0.92204,0.31645,0.77752,0.83386,0.76143,0.66693
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,69,background financial-system stress,0.17961,0.31249,0.84319,0.83376,0.76202,0.86019
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,70,background financial-system stress,0.18049,0.31243,0.90857,0.83368,0.76262,0.92689
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,71,background financial-system stress,0.17938,0.31237,0.97429,0.83361,0.76321,0.99394
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,72,background financial-system stress,0.18041,0.31231,1.0,0.83355,0.76381,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,73,background financial-system stress,0.17987,0.31225,1.0,0.8335,0.76441,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,74,background financial-system stress,0.18134,0.31218,1.0,0.83347,0.76501,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,75,background financial-system stress,0.18206,0.31211,1.0,0.83345,0.76561,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,76,background financial-system stress,0.18167,0.31204,1.0,0.83344,0.76621,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,77,background financial-system stress,0.18198,0.31197,1.0,0.83344,0.76681,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,78,background financial-system stress,0.18236,0.3119,1.0,0.83346,0.76741,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,79,background financial-system stress,0.18184,0.31183,1.0,0.83349,0.76801,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,80,Compound credit liquidity cyber climate and household stress,1.01385,0.31175,0.71097,0.85041,0.78553,0.58198
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,81,background financial-system stress,0.18306,0.30728,0.7744,0.85051,0.78618,0.79001
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,82,background financial-system stress,0.18372,0.30719,0.83759,0.85062,0.78683,0.85447
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,83,background financial-system stress,0.18412,0.30709,0.90063,0.85075,0.78747,0.91879
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,84,background financial-system stress,0.18385,0.307,0.96374,0.85089,0.78813,0.98317
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,85,background financial-system stress,0.18432,0.3069,1.0,0.85104,0.78878,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,86,background financial-system stress,0.18429,0.3068,1.0,0.8512,0.78943,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,87,background financial-system stress,0.18501,0.3067,1.0,0.85138,0.79008,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,88,background financial-system stress,0.18552,0.3066,1.0,0.85157,0.79073,1.0
FS004,Non-bank market-based finance system,asset managers funds private credit and shadow-risk channels,89,background financial-system stress,0.18509,0.30649,1.0,0.85177,0.79139,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,0,background financial-system stress,0.16039,0.3436,0.83027,0.73876,0.86028,0.86002
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,1,background financial-system stress,0.16046,0.34374,0.91054,0.73754,0.86057,0.94317
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,2,background financial-system stress,0.16043,0.34388,0.99086,0.73632,0.86085,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,3,background financial-system stress,0.15967,0.34401,1.0,0.73512,0.86113,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,4,background financial-system stress,0.16013,0.34415,1.0,0.73393,0.86141,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,5,background financial-system stress,0.16114,0.34428,1.0,0.73274,0.86168,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,6,background financial-system stress,0.16158,0.34441,1.0,0.73157,0.86196,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,7,background financial-system stress,0.16024,0.34454,1.0,0.73041,0.86223,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,8,background financial-system stress,0.16079,0.34467,1.0,0.72926,0.86251,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,9,background financial-system stress,0.1625,0.3448,1.0,0.72812,0.86278,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,10,background financial-system stress,0.16119,0.34493,1.0,0.72699,0.86305,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,11,background financial-system stress,0.16252,0.34506,1.0,0.72587,0.86332,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,12,Rapid liquidity run and funding market freeze,0.86314,0.34518,0.79953,0.74214,0.87703,0.7073
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,13,background financial-system stress,0.16271,0.34126,0.87854,0.74108,0.87733,0.91003
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,14,background financial-system stress,0.1636,0.34137,0.95729,0.74004,0.87764,0.9916
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,15,background financial-system stress,0.16428,0.34148,1.0,0.739,0.87795,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,16,background financial-system stress,0.16397,0.34159,1.0,0.73798,0.87825,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,17,background financial-system stress,0.16384,0.34169,1.0,0.73697,0.87855,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,18,background financial-system stress,0.16395,0.3418,1.0,0.73596,0.87886,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,19,background financial-system stress,0.1648,0.3419,1.0,0.73497,0.87916,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,20,background financial-system stress,0.16507,0.34201,1.0,0.73399,0.87946,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,21,background financial-system stress,0.16488,0.34211,1.0,0.73302,0.87976,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,22,background financial-system stress,0.16525,0.34221,1.0,0.73207,0.88005,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,23,background financial-system stress,0.16564,0.3423,1.0,0.73112,0.88035,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,24,background financial-system stress,0.16533,0.3424,1.0,0.73018,0.88065,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,25,background financial-system stress,0.16543,0.3425,1.0,0.72926,0.88094,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,26,Asset-price decline and fire-sale contagion,0.87836,0.34259,0.80686,0.74503,0.89376,0.7183
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,27,background financial-system stress,0.16704,0.33884,0.88395,0.74417,0.89409,0.91563
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,28,background financial-system stress,0.16636,0.33893,0.96128,0.74331,0.89442,0.99573
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,29,background financial-system stress,0.16761,0.33901,1.0,0.74247,0.89475,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,30,background financial-system stress,0.16827,0.33908,1.0,0.74164,0.89508,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,31,background financial-system stress,0.16857,0.33916,1.0,0.74082,0.89541,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,32,background financial-system stress,0.16767,0.33924,1.0,0.74001,0.89573,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,33,background financial-system stress,0.16825,0.33931,1.0,0.73922,0.89606,1.0
FS005,Climate-exposed mortgage and insurance system,physical climate risk property insurance and collateral values,34,background financial-system stress,0.16952,0.33938,1.0,0.73843,0.89639,1.0
